,LEG
2004-08-24,5289478000
2004-08-25,5275800000
2004-08-26,5256260000
2004-08-27,5254306000
2004-08-30,5236720000
2004-08-31,5254306000
2004-09-01,5324650000
2004-09-02,5338328000
2004-09-03,5404764000
2004-09-07,5629474000
2004-09-08,5520050000
2004-09-09,5502464000
2004-09-10,5475108000
2004-09-13,5520050000
2004-09-14,5479016000
2004-09-15,5400856000
2004-09-16,5443844000
2004-09-17,5373500000
2004-09-20,5334420000
2004-09-21,5326604000
2004-09-22,5301202000
2004-09-23,5307064000
2004-09-24,5488786000
2004-09-27,5480970000
2004-09-28,5447752000
2004-09-29,5443844000
2004-09-30,5465950404
2004-10-01,5479566651
2004-10-04,5465950404
2004-10-05,5436772733
2004-10-06,5475676295
2004-10-07,5376472213
2004-10-08,5329787939
2004-10-11,5316171692
2004-10-12,5253925994
2004-10-13,5152776733
2004-10-14,5211132076
2004-10-15,5259761528
2004-10-18,5240309747
2004-10-19,5304500624
2004-10-20,5288939199
2004-10-21,5316171692
2004-10-22,5224748322
2004-10-25,5257816350
2004-10-26,5370636678
2004-10-27,5444553445
2004-10-28,5456224514
2004-10-29,5471785939
2004-11-01,5499018432
2004-11-02,5475676295
2004-11-03,5539867171
2004-11-04,5629345363
2004-11-05,5619619473
2004-11-08,5611838760
2004-11-09,5685755527
2004-11-10,5660468212
2004-11-11,5685755527
2004-11-12,5736330157
2004-11-15,5751891582
2004-11-16,5751891582
2004-11-17,5732439801
2004-11-18,5722713911
2004-11-19,5635180897
2004-11-22,5693536240
2004-11-23,5771343363
2004-11-24,5771343363
2004-11-26,5736330157
2004-11-29,5794685500
2004-11-30,5806356568
2004-12-01,5934738322
2004-12-02,5907505828
2004-12-03,5934738322
2004-12-06,5944464212
2004-12-07,5810246924
2004-12-08,5843314952
2004-12-09,5777178897
2004-12-10,5794685500
2004-12-13,5841369774
2004-12-14,5794685500
2004-12-15,5849150486
2004-12-16,5777178897
2004-12-17,5310336158
2004-12-20,5290884377
2004-12-21,5269487418
2004-12-22,5388143281
2004-12-23,5372581856
2004-12-27,5349239720
2004-12-28,5403704706
2004-12-29,5388143281
2004-12-30,5440663089
2004-12-31,5549536000
2005-01-03,5410944000
2005-01-04,5408992000
2005-01-05,5369952000
2005-01-06,5457792000
2005-01-07,5422656000
2005-01-10,5463648000
2005-01-11,5451936000
2005-01-12,5399232000
2005-01-13,5397280000
2005-01-14,5420704000
2005-01-18,5465600000
2005-01-19,5465600000
2005-01-20,5410944000
2005-01-21,5360192000
2005-01-24,5385568000
2005-01-25,5352384000
2005-01-26,5391424000
2005-01-27,5432416000
2005-01-28,5442176000
2005-01-31,5563200000
2005-02-01,5512448000
2005-02-02,5524160000
2005-02-03,5496832000
2005-02-04,5530016000
2005-02-07,5572960000
2005-02-08,5569056000
2005-02-09,5469504000
2005-02-10,5465600000
2005-02-11,5399232000
2005-02-14,5393376000
2005-02-15,5391424000
2005-02-16,5385568000
2005-02-17,5354336000
2005-02-18,5371904000
2005-02-22,5297728000
2005-02-23,5350432000
2005-02-24,5424608000
2005-02-25,5481216000
2005-02-28,5401184000
2005-03-01,5410944000
2005-03-02,5424608000
2005-03-03,5448032000
2005-03-04,5494880000
2005-03-07,5596384000
2005-03-08,5641280000
2005-03-09,5656896000
2005-03-10,5674464000
2005-03-11,5670560000
2005-03-14,5729120000
2005-03-15,5746688000
2005-03-16,5723264000
2005-03-17,5719360000
2005-03-18,5682272000
2005-03-21,5711552000
2005-03-22,5688128000
2005-03-23,5682272000
2005-03-24,5686176000
2005-03-28,5690080000
2005-03-29,5652992000
2005-03-30,5627616000
2005-03-31,5596944000
2005-04-01,5645394000
2005-04-04,5643456000
2005-04-05,5643456000
2005-04-06,5668650000
2005-04-07,5672526000
2005-04-08,5643456000
2005-04-11,5608572000
2005-04-12,5684154000
2005-04-13,5550432000
2005-04-14,5416710000
2005-04-15,5281050000
2005-04-18,5172522000
2005-04-19,5213220000
2005-04-20,5149266000
2005-04-21,5290740000
2005-04-22,5281050000
2005-04-25,5288802000
2005-04-26,5240352000
2005-04-27,5226786000
2005-04-28,5151204000
2005-04-29,5224848000
2005-05-02,5213220000
2005-05-03,5253918000
2005-05-04,5331438000
2005-05-05,5323686000
2005-05-06,5317872000
2005-05-09,5308182000
2005-05-10,5281050000
2005-05-11,5304306000
2005-05-12,5265546000
2005-05-13,5282988000
2005-05-16,5343066000
2005-05-17,5376012000
2005-05-18,5416710000
2005-05-19,5439966000
2005-05-20,5385702000
2005-05-23,5397330000
2005-05-24,5364384000
2005-05-25,5263608000
2005-05-26,5182212000
2005-05-27,5143452000
2005-05-31,5162832000
2005-06-01,5151204000
2005-06-02,5157018000
2005-06-03,5160894000
2005-06-06,5155080000
2005-06-07,5122134000
2005-06-08,5120196000
2005-06-09,5093064000
2005-06-10,5019420000
2005-06-13,4978722000
2005-06-14,4994226000
2005-06-15,4978722000
2005-06-16,5017482000
2005-06-17,5106630000
2005-06-20,5135700000
2005-06-21,5135700000
2005-06-22,5170584000
2005-06-23,5174460000
2005-06-24,5137638000
2005-06-27,5149266000
2005-06-28,5201592000
2005-06-29,5213220000
2005-06-30,5129940000
2005-07-01,5151170000
2005-07-05,5286270000
2005-07-06,5234160000
2005-07-07,5278550000
2005-07-08,5369260000
2005-07-11,5398210000
2005-07-12,5367330000
2005-07-13,5348030000
2005-07-14,5404000000
2005-07-15,5427160000
2005-07-18,5413650000
2005-07-19,5458040000
2005-07-20,5486990000
2005-07-21,5446460000
2005-07-22,5043090000
2005-07-25,4936940000
2005-07-26,4921500000
2005-07-27,4935010000
2005-07-28,4944660000
2005-07-29,4880970000
2005-08-01,4906060000
2005-08-02,4946590000
2005-08-03,4936940000
2005-08-04,4935010000
2005-08-05,4940800000
2005-08-08,4902200000
2005-08-09,4880970000
2005-08-10,4811490000
2005-08-11,4834650000
2005-08-12,4948520000
2005-08-15,4892550000
2005-08-16,4850090000
2005-08-17,4840440000
2005-08-18,4850090000
2005-08-19,4792190000
2005-08-22,4782540000
2005-08-23,4834650000
2005-08-24,4809560000
2005-08-25,4774820000
2005-08-26,4711130000
2005-08-29,4645510000
2005-08-30,4632000000
2005-08-31,4672530000
2005-09-01,4709200000
2005-09-02,4647440000
2005-09-06,4703410000
2005-09-07,4740080000
2005-09-08,4672530000
2005-09-09,4724640000
2005-09-12,4687970000
2005-09-13,4579890000
2005-09-14,4533570000
2005-09-15,4549010000
2005-09-16,4496900000
2005-09-19,4400400000
2005-09-20,3821400000
2005-09-21,3850350000
2005-09-22,3900530000
2005-09-23,3919829999
2005-09-26,3912110000
2005-09-27,3921760000
2005-09-28,3908250000
2005-09-29,3923689999
2005-09-30,3785480000
2005-10-03,3785480000
2005-10-04,3776109999
2005-10-05,3656174000
2005-10-06,3635559999
2005-10-07,3616820000
2005-10-10,3596206000
2005-10-11,3543734000
2005-10-12,3517498000
2005-10-13,3476270000
2005-10-14,3541859999
2005-10-17,3605575999
2005-10-18,3605575999
2005-10-19,3558725999
2005-10-20,3568096000
2005-10-21,3564348000
2005-10-24,3611198000
2005-10-25,3569970000
2005-10-26,3611198000
2005-10-27,3590584000
2005-10-28,3689906000
2005-10-31,3755496000
2005-11-01,3785480000
2005-11-02,3839825999
2005-11-03,3834204000
2005-11-04,3860440000
2005-11-07,3937274000
2005-11-08,3933525999
2005-11-09,4000990000
2005-11-10,4079698000
2005-11-11,4098438000
2005-11-14,4130296000
2005-11-15,4115304000
2005-11-16,4160280000
2005-11-17,4227743999
2005-11-18,4248358000
2005-11-21,4280216000
2005-11-22,4310200000
2005-11-23,4332688000
2005-11-25,4274593999
2005-11-28,4238988000
2005-11-29,4370168000
2005-11-30,4400152000
2005-12-01,4486356000
2005-12-02,4538828000
2005-12-05,4501348000
2005-12-06,4516340000
2005-12-07,4505096000
2005-12-08,4450750000
2005-12-09,4510718000
2005-12-12,4508844000
2005-12-13,4482608000
2005-12-14,4535080000
2005-12-15,4506970000
2005-12-16,4520088000
2005-12-19,4467616000
2005-12-20,4362672000
2005-12-21,4373916000
2005-12-22,4366420000
2005-12-23,4343932000
2005-12-27,4334562000
2005-12-28,4345806000
2005-12-29,4373916000
2005-12-30,4302704000
2006-01-03,4525710000
2006-01-04,4538828000
2006-01-05,4488230000
2006-01-06,4497600000
2006-01-09,4548198000
2006-01-10,4518214000
2006-01-11,4521962000
2006-01-12,4512592000
2006-01-13,4495726000
2006-01-17,4403900000
2006-01-18,4432010000
2006-01-19,4460120000
2006-01-20,4332688000
2006-01-23,4366420000
2006-01-24,4394530000
2006-01-25,4428262000
2006-01-26,4491978000
2006-01-27,4643772000
2006-01-30,4604418000
2006-01-31,4613788000
2006-02-01,4641898000
2006-02-02,4576308000
2006-02-03,4527584000
2006-02-06,4536954000
2006-02-07,4527584000
2006-02-08,4568812000
2006-02-09,4546324000
2006-02-10,4536954000
2006-02-13,4505096000
2006-02-14,4585678000
2006-02-15,4602544000
2006-02-16,4561316000
2006-02-17,4551946000
2006-02-21,4501348000
2006-02-22,4510718000
2006-02-23,4475112000
2006-02-24,4478860000
2006-02-27,4499474000
2006-02-28,4400152000
2006-03-01,4476986000
2006-03-02,4458246000
2006-03-03,4469490000
2006-03-06,4375790000
2006-03-07,4392656000
2006-03-08,4433884000
2006-03-09,4417018000
2006-03-10,4456372000
2006-03-13,4475112000
2006-03-14,4531332000
2006-03-15,4525710000
2006-03-16,4604418000
2006-03-17,4643772000
2006-03-20,4668134000
2006-03-21,4668134000
2006-03-22,4677504000
2006-03-23,4671882000
2006-03-24,4698118000
2006-03-27,4681252000
2006-03-28,4645646000
2006-03-29,4656890000
2006-03-30,4604418000
2006-03-31,4554753000
2006-04-03,4502421000
2006-04-04,4558491000
2006-04-05,4579050000
2006-04-06,4532325000
2006-04-07,4506159000
2006-04-10,4513635000
2006-04-11,4485600000
2006-04-12,4476255000
2006-04-13,4476255000
2006-04-17,4465041000
2006-04-18,4565967000
2006-04-19,4506159000
2006-04-20,4466910000
2006-04-21,4822020000
2006-04-24,4865007000
2006-04-25,4943505000
2006-04-26,4956588000
2006-04-27,4986492000
2006-04-28,4958457000
2006-05-01,4992099000
2006-05-02,5008920000
2006-05-03,4995837000
2006-05-04,4971540000
2006-05-05,5001444000
2006-05-08,5038824000
2006-05-09,5008920000
2006-05-10,4984623000
2006-05-11,4964064000
2006-05-12,4870614000
2006-05-15,4919208000
2006-05-16,4844448000
2006-05-17,4736046000
2006-05-18,4706142000
2006-05-19,4736046000
2006-05-22,4715487000
2006-05-23,4693059000
2006-05-24,4691190000
2006-05-25,4666893000
2006-05-26,4709880000
2006-05-30,4623906000
2006-05-31,4745391000
2006-06-01,4825758000
2006-06-02,4784640000
2006-06-05,4713618000
2006-06-06,4683714000
2006-06-07,4582788000
2006-06-08,4638858000
2006-06-09,4655679000
2006-06-12,4582788000
2006-06-13,4547277000
2006-06-14,4537932000
2006-06-15,4687452000
2006-06-16,4674369000
2006-06-19,4631382000
2006-06-20,4607085000
2006-06-21,4715487000
2006-06-22,4678107000
2006-06-23,4676238000
2006-06-26,4700535000
2006-06-27,4597740000
2006-06-28,4536063000
2006-06-29,4646334000
2006-06-30,4636288000
2006-07-03,4588032000
2006-07-05,4452544000
2006-07-06,4534208000
2006-07-07,4445120000
2006-07-10,4506368000
2006-07-11,4439552000
2006-07-12,4361600000
2006-07-13,4294784000
2006-07-14,4270656000
2006-07-17,4213120000
2006-07-18,4213120000
2006-07-19,4330048000
2006-07-20,4255808000
2006-07-21,4157439999
2006-07-24,4307776000
2006-07-25,4240960000
2006-07-26,4261376000
2006-07-27,4246528000
2006-07-28,4333760000
2006-07-31,4235392000
2006-08-01,4155584000
2006-08-02,4229824000
2006-08-03,4318912000
2006-08-04,4328192000
2006-08-07,4339328000
2006-08-08,4315200000
2006-08-09,4198272000
2006-08-10,4214976000
2006-08-11,4220543999
2006-08-14,4201984000
2006-08-15,4261376000
2006-08-16,4324480000
2006-08-17,4383872000
2006-08-18,4378304000
2006-08-21,4337472000
2006-08-22,4298496000
2006-08-23,4231680000
2006-08-24,4240960000
2006-08-25,4213120000
2006-08-28,4250239999
2006-08-29,4307776000
2006-08-30,4283647999
2006-08-31,4278080000
2006-09-01,4309632000
2006-09-05,4396864000
2006-09-06,4226112000
2006-09-07,4315200000
2006-09-08,4387584000
2006-09-11,4532352000
2006-09-12,4593600000
2006-09-13,4588032000
2006-09-14,4604736000
2006-09-15,4632576000
2006-09-18,4595456000
2006-09-19,4558336000
2006-09-20,4612160000
2006-09-21,4524928000
2006-09-22,4543488000
2006-09-25,4582464000
2006-09-26,4665984000
2006-09-27,4625152000
2006-09-28,4675264000
2006-09-29,4645568000
2006-10-02,4573170000
2006-10-03,4562190000
2006-10-04,4657350000
2006-10-05,4620750000
2006-10-06,4598790000
2006-10-09,4613430000
2006-10-10,4620750000
2006-10-11,4587810000
2006-10-12,4635390000
2006-10-13,4569510000
2006-10-16,4611600000
2006-10-17,4580490000
2006-10-18,4531080000
2006-10-19,4525590000
2006-10-20,4236449999
2006-10-23,4187040000
2006-10-24,4218150000
2006-10-25,4198020000
2006-10-26,4316970000
2006-10-27,4280370000
2006-10-30,4238280000
2006-10-31,4273050000
2006-11-01,4198020000
2006-11-02,4218150000
2006-11-03,4177889999
2006-11-06,4267560000
2006-11-07,4296840000
2006-11-08,4291350000
2006-11-09,4284030000
2006-11-10,4338930000
2006-11-13,4333440000
2006-11-14,4421280000
2006-11-15,4434090000
2006-11-16,4472520000
2006-11-17,4456050000
2006-11-20,4428600000
2006-11-21,4371870000
2006-11-22,4397490000
2006-11-24,4370040000
2006-11-27,4269389999
2006-11-28,4263900000
2006-11-29,4287690000
2006-11-30,4351740000
2006-12-01,4335270000
2006-12-04,4406640000
2006-12-05,4415790000
2006-12-06,4401150000
2006-12-07,4395660000
2006-12-08,4353570000
2006-12-11,4348080000
2006-12-12,4313310000
2006-12-13,4335270000
2006-12-14,4381020000
2006-12-15,4322460000
2006-12-18,4298670000
2006-12-19,4296840000
2006-12-20,4285860000
2006-12-21,4300500000
2006-12-22,4295010000
2006-12-26,4326120000
2006-12-27,4397490000
2006-12-28,4395660000
2006-12-29,4373700000
2007-01-03,4320630000
2007-01-04,4307820000
2007-01-05,4293180000
2007-01-08,4293180000
2007-01-09,4289520000
2007-01-10,4298670000
2007-01-11,4364550000
2007-01-12,4362720000
2007-01-16,4338930000
2007-01-17,4348080000
2007-01-18,4393830000
2007-01-19,4419450000
2007-01-22,4382850000
2007-01-23,4417620000
2007-01-24,4468860000
2007-01-25,4419450000
2007-01-26,4285860000
2007-01-29,4307820000
2007-01-30,4360890000
2007-01-31,4435920000
2007-02-01,4456050000
2007-02-02,4479840000
2007-02-05,4413960000
2007-02-06,4470690000
2007-02-07,4452390000
2007-02-08,4399320000
2007-02-09,4415790000
2007-02-12,4430430000
2007-02-13,4450560000
2007-02-14,4467030000
2007-02-15,4478010000
2007-02-16,4461540000
2007-02-20,4474350000
2007-02-21,4448730000
2007-02-22,4424940000
2007-02-23,4435920000
2007-02-26,4404810000
2007-02-27,4368210000
2007-02-28,4357230000
2007-03-01,4392000000
2007-03-02,4368210000
2007-03-05,4324290000
2007-03-06,4342590000
2007-03-07,4395660000
2007-03-08,4421280000
2007-03-09,4357230000
2007-03-12,4327950000
2007-03-13,4223639999
2007-03-14,4230960000
2007-03-15,4252919999
2007-03-16,4216320000
2007-03-19,4229130000
2007-03-20,4249260000
2007-03-21,4309650000
2007-03-22,4278540000
2007-03-23,4278540000
2007-03-26,4205340000
2007-03-27,4137630000
2007-03-28,4077240000
2007-03-29,4119330000
2007-03-30,4148610000
2007-04-02,4081836000
2007-04-03,4181880999
2007-04-04,4136405999
2007-04-05,4183700000
2007-04-09,4205528000
2007-04-10,4229175000
2007-04-11,4198251999
2007-04-12,4261917000
2007-04-13,4198251999
2007-04-16,4249184000
2007-04-17,4194614000
2007-04-18,4251003000
2007-04-19,4263736000
2007-04-20,4274650000
2007-04-23,4221899000
2007-04-24,4267374000
2007-04-25,4338315000
2007-04-26,4327401000
2007-04-27,4336496000
2007-04-30,4278288000
2007-05-01,4311030000
2007-05-02,4340134000
2007-05-03,4292840000
2007-05-04,4329220000
2007-05-07,4351048000
2007-05-08,4311030000
2007-05-09,4320125000
2007-05-10,4247365000
2007-05-11,4300116000
2007-05-14,4314668000
2007-05-15,4311030000
2007-05-16,4334677000
2007-05-17,4287383000
2007-05-18,4291021000
2007-05-21,4463826000
2007-05-22,4432903000
2007-05-23,4412894000
2007-05-24,4387428000
2007-05-25,4418351000
2007-05-29,4441998000
2007-05-30,4478378000
2007-05-31,4451093000
2007-06-01,4458369000
2007-06-04,4476559000
2007-06-05,4436541000
2007-06-06,4365600000
2007-06-07,4260098000
2007-06-08,4351048000
2007-06-11,4311030000
2007-06-12,4247365000
2007-06-13,4256459999
2007-06-14,4271012000
2007-06-15,4289201999
2007-06-18,4287383000
2007-06-19,4016351999
2007-06-20,3987248000
2007-06-21,3992705000
2007-06-22,3929040000
2007-06-25,3952687000
2007-06-26,3959963000
2007-06-27,4018171000
2007-06-28,4014533000
2007-06-29,4010895000
2007-07-02,3949330000
2007-07-03,3959956000
2007-07-05,3936933000
2007-07-06,3984750000
2007-07-09,3970582000
2007-07-10,3885574000
2007-07-11,3887345000
2007-07-12,3975895000
2007-07-13,3986521000
2007-07-16,3954642999
2007-07-17,3954642999
2007-07-18,3920994000
2007-07-19,4002460000
2007-07-20,3885574000
2007-07-23,3837757000
2007-07-24,3758062000
2007-07-25,3768688000
2007-07-26,3727955000
2007-07-27,3685451000
2007-07-30,3694306000
2007-07-31,3671283000
2007-08-01,3731497000
2007-08-02,3752749000
2007-08-03,3621695000
2007-08-06,3627008000
2007-08-07,3650031000
2007-08-08,3727955000
2007-08-09,3678367000
2007-08-10,3518977000
2007-08-13,3494183000
2007-08-14,3441053000
2007-08-15,3382610000
2007-08-16,3458763000
2007-08-17,3534916000
2007-08-20,3566794000
2007-08-21,3589817000
2007-08-22,3664199000
2007-08-23,3648260000
2007-08-24,3699619000
2007-08-27,3641176000
2007-08-28,3511892999
2007-08-29,3607527000
2007-08-30,3566794000
2007-08-31,3612839999
2007-09-04,3662428000
2007-09-05,3538458000
2007-09-06,3526061000
2007-09-07,3412717000
2007-09-10,3386152000
2007-09-11,3418030000
2007-09-12,3405633000
2007-09-13,3419801000
2007-09-14,3462305000
2007-09-17,3460534000
2007-09-18,3545542000
2007-09-19,3542000000
2007-09-20,3481786000
2007-09-21,3467617999
2007-09-24,3426885000
2007-09-25,3403862000
2007-09-26,3384381000
2007-09-27,3402091000
2007-09-28,3393236000
2007-10-01,3376960000
2007-10-02,3399449999
2007-10-03,3432320000
2007-10-04,3434050000
2007-10-05,3465190000
2007-10-08,3434050000
2007-10-09,3394260000
2007-10-10,3368310000
2007-10-11,3357930000
2007-10-12,3359660000
2007-10-15,3325060000
2007-10-16,3238560000
2007-10-17,3231640000
2007-10-18,3242019999
2007-10-19,3171089999
2007-10-22,3280080000
2007-10-23,3274890000
2007-10-24,3236830000
2007-10-25,3235100000
2007-10-26,3285269999
2007-10-29,3273160000
2007-10-30,3312949999
2007-10-31,3361390000
2007-11-01,3266240000
2007-11-02,3248940000
2007-11-05,3228180000
2007-11-06,3280080000
2007-11-07,3176280000
2007-11-08,3155519999
2007-11-09,3146870000
2007-11-12,3146870000
2007-11-13,3287000000
2007-11-14,3477300000
2007-11-15,3465190000
2007-11-16,3487680000
2007-11-19,3468650000
2007-11-20,3498060000
2007-11-21,3453080000
2007-11-23,3503250000
2007-11-26,3380420000
2007-11-27,3434050000
2007-11-28,3558610000
2007-11-29,3506710000
2007-11-30,3560339999
2007-12-03,3537850000
2007-12-04,3370040000
2007-12-05,3423670000
2007-12-06,3529199999
2007-12-07,3520550000
2007-12-10,3584560000
2007-12-11,3401180000
2007-12-12,3382150000
2007-12-13,3338900000
2007-12-14,3238560000
2007-12-17,3219530000
2007-12-18,3245480000
2007-12-19,3254130000
2007-12-20,3062100000
2007-12-21,3051720000
2007-12-24,3044800000
2007-12-26,3039610000
2007-12-27,3037880000
2007-12-28,2987710000
2007-12-31,3018864000
2008-01-02,2935776000
2008-01-03,2908080000
2008-01-04,2824992000
2008-01-07,2814606000
2008-01-08,2769600000
2008-01-09,2767869000
2008-01-10,2850957000
2008-01-11,2786910000
2008-01-14,2809413000
2008-01-15,2743635000
2008-01-16,2804220000
2008-01-17,2760945000
2008-01-18,2793834000
2008-01-22,2925389999
2008-01-23,3155613000
2008-01-24,3075987000
2008-01-25,2909811000
2008-01-28,3069063000
2008-01-29,3133110000
2008-01-30,3152151000
2008-01-31,3285438000
2008-02-01,3326982000
2008-02-04,3233508000
2008-02-05,3169461000
2008-02-06,3169461000
2008-02-07,3162537000
2008-02-08,3075987000
2008-02-11,3112338000
2008-02-12,3096759000
2008-02-13,3107145000
2008-02-14,3065601000
2008-02-15,3043097999
2008-02-19,2982513000
2008-02-20,3010209000
2008-02-21,2949624000
2008-02-22,3022326000
2008-02-25,2996361000
2008-02-26,3063870000
2008-02-27,3081180000
2008-02-28,2989437000
2008-02-29,2890770000
2008-03-03,2939238000
2008-03-04,2873460000
2008-03-05,2819799000
2008-03-06,2754021000
2008-03-07,2755752000
2008-03-10,2672664000
2008-03-11,2658816000
2008-03-12,2619003000
2008-03-13,2679588000
2008-03-14,2605155000
2008-03-17,2589576000
2008-03-18,2688243000
2008-03-19,2644968000
2008-03-20,2702091000
2008-03-24,2764407000
2008-03-25,2760945000
2008-03-26,2670933000
2008-03-27,2608617000
2008-03-28,2575728000
2008-03-31,2612325000
2008-04-01,2733948000
2008-04-02,2756217000
2008-04-03,2723670000
2008-04-04,2685984000
2008-04-07,2699688000
2008-04-08,2684271000
2008-04-09,2646585000
2008-04-10,2651724000
2008-04-11,2581491000
2008-04-14,2449590000
2008-04-15,2449590000
2008-04-16,2458155000
2008-04-17,2817885000
2008-04-18,2886405000
2008-04-21,2836728000
2008-04-22,2778486000
2008-04-23,2811033000
2008-04-24,2870988000
2008-04-25,2934369000
2008-04-28,2905248000
2008-04-29,2900109000
2008-04-30,2843580000
2008-05-01,2936082000
2008-05-02,2891544000
2008-05-05,2879553000
2008-05-06,2872701000
2008-05-07,2799042000
2008-05-08,2771634000
2008-05-09,2783625000
2008-05-12,2802468000
2008-05-13,2805894000
2008-05-14,2865849000
2008-05-15,2972055000
2008-05-16,2997750000
2008-05-19,3064557000
2008-05-20,3061131000
2008-05-21,3044001000
2008-05-22,3208449000
2008-05-23,3174189000
2008-05-27,3196458000
2008-05-28,3278682000
2008-05-29,3312942000
2008-05-30,3271830000
2008-06-02,3266691000
2008-06-03,3278682000
2008-06-04,3271830000
2008-06-05,3304377000
2008-06-06,3186180000
2008-06-09,3198171000
2008-06-10,3222153000
2008-06-11,3073122000
2008-06-12,3076548000
2008-06-13,3083400000
2008-06-16,3112521000
2008-06-17,3071409000
2008-06-18,3030297000
2008-06-19,3093678000
2008-06-20,3044001000
2008-06-23,3042288000
2008-06-24,3038861999
2008-06-25,3066269999
2008-06-26,2980619999
2008-06-27,2948073000
2008-06-30,2777112000
2008-07-01,2715840000
2008-07-02,2480688000
2008-07-03,2427696000
2008-07-07,2419416000
2008-07-08,2513808000
2008-07-09,2419416000
2008-07-10,2475720000
2008-07-11,2457504000
2008-07-14,2411136000
2008-07-15,2503872000
2008-07-16,2657880000
2008-07-17,2825136000
2008-07-18,2985768000
2008-07-21,3108312000
2008-07-22,3146400000
2008-07-23,3240792000
2008-07-24,3100032000
2008-07-25,3136464000
2008-07-28,3149712000
2008-07-29,3232512000
2008-07-30,3224232000
2008-07-31,3229200000
2008-08-01,3285504000
2008-08-04,3315312000
2008-08-05,3447792000
2008-08-06,3456072000
2008-08-07,3383208000
2008-08-08,3545496000
2008-08-11,3623328000
2008-08-12,3482568000
2008-08-13,3441168000
2008-08-14,3497472000
2008-08-15,3543840000
2008-08-18,3522312000
2008-08-19,3409704000
2008-08-20,3432888000
2008-08-21,3436200000
2008-08-22,3499128000
2008-08-25,3568680000
2008-08-26,3588552000
2008-08-27,3633264000
2008-08-28,3699504000
2008-08-29,3694536000
2008-09-02,3737592000
2008-09-03,3790584000
2008-09-04,3734280000
2008-09-05,3739247999
2008-09-08,3848543999
2008-09-09,3787272000
2008-09-10,3870072000
2008-09-11,3870072000
2008-09-12,3883320000
2008-09-15,3749184000
2008-09-16,3846888000
2008-09-17,3679632000
2008-09-18,3909816000
2008-09-19,3971088000
2008-09-22,3808800000
2008-09-23,3684600000
2008-09-24,3702816000
2008-09-25,3757464000
2008-09-26,3689568000
2008-09-29,3560400000
2008-09-30,3510369000
2008-10-01,3632805000
2008-10-02,3418542000
2008-10-03,3218778000
2008-10-06,3189780000
2008-10-07,2969073000
2008-10-08,3004515000
2008-10-09,2729034000
2008-10-10,2843415000
2008-10-13,2962629000
2008-10-14,2951352000
2008-10-15,2804751000
2008-10-16,2991627000
2008-10-17,2624319000
2008-10-20,2778975000
2008-10-21,2687148000
2008-10-22,2582433000
2008-10-23,2600154000
2008-10-24,2530881000
2008-10-27,2350449000
2008-10-28,2621097000
2008-10-29,2572767000
2008-10-30,2727423000
2008-10-31,2796696000
2008-11-03,2782197000
2008-11-04,2857913999
2008-11-05,2704869000
2008-11-06,2614653000
2008-11-07,2625930000
2008-11-10,2505105000
2008-11-11,2468052000
2008-11-12,2342394000
2008-11-13,2493828000
2008-11-14,2397168000
2008-11-17,2315007000
2008-11-18,2366559000
2008-11-19,2171628000
2008-11-20,1971864000
2008-11-21,2115243000
2008-11-24,2284398000
2008-11-25,2228013000
2008-11-26,2290842000
2008-11-28,2352060000
2008-12-01,2203848000
2008-12-02,2261844000
2008-12-03,2345616000
2008-12-04,2315007000
2008-12-05,2406834000
2008-12-08,2534103000
2008-12-09,2421333000
2008-12-10,2456775000
2008-12-11,2313396000
2008-12-12,2363337000
2008-12-15,2335950000
2008-12-16,2500272000
2008-12-17,2350449000
2008-12-18,2356893000
2008-12-19,2377836000
2008-12-22,2279565000
2008-12-23,2255400000
2008-12-24,2266677000
2008-12-26,2331117000
2008-12-29,2310174000
2008-12-30,2373003000
2008-12-31,2447109000
2009-01-02,2526048000
2009-01-05,2474496000
2009-01-06,2430999000
2009-01-07,2411667000
2009-01-08,2387502000
2009-01-09,2319840000
2009-01-12,2298897000
2009-01-13,2292453000
2009-01-14,2218347000
2009-01-15,2192571000
2009-01-16,2219958000
2009-01-20,2079801000
2009-01-21,2134575000
2009-01-22,2097522000
2009-01-23,2094300000
2009-01-26,2118465000
2009-01-27,2168406000
2009-01-28,2244123000
2009-01-29,2121687000
2009-01-30,2012139000
2009-02-02,1973475000
2009-02-03,2047581000
2009-02-04,1989585000
2009-02-05,2055636000
2009-02-06,2182905000
2009-02-09,2219958000
2009-02-10,2089467000
2009-02-11,2094300000
2009-02-12,2063691000
2009-02-13,2068524000
2009-02-17,2025027000
2009-02-18,2005695000
2009-02-19,2034693000
2009-02-20,1975086000
2009-02-23,1892925000
2009-02-24,1971864000
2009-02-25,1933200000
2009-02-26,1896147000
2009-02-27,1841373000
2009-03-02,1736658000
2009-03-03,1723770000
2009-03-04,1770489000
2009-03-05,1707660000
2009-03-06,1660941000
2009-03-09,1644831000
2009-03-10,1794654000
2009-03-11,1796265000
2009-03-12,1909035000
2009-03-13,1929978000
2009-03-16,1921923000
2009-03-17,1923534000
2009-03-18,1996029000
2009-03-19,1992806999
2009-03-20,1923534000
2009-03-23,2131353000
2009-03-24,2110410000
2009-03-25,2176461000
2009-03-26,2261844000
2009-03-27,2219958000
2009-03-30,2063691000
2009-03-31,2097885000
2009-04-01,2146334999
2009-04-02,2261000000
2009-04-03,2309450000
2009-04-06,2196400000
2009-04-07,2125340000
2009-04-08,2144720000
2009-04-09,2298145000
