,LEG
2013-11-26,4377600000
2013-11-27,4331520000
2013-11-29,4350240000
2013-12-02,4268160000
2013-12-03,4265280000
2013-12-04,4226400000
2013-12-05,4206240000
2013-12-06,4271040000
2013-12-09,4299840000
2013-12-10,4268160000
2013-12-11,4167360000
2013-12-12,4190400000
2013-12-13,4197600000
2013-12-16,4245120000
2013-12-17,4229280000
2013-12-18,4371840000
2013-12-19,4357440000
2013-12-20,4399200000
2013-12-23,4462560000
2013-12-24,4459680000
2013-12-26,4464000000
2013-12-27,4472640000
2013-12-30,4475520000
2013-12-31,4405856000
2014-01-02,4365984000
2014-01-03,4373104000
2014-01-06,4316144000
2014-01-07,4334656000
2014-01-08,4324688000
2014-01-09,4310448000
2014-01-10,4326112000
2014-01-13,4242096000
2014-01-14,4276272000
2014-01-15,4304752000
2014-01-16,4286240000
2014-01-17,4236400000
2014-01-21,4331808000
2014-01-22,4314720000
2014-01-23,4370256000
2014-01-24,4240672000
2014-01-27,4199376000
2014-01-28,4230704000
2014-01-29,4207920000
2014-01-30,4253488000
2014-01-31,4274848000
2014-02-03,4138144000
2014-02-04,4192256000
2014-02-05,4179440000
2014-02-06,4262032000
2014-02-07,4323264000
2014-02-10,4317568000
2014-02-11,4344624000
2014-02-12,4348896000
2014-02-13,4387344000
2014-02-14,4427216000
2014-02-18,4412976000
2014-02-19,4447152000
2014-02-20,4468512000
2014-02-21,4469936000
2014-02-24,4465664000
2014-02-25,4448576000
2014-02-26,4543984000
2014-02-27,4561072000
2014-02-28,4563920000
2014-03-03,4515504000
2014-03-04,4561072000
2014-03-05,4549680000
2014-03-06,4578160000
2014-03-07,4569616000
2014-03-10,4568192000
2014-03-11,4566768000
2014-03-12,4573888000
2014-03-13,4442880000
2014-03-14,4481328000
2014-03-17,4521200000
2014-03-18,4588128000
2014-03-19,4536864000
2014-03-20,4573888000
2014-03-21,4549680000
2014-03-24,4534016000
2014-03-25,4534016000
2014-03-26,4522624000
2014-03-27,4509808000
2014-03-28,4589552000
2014-03-31,4615296000
2014-04-01,4599742000
2014-04-02,4625194000
2014-04-03,4613882000
2014-04-04,4605398000
2014-04-07,4516316000
2014-04-08,4596914000
2014-04-09,4639334000
2014-04-10,4555908000
2014-04-11,4519144000
2014-04-14,4567220000
2014-04-15,4594086000
2014-04-16,4669028000
2014-04-17,4659130000
2014-04-21,4667614000
2014-04-22,4717104000
2014-04-23,4721346000
2014-04-24,4770836000
2014-04-25,4520558000
2014-04-28,4595500000
2014-04-29,4623780000
2014-04-30,4646404000
2014-05-01,4653473999
2014-05-02,4721346000
2014-05-05,4619538000
2014-05-06,4562978000
2014-05-07,4663372000
2014-05-08,4671856000
2014-05-09,4724173999
2014-05-12,4784976000
2014-05-13,4797702000
2014-05-14,4698722000
2014-05-15,4657716000
2014-05-16,4700136000
2014-05-19,4719932000
2014-05-20,4653473999
2014-05-21,4671856000
2014-05-22,4710034000
2014-05-23,4751040000
2014-05-27,4763766000
2014-05-28,4773664000
2014-05-29,4775078000
2014-05-30,4796288000
2014-06-02,4811842000
2014-06-03,4810428000
2014-06-04,4787804000
2014-06-05,4824568000
2014-06-06,4875472000
2014-06-09,4920720000
2014-06-10,4814670000
2014-06-11,4745384000
2014-06-12,4731244000
2014-06-13,4732658000
2014-06-16,4731244000
2014-06-17,4759523999
2014-06-18,4773664000
2014-06-19,4813256000
2014-06-20,4816084000
2014-06-23,4807600000
2014-06-24,4784976000
2014-06-25,4821740000
2014-06-26,4810428000
2014-06-27,4824568000
2014-06-30,4823196000
2014-07-01,4824603000
2014-07-02,4796463000
2014-07-03,4834452000
2014-07-07,4799277000
2014-07-08,4773951000
2014-07-09,4776765000
2014-07-10,4709229000
2014-07-11,4727520000
2014-07-14,4737369000
2014-07-15,4637472000
2014-07-16,4651542000
2014-07-17,4579785000
2014-07-18,4629030000
2014-07-21,4616367000
2014-07-22,4636065000
2014-07-23,4633251000
2014-07-24,4624809000
2014-07-25,4726113000
2014-07-28,4692345000
2014-07-29,4631844000
2014-07-30,4689531000
2014-07-31,4614960000
2014-08-01,4592448000
2014-08-04,4667019000
2014-08-05,4675461000
2014-08-06,4683903000
2014-08-07,4678275000
2014-08-08,4742997000
2014-08-11,4792242000
2014-08-12,4783800000
2014-08-13,4809126000
2014-08-14,4844301000
2014-08-15,4811940000
2014-08-18,4882290000
2014-08-19,4954047000
2014-08-20,4918872000
2014-08-21,4932942000
2014-08-22,4930128000
2014-08-25,4909023000
2014-08-26,4917465000
2014-08-27,4917465000
2014-08-28,4899174000
2014-08-29,4937163000
2014-09-02,4979373000
2014-09-03,4959675000
2014-09-04,4949826000
2014-09-05,4980780000
2014-09-08,4949826000
2014-09-09,4924500000
2014-09-10,4992036000
2014-09-11,4965303000
2014-09-12,4937163000
2014-09-15,4928721000
2014-09-16,4955454000
2014-09-17,4996257000
2014-09-18,4961082000
2014-09-19,4952640000
2014-09-22,4982186999
2014-09-23,4924500000
2014-09-24,4982186999
2014-09-25,4961082000
2014-09-26,4992036000
2014-09-29,4986408000
2014-09-30,4923720000
2014-10-01,4885650000
2014-10-02,4911030000
2014-10-03,4933590000
2014-10-06,4901160000
2014-10-07,4801050000
2014-10-08,4853220000
2014-10-09,4764390000
2014-10-10,4768620000
2014-10-13,4678380000
2014-10-14,4739010000
2014-10-15,4757340000
2014-10-16,4744650000
2014-10-17,4850400000
2014-10-20,4930770000
2014-10-21,5025240000
2014-10-22,4991400000
2014-10-23,5221230000
2014-10-24,5345309999
2014-10-27,5414400000
2014-10-28,5467980000
2014-10-29,5444010000
2014-10-30,5513100000
2014-10-31,5552580000
2014-11-03,5628720000
2014-11-04,5613210000
2014-11-05,5601930000
2014-11-06,5651280000
2014-11-07,5651280000
2014-11-10,5757030000
2014-11-11,5823300000
2014-11-12,5844450000
2014-11-13,5759850000
2014-11-14,5749980000
2014-11-17,5814840000
2014-11-18,5788050000
2014-11-19,5824710000
2014-11-20,5786640000
2014-11-21,5806380000
2014-11-24,5876880000
2014-11-25,5883930000
2014-11-26,5929050000
2014-11-28,5934690000
2014-12-01,5878290000
2014-12-02,5912130000
2014-12-03,5922000000
2014-12-04,5909309999
2014-12-05,5888160000
2014-12-08,5879700000
2014-12-09,5910720000
2014-12-10,5845860000
2014-12-11,5865600000
2014-12-12,5848680000
2014-12-15,5835990000
2014-12-16,5824710000
2014-12-17,5923410000
2014-12-18,5964300000
2014-12-19,5930460000
2014-12-22,5861370000
2014-12-23,5951610000
2014-12-24,5978400000
2014-12-26,6000960000
2014-12-29,6055950000
2014-12-30,6033390000
2014-12-31,6046359000
2015-01-02,5982503999
2015-01-05,5914392000
2015-01-06,5932839000
2015-01-07,6061968000
2015-01-08,6232248000
2015-01-09,6232248000
2015-01-12,6300360000
2015-01-13,6324483000
2015-01-14,6293265000
2015-01-15,6219477000
2015-01-16,6293265000
2015-01-20,6262047000
2015-01-21,6236505000
2015-01-22,6313131000
2015-01-23,6308874000
2015-01-26,6345768000
2015-01-27,6341511000
2015-01-28,6313131000
2015-01-29,6395433000
2015-01-30,6049197000
2015-02-02,6098862000
2015-02-03,6176907000
2015-02-04,6215220000
2015-02-05,6195353999
2015-02-06,6181164000
2015-02-09,6186840000
2015-02-10,6236505000
2015-02-11,6218058000
2015-02-12,6347187000
2015-02-13,6371310000
2015-02-17,6337253999
2015-02-18,6335835000
2015-02-19,6290427000
2015-02-20,6354282000
2015-02-23,6392595000
2015-02-24,6428070000
2015-02-25,6415299000
2015-02-26,6396852000
2015-02-27,6392595000
2015-03-02,6501858000
2015-03-03,6491925000
2015-03-04,6438003000
2015-03-05,6490506000
2015-03-06,6375567000
2015-03-09,6394014000
2015-03-10,6310293000
2015-03-11,6247857000
2015-03-12,6252114000
2015-03-13,6452193000
2015-03-16,6501858000
2015-03-17,6481992000
2015-03-18,6541590000
2015-03-19,6541590000
2015-03-20,6586998000
2015-03-23,6569970000
2015-03-24,6567132000
2015-03-25,6472059000
2015-03-26,6379824000
2015-03-27,6436584000
2015-03-30,6525981000
2015-03-31,6517126000
2015-04-01,6450668000
2015-04-02,6494502000
2015-04-06,6477534000
2015-04-07,6461980000
2015-04-08,6500158000
2015-04-09,6447840000
2015-04-10,6401178000
2015-04-13,6347446000
2015-04-14,6395522000
2015-04-15,6384210000
2015-04-16,6279573999
2015-04-17,6155142000
2015-04-20,6271090000
2015-04-21,6266848000
2015-04-22,6266848000
2015-04-23,6235740000
2015-04-24,6265434000
2015-04-27,6182008000
2015-04-28,6215944000
2015-04-29,6112722000
2015-04-30,6005258000
2015-05-01,6490260000
2015-05-04,6528438000
2015-05-05,6461980000
2015-05-06,6435114000
2015-05-07,6543992000
2015-05-08,6580756000
2015-05-11,6616106000
2015-05-12,6553890000
2015-05-13,6532680000
2015-05-14,6691048000
2015-05-15,6664182000
2015-05-18,6693876000
2015-05-19,6743366000
2015-05-20,6729226000
2015-05-21,6717914000
2015-05-22,6678322000
2015-05-26,6627418000
2015-05-27,6688220000
2015-05-28,6726398000
2015-05-29,6685392000
2015-06-01,6689634000
2015-06-02,6700946000
2015-06-03,6716500000
2015-06-04,6750436000
2015-06-05,6797098000
2015-06-08,6805582000
2015-06-09,6787200000
2015-06-10,6966778000
2015-06-11,6963950000
2015-06-12,6911632000
2015-06-15,6814066000
2015-06-16,6818308000
2015-06-17,6852244000
2015-06-18,6925772000
2015-06-19,6941326000
2015-06-22,7002128000
2015-06-23,6989402000
2015-06-24,6958294000
2015-06-25,6958294000
2015-06-26,7030408000
2015-06-29,6897492000
2015-06-30,6834672000
2015-07-01,6941376000
2015-07-02,6907680000
2015-07-06,6904872000
2015-07-07,6944184000
2015-07-08,6829056000
2015-07-09,6903468000
2015-07-10,7022808000
2015-07-13,7125300000
2015-07-14,7132320000
2015-07-15,7156188000
2015-07-16,7160400000
2015-07-17,7109856000
2015-07-20,7108452000
2015-07-21,7063524000
2015-07-22,7132320000
2015-07-23,7073352000
2015-07-24,6972263999
2015-07-27,6848712000
2015-07-28,6945588000
2015-07-29,6990516000
2015-07-30,7050888000
2015-07-31,6712524000
2015-08-03,6733584000
2015-08-04,6692868000
2015-08-05,6733584000
2015-08-06,6645132000
2015-08-07,6670404000
2015-08-10,6744816000
2015-08-11,6695676000
2015-08-12,6701292000
2015-08-13,6753240000
2015-08-14,6822036000
2015-08-17,6836076000
2015-08-18,6906276000
2015-08-19,6938568000
2015-08-20,6746220000
2015-08-21,6610032000
2015-08-24,6362928000
2015-08-25,6180408000
2015-08-26,6129863999
2015-08-27,6142500000
2015-08-28,6197256000
2015-08-31,6236568000
2015-09-01,6070896000
2015-09-02,6166368000
2015-09-03,6157944000
2015-09-04,6030180000
2015-09-08,6202872000
2015-09-09,6169176000
2015-09-10,6208488000
2015-09-11,6186024000
2015-09-14,6149520000
2015-09-15,6183216000
2015-09-16,6188832000
2015-09-17,6214104000
2015-09-18,6111612000
2015-09-21,6125652000
2015-09-22,5997888000
2015-09-23,5964192000
2015-09-24,5781672000
2015-09-25,5854680000
2015-09-28,5717088000
2015-09-29,5711472000
2015-09-30,5770875000
2015-10-01,5826835000
2015-10-02,5895386000
2015-10-05,5970932000
2015-10-06,5955543000
2015-10-07,6074458000
2015-10-08,6137413000
2015-10-09,6126221000
2015-10-12,6197570000
2015-10-13,6067463000
2015-10-14,6005907000
2015-10-15,6074458000
2015-10-16,6133216000
2015-10-19,6120625000
2015-10-20,6136014000
2015-10-21,6063266000
2015-10-22,6198969000
2015-10-23,6176585000
2015-10-26,6259126000
2015-10-27,6210161000
2015-10-28,6295500000
2015-10-29,6245136000
2015-10-30,6299697000
2015-11-02,6414415000
2015-11-03,6464779000
2015-11-04,6445193000
2015-11-05,6480168000
2015-11-06,6471774000
2015-11-09,6386435000
2015-11-10,6440996000
2015-11-11,6447991000
2015-11-12,6313687000
2015-11-13,6169590000
2015-11-16,6250732000
2015-11-17,6210161000
2015-11-18,6302495000
2015-11-19,6288505000
2015-11-20,6382238000
2015-11-23,6470375000
2015-11-24,6541724000
2015-11-25,6585093000
2015-11-27,6596285000
2015-11-30,6519340000
2015-12-01,6536128000
2015-12-02,6459183000
2015-12-03,6359854000
2015-12-04,6450789000
2015-12-07,6397627000
2015-12-08,6327677000
2015-12-09,6151403000
2015-12-10,6098241000
2015-12-11,6056271000
2015-12-14,6026892000
2015-12-15,6000311000
2015-12-16,6158398000
2015-12-17,6054872000
2015-12-18,5895386000
2015-12-21,5923366000
2015-12-22,5910775000
2015-12-23,5997513000
2015-12-24,5989119000
2015-12-28,5983523000
2015-12-29,6031089000
2015-12-30,5951346000
2015-12-31,5844982000
2016-01-04,5705882000
2016-01-05,5769868000
2016-01-06,5611294000
2016-01-07,5595993000
2016-01-08,5621031000
2016-01-11,5519488000
2016-01-12,5512533000
2016-01-13,5299710000
2016-01-14,5395689000
2016-01-15,5384561000
2016-01-19,5327530000
2016-01-20,5256589000
2016-01-21,5387343000
2016-01-22,5479149000
2016-01-25,5473585000
2016-01-26,5545917000
2016-01-27,5502796000
2016-01-28,5522270000
2016-01-29,5774041000
2016-02-01,5783778000
2016-02-02,5673889000
2016-02-03,5679453000
2016-02-04,5730920000
2016-02-05,5671107000
2016-02-08,5630768000
2016-02-09,5697536000
2016-02-10,5790733000
2016-02-11,5728138000
2016-02-12,5888103000
2016-02-16,5978518000
2016-02-17,6046677000
2016-02-18,6075888000
2016-02-19,6078670000
2016-02-22,6198296000
2016-02-23,6152393000
2016-02-24,6224725000
2016-02-25,6219161000
2016-02-26,6305403000
2016-02-29,6212206000
2016-03-01,6411119000
2016-03-02,6500143000
2016-03-03,6558565000
2016-03-04,6550219000
2016-03-07,6521008000
2016-03-08,6426420000
2016-03-09,6433375000
2016-03-10,6416683000
2016-03-11,6458413000
2016-03-14,6502925000
2016-03-15,6466759000
2016-03-16,6553001000
2016-03-17,6694883000
2016-03-18,6694883000
2016-03-21,6630897000
2016-03-22,6600295000
2016-03-23,6544655000
2016-03-24,6564129000
2016-03-28,6615596000
2016-03-29,6703229000
2016-03-30,6669845000
2016-03-31,6669520000
2016-04-01,6686056000
2016-04-04,6618534000
2016-04-05,6584084000
2016-04-06,6708104000
2016-04-07,6658496000
2016-04-08,6706726000
2016-04-11,6692946000
2016-04-12,6709482000
2016-04-13,6721884000
2016-04-14,6717750000
2016-04-15,6646094000
2016-04-18,6659874000
2016-04-19,6545500000
2016-04-20,6568926000
2016-04-21,6509672000
2016-04-22,6567548000
2016-04-25,6603376000
2016-04-26,6686056000
2016-04-27,6695702000
2016-04-28,6571682000
2016-04-29,6792162000
2016-05-02,6866574000
2016-05-03,6843148000
2016-05-04,6783894000
2016-05-05,6743932000
2016-05-06,6764602000
2016-05-09,6833502000
2016-05-10,6855550000
2016-05-11,6761846000
2016-05-12,6811454000
2016-05-13,6726018000
2016-05-16,6764602000
2016-05-17,6688812000
2016-05-18,6684678000
2016-05-19,6686056000
2016-05-20,6732908000
2016-05-23,6721884000
2016-05-24,6874842000
2016-05-25,6822478000
2016-05-26,6805942000
2016-05-27,6861062000
2016-05-31,6925828000
2016-06-01,6976814000
2016-06-02,7029178000
2016-06-03,6925828000
2016-06-06,6980948000
2016-06-07,6990594000
2016-06-08,7022288000
2016-06-09,7009886000
2016-06-10,6912048000
2016-06-13,6805942000
2016-06-14,6814210000
2016-06-15,6855550000
2016-06-16,6884488000
2016-06-17,6899646000
2016-06-20,6953388000
2016-06-21,6946498000
2016-06-22,6972680000
2016-06-23,7042958000
2016-06-24,6716372000
2016-06-27,6599242000
2016-06-28,6792162000
2016-06-29,6885866000
2016-06-30,7022514000
2016-07-01,6984042000
2016-07-05,6934578000
2016-07-06,7023888000
2016-07-07,7028010000
2016-07-08,7148922000
2016-07-11,7176402000
2016-07-12,7225866000
2016-07-13,7217622000
2016-07-14,7235484000
2016-07-15,7267086000
2016-07-18,7305558000
2016-07-19,7316550000
2016-07-20,7356396000
2016-07-21,7271208000
2016-07-22,7346778000
2016-07-25,7349526000
2016-07-26,7387998000
2016-07-27,7356396000
2016-07-28,7492422000
2016-07-29,7223118000
2016-08-01,7126938000
2016-08-02,7030758000
2016-08-03,7093962000
2016-08-04,7250598000
2016-08-05,7147548000
2016-08-08,7214874000
2016-08-09,7212126000
2016-08-10,7231362000
2016-08-11,7268460000
2016-08-12,7262964000
2016-08-15,7183272000
2016-08-16,7140678000
2016-08-17,7107702000
2016-08-18,7179150000
2016-08-19,7208004000
2016-08-22,7201134000
2016-08-23,7164036000
2016-08-24,7165410000
2016-08-25,7212126000
2016-08-26,7103580000
2016-08-29,7180524000
2016-08-30,7198386000
2016-08-31,7210752000
2016-09-01,7115946000
2016-09-02,7122816000
2016-09-06,7191516000
2016-09-07,7231362000
2016-09-08,7150296000
2016-09-09,6788934000
2016-09-12,6878244000
2016-09-13,6751836000
2016-09-14,6740844000
2016-09-15,6768324000
2016-09-16,6668022000
2016-09-19,6706494000
2016-09-20,6665274000
2016-09-21,6805422000
2016-09-22,6782064000
2016-09-23,6684510000
2016-09-26,6608940000
2016-09-27,6639168000
2016-09-28,6400092000
2016-09-29,6280554000
2016-09-30,6258134000
2016-10-03,6237539000
2016-10-04,6201841000
2016-10-05,6291086000
2016-10-06,6325411000
2016-10-07,6281475000
2016-10-10,6303443000
2016-10-11,6259507000
2016-10-12,6285594000
2016-10-13,6277356000
2016-10-14,6278729000
2016-10-17,6267745000
2016-10-18,6284221000
2016-10-19,6315800000
2016-10-20,6230674000
2016-10-21,6168889000
2016-10-24,6183992000
2016-10-25,6192230000
2016-10-26,6156532000
2016-10-27,6094747000
2016-10-28,6270491000
2016-10-31,6299324000
2016-11-01,6254015000
2016-11-02,6186738000
2016-11-03,6163397000
2016-11-04,6185365000
2016-11-07,6277356000
2016-11-08,6383077000
2016-11-09,6425640000
2016-11-10,6538226000
2016-11-11,6573924000
2016-11-14,6788112000
2016-11-15,6726327000
2016-11-16,6698867000
2016-11-17,6698867000
2016-11-18,6708478000
2016-11-21,6755160000
2016-11-22,6762025000
2016-11-23,6738684000
2016-11-25,6800469000
2016-11-28,6664542000
2016-11-29,6668661000
2016-11-30,6598638000
2016-12-01,6547837000
2016-12-02,6595892000
2016-12-05,6657677000
2016-12-06,6676899000
2016-12-07,6823810000
2016-12-08,6860881000
2016-12-09,6840286000
2016-12-12,6888341000
2016-12-13,6919920000
2016-12-14,6836167000
2016-12-15,6804588000
2016-12-16,6832048000
2016-12-19,6856762000
2016-12-20,6855389000
2016-12-21,6814199000
2016-12-22,6796350000
2016-12-23,6821064000
2016-12-27,6852643000
2016-12-28,6797723000
2016-12-29,6810080000
2016-12-30,6711224000
2017-01-03,6751080000
2017-01-04,6837264000
2017-01-05,6707304000
2017-01-06,6638904000
2017-01-09,6554088000
2017-01-10,6567768000
2017-01-11,6492528000
2017-01-12,6428232000
2017-01-13,6429600000
2017-01-17,6459696000
2017-01-18,6491160000
2017-01-19,6496632000
2017-01-20,6526728000
2017-01-23,6489792000
2017-01-24,6629328000
2017-01-25,6648480000
2017-01-26,6577344000
2017-01-27,6482952000
2017-01-30,6455592000
2017-01-31,6528096000
2017-02-01,6643008000
2017-02-02,6591024000
2017-02-03,6667632000
2017-02-06,6641640000
2017-02-07,6649848000
2017-02-08,6592392000
2017-02-09,6697728000
2017-02-10,6692256000
2017-02-13,6659424000
2017-02-14,6593760000
2017-02-15,6601968000
2017-02-16,6612912000
2017-02-17,6651216000
2017-02-21,6712776000
2017-02-22,6701832000
2017-02-23,6725088000
2017-02-24,6762024000
2017-02-27,6771600000
2017-02-28,6727824000
2017-03-01,6829056000
2017-03-02,6770232000
2017-03-03,6768864000
2017-03-06,6707304000
2017-03-07,6679944000
2017-03-08,6663528000
2017-03-09,6593760000
2017-03-10,6681312000
2017-03-13,6710040000
2017-03-14,6733296000
2017-03-15,6831792000
2017-03-16,6863256000
2017-03-17,6919344000
2017-03-20,6904296000
2017-03-21,6840000000
2017-03-22,6822216000
2017-03-23,6889248000
2017-03-24,6852312000
2017-03-27,6815376000
2017-03-28,6849576000
2017-03-29,6887880000
2017-03-30,6896088000
2017-03-31,6843520000
2017-04-03,6880240000
2017-04-04,6866640000
2017-04-05,6910160000
2017-04-06,6922400000
2017-04-07,6923760000
2017-04-10,6946880000
2017-04-11,7008080000
2017-04-12,6949600000
2017-04-13,6891120000
2017-04-17,6971360000
2017-04-18,6949600000
2017-04-19,6971360000
2017-04-20,7101920000
2017-04-21,7135920000
2017-04-24,7201200000
2017-04-25,7281440000
2017-04-26,7349440000
2017-04-27,7288240000
2017-04-28,7145440000
2017-05-01,7168560000
2017-05-02,7243360000
2017-05-03,7273280000
2017-05-04,7274640000
2017-05-05,7315440000
2017-05-08,7269200000
2017-05-09,7274640000
2017-05-10,7276000000
2017-05-11,7229760000
2017-05-12,7048880000
2017-05-15,7057040000
2017-05-16,7033920000
2017-05-17,6882960000
2017-05-18,6813600000
2017-05-19,6885680000
2017-05-22,6976800000
2017-05-23,6961840000
2017-05-24,7029840000
2017-05-25,7088320000
2017-05-26,7082880000
2017-05-30,7059760000
2017-05-31,7074720000
2017-06-01,7086960000
2017-06-02,7134560000
2017-06-05,7156320000
2017-06-06,7073360000
2017-06-07,7051600000
2017-06-08,7080160000
2017-06-09,7095120000
2017-06-12,7179440000
2017-06-13,7149520000
2017-06-14,7179440000
2017-06-15,7112800000
2017-06-16,7172640000
2017-06-19,7271920000
2017-06-20,7203920000
2017-06-21,7183520000
2017-06-22,7161760000
2017-06-23,7154960000
2017-06-26,7198480000
2017-06-27,7118240000
2017-06-28,7161760000
2017-06-29,7088320000
2017-06-30,7128321000
2017-07-03,7116108000
2017-07-05,7152747000
2017-07-06,7076755000
2017-07-07,7173102000
2017-07-10,7116108000
2017-07-11,7129678000
2017-07-12,7208384000
2017-07-13,7213812000
2017-07-14,7221954000
2017-07-17,7205670000
2017-07-18,7090325000
2017-07-19,7136463000
2017-07-20,7133749000
2017-07-21,7144605000
2017-07-24,7243666000
2017-07-25,7300660000
2017-07-26,7033331000
2017-07-27,7027903000
2017-07-28,6728006000
2017-07-31,6538026000
2017-08-01,6529884000
2017-08-02,6462034000
2017-08-03,6481032000
2017-08-04,6559738000
2017-08-07,6544811000
2017-08-08,6498673000
2017-08-09,6472890000
2017-08-10,6375186000
2017-08-11,6373829000
2017-08-14,6436251000
2017-08-15,6398255000
2017-08-16,6481032000
2017-08-17,6314121000
2017-08-18,6299194000
2017-08-21,6267983000
2017-08-22,6297837000
2017-08-23,6190634000
2017-08-24,6137711000
2017-08-25,6149924000
2017-08-28,6101072000
2017-08-29,6143139000
2017-08-30,6253056000
2017-08-31,6238129000
2017-09-01,6300551000
2017-09-05,6204204000
2017-09-06,6315478000
2017-09-07,5902950000
2017-09-08,6147210000
2017-09-11,6156709000
2017-09-12,6186563000
2017-09-13,6191991000
2017-09-14,6175707000
2017-09-15,6221845000
2017-09-18,6225916000
2017-09-19,6174350000
2017-09-20,6208275000
2017-09-21,6234058000
2017-09-22,6345332000
2017-09-25,6409111000
2017-09-26,6436251000
2017-09-27,6419967000
2017-09-28,6485103000
2017-09-29,6476961000
2017-10-02,6534564000
2017-10-03,6584736000
2017-10-04,6615924000
2017-10-05,6573888000
2017-10-06,6571176000
2017-10-09,6545412000
2017-10-10,6504732000
2017-10-11,6554904000
2017-10-12,6493884000
2017-10-13,6464052000
2017-10-16,6480324000
2017-10-17,6472188000
2017-10-18,6527784000
2017-10-19,6567108000
2017-10-20,6633552000
2017-10-23,6655248000
2017-10-24,6583380000
2017-10-25,6495240000
2017-10-26,6539988000
2017-10-27,6705420000
2017-10-30,6400320000
2017-10-31,6408456000
2017-11-01,6305400000
2017-11-02,6252516000
2017-11-03,6237600000
2017-11-06,6218616000
2017-11-07,6229464000
2017-11-08,6199632000
2017-11-09,6221328000
2017-11-10,6229464000
2017-11-13,6211836000
2017-11-14,6179292000
2017-11-15,6153528000
2017-11-16,6236244000
2017-11-17,6298620000
2017-11-20,6283704000
2017-11-21,6291840000
2017-11-22,6325740000
2017-11-24,6304044000
2017-11-27,6298620000
2017-11-28,6420660000
2017-11-29,6522360000
2017-11-30,6541344000
2017-12-01,6492528000
2017-12-04,6549480000
2017-12-05,6442356000
2017-12-06,6243024000
2017-12-07,6260652000
2017-12-08,6278280000
2017-12-11,6253872000
2017-12-12,6282348000
2017-12-13,6275568000
2017-12-14,6236244000
2017-12-15,6343368000
2017-12-18,6392184000
2017-12-19,6365064000
2017-12-20,6377268000
2017-12-21,6426084000
2017-12-22,6381336000
2017-12-26,6446424000
2017-12-27,6447780000
2017-12-28,6445068000
2017-12-29,6472188000
2018-01-02,6475458000
2018-01-03,6442986000
2018-01-04,6457869000
2018-01-05,6480870000
2018-01-08,6537696000
2018-01-09,6487635000
2018-01-10,6424044000
2018-01-11,6571521000
2018-01-12,6602640000
2018-01-16,6553932000
2018-01-17,6562050000
2018-01-18,6543108000
2018-01-19,6528225000
2018-01-22,6506577000
2018-01-23,6406455000
2018-01-24,6403749000
2018-01-25,6465987000
2018-01-26,6471399000
2018-01-29,6445692000
2018-01-30,6356394000
2018-01-31,6292803000
2018-02-01,6175092000
2018-02-02,6095265000
2018-02-05,5878785000
2018-02-06,6166974000
2018-02-07,6194034000
2018-02-08,5951847000
2018-02-09,5991084000
2018-02-12,6077676000
2018-02-13,6005967000
2018-02-14,6079029000
2018-02-15,6120972000
2018-02-16,6095265000
2018-02-20,6003261000
2018-02-21,6072264000
2018-02-22,6001908000
2018-02-23,6057381000
2018-02-26,5996496000
2018-02-27,5926140000
2018-02-28,5880138000
2018-03-01,5725896000
2018-03-02,5655540000
2018-03-05,5943729000
2018-03-06,6157503000
2018-03-07,6097971000
2018-03-08,6131796000
2018-03-09,6279273000
2018-03-12,6341511000
2018-03-13,6361806000
2018-03-14,6414573000
2018-03-15,6225153000
2018-03-16,6258978000
2018-03-19,6198093000
2018-03-20,6119619000
2018-03-21,6125031000
2018-03-22,5984319000
2018-03-23,5835489000
2018-03-26,5923434000
2018-03-27,5901786000
2018-03-28,5939670000
2018-03-29,6001908000
2018-04-02,5806530000
2018-04-03,5920515000
2018-04-04,6023772000
2018-04-05,6033159000
2018-04-06,5891013000
2018-04-09,5876262000
2018-04-10,5964768000
2018-04-11,5962086000
2018-04-12,5955381000
2018-04-13,5944653000
2018-04-16,6003657000
2018-04-17,6039864000
2018-04-18,6013044000
2018-04-19,5844078000
2018-04-20,5752890000
2018-04-23,5756913000
2018-04-24,5679135000
2018-04-25,5609403000
2018-04-26,5728752000
2018-04-27,5504805000
2018-04-30,5437755000
2018-05-01,5414958000
2018-05-02,5465916000
2018-05-03,5435073000
2018-05-04,5554422000
2018-05-07,5571855000
2018-05-08,5582583000
2018-05-09,5578560000
2018-05-10,5612085000
2018-05-11,5614767000
2018-05-14,5598675000
2018-05-15,5579901000
2018-05-16,5600016000
2018-05-17,5616108000
2018-05-18,5648292000
2018-05-21,5709978000
2018-05-22,5621472000
2018-05-23,5585265000
2018-05-24,5582583000
2018-05-25,5582583000
2018-05-29,5563809000
2018-05-30,5634882000
2018-05-31,5538330000
2018-06-01,5558445000
2018-06-04,5625495000
2018-06-05,5680476000
2018-06-06,5735457000
2018-06-07,5770323000
2018-06-08,5852124000
2018-06-11,5960745000
2018-06-12,5996952000
2018-06-13,5903082000
2018-06-14,5933925000
2018-06-15,5943312000
2018-06-18,5911128000
2018-06-19,5920515000
2018-06-20,5994270000
2018-06-21,5931243000
2018-06-22,5858829000
2018-06-25,5836032000
2018-06-26,5912469000
2018-06-27,5897718000
2018-06-28,5948676000
2018-06-29,5986224000
2018-07-02,5911284000
2018-07-03,5928678000
2018-07-05,6006282000
2018-07-06,6042408000
2018-07-09,6115998000
2018-07-10,6111984000
2018-07-11,6054450000
2018-07-12,6039732000
2018-07-13,6110646000
2018-07-16,6054450000
