,AIV
2005-01-25,628835488
2005-01-26,636321618
2005-01-27,633648019
2005-01-28,639351795
2005-01-31,639886461
2005-02-01,644698993
2005-02-02,644520771
2005-02-03,642025394
2005-02-04,641668816
2005-02-07,644698993
2005-02-08,643451305
2005-02-09,650402769
2005-02-10,658423565
2005-02-11,658423565
2005-02-14,666622718
2005-02-15,678208358
2005-02-16,673574048
2005-02-17,678564802
2005-02-18,680347290
2005-02-22,661275386
2005-02-23,664840229
2005-02-24,660740720
2005-02-25,683020889
2005-02-28,681951423
2005-03-01,681773201
2005-03-02,678208358
2005-03-03,678208358
2005-03-04,686229288
2005-03-07,698884394
2005-03-08,694250085
2005-03-09,677673691
2005-03-10,681773201
2005-03-11,664483785
2005-03-14,677317113
2005-03-15,673217604
2005-03-16,663770763
2005-03-17,673752270
2005-03-18,661988408
2005-03-21,661097164
2005-03-22,643985971
2005-03-23,642560060
2005-03-24,644877215
2005-03-28,645233659
2005-03-29,651828679
2005-03-30,664840229
2005-03-31,670992748
2005-04-01,671533813
2005-04-04,669730129
2005-04-05,665401070
2005-04-06,665220715
2005-04-07,670451548
2005-04-08,665581425
2005-04-11,666663690
2005-04-12,672435723
2005-04-13,667565599
2005-04-14,660350592
2005-04-15,659087972
2005-04-18,658366552
2005-04-19,658005707
2005-04-20,658727262
2005-04-21,659268327
2005-04-22,676403937
2005-04-25,681995615
2005-04-26,683438589
2005-04-27,683438589
2005-04-28,674059052
2005-04-29,687587158
2005-05-02,687406803
2005-05-03,692637636
2005-05-04,700754554
2005-05-05,695343231
2005-05-06,693539546
2005-05-09,700754554
2005-05-10,701475974
2005-05-11,690833952
2005-05-12,681454415
2005-05-13,672796433
2005-05-16,680011440
2005-05-17,683618944
2005-05-18,680011440
2005-05-19,689751687
2005-05-20,692998346
2005-05-23,694441456
2005-05-24,682897389
2005-05-25,676403937
2005-05-26,669188929
2005-05-27,670631903
2005-05-31,669188929
2005-06-01,681995615
2005-06-02,688849778
2005-06-03,689390842
2005-06-06,700754554
2005-06-07,708871336
2005-06-08,715184434
2005-06-09,712478840
2005-06-10,712478840
2005-06-13,713741460
2005-06-14,723481707
2005-06-15,723842417
2005-06-16,724924681
2005-06-17,738452787
2005-06-20,737911587
2005-06-21,730155515
2005-06-22,730696579
2005-06-23,721497532
2005-06-24,718972293
2005-06-27,722399442
2005-06-28,725105036
2005-06-29,733221819
2005-06-30,730454627
2005-07-01,732596759
2005-07-05,733667825
2005-07-06,730276138
2005-07-07,735809958
2005-07-08,743842752
2005-07-11,747591417
2005-07-12,744735330
2005-07-13,744378352
2005-07-14,739915599
2005-07-15,749733549
2005-07-18,755981323
2005-07-19,766156250
2005-07-20,770083403
2005-07-21,761336520
2005-07-22,767584294
2005-07-25,768476871
2005-07-26,772404024
2005-07-27,772761002
2005-07-28,780436953
2005-07-29,785435172
2005-08-01,783650017
2005-08-02,785613661
2005-08-03,767584294
2005-08-04,755088746
2005-08-05,726170497
2005-08-08,697966202
2005-08-09,701714867
2005-08-10,702964421
2005-08-11,699394246
2005-08-12,698858780
2005-08-15,700465312
2005-08-16,717780590
2005-08-17,698858780
2005-08-18,689040830
2005-08-19,686006120
2005-08-22,687434298
2005-08-23,688862341
2005-08-24,691182962
2005-08-25,692967983
2005-08-26,691718428
2005-08-29,691539940
2005-08-30,692789494
2005-08-31,712246905
2005-09-01,717602102
2005-09-02,713317971
2005-09-06,730454627
2005-09-07,721529255
2005-09-08,717245124
2005-09-09,721707743
2005-09-12,715817081
2005-09-13,703500021
2005-09-14,700465312
2005-09-15,705106554
2005-09-16,703678510
2005-09-19,699751357
2005-09-20,699394246
2005-09-21,688148253
2005-09-22,688326741
2005-09-23,686541720
2005-09-26,689754919
2005-09-27,688862341
2005-09-28,682971545
2005-09-29,686006120
2005-09-30,697423961
2005-10-03,699222313
2005-10-04,683935850
2005-10-05,665232370
2005-10-06,661635531
2005-10-07,654801497
2005-10-10,644910224
2005-10-11,649046663
2005-10-12,636997260
2005-10-13,639155390
2005-10-14,654621675
2005-10-17,655341097
2005-10-18,645809468
2005-10-19,655161275
2005-10-20,642572407
2005-10-21,649226485
2005-10-24,672605869
2005-10-25,665412191
2005-10-26,664153304
2005-10-27,658758114
2005-10-28,678720481
2005-10-31,690589927
2005-11-01,665951656
2005-11-02,679259946
2005-11-03,674404221
2005-11-04,673864755
2005-11-07,674224399
2005-11-08,678900303
2005-11-09,691668992
2005-11-10,707495056
2005-11-11,711811181
2005-11-14,710012829
2005-11-15,708394164
2005-11-16,691309349
2005-11-17,701380443
2005-11-18,701380443
2005-11-21,700840843
2005-11-22,708214342
2005-11-23,710732116
2005-11-25,712170825
2005-11-28,696704540
2005-11-29,699581957
2005-11-30,696524718
2005-12-01,710911938
2005-12-02,709473229
2005-12-05,697963426
2005-12-06,695625474
2005-12-07,690410106
2005-12-08,691309349
2005-12-09,691848814
2005-12-12,688791575
2005-12-13,696524718
2005-12-14,693287523
2005-12-15,684115672
2005-12-16,696344896
2005-12-19,678180881
2005-12-20,689510862
2005-12-21,692568236
2005-12-22,697783605
2005-12-23,707674877
2005-12-27,700121557
2005-12-28,691668992
2005-12-29,688971397
2005-12-30,681058298
2006-01-03,703055410
2006-01-04,709410502
2006-01-05,721212777
2006-01-06,730291461
2006-01-09,738099126
2006-01-10,750083091
2006-01-11,748993627
2006-01-12,751898773
2006-01-13,740278053
2006-01-17,738462371
2006-01-18,736646553
2006-01-19,744454354
2006-01-20,733559852
2006-01-23,740822853
2006-01-24,751898773
2006-01-25,759161775
2006-01-26,761522257
2006-01-27,773142977
2006-01-30,767151130
2006-01-31,772053513
2006-02-01,777137587
2006-02-02,777319278
2006-02-03,769329922
2006-02-06,775321905
2006-02-07,765335312
2006-02-08,770056276
2006-02-09,769874722
2006-02-10,780405978
2006-02-13,780042869
2006-02-14,778771851
2006-02-15,789484662
2006-02-16,786216406
2006-02-17,792389944
2006-02-21,795295090
2006-02-22,798381790
2006-02-23,796566108
2006-02-24,797110772
2006-02-27,804918437
2006-02-28,804555328
2006-03-01,809276292
2006-03-02,808005274
2006-03-03,797837127
2006-03-06,816720848
2006-03-07,804736882
2006-03-08,802558091
2006-03-09,810910420
2006-03-10,817083957
2006-03-13,817447066
2006-03-14,825799531
2006-03-15,844683253
2006-03-16,857211882
2006-03-17,862659065
2006-03-20,852490918
2006-03-21,849585772
2006-03-22,854306736
2006-03-23,853398827
2006-03-24,856848773
2006-03-27,850675236
2006-03-28,861569601
2006-03-29,874098231
2006-03-30,853943491
2006-03-31,866588877
2006-04-03,849220218
2006-04-04,849220218
2006-04-05,858089370
2006-04-06,850883140
2006-04-07,833514481
2006-04-10,823536667
2006-04-11,817439099
2006-04-12,823167160
2006-04-13,811341531
2006-04-17,808200439
2006-04-18,834068743
2006-04-19,853100463
2006-04-20,853839617
2006-04-21,850883140
2006-04-24,846818141
2006-04-25,825014836
2006-04-26,828340821
2006-04-27,828340821
2006-04-28,825753990
2006-05-01,815591422
2006-05-02,803396286
2006-05-03,800994209
2006-05-04,831481912
2006-05-05,840720573
2006-05-08,847002895
2006-05-09,838872896
2006-05-10,849035464
2006-05-11,829818990
2006-05-12,819471668
2006-05-15,828156067
2006-05-16,820949837
2006-05-17,789907872
2006-05-18,780853966
2006-05-19,787321042
2006-05-22,781962627
2006-05-23,774571644
2006-05-24,773832490
2006-05-25,797298717
2006-05-26,811156777
2006-05-30,802472517
2006-05-31,799146532
2006-06-01,817254345
2006-06-02,821504098
2006-06-05,831112405
2006-06-06,823351914
2006-06-07,830742897
2006-06-08,830927651
2006-06-09,834438250
2006-06-12,830373251
2006-06-13,824645329
2006-06-14,810787269
2006-06-15,814667515
2006-06-16,813004592
2006-06-19,801363855
2006-06-20,796744456
2006-06-21,809309100
2006-06-22,806537516
2006-06-23,794711887
2006-06-26,797483610
2006-06-27,791386041
2006-06-28,794157625
2006-06-29,800809455
2006-06-30,794732509
2006-07-03,817595928
2006-07-05,828204507
2006-07-06,830399432
2006-07-07,826741269
2006-07-10,830399432
2006-07-11,840276460
2006-07-12,845031950
2006-07-13,840459348
2006-07-14,827107044
2006-07-17,824546343
2006-07-18,836435409
2006-07-19,858750029
2006-07-20,851799614
2006-07-21,838081535
2006-07-24,858201366
2006-07-25,870821982
2006-07-26,875577472
2006-07-27,875394584
2006-07-28,887100762
2006-07-31,879601548
2006-08-01,878138172
2006-08-02,879784435
2006-08-03,911793195
2006-08-04,941241254
2006-08-07,931913026
2006-08-08,915085584
2006-08-09,909964182
2006-08-10,908135032
2006-08-11,898440891
2006-08-14,908317919
2006-08-15,928254863
2006-08-16,914902559
2006-08-17,913256433
2006-08-18,917097484
2006-08-21,918194947
2006-08-22,931364226
2006-08-23,925145362
2006-08-24,933559152
2006-08-25,932461689
2006-08-28,932827602
2006-08-29,941424142
2006-08-30,937400203
2006-08-31,937217316
2006-09-01,934290840
2006-09-05,938680554
2006-09-06,939960904
2006-09-07,937034428
2006-09-08,954044758
2006-09-11,956422572
2006-09-12,976725290
2006-09-13,981663804
2006-09-14,977274090
2006-09-15,979651766
2006-09-18,967397062
2006-09-19,991357945
2006-09-20,998125472
2006-09-21,992821183
2006-09-22,997210897
2006-09-25,990260482
2006-09-26,990992032
2006-09-27,995016108
2006-09-28,990992032
2006-09-29,995198996
2006-10-02,986833882
2006-10-03,1012165349
2006-10-04,1024557751
2006-10-05,1031665057
2006-10-06,1027473562
2006-10-09,1033851984
2006-10-10,1028202583
2006-10-11,1026015656
2006-10-12,1034763226
2006-10-13,1048248954
2006-10-16,1059001230
2006-10-17,1061552598
2006-10-18,1073033758
2006-10-19,1053716271
2006-10-20,1055174176
2006-10-23,1047884512
2006-10-24,1040594848
2006-10-25,1047884512
2006-10-26,1053351692
2006-10-27,1040230406
2006-10-30,1044239680
2006-10-31,1044604259
2006-11-01,1036038910
2006-11-02,992301062
2006-11-03,976446186
2006-11-06,988656230
2006-11-07,976992849
2006-11-08,979361997
2006-11-09,985193755
2006-11-10,988656230
2006-11-13,988291788
2006-11-14,992847862
2006-11-15,966969595
2006-11-16,987016103
2006-11-17,983006829
2006-11-20,1012894370
2006-11-21,1030207152
2006-11-22,1029113688
2006-11-24,1041870532
2006-11-27,1014170054
2006-11-28,1016539065
2006-11-29,1040048185
2006-11-30,1050435881
2006-12-01,1037132374
2006-12-04,1056085419
2006-12-05,1050435881
2006-12-06,1042963996
2006-12-07,1033305320
2006-12-08,1035127668
2006-12-11,1038590279
2006-12-12,1042235111
2006-12-13,1030571594
2006-12-14,1035674468
2006-12-15,1028749246
2006-12-18,1020366119
2006-12-19,1004875685
2006-12-20,1013987697
2006-12-21,1003964443
2006-12-22,995399231
2006-12-26,1009796201
2006-12-27,1012894370
2006-12-28,1017814750
2006-12-29,1020912919
2007-01-03,1019879222
2007-01-04,1023534719
2007-01-05,999042901
2007-01-08,1011288810
2007-01-09,1029931805
2007-01-10,1057530584
2007-01-11,1069410984
2007-01-12,1068679830
2007-01-16,1098289180
2007-01-17,1100482506
2007-01-18,1100116997
2007-01-19,1109986826
2007-01-22,1094999328
2007-01-23,1099203088
2007-01-24,1114007832
2007-01-25,1124060415
2007-01-26,1126436495
2007-01-29,1134844016
2007-01-30,1134661261
2007-01-31,1144713845
2007-02-01,1143982690
2007-02-02,1144713845
2007-02-05,1144165582
2007-02-06,1151659331
2007-02-07,1166463937
2007-02-08,1176151012
2007-02-09,1176151012
2007-02-12,1140327330
2007-02-13,1137037341
2007-02-14,1116383912
2007-02-15,1110169580
2007-02-16,1125888095
2007-02-20,1133016336
2007-02-21,1127167512
2007-02-22,1125157078
2007-02-23,1106331329
2007-02-26,1101944677
2007-02-27,1068497076
2007-02-28,1075808070
2007-03-01,1067583167
2007-03-02,1043822640
2007-03-05,1003063907
2007-03-06,1037791063
2007-03-07,1020975885
2007-03-08,1035597737
2007-03-09,1049305818
2007-03-12,1048391909
2007-03-13,1001418981
2007-03-14,1010374902
2007-03-15,1016954742
2007-03-16,1005988387
2007-03-19,1023534719
2007-03-20,1038522080
2007-03-21,1063744915
2007-03-22,1072518081
2007-03-23,1085677899
2007-03-26,1068862584
2007-03-27,1051499143
2007-03-28,1038522080
2007-03-29,1042908732
2007-03-30,1054423486
2007-04-02,1086457666
2007-04-03,1094454643
2007-04-04,1093152829
2007-04-05,1095012504
2007-04-09,1087573527
2007-04-10,1087945573
2007-04-11,1067302503
2007-04-12,1053354456
2007-04-13,1069534084
2007-04-16,1066186642
2007-04-17,1080692550
2007-04-18,1071207945
2007-04-19,1060793433
2007-04-20,1062467154
2007-04-23,1080320643
2007-04-24,1072509759
2007-04-25,1062839061
2007-04-26,1057259898
2007-04-27,1051308688
2007-04-30,1028433897
2007-05-01,1023970594
2007-05-02,1022854734
2007-05-03,1033269246
2007-05-04,1030293711
2007-05-07,1023784641
2007-05-08,1013742036
2007-05-09,1016345664
2007-05-10,991983105
2007-05-11,1039406409
2007-05-14,1050564874
2007-05-15,1024714548
2007-05-16,1005745198
2007-05-17,985474035
2007-05-18,966318732
2007-05-21,963529150
2007-05-22,986589895
2007-05-23,989007570
2007-05-24,961669476
2007-05-25,967806639
2007-05-29,1016531617
2007-05-30,1049634967
2007-05-31,1020437059
2007-06-01,1022110920
2007-06-04,1036988734
2007-06-05,1010208501
2007-06-06,1005745198
2007-06-07,966690778
2007-06-08,979522965
2007-06-11,971712081
2007-06-12,956648173
2007-06-13,978221151
2007-06-14,956462219
2007-06-15,957764034
2007-06-18,950325057
2007-06-19,958879894
2007-06-20,930053893
2007-06-21,926520498
2007-06-22,918709474
2007-06-25,910898590
2007-06-26,910898590
2007-06-27,945675661
2007-06-28,946419615
2007-06-29,937678824
2007-07-02,948714580
2007-07-03,932918190
2007-07-05,946856238
2007-07-06,955776583
2007-07-09,936635012
2007-07-10,919351921
2007-07-11,903183752
2007-07-12,931988949
2007-07-13,944068656
2007-07-16,940909295
2007-07-17,920652802
2007-07-18,906342974
2007-07-19,914334218
2007-07-20,897608588
2007-07-23,878652837
2007-07-24,847803338
2007-07-25,838325532
2007-07-26,810821075
2007-07-27,792422924
2007-07-30,789635342
2007-07-31,785175239
2007-08-01,793909625
2007-08-02,782201698
2007-08-03,744476155
2007-08-06,769007070
2007-08-07,786104340
2007-08-08,821042302
2007-08-09,791679643
2007-08-10,768821249
2007-08-13,771237191
2007-08-14,763431906
2007-08-15,745219575
2007-08-16,787033581
2007-08-17,820113201
2007-08-20,844644116
2007-08-21,852077621
2007-08-22,834980350
2007-08-23,836095411
2007-08-24,836281231
2007-08-27,836281231
2007-08-28,799113148
2007-08-29,803759211
2007-08-30,809334374
2007-08-31,830706067
2007-09-04,830891887
2007-09-05,808033494
2007-09-06,813237017
2007-09-07,798369867
2007-09-10,797440627
2007-09-11,803015791
2007-09-12,791679643
2007-09-13,803015791
2007-09-14,791307863
2007-09-17,785175239
2007-09-18,815281318
2007-09-19,855794443
2007-09-20,835537950
2007-09-21,840927293
2007-09-24,851891800
2007-09-25,837582112
2007-09-26,851520160
2007-09-27,853564461
2007-09-28,838697172
2007-10-01,825079278
2007-10-02,843794604
2007-10-03,837734384
2007-10-04,845755181
2007-10-05,875699836
2007-10-08,864114063
2007-10-09,860905798
2007-10-10,861084020
2007-10-11,858053843
2007-10-12,842903360
2007-10-15,823475012
2007-10-16,810819906
2007-10-17,794243513
2007-10-18,793174046
2007-10-19,778914674
2007-10-22,779984140
2007-10-23,793174046
2007-10-24,789430981
2007-10-25,787826848
2007-10-26,795847645
2007-10-29,794599957
2007-10-30,812958839
2007-10-31,832921853
2007-11-01,788539737
2007-11-02,736315046
2007-11-05,712430744
2007-11-06,712074167
2007-11-07,673752270
2007-11-08,669474539
2007-11-09,674821737
2007-11-12,673395826
2007-11-13,712965411
2007-11-14,684446800
2007-11-15,685516266
2007-11-16,671791694
2007-11-19,666087918
2007-11-20,658780010
2007-11-21,670900449
2007-11-23,686763954
2007-11-26,647372592
2007-11-27,651828679
2007-11-28,683377333
2007-11-29,693358841
2007-11-30,708865901
2007-12-03,691932930
2007-12-04,681773201
2007-12-05,699062616
2007-12-06,724194606
2007-12-07,711539500
2007-12-10,721164563
2007-12-11,668048628
2007-12-12,655393522
2007-12-13,642738282
2007-12-14,629726732
2007-12-17,624022956
2007-12-18,627944244
2007-12-19,643985971
2007-12-20,641668816
2007-12-21,643807749
2007-12-24,678030136
2007-12-26,677138891
2007-12-27,625805445
2007-12-28,617071626
2007-12-31,574584116
2008-01-02,562341403
2008-01-03,550098566
2008-01-04,536201351
2008-01-07,537690303
2008-01-08,508406923
2008-01-09,527267393
2008-01-10,544473485
2008-01-11,550594842
2008-01-14,546955113
2008-01-15,534050574
2008-01-16,556881748
2008-01-17,550594842
2008-01-18,553242019
2008-01-22,576404043
2008-01-23,645393839
2008-01-24,635301779
2008-01-25,641919535
2008-01-28,667232337
2008-01-29,659291053
2008-01-30,649198993
2008-01-31,653004147
2008-02-01,673188268
2008-02-04,652838722
2008-02-05,616275884
2008-02-06,607176499
2008-02-07,626698795
2008-02-08,595595363
2008-02-11,583021800
2008-02-12,603867621
2008-02-13,611477930
2008-02-14,601385993
2008-02-15,606018398
2008-02-19,590962959
2008-02-20,599235216
2008-02-21,579547496
2008-02-22,595429938
2008-02-25,617433985
2008-02-26,612139755
2008-02-27,602709520
2008-02-28,586330554
2008-02-29,569951712
2008-03-03,575576792
2008-03-04,573095165
2008-03-05,577396719
2008-03-06,544804336
2008-03-07,551256667
2008-03-10,545300736
2008-03-11,588481331
2008-03-12,583518075
2008-03-13,594437262
2008-03-14,583021800
2008-03-17,587323230
2008-03-18,626367820
2008-03-19,617268436
2008-03-20,629180422
2008-03-24,645228414
2008-03-25,644070313
2008-03-26,621569990
2008-03-27,609988978
2008-03-28,582856250
2008-03-31,578607466
2008-04-01,620779006
2008-04-02,629342635
2008-04-03,650024445
2008-04-04,624818481
2008-04-07,640006659
2008-04-08,629019516
2008-04-09,603328752
2008-04-10,608176024
2008-04-11,600097196
2008-04-14,588948372
2008-04-15,587494214
2008-04-16,606721867
2008-04-17,604621350
2008-04-18,596380962
2008-04-21,587332654
2008-04-22,582646820
2008-04-23,584908897
2008-04-24,603005632
2008-04-25,605429269
2008-04-28,613508097
2008-04-29,606883426
2008-04-30,597512000
2008-05-01,617224332
2008-05-02,634189908
2008-05-05,631443152
2008-05-06,642753536
2008-05-07,624172122
2008-05-08,623364324
2008-05-09,613508097
2008-05-12,638714061
2008-05-13,643561455
2008-05-14,641299378
2008-05-15,655356518
2008-05-16,653417560
2008-05-19,651155484
2008-05-20,641299378
2008-05-21,623364324
2008-05-22,625141600
2008-05-23,613346538
2008-05-27,625787960
2008-05-28,636128865
2008-05-29,645661972
2008-05-30,639360421
2008-06-02,627403677
2008-06-03,629342635
2008-06-04,635159386
2008-06-05,653902360
2008-06-06,616739653
2008-06-09,591856808
2008-06-10,594280444
2008-06-11,581839022
2008-06-12,590564089
2008-06-13,601066675
2008-06-16,613992776
2008-06-17,594603564
2008-06-18,585555256
2008-06-19,596704081
2008-06-20,574244872
2008-06-23,560510852
2008-06-24,565519684
2008-06-25,574083313
2008-06-26,546776710
2008-06-27,547746189
2008-06-30,24519720
2008-07-01,24678097
2008-07-02,24001390
2008-07-03,24152569
2008-07-07,23461466
2008-07-08,25664353
2008-07-09,23353482
2008-07-10,24130974
2008-07-11,24008589
2008-07-14,22755967
2008-07-15,23087122
2008-07-16,25030846
2008-07-17,25844329
2008-07-18,26117893
2008-07-21,26787396
2008-07-22,28515148
2008-07-23,29083870
2008-07-24,24188565
2008-07-25,24418935
2008-07-28,23396677
2008-07-29,25261210
2008-07-30,24850870
2008-07-31,24598906
2008-08-01,25635560
2008-08-04,25433989
2008-08-05,27399308
2008-08-06,27147344
2008-08-07,26737003
2008-08-08,28112005
2008-08-11,27608077
2008-08-12,27219337
2008-08-13,27384912
2008-08-14,27370515
2008-08-15,27341717
2008-08-18,26175484
2008-08-19,25779540
2008-08-20,25693151
2008-08-21,25541973
2008-08-22,26053099
2008-08-25,25095636
2008-08-26,25484382
2008-08-27,25419592
2008-08-28,26053099
2008-08-29,25513174
2008-09-02,25534774
2008-09-03,26096293
2008-09-04,25390794
2008-09-05,25520378
2008-09-08,26492238
2008-09-09,25815531
2008-09-10,25304405
2008-09-11,25347600
2008-09-12,25707547
2008-09-15,23699034
2008-09-16,24296549
2008-09-17,22093662
2008-09-18,24670899
2008-09-19,26110690
2008-09-22,23259895
2008-09-23,23735030
2008-09-24,23749426
2008-09-25,23994192
2008-09-26,25326005
2008-09-29,22827960
2008-09-30,414111028
2008-10-01,409735812
2008-10-02,380882855
2008-10-03,366101621
2008-10-06,413874554
2008-10-07,301537157
2008-10-08,277768928
2008-10-09,245368503
2008-10-10,254355499
2008-10-13,269609681
2008-10-14,260977486
2008-10-15,233780026
2008-10-16,240638487
2008-10-17,235317285
2008-10-20,246196252
2008-10-21,232124529
2008-10-22,206937277
2008-10-23,159873855
2008-10-24,144501347
2008-10-27,124162348
2008-10-28,146984592
2008-10-29,146038607
2008-10-30,154316091
2008-10-31,172999593
2008-11-03,179976291
2008-11-04,194757525
2008-11-05,178202557
2008-11-06,159637292
2008-11-07,168387813
2008-11-10,157508847
2008-11-11,166732317
2008-11-12,154670802
2008-11-13,180449328
2008-11-14,142964087
2008-11-17,126409119
2008-11-18,120141843
2008-11-19,105242372
2008-11-20,93653895
2008-11-21,106424921
2008-11-24,135750826
2008-11-25,130902573
2008-11-26,140362605
2008-11-28,135632589
2008-12-01,116594376
2008-12-02,129601876
2008-12-03,141072116
2008-12-04,129838350
2008-12-05,137051611
2008-12-08,142845850
2008-12-09,131139135
2008-12-10,151359808
2008-12-11,120023606
2008-12-12,136223863
2008-12-15,131493847
2008-12-16,160465041
2008-12-17,166614080
2008-12-18,146748118
2008-12-19,157981796
2008-12-22,157035810
2008-12-23,152069320
2008-12-24,131020898
2008-12-26,135277877
2008-12-29,127473342
2008-12-30,133385818
2008-12-31,164602588
2009-01-02,165885282
2009-01-05,162464909
2009-01-06,180991641
2009-01-07,169163049
2009-01-08,169733147
2009-01-09,172155822
2009-01-12,150066326
2009-01-13,147358549
2009-01-14,138380232
2009-01-15,142085600
2009-01-16,150208824
2009-01-20,123416370
2009-01-21,142085600
2009-01-22,132679683
2009-01-23,140232916
2009-01-26,139805316
2009-01-27,138380232
2009-01-28,148926238
2009-01-29,134959860
2009-01-30,126694138
2009-02-02,127406733
2009-02-03,127121631
2009-02-04,123416370
2009-02-05,110162588
2009-02-06,103321950
2009-02-09,104604643
2009-02-10,90780869
2009-02-11,92918549
2009-02-12,92205953
2009-02-13,83655236
2009-02-17,75817007
2009-02-18,77384589
2009-02-19,72824235
2009-02-20,79522268
2009-02-23,74249319
2009-02-24,80662464
2009-02-25,77954687
2009-02-26,73679221
2009-02-27,74391816
2009-03-02,71114049
2009-03-03,72681630
2009-03-04,77099593
2009-03-05,70971551
2009-03-06,70401453
2009-03-09,72966733
2009-03-10,82800143
2009-03-11,77812189
2009-03-12,85507813
2009-03-13,83370134
2009-03-16,71399044
2009-03-17,80804961
2009-03-18,85507813
2009-03-19,77669584
2009-03-20,72824235
2009-03-23,87645599
2009-03-24,78952277
2009-03-25,79664873
2009-03-26,81802552
2009-03-27,77669584
2009-03-30,71114049
2009-03-31,82699731
2009-04-01,83303427
2009-04-02,88283434
2009-04-03,96734494
2009-04-06,96583598
2009-04-07,91301686
2009-04-08,91150790
2009-04-09,106845631
2009-04-13,100960023
2009-04-14,92508964
2009-04-15,101714614
2009-04-16,105487457
2009-04-17,103978275
2009-04-20,89188921
2009-04-21,102770997
2009-04-22,102469206
2009-04-23,105789248
2009-04-24,110920265
2009-04-27,101865510
2009-04-28,103676484
2009-04-29,108505709
2009-04-30,110165674
2009-05-01,109712987
2009-05-04,126916896
2009-05-05,123445958
2009-05-06,135518851
2009-05-07,124200549
2009-05-08,142611737
2009-05-11,133104295
2009-05-12,130236939
2009-05-13,116202177
2009-05-14,120880393
2009-05-15,117258559
2009-05-18,133556982
2009-05-19,132953400
2009-05-20,135367956
2009-05-21,139593485
2009-05-22,134462469
2009-05-26,140197181
2009-05-27,132047913
2009-05-28,136424338
2009-05-29,142611737
2009-06-01,152873770
2009-06-02,149553727
2009-06-03,153326456
2009-06-04,163135802
2009-06-05,161626620
2009-06-08,163890280
2009-06-09,163588489
2009-06-10,159061168
2009-06-11,156042917
2009-06-12,164795767
2009-06-15,147591858
2009-06-16,145328197
2009-06-17,137782512
2009-06-18,137480720
2009-06-19,137178929
2009-06-22,127822383
2009-06-23,128727870
2009-06-24,127520592
2009-06-25,131746122
2009-06-26,138235312
2009-06-29,135518851
2009-06-30,128601688
2009-07-01,130490767
2009-07-02,122353262
2009-07-06,124532936
2009-07-07,116976729
2009-07-08,112907976
2009-07-09,109711116
2009-07-10,108839225
2009-07-13,114215759
2009-07-14,114797055
2009-07-15,120464184
2009-07-16,121917372
2009-07-17,116395431
2009-07-20,123515748
2009-07-21,903609999
2009-07-22,921049999
2009-07-23,955930000
2009-07-24,975549999
2009-07-27,990810000
2009-07-28,994079999
2009-07-29,962470000
2009-07-30,998440000
2009-07-31,1022420000
2009-08-03,1018060000
2009-08-04,1105260000
2009-08-05,1193550000
2009-08-06,1197910000
2009-08-07,1317810000
2009-08-10,1233880000
2009-08-11,1191370000
2009-08-12,1238240000
2009-08-13,1253500000
2009-08-14,1230610000
2009-08-17,1147770000
2009-08-18,1158670000
2009-08-19,1165210000
2009-08-20,1227340000
2009-08-21,1302550000
2009-08-24,1322170000
2009-08-25,1340700000
2009-08-26,1358140000
2009-08-27,1367950000
2009-08-28,1369040000
2009-08-31,1326530000
2009-09-01,1256770000
2009-09-02,1238240000
2009-09-03,1269850000
2009-09-04,1267670000
2009-09-08,1341790000
2009-09-09,1382120000
2009-09-10,1456240000
2009-09-11,1424630000
2009-09-14,1478040000
2009-09-15,1548890000
2009-09-16,1685140000
2009-09-17,1613200000
2009-09-18,1633910000
2009-09-21,1583770000
2009-09-22,1664430000
2009-09-23,1592490000
2009-09-24,1511830000
2009-09-25,1504200000
2009-09-28,1556520000
2009-09-29,1600120000
2009-09-30,1657900000
2009-10-01,1567980000
2009-10-02,1583716000
2009-10-05,1614064000
2009-10-06,1635420000
2009-10-07,1632048000
2009-10-08,1702860000
2009-10-09,1729836000
2009-10-12,1738828000
2009-10-13,1719720000
2009-10-14,1793904000
2009-10-15,1762432000
2009-10-16,1693868000
2009-10-19,1714100000
2009-10-20,1665768000
2009-10-21,1644412000
2009-10-22,1670264000
2009-10-23,1619684000
2009-10-26,1594956000
2009-10-27,1546624000
2009-10-28,1425232000
2009-10-29,1481432000
2009-10-30,1388140000
2009-11-02,1381396000
2009-11-03,1413992000
2009-11-04,1419612000
2009-11-05,1435348000
2009-11-06,1410620000
2009-11-09,1499416000
2009-11-10,1485928000
2009-11-11,1517400000
2009-11-12,1492672000
2009-11-13,1515152000
2009-11-16,1574724000
2009-11-17,1544376000
2009-11-18,1547748000
2009-11-19,1473564000
2009-11-20,1503912000
2009-11-23,1528640000
2009-11-24,1473564000
2009-11-25,1493796000
2009-11-27,1444340000
2009-11-30,1518524000
2009-12-01,1557864000
2009-12-02,1599452000
2009-12-03,1590460000
2009-12-04,1661272000
2009-12-07,1641040000
2009-12-08,1647784000
2009-12-09,1653404000
2009-12-10,1643288000
2009-12-11,1669140000
2009-12-14,1725340000
2009-12-15,1707356000
2009-12-16,1716348000
2009-12-17,1701736000
2009-12-18,1733208000
2009-12-21,1755688000
2009-12-22,1783788000
2009-12-23,1827624000
2009-12-24,1872584000
2009-12-28,1880452000
2009-12-29,1801772000
2009-12-30,1791656000
2009-12-31,1791000000
2010-01-04,1795500000
2010-01-05,1840500000
2010-01-06,1873124999
2010-01-07,1941750000
