,ATO
2023-06-08,17160992500
2023-06-09,17136163830
2023-06-12,17160992500
2023-06-13,17171216069
2023-06-14,17098190569
2023-06-15,17159531990
2023-06-16,17087967000
2023-06-20,16928771410
2023-06-21,17172676580
2023-06-22,16934613450
2023-06-23,16711155420
2023-06-26,16993033850
2023-06-27,17115716690
2023-06-28,16833838260
2023-06-29,16898100700
2023-06-30,17296384140
2023-07-03,17439108300
2023-07-05,17630893890
2023-07-06,17474789340
2023-07-07,17440595010
2023-07-10,17480736180
2023-07-11,17614540080
2023-07-12,17895528270
2023-07-13,17898501690
2023-07-14,17757264240
2023-07-17,17794431990
2023-07-18,17743883850
2023-07-19,18014465070
2023-07-20,18164622780
2023-07-21,18328160880
2023-07-24,18311807070
2023-07-25,18412903350
2023-07-26,18496159110
2023-07-27,18176516460
2023-07-28,18152729100
2023-07-31,18094747410
2023-08-01,17998111260
2023-08-02,18060553080
2023-08-03,17593726140
2023-08-04,17434648170
2023-08-07,17541691290
2023-08-08,17415320940
2023-08-09,17465869080
2023-08-10,17388560160
2023-08-11,17462895660
2023-08-14,17283003750
2023-08-15,17052563700
2023-08-16,17195287860
2023-08-17,17346932280
2023-08-18,17388560160
2023-08-21,17355852540
2023-08-22,17395993710
2023-08-23,17321658210
2023-08-24,17305304400
2023-08-25,17498576700
2023-08-28,17366259510
2023-08-29,17431674750
2023-08-30,17448028560
2023-08-31,17238402450
2023-09-01,17167040370
2023-09-05,16683859620
2023-09-06,16691293170
2023-09-07,16952954130
2023-09-08,16975254780
2023-09-11,16938087030
2023-09-12,16930653480
2023-09-13,17135819460
2023-09-14,17299357560
2023-09-15,17098651710
2023-09-18,17022829500
2023-09-19,16961874390
2023-09-20,16972281360
2023-09-21,16597630440
2023-09-22,16480180350
2023-09-25,16425172080
2023-09-26,15904823580
2023-09-27,15827514660
2023-09-28,15745745610
2023-09-29,15748719030
2023-10-02,15393036960
2023-10-03,15629714640
2023-10-04,15924812760
2023-10-05,16094082240
2023-10-06,16260355800
2023-10-09,16431123240
2023-10-10,16597396800
2023-10-11,16745694840
2023-10-12,16645331520
2023-10-13,16774156080
2023-10-16,16814601000
2023-10-17,16886503080
2023-10-18,16759176480
2023-10-19,16492539600
2023-10-20,16294808880
2023-10-23,16146510840
2023-10-24,16278331320
2023-10-25,16230396600
2023-10-26,16291812960
2023-10-27,15896351520
2023-10-30,15944286240
2023-10-31,16127037360
2023-11-01,16278331320
2023-11-02,16684278480
2023-11-03,16700756040
2023-11-06,16582417200
2023-11-07,16456588560
2023-11-08,16368208920
2023-11-09,16670796840
2023-11-10,16688772360
2023-11-13,16645331520
2023-11-14,17097715440
2023-11-15,17006339880
2023-11-16,17084233800
2023-11-17,17061764400
2023-11-20,16914964320
2023-11-21,16717233600
2023-11-22,16934437800
2023-11-24,16777152000
2023-11-27,16873021440
2023-11-28,16852050000
2023-11-29,16784641800
2023-11-30,17048282760
2023-12-01,17054274600
2023-12-04,17214556320
2023-12-05,17058768480
2023-12-06,17186095080
2023-12-07,17156135880
2023-12-08,16995854160
2023-12-11,16974882719
2023-12-12,17031805200
2023-12-13,17503662600
2023-12-14,17284960440
2023-12-15,17199576720
2023-12-18,17118686880
2023-12-19,17249009400
2023-12-20,16950915360
2023-12-21,17039295000
2023-12-22,17213058360
2023-12-26,17347874760
2023-12-27,17364352320
2023-12-28,17388319680
2023-12-29,17361356400
2024-01-02,17515646280
2024-01-03,17678923920
2024-01-04,17616009600
2024-01-05,17672932080
2024-01-08,17803254600
2024-01-09,17729854560
2024-01-10,17681919840
2024-01-11,17284960440
2024-01-12,17344878840
2024-01-16,17088727680
2024-01-17,16888001040
2024-01-18,16841564280
2024-01-19,16938931680
2024-01-22,16947919440
2024-01-23,16882009200
2024-01-24,16610878440
2024-01-25,17064760320
2024-01-26,17031805200
2024-01-29,17115690960
2024-01-30,17153139960
2024-01-31,17067756240
2024-02-01,17344878840
2024-02-02,17042290920
2024-02-05,16744196880
2024-02-06,16748690760
2024-02-07,16766666280
2024-02-08,16916462280
2024-02-09,16943425560
2024-02-12,17076744000
2024-02-13,16739703000
2024-02-14,16923952080
2024-02-15,17117188920
2024-02-16,17069254200
2024-02-20,17030307240
2024-02-21,17180103240
2024-02-22,17105205240
2024-02-23,16890996960
2024-02-26,16720229520
2024-02-27,16856543880
2024-02-28,16846058160
2024-02-29,16913466360
2024-03-01,16886503080
2024-03-04,17178605280
2024-03-05,17145650160
2024-03-06,17256499200
2024-03-07,17314919640
2024-03-08,17349372720
2024-03-11,17526132000
2024-03-12,17454229920
2024-03-13,17410789080
2024-03-14,17211560400
2024-03-15,17159131800
2024-03-18,17287956360
2024-03-19,17343380880
2024-03-20,17451234000
2024-03-21,17500666680
2024-03-22,17461719720
2024-03-25,17391315600
2024-03-26,17263989000
2024-03-27,17714874960
2024-03-28,17806250520
2024-04-01,17653458600
2024-04-02,17641474920
2024-04-03,17521638120
2024-04-04,17395809480
2024-04-05,17410789080
2024-04-08,17425768680
2024-04-09,17472205440
2024-04-10,17238523680
2024-04-11,17133666480
2024-04-12,17075246040
2024-04-15,16935935760
2024-04-16,16826584680
2024-04-17,17160629760
2024-04-18,17162127719
2024-04-19,17556091200
2024-04-22,17687911680
2024-04-23,17626495320
2024-04-24,17774793360
2024-04-25,17701393320
2024-04-26,17515646280
2024-04-29,17771797440
2024-04-30,17660948400
2024-05-01,17774793360
2024-05-02,17833213800
2024-05-03,17873658720
2024-05-06,18069320950
2024-05-07,18203952140
2024-05-08,18241769890
2024-05-09,18105625990
2024-05-10,17725935780
2024-05-13,17597355430
2024-05-14,17736524750
2024-05-15,17821236510
2024-05-16,17934689760
2024-05-17,17946791440
2024-05-20,17892333880
2024-05-21,17925613500
2024-05-22,17727448490
2024-05-23,17243381290
2024-05-24,17034627310
2024-05-28,16948402840
2024-05-29,16842513140
2024-05-30,17031601890
2024-05-31,17535334320
2024-06-03,17473313210
2024-06-04,17530796190
2024-06-05,17397677710
2024-06-06,17464236950
2024-06-07,17362885380
2024-06-10,17468775080
2024-06-11,17509618250
2024-06-12,17574664780
2024-06-13,17573152070
2024-06-14,17570126650
2024-06-17,17591304590
2024-06-18,17698707000
2024-06-20,17725935780
2024-06-21,17591304590
2024-06-24,17853003420
2024-06-25,17627609630
2024-06-26,17564075810
2024-06-27,17630635050
2024-06-28,17645762150
2024-07-01,17544410580
2024-07-02,17626096920
2024-07-03,17420368360
2024-07-05,17338682020
2024-07-08,17256995680
2024-07-09,17361372670
2024-07-10,17700219710
2024-07-11,18132854770
2024-07-12,18294714740
2024-07-15,18278074930
2024-07-16,18506494140
2024-07-17,18855930150
2024-07-18,18639612620
2024-07-19,18598769450
2024-07-22,18683481210
2024-07-23,18839290340
2024-07-24,19045018900
2024-07-25,18898286030
2024-07-26,19084349360
2024-07-29,19217467840
2024-07-30,19395967620
2024-07-31,19344535480
2024-08-01,19677331680
2024-08-02,19663717290
2024-08-05,19510103340
2024-08-06,19549963680
2024-08-07,19638882900
2024-08-08,19462577550
2024-08-09,19631217450
