,ATO
2004-11-26,2020459979
2004-11-29,2021213040
2004-11-30,2032508940
2004-12-01,2025731400
2004-12-02,2006904900
2004-12-03,1994855940
2004-12-06,2011423260
2004-12-07,2018953860
2004-12-08,2024225280
2004-12-09,2020459979
2004-12-10,2023472220
2004-12-13,2032508940
2004-12-14,2031002820
2004-12-15,2036274240
2004-12-16,2024225280
2004-12-17,2033262000
2004-12-20,2029496700
2004-12-21,2055853800
2004-12-22,2044557900
2004-12-23,2059619100
2004-12-27,2034768120
2004-12-28,2061878280
2004-12-29,2065643580
2004-12-30,2056606860
2004-12-31,2168034500
2005-01-03,2109374700
2005-01-04,2114923600
2005-01-05,2100655000
2005-01-06,2095898800
2005-01-07,2081630200
2005-01-10,2076081300
2005-01-11,2089557200
2005-01-12,2087971800
2005-01-13,2087179099
2005-01-14,2128399500
2005-01-18,2155351300
2005-01-19,2139497299
2005-01-20,2129984900
2005-01-21,2131570300
2005-01-24,2140290000
2005-01-25,2131570300
2005-01-26,2162485600
2005-01-27,2166449100
2005-01-28,2164071000
2005-01-31,2195779000
2005-02-01,2210047600
2005-02-02,2234621300
2005-02-03,2243341000
2005-02-04,2263951200
2005-02-07,2226694300
2005-02-08,2259987700
2005-02-09,2244133700
2005-02-10,2260780400
2005-02-11,2293281100
2005-02-14,2284561400
2005-02-15,2269500100
2005-02-16,2305964300
2005-02-17,2260780400
2005-02-18,2247304500
2005-02-22,2189437400
2005-02-23,2168827200
2005-02-24,2165656400
2005-02-25,2205291400
2005-02-28,2185473900
2005-03-01,2197364400
2005-03-02,2192608200
2005-03-03,2203706000
2005-03-04,2227487000
2005-03-07,2240962900
2005-03-08,2228279700
2005-03-09,2208462200
2005-03-10,2216389200
2005-03-11,2203706000
2005-03-14,2229072400
2005-03-15,2193400900
2005-03-16,2183888500
2005-03-17,2186266600
2005-03-18,2185473900
2005-03-21,2169619900
2005-03-22,2131570300
2005-03-23,2139497299
2005-03-24,2147424300
2005-03-28,2171998000
2005-03-29,2124436000
2005-03-30,2147424300
2005-03-31,2151441000
2005-04-01,2145863190
2005-04-04,2170564920
2005-04-05,2186501520
2005-04-06,2179330050
2005-04-07,2191282500
2005-04-08,2168174430
2005-04-11,2157815640
2005-04-12,2204031780
2005-04-13,2166580770
2005-04-14,2147456850
2005-04-15,2139488550
2005-04-18,2146660020
2005-04-19,2168174430
2005-04-20,2132317080
2005-04-21,2159409300
2005-04-22,2149050510
2005-04-25,2139488550
2005-04-26,2094866070
2005-04-27,2093272410
2005-04-28,2066977020
2005-04-29,2095662900
2005-05-02,2107615350
2005-05-03,2094866070
2005-05-04,2136301230
2005-05-05,2135504400
2005-05-06,2131520250
2005-05-09,2176939560
2005-05-10,2156221980
2005-05-11,2188892010
2005-05-12,2145863190
2005-05-13,2130723419
2005-05-16,2202438120
2005-05-17,2220765210
2005-05-18,2226343020
2005-05-19,2218374720
2005-05-20,2215187400
2005-05-23,2185704690
2005-05-24,2187298350
2005-05-25,2187298350
2005-05-26,2212796910
2005-05-27,2228733510
2005-05-31,2254232070
2005-06-01,2273355990
2005-06-02,2275746480
2005-06-03,2258216220
2005-06-06,2252638410
2005-06-07,2259013050
2005-06-08,2243873280
2005-06-09,2269371840
2005-06-10,2263794030
2005-06-13,2290886250
2005-06-14,2289292590
2005-06-15,2274949650
2005-06-16,2300448210
2005-06-17,2277340140
2005-06-20,2278136970
2005-06-21,2270965500
2005-06-22,2279730630
2005-06-23,2280527460
2005-06-24,2270965500
2005-06-27,2270965500
2005-06-28,2286902100
2005-06-29,2274949650
2005-06-30,2311459200
2005-07-01,2335536900
2005-07-05,2337142080
2005-07-06,2321892870
2005-07-07,2355601650
2005-07-08,2361219780
2005-07-11,2331523950
2005-07-12,2347575750
2005-07-13,2344365390
2005-07-14,2317077330
2005-07-15,2319485100
2005-07-18,2323498050
2005-07-19,2323498050
2005-07-20,2322695460
2005-07-21,2295407400
2005-07-22,2313866970
2005-07-25,2325905820
2005-07-26,2329918770
2005-07-27,2327511000
2005-07-28,2367640500
2005-07-29,2340352440
2005-08-01,2334734310
2005-08-02,2388507840
2005-08-03,2380481940
2005-08-04,2349180930
2005-08-05,2315472150
2005-08-08,2268119340
2005-08-09,2308248840
2005-08-10,2339549850
2005-08-11,2345970570
2005-08-12,2363627550
2005-08-15,2355601650
2005-08-16,2341155030
2005-08-17,2305038480
2005-08-18,2301828120
2005-08-19,2301025530
2005-08-22,2332326540
2005-08-23,2291394450
2005-08-24,2284171140
2005-08-25,2311459200
2005-08-26,2321090280
2005-08-29,2315472150
2005-08-30,2317879920
2005-08-31,2374863810
2005-09-01,2372456040
2005-09-02,2358009420
2005-09-06,2373258630
2005-09-07,2374863810
2005-09-08,2362824960
2005-09-09,2369245680
2005-09-12,2357206830
2005-09-13,2334734310
2005-09-14,2331523950
2005-09-15,2331523950
2005-09-16,2346773160
2005-09-19,2327511000
2005-09-20,2323498050
2005-09-21,2296209990
2005-09-22,2265711570
2005-09-23,2284973730
2005-09-26,2293802220
2005-09-27,2293802220
2005-09-28,2278553010
2005-09-29,2289789270
2005-09-30,2267316750
2005-10-03,2276145240
2005-10-04,2265711570
2005-10-05,2228792430
2005-10-06,2205517320
2005-10-07,2249659770
2005-10-10,2197491420
2005-10-11,2166993000
2005-10-12,2144520480
2005-10-13,2103588390
2005-10-14,2103588390
2005-10-17,2115627240
2005-10-18,2077905510
2005-10-19,2106798750
2005-10-20,2089141770
2005-10-21,2069879610
2005-10-24,2102785800
2005-10-25,2113219469
2005-10-26,2092352130
2005-10-27,2077905510
2005-10-28,2101180620
2005-10-31,2110811700
2005-11-01,2089141770
2005-11-02,2115627240
2005-11-03,2124455730
2005-11-04,2120442780
2005-11-07,2109206520
2005-11-08,2087536590
2005-11-09,2112416880
2005-11-10,2102785800
2005-11-11,2104390980
2005-11-14,2128468680
2005-11-15,2116429830
2005-11-16,2110811700
2005-11-17,2100378030
2005-11-18,2119640190
2005-11-21,2148533430
2005-11-22,2149336020
2005-11-23,2155756740
2005-11-25,2176624080
2005-11-28,2142112710
2005-11-29,2138902350
2005-11-30,2132481630
2005-12-01,2150138610
2005-12-02,2150138610
2005-12-05,2133284219
2005-12-06,2134889400
2005-12-07,2122047960
2005-12-08,2118837600
2005-12-09,2122850550
2005-12-12,2122850550
2005-12-13,2119640190
2005-12-14,2132481630
2005-12-15,2134889400
2005-12-16,2150941200
2005-12-19,2117232420
2005-12-20,2121245370
2005-12-21,2109206520
2005-12-22,2103588390
2005-12-23,2117232420
2005-12-27,2080313280
2005-12-28,2091549540
2005-12-29,2097970260
2005-12-30,2099575440
2006-01-03,2154522020
2006-01-04,2155327750
2006-01-05,2148076180
2006-01-06,2159356400
2006-01-09,2167413700
2006-01-10,2156939210
2006-01-11,2152910560
2006-01-12,2139213150
2006-01-13,2144047530
2006-01-17,2145658990
2006-01-18,2139213150
2006-01-19,2136795960
2006-01-20,2131155850
2006-01-23,2111012600
2006-01-24,2114235519
2006-01-25,2117458440
2006-01-26,2114235519
2006-01-27,2122292820
2006-01-30,2110206870
2006-01-31,2117458440
2006-02-01,2107789680
2006-02-02,2107789680
2006-02-03,2103761030
2006-02-06,2102955300
2006-02-07,2103761030
2006-02-08,2119069900
2006-02-09,2124710010
2006-02-10,2118264170
2006-02-13,2117458440
2006-02-14,2119069900
2006-02-15,2114235519
2006-02-16,2115846980
2006-02-17,2126321470
2006-02-21,2147270450
2006-02-22,2175471000
2006-02-23,2125515740
2006-02-24,2127127200
2006-02-27,2130350120
2006-02-28,2127127200
2006-03-01,2118264170
2006-03-02,2126321470
2006-03-03,2116652710
2006-03-06,2111012600
2006-03-07,2102955300
2006-03-08,2106983950
2006-03-09,2110206870
2006-03-10,2123904280
2006-03-13,2136795960
2006-03-14,2132767310
2006-03-15,2141630339
2006-03-16,2152104830
2006-03-17,2164190780
2006-03-20,2146464720
2006-03-21,2131155850
2006-03-22,2127127200
2006-03-23,2123098550
2006-03-24,2135184500
2006-03-27,2117458440
2006-03-28,2111012600
2006-03-29,2127932930
2006-03-30,2132767310
2006-03-31,2128517199
2006-04-03,2119624800
2006-04-04,2148727200
2006-04-05,2163278400
2006-04-06,2152769200
2006-04-07,2126092000
2006-04-10,2144685200
2006-04-11,2135792800
2006-04-12,2127708800
2006-04-13,2111540800
2006-04-17,2125283600
2006-04-18,2118816400
2006-04-19,2144685200
2006-04-20,2150344000
2006-04-21,2158428000
2006-04-24,2150344000
2006-04-25,2138218000
2006-04-26,2139026400
2006-04-27,2154386000
2006-04-28,2145493600
2006-05-01,2154386000
2006-05-02,2158428000
2006-05-03,2179446400
2006-05-04,2202890000
2006-05-05,2215824400
2006-05-08,2241693200
2006-05-09,2209357200
2006-05-10,2221483200
2006-05-11,2186722000
2006-05-12,2187530400
2006-05-15,2170554000
2006-05-16,2136601200
2006-05-17,2118008000
2006-05-18,2115582800
2006-05-19,2126092000
2006-05-22,2147918800
2006-05-23,2109115600
2006-05-24,2101840000
2006-05-25,2147918800
2006-05-26,2159236400
2006-05-30,2144685200
2006-05-31,2169745600
2006-06-01,2182680000
2006-06-02,2201273200
2006-06-05,2172979200
2006-06-06,2164895200
2006-06-07,2151152400
2006-06-08,2172170800
2006-06-09,2176212800
2006-06-12,2156811200
2006-06-13,2122858400
2006-06-14,2126092000
2006-06-15,2154386000
2006-06-16,2154386000
2006-06-19,2130134000
2006-06-20,2134176000
2006-06-21,2152769200
2006-06-22,2160044800
2006-06-23,2187530400
2006-06-26,2211782400
2006-06-27,2224716800
2006-06-28,2233609200
2006-06-29,2248968800
2006-06-30,2308882660
2006-07-03,2335354980
2006-07-05,2336182240
2006-07-06,2351900180
2006-07-07,2345282100
2006-07-10,2357691000
2006-07-11,2374236200
2006-07-12,2361827300
2006-07-13,2338664020
2006-07-14,2322946080
2006-07-17,2322946080
2006-07-18,2332045940
2006-07-19,2365136340
2006-07-20,2367618120
2006-07-21,2365136340
2006-07-24,2387472360
2006-07-25,2396572220
2006-07-26,2406499340
2006-07-27,2399054000
2006-07-28,2406499340
2006-07-31,2380027020
2006-08-01,2400708520
2006-08-02,2392435920
2006-08-03,2373408940
2006-08-04,2384990580
2006-08-07,2361000040
2006-08-08,2342800320
2006-08-09,2386645100
2006-08-10,2374236200
2006-08-11,2362654560
2006-08-14,2377545240
2006-08-15,2408153860
2006-08-16,2381681540
2006-08-17,2374236200
2006-08-18,2394090440
2006-08-21,2382508800
2006-08-22,2403190300
2006-08-23,2341145800
2006-08-24,2332045940
2006-08-25,2337009500
2006-08-28,2356036480
2006-08-29,2361827300
2006-08-30,2347763880
2006-08-31,2382508800
2006-09-01,2371754420
2006-09-05,2378372500
2006-09-06,2346109360
2006-09-07,2316328000
2006-09-08,2324600600
2006-09-11,2323773340
2006-09-12,2323773340
2006-09-13,2337836760
2006-09-14,2336182240
2006-09-15,2339491280
2006-09-18,2323773340
2006-09-19,2321291560
2006-09-20,2334527720
2006-09-21,2315500740
2006-09-22,2313018960
2006-09-25,2327082380
2006-09-26,2351072920
2006-09-27,2383336060
2006-09-28,2378372500
2006-09-29,2361827300
2006-10-02,2353554700
2006-10-03,2365963600
2006-10-04,2374236200
2006-10-05,2408981120
2006-10-06,2397399480
2006-10-09,2397399480
2006-10-10,2408153860
2006-10-11,2394917700
2006-10-12,2418908240
2006-10-13,2452825900
2006-10-16,2458616720
2006-10-17,2465234800
2006-10-18,2475161920
2006-10-19,2487570820
2006-10-20,2497497940
2006-10-23,2496670680
2006-10-24,2497497940
2006-10-25,2534724640
2006-10-26,2555406140
2006-10-27,2536379160
2006-10-30,2547960800
2006-10-31,2542169980
2006-11-01,2557060660
2006-11-02,2557887920
2006-11-03,2564506000
2006-11-06,2583532980
2006-11-07,2586842020
2006-11-08,2610832560
2006-11-09,2633995840
2006-11-10,2625723240
2006-11-13,2653850080
2006-11-14,2650541040
2006-11-15,2695213080
2006-11-16,2666258979
2006-11-17,2698522120
2006-11-20,2730785260
2006-11-21,2717549100
2006-11-22,2664604460
2006-11-24,2696867600
2006-11-27,2649713780
2006-11-28,2652195560
2006-11-29,2698522120
2006-11-30,2710931020
2006-12-01,2709276500
2006-12-04,2715894580
2006-12-05,2715067320
2006-12-06,2706794720
2006-12-07,2653022820
2006-12-08,2633995840
2006-12-11,2667086240
2006-12-12,2657159120
2006-12-13,2651368300
2006-12-14,2643095700
2006-12-15,2667913500
2006-12-18,2627377760
2006-12-19,2653022820
2006-12-20,2643095700
2006-12-21,2640613920
2006-12-22,2633995840
2006-12-26,2648886520
2006-12-27,2675358840
2006-12-28,2671222540
2006-12-29,2639786660
2007-01-03,2839634720
2007-01-04,2823780680
2007-01-05,2783264800
2007-01-08,2770053100
2007-01-09,2771814660
2007-01-10,2739225800
2007-01-11,2762126080
2007-01-12,2756841400
2007-01-16,2757722180
2007-01-17,2769172320
2007-01-18,2750675940
2007-01-19,2767410760
2007-01-22,2757722180
2007-01-23,2773576220
2007-01-24,2782384020
2007-01-25,2734821900
2007-01-26,2750675940
2007-01-29,2737464240
2007-01-30,2751556720
2007-01-31,2751556720
2007-02-01,2778860900
2007-02-02,2774457000
2007-02-05,2771814660
2007-02-06,2789430260
2007-02-07,2814092100
2007-02-08,2850204080
2007-02-09,2838753939
2007-02-12,2829065360
2007-02-13,2884554500
2007-02-14,2901289320
2007-02-15,2901289320
2007-02-16,2895123860
2007-02-20,2906574000
2007-02-21,2887196840
2007-02-22,2865177340
2007-02-23,2850204080
2007-02-26,2846680960
2007-02-27,2792953380
2007-02-28,2770933880
2007-03-01,2765649200
2007-03-02,2755079840
2007-03-05,2697829140
2007-03-06,2750675940
2007-03-07,2755960620
2007-03-08,2762126080
2007-03-09,2746272040
2007-03-12,2771814660
2007-03-13,2730418000
2007-03-14,2762126080
2007-03-15,2796476500
2007-03-16,2795595720
2007-03-19,2818496000
2007-03-20,2809688200
2007-03-21,2844038620
2007-03-22,2840515500
2007-03-23,2743629700
2007-03-26,2743629700
2007-03-27,2743629700
2007-03-28,2756841400
2007-03-29,2764768420
2007-03-30,2755079840
2007-04-02,2765855800
2007-04-03,2783529000
2007-04-04,2809155140
2007-04-05,2794132920
2007-04-09,2836548600
2007-04-10,2878964280
2007-04-11,2864825720
2007-04-12,2867476700
2007-04-13,2867476700
2007-04-16,2877196960
2007-04-17,2876313299
2007-04-18,2855989120
2007-04-19,2844501540
2007-04-20,2845385200
2007-04-23,2840083240
2007-04-24,2840083240
2007-04-25,2851570820
2007-04-26,2842734220
2007-04-27,2828595660
2007-04-30,2802969520
2007-05-01,2835664940
2007-05-02,2826828340
2007-05-03,2833897620
2007-05-04,2833013960
2007-05-07,2836548600
2007-05-08,2847152520
2007-05-09,2856872780
2007-05-10,2812689780
2007-05-11,2833897620
2007-05-14,2839199580
2007-05-15,2839199580
2007-05-16,2871011340
2007-05-17,2902823100
2007-05-18,2900172120
2007-05-21,2921379960
2007-05-22,2925798260
2007-05-23,2872778660
2007-05-24,2828595660
2007-05-25,2816224420
2007-05-29,2841850559
2007-05-30,2866593040
2007-05-31,2862174740
2007-06-01,2870127679
2007-06-04,2865709380
2007-06-05,2838315920
2007-06-06,2799434880
2007-06-07,2718138160
2007-06-08,2709301560
2007-06-11,2714603520
2007-06-12,2659816600
2007-06-13,2654514640
2007-06-14,2674838820
2007-06-15,2700464960
2007-06-18,2684559080
2007-06-19,2689861040
2007-06-20,2662467580
2007-06-21,2657165620
2007-06-22,2635957780
2007-06-25,2634190460
2007-06-26,2596193080
2007-06-27,2643027060
2007-06-28,2646561700
2007-06-29,2656281960
2007-07-02,2699551980
2007-07-03,2716463120
2007-07-05,2700442040
2007-07-06,2695991740
2007-07-09,2704892340
2007-07-10,2691541440
2007-07-11,2685311020
2007-07-12,2728923960
2007-07-13,2727143840
2007-07-16,2687981200
2007-07-17,2674630300
2007-07-18,2679970660
2007-07-19,2691541440
2007-07-20,2656829100
2007-07-23,2685311020
2007-07-24,2617666460
2007-07-25,2632797480
2007-07-26,2599865260
2007-07-27,2532220700
2007-07-30,2531330640
2007-07-31,2498398420
2007-08-01,2532220700
2007-08-02,2525100220
2007-08-03,2430753860
2007-08-06,2464576140
2007-08-07,2481487280
2007-08-08,2379130380
2007-08-09,2355988820
2007-08-10,2474366800
2007-08-13,2440544520
2007-08-14,2404052060
2007-08-15,2375570140
2007-08-16,2389811100
2007-08-17,2423633380
2007-08-20,2434314100
2007-08-21,2445884880
2007-08-22,2453895420
2007-08-23,2434314100
2007-08-24,2477927040
2007-08-27,2478817100
2007-08-28,2450335180
2007-08-29,2490387880
2007-08-30,2484157460
2007-08-31,2501958660
2007-09-04,2506408960
2007-09-05,2485047520
2007-09-06,2477036980
2007-09-07,2451225240
2007-09-10,2463686080
2007-09-11,2509969200
2007-09-12,2502848720
2007-09-13,2470806560
2007-09-14,2455675540
2007-09-17,2440544520
2007-09-18,2480597220
2007-09-19,2508189080
2007-09-20,2512639380
2007-09-21,2518869800
2007-09-24,2520649920
2007-09-25,2514419500
2007-09-26,2536671000
2007-09-27,2531330640
2007-09-28,2520649920
2007-10-01,2574053520
2007-10-02,2566042980
2007-10-03,2574053520
2007-10-04,2581174000
2007-10-05,2606095680
2007-10-08,2596305020
2007-10-09,2620336640
2007-10-10,2609655920
2007-10-11,2622116760
2007-10-12,2614996280
2007-10-15,2567823100
2007-10-16,2548241780
2007-10-17,2516199620
2007-10-18,2517979740
2007-10-19,2472586680
2007-10-22,2485047520
2007-10-23,2497508360
2007-10-24,2502848720
2007-10-25,2499288480
2007-10-26,2502848720
2007-10-29,2488607760
2007-10-30,2471696620
2007-10-31,2496618300
2007-11-01,2470806560
2007-11-02,2499288480
2007-11-05,2477036980
2007-11-06,2477927040
2007-11-07,2398711700
2007-11-08,2399601760
2007-11-09,2385360800
2007-11-12,2382690620
2007-11-13,2413842720
2007-11-14,2404942120
2007-11-15,2421853260
2007-11-16,2394261400
2007-11-19,2394261400
2007-11-20,2396041520
2007-11-21,2355988820
2007-11-23,2365779480
2007-11-26,2332847260
2007-11-27,2325726780
2007-11-28,2331957200
2007-11-29,2323946660
2007-11-30,2331067140
2007-12-03,2330177080
2007-12-04,2357768940
2007-12-05,2387140920
2007-12-06,2437874340
2007-12-07,2409392420
2007-12-10,2420073140
2007-12-11,2405832180
2007-12-12,2397821640
2007-12-13,2428083680
2007-12-14,2392481280
2007-12-17,2380020440
2007-12-18,2416512900
2007-12-19,2441434580
2007-12-20,2492168000
2007-12-21,2550021900
2007-12-24,2559812560
2007-12-26,2526880340
2007-12-27,2510859260
2007-12-28,2501068600
2007-12-31,2504364560
2008-01-02,2496326300
2008-01-03,2482036060
2008-01-04,2471318380
2008-01-07,2495433160
2008-01-08,2500792000
2008-01-09,2515975380
2008-01-10,2502578280
2008-01-11,2487394900
2008-01-14,2489181180
2008-01-15,2461493840
2008-01-16,2465066400
2008-01-17,2443631040
2008-01-18,2404332880
2008-01-22,2403439740
2008-01-23,2487394900
2008-01-24,2461493840
2008-01-25,2453455580
2008-01-28,2482929200
2008-01-29,2529372480
2008-01-30,2523120500
2008-01-31,2566884360
2008-02-01,2586533440
2008-02-04,2582067740
2008-02-05,2530265620
2008-02-06,2467745820
2008-02-07,2452562440
2008-02-08,2457028140
2008-02-11,2497219440
2008-02-12,2467745820
2008-02-13,2457028140
2008-02-14,2432913360
2008-02-15,2415050560
2008-02-19,2432020220
2008-02-20,2469532100
2008-02-21,2398080900
2008-02-22,2386470080
2008-02-25,2417729980
2008-02-26,2423088820
2008-02-27,2388256360
2008-02-28,2376645540
2008-02-29,2322164000
2008-03-03,2328415980
2008-03-04,2352530760
2008-03-05,2343599360
2008-03-06,2310553180
2008-03-07,2302514920
2008-03-10,2286438400
2008-03-11,2324843420
2008-03-12,2292690380
2008-03-13,2308766900
2008-03-14,2313232600
2008-03-17,2287331540
2008-03-18,2293583520
2008-03-19,2257857920
2008-03-20,2252499080
2008-03-24,2242674540
2008-03-25,2241781400
2008-03-26,2254285360
2008-03-27,2259644200
2008-03-28,2240888260
2008-03-31,2286024000
2008-04-01,2355052960
2008-04-02,2400773440
2008-04-03,2395394560
2008-04-04,2370293120
2008-04-07,2404359360
2008-04-08,2367603680
2008-04-09,2353260000
2008-04-10,2335330400
2008-04-11,2313814880
2008-04-14,2315607840
2008-04-15,2357742400
2008-04-16,2426771360
2008-04-17,2430357280
2008-04-18,2452769280
2008-04-21,2421392480
2008-04-22,2403462880
2008-04-23,2448286880
2008-04-24,2477870720
2008-04-25,2499386240
2008-04-28,2516419360
2008-04-29,2504765120
2008-04-30,2481456640
2008-05-01,2519108800
2008-05-02,2507454560
2008-05-05,2549589120
2008-05-06,2548692640
2008-05-07,2501179200
2008-05-08,2478767200
2008-05-09,2497593280
2008-05-12,2508351040
2008-05-13,2521798240
2008-05-14,2558553920
2008-05-15,2540624320
2008-05-16,2535245440
2008-05-19,2528970080
2008-05-20,2514626400
2008-05-21,2511936960
2008-05-22,2468009440
2008-05-23,2448286880
2008-05-27,2468905920
2008-05-28,2470698880
2008-05-29,2456355200
2008-05-30,2455458720
2008-06-02,2434839680
2008-06-03,2425874880
2008-06-04,2440218560
2008-06-05,2457251680
2008-06-06,2425874880
2008-06-09,2433943200
2008-06-10,2424978400
2008-06-11,2407048800
2008-06-12,2380154400
2008-06-13,2369396640
2008-06-16,2390912160
2008-06-17,2409738240
2008-06-18,2449183360
2008-06-19,2459941120
2008-06-20,2438425600
2008-06-23,2480560160
2008-06-24,2445597440
2008-06-25,2459941120
2008-06-26,2427667840
2008-06-27,2402566400
2008-06-30,2494285470
2008-07-01,2510570250
2008-07-02,2508760830
2008-07-03,2461715910
2008-07-07,2411052150
2008-07-08,2404719180
2008-07-09,2417385120
2008-07-10,2422813380
2008-07-11,2413766280
2008-07-14,2375768460
2008-07-15,2353150710
2008-07-16,2335961220
2008-07-17,2306105790
2008-07-18,2307915210
2008-07-21,2307915210
2008-07-22,2329628250
2008-07-23,2353150710
2008-07-24,2347722450
2008-07-25,2331437670
2008-07-28,2342294190
2008-07-29,2319676440
2008-07-30,2383910850
2008-07-31,2394767370
2008-08-01,2392957950
2008-08-04,2372149620
2008-08-05,2444526420
2008-08-06,2440907580
2008-08-07,2403814470
2008-08-08,2415575700
2008-08-11,2449954680
2008-08-12,2417385120
2008-08-13,2424622800
2008-08-14,2416480410
2008-08-15,2414670990
2008-08-18,2459906490
2008-08-19,2480714820
2008-08-20,2491571340
2008-08-21,2447240550
2008-08-22,2429146350
2008-08-25,2414670990
2008-08-26,2446335840
2008-08-27,2479810110
2008-08-28,2497904310
2008-08-29,2491571340
2008-09-02,2487952500
2008-09-03,2467144170
2008-09-04,2419194540
2008-09-05,2393862660
2008-09-08,2398386210
2008-09-09,2363102520
2008-09-10,2385720270
2008-09-11,2430051060
2008-09-12,2483428950
2008-09-15,2394767370
2008-09-16,2403814470
2008-09-17,2339580060
2008-09-18,2555805750
2008-09-19,2542235100
2008-09-22,2450859390
2008-09-23,2428241640
2008-09-24,2452668810
2008-09-25,2461715910
2008-09-26,2484333660
2008-09-29,2380292010
2008-09-30,2408338020
2008-10-01,2476191270
2008-10-02,2522331480
2008-10-03,2498809020
2008-10-06,2486143080
2008-10-07,2429146350
2008-10-08,2317867020
2008-10-09,2019312720
2008-10-10,1915271070
2008-10-13,2091689520
2008-10-14,2178541680
2008-10-15,1955078310
2008-10-16,1985838450
2008-10-17,1950554760
2008-10-20,2066357640
2008-10-21,2036502210
2008-10-22,2017503300
2008-10-23,2031978660
2008-10-24,2000313810
2008-10-27,1943317080
2008-10-28,2082642420
2008-10-29,2098927200
2008-10-30,2164066320
2008-10-31,2195731170
2008-11-03,2155923930
2008-11-04,2144162700
2008-11-05,2133306179
2008-11-06,2096213070
2008-11-07,2134210890
2008-11-10,2161352190
2008-11-11,2106164880
2008-11-12,2099831910
2008-11-13,2126068500
2008-11-14,2019312720
2008-11-17,2155923930
2008-11-18,2154114510
2008-11-19,2124259080
2008-11-20,2125163789
2008-11-21,2174018130
2008-11-24,2247299640
2008-11-25,2172208710
2008-11-26,2215634790
2008-11-28,2255442030
2008-12-01,2098927200
2008-12-02,2102546039
2008-12-03,2163161610
2008-12-04,2094403649
2008-12-05,2176732260
2008-12-08,2073595320
2008-12-09,2035597500
2008-12-10,2025645690
2008-12-11,2045549310
2008-12-12,2123354370
2008-12-15,2085356550
2008-12-16,2126068500
2008-12-17,2106164880
2008-12-18,2104355460
2008-12-19,2096213070
2008-12-22,2138734440
2008-12-23,2106164880
2008-12-24,2119735530
2008-12-26,2132401470
2008-12-29,2109783720
2008-12-30,2146876830
2008-12-31,2154211500
2009-01-02,2196023200
2009-01-05,2176935250
2009-01-06,2185115800
2009-01-07,2165118900
2009-01-08,2149666750
2009-01-09,2176935250
2009-01-12,2192387400
2009-01-13,2179662100
2009-01-14,2160574150
2009-01-15,2173299450
2009-01-16,2220564850
2009-01-20,2142395150
2009-01-21,2193296350
2009-01-22,2166027850
2009-01-23,2174208400
2009-01-26,2210566400
2009-01-27,2244197550
2009-01-28,2257831800
2009-01-29,2253287050
2009-01-30,2231472250
2009-02-02,2276919750
2009-02-03,2262376550
2009-02-04,2238743850
2009-02-05,2308733000
2009-02-06,2358725250
2009-02-09,2354180500
2009-02-10,2333274650
2009-02-11,2294189800
2009-02-12,2308733000
2009-02-13,2289645050
2009-02-17,2213293250
2009-02-18,2174208400
2009-02-19,2177844200
2009-02-20,2118762450
2009-02-23,2056044900
2009-02-24,2046046450
2009-02-25,2046955400
2009-02-26,2016960050
2009-02-27,1984237849
2009-03-02,1917884500
2009-03-03,1839714799
2009-03-04,1907886049
2009-03-05,1836079000
2009-03-06,1884253350
2009-03-09,1839714799
2009-03-10,1923338200
2009-03-11,1897887600
2009-03-12,1918793450
2009-03-13,1958787250
2009-03-16,1972421500
2009-03-17,2047864350
2009-03-18,2084222350
2009-03-19,2116944550
2009-03-20,2100583450
2009-03-23,2144213050
2009-03-24,2097856599
2009-03-25,2126034050
2009-03-26,2175117350
2009-03-27,2146939900
2009-03-30,2127851950
2009-03-31,2111734560
2009-04-01,2096207100
2009-04-02,2108994420
2009-04-03,2116301460
2009-04-06,2098947240
2009-04-07,2083419780
2009-04-08,2085246539
2009-04-09,2108081039
2009-04-13,2098033860
2009-04-14,2085246539
2009-04-15,2085246539
2009-04-16,2133655680
2009-04-17,2145529619
2009-04-20,2130002160
2009-04-21,2143702860
2009-04-22,2143702860
2009-04-23,2140049340
2009-04-24,2129088780
2009-04-27,2175671160
2009-04-28,2212206360
2009-04-29,2268835920
2009-04-30,2256961980
2009-05-01,2341906320
2009-05-04,2408583060
2009-05-05,2359260540
2009-05-06,2349213360
2009-05-07,2362914060
2009-05-08,2342819700
2009-05-11,2360173920
2009-05-12,2356520400
2009-05-13,2282536620
2009-05-14,2240521140
2009-05-15,2203985940
2009-05-18,2238694380
2009-05-19,2251481700
2009-05-20,2248741560
2009-05-21,2197592280
2009-05-22,2183891580
2009-05-26,2234127480
2009-05-27,2160143700
2009-05-28,2174757780
2009-05-29,2192112000
2009-06-01,2227733820
2009-06-02,2261528880
2009-06-03,2250568320
2009-06-04,2236867620
2009-06-05,2247828180
2009-06-08,2267009160
2009-06-09,2254221840
2009-06-10,2248741560
2009-06-11,2278883100
2009-06-12,2314504920
2009-06-15,2268835920
2009-06-16,2257875360
2009-06-17,2264269020
2009-06-18,2311764780
2009-06-19,2297150700
2009-06-22,2298064080
2009-06-23,2271576060
2009-06-24,2264269020
2009-06-25,2293497180
2009-06-26,2292583800
2009-06-29,2311764780
2009-06-30,2307486080
2009-07-01,2371992480
2009-07-02,2303800000
2009-07-06,2336053200
2009-07-07,2292741760
2009-07-08,2283526560
2009-07-09,2286291120
2009-07-10,2271546800
2009-07-13,2298270880
2009-07-14,2301035440
2009-07-15,2336053200
