,IVZ
2004-08-24,8211494600
2004-08-25,8235622400
2004-08-26,8340176199
2004-08-27,8589496800
2004-08-30,8533198600
2004-08-31,8517113400
2004-09-01,8621667200
2004-09-02,8967499000
2004-09-03,8911200800
2004-09-07,9047925000
2004-09-08,8830774800
2004-09-09,8525156000
2004-09-10,8790561800
2004-09-13,8846860000
2004-09-14,8774476600
2004-09-15,8943371200
2004-09-16,9417884600
2004-09-17,9329416000
2004-09-20,9184649200
2004-09-21,9361586400
2004-09-22,8999669400
2004-09-23,8838817400
2004-09-24,8854902600
2004-09-27,8782519200
2004-09-28,8983584200
2004-09-29,8862945200
2004-09-30,8822732200
2004-10-01,9039882400
2004-10-04,9184649200
2004-10-05,9055967600
2004-10-06,9297245600
2004-10-07,9232904800
2004-10-08,9192691800
2004-10-11,9224862200
2004-10-12,8967499000
2004-10-13,8846860000
2004-10-14,8710135800
2004-10-15,8895115600
2004-10-18,8798604400
2004-10-19,8686008000
2004-10-20,8621667200
2004-10-21,8710135800
2004-10-22,8299963200
2004-10-25,8348218800
2004-10-26,8283878000
2004-10-27,8356261400
2004-10-28,8798604400
2004-10-29,8798604400
2004-11-01,8927286000
2004-11-02,9112265800
2004-11-03,9273117800
2004-11-04,9345501200
2004-11-05,9417884600
2004-11-08,9377671600
2004-11-09,9369629000
2004-11-10,9297245600
2004-11-11,9490268000
2004-11-12,9900440600
2004-11-15,9755673800
2004-11-16,9667205200
2004-11-17,9852185000
2004-11-18,9771759000
2004-11-19,10013037000
2004-11-22,10069335200
2004-11-23,10141718600
2004-11-24,10149761200
2004-11-26,10029122200
2004-11-29,10157803800
2004-11-30,9988909200
2004-12-01,10198016800
2004-12-02,10141718600
2004-12-03,10206059400
2004-12-06,10157803800
2004-12-07,10053250000
2004-12-08,10053250000
2004-12-09,9828057200
2004-12-10,9562651400
2004-12-13,9771759000
2004-12-14,9715460800
2004-12-15,9795886800
2004-12-16,9659162600
2004-12-17,9538523600
2004-12-20,9490268000
2004-12-21,9578736600
2004-12-22,10004994400
2004-12-23,9972824000
2004-12-27,10077377800
2004-12-28,10061292600
2004-12-29,9884355400
2004-12-30,9980866600
2004-12-31,10101505600
2005-01-03,9878253300
2005-01-04,9640223100
2005-01-05,9719566500
2005-01-06,9783041220
2005-01-07,10029005760
2005-01-10,9894121980
2005-01-11,9933793680
2005-01-12,9965531040
2005-01-13,9806844240
2005-01-14,9775106880
2005-01-18,9671960460
2005-01-19,9616420080
2005-01-20,9481536300
2005-01-21,9306980820
2005-01-24,9410127240
2005-01-25,9306980820
2005-01-26,9425995920
2005-01-27,9513273660
2005-01-28,9989334060
2005-01-31,10663752960
2005-02-01,10790702400
2005-02-02,10838308440
2005-02-03,10727227680
2005-02-04,10870045800
2005-02-07,10719293340
2005-02-08,10989060900
2005-02-09,10885914480
2005-02-10,11116010340
2005-02-11,11123944680
2005-02-14,11147747700
2005-02-15,11092207320
2005-02-16,10909717500
2005-02-17,10885914480
2005-02-18,10885914480
2005-02-22,10568540880
2005-02-23,10481263140
2005-02-24,10362248040
2005-02-25,10735162020
2005-02-28,10457460120
2005-03-01,10949389200
2005-03-02,10925586180
2005-03-03,10830374100
2005-03-04,11155682040
2005-03-07,11068404300
2005-03-08,10893848820
2005-03-09,10854177120
2005-03-10,10909717500
2005-03-11,10885914480
2005-03-14,10838308440
2005-03-15,10830374100
2005-03-16,10893848820
2005-03-17,10846242780
2005-03-18,10814505420
2005-03-21,10766899380
2005-03-22,10401919740
2005-03-23,10036940100
2005-03-24,10060743120
2005-03-28,10076611800
2005-03-29,10084546140
2005-03-30,10211495580
2005-03-31,10060743120
2005-04-01,10208550920
2005-04-04,10176798040
2005-04-05,10176798040
2005-04-06,10176798040
2005-04-07,10184736260
2005-04-08,10041848300
2005-04-11,10113292280
2005-04-12,10145045160
2005-04-13,9970404320
2005-04-14,9795763480
2005-04-15,9486172900
2005-04-18,9533802220
2005-04-19,9684628400
2005-04-20,9446481800
2005-04-21,9494111120
2005-04-22,9605246200
2005-04-25,9541740440
2005-04-26,9422667140
2005-04-27,9486172900
2005-04-28,9041632580
2005-04-29,9287717400
2005-05-02,9287717400
2005-05-03,9065447240
2005-05-04,9406790700
2005-05-05,9367099600
2005-05-06,9224211640
2005-05-09,9248026300
2005-05-10,9152767660
2005-05-11,9065447240
2005-05-12,9049570800
2005-05-13,8898744620
2005-05-16,9041632580
2005-05-17,9144829440
2005-05-18,9176582320
2005-05-19,9462358240
2005-05-20,9406790700
2005-05-23,9406790700
2005-05-24,9311532060
2005-05-25,9319470280
2005-05-26,9462358240
2005-05-27,9621122640
2005-05-31,9454420020
2005-06-01,9581431540
2005-06-02,9509987560
2005-06-03,9414728920
2005-06-06,9494111120
2005-06-07,9676690180
2005-06-08,9581431540
2005-06-09,9613184420
2005-06-10,9676690180
2005-06-13,9676690180
2005-06-14,9597307980
2005-06-15,9827516360
2005-06-16,9906898560
2005-06-17,9946589660
2005-06-20,10002157200
2005-06-21,9946589660
2005-06-22,9914836780
2005-06-23,9906898560
2005-06-24,9875145680
2005-06-27,9716381280
2005-06-28,9732257720
2005-06-29,9676690180
2005-06-30,9533802220
2005-07-01,9640374000
2005-07-05,9735666000
2005-07-06,11673270000
2005-07-07,11625624000
2005-07-08,11879736000
2005-07-11,12268845000
2005-07-12,12149730000
2005-07-13,11911500000
2005-07-14,11863854000
2005-07-15,11601801000
2005-07-18,11712975000
2005-07-19,11720916000
2005-07-20,11450922000
2005-07-21,11395335000
2005-07-22,11482686000
2005-07-25,11427099000
2005-07-26,11427099000
2005-07-27,11641506000
2005-07-28,11720916000
2005-07-29,11546214000
2005-08-01,12284727000
2005-08-02,12030615000
2005-08-03,11871795000
2005-08-04,10648881000
2005-08-05,10577412000
2005-08-08,10648881000
2005-08-09,10632999000
2005-08-10,10640940000
2005-08-11,10744173000
2005-08-12,10775937000
2005-08-15,10680645000
2005-08-16,10569471000
2005-08-17,10394769000
2005-08-18,10386828000
2005-08-19,10505943000
2005-08-22,10577412000
2005-08-23,10680645000
2005-08-24,10577412000
2005-08-25,10442415000
2005-08-26,10466238000
2005-08-29,10513884000
2005-08-30,10426533000
2005-08-31,10609176000
2005-09-01,10696527000
2005-09-02,10696527000
2005-09-06,10887111000
2005-09-07,10783878000
2005-09-08,11037990000
2005-09-09,11037990000
2005-09-12,10871229000
2005-09-13,10760055000
2005-09-14,10752114000
2005-09-15,10783878000
2005-09-16,10831524000
2005-09-19,10791819000
2005-09-20,10617117000
2005-09-21,10410651000
2005-09-22,10108893000
2005-09-23,10108893000
2005-09-26,10267713000
2005-09-27,10259772000
2005-09-28,10251831000
2005-09-29,10370946000
2005-09-30,10347123000
2005-10-03,10338557040
2005-10-04,10306794960
2005-10-05,10322676000
2005-10-06,10132103520
2005-10-07,10132103520
2005-10-10,10060638840
2005-10-11,9997114680
2005-10-12,9822423240
2005-10-13,9687434400
2005-10-14,9822423240
2005-10-17,9750958560
2005-10-18,9488921400
2005-10-19,9338051520
2005-10-20,9195122160
2005-10-21,9234824760
2005-10-24,9576267120
2005-10-25,9496861920
2005-10-26,9687434400
2005-10-27,9504802440
2005-10-28,9576267120
2005-10-31,9949471560
2005-11-01,10044757800
2005-11-02,10251211320
2005-11-03,10576772640
2005-11-04,10672058880
2005-11-07,10608534720
2005-11-08,10679999400
2005-11-09,10640296800
2005-11-10,10791166680
2005-11-11,10735583040
2005-11-14,10783226160
2005-11-15,10584713160
2005-11-16,10608534720
2005-11-17,10727642520
2005-11-18,10807047720
2005-11-21,10759404600
2005-11-22,10918215000
2005-11-23,10822928760
2005-11-25,10727642520
2005-11-28,10926155520
2005-11-29,11053203840
2005-11-30,10918215000
2005-12-01,11180252160
2005-12-02,11402586720
2005-12-05,11672564400
2005-12-06,11871077400
2005-12-07,11736088560
2005-12-08,11751969600
2005-12-09,11855196360
2005-12-12,11918720520
2005-12-13,11974304160
2005-12-14,12029887800
2005-12-15,11894898960
2005-12-16,12339568080
2005-12-19,12411032760
2005-12-20,12601605240
2005-12-21,12403092240
2005-12-22,12426913800
2005-12-23,12411032760
2005-12-27,12323687040
2005-12-28,12355449120
2005-12-29,12260162880
2005-12-30,12220460280
2006-01-03,12550757760
2006-01-04,12740561280
2006-01-05,13143893760
2006-01-06,13389056640
2006-01-09,13381148160
2006-01-10,13302063360
2006-01-11,13523500800
2006-01-12,13602585600
2006-01-13,13570951680
2006-01-17,13499775360
2006-01-18,13222978560
2006-01-19,13460232960
2006-01-20,13887290879
2006-01-23,14077094400
2006-01-24,14330165760
2006-01-25,14345982720
2006-01-26,14551603199
2006-01-27,14504152320
2006-01-30,14504152320
2006-01-31,14591145600
2006-02-01,14860033920
2006-02-02,14583237120
2006-02-03,14361799680
2006-02-06,13998009600
2006-02-07,14796766080
2006-02-08,14630688000
2006-02-09,14622779519
2006-02-10,14867942400
2006-02-13,14923301760
2006-02-14,14962844160
2006-02-15,14638596480
2006-02-16,14844216960
2006-02-17,14986569600
2006-02-21,15192190080
2006-02-22,15476895360
2006-02-23,15421536000
2006-02-24,15208007040
2006-02-27,15223824000
2006-02-28,15073562879
2006-03-01,15089379839
2006-03-02,14788857600
2006-03-03,14567420160
2006-03-06,14591145600
2006-03-07,14353891199
2006-03-08,14187813120
2006-03-09,14290623360
2006-03-10,14472518400
2006-03-13,14749315199
2006-03-14,14804674560
2006-03-15,15389902080
2006-03-16,15745783680
2006-03-17,16077939839
2006-03-20,16030488960
2006-03-21,15777417600
2006-03-22,15888136320
2006-03-23,15745783680
2006-03-24,15777417600
2006-03-27,15540163199
2006-03-28,15287091839
2006-03-29,15144739199
2006-03-30,15026112000
2006-03-31,14915393280
2006-04-03,7585601920
2006-04-04,7581685760
2006-04-05,7667841279
2006-04-06,7640428160
2006-04-07,7530775680
2006-04-10,7409374720
2006-04-11,7197902080
2006-04-12,7307554560
2006-04-13,7444620160
2006-04-17,7448536320
2006-04-18,7746164480
2006-04-19,7930224000
2006-04-20,7812739200
2006-04-21,7851900800
2006-04-24,7902810880
2006-04-25,8106451200
2006-04-26,8803527680
2006-04-27,8780030720
2006-04-28,8564641920
2006-05-01,8615552000
2006-05-02,8791779200
2006-05-03,8772198400
2006-05-04,8776114560
2006-05-05,8991503360
2006-05-08,9011084160
2006-05-09,8979754880
2006-05-10,8877934720
2006-05-11,8713456000
2006-05-12,8431492480
2006-05-15,8239600640
2006-05-16,8270929920
2006-05-17,7891062399
2006-05-18,7605182720
2006-05-19,7734416000
2006-05-22,7550356480
2006-05-23,7640428160
2006-05-24,7495530240
2006-05-25,7609098880
2006-05-26,7769661440
2006-05-30,7522943360
2006-05-31,7656092800
2006-06-01,7703086720
2006-06-02,7757912959
2006-06-05,7526859520
2006-06-06,7197902080
2006-06-07,7123495040
2006-06-08,6880693120
2006-06-09,6888525440
2006-06-12,6755376000
2006-06-13,6512574080
2006-06-14,6657472000
2006-06-15,6966848640
2006-06-16,6951184000
2006-06-19,7002094080
2006-06-20,6888525440
2006-06-21,6892441600
2006-06-22,6853280000
2006-06-23,6724046720
2006-06-26,6735795200
2006-06-27,6583064959
2006-06-28,6673136640
2006-06-29,7021674880
2006-06-30,7240979839
2006-07-03,14810221999
2006-07-05,14312333000
2006-07-06,14399266000
2006-07-07,14217496999
2006-07-10,14154273000
2006-07-11,14225400000
2006-07-12,14075242999
2006-07-13,13838153000
2006-07-14,13664287000
2006-07-17,13363973000
2006-07-18,13308652000
2006-07-19,14059437000
2006-07-20,13948794999
2006-07-21,13553644999
2006-07-24,14280721000
2006-07-25,14272817999
2006-07-26,14833931000
2006-07-27,15355529000
2006-07-28,15521492000
2006-07-31,15505686000
2006-08-01,15331819999
2006-08-02,15561007000
2006-08-03,15402946999
2006-08-04,15624231000
2006-08-07,15316014000
2006-08-08,15173760000
2006-08-09,15300208000
2006-08-10,15213275000
2006-08-11,15102633000
2006-08-14,15150051000
2006-08-15,15616328000
2006-08-16,16145829000
2006-08-17,16382919000
2006-08-18,16430337000
2006-08-21,16414531000
2006-08-22,16469852000
2006-08-23,16145829000
2006-08-24,16066798999
2006-08-25,16137926000
2006-08-28,16311792000
2006-08-29,16074702000
2006-08-30,16461948999
2006-08-31,16501464000
2006-09-01,16785971999
2006-09-05,16454046000
2006-09-06,15995671999
2006-09-07,15592619000
2006-09-08,15726969999
2006-09-11,15734873000
2006-09-12,16224859000
2006-09-13,16114217000
2006-09-14,16161635000
2006-09-15,16359210000
2006-09-18,16295986000
2006-09-19,16019381000
2006-09-20,16572591000
2006-09-21,16651621000
2006-09-22,16548882000
2006-09-25,17046771000
2006-09-26,17434018000
2006-09-27,17378697000
2006-09-28,17109994999
2006-09-29,17323376000
2006-10-02,17410309000
2006-10-03,17386600000
2006-10-04,17765944000
2006-10-05,17773847000
2006-10-06,17631593000
2006-10-09,17947713000
2006-10-10,18753819000
2006-10-11,18572050000
2006-10-12,18888170000
2006-10-13,18413990000
2006-10-16,18342863000
2006-10-17,17765944000
2006-10-18,18074161000
2006-10-19,18018840000
2006-10-20,18429796000
2006-10-23,18627371000
2006-10-24,18730110000
2006-10-25,17900295000
2006-10-26,18153191000
2006-10-27,18153191000
2006-10-30,18066258000
2006-10-31,18161094000
2006-11-01,18105773000
2006-11-02,17837071000
2006-11-03,17900295000
2006-11-06,18224318000
2006-11-07,18382378000
2006-11-08,18327057000
2006-11-09,17694817000
2006-11-10,18042549000
2006-11-13,18240124000
2006-11-14,18184803000
2006-11-15,18263833000
2006-11-16,18248027000
2006-11-17,18018840000
2006-11-20,17758041000
2006-11-21,17710623000
2006-11-22,17829168000
2006-11-24,17062577000
2006-11-27,16722748000
2006-11-28,17275958000
2006-11-29,17070480000
2006-11-30,17094189000
2006-12-01,16983546999
2006-12-04,17102092000
2006-12-05,17315473000
2006-12-06,17260152000
2006-12-07,17299667000
2006-12-08,17505145000
2006-12-11,17592078000
2006-12-12,17560466000
2006-12-13,17924004000
2006-12-14,18042549000
2006-12-15,17789653000
2006-12-18,17758041000
2006-12-19,18121579000
2006-12-20,17844974000
2006-12-21,17860780000
2006-12-22,17852877000
2006-12-26,17908198000
2006-12-27,18224318000
2006-12-28,18279639000
2006-12-29,19480895000
2007-01-03,19474522871
2007-01-04,19299826168
2007-01-05,18942113873
2007-01-08,19116810575
2007-01-09,19316463949
2007-01-10,19091853904
2007-01-11,19507798433
2007-01-12,19615944011
2007-01-16,20015250759
2007-01-17,20630848663
2007-01-18,20081801884
2007-01-19,20314730820
2007-01-22,20372963054
2007-01-23,20456151960
2007-01-24,20763950912
2007-01-25,20173309680
2007-01-26,20006931868
2007-01-29,19998612978
2007-01-30,19815597385
2007-01-31,20273136367
2007-02-01,20705718678
2007-02-02,20863777599
2007-02-05,20422876398
2007-02-06,20838820927
2007-02-07,20639167553
2007-02-08,20348006383
2007-02-09,20522703085
2007-02-12,20489427523
2007-02-13,20173309680
2007-02-14,20431195289
2007-02-15,20555978647
2007-02-16,20630848663
2007-02-20,20897053162
2007-02-21,21213171004
2007-02-22,21604158862
2007-02-23,21562564409
2007-02-26,21263084348
2007-02-27,19749046260
2007-02-28,19857191838
2007-03-01,19416290637
2007-03-02,18950432764
2007-03-05,18609358249
2007-03-06,19125129466
2007-03-07,19125129466
2007-03-08,19624262901
2007-03-09,19557711777
2007-03-12,19582668448
2007-03-13,18650952702
2007-03-14,18734141608
2007-03-15,18950432764
2007-03-16,19108491685
2007-03-19,19399652855
2007-03-20,19574349558
2007-03-21,20281455258
2007-03-22,20098439665
2007-03-23,20048526321
2007-03-26,20106758556
2007-03-27,19674176245
2007-03-28,18376429313
2007-03-29,18418023766
2007-03-30,18384748203
2007-04-02,17735094000
2007-04-03,18030280000
2007-04-04,18165906000
2007-04-05,18149950000
2007-04-09,18293554000
2007-04-10,18477048000
2007-04-11,18269620000
2007-04-12,18373334000
2007-04-13,18636608000
2007-04-16,19019552000
2007-04-17,19163156000
2007-04-18,19107310000
2007-04-19,18891904000
2007-04-20,19091354000
2007-04-23,18764256000
2007-04-24,18397268000
2007-04-25,18596718000
2007-04-26,19107310000
2007-04-27,18875948000
2007-04-30,18915838000
2007-05-01,18995618000
2007-05-02,19123266000
2007-05-03,19601946000
2007-05-04,20224230000
2007-05-07,20200296000
2007-05-08,20024780000
2007-05-09,19913088000
2007-05-10,19482276000
2007-05-11,19689704000
2007-05-14,19442386000
2007-05-15,19570034000
2007-05-16,19578012000
2007-05-17,19466320000
2007-05-18,19689704000
2007-05-21,19434408000
2007-05-22,19314738000
2007-05-23,19370584000
2007-05-24,19027530000
2007-05-25,18923816000
2007-05-29,18844036000
2007-05-30,18939772000
2007-05-31,19187090000
2007-06-01,19601946000
2007-06-04,19522166000
2007-06-05,19282826000
2007-06-06,18820102000
2007-06-07,18365356000
2007-06-08,18596718000
2007-06-11,18684476000
2007-06-12,18477048000
2007-06-13,18883926000
2007-06-14,19282826000
2007-06-15,19673748000
2007-06-18,19530144000
2007-06-19,19641836000
2007-06-20,20264120000
2007-06-21,20774712000
2007-06-22,20766734000
2007-06-25,20758756000
2007-06-26,20822580000
2007-06-27,20982140000
2007-06-28,20902360000
2007-06-29,20623130000
2007-07-02,10560000000
2007-07-03,10848000000
2007-07-05,10680000000
2007-07-06,10640000000
2007-07-09,10512000000
2007-07-10,10348000000
2007-07-11,10456000000
2007-07-12,10768000000
2007-07-13,10872000000
2007-07-16,10852000000
2007-07-17,10732000000
2007-07-18,10716000000
2007-07-19,10772000000
2007-07-20,10700000000
2007-07-23,10616000000
2007-07-24,10360000000
2007-07-25,10400000000
2007-07-26,9920000000
2007-07-27,9772000000
2007-07-30,9880000000
2007-07-31,10076000000
2007-08-01,9968000000
2007-08-02,10172000000
2007-08-03,9792000000
2007-08-06,9888000000
2007-08-07,9924000000
2007-08-08,10292000000
2007-08-09,10068000000
2007-08-10,9824000000
2007-08-13,9848000000
2007-08-14,9452000000
2007-08-15,9116000000
2007-08-16,9068000000
2007-08-17,9168000000
2007-08-20,9284000000
2007-08-21,9328000000
2007-08-22,9720000000
2007-08-23,9776000000
2007-08-24,9772000000
2007-08-27,10008000000
2007-08-28,9328000000
2007-08-29,9788000000
2007-08-30,9752000000
2007-08-31,9876000000
2007-09-04,10072000000
2007-09-05,9820000000
2007-09-06,9848000000
2007-09-07,9504000000
2007-09-10,9240000000
2007-09-11,9512000000
2007-09-12,9464000000
2007-09-13,9696000000
2007-09-14,9452000000
2007-09-17,9232000000
2007-09-18,9904000000
2007-09-19,10280000000
2007-09-20,10048000000
2007-09-21,10348000000
2007-09-24,10320000000
2007-09-25,10864000000
2007-09-26,10820000000
2007-09-27,10948000000
2007-09-28,10920000000
2007-10-01,10767000000
2007-10-02,10922200000
2007-10-03,10879520000
2007-10-04,10964880000
2007-10-05,11209320000
2007-10-08,11147240000
2007-10-09,11480920000
2007-10-10,11628360000
2007-10-11,11492560000
2007-10-12,11492560000
2007-10-15,11314080000
2007-10-16,11019200000
2007-10-17,11302440000
2007-10-18,11189920000
2007-10-19,10755360000
2007-10-22,10825200000
2007-10-23,11197680000
2007-10-24,11314080000
2007-10-25,11283040000
2007-10-26,11477040000
2007-10-29,11515840000
2007-10-30,11663280000
2007-10-31,11896080000
2007-11-01,11442120000
2007-11-02,11364520000
2007-11-05,11259760000
2007-11-06,11411080000
2007-11-07,10995920000
2007-11-08,10782520000
2007-11-09,10495400000
2007-11-12,10359600000
2007-11-13,10871760000
2007-11-14,10840720000
2007-11-15,10258720000
2007-11-16,10340200000
2007-11-19,10033680000
2007-11-20,10099640000
2007-11-21,9804760000
2007-11-23,10119040000
2007-11-26,9866840000
2007-11-27,9824160000
2007-11-28,10313040000
2007-11-29,10406160000
2007-11-30,10185000000
2007-12-03,10565240000
2007-12-04,10670000000
2007-12-05,10759240000
2007-12-06,10701040000
2007-12-07,10910560000
2007-12-10,10895040000
2007-12-11,10805800000
2007-12-12,10573000000
2007-12-13,10615680000
2007-12-14,10968760000
2007-12-17,11058000000
2007-12-18,11201560000
2007-12-19,11368400000
2007-12-20,11407200000
2007-12-21,12416000000
2007-12-24,12194840000
2007-12-26,12373320000
2007-12-27,12163800000
2007-12-28,12078440000
2007-12-31,12238200000
2008-01-02,11856000000
2008-01-03,11957400000
2008-01-04,11263200000
2008-01-07,11208600000
2008-01-08,10510500000
2008-01-09,10479300000
2008-01-10,10857600000
2008-01-11,10693800000
2008-01-14,10830300000
2008-01-15,10253100000
2008-01-16,10221900000
2008-01-17,9867000000
2008-01-18,9742200000
2008-01-22,9539400000
2008-01-23,9656400000
2008-01-24,10143900000
2008-01-25,10120500000
2008-01-28,10374000000
2008-01-29,10518300000
2008-01-30,10284300000
2008-01-31,10615800000
2008-02-01,11048700000
2008-02-04,10728900000
2008-02-05,10522200000
2008-02-06,10362300000
2008-02-07,10249200000
2008-02-08,9999600000
2008-02-11,9831900000
2008-02-12,9925500000
2008-02-13,9984000000
2008-02-14,9687600000
2008-02-15,9812400000
2008-02-19,9773400000
2008-02-20,9968400000
2008-02-21,10046400000
2008-02-22,10023000000
2008-02-25,10218000000
2008-02-26,10557300000
2008-02-27,10608000000
2008-02-28,10533900000
2008-02-29,9987900000
2008-03-03,9558900000
2008-03-04,9473100000
2008-03-05,9488700000
2008-03-06,8876400000
2008-03-07,8700900000
2008-03-10,8357700000
2008-03-11,8849100000
2008-03-12,8938800000
2008-03-13,8946600000
2008-03-14,8630700000
2008-03-17,8385000000
2008-03-18,8899800000
2008-03-19,8817900000
2008-03-20,9574500000
2008-03-24,9555000000
2008-03-25,9753900000
2008-03-26,9633000000
2008-03-27,9352200000
2008-03-28,9250800000
2008-03-31,9502836000
2008-04-01,10177709000
2008-04-02,9916342000
2008-04-03,10076283000
2008-04-04,9885134000
2008-04-07,9690084000
2008-04-08,9565252000
2008-04-09,9058122000
2008-04-10,8972300000
2008-04-11,8773349000
2008-04-14,8703131000
2008-04-15,9026914000
2008-04-16,9163449000
2008-04-17,9159548000
2008-04-18,9350697000
2008-04-21,9221964000
2008-04-22,9003508000
2008-04-23,8769448000
2008-04-24,9440420000
2008-04-25,9549648000
2008-04-28,10076283000
2008-04-29,10060679000
2008-04-30,10006065000
2008-05-01,10493690000
2008-05-02,10833077000
2008-05-05,10805770000
2008-05-06,10946206000
2008-05-07,10758958000
2008-05-08,10696542000
2008-05-09,10727750000
2008-05-12,10922800000
2008-05-13,11059335000
2008-05-14,11039830000
2008-05-15,11133454000
2008-05-16,11180266000
2008-05-19,10977414000
2008-05-20,10696542000
2008-05-21,10474185000
2008-05-22,10626324000
2008-05-23,10614621000
2008-05-27,10446878000
2008-05-28,10630225000
2008-05-29,10907196000
2008-05-30,10856483000
2008-06-02,10766760000
2008-06-03,10790166000
2008-06-04,10817473000
2008-06-05,11234880000
2008-06-06,10657532000
2008-06-09,10513195000
2008-06-10,10591215000
2008-06-11,10068481000
2008-06-12,10478086000
2008-06-13,10755057000
2008-06-16,10708245000
2008-06-17,10400066000
2008-06-18,10150402000
2008-06-19,10306442000
2008-06-20,10150402000
2008-06-23,10138699000
2008-06-24,9963154000
2008-06-25,9998263000
2008-06-26,9830520000
2008-06-27,9530143000
2008-06-30,9313832000
2008-07-01,9111864000
2008-07-02,9174008000
2008-07-03,9150704000
2008-07-07,8836100000
2008-07-08,9185660000
2008-07-09,8758420000
2008-07-10,8719580000
2008-07-11,8505959999
2008-07-14,8129212000
2008-07-15,7985503999
2008-07-16,8688508000
2008-07-17,8995344000
2008-07-18,9084676000
2008-07-21,9170124000
2008-07-22,9473076000
2008-07-23,9399280000
2008-07-24,8874940000
2008-07-25,8630248000
2008-07-28,8467120000
2008-07-29,9166240000
2008-07-30,9240036000
2008-07-31,9045836000
2008-08-01,9154588000
2008-08-04,8952620000
2008-08-05,9690580000
2008-08-06,9442004000
2008-08-07,9271108000
2008-08-08,9710000000
2008-08-11,9888664000
2008-08-12,9418700000
2008-08-13,9150704000
2008-08-14,10020720000
2008-08-15,10312020000
2008-08-18,10024604000
2008-08-19,9686696000
2008-08-20,9807100000
2008-08-21,9620668000
2008-08-22,10047908000
2008-08-25,9667276000
2008-08-26,9744956000
2008-08-27,9962460000
2008-08-28,10129472000
2008-08-29,9954692000
2008-09-02,9997416000
2008-09-03,9974112000
2008-09-04,9655624000
2008-09-05,9935272000
2008-09-08,10117820000
2008-09-09,9220616000
2008-09-10,9379860000
2008-09-11,9554640000
2008-09-12,9651740000
2008-09-15,9014764000
2008-09-16,9407048000
2008-09-17,8847752000
2008-09-18,9306064000
2008-09-19,10486800000
2008-09-22,9469192000
2008-09-23,9146820000
2008-09-24,9294412000
2008-09-25,9267224000
2008-09-26,9842056000
2008-09-29,8043764000
2008-09-30,8104574000
2008-10-01,8139341000
2008-10-02,7988684000
2008-10-03,7872794000
2008-10-06,8000273000
2008-10-07,6760250000
2008-10-08,6238744999
2008-10-09,5021900000
2008-10-10,5524090000
2008-10-13,6385539000
2008-10-14,6555511000
2008-10-15,5651569000
2008-10-16,5752007000
2008-10-17,5659295000
2008-10-20,5732692000
2008-10-21,5535679000
2008-10-22,4801709000
2008-10-23,4481080000
2008-10-24,4299519000
2008-10-27,4241574000
2008-10-28,5431378000
2008-10-29,5462282000
2008-10-30,5551131000
2008-10-31,5759733000
2008-11-03,5589761000
2008-11-04,6223293000
2008-11-05,5632254000
2008-11-06,5025763000
2008-11-07,5473871000
2008-11-10,4909873000
2008-11-11,4863517000
2008-11-12,4469491000
2008-11-13,5114612000
2008-11-14,4620148000
2008-11-17,4179766000
2008-11-18,4307245000
2008-11-19,3820507000
2008-11-20,3414892000
2008-11-21,3577138000
2008-11-24,4442450000
2008-11-25,4311108000
2008-11-26,4782394000
2008-11-28,4848065000
2008-12-01,4048424000
2008-12-02,4403820000
2008-12-03,4631737000
2008-12-04,4442450000
2008-12-05,4790120000
2008-12-08,5168694000
2008-12-09,4685819000
2008-12-10,4933051000
2008-12-11,4620148000
2008-12-12,4531299000
2008-12-15,4396094000
2008-12-16,5211187000
2008-12-17,5106886000
2008-12-18,4840339000
2008-12-19,5079845000
2008-12-22,5060530000
2008-12-23,4983270000
2008-12-24,5083708000
2008-12-26,5060530000
2008-12-29,4967818000
2008-12-30,5354118000
2008-12-31,5690804000
2009-01-02,5911500000
2009-01-05,5560751000
2009-01-06,5793270000
2009-01-07,5442521000
2009-01-08,5359760000
2009-01-09,5343996000
2009-01-12,5162710000
2009-01-13,5210002000
2009-01-14,4851371000
2009-01-15,4886840000
2009-01-16,4871076000
2009-01-20,4378451000
2009-01-21,4547914000
2009-01-22,4402097000
2009-01-23,4689790000
2009-01-26,4524268000
2009-01-27,4532150000
2009-01-28,5139064000
2009-01-29,4543973000
2009-01-30,4646439000
2009-02-02,4922309000
2009-02-03,4859253000
2009-02-04,4942014000
2009-02-05,5399170000
2009-02-06,5600161000
2009-02-09,5497695000
2009-02-10,5040539000
2009-02-11,5304586000
2009-02-12,5280940000
2009-02-13,5245471000
2009-02-17,4961719000
2009-02-18,5048421000
2009-02-19,4843489000
2009-02-20,4906545000
2009-02-23,4370569000
2009-02-24,4989306000
2009-02-25,4788315000
2009-02-26,4827725000
2009-02-27,4504563000
2009-03-02,4138050000
2009-03-03,3905531000
2009-03-04,4130168000
2009-03-05,3803065000
2009-03-06,3874003000
2009-03-09,3747891000
2009-03-10,4394215000
2009-03-11,4547914000
2009-03-12,4965660000
2009-03-13,4843489000
2009-03-16,4591265000
2009-03-17,4922309000
2009-03-18,5213943000
2009-03-19,4717377000
2009-03-20,4867135000
2009-03-23,5659276000
2009-03-24,5395229000
2009-03-25,5407052000
2009-03-26,5773565000
2009-03-27,5828739000
2009-03-30,5139064000
2009-03-31,5690916000
2009-04-01,5982442000
2009-04-02,6491586000
2009-04-03,6520328000
2009-04-06,6421784000
2009-04-07,5924958000
2009-04-08,6298604000
2009-04-09,6774900000
