,IVZ
2013-11-26,15361400000
2013-11-27,15588350000
2013-11-29,15508250000
2013-12-02,15637300000
2013-12-03,15570550000
2013-12-04,15539400000
2013-12-05,15303550000
2013-12-06,15779700000
2013-12-09,15873150000
2013-12-10,15744100000
2013-12-11,15414800000
2013-12-12,15303550000
2013-12-13,15388100000
2013-12-16,15606150000
2013-12-17,15339150000
2013-12-18,15735200000
2013-12-19,15686250000
2013-12-20,15944350000
2013-12-23,16131250000
2013-12-24,16211350000
2013-12-26,16264749999
2013-12-27,16238050000
2013-12-30,16175750000
2013-12-31,15415400000
2014-01-02,15190944999
2014-01-03,15296819999
2014-01-06,15402694999
2014-01-07,15538214999
2014-01-08,15470455000
2014-01-09,15262940000
2014-01-10,15182475000
2014-01-13,14843674999
2014-01-14,14915670000
2014-01-15,15017310000
2014-01-16,14907200000
2014-01-17,14826735000
2014-01-21,14839440000
2014-01-22,15182475000
2014-01-23,14818265000
2014-01-24,14178779999
2014-01-27,14009380000
2014-01-28,14157605000
2014-01-29,13996674999
2014-01-30,14187250000
2014-01-31,14081375000
2014-02-03,13505415000
2014-02-04,13746810000
2014-02-05,13454595000
2014-02-06,13869625000
2014-02-07,13924680000
2014-02-10,14441350000
2014-02-11,14547225000
2014-02-12,14547225000
2014-02-13,14623455000
2014-02-14,14551460000
2014-02-18,14458290000
2014-02-19,14322770000
2014-02-20,14267714999
2014-02-21,14204190000
2014-02-24,14327005000
2014-02-25,14119490000
2014-02-26,14022085000
2014-02-27,14449819999
2014-02-28,14526049999
2014-03-03,14123725000
2014-03-04,14589575000
2014-03-05,14576870000
2014-03-06,14559930000
2014-03-07,14619220000
2014-03-10,14763210000
2014-03-11,14716625000
2014-03-12,15068130000
2014-03-13,14742035000
2014-03-14,14623455000
2014-03-17,14780150000
2014-03-18,14860615000
2014-03-19,14788620000
2014-03-20,15351875000
2014-03-21,15309525000
2014-03-24,15326464999
2014-03-25,15347640000
2014-03-26,15364580000
2014-03-27,15301055000
2014-03-28,15432339999
2014-03-31,15676900000
2014-04-01,15871802000
2014-04-02,15965016000
2014-04-03,15528605000
2014-04-04,15104905000
2014-04-07,14672731000
2014-04-08,14884581000
2014-04-09,15062534999
2014-04-10,14710864000
2014-04-11,14443933000
2014-04-14,14579516999
2014-04-15,14672731000
2014-04-16,14905766000
2014-04-17,14922714000
2014-04-21,14973558000
2014-04-22,15130327000
2014-04-23,15155749000
2014-04-24,14990506000
2014-04-25,14778656000
2014-04-28,14740523000
2014-04-29,14922714000
2014-04-30,14918477000
2014-05-01,15261674000
2014-05-02,15236252000
2014-05-05,15159986000
2014-05-06,14939662000
2014-05-07,15134564000
2014-05-08,15049824000
2014-05-09,15189645000
2014-05-12,15325229000
2014-05-13,15270148000
2014-05-14,15075246000
2014-05-15,14668493999
2014-05-16,14698152999
2014-05-19,14880343999
2014-05-20,14804077999
2014-05-21,14956609999
2014-05-22,15007454000
2014-05-23,15113379000
2014-05-27,15274384999
2014-05-28,15227777999
2014-05-29,15520131000
2014-05-30,15549790000
2014-06-02,15596397000
2014-06-03,15710796000
2014-06-04,15791299000
2014-06-05,15956541999
2014-06-06,16176866000
2014-06-09,16185340000
2014-06-10,16087889000
2014-06-11,16045518999
2014-06-12,15965016000
2014-06-13,15778588000
2014-06-16,15706559000
2014-06-17,15825195000
2014-06-18,15808247000
2014-06-19,15761640000
2014-06-20,15778588000
2014-06-23,15909934999
2014-06-24,15710796000
2014-06-25,15884513000
2014-06-26,15812484000
2014-06-27,15990438000
2014-06-30,15953150000
2014-07-01,16206710000
2014-07-02,16147546000
2014-07-03,16337715999
2014-07-07,16354620000
2014-07-08,16096834000
2014-07-09,16210936000
2014-07-10,15948924000
2014-07-11,16041896000
2014-07-14,16101060000
2014-07-15,16092608000
2014-07-16,16155997999
2014-07-17,15902438000
2014-07-18,16079929999
2014-07-21,16096834000
2014-07-22,16367297999
2014-07-23,16316586000
2014-07-24,16291229999
2014-07-25,16232065999
2014-07-28,16240518000
2014-07-29,16139093999
2014-07-30,16219388000
2014-07-31,15902438000
2014-08-01,15982732000
2014-08-04,16172902000
2014-08-05,15864404000
2014-08-06,16084156000
2014-08-07,15978506000
2014-08-08,15995410000
2014-08-11,16215161999
2014-08-12,16363072000
2014-08-13,16405332000
2014-08-14,16591276000
2014-08-15,16447592000
2014-08-18,16688474000
2014-08-19,16718056000
2014-08-20,16942034000
2014-08-21,17064588000
2014-08-22,16904000000
2014-08-25,17161786000
2014-08-26,17356182000
2014-08-27,17233628000
2014-08-28,17149108000
2014-08-29,17258984000
2014-09-02,17309696000
2014-09-03,17208272000
2014-09-04,17178690000
2014-09-05,17313922000
2014-09-08,17309696000
2014-09-09,17043458000
2014-09-10,17102622000
2014-09-11,17212498000
2014-09-12,17242080000
2014-09-15,17077265999
2014-09-16,17161786000
2014-09-17,17263210000
2014-09-18,17432250000
2014-09-19,17322374000
2014-09-22,17170238000
2014-09-23,17018102000
2014-09-24,17127978000
2014-09-25,16756090000
2014-09-26,16988520000
2014-09-29,16734960000
2014-09-30,17102735999
2014-10-01,16821156000
2014-10-02,16894800000
2014-10-03,17167716000
2014-10-06,17141724000
2014-10-07,16704192000
2014-10-08,16851480000
2014-10-09,16275324000
2014-10-10,16028400000
2014-10-13,15621192000
2014-10-14,15478235999
2014-10-15,15404592000
2014-10-16,15530220000
2014-10-17,15894107999
2014-10-20,15898440000
2014-10-21,16366296000
2014-10-22,16080383999
2014-10-23,16374959999
2014-10-24,16487592000
2014-10-27,16435607999
2014-10-28,16938120000
2014-10-29,16825488000
2014-10-30,17189376000
2014-10-31,17531604000
2014-11-03,17401644000
2014-11-04,17392980000
2014-11-05,17514276000
2014-11-06,17739540000
2014-11-07,17882496000
2014-11-10,17834844000
2014-11-11,17782860000
2014-11-12,17700552000
2014-11-13,17626908000
2014-11-14,17392980000
2014-11-17,17245692000
2014-11-18,17241360000
2014-11-19,17094072000
2014-11-20,17284680000
2014-11-21,17440632000
2014-11-24,17531604000
2014-11-25,17514276000
2014-11-26,17527272000
2014-11-28,17483952000
2014-12-01,17453628000
2014-12-02,17544600000
2014-12-03,17518608000
2014-12-04,17527272000
2014-12-05,17826180000
2014-12-08,17787192000
2014-12-09,17800188000
2014-12-10,17440632000
2014-12-11,17336664000
2014-12-12,16704192000
2014-12-15,16712856000
2014-12-16,16535244000
2014-12-17,16998768000
2014-12-18,17527272000
2014-12-19,17401644000
2014-12-22,17436300000
2014-12-23,17557596000
2014-12-24,17488284000
2014-12-26,17466624000
2014-12-29,17479620000
2014-12-30,17310672000
2014-12-31,16633968000
2015-01-02,16474026000
2015-01-05,15994200000
2015-01-06,15661689000
2015-01-07,15867930000
2015-01-08,16145724000
2015-01-09,15846885000
2015-01-12,15754287000
2015-01-13,15712197000
2015-01-14,15383894999
2015-01-15,15122937000
2015-01-16,15295506000
2015-01-20,15143981999
2015-01-21,15282879000
2015-01-22,15707988000
2015-01-23,15585927000
2015-01-26,15741660000
2015-01-27,15628017000
2015-01-28,15295506000
2015-01-29,15897393000
2015-01-30,15459656999
2015-02-02,15750078000
2015-02-03,16276203000
2015-02-04,16187814000
2015-02-05,16385637000
2015-02-06,16351965000
2015-02-09,16309875000
2015-02-10,16570832999
2015-02-11,16570832999
2015-02-12,16659222000
2015-02-13,16633968000
2015-02-17,16629759000
2015-02-18,16490862000
2015-02-19,16490862000
2015-02-20,16848627000
2015-02-23,16726566000
2015-02-24,16920180000
2015-02-25,16915970999
2015-02-26,16974897000
2015-02-27,16949643000
2015-03-02,17029614000
2015-03-03,16949643000
2015-03-04,16979106000
2015-03-05,17092749000
2015-03-06,16894926000
2015-03-09,17004360000
2015-03-10,16604505000
2015-03-11,16747611000
2015-03-12,17084331000
2015-03-13,16991732999
2015-03-16,17412633000
2015-03-17,17269527000
2015-03-18,17585202000
2015-03-19,17294781000
2015-03-20,17614665000
2015-03-23,17416842000
2015-03-24,17227437000
2015-03-25,16869672000
2015-03-26,16798118999
2015-03-27,16701312000
2015-03-30,16836000000
2015-03-31,16705520999
2015-04-01,16743402000
2015-04-02,16781282999
2015-04-06,16894926000
2015-04-07,16734984000
2015-04-08,16852836000
2015-04-09,16920180000
2015-04-10,16836000000
2015-04-13,16949643000
2015-04-14,16962269999
2015-04-15,17075913000
2015-04-16,17046450000
2015-04-17,16785492000
2015-04-20,16966479000
2015-04-21,16861254000
2015-04-22,17000151000
2015-04-23,17176929000
2015-04-24,17181138000
2015-04-27,17054868000
2015-04-28,17303199000
2015-04-29,17147466000
2015-04-30,17433678000
2015-05-01,17513649000
2015-05-04,17564157000
2015-05-05,17303199000
2015-05-06,17139048000
2015-05-07,17261109000
2015-05-08,17437887000
2015-05-11,17374752000
2015-05-12,17181138000
2015-05-13,16962269999
2015-05-14,17252691000
2015-05-15,17063286000
2015-05-18,17122212000
2015-05-19,16991732999
2015-05-20,17219019000
2015-05-21,17096957999
2015-05-22,17054868000
2015-05-26,16831791000
2015-05-27,17000151000
2015-05-28,16979106000
2015-05-29,16764447000
2015-06-01,16781282999
2015-06-02,16777074000
2015-06-03,16764447000
2015-06-04,16490862000
2015-06-05,16499280000
2015-06-08,16553997000
2015-06-09,16415100000
2015-06-10,16465607999
2015-06-11,16566624000
2015-06-12,16612923000
2015-06-15,16591878000
2015-06-16,16642386000
2015-06-17,16511906999
2015-06-18,16625550000
2015-06-19,16373010000
2015-06-22,16385637000
2015-06-23,16478235000
2015-06-24,16351965000
2015-06-25,16221486000
2015-06-26,16229904000
2015-06-29,15741660000
2015-06-30,15670820000
2015-07-01,15804580000
2015-07-02,15725159999
2015-07-06,15574680000
2015-07-07,15528700000
2015-07-08,15139960000
2015-07-09,15236100000
2015-07-10,15436740000
2015-07-13,15670820000
2015-07-14,15884000000
2015-07-15,15863100000
2015-07-16,16134800000
2015-07-17,16088820000
2015-07-20,16026120000
2015-07-21,16059560000
2015-07-22,16093000000
2015-07-23,15884000000
2015-07-24,15666639999
2015-07-27,15440920000
2015-07-28,15578860000
2015-07-29,15762780000
2015-07-30,16297820000
2015-07-31,16134800000
2015-08-03,16113899999
2015-08-04,16055379999
2015-08-05,16189139999
2015-08-06,16134800000
2015-08-07,15971780000
2015-08-10,16247659999
2015-08-11,16021940000
2015-08-12,15817120000
2015-08-13,15658280000
2015-08-14,15679180000
2015-08-17,15741879999
2015-08-18,15557960000
2015-08-19,15323879999
2015-08-20,15002020000
2015-08-21,14462800000
2015-08-24,13743840000
2015-08-25,13392720000
2015-08-26,13873420000
2015-08-27,14446080000
2015-08-28,14466980000
2015-08-31,14257980000
2015-09-01,13756379999
2015-09-02,13777280000
2015-09-03,13752200000
2015-09-04,13355100000
2015-09-08,13760560000
2015-09-09,13597540000
2015-09-10,13685320000
2015-09-11,13743840000
2015-09-14,13651879999
2015-09-15,13902680000
2015-09-16,14090780000
2015-09-17,13990460000
2015-09-18,13580820000
2015-09-21,13731300000
2015-09-22,13409440000
2015-09-23,13330020000
2015-09-24,13355100000
2015-09-25,13384360000
2015-09-28,12924560000
2015-09-29,12882760000
2015-09-30,13207167000
2015-10-01,13312892000
2015-10-02,13342495000
2015-10-05,13744250000
2015-10-06,13744250000
2015-10-07,13955700000
2015-10-08,14014906000
2015-10-09,13904952000
2015-10-12,13799227000
2015-10-13,13304434000
2015-10-14,13160648000
2015-10-15,13532800000
2015-10-16,13701960000
2015-10-19,13427075000
2015-10-20,13490510000
2015-10-21,13304434000
2015-10-22,13947241999
2015-10-23,14336310000
2015-10-26,14255959000
2015-10-27,14069883000
2015-10-28,14526615000
2015-10-29,14162921000
2015-10-30,14027593000
2015-11-02,14150234000
2015-11-03,14239043000
2015-11-04,14184066000
2015-11-05,14332081000
2015-11-06,14420890000
2015-11-09,14141775999
2015-11-10,13943013000
2015-11-11,14086799000
2015-11-12,13735791999
2015-11-13,13414388000
2015-11-16,13608922000
2015-11-17,13600463999
2015-11-18,13981074000
2015-11-19,14036050999
2015-11-20,14040280000
2015-11-23,13989532000
2015-11-24,14036050999
2015-11-25,14205211000
2015-11-27,14209440000
2015-11-30,14247500999
2015-12-01,14336310000
2015-12-02,14213669000
2015-12-03,14027593000
2015-12-04,14306707000
2015-12-07,14192524000
2015-12-08,13892265000
2015-12-09,13689272999
2015-12-10,13866891000
2015-12-11,13287518000
2015-12-14,12851931000
2015-12-15,13253686000
2015-12-16,13490510000
2015-12-17,13190251000
2015-12-18,12999946000
2015-12-21,13384785000
2015-12-22,13418617000
2015-12-23,14006447999
2015-12-24,13921868000
2015-12-28,13938784000
2015-12-29,14196753000
2015-12-30,14116402000
2015-12-31,13649795999
2016-01-04,13531563000
2016-01-05,13494870000
2016-01-06,13262481000
2016-01-07,12846627000
2016-01-08,12284001000
2016-01-11,12202461000
2016-01-12,12149460000
2016-01-13,11859993000
2016-01-14,12080151000
2016-01-15,11725452000
2016-01-19,11749914000
2016-01-20,11501217000
2016-01-21,11590911000
2016-01-22,12018996000
2016-01-25,11680605000
2016-01-26,11896686000
2016-01-27,11815146000
2016-01-28,11639835000
2016-01-29,12202461000
2016-02-01,11872224000
2016-02-02,11329983000
2016-02-03,11240289000
2016-02-04,11399292000
2016-02-05,11040516000
2016-02-08,10510506000
2016-02-09,10457505000
2016-02-10,10726587000
2016-02-11,10347426000
2016-02-12,10804050000
2016-02-16,10885590000
2016-02-17,11191365000
2016-02-18,11024208000
2016-02-19,10722510000
2016-02-22,11081286000
2016-02-23,10738818000
2016-02-24,10669509000
2016-02-25,10958976000
2016-02-26,11048670000
2016-02-29,10901898000
2016-03-01,11366676000
2016-03-02,11505294000
2016-03-03,11660220000
2016-03-04,11859993000
2016-03-07,11827377000
2016-03-08,11497140000
2016-03-09,11493063000
2016-03-10,11550141000
2016-03-11,12231000000
2016-03-14,12214692000
2016-03-15,12067920000
2016-03-16,12284001000
2016-03-17,12606084000
2016-03-18,12642777000
2016-03-21,12626469000
2016-03-22,12565314000
2016-03-23,12394080000
2016-03-24,12365541000
2016-03-28,12430773000
2016-03-29,12585699000
2016-03-30,12744702000
2016-03-31,12504928000
2016-04-01,12752832000
2016-04-04,12634976000
2016-04-05,12472416000
2016-04-06,12500864000
2016-04-07,12029440000
2016-04-08,12029440000
2016-04-11,12037568000
2016-04-12,12224512000
2016-04-13,12687808000
2016-04-14,12724384000
2016-04-15,12695936000
2016-04-18,12813792000
2016-04-19,12919456000
2016-04-20,13159232000
2016-04-21,13130784000
2016-04-22,13151104000
2016-04-25,12931648000
2016-04-26,13179552000
2016-04-27,13301471999
2016-04-28,12797536000
2016-04-29,12602464000
2016-05-02,12622784000
2016-05-03,12244832000
2016-05-04,12078208000
2016-05-05,11976608000
2016-05-06,12053824000
2016-05-09,12005056000
2016-05-10,12187936000
2016-05-11,11805920000
2016-05-12,11809984000
2016-05-13,11533632000
2016-05-16,11562080000
2016-05-17,11545824000
2016-05-18,11781536000
2016-05-19,11700256000
2016-05-20,12005056000
2016-05-23,12139168000
2016-05-24,12488672000
2016-05-25,12748768000
2016-05-26,12639040000
2016-05-27,12781280000
2016-05-31,12760960000
2016-06-01,12724384000
2016-06-02,12529312000
2016-06-03,12358624000
2016-06-06,12439904000
2016-06-07,12131040000
2016-06-08,12025376000
2016-06-09,11814048000
2016-06-10,11549888000
2016-06-13,11358880000
2016-06-14,11135360000
2016-06-15,11135360000
2016-06-16,11180064000
2016-06-17,11269472000
2016-06-20,11635232000
2016-06-21,11643360000
2016-06-22,11692128000
2016-06-23,12037568000
2016-06-24,10391648000
2016-06-27,9412224000
2016-06-28,9749536000
2016-06-29,10099040000
2016-06-30,10221108000
2016-07-01,10137066000
2016-07-05,9912954000
2016-07-06,10000998000
2016-07-07,10069032000
2016-07-08,10257126000
2016-07-11,10333164000
2016-07-12,10749372000
2016-07-13,10677336000
2016-07-14,10869432000
2016-07-15,10973484000
2016-07-18,11077536000
2016-07-19,11045520000
2016-07-20,11209602000
2016-07-21,11249622000
2016-07-22,11385690000
2016-07-25,11369682000
2016-07-26,11353674000
2016-07-27,11449722000
2016-07-28,11573784000
2016-07-29,11677836000
2016-08-01,11621808000
2016-08-02,11313654000
2016-08-03,11613804000
2016-08-04,11573784000
2016-08-05,11825910000
2016-08-08,11885940000
2016-08-09,11797896000
2016-08-10,11761878000
2016-08-11,11885940000
2016-08-12,11909952000
2016-08-15,11977986000
2016-08-16,11897946000
2016-08-17,11985990000
2016-08-18,12074034000
2016-08-19,12122058000
2016-08-22,12118056000
2016-08-23,12246120000
2016-08-24,12278136000
2016-08-25,12302148000
2016-08-26,12358176000
2016-08-29,12390192000
2016-08-30,12482238000
2016-08-31,12482238000
2016-09-01,12446220000
2016-09-02,12598296000
2016-09-06,12538266000
2016-09-07,12594294000
2016-09-08,12602298000
2016-09-09,12318156000
2016-09-12,12650322000
2016-09-13,12210102000
2016-09-14,12134064000
2016-09-15,12286140000
2016-09-16,12078036000
2016-09-19,12126060000
2016-09-20,12198096000
2016-09-21,12342168000
2016-09-22,12446220000
2016-09-23,12222108000
2016-09-26,12118056000
2016-09-27,12290142000
2016-09-28,12398196000
2016-09-29,12182088000
2016-09-30,12776922000
2016-10-03,12854556000
2016-10-04,12825954000
2016-10-05,13062942000
2016-10-06,13005738000
2016-10-07,12719718000
2016-10-10,12768750000
2016-10-11,12478644000
2016-10-12,12584880000
2016-10-13,12384666000
2016-10-14,12221226000
2016-10-17,12082302000
2016-10-18,12090474000
2016-10-19,12155850000
2016-10-20,12184452000
2016-10-21,12188538000
2016-10-24,12298860000
2016-10-25,12086388000
2016-10-26,12135420000
2016-10-27,11886174000
2016-10-28,11661444000
2016-10-31,11477574000
2016-11-01,11457144000
2016-11-02,11305962000
2016-11-03,11379510000
2016-11-04,11383596000
2016-11-07,11636928000
2016-11-08,11604240000
2016-11-09,12294774000
2016-11-10,12666600000
2016-11-11,12748320000
2016-11-14,13062942000
2016-11-15,13201866000
2016-11-16,12985308000
2016-11-17,13034340000
2016-11-18,12879072000
2016-11-21,12985308000
2016-11-22,12964878000
2016-11-23,12940362000
2016-11-25,12936276000
2016-11-28,12760578000
2016-11-29,12642084000
2016-11-30,12793266000
2016-12-01,12919932000
2016-12-02,12838212000
2016-12-05,12960792000
2016-12-06,13173264000
2016-12-07,13373477999
2016-12-08,13549175999
2016-12-09,13397994000
2016-12-12,13201866000
2016-12-13,12968964000
2016-12-14,12879072000
2016-12-15,12932190000
2016-12-16,12830040000
2016-12-19,12830040000
2016-12-20,13005738000
2016-12-21,12846384000
2016-12-22,12687030000
2016-12-23,12609396000
2016-12-27,12731976000
2016-12-28,12401010000
2016-12-29,12298860000
2016-12-30,12396924000
2017-01-03,12232815000
2017-01-04,12565035000
2017-01-05,12466160000
2017-01-06,12470115000
2017-01-09,12201175000
2017-01-10,12129985000
2017-01-11,12304005000
2017-01-12,12280275000
2017-01-13,12300050000
2017-01-17,12082525000
2017-01-18,12082525000
2017-01-19,11932235000
2017-01-20,12070660000
2017-01-23,12046930000
2017-01-24,12201175000
2017-01-25,12296095000
2017-01-26,11865000000
2017-01-27,11671205000
2017-01-30,11556510000
2017-01-31,11437860000
2017-02-01,11702845000
2017-02-02,11687025000
2017-02-03,12220950000
2017-02-06,12046930000
2017-02-07,12035065000
2017-02-08,12070660000
2017-02-09,12458250000
2017-02-10,12592720000
2017-02-13,12699505000
2017-02-14,12656000000
2017-02-15,12936805000
2017-02-16,12873524999
2017-02-17,12869570000
2017-02-21,13110825000
2017-02-22,13189925000
2017-02-23,13051500000
2017-02-24,12917029999
2017-02-27,12913075000
2017-02-28,12731145000
2017-03-01,12833975000
2017-03-02,12806290000
2017-03-03,12786515000
2017-03-06,12731145000
2017-03-07,12640180000
2017-03-08,12739055000
2017-03-09,12758830000
2017-03-10,12572945000
2017-03-13,12525485000
2017-03-14,12489890000
2017-03-15,12853750000
2017-03-16,12924940000
2017-03-17,12351465000
2017-03-20,12296095000
2017-03-21,11975740000
2017-03-22,11904550000
2017-03-23,11952010000
2017-03-24,11904550000
2017-03-27,11865000000
2017-03-28,12169535000
2017-03-29,12098345000
2017-03-30,12149760000
2017-03-31,12175425000
2017-04-03,12159525000
2017-04-04,12119775000
2017-04-05,12036300000
2017-04-06,12159525000
2017-04-07,12072075000
2017-04-10,12223125000
2017-04-11,12246975000
2017-04-12,12115800000
2017-04-13,11936925000
2017-04-17,12215175000
2017-04-18,12179400000
2017-04-19,12326475000
2017-04-20,12529200000
2017-04-21,12433800000
2017-04-24,12731925000
2017-04-25,12787575000
2017-04-26,12894900000
2017-04-27,13165199999
2017-04-28,13093650000
2017-05-01,12994275000
2017-05-02,12962475000
2017-05-03,12986325000
2017-05-04,12882974999
2017-05-05,12871050000
2017-05-08,12859125000
2017-05-09,12942600000
2017-05-10,12875025000
2017-05-11,12779625000
2017-05-12,12767699999
2017-05-15,12807450000
2017-05-16,12791550000
2017-05-17,12187350000
2017-05-18,12417900000
2017-05-19,12568950000
2017-05-22,12660375000
2017-05-23,12421875000
2017-05-24,12394050000
2017-05-25,12700125000
2017-05-26,12720000000
2017-05-30,12568950000
2017-05-31,12600750000
2017-06-01,13085700000
2017-06-02,13089675000
2017-06-05,13252650000
2017-06-06,13280474999
2017-06-07,13280474999
2017-06-08,13467300000
2017-06-09,13642200000
2017-06-12,13693875000
2017-06-13,13709775000
2017-06-14,13785300000
2017-06-15,13745550000
2017-06-16,13757475000
2017-06-19,14071500000
2017-06-20,13940325000
2017-06-21,13832999999
2017-06-22,13908525000
2017-06-23,13900575000
2017-06-26,13916475000
2017-06-27,13821075000
2017-06-28,14035725000
2017-06-29,13912500000
2017-06-30,14427900000
2017-07-03,14559100000
2017-07-05,14555000000
2017-07-06,14415599999
2017-07-07,14727200000
2017-07-10,14952700000
2017-07-11,14645200000
2017-07-12,14805100000
2017-07-13,14719000000
2017-07-14,14805100000
2017-07-17,14829700000
2017-07-18,14735400000
2017-07-19,14842000000
2017-07-20,14817400000
2017-07-21,14780499999
2017-07-24,14870700000
2017-07-25,14977300000
2017-07-26,14940400000
2017-07-27,14186000000
2017-07-28,14087600000
2017-07-31,14255700000
2017-08-01,14432000000
2017-08-02,14198300000
2017-08-03,14157300000
2017-08-04,14173700000
2017-08-07,14251600000
2017-08-08,14190100000
2017-08-09,14173700000
2017-08-10,13751400000
2017-08-11,13935900000
2017-08-14,13940000000
2017-08-15,13866200000
2017-08-16,13800599999
2017-08-17,13435700000
2017-08-18,13472600000
2017-08-21,13480800000
2017-08-22,13632500000
2017-08-23,13476699999
2017-08-24,13357800000
2017-08-25,13435700000
2017-08-28,13304500000
2017-08-29,13214299999
2017-08-30,13300400000
2017-08-31,13439800000
2017-09-01,13579199999
2017-09-05,13226600000
2017-09-06,13140499999
2017-09-07,13017500000
2017-09-08,12992900000
2017-09-11,13161000000
2017-09-12,13329100000
2017-09-13,13419299999
2017-09-14,13443900000
2017-09-15,13562800000
2017-09-18,13710400000
2017-09-19,13739100000
2017-09-20,13714500000
2017-09-21,13759600000
2017-09-22,14022000000
2017-09-25,14034299999
2017-09-26,13976900000
2017-09-27,14104000000
2017-09-28,14054800000
2017-09-29,14366400000
2017-10-02,14567300000
2017-10-03,14661600000
2017-10-04,14591900000
2017-10-05,14677999999
2017-10-06,14665700000
2017-10-09,14649299999
2017-10-10,14792800000
2017-10-11,14878900000
2017-10-12,14878900000
2017-10-13,14821500000
2017-10-16,14891200000
2017-10-17,14837900000
2017-10-18,15083900000
2017-10-19,15120800000
2017-10-20,15309400000
2017-10-23,15276600000
2017-10-24,15338099999
2017-10-25,15104400000
2017-10-26,15231500000
2017-10-27,15124900000
2017-10-30,14776400000
2017-10-31,14673900000
2017-11-01,14661600000
2017-11-02,14825599999
2017-11-03,14780499999
2017-11-06,14706699999
2017-11-07,14600100000
2017-11-08,14632900000
2017-11-09,14555000000
2017-11-10,14411500000
2017-11-13,14153200000
2017-11-14,14132700000
2017-11-15,14136799999
2017-11-16,14173700000
2017-11-17,14341799999
2017-11-20,14538600000
2017-11-21,14608300000
2017-11-22,14444299999
2017-11-24,14386900000
2017-11-27,14432000000
2017-11-28,14760000000
2017-11-29,14801000000
2017-11-30,14829700000
2017-12-01,14846100000
2017-12-04,15120800000
2017-12-05,15018300000
2017-12-06,15206900000
2017-12-07,15309400000
2017-12-08,15444700000
2017-12-11,15329900000
2017-12-12,15239700000
2017-12-13,15153600000
2017-12-14,14878900000
2017-12-15,14989600000
2017-12-18,15092100000
2017-12-19,15010100000
2017-12-20,14973200000
2017-12-21,15010100000
2017-12-22,15022400000
2017-12-26,15006000000
2017-12-27,14981400000
2017-12-28,15075700000
2017-12-29,14981400000
2018-01-02,14950755000
2018-01-03,15024789000
2018-01-04,15148179000
2018-01-05,15333264000
2018-01-08,15152292000
2018-01-09,15300360000
2018-01-10,15144066000
2018-01-11,15341489999
2018-01-12,15571818000
2018-01-16,15300360000
2018-01-17,15662304000
2018-01-18,15571818000
2018-01-19,15682869000
2018-01-22,15575930999
2018-01-23,15468993000
2018-01-24,15468993000
2018-01-25,15460767000
2018-01-26,15793920000
2018-01-29,15415523999
2018-01-30,15086484000
2018-01-31,14860269000
2018-02-01,14819139000
2018-02-02,14461307999
2018-02-05,13642821000
2018-02-06,13823793000
2018-02-07,13762098000
2018-02-08,13128696000
2018-02-09,13342572000
2018-02-12,13375476000
2018-02-13,13371363000
2018-02-14,13642821000
2018-02-15,13651047000
2018-02-16,13951296000
2018-02-20,13659273000
2018-02-21,13663386000
2018-02-22,13548222000
2018-02-23,13651047000
2018-02-26,13918392000
2018-02-27,13581126000
2018-02-28,13383702000
2018-03-01,13083453000
2018-03-02,13247973000
2018-03-05,13437171000
2018-03-06,13622255999
2018-03-07,13712742000
2018-03-08,13943070000
2018-03-09,14198076000
2018-03-12,14198076000
2018-03-13,14029443000
2018-03-14,13683951000
2018-03-15,13539996000
2018-03-16,13655160000
2018-03-19,13424832000
2018-03-20,13379589000
2018-03-21,13548222000
2018-03-22,12935385000
2018-03-23,12635136000
2018-03-26,13215069000
2018-03-27,12898368000
2018-03-28,12947724000
2018-03-29,13165713000
2018-04-02,12764676000
2018-04-03,12959209000
2018-04-04,13128908000
2018-04-05,13153742000
2018-04-06,12706730000
2018-04-09,12686035000
2018-04-10,12942653000
2018-04-11,12665340000
2018-04-12,12756398000
2018-04-13,12636367000
2018-04-16,12768815000
2018-04-17,12884707000
2018-04-18,12876429000
2018-04-19,12921958000
2018-04-20,12855734000
2018-04-23,12830900000
2018-04-24,12686035000
2018-04-25,12723286000
2018-04-26,12354915000
2018-04-27,12247301000
2018-04-30,11990683000
2018-05-01,11771316000
2018-05-02,11647146000
2018-05-03,11572644000
2018-05-04,11750621000
2018-05-07,11783733000
2018-05-08,11647146000
2018-05-09,11580922000
2018-05-10,11647146000
2018-05-11,11671980000
2018-05-14,11816845000
2018-05-15,11758899000
2018-05-16,11800289000
2018-05-17,11858235000
2018-05-18,11849957000
2018-05-21,11841679000
2018-05-22,11920320000
2018-05-23,11767177000
2018-05-24,11709231000
2018-05-25,11692675000
2018-05-29,11208412000
2018-05-30,11373972000
2018-05-31,11307748000
2018-06-01,11473308000
2018-06-04,11382250000
2018-06-05,11365694000
2018-06-06,11518837000
2018-06-07,11489864000
2018-06-08,11560227000
2018-06-11,11560227000
2018-06-12,11572644000
2018-06-13,11282914000
2018-06-14,11262219000
2018-06-15,11386389000
2018-06-18,11100798000
2018-06-19,11167022000
2018-06-20,11233246000
2018-06-21,11187717000
2018-06-22,11436057000
2018-06-25,11336721000
2018-06-26,11237385000
2018-06-27,10972489000
2018-06-28,11005601000
2018-06-29,10993184000
2018-07-02,11099097000
2018-07-03,10958235000
2018-07-05,10995522000
2018-07-06,10954092000
2018-07-09,11202672000
2018-07-10,11281389000
2018-07-11,11036952000
2018-07-12,10788372000
2018-07-13,10614366000
2018-07-16,10564650000
