,TROW
2004-08-24,6249118160
2004-08-25,6366352840
2004-08-26,6389290060
2004-08-27,6323026980
2004-08-30,6251666740
2004-08-31,6312832660
2004-09-01,6223632360
2004-09-02,6361255680
2004-09-03,6338318460
2004-09-07,6488684680
2004-09-08,6407130120
2004-09-09,6325575560
2004-09-10,6447907400
2004-09-13,6516719060
2004-09-14,6526913380
2004-09-15,6496330420
2004-09-16,6560044920
2004-09-17,6529461960
2004-09-20,6501427580
2004-09-21,6674731020
2004-09-22,6554947760
2004-09-23,6396935800
2004-09-24,6486136100
2004-09-27,6294992600
2004-09-28,6259312480
2004-09-29,6460650300
2004-09-30,6635750040
2004-10-01,6719120280
2004-10-04,6760805400
2004-10-05,6687856440
2004-10-06,6742568160
2004-10-07,6667013880
2004-10-08,6596670240
2004-10-11,6638355360
2004-10-12,6739962840
2004-10-13,6674829840
2004-10-14,6502878720
2004-10-15,6541958520
2004-10-18,6539353200
2004-10-19,6453377640
2004-10-20,6573222360
2004-10-21,6703488360
2004-10-22,6586248960
2004-10-25,6575827680
2004-10-26,6825938400
2004-10-27,7138576800
2004-10-28,7206315120
2004-10-29,7266237480
2004-11-01,7255816200
2004-11-02,7128155520
2004-11-03,7393898160
2004-11-04,7438188600
2004-11-05,7568454600
2004-11-08,7623166320
2004-11-09,7766458920
2004-11-10,7756037640
2004-11-11,7722168480
2004-11-12,7813354680
2004-11-15,7727379120
2004-11-16,7670062080
2004-11-17,7714352520
2004-11-18,7711747200
2004-11-19,7521558840
2004-11-22,7625771640
2004-11-23,7670062080
2004-11-24,7696115280
2004-11-26,7701325920
2004-11-29,7703931240
2004-11-30,7706536560
2004-12-01,7901935560
2004-12-02,7828986600
2004-12-03,7865461080
2004-12-06,7904540880
2004-12-07,7852434480
2004-12-08,7914962160
2004-12-09,7969673880
2004-12-10,8011359000
2004-12-13,8079097320
2004-12-14,8157256920
2004-12-15,8144230320
2004-12-16,8092123920
2004-12-17,7987911120
2004-12-20,8019174960
2004-12-21,8107755840
2004-12-22,8224995240
2004-12-23,8172888840
2004-12-27,8110361160
2004-12-28,8123387760
2004-12-29,8071281360
2004-12-30,8102545200
2004-12-31,8102545200
2005-01-03,8032201560
2005-01-04,7808144040
2005-01-05,7776880200
2005-01-06,7849829160
2005-01-07,7792512120
2005-01-10,7808144040
2005-01-11,7750827000
2005-01-12,7727379120
2005-01-13,7662246120
2005-01-14,7703931240
2005-01-18,7779485520
2005-01-19,7732589760
2005-01-20,7607534400
2005-01-21,7542401400
2005-01-24,7552822680
2005-01-25,7581481200
2005-01-26,7568454600
2005-01-27,7670062080
2005-01-28,7654430160
2005-01-31,7797722760
2005-02-01,7870671720
2005-02-02,7831591920
2005-02-03,7711747200
2005-02-04,7815960000
2005-02-07,7735195080
2005-02-08,7667456760
2005-02-09,7670062080
2005-02-10,7756037640
2005-02-11,7935804720
2005-02-14,7943620680
2005-02-15,8008753680
2005-02-16,8000937720
2005-02-17,7961857920
2005-02-18,7925383440
2005-02-22,7828986600
2005-02-23,7789906800
2005-02-24,7821170640
2005-02-25,7982700480
2005-02-28,7998332400
2005-03-01,8157256920
2005-03-02,8146835640
2005-03-03,8076492000
2005-03-04,8180704800
2005-03-07,8201547360
2005-03-08,8245837800
2005-03-09,8178099480
2005-03-10,8154651600
2005-03-11,7956647280
2005-03-14,8097334560
2005-03-15,8008753680
2005-03-16,7998332400
2005-03-17,7985305800
2005-03-18,8071281360
2005-03-21,8029596240
2005-03-22,7789906800
2005-03-23,7696115280
2005-03-24,7727379120
2005-03-28,7774274880
2005-03-29,7644008880
2005-03-30,7748221680
2005-03-31,7708414700
2005-04-01,7630525700
2005-04-04,7734377700
2005-04-05,7695433200
2005-04-06,7666873900
2005-04-07,7653892400
2005-04-08,7607159000
2005-04-11,7492921800
2005-04-12,7513692200
2005-04-13,7404647600
2005-04-14,7339740100
2005-04-15,7183962100
2005-04-18,7199539900
2005-04-19,7300795600
2005-04-20,7178769500
2005-04-21,7311180800
2005-04-22,7134632400
2005-04-25,7290410400
2005-04-26,7267043700
2005-04-27,7277428900
2005-04-28,7116458300
2005-04-29,7163191700
2005-05-02,7157999100
2005-05-03,7267043700
2005-05-04,7433206900
2005-05-05,7459169900
2005-05-06,7417629100
2005-05-09,7453977300
2005-05-10,7389069800
2005-05-11,7503307000
2005-05-12,7394262400
2005-05-13,7313777100
2005-05-16,7518884800
2005-05-17,7565618200
2005-05-18,7674662800
2005-05-19,7723992500
2005-05-20,7729185100
2005-05-23,7752551800
2005-05-24,7695433200
2005-05-25,7573407100
2005-05-26,7666873900
2005-05-27,7705818400
2005-05-31,7744762900
2005-06-01,7760340700
2005-06-02,7833037100
2005-06-03,7778514800
2005-06-06,7833037100
2005-06-07,7851211200
2005-06-08,7812266700
2005-06-09,7929100200
2005-06-10,7903137200
2005-06-13,7887559400
2005-06-14,7916118700
2005-06-15,7910926100
2005-06-16,7936889100
2005-06-17,7949870600
2005-06-20,7916118700
2005-06-21,7905733500
2005-06-22,7934292800
2005-06-23,7788900000
2005-06-24,7949870600
2005-06-27,7942081700
2005-06-28,8144593100
2005-06-29,8144593100
2005-06-30,8138375600
2005-07-01,8138375600
2005-07-05,8208578840
2005-07-06,8252780880
2005-07-07,8255381000
2005-07-08,8333384599
2005-07-11,8390587240
2005-07-12,8497192160
2005-07-13,8489391800
2005-07-14,8528393599
2005-07-15,8546594439
2005-07-18,8595996720
2005-07-19,8744203560
2005-07-20,8689601040
2005-07-21,8637598640
2005-07-22,8676600440
2005-07-25,8645399000
2005-07-26,8616797680
2005-07-27,8608997320
2005-07-28,8697401400
2005-07-29,8627198160
2005-08-01,8697401400
2005-08-02,8765004520
2005-08-03,8804006320
2005-08-04,8624598040
2005-08-05,8494592040
2005-08-08,8499792279
2005-08-09,8543994320
2005-08-10,8567395400
2005-08-11,8616797680
2005-08-12,8533593840
2005-08-15,8520593240
2005-08-16,8320384000
2005-08-17,8354185560
2005-08-18,8317783880
2005-08-19,8309983520
2005-08-22,8361985919
2005-08-23,8289182560
2005-08-24,8330784480
2005-08-25,8369786279
2005-08-26,8343785080
2005-08-29,8320384000
2005-08-30,8159176560
2005-08-31,8190378000
2005-09-01,8226779680
2005-09-02,8182577640
2005-09-06,8268381600
2005-09-07,8242380400
2005-09-08,8195578240
2005-09-09,8239780280
2005-09-12,8315183760
2005-09-13,8247580640
2005-09-14,8187777880
2005-09-15,8208578840
2005-09-16,8317783880
2005-09-19,8268381600
2005-09-20,8380186759
2005-09-21,8065572240
2005-09-22,8164376800
2005-09-23,8177377400
2005-09-26,8190378000
2005-09-27,8224179560
2005-09-28,8234580040
2005-09-29,8416588439
2005-09-30,8620579500
2005-10-03,8612658600
2005-10-04,8533449600
2005-10-05,8443679400
2005-10-06,8430477900
2005-10-07,8345988300
2005-10-10,8406715200
2005-10-11,8272059900
2005-10-12,8092519500
2005-10-13,8039713500
2005-10-14,8192850900
2005-10-17,8187570300
2005-10-18,8132124000
2005-10-19,8375031600
2005-10-20,8295822600
2005-10-21,8335427100
2005-10-24,8586255600
2005-10-25,8546651099
2005-10-26,8559852600
2005-10-27,8501766000
2005-10-28,8551931700
2005-10-31,8649622800
2005-11-01,8715630300
2005-11-02,8829163200
2005-11-03,8858206500
2005-11-04,8881969200
2005-11-07,8926854300
2005-11-08,8918933400
2005-11-09,8990221500
2005-11-10,9180323100
2005-11-11,9212006700
2005-11-14,9222567900
2005-11-15,9127517100
2005-11-16,9175042500
2005-11-17,9336100800
2005-11-18,9373065000
2005-11-21,9478677000
2005-11-22,9476036700
2005-11-23,9552605400
2005-11-25,9750627900
2005-11-28,9634454700
2005-11-29,9613332300
2005-11-30,9499799400
2005-12-01,9552605400
2005-12-02,9642375600
2005-12-05,9645015900
2005-12-06,9589569600
2005-12-07,9576368100
2005-12-08,9602771100
2005-12-09,9684620400
2005-12-12,9708383100
2005-12-13,9784951800
2005-12-14,9866801100
2005-12-15,9861520500
2005-12-16,9835117500
2005-12-19,9700462200
2005-12-20,9552605400
2005-12-21,9573727800
2005-12-22,9594850200
2005-12-23,9676699500
2005-12-27,9571087500
2005-12-28,9576368100
2005-12-29,9513000900
2005-12-30,9510360600
2006-01-03,9636000000
2006-01-04,9678240000
2006-01-05,9670320000
2006-01-06,9749520000
2006-01-09,9881520000
2006-01-10,9844560000
2006-01-11,10087440000
2006-01-12,10058400000
2006-01-13,10032000000
2006-01-17,9905280000
2006-01-18,10034640000
2006-01-19,10124400000
2006-01-20,9981840000
2006-01-23,10055760000
2006-01-24,10145520000
2006-01-25,10190400000
2006-01-26,10441200000
2006-01-27,10311840000
2006-01-30,10153440000
2006-01-31,10087440000
2006-02-01,10113840000
2006-02-02,10140240000
2006-02-03,10090080000
2006-02-06,10071600000
2006-02-07,9844560000
2006-02-08,9900000000
2006-02-09,9852480000
2006-02-10,9823440000
2006-02-13,9757440000
2006-02-14,9923760000
2006-02-15,9997680000
2006-02-16,10079520000
2006-02-17,10079520000
2006-02-21,9955440000
2006-02-22,10108560000
2006-02-23,10124400000
2006-02-24,10127040000
2006-02-27,10195680000
2006-02-28,10134960000
2006-03-01,10195680000
2006-03-02,10230000000
2006-03-03,10145520000
2006-03-06,10045200000
2006-03-07,10013520000
2006-03-08,9944880000
2006-03-09,9952800000
2006-03-10,10021440000
2006-03-13,9936960000
2006-03-14,10116480000
2006-03-15,10124400000
2006-03-16,10243200000
2006-03-17,10266960000
2006-03-20,10134960000
2006-03-21,10008240000
2006-03-22,10061040000
2006-03-23,9929040000
2006-03-24,9923760000
2006-03-27,9900000000
2006-03-28,9720480000
2006-03-29,9847200000
2006-03-30,9810240000
2006-03-31,10356328000
2006-04-03,10467544000
2006-04-04,10835616000
2006-04-05,10801192000
2006-04-06,10830320000
2006-04-07,10676736000
2006-04-10,10822376000
2006-04-11,10655552000
2006-04-12,10687328000
2006-04-13,10724400000
2006-04-17,10827672000
2006-04-18,11007736000
2006-04-19,11023624000
2006-04-20,11105712000
2006-04-21,11071288000
2006-04-24,11079232000
2006-04-25,11058048000
2006-04-26,11386400000
2006-04-27,11248704000
2006-04-28,11148080000
2006-05-01,10838264000
2006-05-02,10923000000
2006-05-03,10851504000
2006-05-04,10917704000
2006-05-05,11055400000
2006-05-08,11026272000
2006-05-09,10981256000
2006-05-10,10930944000
2006-05-11,10687328000
2006-05-12,10449008000
2006-05-15,10496672000
2006-05-16,10396048000
2006-05-17,10147136000
2006-05-18,10051808000
2006-05-19,10276888000
2006-05-22,10303368000
2006-05-23,10290128000
2006-05-24,10287480000
2006-05-25,10403992000
2006-05-26,10520504000
2006-05-30,10329848000
2006-05-31,10472840000
2006-06-01,10520504000
2006-06-02,10716456000
2006-06-05,10332496000
2006-06-06,10292776000
2006-06-07,10239816000
2006-06-08,10258352000
2006-06-09,10258352000
2006-06-12,10094176000
2006-06-13,9696976000
2006-06-14,9551336000
2006-06-15,9956480000
2006-06-16,9914112000
2006-06-19,9816136000
2006-06-20,9837320000
2006-06-21,9993552000
2006-06-22,9919408000
2006-06-23,9728752000
2006-06-26,9710216000
2006-06-27,9609592000
2006-06-28,9583112000
2006-06-29,9874392000
2006-06-30,9917563000
2006-07-03,9972646000
2006-07-05,9778544000
2006-07-06,9804774000
2006-07-07,9754937000
2006-07-10,9831004000
2006-07-11,9728707000
2006-07-12,9581819000
2006-07-13,9429685000
2006-07-14,9295912000
2006-07-17,9340503000
2006-07-18,9243452000
2006-07-19,9684116000
2006-07-20,9516244000
2006-07-21,9398209000
2006-07-24,9699854000
2006-07-25,9760183000
2006-07-26,9718215000
2006-07-27,10237569000
2006-07-28,10602166000
2006-07-31,10835613000
2006-08-01,10749054000
2006-08-02,10709709000
2006-08-03,10728070000
2006-08-04,10885450000
2006-08-07,10788399000
2006-08-08,10822498000
2006-08-09,10864466000
2006-08-10,11069060000
2006-08-11,11100536000
2006-08-14,11118897000
2006-08-15,11493986000
2006-08-16,11543823000
2006-08-17,11528085000
2006-08-18,11525462000
2006-08-21,11375951000
2006-08-22,11480871000
2006-08-23,11457264000
2006-08-24,11202833000
2006-08-25,11163488000
2006-08-28,11307753000
2006-08-29,11333983000
2006-08-30,11394312000
2006-08-31,11556938000
2006-09-01,11646120000
2006-09-05,11648743000
2006-09-06,11591037000
2006-09-07,11491363000
2006-09-08,11580545000
2006-09-11,11635628000
2006-09-12,11981864000
2006-09-13,12157605000
2006-09-14,12280886000
2006-09-15,12446135000
2006-09-18,12186458000
2006-09-19,12231049000
2006-09-20,12488103000
2006-09-21,12443512000
2006-09-22,12314985000
2006-09-25,12412036000
2006-09-26,12430397000
2006-09-27,12519579000
2006-09-28,12511710000
2006-09-29,12551055000
2006-10-02,12630386000
2006-10-03,12497686000
2006-10-04,12603846000
2006-10-05,12821474000
2006-10-06,12646310000
2006-10-09,12643656000
2006-10-10,12630386000
2006-10-11,12481762000
2006-10-12,12622424000
2006-10-13,12638348000
2006-10-16,12731238000
2006-10-17,12582614000
2006-10-18,12755124000
2006-10-19,12715314000
2006-10-20,12688774000
2006-10-23,12739200000
2006-10-24,12752470000
2006-10-25,12269442000
2006-10-26,12290674000
2006-10-27,12423374000
2006-10-30,12428682000
2006-10-31,12556074000
2006-11-01,12258826000
2006-11-02,12142050000
2006-11-03,12025274000
2006-11-06,12221670000
2006-11-07,12165936000
2006-11-08,12128780000
2006-11-09,11836840000
2006-11-10,11916460000
2006-11-13,11911152000
2006-11-14,11964232000
2006-11-15,12025274000
2006-11-16,12160628000
2006-11-17,11921768000
2006-11-20,11993426000
2006-11-21,11900536000
2006-11-22,11858072000
2006-11-24,11682908000
2006-11-27,11335234000
2006-11-28,11531630000
2006-11-29,11640444000
2006-11-30,11499782000
2006-12-01,11505090000
2006-12-04,11823570000
2006-12-05,11860726000
2006-12-06,11850110000
2006-12-07,11797030000
2006-12-08,11892574000
2006-12-11,11834186000
2006-12-12,11844802000
2006-12-13,11759874000
2006-12-14,11786414000
2006-12-15,11810300000
2006-12-18,11807646000
2006-12-19,11685562000
2006-12-20,11534284000
2006-12-21,11672292000
2006-12-22,11624520000
2006-12-26,11629828000
2006-12-27,11738642000
2006-12-28,11619212000
2006-12-29,11616558000
2007-01-03,12142050000
2007-01-04,12248210000
2007-01-05,12224324000
2007-01-08,12447260000
2007-01-09,12497686000
2007-01-10,12569344000
2007-01-11,12816166000
2007-01-12,12887824000
2007-01-16,12755124000
2007-01-17,12805550000
2007-01-18,12654272000
2007-01-19,12646310000
2007-01-22,12582614000
2007-01-23,12564036000
2007-01-24,12901094000
2007-01-25,12556074000
2007-01-26,12680812000
2007-01-29,12556074000
2007-01-30,12707352000
2007-01-31,12733892000
2007-02-01,12808204000
2007-02-02,12680812000
2007-02-05,12768394000
2007-02-06,13023178000
2007-02-07,13086874000
2007-02-08,13280616000
2007-02-09,13068296000
2007-02-12,12890478000
2007-02-13,12996638000
2007-02-14,13163840000
2007-02-15,13198342000
2007-02-16,13163840000
2007-02-20,13203650000
2007-02-21,13177110000
2007-02-22,13124030000
2007-02-23,12855976000
2007-02-26,12736546000
2007-02-27,12142050000
2007-02-28,12357024000
2007-03-01,12295982000
2007-03-02,12168590000
2007-03-05,11836840000
2007-03-06,12213708000
2007-03-07,12099586000
2007-03-08,12290674000
2007-03-09,12282712000
2007-03-12,12399488000
2007-03-13,12197784000
2007-03-14,12309252000
2007-03-15,12362332000
2007-03-16,12258826000
2007-03-19,12346408000
2007-03-20,12479108000
2007-03-21,13009908000
2007-03-22,12898440000
2007-03-23,12932942000
2007-03-26,12850668000
2007-03-27,12768394000
2007-03-28,12577306000
2007-03-29,12553420000
2007-03-30,12524226000
2007-04-02,12537496000
2007-04-03,12810858000
2007-04-04,12879862000
2007-04-05,12861284000
2007-04-09,12924980000
2007-04-10,12893132000
2007-04-11,12808204000
2007-04-12,12898440000
2007-04-13,12991330000
2007-04-16,13312464000
2007-04-17,13360236000
2007-04-18,13524784000
2007-04-19,13341658000
2007-04-20,13530092000
2007-04-23,13540708000
2007-04-24,13601750000
2007-04-25,13415970000
2007-04-26,13275308000
2007-04-27,13230190000
2007-04-30,13185072000
2007-05-01,13139954000
2007-05-02,13129338000
2007-05-03,13105452000
2007-05-04,13317772000
2007-05-07,13267346000
2007-05-08,13200996000
2007-05-09,13405354000
2007-05-10,13185072000
2007-05-11,13365544000
2007-05-14,13110760000
2007-05-15,12999292000
2007-05-16,13134646000
2007-05-17,12972752000
2007-05-18,13174456000
2007-05-21,13139954000
2007-05-22,13070950000
2007-05-23,13309810000
2007-05-24,13025832000
2007-05-25,13001946000
2007-05-29,13047064000
2007-05-30,13415970000
2007-05-31,13628290000
2007-06-01,13792838000
2007-06-04,13755682000
2007-06-05,13713218000
2007-06-06,13622982000
2007-06-07,13254076000
2007-06-08,13331042000
2007-06-11,13508860000
2007-06-12,13251422000
2007-06-13,13646868000
2007-06-14,13837956000
2007-06-15,14180322000
2007-06-18,14169706000
2007-06-19,14164398000
2007-06-20,13978618000
2007-06-21,14055584000
2007-06-22,13768952000
2007-06-25,13543362000
2007-06-26,13715872000
2007-06-27,13803454000
2007-06-28,13973310000
2007-06-29,13771606000
2007-07-02,14066008000
2007-07-03,14145268000
2007-07-05,14015810000
2007-07-06,14171688000
2007-07-09,14147910000
2007-07-10,13484768000
2007-07-11,13476842000
2007-07-12,13955044000
2007-07-13,14084502000
2007-07-16,14250948000
2007-07-17,14586482000
2007-07-18,14243022000
2007-07-19,14364554000
2007-07-20,14023736000
2007-07-23,14092428000
2007-07-24,13585164000
2007-07-25,13669708000
2007-07-26,13387014000
2007-07-27,12966936000
2007-07-30,13217926000
2007-07-31,13772746000
2007-08-01,13368520000
2007-08-02,13178296000
2007-08-03,12784638000
2007-08-06,13865216000
2007-08-07,14385690000
2007-08-08,15022412000
2007-08-09,13981464000
2007-08-10,13344742000
2007-08-13,13265482000
2007-08-14,12951084000
2007-08-15,12774070000
2007-08-16,13143950000
2007-08-17,13725190000
2007-08-20,13709338000
2007-08-21,13878426000
2007-08-22,13981464000
2007-08-23,13595732000
2007-08-24,13888994000
2007-08-27,13645930000
2007-08-28,12914096000
2007-08-29,13387014000
2007-08-30,13215284000
2007-08-31,13558744000
2007-09-04,13775388000
2007-09-05,13254914000
2007-09-06,13215284000
2007-09-07,13027702000
2007-09-10,13268124000
2007-09-11,13566670000
2007-09-12,13513830000
2007-09-13,14039588000
2007-09-14,13994674000
2007-09-17,13727832000
2007-09-18,14604976000
2007-09-19,14618186000
2007-09-20,14240380000
2007-09-21,14232454000
2007-09-24,14219244000
2007-09-25,14324924000
2007-09-26,14427962000
2007-09-27,14663100000
2007-09-28,14713298000
2007-10-01,15121026000
2007-10-02,15204770000
2007-10-03,14901198000
2007-10-04,14822688000
2007-10-05,15102707000
2007-10-08,15024197000
2007-10-09,15317301000
2007-10-10,15230940000
2007-10-11,15191685000
2007-10-12,15327769000
2007-10-15,14867177000
2007-10-16,14707540000
2007-10-17,14642115000
2007-10-18,14702306000
2007-10-19,14137034000
2007-10-22,14312373000
2007-10-23,15369641000
2007-10-24,15555448000
2007-10-25,15730787000
2007-10-26,16149507000
2007-10-29,16421675000
2007-10-30,16445228000
2007-10-31,16811607999
2007-11-01,16343165000
2007-11-02,16413824000
2007-11-05,16348399000
2007-11-06,16722630000
2007-11-07,15660128000
2007-11-08,15864254000
2007-11-09,15335620000
2007-11-12,15594703000
2007-11-13,16636269000
2007-11-14,16845629000
2007-11-15,16610099000
2007-11-16,16931990000
2007-11-19,16170443000
2007-11-20,15916594000
2007-11-21,14943070000
2007-11-23,15453385000
2007-11-26,14733710000
2007-11-27,15136728000
2007-11-28,15984636000
2007-11-29,15751723000
2007-11-30,16089316000
2007-12-03,15709851000
2007-12-04,15853786000
2007-12-05,16332697000
2007-12-06,16843012000
2007-12-07,16442611000
2007-12-10,16678141000
2007-12-11,15955849000
2007-12-12,16345782000
2007-12-13,16657205000
2007-12-14,16356250000
2007-12-17,15830233000
2007-12-18,15824999000
2007-12-19,15869488000
2007-12-20,15615639000
2007-12-21,16013423000
2007-12-24,16487100000
2007-12-26,16293442000
2007-12-27,15762191000
2007-12-28,15749106000
2007-12-31,15932296000
2008-01-02,15390577000
2008-01-03,15424598000
2008-01-04,14401351000
2008-01-07,14194608000
2008-01-08,13430444000
2008-01-09,13192297000
2008-01-10,13705229000
2008-01-11,13624102000
2008-01-14,13891036000
2008-01-15,13045745000
2008-01-16,12844236000
2008-01-17,12435984000
2008-01-18,12493558000
2008-01-22,13003873000
2008-01-23,13681676000
2008-01-24,14100396000
2008-01-25,13611017000
2008-01-28,13681676000
2008-01-29,13828228000
2008-01-30,13401657000
2008-01-31,13239403000
2008-02-01,13637187000
2008-02-04,13558677000
2008-02-05,12917512000
2008-02-06,12891342000
2008-02-07,13289126000
2008-02-08,13014341000
2008-02-11,12909661000
2008-02-12,13121638000
2008-02-13,13242020000
2008-02-14,12935831000
2008-02-15,12883491000
2008-02-19,12681982000
2008-02-20,13030043000
2008-02-21,12776194000
2008-02-22,12954150000
2008-02-25,13336232000
2008-02-26,13783739000
2008-02-27,14194608000
2008-02-28,13802058000
2008-02-29,13223701000
2008-03-03,13079766000
2008-03-04,13016958000
2008-03-05,12844236000
2008-03-06,12443835000
2008-03-07,12391495000
2008-03-10,11781734000
2008-03-11,13066681000
2008-03-12,12645344000
2008-03-13,12449069000
2008-03-14,12114093000
2008-03-17,12048668000
2008-03-18,12857321000
2008-03-19,12608706000
2008-03-20,13249871000
2008-03-24,13647655000
2008-03-25,13966929000
2008-03-26,13490635000
2008-03-27,13153042000
2008-03-28,12799747000
2008-03-31,12980000000
2008-04-01,14117048000
2008-04-02,14254636000
2008-04-03,14210504000
2008-04-04,14104068000
2008-04-07,14249444000
2008-04-08,14163776000
2008-04-09,13717264000
2008-04-10,13763992000
2008-04-11,13327864000
2008-04-14,13089032000
2008-04-15,13237004000
2008-04-16,13623808000
2008-04-17,13953500000
2008-04-18,14122240000
2008-04-21,13950904000
2008-04-22,13771780000
2008-04-23,13987248000
2008-04-24,15638304000
2008-04-25,15461776000
2008-04-28,15721376000
2008-04-29,15451392000
2008-04-30,15202176000
2008-05-01,16032896000
2008-05-02,16006936000
2008-05-05,15978380000
2008-05-06,16383356000
2008-05-07,15625324000
2008-05-08,15583788000
2008-05-09,15698012000
2008-05-12,16321052000
2008-05-13,16144524000
2008-05-14,16066644000
2008-05-15,16500176000
2008-05-16,16108180000
2008-05-19,16061452000
2008-05-20,15607152000
2008-05-21,15033436000
2008-05-22,15261884000
2008-05-23,14916616000
2008-05-27,15207368000
2008-05-28,15142468000
2008-05-29,15469564000
2008-05-30,15036032000
2008-06-02,14823160000
2008-06-03,15171024000
2008-06-04,15150256000
2008-06-05,15993956000
2008-06-06,15152852000
2008-06-09,14958152000
2008-06-10,15269672000
2008-06-11,14737492000
2008-06-12,15526676000
2008-06-13,16310668000
2008-06-16,16248364000
2008-06-17,15713588000
2008-06-18,15897904000
2008-06-19,16188656000
2008-06-20,15464372000
2008-06-23,15261884000
2008-06-24,15238520000
2008-06-25,15300824000
2008-06-26,14708936000
2008-06-27,14667400000
2008-06-30,14608789000
2008-07-01,14163825000
2008-07-02,13739557000
2008-07-03,13625729000
2008-07-07,13206635000
2008-07-08,14065519000
2008-07-09,13312702000
2008-07-10,13568815000
2008-07-11,13136786000
2008-07-14,12671126000
2008-07-15,12218401000
2008-07-16,13379964000
2008-07-17,14132781000
2008-07-18,14161238000
2008-07-21,14018953000
2008-07-22,14691573000
2008-07-23,15327975000
2008-07-24,14489787000
2008-07-25,14647594000
2008-07-28,14179347000
2008-07-29,15340910000
2008-07-30,15589262000
2008-07-31,15483195000
2008-08-01,15457325000
2008-08-04,15395237000
2008-08-05,16026465000
2008-08-06,16016117000
2008-08-07,15105493000
2008-08-08,15653937000
2008-08-11,15886767000
2008-08-12,15369367000
2008-08-13,15040818000
2008-08-14,15630654000
2008-08-15,15599610000
2008-08-18,15149472000
2008-08-19,14751074000
2008-08-20,15022709000
2008-08-21,15069275000
2008-08-22,15258126000
2008-08-25,14756248000
2008-08-26,14776944000
2008-08-27,14952860000
2008-08-28,15522000000
2008-08-29,15356432000
2008-09-02,15338323000
2008-09-03,15490956000
2008-09-04,14766596000
2008-09-05,15097732000
2008-09-08,16013530000
2008-09-09,15027883000
2008-09-10,15043405000
2008-09-11,15025296000
2008-09-12,14859728000
2008-09-15,13964626000
2008-09-16,15079623000
2008-09-17,13832689000
2008-09-18,15330562000
2008-09-19,16818087000
2008-09-22,14981317000
2008-09-23,14422525000
2008-09-24,15185690000
2008-09-25,15002013000
2008-09-26,15762591000
2008-09-29,12935000000
2008-09-30,13717534000
2008-10-01,14184916000
2008-10-02,13004968000
2008-10-03,12739352000
2008-10-06,13326772000
2008-10-07,11998692000
2008-10-08,11761170000
2008-10-09,10216000000
2008-10-10,10213446000
2008-10-13,11288680000
2008-10-14,11117562000
2008-10-15,9385950000
2008-10-16,10218554000
2008-10-17,10080638000
2008-10-20,10249202000
2008-10-21,9403828000
2008-10-22,8364350000
2008-10-23,7907184000
2008-10-24,8037438000
2008-10-27,8172800000
2008-10-28,9385950000
2008-10-29,9592824000
2008-10-30,9899304000
2008-10-31,10098516000
2008-11-03,10019342000
2008-11-04,10721692000
2008-11-05,9705200000
2008-11-06,9013066000
2008-11-07,9278682000
2008-11-10,9028390000
2008-11-11,8443524000
2008-11-12,8139598000
2008-11-13,8323486000
2008-11-14,8047654000
2008-11-17,7396384000
2008-11-18,7465342000
2008-11-19,6742560000
2008-11-20,6418202000
2008-11-21,7105228000
2008-11-24,7774376000
2008-11-25,7669662000
2008-11-26,8466510000
2008-11-28,8737234000
2008-12-01,7240590000
2008-12-02,7587934000
2008-12-03,7963372000
2008-12-04,8045100000
2008-12-05,8890474000
2008-12-08,9357856000
2008-12-09,8716802000
2008-12-10,8795976000
2008-12-11,8119166000
2008-12-12,8027222000
2008-12-15,7983804000
2008-12-16,8637628000
2008-12-17,8601872000
2008-12-18,8272406000
2008-12-19,8497158000
2008-12-22,8277513999
2008-12-23,8068086000
2008-12-24,8257082000
2008-12-26,8188124000
2008-12-29,7988912000
2008-12-30,8535468000
2008-12-31,9051376000
2009-01-02,9296560000
2009-01-05,9452354000
2009-01-06,9322100000
2009-01-07,8706586000
2009-01-08,8686154000
2009-01-09,8124274000
2009-01-12,7856104000
2009-01-13,7935278000
2009-01-14,7416816000
2009-01-15,7250806000
2009-01-16,7480666000
2009-01-20,6888138000
2009-01-21,7572610000
2009-01-22,7192064000
2009-01-23,7646676000
2009-01-26,7465342000
2009-01-27,7593042000
2009-01-28,8530360000
2009-01-29,7623690000
2009-01-30,7043932000
2009-02-02,7038824000
2009-02-03,6785978000
2009-02-04,6857490000
2009-02-05,6877922000
2009-02-06,7360628000
2009-02-09,7424478000
2009-02-10,6747668000
2009-02-11,6982636000
2009-02-12,7015838000
2009-02-13,6814072000
2009-02-17,6362014000
2009-02-18,6438634000
2009-02-19,6175572000
2009-02-20,6231760000
2009-02-23,5787364000
2009-02-24,6385000000
2009-02-25,6206220000
2009-02-26,6050426000
2009-02-27,5807796000
2009-03-02,5539626000
2009-03-03,5463006000
2009-03-04,5687758000
2009-03-05,5365954000
2009-03-06,5381278000
2009-03-09,5406818000
2009-03-10,6300718000
2009-03-11,6395216000
2009-03-12,6742560000
2009-03-13,6755330000
2009-03-16,6367122000
2009-03-17,6724682000
2009-03-18,7253360000
2009-03-19,6474390000
2009-03-20,6354352000
2009-03-23,7508760000
2009-03-24,6801302000
2009-03-25,7202280000
2009-03-26,7669662000
2009-03-27,7437248000
2009-03-30,6990298000
2009-03-31,7365072000
2009-04-01,7411008000
2009-04-02,7870368000
2009-04-03,8227648000
2009-04-06,7952032000
2009-04-07,7367624000
2009-04-08,7525848000
2009-04-09,8587480000
