,BWA
2004-10-01,2245754800
2004-10-04,2245754800
2004-10-05,2229955520
2004-10-06,2184814720
2004-10-07,2148702080
2004-10-08,2144188000
2004-10-11,2144188000
2004-10-12,2139673920
2004-10-13,2090019040
2004-10-14,1999737439
2004-10-15,2035850080
2004-10-18,2022307840
2004-10-19,1995223360
2004-10-20,1983938159
2004-10-21,1990709280
2004-10-22,2015536720
2004-10-25,2148702080
2004-10-26,2259297040
2004-10-27,2333779360
2004-10-28,2336036400
2004-10-29,2302180800
2004-11-01,2324751200
2004-11-02,2331522320
2004-11-03,2374406080
2004-11-04,2408261680
2004-11-05,2460173600
2004-11-08,2471458800
2004-11-09,2478229920
2004-11-10,2475972880
2004-11-11,2523370720
2004-11-12,2539170000
2004-11-15,2530141840
2004-11-16,2500800320
2004-11-17,2523370720
2004-11-18,2523370720
2004-11-19,2457916560
2004-11-22,2503057360
2004-11-23,2514342560
2004-11-24,2541427040
2004-11-26,2548198160
2004-11-29,2532398880
2004-11-30,2485001040
2004-12-01,2525627760
2004-12-02,2503057360
2004-12-03,2523370720
2004-12-06,2469201760
2004-12-07,2428575040
2004-12-08,2462430640
2004-12-09,2485001040
2004-12-10,2453402480
2004-12-13,2466944720
2004-12-14,2471458800
2004-12-15,2539170000
2004-12-16,2527884800
2004-12-17,2548198160
2004-12-20,2536912960
2004-12-21,2609138240
2004-12-22,2618166400
2004-12-23,2606881200
2004-12-27,2629451600
2004-12-28,2679106480
2004-12-29,2681363520
2004-12-30,2685877600
2004-12-31,2688134640
2005-01-03,2633965680
2005-01-04,2582053760
2005-01-05,2541427040
2005-01-06,2561740400
2005-01-07,2552712240
2005-01-10,2552712240
2005-01-11,2550455200
2005-01-12,2575282640
2005-01-13,2645250880
2005-01-14,2672335360
2005-01-18,2681363520
2005-01-19,2676849440
2005-01-20,2629451600
2005-01-21,2584310800
2005-01-24,2606881200
2005-01-25,2620423440
2005-01-26,2618166400
2005-01-27,2633965680
2005-01-28,2622680480
2005-01-31,2665564240
2005-02-01,2694905760
2005-02-02,2685877600
2005-02-03,2642993840
2005-02-04,2611395280
2005-02-07,2663307200
2005-02-08,2670078320
2005-02-09,2593338960
2005-02-10,2620423440
2005-02-11,2633965680
2005-02-14,2618166400
2005-02-15,2638479760
2005-02-16,2638479760
2005-02-17,2620423440
2005-02-18,2622680480
2005-02-22,2550455200
2005-02-23,2615909360
2005-02-24,2615909360
2005-02-25,2618166400
2005-02-28,2618166400
2005-03-01,2683620560
2005-03-02,2647507920
2005-03-03,2645250880
2005-03-04,2597853040
2005-03-07,2600110080
2005-03-08,2568511520
2005-03-09,2577539680
2005-03-10,2575282640
2005-03-11,2609138240
2005-03-14,2633965680
2005-03-15,2627194560
2005-03-16,2543684080
2005-03-17,2523370720
2005-03-18,2505314400
2005-03-21,2518856640
2005-03-22,2514342560
2005-03-23,2469201760
2005-03-24,2460173600
2005-03-28,2439860240
2005-03-29,2394719440
2005-03-30,2417289840
2005-03-31,2418456800
2005-04-01,2400374880
2005-04-04,2402635120
2005-04-05,2438798960
2005-04-06,2465921840
2005-04-07,2474962800
2005-04-08,2456880880
2005-04-11,2357430320
2005-04-12,2294143600
2005-04-13,2325786960
2005-04-14,2287362880
2005-04-15,2257979760
2005-04-18,2312225520
2005-04-19,2366471280
2005-04-20,2319006240
2005-04-21,2389073680
2005-04-22,2319006240
2005-04-25,2280582160
2005-04-26,2273801440
2005-04-27,2264760480
2005-04-28,2248938800
2005-04-29,2271541200
2005-05-02,2341608640
2005-05-03,2380032720
2005-05-04,2549550720
2005-05-05,2481743520
2005-05-06,2495304960
2005-05-09,2542770000
2005-05-10,2515647120
2005-05-11,2522427840
2005-05-12,2436538720
2005-05-13,2422977280
2005-05-16,2472702560
2005-05-17,2470442320
2005-05-18,2551810960
2005-05-19,2545030240
2005-05-20,2601536240
2005-05-23,2642220560
2005-05-24,2606056720
2005-05-25,2608316960
2005-05-26,2660302480
2005-05-27,2658042240
2005-05-31,2658042240
2005-06-01,2682904880
2005-06-02,2637700080
2005-06-03,2619618160
2005-06-06,2615097680
2005-06-07,2630919360
2005-06-08,2635439840
2005-06-09,2617357920
2005-06-10,2685165120
2005-06-13,2730369920
2005-06-14,2703247040
2005-06-15,2687425360
2005-06-16,2719068720
2005-06-17,2691945840
2005-06-20,2689685600
2005-06-21,2714548240
2005-06-22,2660302480
2005-06-23,2628659120
2005-06-24,2542770000
2005-06-27,2513386880
2005-06-28,2574413360
2005-06-29,2642220560
2005-06-30,2681479200
2005-07-01,2697386280
2005-07-05,2736017760
2005-07-06,2826915360
2005-07-07,2849639760
2005-07-08,2867819280
2005-07-11,2883726360
2005-07-12,2870091720
2005-07-13,2851912200
2005-07-14,2883726360
2005-07-15,2874636600
2005-07-18,2888271240
2005-07-19,2974623960
2005-07-20,2976896400
2005-07-21,2945082240
2005-07-22,2965534200
2005-07-25,2915540520
2005-07-26,2917812960
2005-07-27,2910995640
2005-07-28,2931447600
2005-07-29,2906450760
2005-08-01,2901905880
2005-08-02,2910995640
2005-08-03,2892816120
2005-08-04,2856457080
2005-08-05,2826915360
2005-08-08,2845094880
2005-08-09,2888271240
2005-08-10,2870091720
2005-08-11,2908723200
2005-08-12,2908723200
2005-08-15,2933720040
2005-08-16,2990531040
2005-08-17,2985986160
2005-08-18,2935992480
2005-08-19,2967806640
2005-08-22,2985986160
2005-08-23,2949627120
2005-08-24,2940537360
2005-08-25,3013255440
2005-08-26,2976896400
2005-08-29,2951899560
2005-08-30,2929175160
2005-08-31,2922357840
2005-09-01,2910995640
2005-09-02,2908723200
2005-09-06,2904178320
2005-09-07,2922357840
2005-09-08,2881453920
2005-09-09,2879181480
2005-09-12,2892816120
2005-09-13,2888271240
2005-09-14,2879181480
2005-09-15,2826915360
2005-09-16,2820098040
2005-09-19,2772376800
2005-09-20,2726928000
2005-09-21,2779194120
2005-09-22,2786011440
2005-09-23,2806463400
2005-09-26,2822370480
2005-09-27,2847367320
2005-09-28,2826915360
2005-09-29,2817825600
2005-09-30,2840752080
2005-10-03,2849901040
2005-10-04,2815592440
2005-10-05,2772134880
2005-10-06,2797294520
2005-10-07,2831603120
2005-10-10,2728677320
2005-10-11,2788145560
2005-10-12,2801869000
2005-10-13,2847613800
2005-10-14,2845326560
2005-10-17,2891071360
2005-10-18,2868198960
2005-10-19,2849901040
2005-10-20,2820166920
2005-10-21,2765273160
2005-10-24,2865911720
2005-10-25,2865911720
2005-10-26,2891071360
2005-10-27,2829315880
2005-10-28,2868198960
2005-10-31,2916231000
2005-11-01,2911656520
2005-11-02,3003146120
2005-11-03,2959688560
2005-11-04,2952826840
2005-11-07,2991709920
2005-11-08,2996284400
2005-11-09,2952826840
2005-11-10,2939103400
2005-11-11,2984848200
2005-11-14,2984848200
2005-11-15,2952826840
2005-11-16,2929954440
2005-11-17,2961975800
2005-11-18,3005433360
2005-11-21,3071763320
2005-11-22,3071763320
2005-11-23,3092348480
2005-11-25,3099210200
2005-11-28,3051178160
2005-11-29,3032880240
2005-11-30,3016869560
2005-12-01,3055752640
2005-12-02,2996284400
2005-12-05,2998571640
2005-12-06,2989422680
2005-12-07,2968837520
2005-12-08,3005433360
2005-12-09,3026018520
2005-12-12,3048890920
2005-12-13,3071763320
2005-12-14,3039741960
2005-12-15,3019156800
2005-12-16,3023731280
2005-12-19,2959688560
2005-12-20,2955114080
2005-12-21,2984848200
2005-12-22,2971124760
2005-12-23,3014582320
2005-12-27,2987135440
2005-12-28,3046603680
2005-12-29,3053465400
2005-12-30,3048890920
2006-01-03,3106071920
2006-01-04,3064901600
2006-01-05,3005433360
2006-01-06,2927667200
2006-01-09,2941390640
2006-01-10,2939103400
2006-01-11,2932241680
2006-01-12,2815592440
2006-01-13,2845326560
2006-01-17,2815592440
2006-01-18,2829315880
2006-01-19,2861337240
2006-01-20,2797294520
2006-01-23,2824741400
2006-01-24,2838464840
2006-01-25,2831603120
2006-01-26,2760698680
2006-01-27,2767560400
2006-01-30,2776709360
2006-01-31,2772134880
2006-02-01,2815592440
2006-02-02,2767560400
2006-02-03,2753836960
2006-02-06,2781283840
2006-02-07,2783571080
2006-02-08,2733251800
2006-02-09,2705804920
2006-02-10,2733251800
2006-02-13,2689794240
2006-02-14,2797294520
2006-02-15,2808730720
2006-02-16,2804156240
2006-02-17,2868198960
2006-02-21,2843039320
2006-02-22,2865911720
2006-02-23,2877347920
2006-02-24,2824741400
2006-02-27,2838464840
2006-02-28,2804156240
2006-03-01,2877347920
2006-03-02,2783571080
2006-03-03,2765273160
2006-03-06,2760698680
2006-03-07,2762985920
2006-03-08,2762985920
2006-03-09,2804156240
2006-03-10,2829315880
2006-03-13,2808730720
2006-03-14,2831603120
2006-03-15,2868198960
2006-03-16,2907082040
2006-03-17,2952826840
2006-03-20,2987135440
2006-03-21,2989422680
2006-03-22,3028305760
2006-03-23,3003146120
2006-03-24,3032880240
2006-03-27,3035167480
2006-03-28,3037454720
2006-03-29,3058039880
2006-03-30,3037454720
2006-03-31,3026918400
2006-04-03,3006280320
2006-04-04,3008573440
2006-04-05,3045263360
2006-04-06,3024625280
2006-04-07,3024625280
2006-04-10,3029211520
2006-04-11,3015452800
2006-04-12,3001694080
2006-04-13,2999400960
2006-04-17,2967297280
2006-04-18,3024625280
2006-04-19,3059022080
2006-04-20,3081953280
2006-04-21,3049849600
2006-04-24,3020039040
2006-04-25,3042970240
2006-04-26,3118643200
2006-04-27,3111763840
2006-04-28,3061315200
2006-05-01,3045263360
2006-05-02,3141574400
2006-05-03,3189729920
2006-05-04,3244764800
2006-05-05,3249351040
2006-05-08,3279161600
2006-05-09,3290627200
2006-05-10,3281454720
2006-05-11,3228712960
2006-05-12,3192023040
2006-05-15,3377765760
2006-05-16,3393817600
2006-05-17,3318144640
2006-05-18,3329610240
2006-05-19,3338782720
2006-05-22,3325024000
2006-05-23,3276868480
2006-05-24,3274575360
2006-05-25,3318144640
2006-05-26,3375472640
2006-05-30,3343368960
2006-05-31,3318144640
2006-06-01,3274575360
2006-06-02,3276868480
2006-06-05,3192023040
2006-06-06,3237885440
2006-06-07,3169091840
2006-06-08,3155333120
2006-06-09,3180557440
2006-06-12,3127815680
2006-06-13,3088832640
2006-06-14,3063608320
2006-06-15,3159919360
2006-06-16,3162212480
2006-06-19,3127815680
2006-06-20,3127815680
2006-06-21,3171384960
2006-06-22,3185143680
2006-06-23,3219540480
2006-06-26,3196609280
2006-06-27,3162212480
2006-06-28,3134695040
2006-06-29,3226419840
2006-06-30,3291251520
2006-07-03,3245284320
2006-07-05,3229195800
2006-07-06,3261372840
2006-07-07,3231494160
2006-07-10,3236090880
2006-07-11,3231494160
2006-07-12,3164841720
2006-07-13,3072907320
2006-07-14,3052222080
2006-07-17,3008553240
2006-07-18,3017746680
2006-07-19,3100487640
2006-07-20,2921215560
2006-07-21,2953392600
2006-07-24,2992464720
2006-07-25,2960287680
2006-07-26,2951094240
2006-07-27,3029238480
2006-07-28,3043028640
2006-07-31,3031536840
2006-08-01,2957989320
2006-08-02,2985569640
2006-08-03,3026940120
2006-08-04,3015448320
2006-08-07,3001658160
2006-08-08,2976376200
2006-08-09,2978674560
2006-08-10,2978674560
2006-08-11,2967182760
2006-08-14,2951094240
2006-08-15,3022343400
2006-08-16,3059117160
2006-08-17,3068310600
2006-08-18,2964884400
2006-08-21,2879845080
2006-08-22,2866054920
2006-08-23,2826982800
2006-08-24,2792507400
2006-08-25,2810894280
2006-08-28,2808595920
2006-08-29,2836176240
2006-08-30,2852264760
2006-08-31,2866054920
2006-09-01,2879845080
2006-09-05,2870651640
2006-09-06,2833877880
2006-09-07,2778717240
2006-09-08,2764927080
2006-09-11,2783313960
2006-09-12,2866054920
2006-09-13,2889038520
2006-09-14,2875248360
2006-09-15,2845369680
2006-09-18,2803999200
2006-09-19,2781015600
2006-09-20,2861458200
2006-09-21,2753435280
2006-09-22,2716661520
2006-09-25,2822386080
2006-09-26,2870651640
2006-09-27,2877546720
2006-09-28,2905127040
2006-09-29,2889038520
2006-10-02,2967615840
2006-10-03,2953716000
2006-10-04,3004682080
2006-10-05,3037115040
2006-10-06,3027848480
2006-10-09,3048698240
2006-10-10,3046381600
2006-10-11,3023215200
2006-10-12,3069548000
2006-10-13,3046381600
2006-10-16,3044064960
2006-10-17,3023215200
2006-10-18,3018581920
2006-10-19,3046381600
2006-10-20,3034798400
2006-10-23,3062598080
2006-10-24,3078814560
2006-10-25,3085764480
2006-10-26,3122830720
2006-10-27,2967615840
2006-10-30,2965299200
2006-10-31,2928232960
2006-11-01,2912016480
2006-11-02,2881900160
2006-11-03,2874950240
2006-11-06,2907383200
2006-11-07,2923599680
2006-11-08,2939816160
2006-11-09,2944449440
2006-11-10,2967615840
2006-11-13,2988465600
2006-11-14,3044064960
2006-11-15,3097347680
2006-11-16,3092714400
2006-11-17,3062598080
2006-11-20,3016265280
2006-11-21,3011632000
2006-11-22,3006998720
2006-11-24,2990782240
2006-11-27,2942132800
2006-11-28,2939816160
2006-11-29,2962982560
2006-11-30,2944449440
2006-12-01,2949082720
2006-12-04,2974565760
2006-12-05,2974565760
2006-12-06,2946766080
2006-12-07,2928232960
2006-12-08,2942132800
2006-12-11,2937499520
2006-12-12,2937499520
2006-12-13,2935182880
2006-12-14,2967615840
2006-12-15,2942132800
2006-12-18,2930549600
2006-12-19,2912016480
2006-12-20,2967615840
2006-12-21,2981515680
2006-12-22,2949082720
2006-12-26,2979199040
2006-12-27,3016265280
2006-12-28,3016265280
2006-12-29,3006998720
2007-01-03,3034798400
2007-01-04,3018581920
2007-01-05,2986148960
2007-01-08,2990782240
2007-01-09,3000048800
2007-01-10,3004682080
2007-01-11,3326695040
2007-01-12,3271095680
2007-01-16,3305845280
2007-01-17,3308161920
2007-01-18,3298895360
2007-01-19,3333644960
2007-01-22,3386927680
2007-01-23,3403144160
2007-01-24,3502759680
2007-01-25,3456426880
2007-01-26,3430943840
2007-01-29,3468010080
2007-01-30,3461060160
2007-01-31,3491176480
2007-02-01,3553725760
2007-02-02,3528242720
2007-02-05,3553725760
2007-02-06,3565308960
2007-02-07,3567625600
2007-02-08,3790023040
2007-02-09,3817822720
2007-02-12,3790023040
2007-02-13,3827089280
2007-02-14,3850255680
2007-02-15,3901221760
2007-02-16,3903538400
2007-02-20,3952187839
2007-02-21,3956821119
2007-02-22,3931338079
2007-02-23,3977670880
2007-02-26,3919754880
2007-02-27,3764540000
2007-02-28,3750640160
2007-03-01,3757590079
2007-03-02,3718207200
2007-03-05,3706624000
2007-03-06,3762223359
2007-03-07,3778439839
2007-03-08,3822456000
2007-03-09,3803922880
2007-03-12,3820139359
2007-03-13,3720523839
2007-03-14,3711257280
2007-03-15,3734423680
2007-03-16,3725157119
2007-03-19,3794656320
2007-03-20,3861838880
2007-03-21,3903538400
2007-03-22,3901221760
2007-03-23,3898905119
2007-03-26,3919754880
2007-03-27,3894271839
2007-03-28,3859522240
2007-03-29,3840989119
2007-03-30,3840989119
2007-04-02,3861486000
2007-04-03,3884706000
2007-04-04,3847554000
2007-04-05,3863808000
2007-04-09,3893994000
2007-04-10,3926502000
2007-04-11,3789504000
2007-04-12,3791825999
2007-04-13,3782538000
2007-04-16,3849875999
2007-04-17,3849875999
2007-04-18,3824333999
2007-04-19,3822012000
2007-04-20,3833622000
2007-04-23,3861486000
2007-04-24,3866129999
2007-04-25,3933468000
2007-04-26,4100652000
2007-04-27,4042602000
2007-04-30,3977586000
2007-05-01,3963654000
2007-05-02,4068144000
2007-05-03,4063500000
2007-05-04,4089042000
2007-05-07,4049568000
2007-05-08,4075110000
2007-05-09,4098329999
2007-05-10,4042602000
2007-05-11,4082075999
2007-05-14,4121550000
2007-05-15,4151736000
2007-05-16,4191210000
2007-05-17,4251581999
2007-05-18,4226040000
2007-05-21,4270158000
2007-05-22,4235327999
2007-05-23,4230683999
2007-05-24,4202820000
2007-05-25,4200498000
2007-05-29,4179600000
2007-05-30,4209786000
2007-05-31,4298022000
2007-06-01,4270158000
2007-06-04,4288733999
2007-06-05,4288733999
2007-06-06,4239972000
2007-06-07,4186566000
2007-06-08,4221396000
2007-06-11,4212108000
2007-06-12,4186566000
2007-06-13,4270158000
2007-06-14,4256225999
2007-06-15,4256225999
2007-06-18,4298022000
2007-06-19,4325886000
2007-06-20,4274802000
2007-06-21,4342140000
2007-06-22,4328208000
2007-06-25,4258548000
2007-06-26,4233006000
2007-06-27,4256225999
2007-06-28,4349106000
2007-06-29,4393224000
2007-07-02,4482162720
2007-07-03,4493762520
2007-07-05,4489122600
2007-07-06,4523922000
2007-07-09,4607440560
2007-07-10,4591200840
2007-07-11,4614400440
2007-07-12,4711838760
2007-07-13,4716478680
2007-07-16,4809277080
2007-07-17,4746638160
2007-07-18,4741998240
2007-07-19,4718798640
2007-07-20,4651519800
2007-07-23,4630640160
2007-07-24,4570321200
2007-07-25,4528561920
2007-07-26,4398644160
2007-07-27,4322085480
2007-07-30,4424163720
2007-07-31,4410243960
2007-08-01,4470562920
2007-08-02,4514642160
2007-08-03,4475202840
2007-08-06,4470562920
2007-08-07,4607440560
2007-08-08,4732718400
2007-08-09,4765197840
2007-08-10,4628320200
2007-08-13,4561041360
2007-08-14,4373124600
2007-08-15,4217687280
2007-08-16,3943932000
2007-08-17,3953211840
2007-08-20,4213047360
2007-08-21,4180567920
2007-08-22,4296565920
2007-08-23,4203767520
2007-08-24,4226967119
2007-08-27,4192167720
2007-08-28,4110969119
2007-08-29,4266406440
2007-08-30,4245526800
2007-08-31,4310485680
2007-09-04,4303525800
2007-09-05,4305845760
2007-09-06,4217687280
2007-09-07,4199127600
2007-09-10,4201447560
2007-09-11,4252486679
2007-09-12,4245526800
2007-09-13,4296565920
2007-09-14,4329045360
2007-09-17,4310485680
2007-09-18,4407924000
2007-09-19,4461283080
2007-09-20,4356884880
2007-09-21,4363844760
2007-09-24,4387044360
2007-09-25,4396324200
2007-09-26,4602800640
2007-09-27,4688639160
2007-09-28,4670079480
2007-10-01,4859124600
2007-10-02,4912598220
2007-10-03,4868424360
2007-10-04,4838200140
2007-10-05,4952122200
2007-10-08,4952122200
2007-10-09,5010245700
2007-10-10,4986996300
2007-10-11,4919573040
2007-10-12,4817275680
2007-10-15,4805650980
2007-10-16,4789376400
2007-10-17,4826575440
2007-10-18,4870749300
2007-10-19,4842850020
2007-10-22,4787051460
2007-10-23,4891673760
2007-10-24,4882374000
2007-10-25,4838200140
2007-10-26,5007920760
2007-10-29,5261339220
2007-10-30,5205540660
2007-10-31,5405485500
2007-11-01,5354336820
2007-11-02,5300863200
2007-11-05,5291563440
2007-11-06,5307838020
2007-11-07,5154391980
2007-11-08,5191591020
2007-11-09,5026520280
2007-11-12,5068369200
2007-11-13,5112543060
2007-11-14,5089293660
2007-11-15,5112543060
2007-11-16,5068369200
2007-11-19,4866099420
2007-11-20,4912598220
2007-11-21,4817275680
2007-11-23,4831225320
2007-11-26,4777751700
2007-11-27,4875399180
2007-11-28,5056744500
2007-11-29,4993971120
2007-11-30,4938172560
2007-12-03,4966071840
2007-12-04,4914923160
2007-12-05,4989321240
2007-12-06,5112543060
2007-12-07,5061394380
2007-12-10,5168341620
2007-12-11,4977696540
2007-12-12,4982346420
2007-12-13,4945147380
2007-12-14,4968396780
2007-12-17,4959097020
2007-12-18,4900973520
2007-12-19,4859124600
2007-12-20,4900973520
2007-12-21,5089293660
2007-12-24,5200890780
2007-12-26,5140442340
2007-12-27,5010245700
2007-12-28,5038144980
2007-12-31,4949797260
2008-01-02,4773101820
2008-01-03,4656854820
2008-01-04,4452260100
2008-01-07,4454585040
2008-01-08,4498758900
2008-01-09,4580131800
2008-01-10,4566182160
2008-01-11,4319738520
2008-01-14,4389486720
2008-01-15,4315088640
2008-01-16,4256965139
2008-01-17,4542932760
2008-01-18,4575481920
2008-01-22,4733577840
2008-01-23,4884698940
2008-01-24,4917248100
2008-01-25,4984671360
2008-01-28,5112543060
2008-01-29,5086968720
2008-01-30,5003270880
2008-01-31,5175316440
2008-02-01,5207865600
2008-02-04,5035820040
2008-02-05,4801001100
2008-02-06,4638255300
2008-02-07,4682429160
2008-02-08,4635930360
2008-02-11,4759152180
2008-02-12,4787051460
2008-02-13,4807975920
2008-02-14,4759152180
2008-02-15,4712653380
2008-02-19,4677779280
2008-02-20,4698703740
2008-02-21,4680104220
2008-02-22,4763802060
2008-02-25,4661504700
2008-02-26,4654529880
2008-02-27,4712653380
2008-02-28,4656854820
2008-02-29,4408086240
2008-03-03,4375537080
2008-03-04,4319738520
2008-03-05,4310438760
2008-03-06,4294164179
2008-03-07,4222091040
2008-03-10,4133743320
2008-03-11,4247665380
2008-03-12,4240690559
2008-03-13,4347637800
2008-03-14,4261615019
2008-03-17,4203491519
2008-03-18,4405761300
2008-03-19,4252315260
2008-03-20,4389486720
2008-03-24,4468534680
2008-03-25,4463884800
2008-03-26,4377862020
2008-03-27,4296489120
2008-03-28,4277889599
2008-03-31,4398900000
2008-04-01,4612800000
2008-04-02,4582575000
2008-04-03,4580250000
2008-04-04,4622100000
2008-04-07,4619775000
2008-04-08,4631400000
2008-04-09,4501200000
2008-04-10,4587225000
2008-04-11,4443075000
2008-04-14,4380300000
2008-04-15,4505850000
2008-04-16,4684875000
2008-04-17,4687200000
2008-04-18,4856925000
2008-04-21,4875525000
2008-04-22,4794150000
2008-04-23,4831350000
2008-04-24,4963875000
2008-04-25,4945275000
2008-04-28,5019675000
2008-04-29,5042925000
2008-04-30,5026650000
2008-05-01,5203350000
2008-05-02,5263800000
2008-05-05,5233575000
2008-05-06,5305650000
2008-05-07,5387025000
2008-05-08,5410275000
2008-05-09,5342850000
2008-05-12,5403300000
2008-05-13,5477700000
2008-05-14,5528850000
2008-05-15,5621850000
2008-05-16,5652075000
2008-05-19,5633475000
2008-05-20,5512575000
2008-05-21,5424225000
2008-05-22,5342850000
2008-05-23,5338200000
2008-05-27,5226600000
2008-05-28,5214975000
2008-05-29,5231250000
2008-05-30,5287050000
2008-06-02,5194050000
2008-06-03,5205675000
2008-06-04,5131275000
2008-06-05,5175450000
2008-06-06,4945275000
2008-06-09,4882500000
2008-06-10,4840650000
2008-06-11,4736025000
2008-06-12,4829025000
2008-06-13,5059200000
2008-06-16,5038275000
2008-06-17,5026650000
2008-06-18,4959225000
2008-06-19,5189400000
2008-06-20,4968525000
2008-06-23,4910400000
2008-06-24,4815075000
2008-06-25,4775550000
2008-06-26,4475625000
2008-06-27,4550025000
2008-06-30,4528600960
2008-07-01,4600520340
2008-07-02,4368522340
2008-07-03,4080844820
2008-07-07,3906846320
2008-07-08,4124924440
2008-07-09,4057645019
2008-07-10,4059965000
2008-07-11,3943966000
2008-07-14,3855806760
2008-07-15,3793167300
2008-07-16,4041405160
2008-07-17,4361562400
2008-07-18,4247883379
2008-07-21,4305882880
2008-07-22,4345322540
2008-07-23,4475241420
2008-07-24,4187563900
2008-07-25,4220043620
2008-07-28,3943966000
2008-07-29,4166684080
2008-07-30,4122604460
2008-07-31,4113324540
2008-08-01,4099404660
2008-08-04,4087804760
2008-08-05,4322122740
2008-08-06,4220043620
2008-08-07,4101724640
2008-08-08,4419561900
2008-08-11,4424201860
2008-08-12,4324442720
2008-08-13,4247883379
2008-08-14,4398682080
2008-08-15,4338362600
2008-08-18,4192203860
2008-08-19,4101724640
2008-08-20,4053005059
2008-08-21,4104044620
2008-08-22,4245563400
2008-08-25,4104044620
2008-08-26,4101724640
2008-08-27,4076204860
2008-08-28,4236283480
2008-08-29,4220043620
2008-09-02,4175964000
2008-09-03,4069244920
2008-09-04,4032125240
2008-09-05,3978765699
2008-09-08,4006605460
2008-09-09,3865086680
2008-09-10,3950925940
2008-09-11,4041405160
2008-09-12,4210763699
2008-09-15,3763007559
2008-09-16,3862766699
2008-09-17,3665568400
2008-09-18,3753727640
2008-09-19,3897566400
2008-09-22,3684128240
2008-09-23,3577409160
2008-09-24,3350051120
2008-09-25,3296691580
2008-09-26,3312931440
2008-09-29,3220132240
2008-09-30,3329661060
2008-10-01,3147118920
2008-10-02,2895256980
2008-10-03,2828247840
2008-10-06,2821315860
2008-10-07,2691918900
2008-10-08,2659569660
2008-10-09,2465474220
2008-10-10,2403086400
2008-10-13,2624909760
2008-10-14,2513998080
2008-10-15,2169709740
2008-10-16,2155845780
2008-10-17,2229786900
2008-10-20,2308349340
2008-10-21,2373047820
2008-10-22,2215922940
2008-10-23,2135049840
2008-10-24,2215922940
2008-10-27,1975614300
2008-10-28,2428503660
2008-10-29,2262136140
2008-10-30,2111943240
2008-10-31,2282932080
2008-11-03,2287553400
2008-11-04,2488580820
2008-11-05,2343009240
2008-11-06,2109632580
2008-11-07,2111943240
2008-11-10,1984856940
2008-11-11,1804625460
2008-11-12,1712199060
2008-11-13,1873945259
2008-11-14,1769965560
2008-11-17,1693713780
2008-11-18,1719131040
2008-11-19,1638257940
2008-11-20,1726063020
2008-11-21,1903983840
2008-11-24,2098079280
2008-11-25,2049555419
2008-11-26,2386911780
2008-11-28,2405397060
2008-12-01,2093457960
2008-12-02,2167399080
2008-12-03,2262136140
2008-12-04,2148913800
2008-12-05,2289864060
2008-12-08,2611045800
2008-12-09,2472406200
2008-12-10,2504755440
2008-12-11,2273689440
2008-12-12,2148913800
2008-12-15,2088836639
2008-12-16,2093457960
2008-12-17,2215922940
2008-12-18,2121185880
2008-12-19,2213612280
2008-12-22,2158156440
2008-12-23,2088836639
2008-12-24,2095768620
2008-12-26,2141981820
2008-12-29,2049555419
2008-12-30,2153535120
2008-12-31,2220795060
2009-01-02,2343785800
2009-01-05,2448211900
2009-01-06,2554958580
2009-01-07,2413403200
2009-01-08,2385556240
2009-01-09,2334503480
2009-01-12,2255603760
2009-01-13,2158139400
2009-01-14,1963210680
2009-01-15,1958569520
2009-01-16,1928401980
2009-01-20,1761320220
2009-01-21,1823975880
2009-01-22,1738114420
2009-01-23,1798449500
2009-01-26,1770602540
2009-01-27,1789167180
2009-01-28,1921440239
2009-01-29,1837899360
2009-01-30,1721870360
2009-02-02,1784526020
2009-02-03,1803090660
2009-02-04,1872708060
2009-02-05,1930722560
2009-02-06,2148857080
2009-02-09,2111727800
2009-02-10,2009622280
2009-02-11,1928401980
2009-02-12,2244000860
2009-02-13,2181345200
2009-02-17,2056033879
2009-02-18,2046751560
2009-02-19,1879669800
2009-02-20,1814693560
2009-02-23,1728832100
2009-02-24,1858784580
2009-02-25,1805411240
2009-02-26,1770602540
2009-02-27,1761320220
2009-03-02,1654573540
2009-03-03,1638329480
2009-03-04,1731152680
2009-03-05,1626726580
2009-03-06,1550147440
2009-03-09,1559429760
2009-03-10,1619764840
2009-03-11,1675458760
2009-03-12,1789167180
2009-03-13,1868066900
2009-03-16,1881990379
2009-03-17,1907516760
2009-03-18,2072277940
2009-03-19,2025866340
2009-03-20,1898234440
2009-03-23,2100124900
2009-03-24,2132613020
2009-03-25,2153498240
2009-03-26,2213833320
2009-03-27,2220795060
2009-03-30,2127971860
2009-03-31,2081833040
2009-04-01,2147108880
2009-04-02,2487475760
2009-04-03,2524776240
2009-04-06,2639008960
2009-04-07,2436187600
2009-04-08,2417537360
2009-04-09,2652996640
2009-04-13,2639008960
2009-04-14,2578395680
2009-04-15,2592383360
2009-04-16,2648334080
2009-04-17,2690297120
2009-04-20,2478150640
2009-04-21,2529438800
2009-04-22,2683303280
2009-04-23,2692628400
2009-04-24,2904774880
2009-04-27,2888455920
2009-04-28,2734591440
2009-04-29,2860480560
2009-04-30,2967719440
2009-05-01,2942075360
2009-05-04,3221828960
2009-05-05,3072627040
2009-05-06,3142565440
2009-05-07,3063301920
2009-05-08,3186859760
2009-05-11,3044651680
2009-05-12,2970050720
2009-05-13,2764898080
2009-05-14,2823180080
2009-05-15,2834836480
2009-05-18,2977044560
2009-05-19,3056308080
