,EXR
2009-07-20,714841242
2009-07-21,701011182
2009-07-22,701011182
2009-07-23,715705621
2009-07-24,734721954
2009-07-27,722620651
2009-07-28,726942545
2009-07-29,729535681
2009-07-30,760653317
2009-07-31,758924560
2009-08-03,777076514
2009-08-04,769297105
2009-08-05,772754620
2009-08-06,783127165
2009-08-07,830667997
2009-08-10,805601013
2009-08-11,771890241
2009-08-12,820295452
2009-08-13,804736634
2009-08-14,780534029
2009-08-17,764975211
2009-08-18,809922907
2009-08-19,824617346
2009-08-20,857463739
2009-08-21,884259481
2009-08-24,865243148
2009-08-25,875615694
2009-08-26,869565042
2009-08-27,861785633
2009-08-28,880801966
2009-08-31,855734982
2009-09-01,812516043
2009-09-02,771025862
2009-09-03,799550362
2009-09-04,811651665
2009-09-08,830667997
2009-09-09,845362437
2009-09-10,853141845
2009-09-11,853141845
2009-09-14,898089542
2009-09-15,928342798
2009-09-16,967239843
2009-09-17,942172859
2009-09-18,930935935
2009-09-21,922292147
2009-09-22,968104222
2009-09-23,956867298
2009-09-24,900682678
2009-09-25,899818299
2009-09-28,964646707
2009-09-29,943037238
2009-09-30,911919602
2009-10-01,875615694
2009-10-02,880801966
2009-10-05,876480072
2009-10-06,872158178
2009-10-07,873022557
2009-10-08,886852618
2009-10-09,902411435
2009-10-12,906733329
2009-10-13,892038890
2009-10-14,907597708
2009-10-15,937850965
2009-10-16,918834632
2009-10-19,934393450
2009-10-20,910190844
2009-10-21,904140193
2009-10-22,927478420
2009-10-23,905004572
2009-10-26,891174511
2009-10-27,883395102
2009-10-28,826346104
2009-10-29,857463739
2009-10-30,827210482
2009-11-02,825481725
2009-11-03,879937587
2009-11-04,848819952
2009-11-05,875615694
2009-11-06,897225163
2009-11-09,942172859
2009-11-10,957731677
2009-11-11,976748010
2009-11-12,959460434
2009-11-13,987984934
2009-11-16,1011323160
2009-11-17,975019252
2009-11-18,994035585
2009-11-19,962053571
2009-11-20,956867298
2009-11-23,971561737
2009-11-24,966375464
2009-11-25,969832979
2009-11-27,923156526
2009-11-30,949952268
2009-12-01,985391797
2009-12-02,1001814994
2009-12-03,972426116
2009-12-04,998357479
2009-12-07,978476767
2009-12-08,950816647
2009-12-09,949952268
2009-12-10,962917949
2009-12-11,991442449
2009-12-14,1009594403
2009-12-15,1012187539
2009-12-16,996628721
2009-12-17,1000086236
2009-12-18,994035585
2009-12-21,1000950615
2009-12-22,1003543751
2009-12-23,1030339493
2009-12-24,1045033932
2009-12-28,1032068251
2009-12-29,1014780675
2009-12-30,1020831327
2009-12-31,1003388601
2010-01-04,1032925582
2010-01-05,1025975704
2010-01-06,1029450643
2010-01-07,1021632030
2010-01-08,999044928
2010-01-11,1006863540
2010-01-12,971245416
2010-01-13,988620111
2010-01-14,985145172
2010-01-15,989488846
2010-01-19,1018157091
2010-01-20,1020763296
2010-01-21,1004257336
2010-01-22,997307458
2010-01-25,1000782397
2010-01-26,986013907
2010-01-27,990357580
2010-01-28,981670233
2010-01-29,986013907
2010-02-01,995569989
2010-02-02,1018157091
2010-02-03,1008601009
2010-02-04,971245416
2010-02-05,986013907
2010-02-08,966901743
2010-02-09,962558069
2010-02-10,966901743
2010-02-11,980801498
2010-02-12,986882641
2010-02-16,1006863540
2010-02-17,1007732275
2010-02-18,1028581908
2010-02-19,1048562807
2010-02-22,1042481664
2010-02-23,1000782397
2010-02-24,999044928
2010-02-25,992963784
2010-02-26,979932764
2010-03-01,985145172
2010-03-02,970376682
2010-03-03,982538968
2010-03-04,1019025826
2010-03-05,1060725093
2010-03-08,1084180930
2010-03-09,1099818155
2010-03-10,1099818155
2010-03-11,1091130808
2010-03-12,1105030563
2010-03-15,1111980441
2010-03-16,1138042483
2010-03-17,1140648687
2010-03-18,1144992360
2010-03-19,1118061584
2010-03-22,1120667788
2010-03-23,1134567544
2010-03-24,1132830074
2010-03-25,1120667788
2010-03-26,1129355136
2010-03-29,1131961340
2010-03-30,1135436279
2010-03-31,1107825821
2010-04-01,1110446860
2010-04-05,1139278289
2010-04-06,1170730757
2010-04-07,1184709632
2010-04-08,1173351796
2010-04-09,1204804264
2010-04-12,1190825390
2010-04-13,1231888334
2010-04-14,1257225045
2010-04-15,1196067468
2010-04-16,1167236039
2010-04-19,1179467554
2010-04-20,1189078030
2010-04-21,1231014655
2010-04-22,1234509373
2010-04-23,1266835521
2010-04-26,1295666950
2010-04-27,1252856646
2010-04-28,1242372490
2010-04-29,1324498379
2010-04-30,1312266864
2010-05-03,1359445566
2010-05-04,1362940285
2010-05-05,1383034917
2010-05-06,1342845652
2010-05-07,1314887903
2010-05-10,1390898034
2010-05-11,1385655956
2010-05-12,1417982104
2010-05-13,1383908597
2010-05-14,1367308683
2010-05-17,1386529636
2010-05-18,1325372059
2010-05-19,1304403747
2010-05-20,1224898897
2010-05-21,1279067036
2010-05-24,1261593443
2010-05-25,1255477685
2010-05-26,1263340802
2010-05-27,1334108856
2010-05-28,1314014223
2010-06-01,1258098724
2010-06-02,1288677513
2010-06-03,1274698638
2010-06-04,1212667381
2010-06-07,1200435866
2010-06-08,1214414741
2010-06-09,1226646256
2010-06-10,1261593443
2010-06-11,1273824958
2010-06-14,1319256301
2010-06-15,1355950847
2010-06-16,1307898465
2010-06-17,1301782708
2010-06-18,1300909028
2010-06-21,1288677513
2010-06-22,1275572318
2010-06-23,1272951279
2010-06-24,1243246170
2010-06-25,1272077599
2010-06-28,1262467123
2010-06-29,1215288420
2010-06-30,1216037760
2010-07-01,1211663524
2010-07-02,1178419326
2010-07-06,1140800892
2010-07-07,1209913829
2010-07-08,1218662302
2010-07-09,1236159249
2010-07-12,1246657416
2010-07-13,1283401003
2010-07-14,1251906500
2010-07-15,1244907722
2010-07-16,1213413218
2010-07-19,1220411997
2010-07-20,1242283180
2010-07-21,1229160470
2010-07-22,1286900393
2010-07-23,1313145812
2010-07-26,1349889399
2010-07-27,1349889399
2010-07-28,1349889399
2010-07-29,1343765468
2010-07-30,1356888177
2010-08-02,1381383902
2010-08-03,1384008444
2010-08-04,1386632986
2010-08-05,1380509055
2010-08-06,1370010887
2010-08-09,1402380237
2010-08-10,1375259971
2010-08-11,1347264857
2010-08-12,1327143369
2010-08-13,1307021881
2010-08-16,1326268521
2010-08-17,1370010887
2010-08-18,1368261192
2010-08-19,1324518827
2010-08-20,1321894285
2010-08-23,1297398560
2010-08-24,1295648866
2010-08-25,1332392453
2010-08-26,1312270965
2010-08-27,1328018216
2010-08-30,1314020659
2010-08-31,1337641536
2010-09-01,1398006001
2010-09-02,1395381459
2010-09-03,1425126267
2010-09-07,1400630543
2010-09-08,1404129932
2010-09-09,1373510276
2010-09-10,1385758139
2010-09-13,1416377794
2010-09-14,1430375351
2010-09-15,1452246534
2010-09-16,1444372908
2010-09-17,1451371687
2010-09-20,1494239205
2010-09-21,1449621992
2010-09-22,1435624435
2010-09-23,1402380237
2010-09-24,1460995007
2010-09-27,1426875962
2010-09-28,1426001115
2010-09-29,1421626878
2010-09-30,1403255085
2010-10-01,1414628100
2010-10-04,1419877184
2010-10-05,1463619549
2010-10-06,1412878405
2010-10-07,1398006001
2010-10-08,1404129932
2010-10-11,1399755696
2010-10-12,1403255085
2010-10-13,1432999893
2010-10-14,1424251420
2010-10-15,1399755696
2010-10-18,1418127489
2010-10-19,1394506612
2010-10-20,1414628100
2010-10-21,1409379016
2010-10-22,1410253863
2010-10-25,1419877184
2010-10-26,1412878405
2010-10-27,1385758139
2010-10-28,1384008444
2010-10-29,1417252642
2010-11-01,1453121381
2010-11-02,1474992564
2010-11-03,1469743480
2010-11-04,1509111609
2010-11-05,1515235540
2010-11-08,1499488289
2010-11-09,1450496839
2010-11-10,1452246534
2010-11-11,1453121381
2010-11-12,1433874741
2010-11-15,1412878405
2010-11-16,1358637872
2010-11-17,1370885734
2010-11-18,1374385124
2010-11-19,1372635429
2010-11-22,1380509055
2010-11-23,1368261192
2010-11-24,1423376573
2010-11-26,1425126267
2010-11-29,1417252642
2010-11-30,1401505390
2010-12-01,1431250199
2010-12-02,1451371687
2010-12-03,1449621992
2010-12-06,1467118938
2010-12-07,1507361915
2010-12-08,1493364358
2010-12-09,1494239205
2010-12-10,1511736151
2010-12-13,1530982792
2010-12-14,1491614663
2010-12-15,1474992564
2010-12-16,1488990121
2010-12-17,1491614663
2010-12-20,1502987678
2010-12-21,1526608555
2010-12-22,1534482181
2010-12-23,1518734930
2010-12-27,1527483403
2010-12-28,1534482181
2010-12-29,1537106723
2010-12-30,1534482181
2010-12-31,1531999547
2011-01-03,1575142063
2011-01-04,1558413332
2011-01-05,1562815630
2011-01-06,1540804142
2011-01-07,1555771954
2011-01-10,1573381144
2011-01-11,1573381144
2011-01-12,1586588037
2011-01-13,1590109875
2011-01-14,1614762741
2011-01-18,1604197227
2011-01-19,1604197227
2011-01-20,1625328255
2011-01-21,1653502959
2011-01-24,1657905257
2011-01-25,1672873069
2011-01-26,1688721340
2011-01-27,1708971908
2011-01-28,1674633988
2011-01-31,1693123637
2011-02-01,1702808692
2011-02-02,1717776504
2011-02-03,1720417882
2011-02-04,1718656963
2011-02-07,1738907532
2011-02-08,1725700639
2011-02-09,1722178801
2011-02-10,1731863856
2011-02-11,1738907532
2011-02-14,1733624775
2011-02-15,1689601799
2011-02-16,1689601799
2011-02-17,1702808692
2011-02-18,1708091449
2011-02-22,1674633988
2011-02-23,1640296067
2011-02-24,1653502959
2011-02-25,1684319042
2011-02-28,1738907532
2011-03-01,1696645475
2011-03-02,1690482259
2011-03-03,1720417882
2011-03-04,1740668451
2011-03-07,1751233965
2011-03-08,1772364993
2011-03-09,1760038560
2011-03-10,1730102937
2011-03-11,1733624775
2011-03-14,1726581099
2011-03-15,1706330530
2011-03-16,1675514447
2011-03-17,1681677664
2011-03-18,1713374206
2011-03-21,1760919020
2011-03-22,1759158100
2011-03-23,1738907532
2011-03-24,1750353505
2011-03-25,1763560398
2011-03-28,1761799479
2011-03-29,1789093724
2011-03-30,1836638537
2011-03-31,1893702559
2011-04-01,1873585970
2011-04-04,1861698895
2011-04-05,1847068648
2011-04-06,1833352792
2011-04-07,1804092298
2011-04-08,1784890099
2011-04-11,1783061319
2011-04-12,1770259853
2011-04-13,1783975709
2011-04-14,1842496696
2011-04-15,1861698895
2011-04-18,1850726210
2011-04-19,1872671580
2011-04-20,1901017683
2011-04-21,1922963053
2011-04-25,1945822813
2011-04-26,1962281841
2011-04-27,1975997697
2011-04-28,2002515019
2011-04-29,1977826478
2011-05-02,1968682574
2011-05-03,1959538670
2011-05-04,1941250861
2011-05-05,1948565985
2011-05-06,1928449395
2011-05-09,1953137937
2011-05-10,1999771848
2011-05-11,1974168916
2011-05-12,1935764519
2011-05-13,1941250861
2011-05-16,1949480375
2011-05-17,1943079642
2011-05-18,1975083307
2011-05-19,1973254526
2011-05-20,1928449395
2011-05-23,1913819149
2011-05-24,1907418416
2011-05-25,1925706224
2011-05-26,1945822813
2011-05-27,1954052327
2011-05-31,1989713553
2011-06-01,1919305491
2011-06-02,1919305491
2011-06-03,1902846464
2011-06-06,1889130607
2011-06-07,1914733539
2011-06-08,1912904758
2011-06-09,1896445731
2011-06-10,1846154257
2011-06-13,1816893764
2011-06-14,1850726210
2011-06-15,1810493031
2011-06-16,1815979374
2011-06-17,1825123278
2011-06-20,1847983038
2011-06-21,1868099628
2011-06-22,1899188902
2011-06-23,1871757189
2011-06-24,1872671580
2011-06-27,1891873778
2011-06-28,1920219882
2011-06-29,1940336471
2011-06-30,2011726770
2011-07-01,2045679965
2011-07-05,2069258572
2011-07-06,2074917438
2011-07-07,2090950890
2011-07-08,2077746870
2011-07-11,2047566253
2011-07-12,2035305377
2011-07-13,2013613059
2011-07-14,2007954193
2011-07-15,2054168263
2011-07-18,2023987646
2011-07-19,2074917438
2011-07-20,2089064602
2011-07-21,2081519448
2011-07-22,2092837179
2011-07-25,2082462592
2011-07-26,2077746870
2011-07-27,2011726770
2011-07-28,2007954193
2011-07-29,2005124760
2011-08-01,2017385636
2011-08-02,1969285277
2011-08-03,1981546153
2011-08-04,1868368838
2011-08-05,1836301932
2011-08-08,1682569413
2011-08-09,1852335385
2011-08-10,1780656419
2011-08-11,1888174868
2011-08-12,1901378888
2011-08-15,1992863884
2011-08-16,1979659864
2011-08-17,1966455844
2011-08-18,1859880539
2011-08-19,1824041056
2011-08-22,1840074509
2011-08-23,1908924042
2011-08-24,1947592958
2011-08-25,1928730073
2011-08-26,1926843784
2011-08-29,1958910690
2011-08-30,1990034451
2011-08-31,2027760223
2011-09-01,2006067904
2011-09-02,1964569556
2011-09-06,1972114710
2011-09-07,2051338830
2011-09-08,2038134810
2011-09-09,1954194968
2011-09-12,1963626411
2011-09-13,1953251824
2011-09-14,1971171566
2011-09-15,2022101357
2011-09-16,2033419089
2011-09-19,1996636461
2011-09-20,1988148163
2011-09-21,1881572858
2011-09-22,1808007603
2011-09-23,1816495902
2011-09-26,1851392241
2011-09-27,1873084559
2011-09-28,1791974151
2011-09-29,1812723325
2011-09-30,1702284150
2011-10-03,1620961933
2011-10-04,1743402125
2011-10-05,1703197883
2011-10-06,1784520099
2011-10-07,1703197883
2011-10-10,1799139824
2011-10-11,1749798254
2011-10-12,1766245444
2011-10-13,1767159177
2011-10-14,1821983143
2011-10-17,1788175030
2011-10-18,1861273652
2011-10-19,1838430333
2011-10-20,1850308859
2011-10-21,1917011351
2011-10-24,1979145179
2011-10-25,1957215593
2011-10-26,1986455041
2011-10-27,2056812465
2011-10-28,2085138181
2011-10-31,2058639930
2011-11-01,2009298361
2011-11-02,2071432189
2011-11-03,2093361776
2011-11-04,2086965646
2011-11-07,2091534310
2011-11-08,2107981500
2011-11-09,2009298361
2011-11-10,2033969146
2011-11-11,2092448043
2011-11-14,2084224448
2011-11-15,2128083621
2011-11-16,2127169888
2011-11-17,2089706844
2011-11-18,2139048414
2011-11-21,2083310715
2011-11-22,2083310715
2011-11-23,2033055413
2011-11-25,2026659283
2011-11-28,2096102974
2011-11-29,2105240302
2011-11-30,2202095975
2011-12-01,2167374130
2011-12-02,2200268510
2011-12-05,2226766760
2011-12-06,2226766760
2011-12-07,2213060768
2011-12-08,2155495604
2011-12-09,2180166389
2011-12-12,2148185742
2011-12-13,2125342423
2011-12-14,2105240302
2011-12-15,2127169888
2011-12-16,2162805466
2011-12-19,2135393483
2011-12-20,2174683992
2011-12-21,2163719199
2011-12-22,2186562518
2011-12-23,2218543165
2011-12-27,2236817820
2011-12-28,2217629432
2011-12-29,2231335424
2011-12-30,2213974501
2012-01-03,2315269103
2012-01-04,2277313872
2012-01-05,2314320222
2012-01-06,2315269103
2012-01-09,2304831414
2012-01-10,2342786645
2012-01-11,2325706791
2012-01-12,2324757911
2012-01-13,2325706791
2012-01-17,2338991122
2012-01-18,2347531049
2012-01-19,2366508665
2012-01-20,2415850465
2012-01-23,2410157181
2012-01-24,2410157181
2012-01-25,2433879200
2012-01-26,2448112412
2012-01-27,2454754577
2012-01-30,2440521366
2012-01-31,2497454212
2012-02-01,2504096378
2012-02-02,2536358324
2012-02-03,2580955721
2012-02-06,2559131463
2012-02-07,2587597887
2012-02-08,2576211317
2012-02-09,2511687424
2012-02-10,2458550100
2012-02-13,2530665040
2012-02-14,2544898251
2012-02-15,2505045259
2012-02-16,2549642655
2012-02-17,2539204967
2012-02-21,2499351974
2012-02-22,2478476597
2012-02-23,2550591536
2012-02-24,2528767278
2012-02-27,2551540417
2012-02-28,2514534067
2012-02-29,2502198616
2012-03-01,2524971755
2012-03-02,2503147497
2012-03-05,2528767278
2012-03-06,2498403093
2012-03-07,2524971755
2012-03-08,2490812047
2012-03-09,2500300855
2012-03-12,2533511682
2012-03-13,2567671390
2012-03-14,2569569152
2012-03-15,2585700125
2012-03-16,2617962072
2012-03-19,2647377376
2012-03-20,2634093045
2012-03-21,2624604237
2012-03-22,2599933337
2012-03-23,2645479614
2012-03-26,2701463580
2012-03-27,2695770295
2012-03-28,2696719176
2012-03-29,2703361342
2012-03-30,2731827765
2012-04-02,2965202816
2012-04-03,2909043672
2012-04-04,2902917220
2012-04-05,2938654857
2012-04-09,2890664315
2012-04-10,2805915061
2012-04-11,2859010980
2012-04-12,2883516788
2012-04-13,2886580014
2012-04-16,2949886686
2012-04-17,2898832918
2012-04-18,2887601089
2012-04-19,2910064747
2012-04-20,2970308193
2012-04-23,2956013138
2012-04-24,3028509488
2012-04-25,3058120673
2012-04-26,3075478954
2012-04-27,3112237666
2012-04-30,3098963687
2012-05-01,3084668632
2012-05-02,3130617023
2012-05-03,3108153365
2012-05-04,3071394652
2012-05-07,3101005837
2012-05-08,3093858310
2012-05-09,3060162823
2012-05-10,3051994221
2012-05-11,3067310351
2012-05-14,3005024755
2012-05-15,3000940453
2012-05-16,2983582172
2012-05-17,2899853994
2012-05-18,2871263884
2012-05-21,2890664315
2012-05-22,2870242808
2012-05-23,2847779151
2012-05-24,2872284959
2012-05-25,2882495713
2012-05-29,2937633781
2012-05-30,2862074206
2012-05-31,2895769692
2012-06-01,2828378719
2012-06-04,2840631623
2012-06-05,2887601089
2012-06-06,2958055288
2012-06-07,2926401953
2012-06-08,2959076364
2012-06-11,2872284959
2012-06-12,2926401953
2012-06-13,2894748617
2012-06-14,2952949912
2012-06-15,2980518946
2012-06-18,2976434645
2012-06-19,3004003679
2012-06-20,3022383036
2012-06-21,2965202816
2012-06-22,2952949912
2012-06-25,2977455720
2012-06-26,2980518946
2012-06-27,2960097439
2012-06-28,2994814001
2012-06-29,3124490571
2012-07-02,3189075623
2012-07-03,3216181202
2012-07-05,3182820490
2012-07-06,3225563903
2012-07-09,3243286781
2012-07-10,3207841024
2012-07-11,3200543368
2012-07-12,3249541915
2012-07-13,3283945150
2012-07-16,3299582984
2012-07-17,3359006753
2012-07-18,3349624053
2012-07-19,3321475952
2012-07-20,3317305863
2012-07-23,3281860105
2012-07-24,3270392360
2012-07-25,3284987672
2012-07-26,3329816130
2012-07-27,3357964231
2012-07-30,3343368919
2012-07-31,3413217911
2012-08-01,3429898268
2012-08-02,3468471592
2012-08-03,3487236993
2012-08-06,3463258980
2012-08-07,3455961325
2012-08-08,3438238446
2012-08-09,3436153401
2012-08-10,3435110879
2012-08-13,3437195924
2012-08-14,3460131414
2012-08-15,3509129960
2012-08-16,3525810317
2012-08-17,3503917349
2012-08-20,3502874827
2012-08-21,3484109426
2012-08-22,3477854292
2012-08-23,3460131414
2012-08-24,3472641681
2012-08-27,3504959871
2012-08-28,3528937883
2012-08-29,3549788329
2012-08-30,3548745807
2012-08-31,3556043462
2012-09-04,3567511207
2012-09-05,3545618240
2012-09-06,3574808863
2012-09-07,3574808863
2012-09-10,3564383641
2012-09-11,3559171029
2012-09-12,3553958418
2012-09-13,3601914442
2012-09-14,3634232633
2012-09-17,3591489220
2012-09-18,3544575718
2012-09-19,3529980406
2012-09-20,3483066904
2012-09-21,3470556636
2012-09-24,3468471592
2012-09-25,3457003847
2012-09-26,3464301503
2012-09-27,3477854292
2012-09-28,3466386547
2012-10-01,3550874336
2012-10-02,3559500814
2012-10-03,3588615180
2012-10-04,3605868138
2012-10-05,3644687292
2012-10-08,3655470391
2012-10-09,3666253490
2012-10-10,3680271518
2012-10-11,3660861940
2012-10-12,3659783630
2012-10-15,3699681095
2012-10-16,3686741377
2012-10-17,3655470391
2012-10-18,3630669264
2012-10-19,3605868138
2012-10-22,3589693490
2012-10-23,3584301941
2012-10-24,3595085039
2012-10-25,3571362223
2012-10-26,3569205603
2012-10-31,3719090672
2012-11-01,3744970109
2012-11-02,3765457996
2012-11-05,3757909827
2012-11-06,3762223066
2012-11-07,3815060249
2012-11-08,3796728981
2012-11-09,3805355460
2012-11-12,3799963911
2012-11-13,3809668700
2012-11-14,3739578559
2012-11-15,3732030390
2012-11-16,3700759405
2012-11-19,3799963911
2012-11-20,3843096305
2012-11-21,3866819122
2012-11-23,3880837150
2012-11-26,3877602220
2012-11-27,3833391516
2012-11-28,3818295178
2012-11-29,3824765037
2012-11-30,3790259122
2012-12-03,3861427572
2012-12-04,3842017995
2012-12-05,3788102503
2012-12-06,3795650672
2012-12-07,3798885601
2012-12-10,3831234897
2012-12-11,3796728981
2012-12-12,3787024193
2012-12-13,3778397714
2012-12-14,3789180812
2012-12-17,3825843347
2012-12-18,3857114333
2012-12-19,3894855178
2012-12-20,3918577994
2012-12-21,3885150389
2012-12-24,3892698558
2012-12-26,3886228699
2012-12-27,3898090107
2012-12-28,3863584192
2012-12-31,4032373134
2013-01-02,4083345699
2013-01-03,4116588676
2013-01-04,4136534462
2013-01-07,4144291157
2013-01-08,4116588676
2013-01-09,4189723226
2013-01-10,4188615127
2013-01-11,4170885539
2013-01-14,4170885539
2013-01-15,4178642234
2013-01-16,4201912318
2013-01-17,4229614799
2013-01-18,4269506371
2013-01-22,4275046867
2013-01-23,4256209180
2013-01-24,4316046539
2013-01-25,4357046211
2013-01-28,4342640921
2013-01-29,4393613486
2013-01-30,4388072990
2013-01-31,4414667372
2013-02-01,4476720929
2013-02-04,4476720929
2013-02-05,4449018448
2013-02-06,4450126547
2013-02-07,4429072662
2013-02-08,4463423738
2013-02-11,4477829028
2013-02-12,4471180433
2013-02-13,4439045555
2013-02-14,4381424394
2013-02-15,4288344058
2013-02-19,4266182074
2013-02-20,4255101081
2013-02-21,4190831325
2013-02-22,4224074302
2013-02-25,4121021073
2013-02-26,4132102065
2013-02-27,4158696447
2013-02-28,4148723554
2013-03-01,4157588348
2013-03-04,4259533478
2013-03-05,4372559601
2013-03-06,4340424723
2013-03-07,4324911333
2013-03-08,4344857120
2013-03-11,4306073646
2013-03-12,4311614142
2013-03-13,4224074302
2013-03-14,4224074302
2013-03-15,4225182402
2013-03-18,4256209180
2013-03-19,4234047196
2013-03-20,4281695463
2013-03-21,4257317280
2013-03-22,4331559929
2013-03-25,4337100425
2013-03-26,4375883898
2013-03-27,4364802906
2013-03-28,4351505715
2013-04-01,4383260515
2013-04-02,4402153879
2013-04-03,4355476156
2013-04-04,4388817387
2013-04-05,4417713120
2013-04-08,4458833972
2013-04-09,4504400321
2013-04-10,4566637286
2013-04-11,4611092261
2013-04-12,4616649132
2013-04-15,4543298424
2013-04-16,4634431122
2013-04-17,4578862404
2013-04-18,4581085153
2013-04-19,4668883728
2013-04-22,4614426384
2013-04-23,4628874251
2013-04-24,4652213112
2013-04-25,4632208374
2013-04-26,4666660979
2013-04-29,4774464293
2013-04-30,4843369504
2013-05-01,4832255760
2013-05-02,4890047228
2013-05-03,4897826848
2013-05-06,4920054335
2013-05-07,4911163341
2013-05-08,4915608838
2013-05-09,4917831587
2013-05-10,4858928745
2013-05-13,4872265238
2013-05-14,4872265238
2013-05-15,4926722582
2013-05-16,4893381351
2013-05-17,4942281823
2013-05-20,4936724951
2013-05-21,4995627793
2013-05-22,4846703627
2013-05-23,4821142017
2013-05-24,4827810263
2013-05-28,4787800785
2013-05-29,4688888467
2013-05-30,4722229698
2013-05-31,4655547235
2013-06-03,4694445338
2013-06-04,4649990364
2013-06-05,4656658610
2013-06-06,4747791308
2013-06-07,4770018796
2013-06-10,4732232067
2013-06-11,4679997472
2013-06-12,4557746291
2013-06-13,4664438230
2013-06-14,4702224959
2013-06-17,4761127801
2013-06-18,4856705996
2013-06-19,4677774723
2013-06-20,4499954824
2013-06-21,4654435861
2013-06-24,4584419276
2013-06-25,4633319748
2013-06-26,4649990364
2013-06-27,4697779461
2013-06-28,4659992733
2013-07-01,4643913121
2013-07-02,4797412524
2013-07-03,4761818460
2013-07-05,4751807629
2013-07-08,4766267718
2013-07-09,4808535669
2013-07-10,4744021427
2013-07-11,4848578992
2013-07-12,4835231218
2013-07-15,4871937597
2013-07-16,4858589823
2013-07-17,4880836113
2013-07-18,4894183888
2013-07-19,4939788783
2013-07-22,4962035073
2013-07-23,4929777952
2013-07-24,4818546500
2013-07-25,4833006589
2013-07-26,4801861782
2013-07-29,4802974097
2013-07-30,4752919943
2013-07-31,4677282556
2013-08-01,4812984928
2013-08-02,4749583000
2013-08-05,4836343532
2013-08-06,4827445016
2013-08-07,4799637153
2013-08-08,4815209557
2013-08-09,4863039081
2013-08-12,4824108073
2013-08-13,4798524839
2013-08-14,4833006589
2013-08-15,4689518016
2013-08-16,4579398878
2013-08-19,4520446209
2013-08-20,4650587008
2013-08-21,4629453032
2013-08-22,4676170242
2013-08-23,4734010597
2013-08-26,4696191903
2013-08-27,4607206741
2013-08-28,4600532854
2013-08-29,4617217572
2013-08-30,4586072765
2013-09-03,4497087604
2013-09-04,4539355556
2013-09-05,4561601846
2013-09-06,4671720984
2013-09-09,4750695314
2013-09-10,4820771129
2013-09-11,4890846944
2013-09-12,4831894274
2013-09-13,4899745460
2013-09-16,4920879436
2013-09-17,4913093234
2013-09-18,5122208364
2013-09-19,5195621122
2013-09-20,5182273348
2013-09-23,5152240856
2013-09-24,5089951243
2013-09-25,5147791598
2013-09-26,5176711776
2013-09-27,5117759106
2013-09-30,5192433078
2013-10-01,5308198799
2013-10-02,5269610226
2013-10-03,5186758288
2013-10-04,5220807030
2013-10-07,5228751736
2013-10-08,5194702994
2013-10-09,5166329043
2013-10-10,5322953254
2013-10-11,5420559646
2013-10-14,5366081660
2013-10-15,5341112583
2013-10-16,5431909227
2013-10-17,5517031081
2013-10-18,5496601836
2013-10-21,5467092926
2013-10-22,5443258807
2013-10-23,5488657129
2013-10-24,5471632759
2013-10-25,5521570913
2013-10-28,5514761164
2013-10-29,5370621492
2013-10-30,5243506191
2013-10-31,5219672071
2013-11-01,5234426526
2013-11-04,5304793925
2013-11-05,5141359966
2013-11-06,5116390889
2013-11-07,4952956930
2013-11-08,4830381460
2013-11-11,4857620454
2013-11-12,4849675747
2013-11-13,4878049698
2013-11-14,4885994405
2013-11-15,4865565160
2013-11-18,4763418935
2013-11-19,4640843466
2013-11-20,4627223969
2013-11-21,4678297082
2013-11-22,4745259607
2013-11-25,4764553893
2013-11-26,4719155571
2013-11-27,4795197761
2013-11-29,4757744145
2013-12-02,4747529523
2013-12-03,4745259607
2013-12-04,4722560446
2013-12-05,4780443306
2013-12-06,4819031880
2013-12-09,4808817257
2013-12-10,4778173390
2013-12-11,4622684137
2013-12-12,4587500438
2013-12-13,4595445144
2013-12-16,4626089011
2013-12-17,4664677585
2013-12-18,4746394565
2013-12-19,4772498600
2013-12-20,4838326167
2013-12-23,4798602635
2013-12-24,4787253054
2013-12-26,4770228684
2013-12-27,4763418935
2013-12-30,4802007509
2013-12-31,4863416632
2014-01-02,4824167601
2014-01-03,4858799099
2014-01-06,4879577997
2014-01-07,4864571015
2014-01-08,4844946500
2014-01-09,4904974429
2014-01-10,5029647820
2014-01-13,4998479472
2014-01-14,5075823150
2014-01-15,5154321211
2014-01-16,5123152863
2014-01-17,5076977533
2014-01-21,5093138899
2014-01-22,5068896850
2014-01-23,5082749449
2014-01-24,5033110970
2014-01-27,5038882886
2014-01-28,5154321211
2014-01-29,5153166828
2014-01-30,5235128038
2014-01-31,5270913919
2014-02-03,5124307246
2014-02-04,5238591188
2014-02-05,5228201739
2014-02-06,5262833236
2014-02-07,5312471716
2014-02-10,5415211825
2014-02-11,5440608257
2014-02-12,5440608257
2014-02-13,5469467838
2014-02-14,5448688940
2014-02-18,5482166054
2014-02-19,5483320437
2014-02-20,5477548521
2014-02-21,5496018653
2014-02-24,5489092353
2014-02-25,5514488785
2014-02-26,5577979864
2014-02-27,5543348366
2014-02-28,5668021757
2014-03-03,5625309577
2014-03-04,5726895303
2014-03-05,5728049686
2014-03-06,5673793673
2014-03-07,5567590414
2014-03-10,5571053564
2014-03-11,5685337506
2014-03-12,5681874356
2014-03-13,5670330524
2014-03-14,5686491889
2014-03-17,5597604379
2014-03-18,5604530678
2014-03-19,5489092353
2014-03-20,5472930988
