,HRL
2004-08-24,3668246400
2004-08-25,3668246400
2004-08-26,3640582400
2004-08-27,3734640000
2004-08-30,3690377600
2004-08-31,3695910400
2004-09-01,3745705600
2004-09-02,3839763200
2004-09-03,3823164800
2004-09-07,3884025600
2004-09-08,3834230400
2004-09-09,3878492800
2004-09-10,3856361600
2004-09-13,3812099200
2004-09-14,3823164800
2004-09-15,3756771200
2004-09-16,3778902400
2004-09-17,3740172800
2004-09-20,3756771200
2004-09-21,3718041600
2004-09-22,3679312000
2004-09-23,3651648000
2004-09-24,3695910400
2004-09-27,3657180800
2004-09-28,3662713600
2004-09-29,3673779200
2004-09-30,3706976000
2004-10-01,3718041600
2004-10-04,3740172800
2004-10-05,3712508800
2004-10-06,3706976000
2004-10-07,3657180800
2004-10-08,3679312000
2004-10-11,3684844800
2004-10-12,3662713600
2004-10-13,3640582400
2004-10-14,3618451200
2004-10-15,3651648000
2004-10-18,3668246400
2004-10-19,3684844800
2004-10-20,3690377600
2004-10-21,3718041600
2004-10-22,3701443200
2004-10-25,3706976000
2004-10-26,3762304000
2004-10-27,3839763200
2004-10-28,3856361600
2004-10-29,3889558400
2004-11-01,3809793600
2004-11-02,3865008000
2004-11-03,3931265280
2004-11-04,4003044000
2004-11-05,4019608320
2004-11-08,4019608320
2004-11-09,3975436800
2004-11-10,3969915360
2004-11-11,3969915360
2004-11-12,4400587680
2004-11-15,4345373280
2004-11-16,4345373280
2004-11-17,4345373280
2004-11-18,4223901600
2004-11-19,4201815840
2004-11-22,4207337280
2004-11-23,4185251520
2004-11-24,4251508800
2004-11-26,4240465920
2004-11-29,4251508800
2004-11-30,4223901600
2004-12-01,4268073120
2004-12-02,4196294400
2004-12-03,4251508800
2004-12-06,4152122880
2004-12-07,4146601440
2004-12-08,4163165760
2004-12-09,4135558560
2004-12-10,4107951360
2004-12-13,4091387040
2004-12-14,4113472800
2004-12-15,4107951360
2004-12-16,4152122880
2004-12-17,4052736960
2004-12-20,4047215520
2004-12-21,4080344160
2004-12-22,4085865600
2004-12-23,4174208640
2004-12-27,4141080000
2004-12-28,4141080000
2004-12-29,4157644320
2004-12-30,4229423040
2004-12-31,4328808960
2005-01-03,4223901600
2005-01-04,4218380160
2005-01-05,4174208640
2005-01-06,4196294400
2005-01-07,4201815840
2005-01-10,4163165760
2005-01-11,4152122880
2005-01-12,4102429920
2005-01-13,4141080000
2005-01-14,4141080000
2005-01-18,4268073120
2005-01-19,4218380160
2005-01-20,4284637440
2005-01-21,4301201760
2005-01-24,4262551680
2005-01-25,4245987360
2005-01-26,4284637440
2005-01-27,4290158880
2005-01-28,4229423040
2005-01-31,4360161600
2005-02-01,4404427200
2005-02-02,4459759200
2005-02-03,4409960400
2005-02-04,4454226000
2005-02-07,4398894000
2005-02-08,4443159600
2005-02-09,4321429200
2005-02-10,4315896000
2005-02-11,4338028800
2005-02-14,4365694800
2005-02-15,4360161600
2005-02-16,4387827600
2005-02-17,4376761200
2005-02-18,4421026800
2005-02-22,4365694800
2005-02-23,4321429200
2005-02-24,4304829600
2005-02-25,4293763200
2005-02-28,4310362800
2005-03-01,4404427200
2005-03-02,4426560000
2005-03-03,4426560000
2005-03-04,4415493600
2005-03-07,4354628400
2005-03-08,4271630400
2005-03-09,4249497600
2005-03-10,4249497600
2005-03-11,4221831600
2005-03-14,4304829600
2005-03-15,4221831600
2005-03-16,4288230000
2005-03-17,4338028800
2005-03-18,4332495600
2005-03-21,4260564000
2005-03-22,4277163600
2005-03-23,4299296400
2005-03-24,4277163600
2005-03-28,4243964400
2005-03-29,4227364800
2005-03-30,4282696800
2005-03-31,4304829600
2005-04-01,4282696800
2005-04-04,4288230000
2005-04-05,4315896000
2005-04-06,4299296400
2005-04-07,4293763200
2005-04-08,4260564000
2005-04-11,4210765200
2005-04-12,4232898000
2005-04-13,4216298400
2005-04-14,4183099200
2005-04-15,4166499600
2005-04-18,4111167600
2005-04-19,4111167600
2005-04-20,4055835600
2005-04-21,4172032800
2005-04-22,4221831600
2005-04-25,4266097200
2005-04-26,4271630400
2005-04-27,4321429200
2005-04-28,4299296400
2005-04-29,4310362800
2005-05-02,4317484560
2005-05-03,4389258600
2005-05-04,4444469400
2005-05-05,4416864000
2005-05-06,4411342920
2005-05-09,4383737520
2005-05-10,4449990480
2005-05-11,4505201280
2005-05-12,4494159120
2005-05-13,4494159120
2005-05-16,4472074800
2005-05-17,4499680200
2005-05-18,4527285600
2005-05-19,4516243440
2005-05-20,4538327760
2005-05-23,4527285600
2005-05-24,4565933160
2005-05-25,4521764520
2005-05-26,4151852160
2005-05-27,4140810000
2005-05-31,4091120280
2005-06-01,4162894320
2005-06-02,4196020800
2005-06-03,4162894320
2005-06-06,4184978640
2005-06-07,4223626200
2005-06-08,4223626200
2005-06-09,4229147280
2005-06-10,4229147280
2005-06-13,4212584040
2005-06-14,4218105120
2005-06-15,4245710520
2005-06-16,4245710520
2005-06-17,4229147280
2005-06-20,4207062960
2005-06-21,4190499720
2005-06-22,4173936480
2005-06-23,4146331080
2005-06-24,4140810000
2005-06-27,4080078120
2005-06-28,4118725680
2005-06-29,4113204600
2005-06-30,4046951640
2005-07-01,4113204600
2005-07-05,4140810000
2005-07-06,4052472720
2005-07-07,4052472720
2005-07-08,4102162440
2005-07-11,4107683520
2005-07-12,4107683520
2005-07-13,4057993800
2005-07-14,4140810000
2005-07-15,4173936480
2005-07-18,4162894320
2005-07-19,4196020800
2005-07-20,4162894320
2005-07-21,4124246760
2005-07-22,4140810000
2005-07-25,4135288920
2005-07-26,4107683520
2005-07-27,4085599200
2005-07-28,4085599200
2005-07-29,4085599200
2005-08-01,4287309040
2005-08-02,4281798360
2005-08-03,4265266320
2005-08-04,4265266320
2005-08-05,4182606120
2005-08-08,4177095440
2005-08-09,4171584760
2005-08-10,4171584760
2005-08-11,4182606120
2005-08-12,4210159520
2005-08-15,4193627480
2005-08-16,4155052720
2005-08-17,4177095440
2005-08-18,4177095440
2005-08-19,4177095440
2005-08-22,4193627480
2005-08-23,4166074080
2005-08-24,4182606120
2005-08-25,4177095440
2005-08-26,4298330400
2005-08-29,4325883800
2005-08-30,4320373120
2005-08-31,4392011960
2005-09-01,4474672160
2005-09-02,4447118760
2005-09-06,4463650800
2005-09-07,4485693520
2005-09-08,4414054680
2005-09-09,4380990600
2005-09-12,4342415840
2005-09-13,4320373120
2005-09-14,4386501280
2005-09-15,4380990600
2005-09-16,4375479920
2005-09-19,4414054680
2005-09-20,4314862440
2005-09-21,4254244960
2005-09-22,4292819720
2005-09-23,4331394480
2005-09-26,4342415840
2005-09-27,4463650800
2005-09-28,4469161480
2005-09-29,4458140120
2005-09-30,4546311000
2005-10-03,4524268280
2005-10-04,4529778960
2005-10-05,4408544000
2005-10-06,4380990600
2005-10-07,4375479920
2005-10-10,4375479920
2005-10-11,4358947880
2005-10-12,4342415840
2005-10-13,4331394480
2005-10-14,4469161480
2005-10-17,4469161480
2005-10-18,4436097400
2005-10-19,4430586720
2005-10-20,4331394480
2005-10-21,4342415840
2005-10-24,4414054680
2005-10-25,4303841080
2005-10-26,4292819720
2005-10-27,4232202240
2005-10-28,4342415840
2005-10-31,4385156400
2005-11-01,4407220080
2005-11-02,4451347440
2005-11-03,4445831520
2005-11-04,4374124560
2005-11-07,4412736000
2005-11-08,4500990720
2005-11-09,4699563840
2005-11-10,4771270800
2005-11-11,4826430000
2005-11-14,4837461840
2005-11-15,4820914080
2005-11-16,4804366320
2005-11-17,4826430000
2005-11-18,4837461840
2005-11-21,4859525520
2005-11-22,4831945920
2005-11-23,4517538480
2005-11-25,4495474800
2005-11-28,4489958880
2005-11-29,4495474800
2005-11-30,4523054400
2005-12-01,4583729520
2005-12-02,4545118080
2005-12-05,4517538480
2005-12-06,4451347440
2005-12-07,4467895200
2005-12-08,4434799680
2005-12-09,4451347440
2005-12-12,4456863360
2005-12-13,4495474800
2005-12-14,4473411120
2005-12-15,4456863360
2005-12-16,4484442960
2005-12-19,4401704160
2005-12-20,4445831520
2005-12-21,4495474800
2005-12-22,4489958880
2005-12-23,4512022560
2005-12-27,4500990720
2005-12-28,4517538480
2005-12-29,4528570320
2005-12-30,4506506640
2006-01-03,4556149920
2006-01-04,4611309120
2006-01-05,4622340960
2006-01-06,4611309120
2006-01-09,4605793200
2006-01-10,4589245440
2006-01-11,4583729520
2006-01-12,4600277280
2006-01-13,4600277280
2006-01-17,4605793200
2006-01-18,4688532000
2006-01-19,4633372800
2006-01-20,4600277280
2006-01-23,4699563840
2006-01-24,4660952400
2006-01-25,4622340960
2006-01-26,4671984240
2006-01-27,4683016080
2006-01-30,4683287760
2006-01-31,4622609120
2006-02-01,4633641600
2006-02-02,4754998880
2006-02-03,4793612560
2006-02-06,4738450160
2006-02-07,4710868960
2006-02-08,4710868960
2006-02-09,4716385200
2006-02-10,4710868960
2006-02-13,4738450160
2006-02-14,4732933920
2006-02-15,4727417680
2006-02-16,4788096320
2006-02-17,4810161280
2006-02-21,4771547600
2006-02-22,4788096320
2006-02-23,4799128800
2006-02-24,4754998880
2006-02-27,4688804000
2006-02-28,4749482640
2006-03-01,4716385200
2006-03-02,4710868960
2006-03-03,4694320240
2006-03-06,4661222800
2006-03-07,4661222800
2006-03-08,4666739040
2006-03-09,4677771520
2006-03-10,4688804000
2006-03-13,4688804000
2006-03-14,4633641600
2006-03-15,4589511680
2006-03-16,4583995440
2006-03-17,4572962960
2006-03-20,4550898000
2006-03-21,4589511680
2006-03-22,4589511680
2006-03-23,4556414240
2006-03-24,4600544160
2006-03-27,4556414240
2006-03-28,4550898000
2006-03-29,4595027920
2006-03-30,4633641600
2006-03-31,4661222800
2006-04-03,4710868960
2006-04-04,4716385200
2006-04-05,4721901440
2006-04-06,4655706560
2006-04-07,4710868960
2006-04-10,4727417680
2006-04-11,4666739040
2006-04-12,4655706560
2006-04-13,4628125360
2006-04-17,4622609120
2006-04-18,4683287760
2006-04-19,4688804000
2006-04-20,4589511680
2006-04-21,4567446720
2006-04-24,4600544160
2006-04-25,4550898000
2006-04-26,4666739040
2006-04-27,4650190320
2006-04-28,4628125360
2006-05-01,4611810720
2006-05-02,4689042000
2006-05-03,4644909840
2006-05-04,4600777680
2006-05-05,4666975920
2006-05-08,4683525480
2006-05-09,4661459400
2006-05-10,4606294200
2006-05-11,4666975920
2006-05-12,4617327240
2006-05-15,4661459400
2006-05-16,4655942880
2006-05-17,4584228120
2006-05-18,4573195080
2006-05-19,4683525480
2006-05-22,4700075040
2006-05-23,4639393320
2006-05-24,4672492440
2006-05-25,4915219320
2006-05-26,4909702800
2006-05-30,4815921960
2006-05-31,4953834960
2006-06-01,4948318440
2006-06-02,4959351480
2006-06-05,4876603680
2006-06-06,4937285400
2006-06-07,4959351480
2006-06-08,4843504560
2006-06-09,4843504560
2006-06-12,4799372400
2006-06-13,4777306320
2006-06-14,4782822840
2006-06-15,4826955000
2006-06-16,4931768880
2006-06-19,4981417560
2006-06-20,4986934080
2006-06-21,5080714920
2006-06-22,5042099280
2006-06-23,5047615800
2006-06-26,5064165360
2006-06-27,5042099280
2006-06-28,5036582760
2006-06-29,5135880120
2006-06-30,5124847080
2006-07-03,5152429680
2006-07-05,5086231440
2006-07-06,5108297520
2006-07-07,5086231440
2006-07-10,5097264480
2006-07-11,5124847080
2006-07-12,5091747960
2006-07-13,5091747960
2006-07-14,5025549720
2006-07-17,5036582760
2006-07-18,5075198400
2006-07-19,5119330560
2006-07-20,5102781000
2006-07-21,5069681880
2006-07-24,5207594880
2006-07-25,5240694000
2006-07-26,5191045320
2006-07-27,5135880120
2006-07-28,5218627920
2006-07-31,5192610640
2006-08-01,5209130080
2006-08-02,5170584720
2006-08-03,5176091200
2006-08-04,5143052320
2006-08-07,5099000480
2006-08-08,5143052320
2006-08-09,5148558800
2006-08-10,5181597680
2006-08-11,5192610640
2006-08-14,5187104160
2006-08-15,5231156000
2006-08-16,5220143040
2006-08-17,5187104160
2006-08-18,5181597680
2006-08-21,5236662480
2006-08-22,5203623600
2006-08-23,5231156000
2006-08-24,5016403280
2006-08-25,5016403280
2006-08-28,4955832000
2006-08-29,5126532880
2006-08-30,5027416240
2006-08-31,5043935680
2006-09-01,5076974560
2006-09-05,5010896800
2006-09-06,4977857920
2006-09-07,4961338480
2006-09-08,4988870880
2006-09-11,4977857920
2006-09-12,5005390320
2006-09-13,5005390320
2006-09-14,4977857920
2006-09-15,4922793120
2006-09-18,4917286640
2006-09-19,4911780160
2006-09-20,4977857920
2006-09-21,4988870880
2006-09-22,4961338480
2006-09-25,5010896800
2006-09-26,4972351440
2006-09-27,4999883840
2006-09-28,4983364400
2006-09-29,4950325520
2006-10-02,4961338480
2006-10-03,4867728320
2006-10-04,4939312560
2006-10-05,4988870880
2006-10-06,4950325520
2006-10-09,4972351440
2006-10-10,4972351440
2006-10-11,4939312560
2006-10-12,4983364400
2006-10-13,4944819040
2006-10-16,4933806080
2006-10-17,4922793120
2006-10-18,4917286640
2006-10-19,4873234800
2006-10-20,4911780160
2006-10-23,4928299600
2006-10-24,4928299600
2006-10-25,4928299600
2006-10-26,4939312560
2006-10-27,4961338480
2006-10-30,4973193280
2006-10-31,4967691960
2006-11-01,4923681400
2006-11-02,4885172160
2006-11-03,4852164240
2006-11-06,4896174800
2006-11-07,4901676120
2006-11-08,4874169520
2006-11-09,4791649720
2006-11-10,4967691960
2006-11-13,5072217040
2006-11-14,5149235520
2006-11-15,5116227600
2006-11-16,5072217040
2006-11-17,5061214400
2006-11-20,5099723640
2006-11-21,5044710440
2006-11-22,5209750040
2006-11-24,5226254000
2006-11-27,5160238160
2006-11-28,5198747400
2006-11-29,5209750040
2006-11-30,5209750040
2006-12-01,5220752680
2006-12-04,5297771160
2006-12-05,5325277760
2006-12-06,5281267200
2006-12-07,5259261920
2006-12-08,5281267200
2006-12-11,5275765880
2006-12-12,5297771160
2006-12-13,5286768520
2006-12-14,5281267200
2006-12-15,5242757960
2006-12-18,5209750040
2006-12-19,5259261920
2006-12-20,5259261920
2006-12-21,5237256640
2006-12-22,5220752680
2006-12-26,5231755320
2006-12-27,5209750040
2006-12-28,5193246080
2006-12-29,5138232880
2007-01-03,5248259280
2007-01-04,5204248720
2007-01-05,5171240800
2007-01-08,5143734200
2007-01-09,5105224960
2007-01-10,5127230240
2007-01-11,5198747400
2007-01-12,5176742120
2007-01-16,5138232880
2007-01-17,5143734200
2007-01-18,5121728920
2007-01-19,5182243440
2007-01-22,5171240800
2007-01-23,5171240800
2007-01-24,5204248720
2007-01-25,5209750040
2007-01-26,5138232880
2007-01-29,5146078480
2007-01-30,5179136800
2007-01-31,5217704840
2007-02-01,5223214560
2007-02-02,5212195120
2007-02-05,5179136800
2007-02-06,5228724280
2007-02-07,5245253440
2007-02-08,5228724280
2007-02-09,5234234000
2007-02-12,5234234000
2007-02-13,5305860360
2007-02-14,5366467280
2007-02-15,5388506160
2007-02-16,5245253440
2007-02-20,5217704840
2007-02-21,5239743720
2007-02-22,5151588200
2007-02-23,5140568760
2007-02-26,5173627080
2007-02-27,5046903520
2007-02-28,5024864640
2007-03-01,5068942400
2007-03-02,5019354920
2007-03-05,4997316040
2007-03-06,5046903520
2007-03-07,5013845200
2007-03-08,5057922960
2007-03-09,5035884080
2007-03-12,5090981280
2007-03-13,5013845200
2007-03-14,5024864640
2007-03-15,5068942400
2007-03-16,5052413240
2007-03-19,5052413240
2007-03-20,5079961840
2007-03-21,5129549320
2007-03-22,5135059040
2007-03-23,5157097920
2007-03-26,5140568760
2007-03-27,5107510440
2007-03-28,5113020160
2007-03-29,5113020160
2007-03-30,5124039600
2007-04-02,5173627080
2007-04-03,5217704840
2007-04-04,5179136800
2007-04-05,5168117360
2007-04-09,5107510440
2007-04-10,5129549320
2007-04-11,5140568760
2007-04-12,5179136800
2007-04-13,5184646520
2007-04-16,5190156240
2007-04-17,5184646520
2007-04-18,5146078480
2007-04-19,5162607640
2007-04-20,5217704840
2007-04-23,5239743720
2007-04-24,5256272880
2007-04-25,5272802040
2007-04-26,5267292320
2007-04-27,5256272880
2007-04-30,5233981760
2007-05-01,5261471160
2007-05-02,5283462680
2007-05-03,5266969040
2007-05-04,5255973280
2007-05-07,5294458440
2007-05-08,5294458440
2007-05-09,5272466920
2007-05-10,5189998720
2007-05-11,5228483880
2007-05-14,5200994480
2007-05-15,5162509320
2007-05-16,5321947840
2007-05-17,5321947840
2007-05-18,5387922400
2007-05-21,5426407560
2007-05-22,5409913920
2007-05-23,5404416040
2007-05-24,5157011440
2007-05-25,5063547480
2007-05-29,5118526280
2007-05-30,5096534760
2007-05-31,5146015680
2007-06-01,5179002960
2007-06-04,5189998720
2007-06-05,5157011440
2007-06-06,5146015680
2007-06-07,5118526280
2007-06-08,5157011440
2007-06-11,5168007200
2007-06-12,5091036880
2007-06-13,5140517800
2007-06-14,5129522040
2007-06-15,5140517800
2007-06-18,5168007200
2007-06-19,5135019920
2007-06-20,5124024160
2007-06-21,5140517800
2007-06-22,5118526280
2007-06-25,5162509320
2007-06-26,5135019920
2007-06-27,5184500840
2007-06-28,5146015680
2007-06-29,5135019920
2007-07-02,5184500840
2007-07-03,5168007200
2007-07-05,5157011440
2007-07-06,5146015680
2007-07-09,5118526280
2007-07-10,5085539000
2007-07-11,5146015680
2007-07-12,5151513560
2007-07-13,5162509320
2007-07-16,5129522040
2007-07-17,5096534760
2007-07-18,5014066560
2007-07-19,5008568680
2007-07-20,5003070800
2007-07-23,5047053840
2007-07-24,4992075040
2007-07-25,4986577160
2007-07-26,4915104720
2007-07-27,4810645000
2007-07-30,4759524320
2007-07-31,4688730480
2007-08-01,4743187280
2007-08-02,4770415680
2007-08-03,4601599600
2007-08-06,4710513200
2007-08-07,4645165040
2007-08-08,4438229200
2007-08-09,4323869920
2007-08-10,4601599600
2007-08-13,4574371200
2007-08-14,4639719360
2007-08-15,4628828000
2007-08-16,4650610720
2007-08-17,4612490960
2007-08-20,4623382320
2007-08-21,4628828000
2007-08-22,4683284800
2007-08-23,4737741600
2007-08-24,4868437920
2007-08-27,4917449040
2007-08-28,4786752720
2007-08-29,4868437920
2007-08-30,4841209520
2007-08-31,4852100880
2007-09-04,4852100880
2007-09-05,4852100880
2007-09-06,4873883600
2007-09-07,4764970000
2007-09-10,4775861360
2007-09-11,4824872480
2007-09-12,4830318160
2007-09-13,4868437920
2007-09-14,4819426800
2007-09-17,4846655200
2007-09-18,4797644080
2007-09-19,4846655200
2007-09-20,4803089760
2007-09-21,4797644080
2007-09-24,4803089760
2007-09-25,4797644080
2007-09-26,4819426800
2007-09-27,4846655200
2007-09-28,4873883600
2007-10-01,4884774960
2007-10-02,4884774960
2007-10-03,4819426800
2007-10-04,4868437920
2007-10-05,4950123120
2007-10-08,4961014480
2007-10-09,4982797200
2007-10-10,4955568800
2007-10-11,4901112000
2007-10-12,4912003360
2007-10-15,4955568800
2007-10-16,4971905840
2007-10-17,5020916960
2007-10-18,5059036720
2007-10-19,5015471280
2007-10-22,5015471280
2007-10-23,4999134240
2007-10-24,4988242880
2007-10-25,4988242880
2007-10-26,5010025600
2007-10-29,4934270160
2007-10-30,4955983120
2007-10-31,4950554880
2007-11-01,4858274800
2007-11-02,4798564160
2007-11-05,4809420640
2007-11-06,4782279440
2007-11-07,4760566480
2007-11-08,4809420640
2007-11-09,4803992400
2007-11-12,4771422960
2007-11-13,4847418320
2007-11-14,4836561840
2007-11-15,4841990080
2007-11-16,4852846560
2007-11-19,4852846560
2007-11-20,4999409040
2007-11-21,5042834960
2007-11-23,5129686800
2007-11-26,5167684480
2007-11-27,5243679840
2007-11-28,5368529360
2007-11-29,5395670560
2007-11-30,5395670560
2007-12-03,5379385840
2007-12-04,5449952960
2007-12-05,5433668240
2007-12-06,5439096480
2007-12-07,5460809440
2007-12-10,5466237680
2007-12-11,5373957600
2007-12-12,5363101120
2007-12-13,5542233040
2007-12-14,5384814080
2007-12-17,5406527040
2007-12-18,5422811760
2007-12-19,5493378880
2007-12-20,5569374240
2007-12-21,5618228400
2007-12-24,5661654320
2007-12-26,5607371920
2007-12-27,5601943680
2007-12-28,5596515440
2007-12-31,5493378880
2008-01-02,5460809440
2008-01-03,5352244640
2008-01-04,5384814080
2008-01-07,5422811760
2008-01-08,5308818720
2008-01-09,5346816400
2008-01-10,5417383520
2008-01-11,5493378880
2008-01-14,5357672880
2008-01-15,5363101120
2008-01-16,5314246960
2008-01-17,5287105760
2008-01-18,5292534000
2008-01-22,5238251600
2008-01-23,5140543280
2008-01-24,5221966880
2008-01-25,5064547920
2008-01-28,5225315040
2008-01-29,5225315040
2008-01-30,5214462880
2008-01-31,5257871520
2008-02-01,5285001920
2008-02-04,5290428000
2008-02-05,5268723680
2008-02-06,5219888960
2008-02-07,5285001920
2008-02-08,5274149760
2008-02-11,5268723680
2008-02-12,5355540960
2008-02-13,5290428000
2008-02-14,5274149760
2008-02-15,5480340800
2008-02-19,5578010240
2008-02-20,5534601600
2008-02-21,5572584160
2008-02-22,5545453760
2008-02-25,5724514400
2008-02-26,5610566720
2008-02-27,5659401440
2008-02-28,5686531840
2008-02-29,5545453760
2008-03-03,5594288480
2008-03-04,5643123200
2008-03-05,5637697120
2008-03-06,5529175520
2008-03-07,5485766880
2008-03-10,5523749440
2008-03-11,5605140640
2008-03-12,5572584160
2008-03-13,5588862400
2008-03-14,5496619040
2008-03-17,5404375680
2008-03-18,5507471200
2008-03-19,5502045120
2008-03-20,5545453760
2008-03-24,5523749440
2008-03-25,5605140640
2008-03-26,5561732000
2008-03-27,5588862400
2008-03-28,5648549280
2008-03-31,5653975360
2008-04-01,5719088320
2008-04-02,5746218720
2008-04-03,5697384000
2008-04-04,5757070880
2008-04-07,5762496960
2008-04-08,5702810080
2008-04-09,5691957920
2008-04-10,5675679680
2008-04-11,5556305920
2008-04-14,5453210400
2008-04-15,5409801760
2008-04-16,5398949600
2008-04-17,5344688800
2008-04-18,5393523520
2008-04-21,5360967040
2008-04-22,5322984480
2008-04-23,5355540960
2008-04-24,5350114880
2008-04-25,5366393120
2008-04-28,5334405400
2008-04-29,5350652320
2008-04-30,5334405400
2008-05-01,5437302560
2008-05-02,5410224360
2008-05-05,5469796400
2008-05-06,5475212040
2008-05-07,5491458960
2008-05-08,5529368440
2008-05-09,5469796400
2008-05-12,5556446640
2008-05-13,5540199720
2008-05-14,5561862280
2008-05-15,5610603040
2008-05-16,5653928160
2008-05-19,5632265600
2008-05-20,5572693560
2008-05-21,5551031000
2008-05-22,5334405400
2008-05-23,5215261320
2008-05-27,5193598760
2008-05-28,5177351840
2008-05-29,5177351840
2008-05-30,5117779800
2008-06-02,5101532880
2008-06-03,5112364160
2008-06-04,5128611080
2008-06-05,5090701600
2008-06-06,4987804440
2008-06-09,4976973160
2008-06-10,5004051360
2008-06-11,4960726240
2008-06-12,4949894960
2008-06-13,4944479320
2008-06-16,4928232400
2008-06-17,4895738560
2008-06-18,4841582160
2008-06-19,4836166520
2008-06-20,4809088320
2008-06-23,4782010120
2008-06-24,4744100640
2008-06-25,4760347560
2008-06-26,4700775520
2008-06-27,4641203480
2008-06-30,4684528600
2008-07-01,4646619120
2008-07-02,4614125280
2008-07-03,4700775520
2008-07-07,4754931920
2008-07-08,4819919600
2008-07-09,4857829080
2008-07-10,4787425760
2008-07-11,4782010120
2008-07-14,4771178840
2008-07-15,4787425760
2008-07-16,4846997800
2008-07-17,4836166520
2008-07-18,4852413440
2008-07-21,4825335240
2008-07-22,4895738560
2008-07-23,4993220080
2008-07-24,4955310600
2008-07-25,4895738560
2008-07-28,4854263640
2008-07-29,4891977120
2008-07-30,4924302960
2008-07-31,4870426560
2008-08-01,4881201840
2008-08-04,4924302960
2008-08-05,5091319800
2008-08-06,5129033280
2008-08-07,5064381600
2008-08-08,4800387240
2008-08-11,4687246800
2008-08-12,4703409720
2008-08-13,4692634440
2008-08-14,4692634440
2008-08-15,4714185000
2008-08-18,4719572640
2008-08-19,4714185000
2008-08-20,4735735560
2008-08-21,4773449040
2008-08-22,4789611960
2008-08-25,4794999600
2008-08-26,4838100720
2008-08-27,4821937800
2008-08-28,4865038920
2008-08-29,4800387240
2008-09-02,4865038920
2008-09-03,4778836680
2008-09-04,4768061400
2008-09-05,4843488360
2008-09-08,4913527680
2008-09-09,4935078240
2008-09-10,4902752400
2008-09-11,4956628800
2008-09-12,5015892840
2008-09-15,4983567000
2008-09-16,4940465880
2008-09-17,4789611960
2008-09-18,4859651280
2008-09-19,4886589480
2008-09-22,4784224320
2008-09-23,4773449040
2008-09-24,4724960280
2008-09-25,4762673760
2008-09-26,4902752400
2008-09-29,4881201840
2008-09-30,4886589480
2008-10-01,4988954640
2008-10-02,4962016440
2008-10-03,4908140040
2008-10-06,4708797360
2008-10-07,4660308600
2008-10-08,4493291760
2008-10-09,4358600760
2008-10-10,4347825480
2008-10-13,4584881640
2008-10-14,4584881640
2008-10-15,4401701880
2008-10-16,4514842320
2008-10-17,4574106360
2008-10-20,4062280560
2008-10-21,3916814280
2008-10-22,3879100800
2008-10-23,3841387320
2008-10-24,3835999680
2008-10-27,3794806480
2008-10-28,3821681880
2008-10-29,3810931720
2008-10-30,3778681240
2008-10-31,3794806480
2008-11-03,3864682520
2008-11-04,3929183480
2008-11-05,3832432040
2008-11-06,3649679320
2008-11-07,3665804560
2008-11-10,3762556000
2008-11-11,3617428840
2008-11-12,3552927880
2008-11-13,3741055680
2008-11-14,3595928520
2008-11-17,3698055040
2008-11-18,3773306160
2008-11-19,3784056320
2008-11-20,3585178360
2008-11-21,3870057600
2008-11-24,3929183480
2008-11-25,3837807120
2008-11-26,3536802640
2008-11-28,3569053120
2008-12-01,3359425000
2008-12-02,3391675480
2008-12-03,3493802000
2008-12-04,3542177720
2008-12-05,3644304240
2008-12-08,3767931080
2008-12-09,3746430760
2008-12-10,3837807120
2008-12-11,3762556000
2008-12-12,3945308720
2008-12-15,4025934920
2008-12-16,4058185400
2008-12-17,4085060800
2008-12-18,4133436520
2008-12-19,4117311280
2008-12-22,4042060160
2008-12-23,4015184760
2008-12-24,4031310000
2008-12-26,4111936200
2008-12-29,4106561120
2008-12-30,4165687000
2008-12-31,4176437160
2009-01-02,4240938120
2009-01-05,4230187960
2009-01-06,4235563040
2009-01-07,4171062080
2009-01-08,4149561760
2009-01-09,4085060800
2009-01-12,4122686360
2009-01-13,4197937480
2009-01-14,4117311280
2009-01-15,4133436520
2009-01-16,4214062720
2009-01-20,4138811600
2009-01-21,4101186040
2009-01-22,4138811600
2009-01-23,4090435880
2009-01-26,4119464960
2009-01-27,4157061120
2009-01-28,4178544640
2009-01-29,4146319360
2009-01-30,4006676480
2009-02-02,4081868800
2009-02-03,4146319360
2009-02-04,4097981440
2009-02-05,4130206720
2009-02-06,4216140800
2009-02-09,4205399040
2009-02-10,4108723200
2009-02-11,4157061120
2009-02-12,4200028160
2009-02-13,4167802880
2009-02-17,4135577600
2009-02-18,4087239680
2009-02-19,4404121600
2009-02-20,4296704000
2009-02-23,4237624320
2009-02-24,4291333120
2009-02-25,4404121600
2009-02-26,4259107840
2009-02-27,4275220480
2009-03-02,4221511680
2009-03-03,4135577600
2009-03-04,4087239680
2009-03-05,3947596800
2009-03-06,4076497920
2009-03-09,4049643520
2009-03-10,4114094080
2009-03-11,4049643520
2009-03-12,4092610560
2009-03-13,4092610560
2009-03-16,4076497920
2009-03-17,4162432000
2009-03-18,4146319360
2009-03-19,4135577600
2009-03-20,4167802880
2009-03-23,4253736960
2009-03-24,4205399040
2009-03-25,4232253440
2009-03-26,4285962240
2009-03-27,4226882560
2009-03-30,4221511680
2009-03-31,4259107840
2009-04-01,4280591360
2009-04-02,4334300160
2009-04-03,4302074880
2009-04-06,4302074880
2009-04-07,4216140800
2009-04-08,4280591360
2009-04-09,4259107840
