,FSLR
2011-07-07,11471730060
2011-07-08,11448418800
2011-07-11,10958882340
2011-07-12,10703321860
2011-07-13,10807790840
2011-07-14,10635978220
2011-07-15,10761168320
2011-07-18,10527192340
2011-07-19,10700731720
2011-07-20,10650655680
2011-07-21,10809085910
2011-07-22,10716272560
2011-07-25,10412362800
2011-07-26,10383871260
2011-07-27,10067010800
2011-07-28,10157665700
2011-07-29,10207741740
2011-08-01,10135217820
2011-08-02,9932323520
2011-08-03,9950454500
2011-08-04,9319323720
2011-08-05,9102615340
2011-08-08,8623439440
2011-08-09,8607898600
2011-08-10,8664881680
2011-08-11,8896267520
2011-08-12,8990375940
2011-08-15,9160461800
2011-08-16,9018867480
2011-08-17,8587177479
2011-08-18,8182252260
2011-08-19,7656453840
2011-08-22,7571842600
2011-08-23,8144263540
2011-08-24,8270317020
2011-08-25,8330753620
2011-08-26,8695099980
2011-08-29,8833240780
2011-08-30,8800432340
2011-08-31,8632073240
2011-09-01,8369605720
2011-09-02,7779053799
2011-09-06,7562345420
2011-09-07,7783370700
2011-09-08,7482914460
2011-09-09,7335276479
2011-09-12,7431975040
2011-09-13,7848987580
2011-09-14,7899927000
2011-09-15,7818769280
2011-09-16,7399166600
2011-09-19,7244621580
2011-09-20,6838832979
2011-09-21,6347569760
2011-09-22,5771695299
2011-09-23,6064381120
2011-09-26,6192161360
2011-09-27,6239647260
2011-09-28,5590385500
2011-09-29,5614560140
2011-09-30,5440295070
2011-10-03,4983279300
2011-10-04,4972951260
2011-10-05,5238898290
2011-10-06,5571116910
2011-10-07,5141642580
2011-10-10,5145085260
2011-10-11,4812005970
2011-10-12,4912704360
2011-10-13,4892908950
2011-10-14,4839547410
2011-10-17,4558108320
2011-10-18,4812005970
2011-10-19,4395441690
2011-10-20,4502164770
2011-10-21,4627822590
2011-10-24,4987582650
2011-10-25,3724119090
2011-10-26,3968549370
2011-10-27,4552944300
2011-10-28,4646757330
2011-10-31,4283554590
2011-11-01,4026214260
2011-11-02,4064944409
2011-11-03,4146708060
2011-11-04,4268062530
2011-11-07,4108838580
2011-11-08,4092485849
2011-11-09,3871293659
2011-11-10,3884203710
2011-11-11,3966828030
2011-11-14,3842891550
2011-11-15,3873875670
2011-11-16,3792112020
2011-11-17,3925515870
2011-11-18,3910884480
2011-11-21,3746496510
2011-11-22,3511533599
2011-11-23,3578665860
2011-11-25,3470221440
2011-11-28,3835145520
2011-11-29,3770595270
2011-11-30,4119166620
2011-12-01,4092485849
2011-12-02,4111420590
2011-12-05,4109699250
2011-12-06,3968549370
2011-12-07,4130355330
2011-12-08,3887646390
2011-12-09,3930679890
2011-12-12,3817932120
2011-12-13,3663872190
2011-12-14,2878941150
2011-12-15,2706807150
2011-12-16,2746397970
2011-12-19,2625043500
2011-12-20,2829882960
2011-12-21,2736930600
2011-12-22,2939188050
2011-12-23,2986524900
2011-12-27,2835046980
2011-12-28,2764472040
2011-12-29,2828161620
2011-12-30,2905621920
2012-01-03,3096085530
2012-01-04,3001792900
2012-01-05,3069268359
2012-01-06,3051101890
2012-01-09,3186917880
2012-01-10,3353876390
2012-01-11,3615992599
2012-01-12,3597826130
2012-01-13,3453359440
2012-01-17,3460280000
2012-01-18,3718935930
2012-01-19,3347820900
2012-01-20,3326194150
2012-01-23,3276020090
2012-01-24,3294186560
2012-01-25,3340035270
2012-01-26,3541596580
2012-01-27,3939528780
2012-01-30,3789006599
2012-01-31,3657515960
2012-02-01,3692118760
2012-02-02,3870323180
2012-02-03,3906656119
2012-02-06,4022142965
2012-02-07,4030361130
2012-02-08,3962885670
2012-02-09,4241005675
2012-02-10,3798522369
2012-02-13,3609072040
2012-02-14,3391939470
2012-02-15,3383288770
2012-02-16,3435192970
2012-02-17,3684333130
2012-02-21,3666166660
2012-02-22,3499208150
2012-02-23,3218060400
2012-02-24,3077919060
2012-02-27,3125497910
2012-02-28,3148854800
2012-02-29,2794176099
2012-03-01,2631542940
2012-03-02,2596940140
2012-03-05,2429116560
2012-03-06,2390188410
2012-03-07,2231880600
2012-03-08,2262158050
2012-03-09,2378077430
2012-03-12,2234475810
2012-03-13,2363371240
2012-03-14,2344339700
2012-03-15,2408354880
2012-03-16,2515623560
2012-03-19,2480155690
2012-03-20,2375482220
2012-03-21,2277729310
2012-03-22,2331363650
2012-03-23,2258697770
2012-03-26,2285514940
2012-03-27,2258697770
2012-03-28,2168730490
2012-03-29,2173055840
2012-03-30,2167000350
2012-04-02,2130553150
2012-04-03,1962923000
2012-04-04,1887359150
2012-04-05,1822217900
2012-04-09,1753602450
2012-04-10,1856959900
2012-04-11,1954237500
2012-04-12,1910810000
2012-04-13,1809189649
2012-04-16,1808321100
2012-04-17,1994190800
2012-04-18,1854354250
2012-04-19,1858696999
2012-04-20,1793555749
2012-04-23,1671958750
2012-04-24,1618977200
2012-04-25,1589446500
2012-04-26,1590315050
2012-04-27,1593789250
2012-04-30,1598131999
2012-05-01,1599869100
2012-05-02,1581629550
2012-05-03,1569469850
2012-05-04,1471323700
2012-05-07,1534727850
2012-05-08,1436581700
2012-05-09,1469586600
2012-05-10,1397496950
2012-05-11,1401839700
2012-05-14,1403576800
2012-05-15,1322801650
2012-05-16,1214232900
2012-05-17,1295876600
2012-05-18,1186526155
2012-05-21,1201204650
2012-05-22,1181228000
2012-05-23,1238552300
2012-05-24,1235078100
2012-05-25,1244632150
2012-05-29,1235946650
2012-05-30,1163857000
2012-05-31,1090898800
2012-06-01,1022283350
2012-06-04,1066579400
2012-06-05,1098281475
2012-06-06,1156040050
2012-06-07,1115218200
2012-06-08,1111744000
2012-06-11,1070922150
2012-06-12,1298482250
2012-06-13,1202073200
2012-06-14,1168199750
2012-06-15,1211627250
2012-06-18,1256791850
2012-06-19,1322801650
2012-06-20,1296745150
2012-06-21,1262871700
2012-06-22,1379257400
2012-06-25,1320196000
2012-06-26,1292836675
2012-06-27,1333224250
2012-06-28,1281111250
2012-06-29,1308036300
2012-07-02,1329237760
2012-07-03,1363164640
2012-07-05,1342286560
2012-07-06,1305749920
2012-07-09,1265733600
2012-07-10,1233546560
2012-07-11,1274432800
2012-07-12,1218757920
2012-07-13,1232676640
2012-07-16,1303140160
2012-07-17,1257904320
2012-07-18,1258774240
2012-07-19,1316188960
2012-07-20,1286611680
2012-07-23,1237026240
2012-07-24,1223542480
2012-07-25,1233546560
2012-07-26,1217888000
2012-07-27,1261384000
2012-07-30,1236156320
2012-07-31,1351855680
2012-08-01,1287481600
2012-08-02,1559766560
2012-08-03,1484083520
2012-08-06,1658067520
2012-08-07,1798994560
2012-08-08,1862498720
2012-08-09,1887726400
2012-08-10,1864238560
2012-08-13,1782466079
2012-08-14,1742884720
2012-08-15,1835531200
2012-08-16,1869458079
2012-08-17,1849449920
2012-08-20,1953840320
2012-08-21,2099986880
2012-08-22,2081718560
2012-08-23,2140873120
2012-08-24,2154791840
2012-08-27,2221775680
2012-08-28,2235694400
2012-08-29,2105206400
2012-08-30,1711306624
2012-08-31,1738970079
2012-09-04,1645888640
2012-09-05,1622400799
2012-09-06,1742449760
2012-09-07,1778116480
2012-09-10,1808563680
2012-09-11,1896425600
2012-09-12,1955580160
2012-09-13,1966454160
2012-09-14,2140873120
2012-09-17,2021694079
2012-09-18,2013864799
2012-09-19,2042572160
2012-09-20,1963061472
2012-09-21,1844230400
2012-09-24,1826918992
2012-09-25,1784336408
2012-09-26,1818132799
2012-09-27,2010385120
2012-09-28,1926437840
2012-10-01,1909752120
2012-10-02,1992481920
2012-10-03,1915412580
2012-10-04,1963761616
2012-10-05,1747775880
2012-10-08,1764321840
2012-10-09,1811347200
2012-10-10,1832247360
2012-10-11,1891464480
2012-10-12,1925427240
2012-10-15,1937619000
2012-10-16,2097853560
2012-10-17,2191912988
2012-10-18,2189291760
2012-10-19,2049957360
2012-10-22,2072599200
2012-10-23,2030206708
2012-10-24,2034282240
2012-10-25,2069986680
2012-10-26,2087403480
2012-10-31,2116141200
2012-11-01,2155224499
2012-11-02,1962873360
2012-11-05,2031234300
2012-11-06,2158925569
2012-11-07,2061556948
2012-11-08,2103078599
2012-11-09,2137912200
2012-11-12,2214546120
2012-11-13,2124849599
2012-11-14,2042119800
2012-11-15,2024720416
2012-11-16,2049957360
2012-11-19,2103078599
2012-11-20,2078695080
2012-11-21,2130945480
2012-11-23,2129203800
2012-11-26,2204096040
2012-11-27,2288576228
2012-11-28,2369555640
2012-11-29,2353880520
2012-11-30,2350397160
2012-12-03,2394836125
2012-12-04,2578670449
2012-12-05,2607294960
2012-12-06,2675220480
2012-12-07,2604682440
2012-12-10,2615341521
2012-12-11,2706570720
2012-12-12,2786478998
2012-12-13,2766658680
2012-12-14,2835455040
2012-12-17,2789300520
2012-12-18,2786696708
2012-12-19,2876384520
2012-12-20,2808459000
2012-12-21,2692637280
2012-12-24,2635161840
2012-12-26,2667382920
2012-12-27,2614261680
2012-12-28,2595103200
2012-12-31,2690793453
2013-01-02,2789719940
2013-01-03,3000836945
2013-01-04,2928926877
2013-01-07,2735652220
2013-01-08,2705130120
2013-01-09,2781871400
2013-01-10,2787975820
2013-01-11,2791464060
2013-01-14,2721699260
2013-01-15,2757453720
2013-01-16,2678968320
2013-01-17,2662529989
2013-01-18,2623156480
2013-01-22,2753965480
2013-01-23,2716466900
2013-01-24,2642341800
2013-01-25,2634493260
2013-01-28,2590018200
2013-01-29,2436535640
2013-01-30,2433919460
2013-01-31,2457465080
2013-02-01,2470545980
2013-02-04,2471418040
2013-02-05,2530718120
2013-02-06,2714722780
2013-02-07,2712978660
2013-02-08,2651062400
2013-02-11,2821986160
2013-02-12,2942330440
2013-02-13,2829834700
2013-02-14,3045233520
2013-02-15,2972852540
2013-02-19,3150752780
2013-02-20,3063546780
2013-02-21,3000758459
2013-02-22,2948434860
2013-02-25,2855124440
2013-02-26,2734780160
2013-02-27,2358050240
2013-02-28,2253403040
2013-03-01,2210672100
2013-03-04,2153988200
2013-03-05,2188870600
2013-03-06,2258635400
2013-03-07,2275902188
2013-03-08,2292645740
2013-03-11,2318807540
2013-03-12,2392932640
2013-03-13,2345841400
2013-03-14,2377235560
2013-03-15,2320551660
2013-03-18,2348457580
2013-03-19,2427815040
2013-03-20,2571704940
2013-03-21,2529148412
2013-03-22,2515893100
2013-03-25,2443512120
2013-03-26,2406885600
2013-03-27,2392060580
2013-03-28,2351073760
2013-04-01,2392370820
2013-04-02,2341972255
2013-04-03,2328146100
2013-04-04,2360258460
2013-04-05,2358474440
2013-04-08,2411995040
2013-04-09,3510059350
2013-04-10,3239780320
2013-04-11,3317741994
2013-04-12,3310249110
2013-04-15,3212128010
2013-04-16,3350478761
2013-04-17,3330230134
2013-04-18,3360201670
2013-04-19,3398558100
2013-04-22,3456538750
2013-04-23,3598368340
2013-04-24,4023857110
2013-04-25,3966768470
2013-04-26,3931980080
2013-04-29,4064889570
2013-04-30,4153198560
2013-05-01,4083621780
2013-05-02,4142494440
2013-05-03,4103246000
2013-05-06,4253995690
2013-05-07,3874088631
2013-05-08,4032598808
2013-05-09,4203151120
2013-05-10,4401177340
2013-05-13,4500190450
2013-05-14,4515354620
2013-05-15,4466294070
2013-05-16,4314652370
2013-05-17,4458265980
2013-05-20,4896242890
2013-05-21,4962251630
2013-05-22,4674132400
2013-05-23,4600987580
2013-05-24,4598668354
2013-05-28,4559152311
2013-05-29,4617043760
2013-05-30,4919435150
2013-05-31,4851909993
2013-06-03,4757089330
2013-06-04,4693756620
2013-06-05,4551927030
2013-06-06,4750845260
2013-06-07,4735681090
2013-06-10,5030936400
2013-06-11,4664320290
2013-06-12,4162297062
2013-06-13,4089865850
2013-06-14,3988176710
2013-06-17,4044373340
2013-06-18,4099945563
2013-06-19,3973012540
2013-06-20,3744033573
2013-06-21,3690245370
2013-06-24,3679541250
2013-06-25,3967660479
2013-06-26,4024749120
2013-06-27,3969444500
2013-06-28,3997096810
2013-07-01,4571427040
2013-07-02,4459182400
2013-07-03,4496696000
2013-07-05,4580608000
2013-07-08,4547043200
2013-07-09,4434502400
2013-07-10,4407848000
2013-07-11,4587518400
2013-07-12,4704008000
2013-07-15,4962654400
2013-07-16,4828395200
2013-07-17,4843203200
2013-07-18,4823459200
2013-07-19,4769163200
2013-07-22,4842216000
2013-07-23,4738560000
2013-07-24,4616147200
2013-07-25,4693148800
2013-07-26,4694136000
2013-07-29,4669456000
2013-07-30,4785945600
2013-07-31,4858998400
2013-08-01,4753368000
2013-08-02,4669456000
2013-08-05,4724739200
2013-08-06,4615160000
2013-08-07,3995198400
2013-08-08,3999147200
2013-08-09,4049494400
2013-08-12,4005070400
2013-08-13,3838825920
2013-08-14,3834284800
2013-08-15,3714833600
2013-08-16,3767155199
2013-08-19,3661524800
2013-08-20,3802694400
2013-08-21,3805655999
2013-08-22,3852054400
2013-08-23,3847118400
2013-08-26,3828361600
2013-08-27,3636844800
2013-08-28,3644742400
2013-08-29,3703974400
2013-08-30,3624998400
2013-09-03,3639806399
2013-09-04,3600318400
2013-09-05,3786899200
2013-09-06,3697064000
2013-09-09,3775052800
2013-09-10,3922145599
2013-09-11,3909312000
2013-09-12,3784924800
2013-09-13,3773078400
2013-09-16,3798745599
2013-09-17,3801707200
2013-09-18,3899440000
2013-09-19,3932017600
2013-09-20,3852054400
2013-09-23,3828361600
2013-09-24,3854028800
2013-09-25,3987300800
2013-09-26,3993224000
2013-09-27,4018891200
2013-09-30,3999728910
2013-10-01,4191707940
2013-10-02,4275263579
2013-10-03,4285210680
2013-10-04,4373739870
2013-10-07,4350861540
2013-10-08,4206628590
2013-10-09,4137993600
2013-10-10,4210607430
2013-10-11,4308089010
2013-10-14,4412533560
2013-10-15,4351856250
2013-10-16,4551991902
2013-10-17,4572880812
2013-10-18,4970565870
2013-10-21,5359398009
2013-10-22,5421169500
2013-10-23,5280119622
2013-10-24,5393317620
2013-10-25,5252068800
2013-10-28,5120767080
2013-10-29,5209097328
2013-10-30,5112809400
2013-10-31,5003988126
2013-11-01,5882714940
2013-11-04,6150291930
2013-11-05,6179138520
2013-11-06,6082452708
2013-11-07,5782249230
2013-11-08,6017995500
2013-11-11,6280598940
2013-11-12,6139350120
2013-11-13,6386038200
2013-11-14,6393995880
2013-11-15,6385043490
2013-11-18,6253741770
2013-11-19,6010037820
2013-11-20,6055794480
2013-11-21,6165212580
2013-11-22,6003074850
2013-11-25,5962291740
2013-11-26,5905593270
2013-11-27,6020979630
2013-11-29,5950355220
2013-12-02,5949360510
2013-12-03,5930461020
2013-12-04,6047836800
2013-12-05,5946376380
2013-12-06,5770312710
2013-12-09,5577338970
2013-12-10,5619116790
2013-12-11,5391328200
2013-12-12,5410227690
2013-12-13,5350545090
2013-12-16,5441063700
2013-12-17,5521635210
2013-12-18,5512682820
2013-12-19,5645973960
2013-12-20,5557444770
2013-12-23,5546502960
2013-12-24,5499751590
2013-12-26,5538545280
2013-12-27,5496767460
2013-12-30,5530587600
2013-12-31,5441652240
2014-01-02,5720507040
2014-01-03,5650793340
2014-01-06,5105034660
2014-01-07,5227531590
2014-01-08,5146862880
2014-01-09,5189687010
2014-01-10,5175744270
2014-01-13,4965607260
2014-01-14,5084120550
2014-01-15,5177736090
2014-01-16,5198650200
2014-01-17,5166781080
2014-01-21,5159809710
2014-01-22,5182715640
2014-01-23,5023370040
2014-01-24,4847093970
2014-01-27,4864024440
2014-01-28,5015402760
2014-01-29,4949672700
2014-01-30,5125948770
2014-01-31,5037312780
2014-02-03,4815224850
2014-02-04,4890914010
2014-02-05,4753478430
2014-02-06,4800286200
2014-02-07,4962619530
2014-02-10,5089100100
2014-02-11,5124952860
2014-02-12,5136804189
2014-02-13,5263384350
2014-02-14,5295253470
2014-02-18,5662744260
2014-02-19,5574108270
2014-02-20,5664736080
2014-02-21,5570124630
2014-02-24,5751380250
2014-02-25,5779265730
2014-02-26,5252429340
2014-02-27,5695609290
2014-02-28,5683658370
2014-03-03,5573112360
2014-03-04,5747396610
2014-03-05,5791216650
2014-03-06,5800179840
2014-03-07,5588051010
2014-03-10,5461570440
2014-03-11,5326126680
2014-03-12,5348036700
2014-03-13,5281310730
2014-03-14,5380901730
2014-03-17,5628883320
2014-03-18,5732457960
2014-03-19,6911615400
2014-03-20,7019173680
2014-03-21,7306991670
2014-03-24,7356787170
2014-03-25,7178519280
2014-03-26,6820987589
2014-03-27,6946472250
2014-03-28,6835926240
2014-03-31,6989328920
2014-04-01,7099491720
2014-04-02,7203645640
2014-04-03,6856132079
2014-04-04,6982318560
2014-04-07,6810064000
2014-04-08,7287769960
2014-04-09,7344854320
2014-04-10,6973305240
2014-04-11,6769003320
2014-04-14,6840108400
2014-04-15,6648825720
2014-04-16,6769003320
2014-04-17,6741963359
2014-04-21,6931243079
2014-04-22,7122525760
2014-04-23,7014365920
2014-04-24,7072451760
2014-04-25,6873157240
2014-04-28,6601756160
2014-04-29,6637809440
2014-04-30,6758988519
2014-05-01,6736955960
2014-05-02,6813068440
2014-05-05,6852126160
2014-05-06,6754982600
2014-05-07,6366408360
2014-05-08,6352387640
2014-05-09,6330355080
2014-05-12,6392446840
2014-05-13,6314331400
2014-05-14,6198159720
2014-05-15,6018894800
2014-05-16,5972826720
2014-05-19,5991854840
2014-05-20,5871677240
2014-05-21,6047937720
2014-05-22,6072073388
2014-05-23,6075979160
2014-05-27,6135066480
2014-05-28,6196156760
2014-05-29,6350384680
2014-05-30,6187143440
2014-06-02,6279279600
2014-06-03,6302313640
2014-06-04,6548677720
2014-06-05,6411474960
2014-06-06,6297306240
2014-06-09,6266260360
2014-06-10,6241223360
2014-06-11,6363403920
2014-06-12,6399457200
2014-06-13,6456541560
2014-06-16,6694893799
2014-06-17,6923231240
2014-06-18,6985323000
2014-06-19,6837103960
2014-06-20,6900197200
2014-06-23,7025382200
2014-06-24,6881169079
2014-06-25,7028386640
2014-06-26,7157577560
2014-06-27,7150567200
2014-06-30,7119998820
2014-07-01,7082925930
2014-07-02,6998259465
2014-07-03,6963691500
2014-07-07,6785340840
2014-07-08,6451684830
2014-07-09,6454690740
2014-07-10,6379542990
2014-07-11,6355495710
2014-07-14,6339464190
2014-07-15,6307401150
2014-07-16,6358501620
2014-07-17,6157105650
2014-07-18,6248284920
2014-07-21,6302391300
2014-07-22,6359503590
2014-07-23,6293373570
2014-07-24,6342470100
2014-07-25,6417617850
2014-07-28,6565909410
2014-07-29,6551881830
2014-07-30,6570919260
2014-07-31,6323432670
2014-08-01,6215219910
2014-08-04,6326438580
2014-08-05,6378541020
2014-08-06,6573323988
2014-08-07,6830429490
2014-08-08,6796362510
2014-08-11,6930626490
2014-08-12,6920606789
2014-08-13,6963691500
2014-08-14,6934634369
2014-08-15,6925616640
2014-08-18,7041845160
2014-08-19,7029821520
2014-08-20,7096953510
2014-08-21,7083927900
2014-08-22,7059880619
2014-08-25,7130018520
2014-08-26,7115990940
2014-08-27,7013790000
2014-08-28,6928622550
2014-08-29,6981726960
2014-09-02,6954172785
2014-09-03,7180117020
2014-09-04,7169095350
2014-09-05,7161079590
2014-09-08,7193142630
2014-09-09,7103466315
2014-09-10,7110981090
2014-09-11,7176109140
2014-09-12,7292337660
2014-09-15,7005273255
2014-09-16,7082925930
2014-09-17,7183122930
2014-09-18,7183122930
2014-09-19,7100961390
2014-09-22,6730232490
2014-09-23,6788346750
2014-09-24,6856480710
2014-09-25,6733238400
2014-09-26,6810390090
2014-09-29,6764800455
2014-09-30,6597189260
2014-10-01,6386672660
2014-10-02,6398702180
2014-10-03,6425768599
2014-10-06,6252343020
2014-10-07,6056863320
2014-10-08,6234298740
2014-10-09,5662896540
2014-10-10,5385215120
2014-10-13,5063425460
2014-10-14,5212792000
2014-10-15,5337097040
2014-10-16,5435338120
2014-10-17,5336094580
2014-10-20,5450375020
2014-10-21,5648862100
2014-10-22,5488468500
2014-10-23,5640842420
2014-10-24,5657884240
2014-10-27,5442355340
2014-10-28,5752115480
2014-10-29,5629815360
2014-10-30,5623800600
2014-10-31,5904489400
2014-11-03,5845344260
2014-11-04,5700990020
2014-11-05,5639839960
2014-11-06,5654876860
2014-11-07,5041371340
2014-11-10,5208782160
2014-11-11,5111543540
2014-11-12,4971199140
2014-11-13,4767699760
2014-11-14,4860928540
2014-11-17,4806795700
2014-11-18,4958167160
2014-11-19,4894009720
2014-11-20,4955159780
2014-11-21,4988240960
2014-11-24,5078462360
2014-11-25,5116555840
2014-11-26,5165175150
2014-11-28,4892004800
2014-12-01,4587256960
2014-12-02,4653419320
2014-12-03,4723591520
2014-12-04,4683493120
2014-12-05,4702539860
2014-12-08,4475983900
2014-12-09,4517084760
2014-12-10,4317595220
2014-12-11,4314587840
2014-12-12,4222361519
2014-12-15,4176248359
2014-12-16,4100061400
2014-12-17,4245418100
2014-12-18,4532121660
2014-12-19,4514077380
2014-12-22,4394784640
2014-12-23,4416838760
2014-12-24,4377742820
2014-12-26,4444907640
2014-12-29,4452927320
2014-12-30,4462951920
2014-12-31,4453432136
2015-01-02,4448438940
2015-01-05,4177308359
2015-01-06,4080440343
2015-01-07,4169319244
2015-01-08,4357063440
2015-01-09,4413985882
2015-01-12,4277172293
2015-01-13,4265188621
2015-01-14,4222247129
2015-01-15,4010535589
2015-01-16,4066459392
2015-01-20,3977580491
2015-01-21,4134366867
2015-01-22,4183799514
2015-01-23,4248211752
2015-01-26,4410989964
2015-01-27,4365551874
2015-01-28,4264189981
2015-01-29,4230236244
2015-01-30,4226241686
2015-02-02,4541811718
2015-02-03,4809447061
2015-02-04,4691607619
2015-02-05,4683618504
2015-02-06,4683618504
2015-02-09,4626696062
2015-02-10,4847395356
2015-02-11,4870364061
2015-02-12,4935275618
2015-02-13,4877354536
2015-02-17,4955248405
2015-02-18,4877354536
2015-02-19,4834413044
2015-02-20,4895330044
2015-02-23,4957245683
2015-02-24,5462557189
2015-02-25,5846034696
2015-02-26,5860015647
2015-02-27,5966370736
2015-03-02,6102685006
2015-03-03,6060742154
2015-03-04,6111672760
2015-03-05,6157610170
2015-03-06,6052753039
2015-03-09,6097691810
2015-03-10,5977855089
2015-03-11,5920932646
2015-03-12,6052753039
2015-03-13,6051754400
2015-03-16,6013806105
2015-03-17,6040769367
2015-03-18,6134641465
2015-03-19,6021795220
2015-03-20,6017800662
2015-03-23,6049757121
2015-03-24,6242993834
2015-03-25,6000823794
2015-03-26,5953887745
2015-03-27,5952889105
2015-03-30,6060742154
2015-03-31,6029941080
2015-04-01,6134827160
2015-04-02,6171133880
2015-04-06,6203406520
2015-04-07,6179202040
2015-04-08,6116169540
2015-04-09,6170125360
2015-04-10,6182227600
2015-04-13,6193321320
2015-04-14,6159031640
2015-04-15,6427802220
2015-04-16,6342582280
2015-04-17,6246772880
2015-04-20,6278037000
2015-04-21,6364769720
2015-04-22,6442930020
2015-04-23,6530167000
2015-04-24,6397042360
2015-04-27,6345103580
2015-04-28,6411161640
2015-04-29,6246772880
2015-04-30,6017838840
2015-05-01,5782853680
2015-05-04,5726376560
2015-05-05,5729402120
2015-05-06,5613422320
2015-05-07,5679984640
2015-05-08,5685027240
2015-05-11,5686035760
2015-05-12,5652754600
2015-05-13,5725368040
2015-05-14,5704189120
2015-05-15,5720325440
2015-05-18,5665865360
2015-05-19,5575098560
2015-05-20,5538791840
2015-05-21,5636618280
2015-05-22,5553919640
2015-05-26,5149503120
2015-05-27,5171690560
2015-05-28,5118239000
2015-05-29,5013352920
2015-06-01,5032514800
2015-06-02,5138409400
2015-06-03,5126307160
2015-06-04,5009318840
2015-06-05,5173707600
2015-06-08,5027472200
2015-06-09,4958892840
2015-06-10,5071847080
2015-06-11,5085966360
2015-06-12,5091008960
2015-06-15,5393060700
2015-06-16,5259431800
2015-06-17,5220099520
2015-06-18,5242286960
2015-06-19,5146477560
2015-06-22,5154545720
2015-06-23,5192869480
2015-06-24,5179758720
2015-06-25,5140426440
2015-06-26,5037557400
2015-06-29,4824759680
2015-06-30,4740563880
2015-07-01,4645712240
2015-07-02,4557924020
2015-07-06,4459036140
2015-07-07,4552878720
2015-07-08,4366202620
2015-07-09,4404546900
2015-07-10,4442891180
2015-07-13,4642685060
2015-07-14,4622503860
2015-07-15,4489307940
2015-07-16,4516552560
2015-07-17,4434818700
2015-07-20,4367211680
2015-07-21,4387392880
2015-07-22,4288505000
2015-07-23,4312722440
2015-07-24,4335930820
2015-07-27,4265296620
2015-07-28,4377302280
2015-07-29,4595259240
2015-07-30,4572050860
2015-07-31,4470135800
2015-08-03,4408583140
2015-08-04,4490317000
2015-08-05,5239039520
2015-08-06,5166387200
2015-08-07,5255184480
2015-08-10,5396452880
2015-08-11,5190604640
2015-08-12,5235003280
2015-08-13,5157305660
2015-08-14,5197668060
2015-08-17,5220876440
2015-08-18,5209776780
2015-08-19,5039245640
2015-08-20,4834406460
2015-08-21,4568014620
2015-08-24,4400510660
2015-08-25,4478208280
2015-08-26,4650757540
2015-08-27,4827343040
2015-08-28,4823306800
2015-08-31,4827343040
2015-09-01,4768817560
2015-09-02,4839451760
2015-09-03,4872750740
2015-09-04,4736527640
2015-09-08,4955493660
2015-09-09,4816243380
2015-09-10,4865687320
2015-09-11,4923203740
2015-09-14,4661857200
2015-09-15,4700201480
2015-09-16,4819270560
2015-09-17,4734509520
2015-09-18,4574068980
2015-09-21,4554896840
2015-09-22,4482244520
2015-09-23,4376293220
2015-09-24,4403537840
2015-09-25,4368220740
2015-09-28,4117973860
2015-09-29,4139164120
2015-09-30,4334850000
2015-10-01,4327752000
2015-10-02,4609644000
2015-10-05,4731324000
2015-10-06,4956432000
2015-10-07,5060874000
2015-10-08,5183568000
2015-10-09,5191680000
2015-10-12,5154162000
2015-10-13,5128812000
2015-10-14,5267730000
2015-10-15,5321472000
2015-10-16,5277870000
2015-10-19,5190666000
2015-10-20,5249478000
2015-10-21,5063916000
2015-10-22,5058846000
2015-10-23,5113602000
2015-10-26,5127798000
2015-10-27,4984824000
2015-10-28,5156190000
2015-10-29,5170386000
2015-10-30,5786898000
2015-11-02,5858892000
2015-11-03,5916690000
2015-11-04,5948124000
2015-11-05,5914662000
2015-11-06,6050538000
2015-11-09,5920746000
2015-11-10,5665218000
2015-11-11,5551650000
2015-11-12,5467488000
2015-11-13,5345808000
2015-11-16,5493852000
2015-11-17,5348850000
2015-11-18,5469516000
2015-11-19,5402592000
2015-11-20,5520216000
2015-11-23,5564832000
2015-11-24,5695638000
2015-11-25,5718960000
2015-11-27,5688540000
2015-11-30,5730114000
2015-12-01,5899452000
2015-12-02,6050538000
2015-12-03,6029244000
2015-12-04,6067776000
2015-12-07,6015048000
2015-12-08,5989698000
2015-12-09,5967390000
2015-12-10,5511090000
2015-12-11,5603364000
2015-12-14,5922774000
2015-12-15,6066762000
2015-12-16,6653868000
2015-12-17,6538272000
2015-12-18,6429774000
2015-12-21,6666035999
2015-12-22,6589985999
2015-12-23,6709638000
2015-12-24,6785688000
2015-12-28,6732960000
2015-12-29,6733974000
2015-12-30,6792785999
2015-12-31,6721279469
2016-01-04,6795632160
2016-01-05,7336471590
2016-01-06,7080820560
2016-01-07,6744705660
2016-01-08,6683593860
2016-01-11,6663223260
2016-01-12,6642852660
2016-01-13,6250718610
2016-01-14,6292478340
2016-01-15,6245625960
2016-01-19,6262940970
2016-01-20,6240533310
2016-01-21,6440165190
2016-01-22,6767113320
2016-01-25,6532851420
2016-01-26,6864892200
2016-01-27,6685630920
2016-01-28,6710075640
2016-01-29,6993226980
2016-02-01,7041097890
2016-02-02,6735538890
2016-02-03,6772205969
2016-02-04,6844521600
2016-02-05,6627574709
2016-02-08,6536925540
2016-02-09,6771187440
2016-02-10,6560351730
2016-02-11,6249700080
2016-02-12,6212014470
2016-02-16,6421831650
2016-02-17,6464609910
2016-02-18,6471739620
2016-02-19,6392294280
2016-02-22,6542018190
2016-02-23,6293496870
2016-02-24,7073690850
