,SJM
2023-05-08,16088064000
2023-05-09,16103424000
2023-05-10,16218112000
2023-05-11,16116735999
2023-05-12,16194560000
2023-05-15,15924224000
2023-05-16,15862784000
2023-05-17,15842304000
2023-05-18,15552512000
2023-05-19,15553535999
2023-05-22,15326207999
2023-05-23,15298560000
2023-05-24,15210496000
2023-05-25,15065088000
2023-05-26,15007744000
2023-05-30,14879744000
2023-05-31,15010816000
2023-06-01,14837760000
2023-06-02,15255551999
2023-06-05,15253504000
2023-06-06,14973951999
2023-06-07,15199232000
2023-06-08,15463424000
2023-06-09,15725568000
2023-06-12,15470592000
2023-06-13,15485951999
2023-06-14,15611904000
2023-06-15,15654912000
2023-06-16,15677440000
2023-06-20,15497216000
2023-06-21,15614976000
2023-06-22,15566848000
2023-06-23,15392768000
2023-06-26,15538176000
2023-06-27,15439872000
2023-06-28,14863360000
2023-06-29,14988288000
2023-06-30,15121407999
2023-07-03,15399935999
2023-07-05,15297535999
2023-07-06,15206400000
2023-07-07,15125504000
2023-07-10,14988288000
2023-07-11,15134720000
2023-07-12,15075328000
2023-07-13,15115264000
2023-07-14,15160320000
2023-07-17,15204351999
2023-07-18,15126528000
2023-07-19,15328256000
2023-07-20,15613951999
2023-07-21,15576064000
2023-07-24,15680512000
2023-07-25,15665151999
2023-07-26,15588351999
2023-07-27,15398912000
2023-07-28,15461376000
2023-07-31,15381365000
2023-08-01,15281306999
2023-08-02,15493675000
2023-08-03,15320105000
2023-08-04,15228215000
2023-08-07,15226173000
2023-08-08,14956629000
2023-08-09,15126115000
2023-08-10,15041372000
2023-08-11,15106716000
2023-08-14,14967860000
2023-08-15,14764681000
2023-08-16,14666665000
2023-08-17,14383848000
2023-08-18,14503305000
2023-08-21,14266432999
2023-08-22,14260306999
2023-08-23,14246013000
2023-08-24,14367512000
2023-08-25,14508410000
2023-08-28,14589068999
2023-08-29,14900474000
2023-08-30,14690148000
2023-08-31,14799394999
2023-09-01,14548229000
2023-09-05,14601321000
2023-09-06,14409373000
2023-09-07,14328714000
2023-09-08,14455318000
2023-09-11,13442486000
2023-09-12,13258706000
2023-09-13,13110661000
2023-09-14,13009582000
2023-09-15,12949343000
2023-09-18,12943217000
2023-09-19,13003456000
2023-09-20,13095346000
2023-09-21,13139249000
2023-09-22,12924839000
2023-09-25,12915650000
2023-09-26,13110661000
2023-09-27,12807424000
2023-09-28,12722681000
2023-09-29,12549111000
2023-10-02,12401066000
2023-10-03,12293861000
2023-10-04,12284672000
2023-10-05,11898734000
2023-10-06,11741500000
2023-10-09,11726185000
2023-10-10,11839516000
2023-10-11,11713933000
2023-10-12,11387213000
2023-10-13,11568951000
2023-10-16,11508712000
2023-10-17,11633274000
2023-10-18,11722101000
2023-10-19,11621022000
2023-10-20,11509733000
2023-10-23,11437242000
2023-10-24,11489313000
2023-10-25,11690450000
2023-10-26,11540363000
2023-10-27,11511775000
2023-10-30,11603665000
2023-10-31,12055656000
2023-11-01,11965641000
2023-11-02,12080013000
2023-11-03,12016473000
2023-11-06,11949756000
2023-11-07,11663826000
2023-11-08,11474265000
2023-11-09,11556867000
2023-11-10,11515566000
2023-11-13,11458380000
2023-11-14,11773962000
2023-11-15,11850210000
2023-11-16,11783493000
2023-11-17,11827971000
2023-11-20,11888334000
2023-11-21,11880921000
2023-11-22,11999529000
2023-11-24,11995293000
2023-11-27,11765490000
2023-11-28,11605581000
2023-11-29,11498622000
2023-11-30,11620407000
2023-12-01,11799378000
2023-12-04,11906337000
2023-12-05,12297108000
2023-12-06,12460194000
2023-12-07,12820254000
2023-12-08,12637047000
2023-12-11,12866850000
2023-12-12,13204671000
2023-12-13,13421766000
2023-12-14,13275624000
2023-12-15,13088181000
2023-12-18,13122069000
2023-12-19,13165488000
2023-12-20,12954747000
2023-12-21,13095594000
2023-12-22,13212084000
2023-12-26,13268211000
2023-12-27,13249149000
2023-12-28,13320102000
2023-12-29,13383642000
2024-01-02,13721463000
2024-01-03,13744761000
2024-01-04,13622975999
2024-01-05,13565790000
2024-01-08,13663218000
2024-01-09,13895139000
2024-01-10,13714050000
2024-01-11,13468362000
2024-01-12,13714050000
2024-01-16,13572144000
2024-01-17,13846425000
2024-01-18,13692870000
2024-01-19,13682279999
2024-01-22,13634625000
2024-01-23,13898316000
2024-01-24,13739466000
2024-01-25,13931145000
2024-01-26,13945971000
2024-01-29,13935381000
2024-01-30,14078346000
2024-01-31,13931145000
2024-02-01,14163066000
2024-02-02,14052929999
2024-02-05,13683339000
2024-02-06,14001039000
2024-02-07,13938558000
2024-02-08,13882431000
2024-02-09,13544610000
2024-02-12,13739466000
2024-02-13,13514958000
2024-02-14,13263975000
2024-02-15,13175019000
2024-02-16,13141131000
2024-02-20,13330692000
2024-02-21,13351872000
2024-02-22,13162311000
2024-02-23,13334928000
2024-02-26,13263975000
2024-02-27,12987576000
2024-02-28,12901797000
2024-02-29,12726003000
2024-03-01,12976986000
2024-03-04,12915564000
2024-03-05,12813900000
2024-03-06,12735534000
2024-03-07,12447486000
2024-03-08,12661404000
2024-03-11,12875322000
2024-03-12,12996048000
2024-03-13,13103007000
2024-03-14,12890148000
2024-03-15,12927213000
2024-03-18,12991812000
2024-03-19,13232205000
2024-03-20,13071237000
2024-03-21,13125246000
2024-03-22,13181373000
2024-03-25,13092417000
2024-03-26,13055352000
2024-03-27,13313748000
2024-03-28,13329633000
2024-04-01,13208907000
2024-04-02,13032054000
2024-04-03,12657168000
2024-04-04,12579861000
2024-04-05,12413598000
2024-04-08,12278046000
2024-04-09,12429483000
2024-04-10,12023886000
2024-04-11,11865036000
2024-04-12,11607699000
2024-04-15,11670180000
2024-04-16,11646882000
2024-04-17,11627820000
2024-04-18,11765490000
2024-04-19,12153084000
2024-04-22,12439014000
2024-04-23,12464430000
2024-04-24,12554445000
2024-04-25,12197562000
2024-04-26,12030240000
2024-04-29,12141435000
2024-04-30,12162615000
2024-05-01,12030240000
2024-05-02,11950815000
2024-05-03,11978349000
2024-05-06,11942343000
2024-05-07,11960346000
2024-05-08,11966700000
2024-05-09,12010119000
2024-05-10,12214506000
2024-05-13,12293931000
2024-05-14,12199680000
2024-05-15,12103311000
2024-05-16,12250512000
2024-05-17,12200739000
2024-05-20,12105429000
2024-05-21,11867154000
2024-05-22,11841738000
2024-05-23,11691360000
2024-05-24,11624643000
2024-05-28,11488032000
2024-05-29,11381073000
2024-05-30,11431905000
2024-05-31,11822676000
2024-06-03,11823246000
2024-06-04,11862540000
2024-06-05,11717046000
2024-06-06,12252294000
2024-06-07,12210876000
2024-06-10,12064320000
2024-06-11,11997414000
2024-06-12,11695806000
2024-06-13,11783952000
2024-06-14,11849796000
2024-06-17,11913516000
2024-06-18,11931570000
2024-06-20,11650140000
2024-06-21,11543940000
2024-06-24,11879532000
2024-06-25,11477034000
2024-06-26,11436678000
2024-06-27,11538630000
2024-06-28,11580048000
2024-07-01,11736162000
2024-07-02,11751030000
2024-07-03,11588544000
2024-07-05,11670318000
2024-07-08,11666070000
2024-07-09,11615094000
2024-07-10,11615094000
2024-07-11,11803068000
2024-07-12,12017592000
2024-07-15,12359556000
2024-07-16,12478500000
2024-07-17,12874626000
2024-07-18,12792852000
2024-07-19,12530538000
2024-07-22,12343626000
2024-07-23,12223620000
2024-07-24,12402036000
2024-07-25,12325572000
2024-07-26,12551778000
2024-07-29,12535848000
2024-07-30,12633552000
2024-07-31,12526290000
2024-08-01,12742938000
2024-08-02,12998880000
2024-08-05,12837456000
2024-08-06,12628242000
2024-08-07,12688776000
2024-08-08,12547530000
2024-08-09,12580452000
