,SJM
2004-10-26,2531133009
2004-10-27,2599542010
2004-10-28,2591941010
2004-10-29,2601880779
2004-11-01,2550855498
2004-11-02,2533966272
2004-11-03,2598611240
2004-11-04,2669080079
2004-11-05,2697617047
2004-11-08,2729648337
2004-11-09,2729065950
2004-11-10,2741296079
2004-11-11,2731395499
2004-11-12,2763426789
2004-11-15,2755855757
2004-11-16,2747119950
2004-11-17,2730813111
2004-11-18,2701111369
2004-11-19,2606182272
2004-11-22,2565415175
2004-11-23,2568327111
2004-11-24,2596281691
2004-11-26,2610841369
2004-11-29,2642290272
2004-11-30,2648696530
2004-12-01,2674321563
2004-12-02,2690628402
2004-12-03,2682474982
2004-12-06,2665585756
2004-12-07,2666168143
2004-12-08,2673156789
2004-12-09,2678398272
2004-12-10,2708100015
2004-12-13,2716253434
2004-12-14,2729065950
2004-12-15,2745955176
2004-12-16,2762844402
2004-12-17,2765173950
2004-12-20,2754690983
2004-12-21,2725571628
2004-12-22,2720912531
2004-12-23,2705188079
2004-12-27,2683057369
2004-12-28,2705188079
2004-12-29,2719747757
2004-12-30,2735472208
2004-12-31,2741296079
2005-01-03,2727901176
2005-01-04,2702276144
2005-01-05,2710429563
2005-01-06,2727318789
2005-01-07,2722659692
2005-01-10,2714506273
2005-01-11,2702858531
2005-01-12,2692375563
2005-01-13,2678980660
2005-01-14,2681310208
2005-01-18,2708100015
2005-01-19,2710429563
2005-01-20,2726154015
2005-01-21,2716835821
2005-01-24,2698199434
2005-01-25,2674903950
2005-01-26,2668497692
2005-01-27,2683639756
2005-01-28,2691793176
2005-01-31,2734696193
2005-02-01,2749351586
2005-02-02,2795076409
2005-02-03,2798007488
2005-02-04,2806214508
2005-02-07,2871870665
2005-02-08,2831421782
2005-02-09,2802697213
2005-02-10,2781007233
2005-02-11,2781007233
2005-02-14,2791559115
2005-02-15,2810904233
2005-02-16,2805628292
2005-02-17,2832007998
2005-02-18,2824973410
2005-02-22,2796835056
2005-02-23,2844904743
2005-02-24,2857801488
2005-02-25,2868939586
2005-02-28,2881836332
2005-03-01,2908802253
2005-03-02,2929906018
2005-03-03,2975630842
2005-03-04,3019010803
2005-03-07,3017838372
2005-03-08,2995562175
2005-03-09,2964492744
2005-03-10,2991458666
2005-03-11,2989700019
2005-03-14,3024872960
2005-03-15,2995562175
2005-03-16,2942802763
2005-03-17,2927561155
2005-03-18,2894733077
2005-03-21,2884181194
2005-03-22,2851939331
2005-03-23,2860732567
2005-03-24,2869525802
2005-03-28,2904112528
2005-03-29,2917595489
2005-03-30,2921112783
2005-03-31,2948664920
2005-04-01,2912319547
2005-04-04,2922871430
2005-04-05,2934595744
2005-04-06,2918181704
2005-04-07,2929319802
2005-04-08,2911733332
2005-04-11,2903526312
2005-04-12,2935181959
2005-04-13,2931078450
2005-04-14,2938113038
2005-04-15,2931664665
2005-04-18,2943388979
2005-04-19,2939871685
2005-04-20,2912905763
2005-04-21,2897664155
2005-04-22,2860732567
2005-04-25,2920526567
2005-04-26,2909974685
2005-04-27,2900009018
2005-04-28,2877146606
2005-04-29,2908802253
2005-05-02,2906457391
2005-05-03,2895319292
2005-05-04,2893560645
2005-05-05,2890043351
2005-05-06,2884181194
2005-05-09,2905871175
2005-05-10,2924630077
2005-05-11,2953354646
2005-05-12,2937526822
2005-05-13,2948664920
2005-05-16,2970354901
2005-05-17,2976217058
2005-05-18,2982079215
2005-05-19,2974458411
2005-05-20,2960975450
2005-05-23,2970354901
2005-05-24,2957458156
2005-05-25,2938113038
2005-05-26,2936940606
2005-05-27,2941044116
2005-05-31,2919940351
2005-06-01,2959216803
2005-06-02,2949837352
2005-06-03,2962147881
2005-06-06,2937526822
2005-06-07,2945733842
2005-06-08,2909974685
2005-06-09,2930492234
2005-06-10,2938699253
2005-06-13,2942802763
2005-06-14,2954527077
2005-06-15,2980320567
2005-06-16,2950423567
2005-06-17,2849008253
2005-06-20,2834939076
2005-06-21,2828490704
2005-06-22,2829663135
2005-06-23,2828490704
2005-06-24,2795662625
2005-06-27,2778662370
2005-06-28,2766938056
2005-06-29,2765765625
2005-06-30,2751696448
2005-07-01,2765765625
2005-07-05,2758144821
2005-07-06,2725902958
2005-07-07,2717109723
2005-07-08,2719454585
2005-07-11,2720040801
2005-07-12,2726489174
2005-07-13,2714764860
2005-07-14,2737041056
2005-07-15,2744075644
2005-07-18,2749351586
2005-07-19,2768696703
2005-07-20,2746420507
2005-07-21,2752868880
2005-07-22,2766938056
2005-07-25,2738799703
2005-07-26,2755799958
2005-07-27,2778662370
2005-07-28,2810904233
2005-07-29,2788628037
2005-08-01,2725101700
2005-08-02,2759354150
2005-08-03,2779673400
2005-08-04,2791284400
2005-08-05,2763418000
2005-08-08,2759354150
2005-08-09,2757612500
2005-08-10,2743098750
2005-08-11,2749484800
2005-08-12,2733229400
2005-08-15,2760515250
2005-08-16,2721037850
2005-08-17,2731487750
2005-08-18,2782576150
2005-08-19,2787801100
2005-08-22,2671110550
2005-08-23,2653113500
2005-08-24,2670530000
2005-08-25,2736132150
2005-08-26,2728004450
2005-08-29,2744840400
2005-08-30,2755290300
2005-08-31,2770384600
2005-09-01,2783737250
2005-09-02,2788962200
2005-09-06,2787220550
2005-09-07,2771545700
2005-09-08,2761095800
2005-09-09,2787801100
2005-09-12,2792445500
2005-09-13,2785478900
2005-09-14,2750065350
2005-09-15,2792445500
2005-09-16,2800573200
2005-09-19,2785478900
2005-09-20,2778512300
2005-09-21,2756451400
2005-09-22,2720457300
2005-09-23,2734971050
2005-09-26,2754709750
2005-09-27,2752968100
2005-09-28,2771545700
2005-09-29,2809862000
2005-09-30,2817989700
2005-10-03,2830181250
2005-10-04,2856306000
2005-10-05,2765740200
2005-10-06,2730907200
2005-10-07,2708846300
2005-10-10,2719876750
2005-10-11,2739615450
2005-10-12,2711168500
2005-10-13,2701299150
2005-10-14,2676335500
2005-10-17,2685043750
2005-10-18,2676335500
2005-10-19,2680979900
2005-10-20,2653113500
2005-10-21,2654274600
2005-10-24,2656016250
2005-10-25,2668207800
2005-10-26,2649630200
2005-10-27,2589253000
2005-10-28,2647888550
2005-10-31,2650502806
2005-11-01,2649343102
2005-11-02,2648183398
2005-11-03,2648763250
2005-11-04,2661519991
2005-11-07,2648763250
2005-11-08,2641805028
2005-11-09,2667898361
2005-11-10,2657461028
2005-11-11,2649922954
2005-11-14,2636006510
2005-11-15,2655141621
2005-11-16,2634846806
2005-11-17,2652822213
2005-11-18,2625569176
2005-11-21,2613392287
2005-11-22,2614551991
2005-11-23,2626728880
2005-11-25,2642384880
2005-11-28,2609913176
2005-11-29,2629048287
2005-11-30,2629628139
2005-12-01,2648763250
2005-12-02,2638325917
2005-12-05,2602375102
2005-12-06,2602375102
2005-12-07,2615131843
2005-12-08,2615711695
2005-12-09,2616291547
2005-12-12,2614551991
2005-12-13,2622669917
2005-12-14,2585559399
2005-12-15,2573962362
2005-12-16,2566424288
2005-12-19,2547869028
2005-12-20,2550768288
2005-12-21,2551927991
2005-12-22,2559466065
2005-12-23,2567583991
2005-12-27,2568743695
2005-12-28,2584979547
2005-12-29,2571642954
2005-12-30,2551348140
2006-01-03,2631367695
2006-01-04,2639485621
2006-01-05,2679495398
2006-01-06,2655721473
2006-01-09,2667318510
2006-01-10,2636586361
2006-01-11,2637166213
2006-01-12,2632527399
2006-01-13,2614551991
2006-01-17,2608753473
2006-01-18,2608753473
2006-01-19,2610493028
2006-01-20,2571642954
2006-01-23,2569323547
2006-01-24,2550768288
2006-01-25,2540330954
2006-01-26,2542650362
2006-01-27,2536271991
2006-01-30,2533372732
2006-01-31,2449988251
2006-02-01,2472516879
2006-02-02,2469137584
2006-02-03,2449988251
2006-02-06,2438723937
2006-02-07,2430838918
2006-02-08,2408310290
2006-02-09,2357620878
2006-02-10,2351988721
2006-02-13,2342977270
2006-02-14,2385781662
2006-02-15,2393103466
2006-02-16,2389724172
2006-02-17,2154300014
2006-02-21,2127828876
2006-02-22,2189219387
2006-02-23,2199357269
2006-02-24,2227518053
2006-02-27,2252299544
2006-02-28,2225828406
2006-03-01,2265253505
2006-03-02,2268632799
2006-03-03,2256805269
2006-03-06,2267506367
2006-03-07,2292287858
2006-03-08,2272012093
2006-03-09,2267506367
2006-03-10,2266943152
2006-03-13,2261310995
2006-03-14,2260184563
2006-03-15,2252862760
2006-03-16,2252862760
2006-03-17,2254552407
2006-03-20,2247793818
2006-03-21,2244977740
2006-03-22,2251736328
2006-03-23,2246667387
2006-03-24,2249483465
2006-03-27,2232023779
2006-03-28,2226954838
2006-03-29,2239908799
2006-03-30,2244977740
2006-03-31,2235966289
2006-04-03,2254552407
2006-04-04,2240472014
2006-04-05,2242724877
2006-04-06,2209495151
2006-04-07,2185276877
2006-04-10,2226954838
2006-04-11,2214000877
2006-04-12,2194851543
2006-04-13,2207805504
2006-04-17,2199920485
2006-04-18,2210058367
2006-04-19,2213437661
2006-04-20,2207242289
2006-04-21,2216253740
2006-04-24,2206679073
2006-04-25,2214564093
2006-04-26,2221885897
2006-04-27,2215127308
2006-04-28,2211184798
2006-05-01,2226391622
2006-05-02,2246104171
2006-05-03,2244414524
2006-05-04,2267506367
2006-05-05,2297920015
2006-05-08,2318195780
2006-05-09,2305241819
2006-05-10,2291724642
2006-05-11,2272575309
2006-05-12,2265253505
2006-05-15,2290034995
2006-05-16,2312000407
2006-05-17,2283839622
2006-05-18,2278770681
2006-05-19,2299046446
2006-05-22,2303552172
2006-05-23,2281586760
2006-05-24,2308621113
2006-05-25,2290034995
2006-05-26,2306368250
2006-05-30,2291724642
2006-05-31,2335092250
2006-06-01,2346919780
2006-06-02,2343540486
2006-06-05,2320448642
2006-06-06,2300172877
2006-06-07,2319322211
2006-06-08,2306368250
2006-06-09,2305805034
2006-06-12,2286655701
2006-06-13,2261310995
2006-06-14,2260184563
2006-06-15,2256805269
2006-06-16,2295103936
2006-06-19,2275954603
2006-06-20,2438723937
2006-06-21,2496735153
2006-06-22,2497298369
2006-06-23,2491666212
2006-06-26,2519263781
2006-06-27,2547987781
2006-06-28,2524332722
2006-06-29,2548550997
2006-06-30,2517574134
2006-07-03,2523206291
2006-07-05,2601493272
2006-07-06,2568826762
2006-07-07,2584596801
2006-07-10,2599803625
2006-07-11,2618952958
2006-07-12,2633033350
2006-07-13,2644297664
2006-07-14,2607125429
2006-07-17,2591355389
2006-07-18,2604872566
2006-07-19,2651056252
2006-07-20,2636975860
2006-07-21,2569389977
2006-07-24,2591355389
2006-07-25,2588539311
2006-07-26,2569953193
2006-07-27,2549677428
2006-07-28,2552493507
2006-07-31,2542180587
2006-08-01,2528509887
2006-08-02,2518256862
2006-08-03,2517117637
2006-08-04,2519396087
2006-08-07,2476675150
2006-08-08,2473827087
2006-08-09,2461865225
2006-08-10,2481232050
2006-08-11,2486928175
2006-08-14,2483510500
2006-08-15,2511421512
2006-08-16,2540471750
2006-08-17,2555281675
2006-08-18,2575218112
2006-08-21,2594015325
2006-08-22,2627052850
2006-08-23,2717621237
2006-08-24,2707368212
2006-08-25,2719899687
2006-08-28,2732431162
2006-08-29,2759202950
2006-08-30,2758063725
2006-08-31,2770025587
2006-09-01,2789392412
2006-09-05,2787113962
2006-09-06,2763759850
2006-09-07,2750089150
2006-09-08,2763759850
2006-09-11,2747810700
2006-09-12,2766607912
2006-09-13,2772873650
2006-09-14,2766607912
2006-09-15,2758063725
2006-09-18,2702241700
2006-09-19,2729583100
2006-09-20,2733570387
2006-09-21,2733570387
2006-09-22,2738127287
2006-09-25,2756924500
2006-09-26,2765468687
2006-09-27,2761481400
2006-09-28,2755215662
2006-09-29,2731291937
2006-10-02,2731861550
2006-10-03,2729583100
2006-10-04,2770595200
2006-10-05,2787113962
2006-10-06,2783126675
2006-10-09,2796797375
2006-10-10,2768316750
2006-10-11,2758063725
2006-10-12,2756924500
2006-10-13,2744962637
2006-10-16,2758063725
2006-10-17,2759772562
2006-10-18,2787113962
2006-10-19,2776291325
2006-10-20,2773443262
2006-10-23,2785405125
2006-10-24,2779709000
2006-10-25,2771164812
2006-10-26,2788253187
2006-10-27,2755215662
2006-10-30,2772873650
2006-10-31,2751281939
2006-11-01,2731068439
2006-11-02,2750720452
2006-11-03,2732752897
2006-11-06,2756896800
2006-11-07,2764757605
2006-11-08,2795639341
2006-11-09,2777671786
2006-11-10,2782163675
2006-11-13,2791708938
2006-11-14,2793393397
2006-11-15,2804061633
2006-11-16,2655829300
2006-11-17,2627754994
2006-11-20,2692325897
2006-11-21,2635054314
2006-11-22,2657513758
2006-11-24,2664813078
2006-11-27,2630000939
2006-11-28,2687834008
2006-11-29,2701871161
2006-11-30,2699625216
2006-12-01,2711416425
2006-12-04,2740052216
2006-12-05,2736121814
2006-12-06,2715346827
2006-12-07,2708608994
2006-12-08,2706924536
2006-12-11,2700748189
2006-12-12,2734998841
2006-12-13,2706924536
2006-12-14,2734998841
2006-12-15,2727699522
2006-12-18,2697379272
2006-12-19,2734437355
2006-12-20,2720400202
2006-12-21,2695133328
2006-12-22,2695133328
2006-12-26,2733314383
2006-12-27,2738367758
2006-12-28,2745105591
2006-12-29,2721523175
2007-01-03,2768126522
2007-01-04,2727138036
2007-01-05,2711977911
2007-01-08,2687272522
2007-01-09,2689518466
2007-01-10,2668743480
2007-01-11,2705240077
2007-01-12,2677727258
2007-01-16,2661444161
2007-01-17,2666497536
2007-01-18,2648529980
2007-01-19,2653021869
2007-01-22,2636177286
2007-01-23,2661444161
2007-01-24,2678288744
2007-01-25,2676604286
2007-01-26,2631123911
2007-01-29,2674919828
2007-01-30,2662567133
2007-01-31,2653106638
2007-02-01,2672659961
2007-02-02,2688302620
2007-02-05,2684391955
2007-02-06,2695565283
2007-02-07,2691095952
2007-02-08,2682157290
2007-02-09,2680481291
2007-02-12,2688302620
2007-02-13,2714559940
2007-02-14,2723498602
2007-02-15,2700034614
2007-02-16,2760370583
2007-02-20,2868751861
2007-02-21,2811209224
2007-02-22,2829086548
2007-02-23,2824617217
2007-02-26,2832438546
2007-02-27,2777130574
2007-02-28,2767633246
2007-03-01,2834114545
2007-03-02,2801711895
2007-03-05,2748079923
2007-03-06,2754783919
2007-03-07,2749197255
2007-03-08,2777689241
2007-03-09,2774337243
2007-03-12,2805622560
2007-03-13,2770985244
2007-03-14,2772661243
2007-03-15,2790538568
2007-03-16,2784951904
2007-03-19,2793331900
2007-03-20,2840818542
2007-03-21,2885511852
2007-03-22,2887746518
2007-03-23,2886629185
2007-03-26,2902830510
2007-03-27,2870427860
2007-03-28,2985513134
2007-03-29,2992217131
2007-03-30,2978809138
2007-04-02,3029089112
2007-04-03,3073223756
2007-04-04,3051435767
2007-04-05,3063726427
2007-04-09,3052553100
2007-04-10,3077693087
2007-04-11,3094453078
2007-04-12,3131883726
2007-04-13,3177694369
2007-04-16,3153671715
2007-04-17,3139146389
2007-04-18,3133559725
2007-04-19,3103950407
2007-04-20,3157582379
2007-04-23,3159258378
2007-04-24,3144733053
2007-04-25,3150319716
2007-04-26,3144733053
2007-04-27,3134118391
2007-04-30,3160109750
2007-05-01,3200304625
2007-05-02,3215590000
2007-05-03,3218986750
2007-05-04,3280694375
2007-05-07,3298810375
2007-05-08,3297678125
2007-05-09,3277297625
2007-05-10,3211627125
2007-05-11,3212193250
2007-05-14,3240499500
2007-05-15,3230309250
2007-05-16,3278996000
2007-05-17,3325984375
2007-05-18,3339571375
2007-05-21,3286921750
2007-05-22,3299942625
2007-05-23,3272202500
2007-05-24,3226346375
2007-05-25,3253520375
2007-05-29,3281260500
2007-05-30,3297678125
2007-05-31,3266541250
2007-06-01,3337306875
2007-06-04,3348629375
2007-06-05,3309000625
2007-06-06,3292016875
2007-06-07,3215590000
2007-06-08,3238235000
2007-06-11,3288620125
2007-06-12,3252388125
2007-06-13,3277863750
2007-06-14,3286355625
2007-06-15,3272768625
2007-06-18,3238801125
2007-06-19,3241065625
2007-06-20,3215590000
2007-06-21,3435812625
2007-06-22,3504313750
2007-06-25,3473176875
2007-06-26,3477705875
2007-06-27,3566587500
2007-06-28,3564323000
2007-06-29,3603951750
2007-07-02,3600555000
2007-07-03,3602253375
2007-07-05,3580740625
2007-07-06,3585269625
2007-07-09,3543376375
2007-07-10,3513937875
2007-07-11,3563190750
2007-07-12,3586401875
2007-07-13,3594327625
2007-07-16,3428453000
2007-07-17,3400712875
2007-07-18,3329381125
2007-07-19,3371274375
2007-07-20,3279562125
2007-07-23,3315794125
2007-07-24,3271636375
2007-07-25,3269371875
2007-07-26,3281260500
2007-07-27,3182754750
2007-07-30,3227478625
2007-07-31,3181550512
2007-08-01,3205493376
2007-08-02,3259649853
2007-08-03,3191241671
2007-08-06,3273901557
2007-08-07,3273901557
2007-08-08,3174709694
2007-08-09,2999698763
2007-08-10,3232856648
2007-08-13,3216894739
2007-08-14,3172999489
2007-08-15,3112572262
2007-08-16,3169579080
2007-08-17,3231146444
2007-08-20,3169009012
2007-08-21,3161028058
2007-08-22,3196372285
2007-08-23,3140505603
2007-08-24,3196372285
2007-08-27,3132524649
2007-08-28,3056135512
2007-08-29,3063546399
2007-08-30,3090339603
2007-08-31,3135945058
2007-09-04,3122263421
2007-09-05,3104021240
2007-09-06,3127394035
2007-09-07,3130244376
2007-09-10,3147916489
2007-09-11,3135374990
2007-09-12,3094900149
2007-09-13,3065826672
2007-09-14,3056705581
2007-09-17,3069817149
2007-09-18,3119413080
2007-09-19,3106871581
2007-09-20,3092619876
2007-09-21,3102881103
2007-09-24,3061266126
2007-09-25,3044164081
2007-09-26,3058415785
2007-09-27,3072667490
2007-09-28,3045304217
2007-10-01,3063546399
2007-10-02,3113142330
2007-10-03,3088059331
2007-10-04,3081788581
2007-10-05,3097750490
2007-10-08,3100030762
2007-10-09,3109721921
2007-10-10,3061836194
2007-10-11,3029912376
2007-10-12,3042453876
2007-10-15,3019651149
2007-10-16,3029342308
2007-10-17,2995138217
2007-10-18,2991147740
2007-10-19,2964354536
2007-10-22,2922739558
2007-10-23,2944972217
2007-10-24,2954663376
2007-10-25,2980316445
2007-10-26,3035042990
2007-10-29,3008249785
2007-10-30,3029342308
2007-10-31,3020647257
2007-11-01,2910404657
2007-11-02,2868569003
2007-11-05,2855000683
2007-11-06,2864046230
2007-11-07,2885529403
2007-11-08,2936410603
2007-11-09,2951109617
2007-11-12,2990118537
2007-11-13,2991814577
2007-11-14,2978246257
2007-11-15,2950544270
2007-11-16,2967504670
2007-11-19,2838040283
2007-11-20,2872526430
2007-11-21,2852739296
2007-11-23,2861219496
2007-11-26,2830690776
2007-11-27,2800162056
2007-11-28,2850477910
2007-11-29,2791681856
2007-11-30,2777548189
2007-12-03,2766806602
2007-12-04,2802988789
2007-12-05,2848216523
2007-12-06,2900793763
2007-12-07,2945456150
2007-12-10,2903055150
2007-12-11,2832952163
2007-12-12,2802423443
2007-12-13,2867438310
2007-12-14,2831256123
2007-12-17,2791681856
2007-12-18,2831821470
2007-12-19,2838605630
2007-12-20,2856696723
2007-12-21,2866307616
2007-12-24,2901924457
2007-12-26,2891182870
2007-12-27,2877614550
2007-12-28,2899663070
2007-12-31,2908143270
2008-01-02,2882137323
2008-01-03,2810903643
2008-01-04,2775286803
2008-01-07,2783767003
2008-01-08,2785463043
2008-01-09,2749280856
2008-01-10,2779244229
2008-01-11,2717621442
2008-01-14,2667870935
2008-01-15,2600594682
2008-01-16,2613032308
2008-01-17,2603986762
2008-01-18,2546321401
2008-01-22,2524838228
2008-01-23,2578546161
2008-01-24,2572327348
2008-01-25,2546321401
2008-01-28,2610770922
2008-01-29,2639038255
2008-01-30,2611336268
2008-01-31,2539344706
2008-02-01,2635425085
2008-02-04,2608826562
2008-02-05,2609912216
2008-02-06,2559429305
2008-02-07,2614797659
2008-02-08,2580599558
2008-02-11,2623482891
2008-02-12,2627282680
2008-02-13,2634882258
2008-02-14,2597427195
2008-02-15,2728248502
2008-02-19,2666366224
2008-02-20,2715220654
2008-02-21,2727705675
2008-02-22,2741276350
2008-02-25,2810758206
2008-02-26,2812929514
2008-02-27,2814557995
2008-02-28,2814015168
2008-02-29,2778731413
2008-03-03,2836813902
2008-03-04,2789587953
2008-03-05,2804787109
2008-03-06,2704906941
2008-03-07,2683736688
2008-03-10,2732591118
2008-03-11,2747790274
2008-03-12,2758646814
2008-03-13,2770046181
2008-03-14,2759189641
2008-03-17,2713592173
2008-03-18,2767874873
2008-03-19,2739105042
2008-03-20,2766246392
2008-03-24,2768417700
2008-03-25,2789587953
2008-03-26,2743990485
2008-03-27,2753218544
2008-03-28,2757561160
2008-03-31,2747247447
2008-04-01,2810758206
2008-04-02,2785788164
2008-04-03,2787416645
2008-04-04,2777645759
2008-04-07,2785245337
2008-04-08,2771131835
2008-04-09,2747247447
2008-04-10,2695136055
2008-04-11,2620768756
2008-04-14,2635967912
2008-04-15,2675051456
2008-04-16,2726077194
2008-04-17,2721734578
2008-04-18,2747247447
2008-04-21,2722820232
2008-04-22,2664737743
2008-04-23,2662566435
2008-04-24,2692421920
2008-04-25,2688622131
2008-04-28,2690250612
2008-04-29,2704364114
2008-04-30,2707621076
2008-05-01,2744533312
2008-05-02,2736933734
2008-05-05,2708706730
2008-05-06,2710335211
2008-05-07,2702735633
2008-05-08,2738562215
2008-05-09,2758103987
2008-05-12,2799901666
2008-05-13,2794473396
2008-05-14,2802072974
2008-05-15,2818357784
2008-05-16,2805872763
2008-05-19,2815643649
2008-05-20,2822700400
2008-05-21,2808044071
2008-05-22,2847127615
2008-05-23,2800987320
2008-05-27,2849841750
2008-05-28,2847670442
2008-05-29,2850927404
2008-05-30,2865583733
2008-06-02,2879154408
2008-06-03,2917695125
2008-06-04,2924209049
2008-06-05,2920952087
2008-06-06,2825957362
2008-06-09,2840070864
2008-06-10,2831928459
2008-06-11,2807501244
2008-06-12,2816729303
2008-06-13,2806958417
2008-06-16,2797187531
2008-06-17,2768417700
2008-06-18,2710878038
2008-06-19,2472576985
2008-06-20,2426436690
2008-06-23,2377582260
2008-06-24,2334156100
2008-06-25,2320585425
2008-06-26,2283673189
2008-06-27,2246218126
2008-06-30,2206048928
2008-07-01,2214734160
2008-07-02,2281501881
2008-07-03,2279873400
2008-07-07,2311357366
2008-07-08,2364011585
2008-07-09,2346098294
2008-07-10,2362383104
2008-07-11,2361297450
2008-07-14,2377582260
2008-07-15,2449778251
2008-07-16,2532830782
2008-07-17,2574085634
2008-07-18,2546944284
2008-07-21,2554543862
2008-07-22,2601769811
2008-07-23,2629996815
2008-07-24,2613169178
2008-07-25,2548572765
2008-07-28,2587656309
2008-07-29,2638139220
2008-07-30,2577342596
2008-07-31,2650726118
2008-08-01,2653989220
2008-08-04,2663778524
2008-08-05,2736654458
2008-08-06,2751338414
2008-08-07,2723602052
2008-08-08,2765478521
2008-08-11,2814968894
2008-08-12,2803548038
2008-08-13,2746443762
2008-08-14,2955282258
2008-08-15,3028702042
2008-08-18,3065140009
2008-08-19,3031421293
2008-08-20,3029245892
2008-08-21,2972685466
2008-08-22,2961264611
2008-08-25,2954738408
2008-08-26,2962896162
2008-08-27,2968878514
2008-08-28,2973773167
2008-08-29,2949299905
2008-09-02,2938966751
2008-09-03,2946036804
2008-09-04,2916668890
2008-09-05,2950387606
2008-09-08,2957457659
2008-09-09,2872073170
2008-09-10,2861196165
2008-09-11,2874792421
2008-09-12,2846512208
2008-09-15,2790495632
2008-09-16,2850863010
2008-09-17,2770373173
2008-09-18,2768741622
2008-09-19,2925370494
2008-09-22,2951475306
2008-09-23,2936791350
2008-09-24,2939510601
2008-09-25,3034140544
2008-09-26,2807898840
2008-09-29,2742092960
2008-09-30,2756776917
2008-10-01,2798109536
2008-10-02,2779074777
2008-10-03,2655076920
2008-10-06,2566429329
2008-10-07,2616463552
2008-10-08,2463641632
2008-10-09,2361941635
2008-10-10,2276013296
2008-10-13,2521289759
2008-10-14,2483220241
2008-10-15,2426659815
2008-10-16,2510956604
2008-10-17,2536517566
2008-10-20,2516938957
2008-10-21,2500079599
2008-10-22,2476694038
2008-10-23,2498448048
2008-10-24,2432642168
2008-10-27,2365748587
2008-10-28,2420133612
2008-10-29,2420133612
2008-10-30,2364660887
2008-10-31,5083450384
2008-11-03,5154180619
2008-11-04,5093717676
2008-11-05,4791402966
2008-11-06,4568944971
2008-11-07,4694434096
2008-11-10,4748052177
2008-11-11,4677321943
2008-11-12,4483384203
2008-11-13,4479961773
2008-11-14,4449159897
2008-11-17,4450300707
2008-11-18,4468553670
2008-11-19,4494792306
2008-11-20,4363599129
2008-11-21,5025269063
2008-11-24,4980777464
2008-11-25,4973932602
2008-11-26,5065197421
2008-11-28,5175856013
2008-12-01,4735503264
2008-12-02,4781135673
2008-12-03,4749192987
2008-12-04,4720672731
2008-12-05,4798247827
2008-12-08,4859851579
2008-12-09,4719531921
2008-12-10,4716109490
2008-12-11,4657928169
2008-12-12,4703560578
2008-12-15,4635111964
2008-12-16,4700138147
2008-12-17,4661350599
2008-12-18,4782276484
2008-12-19,4764023520
2008-12-22,4686448424
2008-12-23,4717250301
2008-12-24,4793684586
2008-12-26,4840457805
2008-12-29,4839316995
2008-12-30,4929441003
2008-12-31,4946553157
2009-01-02,4960242880
2009-01-05,5001312048
2009-01-06,4992185566
2009-01-07,4920314521
2009-01-08,4928300193
2009-01-09,4886090215
2009-01-12,4963665310
2009-01-13,5040099596
2009-01-14,4963665310
2009-01-15,4943130726
2009-01-16,5041240406
2009-01-20,4871259682
2009-01-21,4948834777
2009-01-22,4955679639
2009-01-23,5038958785
2009-01-26,5059493370
2009-01-27,5167870341
2009-01-28,5086872815
2009-01-29,5147335757
2009-01-30,5150758188
2009-02-02,5412294823
2009-02-03,5478747029
2009-02-04,5335162798
2009-02-05,5282950351
2009-02-06,5285323644
2009-02-09,5119193130
2009-02-10,5005275063
2009-02-11,5025448054
2009-02-12,5189205275
2009-02-13,5151232586
2009-02-17,4982728779
2009-02-18,4911529987
2009-02-19,4912716634
2009-02-20,4929329685
2009-02-23,4796425274
2009-02-24,4881863824
2009-02-25,4591135424
2009-02-26,4416698384
2009-02-27,4404831919
2009-03-02,4274300801
2009-03-03,4172249199
2009-03-04,4216155121
2009-03-05,4099863761
2009-03-06,4154449501
2009-03-09,4114103519
2009-03-10,4103423700
2009-03-11,4060704425
2009-03-12,4226834939
2009-03-13,4331259834
2009-03-16,4325326601
2009-03-17,4411951798
2009-03-18,4346686239
2009-03-19,4305153610
2009-03-20,4307526903
2009-03-23,4484337236
2009-03-24,4370419169
2009-03-25,4324139955
2009-03-26,4340753006
2009-03-27,4350246178
2009-03-30,4302780317
2009-03-31,4422631617
2009-04-01,4447551194
2009-04-02,4476030711
2009-04-03,4508070167
2009-04-06,4473657418
2009-04-07,4445177901
2009-04-08,4594695364
2009-04-09,4605375182
2009-04-13,4581642252
2009-04-14,4531803098
2009-04-15,4611308415
2009-04-16,4637414639
2009-04-17,4594695364
2009-04-20,4570962433
2009-04-21,4621988234
2009-04-22,4556722675
2009-04-23,4580455605
2009-04-24,4542482916
2009-04-27,4503323581
2009-04-28,4504510227
2009-04-29,4617241648
2009-04-30,4675387328
2009-05-01,4690813733
2009-05-04,4891356996
2009-05-05,4854570954
2009-05-06,4813038325
2009-05-07,4773878990
2009-05-08,4829651377
2009-05-11,4776252283
2009-05-12,4874743945
2009-05-13,4758452585
2009-05-14,4770319050
2009-05-15,4716919956
2009-05-18,4716919956
2009-05-19,4826091437
2009-05-20,4747772766
2009-05-21,4709800077
2009-05-22,4689627086
2009-05-26,4788118748
2009-05-27,4722853189
2009-05-28,4746586120
2009-05-29,4777438929
2009-06-01,4900850168
2009-06-02,5029007994
2009-06-03,5107326665
2009-06-04,5102580079
2009-06-05,5157165819
2009-06-08,5195138508
2009-06-09,5191578568
2009-06-10,5133432888
2009-06-11,5195138508
2009-06-12,5233111197
