,D
2023-03-07,45652032000
2023-03-08,45902592000
2023-03-09,45326304000
2023-03-10,44440992000
2023-03-13,45267840000
2023-03-14,45693792000
2023-03-15,46696032000
2023-03-16,46670976000
2023-03-17,46270080000
2023-03-20,46453824000
2023-03-21,45175968000
2023-03-22,44440992000
2023-03-23,43614144000
2023-03-24,44958816000
2023-03-27,45209376000
2023-03-28,45702144000
2023-03-29,46420416000
2023-03-30,46512288000
2023-03-31,46740760000
2023-04-03,46456520000
2023-04-04,47075160000
2023-04-05,47994760000
2023-04-06,48538160000
2023-04-10,48454560000
2023-04-11,48554880000
2023-04-12,48396040000
2023-04-13,48788960000
2023-04-14,48429480000
2023-04-17,49056480000
2023-04-18,47952960000
2023-04-19,48011480000
2023-04-20,47827560000
2023-04-21,48245560000
2023-04-24,48086720000
2023-04-25,47911160000
2023-04-26,46916320000
2023-04-27,47944600000
2023-04-28,47769040000
2023-05-01,47752320000
2023-05-02,46423080000
2023-05-03,46615360000
2023-05-04,47292520000
2023-05-05,47225640000
2023-05-08,47234000000
2023-05-09,47234000000
2023-05-10,47108600000
2023-05-11,46364560000
2023-05-12,46138840000
2023-05-15,45787720000
2023-05-16,44174240000
2023-05-17,44491920000
2023-05-18,44040480000
2023-05-19,43572320000
2023-05-22,43605760000
2023-05-23,43714440000
2023-05-24,42895160000
2023-05-25,42159480000
2023-05-26,41682960000
2023-05-30,41582640000
2023-05-31,42034080000
2023-06-01,40980720000
2023-06-02,41682960000
2023-06-05,42218000000
2023-06-06,43154320000
2023-06-07,44349800000
2023-06-08,44550440000
2023-06-09,44383240000
2023-06-12,43890000000
2023-06-13,43789680000
2023-06-14,43940160000
2023-06-15,44199320000
2023-06-16,44583880000
2023-06-20,44450120000
2023-06-21,44550440000
2023-06-22,44308000000
2023-06-23,43321520000
2023-06-26,44132440000
2023-06-27,43898360000
2023-06-28,43187760000
2023-06-29,43321520000
2023-06-30,43337872000
2023-07-03,44024048000
2023-07-05,44425712000
2023-07-06,43806480000
2023-07-07,43714432000
2023-07-10,43162144000
2023-07-11,43505232000
2023-07-12,44090992000
2023-07-13,44383872000
2023-07-14,44049152000
2023-07-17,42936208000
2023-07-18,42718640000
2023-07-19,43488496000
2023-07-20,44442448000
2023-07-21,45003104000
2023-07-24,45095152000
2023-07-25,45287616000
2023-07-26,45563760000
2023-07-27,44651648000
2023-07-28,44768800000
2023-07-31,44810640000
2023-08-01,43764640000
2023-08-02,43798112000
2023-08-03,42459232000
2023-08-04,41178928000
2023-08-07,41120352000
2023-08-08,41229136000
2023-08-09,41580592000
2023-08-10,41739584000
2023-08-11,41496912000
2023-08-14,40994832000
2023-08-15,39999040000
2023-08-16,40233344000
2023-08-17,40241712000
2023-08-18,40526224000
2023-08-21,40266816000
2023-08-22,39999040000
2023-08-23,39999040000
2023-08-24,40224976000
2023-08-25,40601536000
2023-08-28,40944624000
2023-08-29,41471808000
2023-08-30,41421600000
2023-08-31,40618272000
2023-09-01,40065984000
2023-09-05,39153872000
2023-09-06,38450960000
2023-09-07,38517904000
2023-09-08,39430016000
2023-09-11,39580640000
2023-09-12,39806576000
2023-09-13,39957200000
2023-09-14,40593168000
2023-09-15,40559696000
2023-09-18,40693584000
2023-09-19,40040880000
2023-09-20,40141296000
2023-09-21,39655952000
2023-09-22,39957200000
2023-09-25,40091088000
2023-09-26,38543008000
2023-09-27,38040928000
2023-09-28,36936352000
2023-09-29,37379856000
2023-10-02,35455780000
2023-10-03,35589860000
2023-10-04,35170860000
2023-10-05,34341239999
2023-10-06,34944600000
2023-10-09,35346840000
2023-10-10,35690420000
2023-10-11,36000480000
2023-10-12,34818900000
2023-10-13,35095440000
2023-10-16,35380360000
2023-10-17,35120580000
2023-10-18,34156880000
2023-10-19,34056320000
2023-10-20,33536760000
2023-10-23,33126140000
2023-10-24,33813300000
2023-10-25,33972520000
2023-10-26,34332860000
2023-10-27,33587040000
2023-10-30,33520000000
2023-10-31,33788160000
2023-11-01,33704360000
2023-11-02,34425040000
2023-11-03,36545180000
2023-11-06,38204420000
2023-11-07,38196040000
2023-11-08,38497720000
2023-11-09,37601060000
2023-11-10,37676480000
2023-11-13,37316140000
2023-11-14,38958620000
2023-11-15,39578740000
2023-11-16,39277060000
2023-11-17,39184880000
2023-11-20,38891580000
2023-11-21,38899960000
2023-11-22,39092700000
2023-11-24,39352480000
2023-11-27,39310580000
2023-11-28,39386000000
2023-11-29,39159740000
2023-11-30,37994920000
2023-12-01,39109460000
2023-12-04,38656940000
2023-12-05,38816160000
2023-12-06,39603880000
2023-12-07,39587120000
2023-12-08,39796620000
2023-12-11,39930700000
2023-12-12,39930700000
2023-12-13,41455860000
2023-12-14,41196080000
2023-12-15,40626240000
2023-12-18,40374840000
2023-12-19,40232380000
2023-12-20,39536840000
2023-12-21,39176500000
2023-12-22,39218400000
2023-12-26,39427900000
2023-12-27,38975380000
2023-12-28,39436280000
2023-12-29,39386000000
2024-01-02,40631976000
2024-01-03,40564968000
2024-01-04,40372320000
2024-01-05,41075904000
2024-01-08,41050776000
2024-01-09,40439328000
2024-01-10,40146168000
2024-01-11,39459336000
2024-01-12,39643608000
2024-01-16,39166176000
2024-01-17,38671992000
2024-01-18,38094048000
2024-01-19,37960032000
2024-01-22,37750632000
2024-01-23,37524480000
2024-01-24,36980040000
2024-01-25,37851144000
2024-01-26,38161056000
2024-01-29,38052168000
2024-01-30,38311824000
2024-01-31,38295072000
2024-02-01,39099168000
2024-02-02,38228064000
2024-02-05,37432344000
2024-02-06,37767384000
2024-02-07,37264824000
2024-02-08,37005168000
2024-02-09,37440720000
2024-02-12,37876272000
2024-02-13,37155936000
2024-02-14,37574736000
2024-02-15,38102424000
2024-02-16,38412336000
2024-02-20,37985160000
2024-02-21,38772504000
2024-02-22,38194560000
2024-02-23,40087536000
2024-02-26,38998656000
2024-02-27,40028904000
2024-02-28,40497960000
2024-02-29,40062408000
2024-03-01,37516104000
2024-03-04,39115920000
2024-03-05,38613360000
2024-03-06,39450960000
2024-03-07,40196424000
2024-03-08,40204800000
2024-03-11,39903264000
2024-03-12,39350448000
2024-03-13,40263432000
2024-03-14,39878136000
2024-03-15,40070784000
2024-03-18,40631976000
2024-03-19,40631976000
2024-03-20,40338816000
2024-03-21,40623600000
2024-03-22,40472832000
2024-03-25,40414200000
2024-03-26,39099168000
2024-03-27,40640352000
2024-03-28,41201544000
2024-04-01,41176416000
2024-04-02,40807872000
2024-04-03,40732488000
2024-04-04,40749240000
2024-04-05,40682232000
2024-04-08,40858128000
2024-04-09,41503080000
2024-04-10,40874880000
2024-04-11,41059152000
2024-04-12,40967016000
2024-04-15,40137792000
2024-04-16,39249936000
2024-04-17,40472832000
2024-04-18,40682232000
2024-04-19,41745984000
2024-04-22,42407688000
2024-04-23,42441192000
2024-04-24,42910248000
2024-04-25,42692472000
2024-04-26,42256920000
2024-04-29,42834864000
2024-04-30,42700848000
2024-05-01,42843240000
2024-05-02,42851616000
2024-05-03,43052640000
2024-05-06,43061016000
2024-05-07,43655712000
2024-05-08,43680840000
2024-05-09,44258784000
2024-05-10,44451432000
2024-05-13,44426304000
2024-05-14,44258784000
2024-05-15,44577072000
2024-05-16,44644080000
2024-05-17,44811600000
2024-05-20,45046128000
2024-05-21,45180144000
2024-05-22,44811600000
2024-05-23,44007504000
2024-05-24,44216904000
2024-05-28,44300664000
2024-05-29,43923744000
2024-05-30,44811600000
2024-05-31,45163392000
2024-06-03,44953992000
2024-06-04,44627328000
2024-06-05,43990752000
2024-06-06,43781352000
2024-06-07,43086144000
2024-06-10,43102896000
2024-06-11,43161528000
2024-06-12,42550080000
2024-06-13,42457944000
2024-06-14,42240168000
2024-06-17,41419320000
2024-06-18,41394192000
2024-06-20,41720856000
2024-06-21,41218296000
2024-06-24,41796240000
2024-06-25,41201544000
2024-06-26,41251800000
2024-06-27,41553336000
2024-06-28,41042400000
2024-07-01,40213176000
2024-07-02,40657104000
2024-07-03,41218296000
2024-07-05,41134536000
2024-07-08,41318808000
2024-07-09,41444448000
2024-07-10,41670600000
2024-07-11,43245288000
2024-07-12,43530072000
2024-07-15,42742728000
2024-07-16,42960504000
2024-07-17,43588704000
2024-07-18,43195032000
2024-07-19,43061016000
2024-07-22,43387680000
2024-07-23,42483072000
2024-07-24,43664088000
2024-07-25,43806480000
2024-07-26,44141520000
2024-07-29,44317416000
2024-07-30,44605943000
2024-07-31,44815518000
2024-08-01,46475352000
2024-08-02,47011864000
2024-08-05,45301732000
2024-08-06,45410711000
2024-08-07,46181947000
2024-08-08,45427477000
2024-08-09,45662201000
