,IGT
2018-08-15,4004734590
2018-08-16,4135434750
2018-08-17,4119097230
2018-08-20,4127265990
2018-08-21,4243670820
2018-08-22,4294725570
2018-08-23,4362117840
2018-08-24,4413172590
2018-08-27,4292683380
2018-08-28,4288599000
2018-08-29,4423383540
2018-08-30,4306978710
2018-08-31,4296767760
2018-09-04,4106844090
2018-09-05,4125223800
2018-09-06,3884245380
2018-09-07,3898540710
2018-09-10,3778051500
2018-09-11,3810726540
2018-09-12,3972059550
2018-09-13,4041494010
2018-09-14,4125223800
2018-09-17,4057831530
2018-09-18,4084380000
2018-09-19,4123181610
2018-09-20,3994523639
2018-09-21,3982270500
2018-09-24,4019029920
2018-09-25,4066000290
2018-09-26,4068042480
2018-09-27,4033325250
2018-09-28,4033325250
2018-10-01,4012589480
2018-10-02,3802153270
2018-10-03,3871617650
2018-10-04,3773550290
2018-10-05,3597846270
2018-10-08,3440529880
2018-10-09,3612147760
2018-10-10,3530424960
2018-10-11,3493649700
2018-10-12,3469132860
2018-10-15,3497735840
2018-10-16,3669353720
2018-10-17,3706128980
2018-10-18,3497735840
2018-10-19,3391496200
2018-10-22,3324074890
2018-10-23,3330204100
2018-10-24,3346548660
2018-10-25,3579458640
2018-10-26,3420099179
2018-10-29,3172887710
2018-10-30,3270955070
2018-10-31,3789894850
2018-11-01,3816454760
2018-11-02,3695913630
2018-11-05,3583544780
2018-11-06,3540640309
2018-11-07,3452788299
2018-11-08,3534511100
2018-11-09,3176973850
2018-11-12,3054389650
2018-11-13,3101380260
2018-11-14,3170844640
2018-11-15,3264825860
2018-11-16,3189232270
2018-11-19,3154500080
2018-11-20,3031915880
2018-11-21,3299558049
2018-11-23,3209662970
2018-11-26,3407840760
2018-11-27,3454831370
2018-11-28,3534511100
2018-11-29,3497735840
2018-11-30,3516123470
2018-12-03,3554941799
2018-12-04,3403754620
2018-12-06,3458917510
2018-12-07,3448702160
2018-12-10,3407840760
2018-12-11,3317945679
2018-12-12,3360850150
2018-12-13,3295471910
2018-12-14,3179016920
2018-12-17,3187189200
2018-12-18,3275041210
2018-12-19,3170844640
2018-12-20,2964494570
2018-12-21,2799005900
2018-12-24,2786747480
2018-12-26,3011485180
2018-12-27,2931805450
2018-12-28,2956322290
2018-12-31,2989011410
2019-01-02,3066543000
2019-01-03,2986866000
2019-01-04,3082887000
2019-01-07,3109446000
2019-01-08,3219768000
2019-01-09,3338262000
2019-01-10,3285143999
2019-01-11,3219768000
2019-01-14,3172779000
2019-01-15,3062457000
2019-01-16,3089016000
2019-01-17,3025683000
2019-01-18,3117618000
2019-01-22,3044070000
2019-01-23,3093102000
2019-01-24,3221811000
2019-01-25,3283101000
2019-01-28,3272886000
2019-01-29,3197295000
2019-01-30,3262671000
2019-01-31,3342348000
2019-02-01,3411810000
2019-02-04,3366864000
2019-02-05,3326004000
2019-02-06,3385251000
2019-02-07,3291273000
2019-02-08,3221811000
2019-02-11,3319875000
2019-02-12,3370950000
2019-02-13,3440412000
2019-02-14,3364821000
2019-02-15,3401594999
2019-02-19,3481272000
2019-02-20,3450627000
2019-02-21,3464928000
2019-02-22,3546648000
2019-02-25,3571164000
2019-02-26,3624281999
2019-02-27,3591593999
2019-02-28,3524175000
2019-03-01,3583422000
2019-03-04,3522131999
2019-03-05,3505788000
2019-03-06,3487401000
2019-03-07,2931705000
2019-03-08,2827512000
2019-03-11,2823426000
2019-03-12,2745792000
2019-03-13,2709018000
2019-03-14,2711061000
2019-03-15,2745792000
2019-03-18,2713104000
2019-03-19,2733534000
2019-03-20,2674287000
2019-03-21,2733534000
2019-03-22,2631384000
2019-03-25,2627298000
2019-03-26,2657943000
2019-03-27,2623212000
2019-03-28,2610954000
2019-03-29,2653857000
2019-04-01,2749274150
2019-04-02,2747230080
2019-04-03,2814684390
2019-04-04,2800375900
2019-04-05,2816728460
2019-04-08,2826948810
2019-04-09,2800375900
2019-04-10,2849433580
2019-04-11,2839213230
2019-04-12,2908711610
2019-04-15,2894403120
2019-04-16,2933240450
2019-04-17,2886226840
2019-04-18,2878050560
2019-04-22,2851477650
2019-04-23,2890314980
2019-04-24,2898491260
2019-04-25,2841257300
2019-04-26,2925064170
2019-04-29,3019091390
2019-04-30,2990474410
2019-05-01,2935284520
2019-05-02,2927108240
2019-05-03,2990474410
2019-05-06,2957769290
2019-05-07,2810596250
2019-05-08,2845345440
2019-05-09,2837169160
2019-05-10,2853521720
2019-05-13,2788111480
2019-05-14,2820816600
2019-05-15,2857609860
2019-05-16,2876006490
2019-05-17,2878050560
2019-05-20,2826948810
2019-05-21,2849433580
2019-05-22,2745186010
2019-05-23,2653202860
2019-05-24,2665467280
2019-05-28,2595968900
2019-05-29,2636850300
2019-05-30,2677731700
2019-05-31,2657291000
2019-06-03,2726789380
2019-06-04,2739053800
2019-06-05,2555087500
2019-06-06,2577572270
2019-06-07,2636850300
2019-06-10,2704304610
2019-06-11,2753362290
2019-06-12,2710436820
2019-06-13,2718613100
2019-06-14,2704304610
2019-06-17,2673643560
2019-06-18,2784023340
2019-06-19,2730877520
2019-06-20,2706348680
2019-06-21,2689996120
2019-06-24,2561219710
2019-06-25,2514206100
2019-06-26,2548955290
2019-06-27,2583704480
2019-06-28,2651158790
2019-07-01,2663788050
2019-07-02,2661743700
2019-07-03,2714896800
2019-07-05,2725118550
2019-07-08,2741473350
2019-07-09,2741473350
2019-07-10,2735340300
2019-07-11,2737384650
2019-07-12,2763961200
2019-07-15,2778271650
2019-07-16,2823247350
2019-07-17,2788493400
2019-07-18,2714896800
2019-07-19,2663788050
2019-07-22,2641300200
2019-07-23,2698542000
2019-07-24,2741473350
2019-07-25,2727162900
2019-07-26,2827336050
2019-07-29,2833469100
2019-07-30,2845735200
2019-07-31,2729207250
2019-08-01,2886622200
2019-08-02,2888666550
2019-08-05,2800759500
2019-08-06,2817114300
2019-08-07,2692408950
2019-08-08,2698542000
2019-08-09,2698542000
2019-08-12,2696497650
2019-08-13,2669921100
2019-08-14,2406199950
2019-08-15,2324425950
2019-08-16,2387800800
2019-08-19,2485929600
2019-08-20,2514550500
2019-08-21,2549304450
2019-08-22,2563614900
2019-08-23,2451175650
2019-08-26,2481840900
2019-08-27,2389845150
2019-08-28,2422554750
2019-08-29,2451175650
2019-08-30,2449131300
2019-09-03,2336692050
2019-09-04,2475707850
2019-09-05,2647433250
2019-09-06,2641300200
2019-09-09,2792582100
2019-09-10,2839602150
2019-09-11,2829380400
2019-09-12,2823247350
2019-09-13,3023593650
2019-09-16,2888666550
2019-09-17,2962263150
2019-09-18,2968396200
2019-09-19,2927509200
2019-09-20,2931597900
2019-09-23,2968396200
2019-09-24,2927509200
2019-09-25,2892755250
2019-09-26,2898888300
2019-09-27,2884577850
2019-09-30,2905021350
2019-10-01,2832899605
2019-10-02,2869584636
2019-10-03,2863470464
2019-10-04,2832899605
2019-10-07,2851242120
2019-10-08,2765643715
2019-10-09,2769719829
2019-10-10,2765643715
2019-10-11,2881812979
2019-10-14,2857356292
2019-10-15,2859394349
2019-10-16,2926650239
2019-10-17,2730996741
2019-10-18,2675969195
2019-10-21,2806404860
2019-10-22,2875698807
2019-10-23,2757491486
2019-10-24,2712654226
2019-10-25,2712654226
2019-10-28,2739148970
2019-10-29,2745263142
2019-10-30,2747301199
2019-10-31,2698387825
2019-11-01,2773795944
2019-11-04,2877736865
2019-11-05,2912383838
2019-11-06,2714692283
2019-11-07,2745263142
2019-11-08,2761567600
2019-11-11,2749339257
2019-11-12,2673931138
2019-11-13,2629093878
2019-11-14,3246625231
2019-11-15,3177331283
2019-11-18,3122303737
2019-11-19,3181407398
2019-11-20,3138608195
2019-11-21,3120265680
2019-11-22,3093770935
2019-11-25,3122303737
2019-11-26,3014286702
2019-11-27,3004096415
2019-11-29,3026515045
2019-12-02,2951106926
2019-12-03,2881812979
2019-12-04,2877736865
2019-12-05,2863470464
2019-12-06,2914421896
2019-12-09,2859394349
2019-12-10,2906269667
2019-12-11,2934802468
2019-12-12,3000020301
2019-12-13,2983715843
2019-12-16,2953144984
2019-12-17,2942954697
2019-12-18,3069314248
2019-12-19,3061162019
2019-12-20,3034667275
2019-12-23,3034667275
2019-12-24,3028553103
2019-12-26,3038743389
2019-12-27,3048933675
2019-12-30,3022438931
2019-12-31,3050971733
2020-01-02,3082879800
2020-01-03,3072658050
2020-01-06,2970440550
2020-01-07,2929553550
2020-01-08,3078791100
2020-01-09,3027682350
2020-01-10,3013371900
2020-01-13,3035859750
2020-01-14,3095145900
2020-01-15,3119678100
2020-01-16,3062436300
2020-01-17,3072658050
2020-01-21,2915243100
2020-01-22,2902977000
2020-01-23,2923420500
2020-01-24,2884577850
2020-01-27,2763961200
2020-01-28,2798715150
2020-01-29,2804848200
2020-01-30,2800759500
2020-01-31,2757828150
2020-02-03,2808936900
2020-02-04,2888666550
2020-02-05,2923420500
2020-02-06,2947952700
2020-02-07,2882533500
2020-02-10,2900932650
2020-02-11,2927509200
2020-02-12,2958174450
2020-02-13,2949997050
2020-02-14,2952041400
2020-02-18,3011327550
2020-02-19,2976573600
2020-02-20,2978617950
2020-02-21,2886622200
2020-02-24,2641300200
2020-02-25,2537038350
2020-02-26,2353046850
2020-02-27,2297849400
2020-02-28,2175188400
2020-03-02,2044350000
2020-03-03,1899201149
2020-03-04,1964620350
2020-03-05,1754052300
2020-03-06,1717254000
2020-03-09,1142791650
2020-03-10,1535306850
2020-03-11,1375847550
2020-03-12,1238876100
2020-03-13,1310428350
2020-03-16,1093727250
2020-03-17,1011953250
2020-03-18,774808650
2020-03-19,842272200
2020-03-20,928134900
2020-03-23,919957500
2020-03-24,1202077800
2020-03-25,1447399800
2020-03-26,1375847550
2020-03-27,1277718750
2020-03-30,1247053500
2020-03-31,1216388250
2020-04-01,1168152667
2020-04-02,1018809156
2020-04-03,1012671752
2020-04-06,1069954194
2020-04-07,1094503813
2020-04-08,1266351140
2020-04-09,1337954194
2020-04-13,1254076331
2020-04-14,1278625950
2020-04-15,1307267171
2020-04-16,1276580148
2020-04-17,1370687018
2020-04-20,1370687018
2020-04-21,1299083965
2020-04-22,1288854957
2020-04-23,1329770988
2020-04-24,1399328239
2020-04-27,1448427476
2020-04-28,1427969460
2020-04-29,1558900758
2020-04-30,1542534346
2020-05-01,1452519079
2020-05-04,1456610682
2020-05-05,1470931292
2020-05-06,1309312972
2020-05-07,1454564880
2020-05-08,1552763353
2020-05-11,1448427476
2020-05-12,1409557247
2020-05-13,1284763354
2020-05-14,1305221369
2020-05-15,1417740453
2020-05-18,1526167933
2020-05-19,1501618315
2020-05-20,1695969460
2020-05-21,1599816788
2020-05-22,1636641216
2020-05-26,1728702284
2020-05-27,1771664116
2020-05-28,1759389307
2020-05-29,1724610681
2020-06-01,1769618314
2020-06-02,1892366406
2020-06-03,2023297703
2020-06-04,2107175565
2020-06-05,2209465641
2020-06-08,2377221366
2020-06-09,2203328237
2020-06-10,2027389306
2020-06-11,1792122131
2020-06-12,2041709916
2020-06-15,1966015260
2020-06-16,2006931291
2020-06-17,1976244268
2020-06-18,1884183199
2020-06-19,1857587780
2020-06-22,1822809154
2020-06-23,1937374039
2020-06-24,1855541978
2020-06-25,1796213734
2020-06-26,1675511444
2020-06-29,1804396940
2020-06-30,1820763352
2020-07-01,1952280000
2020-07-02,2062440000
2020-07-06,2054280000
2020-07-07,2025720000
2020-07-08,2003280000
2020-07-09,1980840000
2020-07-10,2007360000
2020-07-13,2027760000
2020-07-14,2044080000
2020-07-15,2182800000
2020-07-16,2142000000
2020-07-17,2064479999
2020-07-20,2011440000
2020-07-21,2162400000
2020-07-22,2160360000
2020-07-23,2078760000
2020-07-24,2052240000
2020-07-27,2058360000
2020-07-28,2044080000
2020-07-29,2101200000
2020-07-30,2052240000
2020-07-31,2011440000
2020-08-03,2154240000
2020-08-04,1997159999
2020-08-05,1999200000
2020-08-06,2188920000
2020-08-07,2115479999
2020-08-10,2209320000
2020-08-11,2088960000
2020-08-12,2123640000
2020-08-13,2107320000
2020-08-14,2152200000
2020-08-17,2107320000
2020-08-18,2119560000
2020-08-19,2080799999
2020-08-20,2139960000
2020-08-21,2115479999
2020-08-24,2148120000
2020-08-25,2180760000
2020-08-26,2276640000
2020-08-27,2366400000
2020-08-28,2413320000
2020-08-31,2270520000
2020-09-01,2309280000
2020-09-02,2443920000
2020-09-03,2252160000
2020-09-04,2319480000
2020-09-08,2262360000
2020-09-09,2280720000
2020-09-10,2309280000
2020-09-11,2341920000
2020-09-14,2474520000
2020-09-15,2484720000
2020-09-16,2511240000
2020-09-17,2554080000
2020-09-18,2496960000
2020-09-21,2333760000
2020-09-22,2439840000
2020-09-23,2231760000
2020-09-24,2223600000
2020-09-25,2262360000
2020-09-28,2356200000
2020-09-29,2250120000
2020-09-30,2270520000
2020-10-01,2332806367
2020-10-02,2384009317
2020-10-05,2408586732
2020-10-06,2357383783
2020-10-07,2390153670
2020-10-08,2449549092
2020-10-09,2357383783
2020-10-12,2275459064
2020-10-13,2183293756
2020-10-14,2142331396
2020-10-15,2179197520
2020-10-16,2216063643
2020-10-19,2107513391
2020-10-20,2142331396
2020-10-21,2078839739
2020-10-22,2105465273
2020-10-23,2101369037
2020-10-26,1978481959
2020-10-27,1777766397
2020-10-28,1609820724
2020-10-29,1691745443
2020-10-30,1681504853
2020-11-02,1732707802
2020-11-03,1853546762
2020-11-04,1824873111
2020-11-05,1882220414
2020-11-06,1859691116
2020-11-09,2099320919
2020-11-10,2084984093
2020-11-11,2039925498
2020-11-12,1970289487
2020-11-13,2185341873
2020-11-16,2330758249
2020-11-17,2439308502
2020-11-18,2472078389
2020-11-19,2594965467
2020-11-20,2637975945
2020-11-23,2709660074
2020-11-24,2750622433
2020-11-25,2633879709
2020-11-27,2709660074
2020-11-30,2578580524
2020-12-01,2621591001
2020-12-02,2574484288
2020-12-03,2482318979
2020-12-04,2566291816
2020-12-07,2687130776
2020-12-08,2836643388
2020-12-09,3104946842
2020-12-10,3229882038
2020-12-11,3018925887
2020-12-14,2924712461
2020-12-15,3125428022
2020-12-16,3244218864
2020-12-17,3328191701
2020-12-18,3356865352
2020-12-21,3295421813
2020-12-22,3305662403
2020-12-23,3348672880
2020-12-24,3342528527
2020-12-28,3242170746
2020-12-29,3182775325
2020-12-30,3424453245
2020-12-31,3469511841
2021-01-04,3152749230
2021-01-05,3425209040
2021-01-06,3584997500
2021-01-07,3707911700
2021-01-08,3814437340
2021-01-11,3685377429
2021-01-12,3759125950
2021-01-13,3671037440
2021-01-14,3724300260
2021-01-15,3677183150
2021-01-19,3734543110
2021-01-20,3759125950
2021-01-21,3668988870
2021-01-22,3652600309
2021-01-25,3537880390
2021-01-26,3402674770
2021-01-27,3255177730
2021-01-28,3484617570
2021-01-29,3300246270
2021-02-01,3460034730
2021-02-02,3509200410
2021-02-03,3523540400
2021-02-04,3611628910
2021-02-05,3652600309
2021-02-08,3546074669
2021-02-09,3779611650
2021-02-10,3703814559
2021-02-11,3621871760
2021-02-12,3574754650
2021-02-16,3509200410
2021-02-17,3537880390
2021-02-18,3451840450
2021-02-19,3619823190
2021-02-22,3693571710
2021-02-23,3707911700
2021-02-24,3697668850
2021-02-25,3548123240
2021-02-26,3746834530
2021-03-01,3841068750
2021-03-02,3763223090
2021-03-03,3734543110
2021-03-04,3449791880
2021-03-05,3439549030
2021-03-08,3386286210
2021-03-09,3351460520
2021-03-10,3718154549
2021-03-11,3951691530
2021-03-12,4013148630
2021-03-15,4037731470
2021-03-16,3802145919
2021-03-17,3974225799
2021-03-18,3740688820
2021-03-19,3800097350
2021-03-22,3757077380
2021-03-23,3507151840
2021-03-24,3349411950
2021-03-25,3482569000
2021-03-26,3568608940
2021-03-29,3285906280
2021-03-30,3265420580
2021-03-31,3287954850
2021-04-01,3440208322
2021-04-05,3374874988
2021-04-06,3511666655
2021-04-07,3348333322
2021-04-08,3336083322
2021-04-09,3393249988
2021-04-12,3323833322
2021-04-13,3429999988
2021-04-14,3483083321
2021-04-15,3476958321
2021-04-16,3470833322
2021-04-19,3285041655
2021-04-20,3184999989
2021-04-21,3303416655
2021-04-22,3225833322
2021-04-23,3383041655
2021-04-26,3413666655
2021-04-27,3564749988
2021-04-28,3736249987
2021-04-29,3640291654
2021-04-30,3515749988
2021-05-03,3534124988
2021-05-04,3448374988
2021-05-05,3597416654
2021-05-06,3566791655
2021-05-07,3689291654
2021-05-10,3562708321
2021-05-11,4158874986
2021-05-12,4097624986
2021-05-13,4512083318
2021-05-14,4491666652
2021-05-17,4577416651
2021-05-18,4634583318
2021-05-19,4706041651
2021-05-20,4850999984
2021-05-21,4885708317
2021-05-24,4973499983
2021-05-25,4834666650
2021-05-26,4965333317
2021-05-27,4993916650
2021-05-28,4953083317
2021-06-01,5169499983
2021-06-02,5253208316
2021-06-03,5226666649
2021-06-04,5204208316
2021-06-07,5320583315
2021-06-08,5300166649
2021-06-09,5214416649
2021-06-10,5038833316
2021-06-11,5153166649
2021-06-14,5028624983
2021-06-15,4981666650
2021-06-16,4969416650
2021-06-17,4830583317
2021-06-18,4671333318
2021-06-21,4902041650
2021-06-22,4959208317
2021-06-23,4877541650
2021-06-24,4895916650
2021-06-25,4844874984
2021-06-28,4846916650
2021-06-29,4873458317
2021-06-30,4891833317
2021-07-01,4920408240
2021-07-02,4889630040
2021-07-06,4813710480
2021-07-07,4715220240
2021-07-08,4616730000
2021-07-09,4795243560
2021-07-12,4784984160
2021-07-13,4657767600
2021-07-14,4505928480
2021-07-15,4442320200
2021-07-16,4085293080
2021-07-19,3886260720
2021-07-20,3980647199
2021-07-21,4189938960
2021-07-22,4216613400
2021-07-23,4118123160
2021-07-26,4142745720
2021-07-27,4079137440
2021-07-28,4077085560
2021-07-29,3951920880
2021-07-30,3847275000
2021-08-02,3894468240
2021-08-03,3923194560
2021-08-04,3713902800
2021-08-05,3851378760
2021-08-06,3990906600
2021-08-09,4031944199
2021-08-10,4081189320
2021-08-11,4095552480
2021-08-12,4128382560
2021-08-13,4058618640
2021-08-16,3968335920
2021-08-17,3830859960
2021-08-18,3853430640
2021-08-19,3613360680
2021-08-20,3574374960
2021-08-23,3816496800
2021-08-24,4062722400
2021-08-25,4194042720
2021-08-26,4150953240
2021-08-27,4356141240
2021-08-30,4300740480
2021-08-31,4409490120
2021-09-01,4341778080
2021-09-02,4409490120
2021-09-03,4362296880
2021-09-07,4540810440
2021-09-08,4391023200
2021-09-09,4460787120
2021-09-10,4370504400
2021-09-13,4442320200
2021-09-14,4462839000
2021-09-15,4608522480
2021-09-16,4518239760
2021-09-17,4573640520
2021-09-20,4487461560
2021-09-21,4460787120
2021-09-22,4604418720
2021-09-23,4846540560
2021-09-24,5115336840
2021-09-27,5349251160
2021-09-28,5458000800
2021-09-29,5490830880
2021-09-30,5400548160
2021-10-01,5720610350
2021-10-04,5675582290
2021-10-05,5583479440
2021-10-06,5747217840
2021-10-07,5886395480
2021-10-08,5773825330
2021-10-11,5861834720
2021-10-12,5949844110
2021-10-13,5888442210
2021-10-14,5994872170
2021-10-15,6021479660
2021-10-18,5949844110
2021-10-19,5902769320
2021-10-20,6074694640
2021-10-21,6037853500
2021-10-22,6011246010
2021-10-25,6091068480
2021-10-26,6164750760
2021-10-27,6093115210
2021-10-28,5972358140
2021-10-29,6035806770
2021-11-01,6527021970
2021-11-02,6529068700
2021-11-03,6414451820
2021-11-04,6436965850
2021-11-05,6506554670
2021-11-08,6207732090
2021-11-09,6602750980
2021-11-10,6361236840
2021-11-11,6244573230
2021-11-12,6213872280
2021-11-15,6066507720
2021-11-16,6164750760
2021-11-17,6025573120
2021-11-18,5917096430
2021-11-19,5642834610
2021-11-22,5771778600
2021-11-23,5685815940
2021-11-24,5659208450
2021-11-26,5565058870
2021-11-29,5565058870
2021-11-30,5530264460
2021-12-01,5131152110
2021-12-02,5149572680
2021-12-03,4953086600
2021-12-06,5208927850
2021-12-07,5446348530
2021-12-08,5335825110
2021-12-09,5231441880
2021-12-10,5108638080
2021-12-13,4922385650
2021-12-14,4863030480
2021-12-15,5012441770
2021-12-16,5034955800
2021-12-17,5270329750
2021-12-20,5319451270
2021-12-21,5700143050
2021-12-22,5712423430
2021-12-23,5925283350
2021-12-27,5951890840
2021-12-28,5845460880
2021-12-29,5827040310
2021-12-30,5837273960
2021-12-31,5917096430
2022-01-03,5912621860
2022-01-04,5869835830
2022-01-05,5609044790
2022-01-06,5979857050
2022-01-07,5908547000
2022-01-10,5869835830
2022-01-11,5855573820
2022-01-12,5704804000
2022-01-13,5684429700
2022-01-14,5696654280
2022-01-18,5692579420
2022-01-19,5511248150
2022-01-20,5450125250
2022-01-21,5162847620
2022-01-24,5348253750
2022-01-25,5419563800
2022-01-26,5315654870
2022-01-27,5136361030
2022-01-28,5342141460
2022-01-31,5454200110
2022-02-01,5631456520
2022-02-02,5580520770
2022-02-03,5386964920
2022-02-04,5602932500
2022-02-07,5796488350
2022-02-08,5865760970
2022-02-09,6085803410
2022-02-10,6053204530
2022-02-11,5951333030
2022-02-14,5849461530
2022-02-15,6049129670
2022-02-16,6197862060
2022-02-17,6095990560
2022-02-18,5969669900
2022-02-22,5735365450
2022-02-23,5857611250
2022-02-24,5918734150
2022-02-25,6177487760
2022-02-28,6238610660
2022-03-01,5372702910
2022-03-02,5415488940
2022-03-03,5287130850
2022-03-04,5264719120
2022-03-07,4496608010
2022-03-08,4789997930
2022-03-09,4877607420
2022-03-10,4669789560
2022-03-11,4698313580
2022-03-14,4292865010
2022-03-15,4523094600
2022-03-16,5134323600
2022-03-17,5150623040
2022-03-18,5246382250
2022-03-21,5199521360
2022-03-22,5250457110
2022-03-23,5144510750
2022-03-24,5191371640
2022-03-25,4981516350
2022-03-28,5010040370
2022-03-29,5252494540
2022-03-30,5130248740
2022-03-31,5028377240
2022-04-01,4898000000
2022-04-04,5030000000
2022-04-05,4808000000
2022-04-06,4500000000
2022-04-07,4486000000
2022-04-08,4610000000
2022-04-11,4648000000
2022-04-12,4710000000
2022-04-13,4910000000
2022-04-14,4920000000
2022-04-18,4734000000
2022-04-19,4980000000
2022-04-20,4892000000
2022-04-21,4460000000
2022-04-22,4368000000
2022-04-25,4610000000
2022-04-26,4304000000
2022-04-27,4250000000
2022-04-28,4584000000
2022-04-29,4366000000
2022-05-02,4492000000
2022-05-03,4494000000
2022-05-04,4474000000
2022-05-05,4100000000
2022-05-06,4134000000
2022-05-09,3646000000
2022-05-10,4014000000
2022-05-11,3958000000
2022-05-12,4036000000
2022-05-13,4334000000
2022-05-16,4076000000
2022-05-17,4304000000
2022-05-18,4022000000
2022-05-19,4074000000
2022-05-20,4120000000
2022-05-23,4126000000
2022-05-24,3814000000
2022-05-25,4034000000
2022-05-26,4206000000
2022-05-27,4386000000
2022-05-31,4284000000
2022-06-01,4279999999
2022-06-02,4310000000
2022-06-03,4252000000
2022-06-06,4394000000
2022-06-07,4414000000
2022-06-08,4386000000
2022-06-09,4250000000
2022-06-10,3929999999
2022-06-13,3660000000
2022-06-14,3770000000
2022-06-15,3852000000
2022-06-16,3588000000
2022-06-17,3734000000
2022-06-21,3788000000
2022-06-22,3754000000
2022-06-23,3802000000
2022-06-24,4247999999
2022-06-27,4047999999
2022-06-28,4024000000
2022-06-29,3840000000
2022-06-30,3711999999
2022-07-01,3890744900
2022-07-05,3957270590
2022-07-06,3769789100
2022-07-07,3737534220
2022-07-08,3626658069
2022-07-11,3550052730
2022-07-12,3550052730
2022-07-13,3497638550
2022-07-14,3400873910
2022-07-15,3628674000
2022-07-18,3644801439
2022-07-19,3840346650
2022-07-20,3816155490
2022-07-21,3757693520
2022-07-22,3642785510
2022-07-25,3723422710
2022-07-26,3630689930
2022-07-27,3872601530
2022-07-28,3838330720
2022-07-29,3820187350
2022-08-01,3771805030
2022-08-02,4136688360
2022-08-03,4209261840
2022-08-04,4140720220
2022-08-05,4154831730
2022-08-08,4193134400
2022-08-09,4215309630
2022-08-10,4356424730
2022-08-11,4433030070
2022-08-12,4564065520
2022-08-15,4418918560
2022-08-16,4453189370
2022-08-17,4346345080
2022-08-18,4368520310
2022-08-19,4122576850
2022-08-22,3908888270
2022-08-23,4029844069
2022-08-24,4009684770
2022-08-25,4056051160
2022-08-26,3830267000
2022-08-29,3777852819
2022-08-30,3685120040
2022-08-31,3616578420
2022-09-01,3519813780
2022-09-02,3564164240
2022-09-06,3493606689
2022-09-07,3596419120
2022-09-08,3574243890
2022-09-09,3767773170
2022-09-12,3943159079
2022-09-13,3618594350
2022-09-14,3580291680
2022-09-15,3606498770
2022-09-16,3535941220
2022-09-19,3664960740
2022-09-20,3491590760
2022-09-21,3346443800
2022-09-22,3219440210
2022-09-23,3110579990
2022-09-26,3090420690
2022-09-27,3158962310
2022-09-28,3283949970
2022-09-29,3134771150
2022-09-30,3185169400
2022-10-03,3246922800
2022-10-04,3502052400
2022-10-05,3585766799
2022-10-06,3508032000
2022-10-07,3470161200
2022-10-10,3380467200
2022-10-11,3378474000
2022-10-12,3444249600
2022-10-13,3607692000
2022-10-14,3470161200
2022-10-17,3667487999
2022-10-18,3771134400
2022-10-19,3681440400
2022-10-20,3703365599
2022-10-21,3723297600
2022-10-24,3741236400
2022-10-25,3860828400
2022-10-26,3916637999
2022-10-27,3976434000
2022-10-28,4040216400
2022-10-31,3996366000
2022-11-01,4030250400
2022-11-02,3870794400
2022-11-03,3820964400
2022-11-04,3976434000
2022-11-07,3976434000
2022-11-08,4865401200
2022-11-09,4490679600
2022-11-10,4707938400
2022-11-11,4662094800
2022-11-14,4765741200
2022-11-15,4967054400
2022-11-16,4891312800
2022-11-17,4865401200
2022-11-18,4877360400
2022-11-21,4775707200
2022-11-22,4817564400
2022-11-23,4797632400
2022-11-25,4755775200
2022-11-28,4783680000
2022-11-29,4831516800
2022-11-30,4891312800
2022-12-01,4994959200
2022-12-02,5060734800
2022-12-05,4917224400
2022-12-06,4879353600
2022-12-07,4815571200
2022-12-08,4873374000
2022-12-09,4799625600
2022-12-12,4871380800
2022-12-13,4957088400
2022-12-14,4961074800
2022-12-15,4827530400
2022-12-16,4689999600
2022-12-19,4518584400
2022-12-20,4506625200
2022-12-21,4506625200
2022-12-22,4359128400
2022-12-23,4480713600
2022-12-27,4532536800
2022-12-28,4460781600
2022-12-29,4510611600
2022-12-30,4520577600
2023-01-03,4502874200
2023-01-04,4714539240
2023-01-05,4672605600
2023-01-06,4748485520
2023-01-09,4756472880
2023-01-10,4850324360
2023-01-11,4852321200
2023-01-12,4904239040
2023-01-13,4908232720
2023-01-17,4936188480
2023-01-18,4912226400
2023-01-19,4910229560
2023-01-20,4990103160
2023-01-23,5065983080
2023-01-24,5125888280
2023-01-25,5209755560
2023-01-26,5325572280
2023-01-27,5323575440
2023-01-30,5187790320
2023-01-31,5281641800
2023-02-01,5363512240
2023-02-02,5395461680
2023-02-03,5421420600
2023-02-06,5385477480
2023-02-07,5417426920
2023-02-08,5411436400
2023-02-09,5351531200
2023-02-10,5273654440
2023-02-13,5367505920
2023-02-14,5353528040
2023-02-15,5391468000
2023-02-16,5369502760
2023-02-17,5311594400
2023-02-21,5201768200
2023-02-22,5193780840
2023-02-23,5221736600
2023-02-24,5091942000
2023-02-27,5153844040
2023-02-28,5303607040
2023-03-01,5361515400
2023-03-02,5439392160
2023-03-03,5431404800
2023-03-06,5351531200
2023-03-07,5249692360
2023-03-08,5241705000
2023-03-09,4954160040
2023-03-10,4758469720
2023-03-13,4612700400
2023-03-14,4788422320
2023-03-15,4794412840
2023-03-16,5030039960
2023-03-17,4996093680
2023-03-20,5081957800
2023-03-21,5159834560
2023-03-22,4976125280
2023-03-23,4982115800
2023-03-24,4990103160
2023-03-27,5016062080
2023-03-28,4994096840
2023-03-29,5173812440
2023-03-30,5159834560
2023-03-31,5351531200
2023-04-03,5346110880
