,VRSN
2004-08-24,4295067400
2004-08-25,4330647840
2004-08-26,4317940540
2004-08-27,4378935580
2004-08-30,4345896600
2004-08-31,4411974560
2004-09-01,4561920700
2004-09-02,4622915740
2004-09-03,4536506100
2004-09-07,4930432400
2004-09-08,4772861880
2004-09-09,4879603200
2004-09-10,4905017800
2004-09-13,4851647140
2004-09-14,5016842040
2004-09-15,4955847000
2004-09-16,4920266560
2004-09-17,5044798100
2004-09-20,4955847000
2004-09-21,4869437360
2004-09-22,4788110640
2004-09-23,4833856920
2004-09-24,4831315460
2004-09-27,4788110640
2004-09-28,4755071660
2004-09-29,5037173720
2004-09-30,5049301320
2004-10-01,5328689220
2004-10-04,5290590870
2004-10-05,5229633510
2004-10-06,5333769000
2004-10-07,5359167900
2004-10-08,5219473950
2004-10-11,5321069550
2004-10-12,5267731860
2004-10-13,5293130760
2004-10-14,5450603940
2004-10-15,5600457450
2004-10-18,5620776570
2004-10-19,5628396240
2004-10-20,5587758000
2004-10-21,6682450590
2004-10-22,6352264890
2004-10-25,6512277960
2004-10-26,6395443020
2004-10-27,6819604650
2004-10-28,6771346740
2004-10-29,6814524870
2004-11-01,6751027620
2004-11-02,6806905200
2004-11-03,6738328170
2004-11-04,6762457125
2004-11-05,6992317170
2004-11-08,7086293100
2004-11-09,7058354310
2004-11-10,7043114970
2004-11-11,7170109470
2004-11-12,7685707140
2004-11-15,7639989120
2004-11-16,8018432730
2004-11-17,7998113610
2004-11-18,8371477440
2004-11-19,7904137680
2004-11-22,8053991190
2004-11-23,7871119110
2004-11-24,7987954050
2004-11-26,8005733280
2004-11-29,8353698210
2004-11-30,8356238100
2004-12-01,8767700280
2004-12-02,8696583360
2004-12-03,8683883910
2004-12-06,8729601930
2004-12-07,8366397659
2004-12-08,8328299310
2004-12-09,8574668639
2004-12-10,8526410730
2004-12-13,8767700280
2004-12-14,8777859840
2004-12-15,9133444440
2004-12-16,8635626000
2004-12-17,8478152820
2004-12-20,8432434800
2004-12-21,8485772489
2004-12-22,8470533150
2004-12-23,8429894909
2004-12-27,8597527650
2004-12-28,8706742920
2004-12-29,8607687210
2004-12-30,8559429300
2004-12-31,8534030400
2005-01-03,8269881840
2005-01-04,7993033830
2005-01-05,7782222960
2005-01-06,7766983620
2005-01-07,7860959550
2005-01-10,7830480870
2005-01-11,7731425160
2005-01-12,7601890770
2005-01-13,7253925840
2005-01-14,7363141110
2005-01-18,7459656930
2005-01-19,7223447160
2005-01-20,7073593650
2005-01-21,7144710570
2005-01-24,6880562010
2005-01-25,6931359810
2005-01-26,7436797920
2005-01-27,6466559940
2005-01-28,6499578510
2005-01-31,6563075760
2005-02-01,6481799280
2005-02-02,6502118400
2005-02-03,6425921700
2005-02-04,6542756640
2005-02-07,6448780710
2005-02-08,6451320600
2005-02-09,6253209180
2005-02-10,6260828850
2005-02-11,6471639720
2005-02-14,6718009050
2005-02-15,6890721570
2005-02-16,6994857060
2005-02-17,6885641790
2005-02-18,6933899700
2005-02-22,6794205750
2005-02-23,6905960910
2005-02-24,7040575080
2005-02-25,7134551010
2005-02-28,6964378380
2005-03-01,7159949910
2005-03-02,7192968480
2005-03-03,7307263530
2005-03-04,7441877700
2005-03-07,7556172750
2005-03-08,7523154180
2005-03-09,7441877700
2005-03-10,7365681000
2005-03-11,7223447160
2005-03-14,7312343310
2005-03-15,7289484300
2005-03-16,7109152110
2005-03-17,7121851560
2005-03-18,7040575080
2005-03-21,6870402450
2005-03-22,6771346740
2005-03-23,6756107400
2005-03-24,6702769710
2005-03-28,6621493230
2005-03-29,6971998050
2005-03-30,7253925840
2005-03-31,7555791600
2005-04-01,7350442560
2005-04-04,7413626880
2005-04-05,7466280480
2005-04-06,7366238640
2005-04-07,7532097480
2005-04-08,7518934080
2005-04-11,7626873960
2005-04-12,7595281800
2005-04-13,7316217720
2005-04-14,7042419000
2005-04-15,6668578440
2005-04-18,6600128760
2005-04-19,6581700000
2005-04-20,6758089560
2005-04-21,7679527560
2005-04-22,7634772000
2005-04-25,7834855680
2005-04-26,7613710560
2005-04-27,7347809880
2005-04-28,7121399400
2005-04-29,6963438600
2005-05-02,6976602000
2005-05-03,7113501360
2005-05-04,7374136680
2005-05-05,7366238640
2005-05-06,7463647800
2005-05-09,7368871320
2005-05-10,7303054320
2005-05-11,7397830800
2005-05-12,7379402040
2005-05-13,7387300080
2005-05-16,7566322320
2005-05-17,7666364160
2005-05-18,7884876600
2005-05-19,7903305360
2005-05-20,7876978560
2005-05-23,7840121040
2005-05-24,7795365480
2005-05-25,7766406000
2005-05-26,8198165520
2005-05-27,8250819120
2005-05-31,8482494960
2005-06-01,8529883200
2005-06-02,8600965560
2005-06-03,8672047920
2005-06-06,8529883200
2005-06-07,8237655720
2005-06-08,8108654400
2005-06-09,8113919760
2005-06-10,8140246560
2005-06-13,8298207360
2005-06-14,8364024360
2005-06-15,8421943320
2005-06-16,8524617840
2005-06-17,8674680600
2005-06-20,8603598240
2005-06-21,8656251840
2005-06-22,8448270120
2005-06-23,8187634800
2005-06-24,8021775960
2005-06-27,7884876600
2005-06-28,7826957640
2005-06-29,7755875280
2005-06-30,7488212440
2005-07-01,7428327570
2005-07-05,7415309120
2005-07-06,7680885500
2005-07-07,7751185130
2005-07-08,7816277380
2005-07-11,7977706160
2005-07-12,7964687710
2005-07-13,7800655240
2005-07-14,7706922400
2005-07-15,7467382920
2005-07-18,7292935690
2005-07-19,7496023510
2005-07-20,7550701000
2005-07-21,6371229430
2005-07-22,6431114300
2005-07-25,6714916510
2005-07-26,6766990310
2005-07-27,6798234590
2005-07-28,6855515770
2005-07-29,6850308390
2005-08-01,6858119460
2005-08-02,6873741600
2005-08-03,6678464850
2005-08-04,6605561530
2005-08-05,6493602860
2005-08-08,6339985150
2005-08-09,6451943820
2005-08-10,6272289210
2005-08-11,6228026480
2005-08-12,6090030910
2005-08-15,6209800650
2005-08-16,6228026480
2005-08-17,6477980720
2005-08-18,6420699540
2005-08-19,6272289210
2005-08-22,6035353420
2005-08-23,5795813940
2005-08-24,5597933500
2005-08-25,5530237560
2005-08-26,5556274460
2005-08-29,5665629440
2005-08-30,5704684790
2005-08-31,5676044200
2005-09-01,5642196230
2005-09-02,5623970400
2005-09-06,5905168920
2005-09-07,6152519470
2005-09-08,6001505450
2005-09-09,5972864860
2005-09-12,5970261170
2005-09-13,5933809510
2005-09-14,5803625010
2005-09-15,5720306930
2005-09-16,5733325380
2005-09-19,5715099550
2005-09-20,5733325380
2005-09-21,5579707670
2005-09-22,5569292910
2005-09-23,5574500290
2005-09-26,5743740140
2005-09-27,5652610990
2005-09-28,5415675200
2005-09-29,5379223540
2005-09-30,5248536110
2005-10-03,5403266000
2005-10-04,5130646670
2005-10-05,4995565020
2005-10-06,4931708240
2005-10-07,4894867790
2005-10-10,4921884120
2005-10-11,4963636630
2005-10-12,4796626590
2005-10-13,4821186890
2005-10-14,5081526070
2005-10-17,5177311240
2005-10-18,5064333860
2005-10-19,5216607720
2005-10-20,5403266000
2005-10-21,5521155440
2005-10-24,5612028550
2005-10-25,5602204430
2005-10-26,5678341360
2005-10-27,5592380310
2005-10-28,5572732070
2005-10-31,5803598890
2005-11-01,5761846380
2005-11-02,5771670500
2005-11-03,5722549900
2005-11-04,5734830050
2005-11-07,5791318740
2005-11-08,5860087580
2005-11-09,5975520990
2005-11-10,5943592600
2005-11-11,5869911700
2005-11-14,5837983310
2005-11-15,5661149150
2005-11-16,5557995890
2005-11-17,5587468250
2005-11-18,5673429300
2005-11-21,5717637840
2005-11-22,5587468250
2005-11-23,5501507200
2005-11-25,5457298660
2005-11-28,5413090120
2005-11-29,5430282330
2005-11-30,5459754690
2005-12-01,5567820010
2005-12-02,5530979560
2005-12-05,5526067500
2005-12-06,5572732070
2005-12-07,5597292370
2005-12-08,5565363980
2005-12-09,5661149150
2005-12-12,5663605180
2005-12-13,5722549900
2005-12-14,5710269750
2005-12-15,5705357690
2005-12-16,5621852670
2005-12-19,5528523530
2005-12-20,5521155440
2005-12-21,5472034840
2005-12-22,5449930570
2005-12-23,5418002180
2005-12-27,5400809970
2005-12-28,5361513490
2005-12-29,5378705700
2005-12-30,5378705700
2006-01-03,5295200680
2006-01-04,5182223300
2006-01-05,5228887870
2006-01-06,5147838880
2006-01-09,5302593330
2006-01-10,5373769079
2006-01-11,5378705700
2006-01-12,5371337610
2006-01-13,5351689370
2006-01-17,5413090120
2006-01-18,5410634090
2006-01-19,5501507200
2006-01-20,5356601430
2006-01-23,5273096410
2006-01-24,5221519780
2006-01-25,5189591390
2006-01-26,5577644130
2006-01-27,5538347650
2006-01-30,5658693120
2006-01-31,5833071250
2006-02-01,5872367730
2006-02-02,5791318740
2006-02-03,5720093870
2006-02-06,5808510950
2006-02-07,5813423010
2006-02-08,5869911700
2006-02-09,5828159190
2006-02-10,5820791100
2006-02-13,5879735820
2006-02-14,5970608930
2006-02-15,6083586310
2006-02-16,6083586310
2006-02-17,6034465710
2006-02-21,5936224510
2006-02-22,6017273500
2006-02-23,6039377770
2006-02-24,6039377770
2006-02-27,5906752150
2006-02-28,5810966980
2006-03-01,5847807430
2006-03-02,5823247130
2006-03-03,5815879040
2006-03-06,5707813720
2006-03-07,5707813720
2006-03-08,5715181810
2006-03-09,5715181810
2006-03-10,5683253420
2006-03-13,5624308700
2006-03-14,5621852670
2006-03-15,5604660460
2006-03-16,5648869000
2006-03-17,5702901660
2006-03-20,5761846380
2006-03-21,5752022260
2006-03-22,5869911700
2006-03-23,5791318740
2006-03-24,5779038590
2006-03-27,5771670500
2006-03-28,5779038590
2006-03-29,5779038590
2006-03-30,5946048630
2006-03-31,5871408560
2006-04-03,5815117440
2006-04-04,5883645760
2006-04-05,6001122880
2006-04-06,6084335840
2006-04-07,5986438240
2006-04-10,5954621520
2006-04-11,5837144400
2006-04-12,5881198320
2006-04-13,5998675440
2006-04-17,6020702400
2006-04-18,6081888400
2006-04-19,6130837200
2006-04-20,6214050160
2006-04-21,5979095920
2006-04-24,5898330400
2006-04-25,5775958400
2006-04-26,5815117440
2006-04-27,5771063520
2006-04-28,5756378880
2006-05-01,5736799360
2006-05-02,5751484000
2006-05-03,5739246800
2006-05-04,5719667280
2006-05-05,5805327680
2006-05-08,5795537920
2006-05-09,5714772400
2006-05-10,5682955680
2006-05-11,5619322240
2006-05-12,5563031120
2006-05-15,5582610640
2006-05-16,5457791200
2006-05-17,5435764240
2006-05-18,5364788480
2006-05-19,5372130800
2006-05-22,5354998720
2006-05-23,5254653680
2006-05-24,5335419200
2006-05-25,5440659120
2006-05-26,5531214400
2006-05-30,5457791200
2006-05-31,5494502800
2006-06-01,5580163200
2006-06-02,5538556720
2006-06-05,5496950240
2006-06-06,5518977200
2006-06-07,5528766960
2006-06-08,5506740000
2006-06-09,5467580960
2006-06-12,5342761520
2006-06-13,5323182000
2006-06-14,5281575520
2006-06-15,5403947520
2006-06-16,5396605200
2006-06-19,5347656400
2006-06-20,5364788480
2006-06-21,5509187440
2006-06-22,5443106560
2006-06-23,5496950240
2006-06-26,5575268320
2006-06-27,5254653680
2006-06-28,5332971760
2006-06-29,5599742720
2006-06-30,5642729120
2006-07-03,5608634080
2006-07-05,5440594240
2006-07-06,5411369920
2006-07-07,5421111360
2006-07-10,5343179840
2006-07-11,5489301440
2006-07-12,5416240640
2006-07-13,5367533440
2006-07-14,5318826240
2006-07-17,5158092480
2006-07-18,5085031680
2006-07-19,5119126720
2006-07-20,5014406240
2006-07-21,4624748640
2006-07-24,4632054720
2006-07-25,4549252480
2006-07-26,4502980640
2006-07-27,4388518720
2006-07-28,4383648000
2006-07-31,4366600480
2006-08-01,4369035840
2006-08-02,4315457920
2006-08-03,4154724159
2006-08-04,4281362879
2006-08-07,4237526399
2006-08-08,4239961760
2006-08-09,4252138560
2006-08-10,4210737440
2006-08-11,4166900960
2006-08-14,4193689919
2006-08-15,4332505440
2006-08-16,4532204960
2006-08-17,4702680160
2006-08-18,4727033760
2006-08-21,4675891200
2006-08-22,4641796160
2006-08-23,4595524320
2006-08-24,4580912160
2006-08-25,4722163040
2006-08-28,4741645920
2006-08-29,4934039360
2006-08-30,4899944320
2006-08-31,4929168640
2006-09-01,4936474720
2006-09-05,4955957600
2006-09-06,4873155360
2006-09-07,4746516640
2006-09-08,4744081280
2006-09-11,4795223840
2006-09-12,5063113440
2006-09-13,4985181920
2006-09-14,5016841600
2006-09-15,5260377600
2006-09-18,5309084800
2006-09-19,5272554400
2006-09-20,5355356640
2006-09-21,5201928960
2006-09-22,5092337760
2006-09-25,5150786400
2006-09-26,5180010720
2006-09-27,5099643840
2006-09-28,5104514560
2006-09-29,4919427200
2006-10-02,5033105280
2006-10-03,4889232600
2006-10-04,4991650440
2006-10-05,5025789720
2006-10-06,4947757080
2006-10-09,4984334880
2006-10-10,4974580800
2006-10-11,4957511160
2006-10-12,5116014960
2006-10-13,5047736400
2006-10-16,5120892000
2006-10-17,5030666760
2006-10-18,5079437160
2006-10-19,5030666760
2006-10-20,5020912680
2006-10-23,5003843040
2006-10-24,4942880040
2006-10-25,5073584712
2006-10-26,5215994280
2006-10-27,5096506800
2006-10-30,5094068280
2006-10-31,5042859360
2006-11-01,5057490480
2006-11-02,5155031280
2006-11-03,5215994280
2006-11-06,5294026920
2006-11-07,5318412120
2006-11-08,5245256520
2006-11-09,5237940960
2006-11-10,5367182520
2006-11-13,5572018200
2006-11-14,5742714600
2006-11-15,5732960520
2006-11-16,5730522000
2006-11-17,5691505680
2006-11-20,5632981200
2006-11-21,5679313080
2006-11-22,5852448000
2006-11-24,5852448000
2006-11-27,5615911560
2006-11-28,5645173800
2006-11-29,5918288040
2006-11-30,6362098680
2006-12-01,6154824480
2006-12-04,6174332640
2006-12-05,6230418600
2006-12-06,6232857120
2006-12-07,6206033400
2006-12-08,6201156360
2006-12-11,6169455600
2006-12-12,6179209680
2006-12-13,6145070400
2006-12-14,6181648200
2006-12-15,6188963760
2006-12-18,6064599240
2006-12-19,6052406640
2006-12-20,6001197720
2006-12-21,5930480640
2006-12-22,5903656920
2006-12-26,5891464320
2006-12-27,5889025800
2006-12-28,5876833200
2006-12-29,5864640600
2007-01-03,5869517640
2007-01-04,5993882160
2007-01-05,5996320680
2007-01-08,5954865840
2007-01-09,5954865840
2007-01-10,5964619920
2007-01-11,6001197720
2007-01-12,5979251040
2007-01-16,5998759200
2007-01-17,5918288040
2007-01-18,5757345720
2007-01-19,5703698280
2007-01-22,5640296760
2007-01-23,5591526360
2007-01-24,5737837560
2007-01-25,5667120480
2007-01-26,5840255400
2007-01-29,5828062800
2007-01-30,5906095440
2007-01-31,5828062800
2007-02-01,6337713480
2007-02-02,6230418600
2007-02-05,6266996400
2007-02-06,6284066040
2007-02-07,6374291280
2007-02-08,6349906080
2007-02-09,6274311960
2007-02-12,6274311960
2007-02-13,6223103040
2007-02-14,6374291280
2007-02-15,6386483880
2007-02-16,6369414240
2007-02-20,6401115000
2007-02-21,6410869080
2007-02-22,6423061680
2007-02-23,6384045360
2007-02-26,6376729800
2007-02-27,6125562240
2007-02-28,6169455600
2007-03-01,6020705880
2007-03-02,5952427320
2007-03-05,5891220468
2007-03-06,5979251040
2007-03-07,5974374000
2007-03-08,6001197720
2007-03-09,5993882160
2007-03-12,5925603600
2007-03-13,5813431680
2007-03-14,6025582920
2007-03-15,6045091080
2007-03-16,5984128080
2007-03-19,6062160720
2007-03-20,6103615560
2007-03-21,6235295640
2007-03-22,6213348960
2007-03-23,6176771160
2007-03-26,6193840800
2007-03-27,6145070400
2007-03-28,6093861480
2007-03-29,6115808160
2007-03-30,6125562240
2007-04-02,6135165360
2007-04-03,6222949920
2007-04-04,6252211440
2007-04-05,6254649900
2007-04-09,6344872920
2007-04-10,6391203660
2007-04-11,6300980640
2007-04-12,6344872920
2007-04-13,6422903640
2007-04-16,6569211240
2007-04-17,6471672840
2007-04-18,6505811280
2007-04-19,6508249740
2007-04-20,6510688200
2007-04-23,6420465180
2007-04-24,6500934360
2007-04-25,6578965080
2007-04-26,6559457400
2007-04-27,6591157380
2007-04-30,6669188100
2007-05-01,6530195880
2007-05-02,6591157380
2007-05-03,6527757420
2007-05-04,6400957500
2007-05-07,6398519040
2007-05-08,6444849780
2007-05-09,6437534400
2007-05-10,6283911420
2007-05-11,6418026720
2007-05-14,6449726700
2007-05-15,6349749840
2007-05-16,6449726700
2007-05-17,6427780560
2007-05-18,6525318960
2007-05-21,6678941940
2007-05-22,6608226600
2007-05-23,6520442040
2007-05-24,6496057440
2007-05-25,6644803500
2007-05-29,6813057240
2007-05-30,7176387780
2007-05-31,7273926180
2007-06-01,7403164560
2007-06-04,7393410720
2007-06-05,7312941540
2007-06-06,7286118480
2007-06-07,7098357060
2007-06-08,7195895460
2007-06-11,7134933960
2007-06-12,7078849380
2007-06-13,7117864740
2007-06-14,7152003180
2007-06-15,7152003180
2007-06-18,7103233980
2007-06-19,7120303200
2007-06-20,7056903240
2007-06-21,7110549360
2007-06-22,7173949320
2007-06-25,7195895460
2007-06-26,7351956900
2007-06-27,7425110700
2007-06-28,7734795120
2007-06-29,7737233580
2007-07-02,7744142039
2007-07-03,7792152840
2007-07-05,7777749600
2007-07-06,7825760400
2007-07-09,7976970414
2007-07-10,7784951220
2007-07-11,7794553380
2007-07-12,7919381460
2007-07-13,8140231139
2007-07-16,7921782000
2007-07-17,7789752300
2007-07-18,7777749600
2007-07-19,7782550680
2007-07-20,7734539880
2007-07-23,7710534479
2007-07-24,7470480480
2007-07-25,7552098840
2007-07-26,7391262660
2007-07-27,7083993540
2007-07-30,7163211360
2007-07-31,7127203260
2007-08-01,6891950340
2007-08-02,6971168160
2007-08-03,7021579500
2007-08-06,6935160060
2007-08-07,7112800020
2007-08-08,7340851320
2007-08-09,6992773020
2007-08-10,7023980040
2007-08-13,7117601100
2007-08-14,6875146560
2007-08-15,7083993540
2007-08-16,7011977340
2007-08-17,7122402180
2007-08-20,7153609200
2007-08-21,7324047540
2007-08-22,7585706400
2007-08-23,7657722600
2007-08-24,7657722600
2007-08-27,7643319360
2007-08-28,7458477780
2007-08-29,7648120440
2007-08-30,7724937720
2007-08-31,7729738800
2007-09-04,8061013320
2007-09-05,7919381460
2007-09-06,7931384160
2007-09-07,7799354460
2007-09-10,7849765800
2007-09-11,7832962020
2007-09-12,7660123140
2007-09-13,7568902620
2007-09-14,7602510180
2007-09-17,7660123140
2007-09-18,7957790100
2007-09-19,7952989020
2007-09-20,8000999820
2007-09-21,8061013320
2007-09-24,8017803600
2007-09-25,8176215234
2007-09-26,8068214940
2007-09-27,8161836000
2007-09-28,8099421960
2007-10-01,7016503500
2007-10-02,7074337500
2007-10-03,7035093000
2007-10-04,7022700000
2007-10-05,7061944500
2007-10-08,6997914000
2007-10-09,7024744845
2007-10-10,7045420500
2007-10-11,6958669500
2007-10-12,7022700000
2007-10-15,6898770000
2007-10-16,7074337500
2007-10-17,7059879000
2007-10-18,7099123499
2007-10-19,6814084500
2007-10-22,6832674000
2007-10-23,7161088500
2007-10-24,7084664999
2007-10-25,7020634500
2007-10-26,7150760999
2007-10-29,7148695500
2007-10-30,7136302499
2007-10-31,7041289500
2007-11-01,6663303000
2007-11-02,6696351000
2007-11-05,6692220000
2007-11-06,6768643500
2007-11-07,6867787500
2007-11-08,6824412000
2007-11-09,6785167500
2007-11-12,6632320500
2007-11-13,6847132500
2007-11-14,6960735000
2007-11-15,6859525500
2007-11-16,7448193000
2007-11-19,7621695000
2007-11-20,7687791000
2007-11-21,7607236500
2007-11-23,7590712500
2007-11-26,7793131499
2007-11-27,7983157500
2007-11-28,8162856000
2007-11-29,8406585000
2007-11-30,8447895000
2007-12-03,8173183500
2007-12-04,7842703500
2007-12-05,8036860499
2007-12-06,8270262000
2007-12-07,8204166000
2007-12-10,8156659500
2007-12-11,7884013500
2007-12-12,7720839000
2007-12-13,7623760499
2007-12-14,7499830500
2007-12-17,7520485499
2007-12-18,7625826000
2007-12-19,7588647000
2007-12-20,7797262500
2007-12-21,7817917500
2007-12-24,7842703500
2007-12-26,7838572500
2007-12-27,7753887000
2007-12-28,7824114000
2007-12-31,7768345500
2008-01-02,7677463500
2008-01-03,7667135999
2008-01-04,7398621000
2008-01-07,7200333000
2008-01-08,7035093000
2008-01-09,7245774000
2008-01-10,7351114500
2008-01-11,7161088500
2008-01-14,7086730500
2008-01-15,7111516500
2008-01-16,7020634500
2008-01-17,6700482000
2008-01-18,6927687000
2008-01-22,6733530000
2008-01-23,6520783500
2008-01-24,6814084500
2008-01-25,6694285499
2008-01-28,6822346500
2008-01-29,6987586500
2008-01-30,6921490500
2008-01-31,7006176000
2008-02-01,7404817500
2008-02-04,7260232500
2008-02-05,6987586500
2008-02-06,6727333500
2008-02-07,6851263500
2008-02-08,6890508000
2008-02-11,7295346000
2008-02-12,7313935499
2008-02-13,7584516000
2008-02-14,7365572999
2008-02-15,7479175500
2008-02-19,7514289000
2008-02-20,7448193000
2008-02-21,7439931000
2008-02-22,7582450500
2008-02-25,7516354500
2008-02-26,7753887000
2008-02-27,7636153500
2008-02-28,7435800000
2008-02-29,7187939999
2008-03-03,7202398499
2008-03-04,7121843999
2008-03-05,7307739000
2008-03-06,7208595000
2008-03-07,6973128000
2008-03-10,6762447000
2008-03-11,7144564500
2008-03-12,7022700000
2008-03-13,6944210999
2008-03-14,6797560499
2008-03-17,6888442500
2008-03-18,7208595000
2008-03-19,6890508000
2008-03-20,7223053500
2008-03-24,7456455000
2008-03-25,7353180000
2008-03-26,7152826500
2008-03-27,7004110499
2008-03-28,6834739500
2008-03-31,6498918600
2008-04-01,6723760850
2008-04-02,6723760850
2008-04-03,6733536600
2008-04-04,6641644550
2008-04-07,6590810650
2008-04-08,6702254200
2008-04-09,6610362150
2008-04-10,6694433600
2008-04-11,6493053150
2008-04-14,6469591350
2008-04-15,6495008300
2008-04-16,6676837250
2008-04-17,6622093049
2008-04-18,6792191100
2008-04-21,6843025000
2008-04-22,6786325650
2008-04-23,6786325650
2008-04-24,6825428649
2008-04-25,6889948600
2008-04-28,6972064899
2008-04-29,7081553300
2008-04-30,7048315749
2008-05-01,7202772600
2008-05-02,7200817450
2008-05-05,7177355650
2008-05-06,7368960350
2008-05-07,7149983550
2008-05-08,7187131400
2008-05-09,7410018500
2008-05-12,7421749400
2008-05-13,7552744450
2008-05-14,7750214600
2008-05-15,7978967150
2008-05-16,7871433900
2008-05-19,7818644850
2008-05-20,7818644850
2008-05-21,7689604950
2008-05-22,7750214600
2008-05-23,7607488649
2008-05-27,7707201300
2008-05-28,7730663100
2008-05-29,7842106650
2008-05-30,7828420600
2008-06-02,7697425549
2008-06-03,7801048500
2008-06-04,8254643300
2008-06-05,8031756200
2008-06-06,7803003649
2008-06-09,7724797650
2008-06-10,7763900650
2008-06-11,7658322550
2008-06-12,7603578350
2008-06-13,7785407300
2008-06-16,7773676400
2008-06-17,7771721250
2008-06-18,7670053449
2008-06-19,7975056850
2008-06-20,7797138200
2008-06-23,7638771050
2008-06-24,7499955400
2008-06-25,7675918900
2008-06-26,7454986950
2008-06-27,7476493600
2008-06-30,7327643399
2008-07-01,7478848740
2008-07-02,7215208660
2008-07-03,7122159220
2008-07-07,6445612250
2008-07-08,6368071050
2008-07-09,6548354340
2008-07-10,6895351210
2008-07-11,6862396200
2008-07-14,6697621149
2008-07-15,6620079950
2008-07-16,6780977939
2008-07-17,6895351210
2008-07-18,6622018479
2008-07-21,6511522270
2008-07-22,6695682620
2008-07-23,6567739640
2008-07-24,6406841649
2008-07-25,6422349890
2008-07-28,6397149000
2008-07-29,6608448770
2008-07-30,6476628729
2008-07-31,6307976620
2008-08-01,6207173060
2008-08-04,6257574840
2008-08-05,6496014030
2008-08-06,6567739640
2008-08-07,5732233210
2008-08-08,5999750350
2008-08-11,6205234530
2008-08-12,6247882189
2008-08-13,6209111590
2008-08-14,6290529850
2008-08-15,6290529850
2008-08-18,6118000680
2008-08-19,6141263040
2008-08-20,6139324510
2008-08-21,6168402460
2008-08-22,6234312479
2008-08-25,6096676850
2008-08-26,6036582420
2008-08-27,6166463930
2008-08-28,6323484859
2008-08-29,6197480410
2008-09-02,6085045670
2008-09-03,6019135650
2008-09-04,5408498700
2008-09-05,5557765510
2008-09-08,5501548140
2008-09-09,5299941020
2008-09-10,5189444810
2008-09-11,5323203380
2008-09-12,5247600710
2008-09-15,4873464420
2008-09-16,4819185580
2008-09-17,4540037260
2008-09-18,4846325000
2008-09-19,5455023420
2008-09-22,4968452390
2008-09-23,4894788250
2008-09-24,5014977110
2008-09-25,5299941020
2008-09-26,5125473320
2008-09-29,4613701400
2008-09-30,5015470880
2008-10-01,4875083850
2008-10-02,4559693810
2008-10-03,4434691660
2008-10-06,4605848450
2008-10-07,4480846300
2008-10-08,4528924050
2008-10-09,4286612190
2008-10-10,4263534870
2008-10-13,4850083420
2008-10-14,4590463570
2008-10-15,4040454110
2008-10-16,4505846730
2008-10-17,4448153430
2008-10-20,4859698970
2008-10-21,4428922330
2008-10-22,4232765110
2008-10-23,3878912870
2008-10-24,3780834260
2008-10-27,3542368620
2008-10-28,4038531000
2008-10-29,4034684780
2008-10-30,4105839850
2008-10-31,4076993200
2008-11-03,3950067940
2008-11-04,4294304629
2008-11-05,4038531000
2008-11-06,3759680050
2008-11-07,4086608750
2008-11-10,3938529280
2008-11-11,3688524980
2008-11-12,3523137520
2008-11-13,3757756940
2008-11-14,3584677040
2008-11-17,3611600580
2008-11-18,3653909000
2008-11-19,3507752639
2008-11-20,3276979440
2008-11-21,3378904270
2008-11-24,3723140960
2008-11-25,3844296889
2008-11-26,4121224730
2008-11-28,4151994490
2008-12-01,3626985460
2008-12-02,3659678330
2008-12-03,3778911149
2008-12-04,3650062780
2008-12-05,3911605740
2008-12-08,4080839420
2008-12-09,4023146120
2008-12-10,4013530570
2008-12-11,3932759950
2008-12-12,4094301190
2008-12-15,3942375500
2008-12-16,4132763389
2008-12-17,4257765540
2008-12-18,3988530139
2008-12-19,4030838560
2008-12-22,3746218280
2008-12-23,3748141389
2008-12-24,3761603159
2008-12-26,3705832970
2008-12-29,3640447230
2008-12-30,3686601870
2008-12-31,3669293879
2009-01-02,3965452820
2009-01-05,3950067940
2009-01-06,3963529710
2009-01-07,3686601870
2009-01-08,3784680480
2009-01-09,3596215700
2009-01-12,3344288290
2009-01-13,3323134080
2009-01-14,3346211399
2009-01-15,3534676180
2009-01-16,3578907710
2009-01-20,3286594990
2009-01-21,3732756510
2009-01-22,3561599720
2009-01-23,3550061060
2009-01-26,3603908139
2009-01-27,3750064500
2009-01-28,3923144399
2009-01-29,3778911149
2009-01-30,3713525409
2009-02-02,3653909000
2009-02-03,3803911580
2009-02-04,3751987610
2009-02-05,3886605310
2009-02-06,3863527990
2009-02-09,3967375930
2009-02-10,3742372060
2009-02-11,3884682200
2009-02-12,3842373780
2009-02-13,3825065790
2009-02-17,3640447230
2009-02-18,3692371200
2009-02-19,3700063639
2009-02-20,3711602300
2009-02-23,3584677040
2009-02-24,3788526700
2009-02-25,3769295600
2009-02-26,3692371200
2009-02-27,3717371629
2009-03-02,3646216560
2009-03-03,3965452820
2009-03-04,4000068800
2009-03-05,3776988040
2009-03-06,3857758659
2009-03-09,3784680480
2009-03-10,4117378510
2009-03-11,4001991909
2009-03-12,3928913730
2009-03-13,3878912870
2009-03-16,3700063639
2009-03-17,3869297320
2009-03-18,3871220430
2009-03-19,3825065790
2009-03-20,3803911580
2009-03-23,4078916310
2009-03-24,3873143540
2009-03-25,3701986750
2009-03-26,3778911149
2009-03-27,3698140530
2009-03-30,3623139240
2009-03-31,3635286630
2009-04-01,3669963450
2009-04-02,3866465430
2009-04-03,3883803840
2009-04-06,3964716419
2009-04-07,3858759470
2009-04-08,3916554169
2009-04-09,4016731650
