,VRSN
2013-11-26,7681244220
2013-11-27,7697535300
2013-11-29,7719256740
2013-12-02,7761342030
2013-12-03,7692104940
2013-12-04,7715183970
2013-12-05,7723329510
2013-12-06,7765414800
2013-12-09,7707038430
2013-12-10,7785778650
2013-12-11,7641874110
2013-12-12,7662237960
2013-12-13,7745050950
2013-12-16,7841439840
2013-12-17,7845512610
2013-12-18,7917464880
2013-12-19,7891670670
2013-12-20,8046435930
2013-12-23,8073587730
2013-12-24,8046435930
2013-12-26,8102097120
2013-12-27,8070872550
2013-12-30,8031502440
2013-12-31,7975668260
2014-01-02,8007688340
2014-01-03,7983673280
2014-01-06,7932974820
2014-01-07,8157115380
2014-01-08,8170457080
2014-01-09,8135768660
2014-01-10,8199808820
2014-01-13,8049047610
2014-01-14,8209148010
2014-01-15,8353238370
2014-01-16,8221155540
2014-01-17,8257178130
2014-01-21,8266517320
2014-01-22,8299871570
2014-01-23,8334559990
2014-01-24,8054384290
2014-01-27,7922301460
2014-01-28,7951653200
2014-01-29,7872937170
2014-01-30,7930306480
2014-01-31,7838248750
2014-02-03,7508708760
2014-02-04,7484693700
2014-02-05,7407311840
2014-02-06,7393970140
2014-02-07,7028407560
2014-02-10,7187173790
2014-02-11,7199181320
2014-02-12,7215191360
2014-02-13,7260553140
2014-02-14,7273894840
2014-02-18,7405977670
2014-02-19,7369955080
2014-02-20,7431326900
2014-02-21,7336600830
2014-02-24,7300578240
2014-02-25,7343271680
2014-02-26,7341937510
2014-02-27,7368620910
2014-02-28,7352610870
2014-03-03,7363284230
2014-03-04,7500703740
2014-03-05,7500703740
2014-03-06,7494032890
2014-03-07,7455341960
2014-03-10,7357947550
2014-03-11,7299244070
2014-03-12,7284568200
2014-03-13,7251213950
2014-03-14,7317922450
2014-03-17,6894990560
2014-03-18,6992384970
2014-03-19,7031075900
2014-03-20,6992384970
2014-03-21,7041749260
2014-03-24,6967035740
2014-03-25,7003058330
2014-03-26,7105789420
2014-03-27,7113794440
2014-03-28,7136475330
2014-03-31,6973258500
2014-04-01,6978432500
2014-04-02,6833560500
2014-04-03,6673166500
2014-04-04,6561925500
2014-04-07,6527001000
2014-04-08,6555458000
2014-04-09,6629187500
2014-04-10,6490783000
2014-04-11,6342030500
2014-04-14,6361433000
2014-04-15,6432575500
2014-04-16,6542523000
2014-04-17,6552871000
2014-04-21,6542523000
2014-04-22,6576154000
2014-04-23,6471380500
2014-04-24,6370487500
2014-04-25,6098852500
2014-04-28,6080743500
2014-04-29,6084624000
2014-04-30,6102733000
2014-05-01,6157706750
2014-05-02,6263127000
2014-05-05,6212680500
2014-05-06,6146712000
2014-05-07,6150592500
2014-05-08,6169995000
2014-05-09,6199745500
2014-05-12,6321334500
2014-05-13,6354965500
2014-05-14,6320041000
2014-05-15,6264420500
2014-05-16,6242431000
2014-05-19,6323921500
2014-05-20,6283823000
2014-05-21,6362726500
2014-05-22,6371781000
2014-05-23,6457152000
2014-05-27,6457152000
2014-05-28,6468793500
2014-05-29,6511479000
2014-05-30,6477848000
2014-06-02,6463619500
2014-06-03,6510185500
2014-06-04,6483022000
2014-06-05,6555458000
2014-06-06,6603317500
2014-06-09,6631774500
2014-06-10,6611078500
2014-06-11,6638242000
2014-06-12,6557398250
2014-06-13,6572273500
2014-06-16,6609785000
2014-06-17,6646003000
2014-06-18,6675753500
2014-06-19,6658938000
2014-06-20,6568393000
2014-06-23,6627894000
2014-06-24,6608491500
2014-06-25,6586502000
2014-06-26,6561925500
2014-06-27,6307106000
2014-06-30,6057760290
2014-07-01,6040385030
2014-07-02,6138431140
2014-07-03,6230271800
2014-07-07,6157047490
2014-07-08,6128502420
2014-07-09,6144636590
2014-07-10,6130984600
2014-07-11,6113609340
2014-07-14,6212896540
2014-07-15,6189315830
2014-07-16,6155806400
2014-07-17,6070171190
2014-07-18,6133466780
2014-07-21,6099957350
2014-07-22,6153324220
2014-07-23,6030456310
2014-07-24,6184351470
2014-07-25,6899219310
2014-07-28,6698162730
2014-07-29,6675823110
2014-07-30,6742841970
2014-07-31,6708091450
2014-08-01,6602598800
2014-08-04,6770145950
2014-08-05,6772628130
2014-08-06,6802414290
2014-08-07,6757735050
2014-08-08,6778833580
2014-08-11,6808619740
2014-08-12,6832820995
2014-08-13,6878120780
2014-08-14,6886808410
2014-08-15,6917835660
2014-08-18,6951345090
2014-08-19,6939554735
2014-08-20,6991059970
2014-08-21,7008435230
2014-08-22,6987336700
2014-08-25,7024569400
2014-08-26,7095311530
2014-08-27,7007194140
2014-08-28,7008435230
2014-08-29,7083521175
2014-09-02,7097793710
2014-09-03,7040703570
2014-09-04,7079797905
2014-09-05,7102758070
2014-09-08,7054976105
2014-09-09,6942657460
2014-09-10,7007194140
2014-09-11,7015881770
2014-09-12,6968720350
2014-09-15,6897978220
2014-09-16,6919076750
2014-09-17,6905424760
2014-09-18,6923420565
2014-09-19,6930246560
2014-09-22,6893013860
2014-09-23,6866950970
2014-09-24,6976166890
2014-09-25,6861366065
2014-09-26,6886808410
2014-09-29,6852057890
2014-09-30,6622116800
2014-10-01,6524803400
2014-10-02,6670172800
2014-10-03,6730242800
2014-10-06,6707416200
2014-10-07,6608300700
2014-10-08,6743458200
2014-10-09,6637735000
2014-10-10,6471941800
2014-10-13,6449115200
2014-10-14,6443108200
2014-10-15,6384239600
2014-10-16,6457525000
2014-10-17,6516393600
2014-10-20,6628123800
2014-10-21,6801125400
2014-10-22,6630526600
2014-10-23,6768687600
2014-10-24,7034197000
2014-10-27,7045009600
2014-10-28,7093065600
2014-10-29,7055822200
2014-10-30,7063030600
2014-10-31,7179566400
2014-11-03,7155538400
2014-11-04,7063030600
2014-11-05,7117093600
2014-11-06,7185573400
2014-11-07,7184372000
2014-11-10,7264865800
2014-11-11,7199990200
2014-11-12,7251650400
2014-11-13,7231226600
2014-11-14,7289494500
2014-11-17,7287091700
2014-11-18,7280484000
2014-11-19,7133312500
2014-11-20,7175962200
2014-11-21,7196386000
2014-11-24,7237233600
2014-11-25,7192781800
2014-11-26,7216809800
2014-11-28,7220414000
2014-12-01,7053419400
2014-12-02,7055822200
2014-12-03,7046211000
2014-12-04,7093065600
2014-12-05,7066634800
2014-12-08,6908050000
2014-12-09,6893633200
2014-12-10,6805931000
2014-12-11,6906848600
2014-12-12,6845577200
2014-12-15,6786708600
2014-12-16,6672575600
2014-12-17,6759076400
2014-12-18,6884022000
2014-12-19,7002960600
2014-12-22,7026988600
2014-12-23,7023384400
2014-12-24,7001759200
2014-12-26,7037801200
2014-12-29,6951300400
2014-12-30,6900841600
2014-12-31,6676923000
2015-01-02,6699179410
2015-01-05,6587897360
2015-01-06,6463730020
2015-01-07,6517613960
2015-01-08,6662866320
2015-01-09,6716750260
2015-01-12,6649981030
2015-01-13,6654666590
2015-01-14,6590825835
2015-01-15,6509414230
2015-01-16,6637095740
2015-01-20,6578526240
2015-01-21,6603125430
2015-01-22,6583211800
2015-01-23,6654666590
2015-01-26,6537527590
2015-01-27,6425074150
2015-01-28,6360647700
2015-01-29,6406331910
2015-01-30,6381732720
2015-02-02,6467244190
2015-02-03,6716750260
2015-02-04,6662866320
2015-02-05,6671066050
2015-02-06,7024825830
2015-02-09,7097452010
2015-02-10,7131422320
2015-02-11,7143136220
2015-02-12,7229819080
2015-02-13,7280188850
2015-02-17,7281360240
2015-02-18,7332901400
2015-02-19,7440669280
2015-02-20,7481667930
2015-02-23,7451211790
2015-02-24,7503924340
2015-02-25,7543751600
2015-02-26,7593535675
2015-02-27,7499238780
2015-03-02,7564836620
2015-03-03,7492210440
2015-03-04,7461754300
2015-03-05,7542580210
2015-03-06,7487524880
2015-03-09,7535551870
2015-03-10,7353986420
2015-03-11,7404356190
2015-03-12,7474639590
2015-03-13,7453554570
2015-03-16,7502752950
2015-03-17,7493967525
2015-03-18,7612863609
2015-03-19,7528523530
2015-03-20,7584750250
2015-03-23,7730002609
2015-03-24,7765144310
2015-03-25,7629263069
2015-03-26,7604663880
2015-03-27,7765730005
2015-03-30,7847141609
2015-03-31,7745482320
2015-04-01,7699219919
2015-04-02,7713098640
2015-04-06,7702689599
2015-04-07,7693437120
2015-04-08,7775552880
2015-04-09,7809093120
2015-04-10,7835694000
2015-04-13,7808514840
2015-04-14,7816032480
2015-04-15,7829911200
2015-04-16,7849572720
2015-04-17,7639657080
2015-04-20,7689967439
2015-04-21,7755891360
2015-04-22,7775552880
2015-04-23,7833380880
2015-04-24,7522266240
2015-04-27,7450559520
2015-04-28,7484099759
2015-04-29,7418175840
2015-04-30,7345312560
2015-05-01,7419332400
2015-05-04,7450559520
2015-05-05,7268979600
2015-05-06,7325651040
2015-05-07,7351095360
2015-05-08,7390418400
2015-05-11,7355721600
2015-05-12,7363817520
2015-05-13,7384635600
2015-05-14,7415862720
2015-05-15,7412393040
2015-05-18,7467907919
2015-05-19,7437837360
2015-05-20,7429741439
2015-05-21,7460968560
2015-05-22,7462125120
2015-05-26,7345312560
2015-05-27,7457498880
2015-05-28,7362660960
2015-05-29,7308302640
2015-06-01,7316398560
2015-06-02,7206525360
2015-06-03,7284014880
2015-06-04,7253944320
2015-06-05,7245848400
2015-06-08,7171828560
2015-06-09,7117470240
2015-06-10,7264353360
2015-06-11,7297893600
2015-06-12,7280545200
2015-06-15,7228500000
2015-06-16,7287484560
2015-06-17,7340686320
2015-06-18,7474847279
2015-06-19,7423958640
2015-06-22,7447089840
2015-06-23,7421067240
2015-06-24,7324494480
2015-06-25,7318711680
2015-06-26,7280545200
2015-06-29,7098965280
2015-06-30,6971582600
2015-07-01,7150051500
2015-07-02,7101480850
2015-07-06,7091314900
2015-07-07,7127460500
2015-07-08,6946732500
2015-07-09,7026930550
2015-07-10,7137626450
2015-07-13,7235897300
2015-07-14,7250581450
2015-07-15,7263006500
2015-07-16,7336427250
2015-07-17,7344334100
2015-07-20,7401941150
2015-07-21,7351111400
2015-07-22,7438086749
2015-07-23,7457289100
2015-07-24,7650442150
2015-07-27,7673033150
2015-07-28,7903461350
2015-07-29,7967845700
2015-07-30,8023193650
2015-07-31,8013027700
2015-08-03,7978011649
2015-08-04,8006250399
2015-08-05,8027711849
2015-08-06,7976882100
2015-08-07,8008509500
2015-08-10,8061598350
2015-08-11,8003991300
2015-08-12,7988177600
2015-08-13,7976882100
2015-08-14,8029970950
2015-08-17,8041266450
2015-08-18,8011898150
2015-08-19,7972363900
2015-08-20,7810838250
2015-08-21,7659478550
2015-08-24,7448252700
2015-08-25,7445993600
2015-08-26,7689976400
2015-08-27,7889906749
2015-08-28,7856020250
2015-08-31,7787117700
2015-09-01,7518284800
2015-09-02,7685458200
2015-09-03,7706919650
2015-09-04,7582669149
2015-09-08,7706919650
2015-09-09,7692235499
2015-09-10,7770174450
2015-09-11,7811967800
2015-09-14,7818745100
2015-09-15,7924922800
2015-09-16,7975752550
2015-09-17,7962197949
2015-09-18,7901202250
2015-09-21,8031100499
2015-09-22,7894424950
2015-09-23,7935088750
2015-09-24,7861667999
2015-09-25,7828911050
2015-09-28,7640276200
2015-09-29,7702401450
2015-09-30,7828773120
2015-10-01,7924191840
2015-10-02,8133891120
2015-10-05,8308085759
2015-10-06,8129453040
2015-10-07,8270362080
2015-10-08,8289223919
2015-10-09,8329166639
2015-10-12,8354685600
2015-10-13,8273690639
2015-10-14,8247062160
2015-10-15,8283676320
2015-10-16,8284785840
2015-10-19,8376876000
2015-10-20,8409052080
2015-10-21,8261485919
2015-10-22,8366890320
2015-10-23,8896131360
2015-10-26,8928307440
2015-10-27,8857298160
2015-10-28,8976016800
2015-10-29,8958264480
2015-10-30,8942731200
2015-11-02,9066997440
2015-11-03,8979345360
2015-11-04,9018178560
2015-11-05,9020397600
2015-11-06,9154649520
2015-11-09,9013740480
2015-11-10,9066997440
2015-11-11,9156868560
2015-11-12,9125802000
2015-11-13,9049245120
2015-11-16,9250068240
2015-11-17,9311091840
2015-11-18,9571829040
2015-11-19,9608443200
2015-11-20,10018965600
2015-11-23,10005651360
2015-11-24,9823690080
2015-11-25,9917999280
2015-11-27,9908013600
2015-11-30,9923546880
2015-12-01,10085536800
2015-12-02,9931313520
2015-12-03,10212022080
2015-12-04,10331850240
2015-12-07,10261950480
2015-12-08,10270826640
2015-12-09,10127698560
2015-12-10,10082208240
2015-12-11,9879166080
2015-12-14,9859194720
2015-12-15,9982351440
2015-12-16,9986789520
2015-12-17,9747133200
2015-12-18,9590690880
2015-12-21,9631743120
2015-12-22,9716066640
2015-12-23,9741585600
2015-12-24,9739366560
2015-12-28,9751571280
2015-12-29,9845880480
2015-12-30,9779309280
2015-12-31,9573957120
2016-01-04,9200248400
2016-01-05,8921884720
2016-01-06,8879143840
2016-01-07,8827635600
2016-01-08,8564614800
2016-01-11,8555847439
2016-01-12,8689549680
2016-01-13,8338855280
2016-01-14,8290634800
2016-01-15,8137206000
2016-01-19,8175563199
2016-01-20,8125150880
2016-01-21,8093369199
2016-01-22,8242414319
2016-01-25,8177755040
2016-01-26,8235838800
2016-01-27,8190906079
2016-01-28,8447351360
2016-01-29,8285155199
2016-02-01,8290634800
2016-02-02,8136110079
2016-02-03,8350910400
2016-02-04,8439679920
2016-02-05,8292826640
2016-02-08,7865417840
2016-02-09,7958571040
2016-02-10,8086793680
2016-02-11,8127342720
2016-02-12,8435296240
2016-02-16,8732290560
2016-02-17,8926268400
2016-02-18,8835307040
2016-02-19,8840786640
2016-02-22,9204632080
2016-02-23,9040244080
2016-02-24,9118054400
2016-02-25,9241893360
2016-02-26,9411760960
2016-02-29,9259428080
2016-03-01,9576148960
2016-03-02,9593683680
2016-03-03,9714234880
2016-03-04,9769030880
2016-03-07,9643000080
2016-03-08,9546559120
2016-03-09,9530120320
2016-03-10,9554230560
2016-03-11,9672589920
2016-03-14,9614506160
2016-03-15,9697796080
2016-03-16,9810675840
2016-03-17,9854512640
2016-03-18,9705467520
2016-03-21,9707659360
2016-03-22,9792045200
2016-03-23,9741632880
2016-03-24,9781086000
2016-03-28,9694508320
2016-03-29,9765743120
2016-03-30,9818347280
2016-03-31,9568252180
2016-04-01,9687125880
2016-04-04,9677399850
2016-04-05,9586623570
2016-04-06,9708739280
2016-04-07,9681722530
2016-04-08,9700093920
2016-04-11,9626608360
2016-04-12,9575816870
2016-04-13,9674157840
2016-04-14,9629850370
2016-04-15,9585542900
2016-04-18,9689287220
2016-04-19,9595268930
2016-04-20,9649302430
2016-04-21,9567171510
2016-04-22,9579058880
2016-04-25,9648221760
2016-04-26,9635253720
2016-04-27,9662270470
2016-04-28,9663351140
2016-04-29,9336988800
2016-05-02,9523944710
2016-05-03,9419119720
2016-05-04,9178130310
2016-05-05,9121935470
2016-05-06,9206227730
2016-05-09,9131661500
2016-05-10,9251615870
2016-05-11,9161920260
2016-05-12,9181372320
2016-05-13,9155436240
2016-05-16,9201905050
2016-05-17,9025755840
2016-05-18,9045207900
2016-05-19,8958754300
2016-05-20,8986851720
2016-05-23,8996577750
2016-05-24,9138145520
2016-05-25,9111128770
2016-05-26,9159758920
2016-05-27,9180291650
2016-05-31,9235405820
2016-06-01,9226760460
2016-06-02,9220276440
2016-06-03,9143548870
2016-06-06,9166242940
2016-06-07,9172726960
2016-06-08,9175968970
2016-06-09,9196501700
2016-06-10,9148952220
2016-06-13,9017110480
2016-06-14,9184614330
2016-06-15,9171646290
2016-06-16,9200824380
2016-06-17,9115451450
2016-06-20,9259180560
2016-06-21,9341311480
2016-06-22,9292681330
2016-06-23,9432087760
2016-06-24,9097080060
2016-06-27,8736136280
2016-06-28,8959834970
2016-06-29,9130580830
2016-06-30,9191303220
2016-07-01,9072239380
2016-07-05,8949986330
2016-07-06,8821354860
2016-07-07,8866003800
2016-07-08,9099879200
2016-07-11,9060545610
2016-07-12,9035031930
2016-07-13,8973373870
2016-07-14,9003139830
2016-07-15,8934040280
2016-07-18,8867066870
2016-07-19,8836237840
2016-07-20,8964869310
2016-07-21,8804345740
2016-07-22,8873445290
2016-07-25,8949986330
2016-07-26,8924472650
2016-07-27,8928724930
2016-07-28,8956364750
2016-07-29,9207249270
2016-08-01,9102005340
2016-08-02,8954238610
2016-08-03,9021212020
2016-08-04,8940418700
2016-08-05,9006329040
2016-08-08,8973373870
2016-08-09,9023338160
2016-08-10,8992509130
2016-08-11,9001013690
2016-08-12,8850057750
2016-08-15,8696975670
2016-08-16,8076142790
2016-08-17,7996412540
2016-08-18,7887979400
2016-08-19,7978340350
2016-08-22,7991097190
2016-08-23,8013421659
2016-08-24,7912430010
2016-08-25,7975151140
2016-08-26,7974088070
2016-08-29,7924123780
2016-08-30,7900736239
2016-08-31,7914556150
2016-09-01,7952826670
2016-09-02,8400379140
2016-09-06,8100593400
2016-09-07,8194143560
2016-09-08,8127170150
2016-09-09,7958142020
2016-09-12,8101656469
2016-09-13,8013421659
2016-09-14,8054881390
2016-09-15,8207963469
2016-09-16,8172882159
2016-09-19,8206900400
2016-09-20,8256864690
2016-09-21,8389748440
2016-09-22,8342973360
2016-09-23,8348288710
2016-09-26,8316396610
2016-09-27,8359982480
2016-09-28,8442901940
2016-09-29,8314270469
2016-09-30,8143219199
2016-10-03,8204626400
2016-10-04,8122403200
2016-10-05,8102627999
2016-10-06,8043302400
2016-10-07,7947548800
2016-10-10,7969405599
2016-10-11,7854917600
2016-10-12,7936100000
2016-10-13,7827856799
2016-10-14,7879896799
2016-10-17,7826816000
2016-10-18,7877815200
2016-10-19,7899672000
2016-10-20,7968364800
2016-10-21,8488764800
2016-10-24,8468989600
2016-10-25,8288931200
2016-10-26,8245217600
2016-10-27,8405500800
2016-10-28,8808290400
2016-10-31,8744801600
2016-11-01,8648007200
2016-11-02,8412786400
2016-11-03,8366991200
2016-11-04,8302461600
2016-11-07,8522070400
2016-11-08,8480438400
2016-11-09,8539764000
2016-11-10,8435684000
2016-11-11,8467948800
2016-11-14,8202544800
2016-11-15,8196300000
2016-11-16,8294135200
2016-11-17,8427357600
2016-11-18,8330563200
2016-11-21,8396133600
2016-11-22,8315992000
2016-11-23,8304543200
2016-11-25,8453377600
2016-11-28,8339930400
2016-11-29,8234809600
2016-11-30,8206707999
2016-12-01,8073485599
2016-12-02,8154667999
2016-12-05,8270196799
2016-12-06,8306624800
2016-12-07,8343052800
2016-12-08,8493968800
2016-12-09,8548090400
2016-12-12,8277482400
2016-12-13,8318073600
2016-12-14,8234809600
2016-12-15,8218156799
2016-12-16,8107832000
2016-12-19,8127607200
2016-12-20,8259788800
2016-12-21,8107832000
2016-12-22,7968364800
2016-12-23,7958997600
2016-12-27,7988140000
2016-12-28,8013119199
2016-12-29,7907998400
2016-12-30,7917365599
2017-01-03,7921723770
2017-01-04,8090794319
2017-01-05,8176866600
2017-01-06,8284456949
2017-01-09,8383849939
2017-01-10,8120509750
2017-01-11,8289580300
2017-01-12,8299827000
2017-01-13,8279333600
2017-01-17,8229124770
2017-01-18,8260889540
2017-01-19,8236297460
2017-01-20,8240396140
2017-01-23,8215804060
2017-01-24,8253716850
2017-01-25,8331591770
2017-01-26,8356183850
2017-01-27,8322369740
2017-01-30,8283432280
2017-01-31,8218878069
2017-02-01,8220927410
2017-02-02,8371553900
2017-02-03,8413565370
2017-02-06,8420738060
2017-02-07,8428935420
2017-02-08,8460700189
2017-02-09,8455576840
2017-02-10,8519106380
2017-02-13,8494514300
2017-02-14,8471971560
2017-02-15,8489390949
2017-02-16,8394096640
2017-02-17,8433034100
2017-02-21,8502711660
2017-02-22,8421762730
2017-02-23,8443280800
2017-02-24,8536525770
2017-02-27,8457626180
2017-02-28,8450453490
2017-03-01,8619524040
2017-03-02,8568290540
2017-03-03,8611326680
2017-03-06,8622598050
2017-03-07,8572389220
2017-03-08,8698423630
2017-03-09,8694324950
2017-03-10,8758879160
2017-03-13,8847000780
2017-03-14,8825482710
2017-03-15,8909505650
2017-03-16,8959714480
2017-03-17,8837778750
2017-03-20,8870568190
2017-03-21,8857247480
2017-03-22,8908480980
2017-03-23,8954591130
2017-03-24,8934097730
2017-03-27,8911554990
2017-03-28,8901308290
2017-03-29,8933073060
2017-03-30,8934097730
2017-03-31,8803336600
2017-04-03,8855887800
2017-04-04,8822538000
2017-04-05,8859930200
2017-04-06,8818495600
2017-04-07,8818495600
2017-04-10,8803336600
2017-04-11,8884184600
2017-04-12,8887216400
2017-04-13,8860940800
2017-04-17,8978170400
2017-04-18,8935725200
2017-04-19,8976149200
2017-04-20,8965032600
2017-04-21,8938757000
2017-04-24,8943810000
2017-04-25,9022636800
2017-04-26,8978170400
2017-04-27,8946841800
2017-04-28,8986255200
2017-05-01,9069124400
2017-05-02,9180290400
2017-05-03,9145930000
2017-05-04,9151993600
2017-05-05,9054976000
2017-05-08,9016573200
2017-05-09,8994340000
2017-05-10,9150983000
2017-05-11,9036785200
2017-05-12,9005456600
2017-05-15,9106516600
2017-05-16,9088325800
2017-05-17,8900354200
2017-05-18,8948863000
2017-05-19,9013541400
2017-05-22,9088325800
2017-05-23,8999393000
2017-05-24,9105506000
2017-05-25,9163110200
2017-05-26,9109548400
2017-05-30,9160078400
2017-05-31,9111569600
2017-06-01,9325816800
2017-06-02,9353103000
2017-06-05,9350071200
2017-06-06,9304594200
2017-06-07,9323795600
2017-06-08,9393527000
2017-06-09,9330869800
2017-06-12,9207576600
2017-06-13,9257096000
2017-06-14,9263159600
2017-06-15,9316721400
2017-06-16,9344007600
2017-06-19,9464269000
2017-06-20,9363209000
2017-06-21,9421823800
2017-06-22,9451131200
2017-06-23,9495597600
2017-06-26,9455173600
2017-06-27,9378368000
2017-06-28,9476396200
2017-06-29,9450120600
2017-06-30,9260117440
2017-07-03,9353754600
2017-07-05,9407546160
2017-07-06,9289005500
2017-07-07,9405553880
2017-07-10,9492218060
2017-07-11,9524094540
2017-07-12,9649608180
2017-07-13,9680488520
2017-07-14,9654588880
2017-07-17,9762172000
2017-07-18,9805006020
2017-07-19,9822936540
2017-07-20,9845847760
2017-07-21,9856805300
2017-07-24,9957415440
2017-07-25,10059021720
2017-07-26,10142697480
2017-07-27,10155647300
2017-07-28,10210435000
2017-07-31,10077948380
2017-08-01,9898643180
2017-08-02,9902627740
2017-08-03,9966380700
2017-08-04,9892666340
2017-08-07,9893662480
2017-08-08,9834890220
2017-08-09,9938488780
2017-08-10,9736272360
2017-08-11,9757191300
2017-08-14,9846843900
2017-08-15,9818951980
2017-08-16,9884697220
2017-08-17,9755199020
2017-08-18,9782094800
2017-08-21,9857801440
2017-08-22,9985307360
2017-08-23,10063006280
2017-08-24,10110821000
2017-08-25,10104844160
2017-08-28,10181546940
2017-08-29,10122774680
2017-08-30,10212427280
2017-08-31,10334952500
2017-09-01,10353879160
2017-09-05,10214419560
2017-09-06,10239323060
2017-09-07,10308056720
2017-09-08,10291122340
2017-09-11,10424605100
2017-09-12,10332960220
2017-09-13,10292118480
2017-09-14,10299091460
2017-09-15,10398705460
2017-09-18,10467439120
2017-09-19,10500311740
2017-09-20,10548126460
2017-09-21,10536172780
2017-09-22,10417632120
2017-09-25,10295106900
2017-09-26,10381771080
2017-09-27,10431578080
2017-09-28,10521230680
2017-09-29,10597933460
2017-10-02,10458915350
2017-10-03,10606237850
2017-10-04,10663202550
2017-10-05,10697577800
2017-10-06,10795792800
2017-10-09,10781060550
2017-10-10,10619005800
2017-10-11,10635702350
2017-10-12,10607220000
2017-10-13,10628827300
2017-10-16,10652398900
2017-10-17,10661238250
2017-10-18,10730970900
2017-10-19,10625880850
2017-10-20,10699542100
2017-10-23,10603291400
2017-10-24,10694631350
2017-10-25,10582666250
2017-10-26,10725078000
2017-10-27,10712310050
2017-10-30,10565969700
2017-10-31,10560076800
2017-11-01,10691684900
2017-11-02,10742756700
2017-11-03,10655345350
2017-11-06,10788917750
2017-11-07,10715256500
2017-11-08,10800703550
2017-11-09,10746685300
2017-11-10,10779096250
2017-11-13,10919543700
2017-11-14,10918561550
2017-11-15,10844900300
2017-11-16,11095348550
2017-11-17,11171956250
2017-11-20,11312403700
2017-11-21,11398832900
2017-11-22,11370350550
2017-11-24,11514726600
2017-11-27,11499994350
2017-11-28,11492137150
2017-11-29,11269189100
2017-11-30,11304546500
2017-12-01,11290796400
2017-12-04,11055080400
2017-12-05,11043294600
2017-12-06,11039366000
2017-12-07,11080616300
2017-12-08,11096330700
2017-12-11,11227938800
2017-12-12,11232849550
2017-12-13,11174902700
2017-12-14,11210260100
2017-12-15,11297671450
2017-12-18,11402761500
2017-12-19,11348743250
2017-12-20,11393922150
2017-12-21,11215170850
2017-12-22,11195527850
2017-12-26,11187670650
2017-12-27,11233831700
2017-12-28,11343832500
2017-12-29,11239724600
2018-01-02,10645957500
2018-01-03,10785025000
2018-01-04,10840457500
2018-01-05,10989250000
2018-01-08,11116647500
2018-01-09,10986332500
2018-01-10,10888110000
2018-01-11,10914367500
2018-01-12,11048572500
2018-01-16,10955212500
2018-01-17,11086500000
2018-01-18,11139015000
2018-01-19,11133180000
2018-01-22,11131235000
2018-01-23,11258632500
2018-01-24,11258632500
2018-01-25,11280027500
2018-01-26,11213897500
2018-01-29,10931872500
2018-01-30,10906587500
2018-01-31,11175970000
2018-02-01,11154575000
2018-02-02,10941597500
2018-02-05,10573992500
2018-02-06,10640122500
2018-02-07,10610947500
2018-02-08,10271545000
2018-02-09,10609002500
2018-02-12,10797667500
2018-02-13,10752932500
2018-02-14,11084555000
2018-02-15,11315037500
2018-02-16,11723487500
2018-02-20,11314065000
2018-02-21,11251825000
2018-02-22,11175970000
2018-02-23,11440490000
2018-02-26,11402562500
2018-02-27,11320872500
2018-02-28,11282945000
2018-03-01,11185695000
2018-03-02,11259605000
2018-03-05,11403535000
2018-03-06,11422012500
2018-03-07,11468692500
2018-03-08,11509537500
2018-03-09,11714735000
2018-03-12,11693340000
2018-03-13,11719597500
2018-03-14,11962722500
2018-03-15,12186397500
2018-03-16,12245720000
2018-03-19,12080395000
2018-03-20,12175700000
2018-03-21,12117350000
2018-03-22,11927712500
2018-03-23,11619430000
2018-03-26,11812957500
2018-03-27,11424930000
2018-03-28,11319900000
2018-03-29,11529960000
2018-04-02,13186952640
2018-04-03,13347602400
2018-04-04,13426218240
2018-04-05,13583449920
2018-04-06,13409127840
2018-04-09,13478628800
2018-04-10,13732706080
2018-04-11,13716755040
2018-04-12,13867150560
2018-04-13,13900192000
2018-04-16,14104137440
2018-04-17,14328591360
2018-04-18,14428855040
2018-04-19,14263647840
2018-04-20,14218073440
2018-04-23,14114391680
2018-04-24,13444448000
2018-04-25,13513948960
2018-04-26,13774862400
2018-04-27,13478628800
2018-04-30,13378365120
2018-05-01,13437611840
2018-05-02,13450144800
2018-05-03,13672320000
2018-05-04,13935512160
2018-05-07,13948045120
2018-05-08,13976529120
2018-05-09,14051726880
2018-05-10,14195286240
2018-05-11,14316058400
2018-05-14,14429994400
2018-05-15,14431133760
2018-05-16,14483544320
2018-05-17,14510888960
2018-05-18,14546209120
2018-05-21,14620267520
2018-05-22,14565578240
2018-05-23,14607734560
2018-05-24,14603177119
2018-05-25,14641915359
2018-05-29,14685211039
2018-05-30,14895992640
2018-05-31,14861811840
2018-06-01,15104495520
2018-06-04,15366548320
2018-06-05,15475926880
2018-06-06,15621764960
2018-06-07,15556821440
2018-06-08,15708356320
2018-06-11,15711774400
2018-06-12,15940785760
2018-06-13,15875842240
2018-06-14,16090041920
2018-06-15,16209674720
2018-06-18,16542367840
2018-06-19,16346397920
2018-06-20,16213092800
2018-06-21,15987499520
2018-06-22,15800644480
2018-06-25,15463393920
2018-06-26,15561378880
2018-06-27,15426934400
2018-06-28,15683290400
2018-06-29,15657085119
2018-07-02,17062250040
2018-07-03,16872426120
2018-07-05,17155945180
2018-07-06,17267892620
2018-07-09,17405393280
2018-07-10,17461367000
2018-07-11,17608602220
2018-07-12,17909156760
2018-07-13,17957829560
2018-07-16,18001635080
