,TJX
2004-08-24,10271675600
2004-08-25,10310436640
2004-08-26,10271675600
2004-08-27,10232914560
2004-08-30,10174773000
2004-08-31,10252295080
2004-09-01,10155392480
2004-09-02,10543002880
2004-09-03,10678666520
2004-09-07,10601144440
2004-09-08,10543002880
2004-09-09,10387958720
2004-09-10,10601144440
2004-09-13,10756188600
2004-09-14,10891852240
2004-09-15,10891852240
2004-09-16,10891852240
2004-09-17,10717427560
2004-09-20,10659286000
2004-09-21,10872471720
2004-09-22,10717427560
2004-09-23,10659286000
2004-09-24,10620524960
2004-09-27,10601144440
2004-09-28,10543002880
2004-09-29,10581763920
2004-09-30,10678666520
2004-10-01,10872471720
2004-10-04,10911232760
2004-10-05,10678666520
2004-10-06,10698047040
2004-10-07,10736808080
2004-10-08,10853091200
2004-10-11,10794949640
2004-10-12,10659286000
2004-10-13,10775569120
2004-10-14,10678666520
2004-10-15,10736808080
2004-10-18,10891852240
2004-10-19,10891852240
2004-10-20,10969374320
2004-10-21,11124418480
2004-10-22,11260082120
2004-10-25,11221321080
2004-10-26,11337604200
2004-10-27,11492648360
2004-10-28,11531409400
2004-10-29,11628312000
2004-11-01,11313941880
2004-11-02,11390258520
2004-11-03,11561970960
2004-11-04,11924475000
2004-11-05,12019870800
2004-11-08,12058029120
2004-11-09,11867237520
2004-11-10,11905395840
2004-11-11,11829079200
2004-11-12,11905395840
2004-11-15,12058029120
2004-11-16,11695525080
2004-11-17,11542891800
2004-11-18,11428416840
2004-11-19,11294862720
2004-11-22,11485654320
2004-11-23,11619208440
2004-11-24,11619208440
2004-11-26,11733683400
2004-11-29,11542891800
2004-11-30,11237625240
2004-12-01,11542891800
2004-12-02,11523812640
2004-12-03,11581050120
2004-12-06,11695525080
2004-12-07,11676445920
2004-12-08,11848158360
2004-12-09,11924475000
2004-12-10,11924475000
2004-12-13,11771841720
2004-12-14,11943554160
2004-12-15,11867237520
2004-12-16,11771841720
2004-12-17,11657366760
2004-12-20,11695525080
2004-12-21,11695525080
2004-12-22,11848158360
2004-12-23,11867237520
2004-12-27,11829079200
2004-12-28,11867237520
2004-12-29,12000791640
2004-12-30,12019870800
2004-12-31,11981712480
2005-01-03,11848158360
2005-01-04,11810000040
2005-01-05,11771841720
2005-01-06,11771841720
2005-01-07,11714604240
2005-01-10,11848158360
2005-01-11,11752762560
2005-01-12,11867237520
2005-01-13,11829079200
2005-01-14,11905395840
2005-01-18,12134345760
2005-01-19,12000791640
2005-01-20,11981712480
2005-01-21,11905395840
2005-01-24,11771841720
2005-01-25,11829079200
2005-01-26,11886316680
2005-01-27,11924475000
2005-01-28,11848158360
2005-01-31,11943554160
2005-02-01,12115266600
2005-02-02,12267899880
2005-02-03,12306058200
2005-02-04,12325137360
2005-02-07,12344216520
2005-02-08,12153424920
2005-02-09,11981712480
2005-02-10,12019870800
2005-02-11,12096187440
2005-02-14,12058029120
2005-02-15,12096187440
2005-02-16,12038949960
2005-02-17,12058029120
2005-02-18,12077108280
2005-02-22,11810000040
2005-02-23,11657366760
2005-02-24,11504733480
2005-02-25,11542891800
2005-02-28,11657366760
2005-03-01,11695525080
2005-03-02,11657366760
2005-03-03,11771841720
2005-03-04,11810000040
2005-03-07,11829079200
2005-03-08,11619208440
2005-03-09,11714604240
2005-03-10,11733683400
2005-03-11,11848158360
2005-03-14,11752762560
2005-03-15,11810000040
2005-03-16,11676445920
2005-03-17,11676445920
2005-03-18,11695525080
2005-03-21,11657366760
2005-03-22,11600129280
2005-03-23,11542891800
2005-03-24,11523812640
2005-03-28,11752762560
2005-03-29,11695525080
2005-03-30,11733683400
2005-03-31,11752762560
2005-04-01,11561970960
2005-04-04,11561970960
2005-04-05,11714604240
2005-04-06,11561970960
2005-04-07,11600129280
2005-04-08,11542891800
2005-04-11,11409337680
2005-04-12,11447496000
2005-04-13,11390258520
2005-04-14,11275783560
2005-04-15,11104071120
2005-04-18,11084991960
2005-04-19,11027754480
2005-04-20,10817883720
2005-04-21,11046833640
2005-04-22,10817883720
2005-04-25,10970517000
2005-04-26,11008675320
2005-04-27,11027754480
2005-04-28,10989596160
2005-04-29,10798804560
2005-05-02,10577543840
2005-05-03,10689673280
2005-05-04,10839179200
2005-05-05,10745738000
2005-05-06,10652296800
2005-05-09,10670985040
2005-05-10,10540167360
2005-05-11,10558855600
2005-05-12,10708361520
2005-05-13,10596232080
2005-05-16,10839179200
2005-05-17,10913932160
2005-05-18,11100814560
2005-05-19,11082126320
2005-05-20,10988685120
2005-05-23,10857867440
2005-05-24,10801802720
2005-05-25,10839179200
2005-05-26,10839179200
2005-05-27,10895243920
2005-05-31,10708361520
2005-06-01,10689673280
2005-06-02,10727049760
2005-06-03,10614920320
2005-06-06,10670985040
2005-06-07,10783114480
2005-06-08,10614920320
2005-06-09,10783114480
2005-06-10,10895243920
2005-06-13,10876555680
2005-06-14,11194255760
2005-06-15,11212944000
2005-06-16,11325073440
2005-06-17,11474579360
2005-06-20,11343761680
2005-06-21,11362449920
2005-06-22,11474579360
2005-06-23,11212944000
2005-06-24,11138191040
2005-06-27,11138191040
2005-06-28,11399826400
2005-06-29,11437202880
2005-06-30,11381138160
2005-07-01,11437202880
2005-07-05,11680150000
2005-07-06,11493267600
2005-07-07,11269008720
2005-07-08,11194255760
2005-07-11,11082126320
2005-07-12,11063438080
2005-07-13,10988685120
2005-07-14,10839179200
2005-07-15,11007373360
2005-07-18,11063438080
2005-07-19,11269008720
2005-07-20,11269008720
2005-07-21,11175567520
2005-07-22,11306385200
2005-07-25,11231632240
2005-07-26,11026061600
2005-07-27,11138191040
2005-07-28,11138191040
2005-07-29,10988685120
2005-08-01,10790824960
2005-08-02,10606050560
2005-08-03,10550618240
2005-08-04,10495185920
2005-08-05,10458231040
2005-08-08,10421276160
2005-08-09,10532140800
2005-08-10,10587573120
2005-08-11,10587573120
2005-08-12,10513663360
2005-08-15,10513663360
2005-08-16,10199546880
2005-08-17,10162592000
2005-08-18,10051727360
2005-08-19,9940862720
2005-08-22,9922385280
2005-08-23,9922385280
2005-08-24,9811520640
2005-08-25,9793043200
2005-08-26,9774565760
2005-08-29,9756088320
2005-08-30,9645223680
2005-08-31,9663701120
2005-09-01,9534359040
2005-09-02,9405016960
2005-09-06,9719133440
2005-09-07,9903907840
2005-09-08,9793043200
2005-09-09,9885430400
2005-09-12,9885430400
2005-09-13,9848475520
2005-09-14,10107159680
2005-09-15,9922385280
2005-09-16,9756088320
2005-09-19,9663701120
2005-09-20,9534359040
2005-09-21,9386539520
2005-09-22,9626746240
2005-09-23,9497404160
2005-09-26,9497404160
2005-09-27,9441971840
2005-09-28,9368062080
2005-09-29,9368062080
2005-09-30,9460449280
2005-10-03,9460449280
2005-10-04,9478926720
2005-10-05,9423494400
2005-10-06,9885430400
2005-10-07,9793043200
2005-10-10,9977817600
2005-10-11,9996295040
2005-10-12,9645223680
2005-10-13,9626746240
2005-10-14,9700656000
2005-10-17,9663701120
2005-10-18,9608268800
2005-10-19,9700656000
2005-10-20,9645223680
2005-10-21,9571313920
2005-10-24,9589791360
2005-10-25,9515881600
2005-10-26,9608268800
2005-10-27,9423494400
2005-10-28,9663701120
2005-10-31,9875958400
2005-11-01,9875958400
2005-11-02,10151310400
2005-11-03,10077883200
2005-11-04,10206380800
2005-11-07,10169667200
2005-11-08,10151310400
2005-11-09,10096240000
2005-11-10,10243094400
2005-11-11,10188024000
2005-11-14,10151310400
2005-11-15,10059526400
2005-11-16,10114596800
2005-11-17,10206380800
2005-11-18,10316521600
2005-11-21,10408305600
2005-11-22,10445019200
2005-11-23,10426662400
2005-11-25,10518446400
2005-11-28,10408305600
2005-11-29,10445019200
2005-11-30,10279808000
2005-12-01,10279808000
2005-12-02,10298164800
2005-12-05,10224737600
2005-12-06,10298164800
2005-12-07,10243094400
2005-12-08,10389948800
2005-12-09,10518446400
2005-12-12,10518446400
2005-12-13,10665300800
2005-12-14,10775441600
2005-12-15,10775441600
2005-12-16,10591873600
2005-12-19,10481732800
2005-12-20,10408305600
2005-12-21,10426662400
2005-12-22,10445019200
2005-12-23,10481732800
2005-12-27,10445019200
2005-12-28,10536803200
2005-12-29,10628587200
2005-12-30,10665300800
2006-01-03,10628587200
2006-01-04,11160934400
2006-01-05,11105864000
2006-01-06,11252718400
2006-01-09,11436286400
2006-01-10,11473000000
2006-01-11,11564784000
2006-01-12,11454643200
2006-01-13,11436286400
2006-01-17,11307788800
2006-01-18,11289432000
2006-01-19,11289432000
2006-01-20,11105864000
2006-01-23,10995723200
2006-01-24,11124220800
2006-01-25,11289432000
2006-01-26,11289432000
2006-01-27,11417929600
2006-01-30,11399572800
2006-01-31,11711638400
2006-02-01,11601497600
2006-02-02,11803422400
2006-02-03,11344502400
2006-02-06,11546427200
2006-02-07,11381216000
2006-02-08,11399572800
2006-02-09,11252718400
2006-02-10,11216004800
2006-02-13,11234361600
2006-02-14,11289432000
2006-02-15,11436286400
2006-02-16,11473000000
2006-02-17,11216004800
2006-02-21,11252718400
2006-02-22,11216004800
2006-02-23,11160934400
2006-02-24,11087507200
2006-02-27,11344502400
2006-02-28,11234361600
2006-03-01,11252718400
2006-03-02,11142577600
2006-03-03,11105864000
2006-03-06,11032436800
2006-03-07,11124220800
2006-03-08,11381216000
2006-03-09,11417929600
2006-03-10,11509713600
2006-03-13,11509713600
2006-03-14,11601497600
2006-03-15,11638211200
2006-03-16,11656568000
2006-03-17,11711638400
2006-03-20,11785065600
2006-03-21,11895206400
2006-03-22,11876849600
2006-03-23,11895206400
2006-03-24,11601497600
2006-03-27,11564784000
2006-03-28,11436286400
2006-03-29,11619854400
2006-03-30,11509713600
2006-03-31,11399572800
2006-04-03,11197648000
2006-04-04,11234361600
2006-04-05,11197648000
2006-04-06,11289432000
2006-04-07,11234361600
2006-04-10,11197648000
2006-04-11,11124220800
2006-04-12,11105864000
2006-04-13,11124220800
2006-04-17,11014080000
2006-04-18,11216004800
2006-04-19,11216004800
2006-04-20,11271075200
2006-04-21,11252718400
2006-04-24,11142577600
2006-04-25,11160934400
2006-04-26,11087507200
2006-04-27,11142577600
2006-04-28,11069150400
2006-05-01,10814997440
2006-05-02,10814997440
2006-05-03,10579888800
2006-05-04,10869253280
2006-05-05,11013935520
2006-05-08,11122447200
2006-05-09,11104361920
2006-05-10,11032020800
2006-05-11,10833082720
2006-05-12,10597974080
2006-05-15,10796912160
2006-05-16,10742656320
2006-05-17,10688400480
2006-05-18,10778826880
2006-05-19,10814997440
2006-05-22,10760741600
2006-05-23,10616059360
2006-05-24,10724571040
2006-05-25,10724571040
2006-05-26,10652229920
2006-05-30,10507547680
2006-05-31,10724571040
2006-06-01,10833082720
2006-06-02,10724571040
2006-06-05,10507547680
2006-06-06,10525632960
2006-06-07,10380950720
2006-06-08,10525632960
2006-06-09,10399036000
2006-06-12,10163927360
2006-06-13,10055415680
2006-06-14,10182012640
2006-06-15,10380950720
2006-06-16,10308609600
2006-06-19,10218183200
2006-06-20,10254353760
2006-06-21,10380950720
2006-06-22,10362865440
2006-06-23,10308609600
2006-06-26,10308609600
2006-06-27,10182012640
2006-06-28,10182012640
2006-06-29,10290524320
2006-06-30,10344780160
2006-07-03,10236268480
2006-07-05,10055415680
2006-07-06,10561803520
2006-07-07,10706485760
2006-07-10,10796912160
2006-07-11,10814997440
2006-07-12,10869253280
2006-07-13,10724571040
2006-07-14,10579888800
2006-07-17,10833082720
2006-07-18,10616059360
2006-07-19,11068191360
2006-07-20,10833082720
2006-07-21,10706485760
2006-07-24,11176703040
2006-07-25,11303300000
2006-07-26,11068191360
2006-07-27,10905423840
2006-07-28,11068191360
2006-07-31,11023971840
2006-08-01,11168785920
2006-08-02,10951564800
2006-08-03,11567024640
2006-08-04,11675635200
2006-08-07,11675635200
2006-08-08,11567024640
2006-08-09,11476515840
2006-08-10,11802347520
2006-08-11,12091975680
2006-08-14,11965263360
2006-08-15,12164382720
2006-08-16,12200586240
2006-08-17,12200586240
2006-08-18,12128179200
2006-08-21,12200586240
2006-08-22,12164382720
2006-08-23,12164382720
2006-08-24,11856652800
2006-08-25,11856652800
2006-08-28,12055772160
2006-08-29,12091975680
2006-08-30,12110077440
2006-08-31,12110077440
2006-09-01,12146280960
2006-09-05,12218688000
2006-09-06,12218688000
2006-09-07,12146280960
2006-09-08,12200586240
2006-09-11,12345400320
2006-09-12,12580723200
2006-09-13,12653130240
2006-09-14,12671232000
2006-09-15,12707435520
2006-09-18,12526417920
2006-09-19,12924656640
2006-09-20,12797944320
2006-09-21,12635028480
2006-09-22,12635028480
2006-09-25,12816046080
2006-09-26,13033267200
2006-09-27,12888453120
2006-09-28,12960860160
2006-09-29,12689333760
2006-10-02,12816046080
2006-10-03,12761740800
2006-10-04,12816046080
2006-10-05,13033267200
2006-10-06,13159979520
2006-10-09,13159979520
2006-10-10,13178081280
2006-10-11,13087572480
2006-10-12,13123776000
2006-10-13,13141877760
2006-10-16,13123776000
2006-10-17,13105674240
2006-10-18,13268590080
2006-10-19,13178081280
2006-10-20,13232386560
2006-10-23,13322895360
2006-10-24,13377200640
2006-10-25,13159979520
2006-10-26,13250488320
2006-10-27,13051368960
2006-10-30,13135242400
2006-10-31,13135242400
2006-11-01,12808675600
2006-11-02,12844960800
2006-11-03,12917531200
2006-11-06,13244098000
2006-11-07,13352953600
2006-11-08,13298525800
2006-11-09,13044529400
2006-11-10,12990101600
2006-11-13,12899388600
2006-11-14,12935673800
2006-11-15,13516237000
2006-11-16,13516237000
2006-11-17,13262240600
2006-11-20,13080814600
2006-11-21,12899388600
2006-11-22,12826818200
2006-11-24,12790533000
2006-11-27,12391395800
2006-11-28,12427681000
2006-11-29,12482108800
2006-11-30,12445823600
2006-12-01,12228112400
2006-12-04,12663534800
2006-12-05,12572821800
2006-12-06,12772390400
2006-12-07,12609107000
2006-12-08,12699820000
2006-12-11,12772390400
2006-12-12,12554679200
2006-12-13,12754247800
2006-12-14,13244098000
2006-12-15,13171527600
2006-12-18,13062672000
2006-12-19,13080814600
2006-12-20,13080814600
2006-12-21,13026386800
2006-12-22,13044529400
2006-12-26,12953816400
2006-12-27,13117099800
2006-12-28,13062672000
2006-12-29,12935673800
2007-01-03,13008244200
2007-01-04,13479951800
2007-01-05,13189670200
2007-01-08,13098957200
2007-01-09,13280383200
2007-01-10,13371096200
2007-01-11,13588807400
2007-01-12,13588807400
2007-01-16,13534379600
2007-01-17,13443666600
2007-01-18,13389238800
2007-01-19,13625092600
2007-01-22,13588807400
2007-01-23,13534379600
2007-01-24,13625092600
2007-01-25,13516237000
2007-01-26,13389238800
2007-01-29,13334811000
2007-01-30,13371096200
2007-01-31,13407381400
2007-02-01,12917531200
2007-02-02,13008244200
2007-02-05,12754247800
2007-02-06,12863103400
2007-02-07,12790533000
2007-02-08,12971959000
2007-02-09,12736105200
2007-02-12,12717962600
2007-02-13,12754247800
2007-02-14,12990101600
2007-02-15,13026386800
2007-02-16,12917531200
2007-02-20,12990101600
2007-02-21,12790533000
2007-02-22,12990101600
2007-02-23,12917531200
2007-02-26,12808675600
2007-02-27,12500251400
2007-02-28,12482108800
2007-03-01,12482108800
2007-03-02,12391395800
2007-03-05,12191827200
2007-03-06,12119256800
2007-03-07,12228112400
2007-03-08,12391395800
2007-03-09,12264397600
2007-03-12,12173684600
2007-03-13,11828975200
2007-03-14,11792690000
2007-03-15,11865260400
2007-03-16,11847117800
2007-03-19,11901545600
2007-03-20,12010401200
2007-03-21,12101114200
2007-03-22,12191827200
2007-03-23,12246255000
2007-03-26,12300682800
2007-03-27,12137399400
2007-03-28,12028543800
2007-03-29,12173684600
2007-03-30,12228112400
2007-04-02,12282540200
2007-04-03,12518394000
2007-04-04,12554679200
2007-04-05,12645392200
2007-04-09,12736105200
2007-04-10,12663534800
2007-04-11,12627249600
2007-04-12,12645392200
2007-04-13,12663534800
2007-04-16,12863103400
2007-04-17,12844960800
2007-04-18,12881246000
2007-04-19,12990101600
2007-04-20,13171527600
2007-04-23,12971959000
2007-04-24,12863103400
2007-04-25,12844960800
2007-04-26,12772390400
2007-04-27,12863103400
2007-04-30,12489793920
2007-05-01,12615229440
2007-05-02,12722745600
2007-05-03,12579390720
2007-05-04,12561471360
2007-05-07,12651068160
2007-05-08,12400197120
2007-05-09,12615229440
2007-05-10,12794423040
2007-05-11,12633148800
2007-05-14,12704826240
2007-05-15,12436035840
2007-05-16,12382277760
2007-05-17,12328519680
2007-05-18,12686906880
2007-05-21,12668987520
2007-05-22,12525632640
2007-05-23,12615229440
2007-05-24,12400197120
2007-05-25,12328519680
2007-05-29,12292680960
2007-05-30,12418116480
2007-05-31,12525632640
2007-06-01,12597310080
2007-06-04,12848181120
2007-06-05,12740664960
2007-06-06,12776503680
2007-06-07,12436035840
2007-06-08,12651068160
2007-06-11,12543552000
2007-06-12,12418116480
2007-06-13,12758584320
2007-06-14,12848181120
2007-06-15,12848181120
2007-06-18,12704826240
2007-06-19,12633148800
2007-06-20,12364358400
2007-06-21,12364358400
2007-06-22,12256842240
2007-06-25,12059729280
2007-06-26,12005971200
2007-06-27,12203084160
2007-06-28,12310600320
2007-06-29,12328519680
2007-07-02,12328519680
2007-07-03,12364358400
2007-07-05,12561471360
2007-07-06,12633148800
2007-07-09,13099052160
2007-07-10,12579390720
2007-07-11,12543552000
2007-07-12,12830261760
2007-07-13,13260326400
2007-07-16,13170729600
2007-07-17,13278245760
2007-07-18,13206568320
2007-07-19,13242407040
2007-07-20,13206568320
2007-07-23,13134890880
2007-07-24,12884019840
2007-07-25,12740664960
2007-07-26,12364358400
2007-07-27,12238922880
2007-07-30,12422159680
2007-07-31,12193746560
2007-08-01,12316738240
2007-08-02,12351878720
2007-08-03,12000473920
2007-08-06,12422159680
2007-08-07,12545151360
2007-08-08,12545151360
2007-08-09,11859912000
2007-08-10,12088325120
2007-08-13,12158606080
2007-08-14,12123465600
2007-08-15,12510010880
2007-08-16,12861415680
2007-08-17,13177680000
2007-08-20,13019547840
2007-08-21,13019547840
2007-08-22,13107399040
2007-08-23,13124969280
2007-08-24,13511514560
2007-08-27,13511514560
2007-08-28,12931696640
2007-08-29,13283101440
2007-08-30,13124969280
2007-08-31,13388522880
2007-09-04,13318241920
2007-09-05,12949266880
2007-09-06,13353382400
2007-09-07,12949266880
2007-09-10,12843845440
2007-09-11,13195250240
2007-09-12,13177680000
2007-09-13,13493944320
2007-09-14,13546655040
2007-09-17,13406093120
2007-09-18,13704787200
2007-09-19,14003481280
2007-09-20,13370952640
2007-09-21,13212820480
2007-09-24,13300671680
2007-09-25,13423663360
2007-09-26,12966837120
2007-09-27,12791134720
2007-09-28,12773564480
2007-10-01,12826275200
2007-10-02,12791134720
2007-10-03,12861415680
2007-10-04,12597862080
2007-10-05,12755994240
2007-10-08,13019547840
2007-10-09,13037118080
2007-10-10,13037118080
2007-10-11,13546655040
2007-10-12,13441233600
2007-10-15,13160109760
2007-10-16,13089828800
2007-10-17,12949266880
2007-10-18,12703283520
2007-10-19,12457300160
2007-10-22,12773564480
2007-10-23,12878985920
2007-10-24,12773564480
2007-10-25,12545151360
2007-10-26,12615432320
2007-10-29,12087608000
2007-10-30,12121657600
2007-10-31,12308930400
2007-11-01,11849260800
2007-11-02,11815211200
2007-11-05,11679012800
2007-11-06,11696037600
2007-11-07,11610913600
2007-11-08,12138682400
2007-11-09,12121657600
2007-11-12,12479178400
2007-11-13,12955872800
2007-11-14,12445128800
2007-11-15,12462153600
2007-11-16,12496203200
2007-11-19,12002484000
2007-11-20,12155707200
2007-11-21,12036533600
2007-11-23,12138682400
2007-11-26,11610913600
2007-11-27,11644963200
2007-11-28,12172732000
2007-11-29,11951409600
2007-11-30,12496203200
2007-12-03,12189756800
2007-12-04,12342980000
2007-12-05,12342980000
2007-12-06,12768600000
2007-12-07,13126120800
2007-12-10,13143145600
2007-12-11,12717525600
2007-12-12,12853724000
2007-12-13,12649426400
2007-12-14,12308930400
2007-12-17,12308930400
2007-12-18,12530252800
2007-12-19,12155707200
2007-12-20,12291905600
2007-12-21,12496203200
2007-12-24,12615376800
2007-12-26,12377029600
2007-12-27,12223806400
2007-12-28,12155707200
2007-12-31,12223806400
2008-01-02,11934384800
2008-01-03,11866285600
2008-01-04,11610913600
2008-01-07,11696037600
2008-01-08,11321492000
2008-01-09,11338516800
2008-01-10,12104632800
2008-01-11,12036533600
2008-01-14,12189756800
2008-01-15,12070583200
2008-01-16,12189756800
2008-01-17,12360004800
2008-01-18,12291905600
2008-01-22,12649426400
2008-01-23,13517691200
2008-01-24,13211244800
2008-01-25,12870748800
2008-01-28,13364468000
2008-01-29,13534716000
2008-01-30,13296368800
2008-01-31,13449592000
2008-02-01,13670914399
2008-02-04,13381492800
2008-02-05,13245294400
2008-02-06,13143145600
2008-02-07,13313393600
2008-02-08,12921823200
2008-02-11,13160170400
2008-02-12,13058021600
2008-02-13,13194220000
2008-02-14,12734550400
2008-02-15,12785624800
2008-02-19,12649426400
2008-02-20,13279344000
2008-02-21,13262319200
2008-02-22,13824137599
2008-02-25,13977360800
2008-02-26,14181658400
2008-02-27,13994385600
2008-02-28,13875212000
2008-02-29,13619840000
2008-03-03,13909261600
2008-03-04,14147608800
2008-03-05,14079509600
2008-03-06,13398517600
2008-03-07,13296368800
2008-03-10,13245294400
2008-03-11,13892236800
2008-03-12,13841162400
2008-03-13,13790088000
2008-03-14,13739013600
2008-03-17,13568765600
2008-03-18,14062484800
2008-03-19,13756038400
2008-03-20,14437030400
2008-03-24,14641328000
2008-03-25,14658352799
2008-03-26,14283807200
2008-03-27,14164633600
2008-03-28,13909261600
2008-03-31,14079509600
2008-04-01,14488104800
2008-04-02,14658352799
2008-04-03,14505129600
2008-04-04,14113559199
2008-04-07,13687939199
2008-04-08,13739013600
2008-04-09,13653889600
2008-04-10,13143145600
2008-04-11,12802649600
2008-04-14,13126120800
2008-04-15,13058021600
2008-04-16,13296368800
2008-04-17,13279344000
2008-04-18,13636864800
2008-04-21,13551740800
2008-04-22,13398517600
2008-04-23,13483641600
2008-04-24,13602815200
2008-04-25,14028435200
2008-04-28,13868833880
2008-04-29,14020497920
2008-04-30,13582357360
2008-05-01,13902537000
2008-05-02,13531802679
2008-05-05,13245326160
2008-05-06,13498099560
2008-05-07,13380138640
2008-05-08,13059959000
2008-05-09,13076810560
2008-05-12,13548654239
2008-05-13,12908294960
2008-05-14,13228474600
2008-05-15,13498099560
2008-05-16,13413841760
2008-05-19,13363287080
2008-05-20,13228474600
2008-05-21,13076810560
2008-05-22,13211623040
2008-05-23,13161068360
2008-05-27,13346435520
2008-05-28,13380138640
2008-05-29,13565505800
2008-05-30,13514951120
2008-06-02,13312732400
2008-06-03,13498099560
2008-06-04,13582357360
2008-06-05,13885685440
2008-06-06,13312732400
2008-06-09,13245326160
2008-06-10,13599208920
2008-06-11,13177919920
2008-06-12,13632912040
2008-06-13,13936240120
2008-06-16,14071052600
2008-06-17,13717169840
2008-06-18,13582357360
2008-06-19,13953091679
2008-06-20,13683466719
2008-06-23,13481248000
2008-06-24,13380138640
2008-06-25,13717169840
2008-06-26,13447544880
2008-06-27,13413841760
2008-06-30,13262177720
2008-07-01,13447544880
2008-07-02,13161068360
2008-07-03,13161068360
2008-07-07,13110513680
2008-07-08,13683466719
2008-07-09,13329583960
2008-07-10,13329583960
2008-07-11,13211623040
2008-07-14,13599208920
2008-07-15,13734021400
2008-07-16,14391232239
2008-07-17,14863075920
2008-07-18,14559747840
2008-07-21,14374380679
2008-07-22,14745115000
2008-07-23,14323826000
2008-07-24,13835130760
2008-07-25,13683466719
2008-07-28,13597688200
2008-07-29,14198322280
2008-07-30,14248375119
2008-07-31,14064848040
2008-08-01,14215006560
2008-08-04,13964742359
2008-08-05,14765587800
2008-08-06,14381849359
2008-08-07,14615429280
2008-08-08,15382906160
2008-08-11,15432959000
2008-08-12,15082589119
2008-08-13,14932430599
2008-08-14,15032536280
2008-08-15,14999167720
2008-08-18,14849009200
2008-08-19,14498639320
2008-08-20,14548692160
2008-08-21,14682166400
2008-08-22,15015852000
2008-08-25,14832324920
2008-08-26,14865693480
2008-08-27,14949114880
2008-08-28,15249431920
2008-08-29,15115957680
2008-09-02,15149326240
2008-09-03,15349537599
2008-09-04,14215006560
2008-09-05,14331796520
2008-09-08,14615429280
2008-09-09,14265059400
2008-09-10,14398533640
2008-09-11,14615429280
2008-09-12,14181638000
2008-09-15,13864636680
2008-09-16,14281743680
2008-09-17,13464213960
2008-09-18,13731162440
2008-09-19,13581003920
2008-09-22,13097159800
2008-09-23,13280686880
2008-09-24,13013738400
2008-09-25,13247318320
2008-09-26,13330739720
2008-09-29,12613315680
2008-09-30,12730105640
2008-10-01,12780158480
2008-10-02,12279630080
2008-10-03,12463157160
2008-10-06,12262945800
2008-10-07,11612258880
2008-10-08,11512153200
2008-10-09,10494412120
2008-10-10,10694623480
2008-10-13,11261889000
2008-10-14,11311941840
2008-10-15,10778044880
2008-10-16,11512153200
2008-10-17,11261889000
2008-10-20,11495468920
2008-10-21,11178467600
2008-10-22,10477727840
2008-10-23,10244147920
2008-10-24,9860409480
2008-10-27,9521515520
2008-10-28,10478617600
2008-10-29,10973670400
2008-10-30,11023175680
2008-10-31,11039677440
2008-11-03,10726144000
2008-11-04,10891161600
2008-11-05,10726144000
2008-11-06,9901056000
2008-11-07,9983564800
2008-11-10,9785543680
2008-11-11,9670031360
2008-11-12,8976957440
2008-11-13,9323494400
2008-11-14,8795438080
2008-11-17,8514908160
2008-11-18,8267381760
2008-11-19,7607311360
2008-11-20,7623813120
2008-11-21,8234378240
2008-11-24,8712929280
2008-11-25,8762434560
2008-11-26,9372999680
2008-11-28,9422504960
2008-12-01,8366392320
2008-12-02,8382894080
2008-12-03,8646922240
2008-12-04,7953848320
2008-12-05,8283883519
2008-12-08,8729431040
2008-12-09,8283883519
2008-12-10,8448901120
2008-12-11,8151869440
2008-12-12,8168371200
2008-12-15,8135367680
2008-12-16,8415897599
2008-12-17,8646922240
2008-12-18,8514908160
2008-12-19,8514908160
2008-12-22,8184872960
2008-12-23,8052858880
2008-12-24,8168371200
2008-12-26,8267381760
2008-12-29,8135367680
2008-12-30,8267381760
2008-12-31,8481904639
2009-01-02,8894448640
2009-01-05,8828441600
2009-01-06,8960455680
2009-01-07,8960455680
2009-01-08,8861445120
2009-01-09,8580915200
2009-01-12,8514908160
2009-01-13,8382894080
2009-01-14,8069360639
2009-01-15,8333388800
2009-01-16,8514908160
2009-01-20,8052858880
2009-01-21,8234378240
2009-01-22,8333388800
2009-01-23,8217876480
2009-01-26,8349890559
2009-01-27,8366392320
2009-01-28,8613918720
2009-01-29,8267381760
2009-01-30,8019855360
2009-02-02,8036357120
2009-02-03,8168371200
2009-02-04,8217876480
2009-02-05,9108971520
2009-02-06,9422504960
2009-02-09,9290490880
2009-02-10,8960455680
2009-02-11,9009960960
2009-02-12,9059466240
2009-02-13,8927452160
2009-02-17,8844943360
2009-02-18,8811939840
2009-02-19,8811939840
2009-02-20,8795438080
2009-02-23,8580915200
2009-02-24,8894448640
2009-02-25,9538017280
2009-02-26,9273989120
2009-02-27,9191480320
2009-03-02,9075968000
2009-03-03,8844943360
2009-03-04,8943953920
2009-03-05,8877946880
2009-03-06,8861445120
2009-03-09,8960455680
2009-03-10,9571020800
2009-03-11,9802045440
2009-03-12,10148582400
2009-03-13,10247592960
2009-03-16,9901056000
2009-03-17,10165084160
2009-03-18,10429112320
2009-03-19,10363105280
2009-03-20,10181585920
2009-03-23,10511621120
2009-03-24,10709642240
2009-03-25,10643635200
2009-03-26,11122186240
2009-03-27,10957168640
2009-03-30,10627133440
2009-03-31,10577628160
2009-04-01,10577628160
2009-04-02,10792151040
2009-04-03,11006673920
2009-04-06,10709642240
2009-04-07,10627133440
2009-04-08,11023175680
2009-04-09,11386214400
