,TJX
2013-11-26,44444261467
2013-11-27,44599365171
2013-11-29,44331458773
2013-12-02,44218656079
2013-12-03,44035351701
2013-12-04,44148154395
2013-12-05,43880247997
2013-12-06,43950749680
2013-12-09,43753344966
2013-12-10,43837946986
2013-12-11,43245732842
2013-12-12,43189331495
2013-12-13,43118829812
2013-12-16,43443137557
2013-12-17,43259833179
2013-12-18,44063552375
2013-12-19,44105853385
2013-12-20,44063552375
2013-12-23,44218656079
2013-12-24,44430161130
2013-12-26,44881371907
2013-12-27,44683967192
2013-12-30,44641666182
2013-12-31,44937773254
2014-01-02,44754468876
2014-01-03,44839070896
2014-01-06,44359659446
2014-01-07,44542963824
2014-01-08,44768569213
2014-01-09,44641666182
2014-01-10,45163378642
2014-01-13,44359659446
2014-01-14,44317358436
2014-01-15,44105853385
2014-01-16,43809746313
2014-01-17,43612341598
2014-01-21,42456113984
2014-01-22,41722896472
2014-01-23,41172983339
2014-01-24,40721772562
2014-01-27,40961478287
2014-01-28,41003779298
2014-01-29,40369264143
2014-01-30,40538468185
2014-01-31,40439765827
2014-02-03,39385551210
2014-02-04,39231482553
2014-02-05,40478038050
2014-02-06,41598537373
2014-02-07,41626549856
2014-02-10,41500493683
2014-02-11,41990712136
2014-02-12,42116768310
2014-02-13,42130774552
2014-02-14,41878662204
2014-02-18,42186799518
2014-02-19,41906674687
2014-02-20,42032730861
2014-02-21,42074749586
2014-02-24,42298849450
2014-02-25,42719036697
2014-02-26,42228818243
2014-02-27,42536955556
2014-02-28,43041180252
2014-03-03,42649005489
2014-03-04,43097205218
2014-03-05,43237267633
2014-03-06,42817080387
2014-03-07,43223261392
2014-03-10,43587423672
2014-03-11,43307298841
2014-03-12,43069192735
2014-03-13,42761055421
2014-03-14,42957142803
2014-03-17,43461367498
2014-03-18,42578974281
2014-03-19,42368880658
2014-03-20,42494936832
2014-03-21,43251273875
2014-03-24,42424905624
2014-03-25,42060743344
2014-03-26,41780618513
2014-03-27,41598537373
2014-03-28,42088755827
2014-03-31,42480930590
2014-04-01,42845092870
2014-04-02,43531398706
2014-04-03,43111211460
2014-04-04,42845092870
2014-04-07,41934687170
2014-04-08,42340868175
2014-04-09,42200805760
2014-04-10,41234375093
2014-04-11,40506050533
2014-04-14,40828194089
2014-04-15,41094312678
2014-04-16,41332418784
2014-04-17,41108318919
2014-04-21,41598537373
2014-04-22,41808630996
2014-04-23,41206362610
2014-04-24,40800181606
2014-04-25,40716144156
2014-04-28,40996268987
2014-04-29,40940244021
2014-04-30,40744156639
2014-05-01,40800181606
2014-05-02,40884219055
2014-05-05,40259909690
2014-05-06,39511532711
2014-05-07,39650121041
2014-05-08,40065886029
2014-05-09,40523227516
2014-05-12,41479486989
2014-05-13,40938992504
2014-05-14,40980569003
2014-05-15,40273768523
2014-05-16,40578662848
2014-05-19,40467792184
2014-05-20,37391131272
2014-05-21,39220497220
2014-05-22,38444402575
2014-05-23,38222661248
2014-05-27,37876190425
2014-05-28,37626731432
2014-05-29,37737602095
2014-05-30,37737602095
2014-06-02,37515860768
2014-06-03,37585154933
2014-06-04,38472120241
2014-06-05,38818591064
2014-06-06,39095767723
2014-06-09,38957179394
2014-06-10,38846308730
2014-06-11,38444402575
2014-06-12,37890049257
2014-06-13,37973202255
2014-06-16,37917766923
2014-06-17,37931625756
2014-06-18,38499837907
2014-06-19,38194943582
2014-06-20,38084072919
2014-06-23,37987061088
2014-06-24,37307978274
2014-06-25,36822919121
2014-06-26,36601177794
2014-06-27,36573460128
2014-06-30,36836777954
2014-07-01,37072378114
2014-07-02,37224825276
2014-07-03,37280260608
2014-07-07,37016942782
2014-07-08,37307978274
2014-07-09,37751460928
2014-07-10,37266401775
2014-07-11,37113954613
2014-07-14,37044660448
2014-07-15,37377272439
2014-07-16,36434871799
2014-07-17,36199271639
2014-07-18,36712048458
2014-07-21,36310142302
2014-07-22,36365577634
2014-07-23,36795201455
2014-07-24,36878354453
2014-07-25,36421012966
2014-07-28,36476448298
2014-07-29,36379436467
2014-07-30,37197107610
2014-07-31,36933789785
2014-08-01,36809060288
2014-08-04,37007726318
2014-08-05,36608164120
2014-08-06,37145506386
2014-08-07,36856168243
2014-08-08,37820628720
2014-08-11,37517512570
2014-08-12,37352176489
2014-08-13,36745944188
2014-08-14,37173062400
2014-08-15,36608164120
2014-08-18,37131728379
2014-08-19,40342003968
2014-08-20,40920680255
2014-08-21,40590008091
2014-08-22,40893124241
2014-08-25,40631342112
2014-08-26,40989570289
2014-08-27,41017126303
2014-08-28,41182462384
2014-08-29,41072238330
2014-09-02,41637136610
2014-09-03,41582024582
2014-09-04,41954030766
2014-09-05,42133144855
2014-09-08,41692248637
2014-09-09,41141128364
2014-09-10,41127350357
2014-09-11,41458022521
2014-09-12,41265130425
2014-09-15,41127350357
2014-09-16,41499356541
2014-09-17,41278908432
2014-09-18,41485578535
2014-09-19,41099794344
2014-09-22,40769122180
2014-09-23,40479784037
2014-09-24,41582024582
2014-09-25,40851790221
2014-09-26,41278908432
2014-09-29,41196240391
2014-09-30,40755344173
2014-10-01,40796678194
2014-10-02,41306464446
2014-10-03,42078032828
2014-10-06,41540690562
2014-10-07,41113572350
2014-10-08,42022920801
2014-10-09,41678470630
2014-10-10,42422482998
2014-10-13,41774916678
2014-10-14,42312258944
2014-10-15,41402910494
2014-10-16,41072238330
2014-10-17,41609580596
2014-10-20,41788694685
2014-10-21,42822045196
2014-10-22,42450039012
2014-10-23,42946047257
2014-10-24,42766933169
2014-10-27,43290497428
2014-10-28,43194051380
2014-10-29,43207829387
2014-10-30,43579835571
2014-10-31,43621169592
2014-11-03,43754451480
2014-11-04,43727062152
2014-11-05,43631199504
2014-11-06,44206375392
2014-11-07,43822924800
2014-11-10,43768146144
2014-11-11,43316222232
2014-11-12,43644894168
2014-11-13,43480558200
2014-11-14,42672573024
2014-11-17,42138481128
2014-11-18,42206954448
2014-11-19,42549321048
2014-11-20,43384695552
2014-11-21,43521642192
2014-11-24,43480558200
2014-11-25,43795535472
2014-11-26,44178986064
2014-11-28,45301948512
2014-12-01,44671993968
2014-12-02,44671993968
2014-12-03,45096528552
2014-12-04,45137612544
2014-12-05,44904803256
2014-12-08,44713077960
2014-12-09,44795245944
2014-12-10,44028344760
2014-12-11,44918497919
2014-12-12,44932192584
2014-12-15,45397811160
2014-12-16,44521352664
2014-12-17,44754161952
2014-12-18,45931903056
2014-12-19,45247169856
2014-12-22,46055155032
2014-12-23,46644025584
2014-12-24,46479689616
2014-12-26,46602941592
2014-12-29,46822056216
2014-12-30,46863140208
2014-12-31,46959002856
2015-01-02,46534468271
2015-01-05,46014071040
2015-01-06,45794956416
2015-01-07,46726193568
2015-01-08,46972697519
2015-01-09,46397521632
2015-01-12,46151017680
2015-01-13,45986681712
2015-01-14,45356727168
2015-01-15,44699383296
2015-01-16,45712788432
2015-01-20,45343032504
2015-01-21,45206085864
2015-01-22,46219491000
2015-01-23,46301658984
2015-01-26,46657720248
2015-01-27,46739888232
2015-01-28,46055155032
2015-01-29,46301658984
2015-01-30,45151307208
2015-02-02,44823764788
2015-02-03,45789911509
2015-02-04,46184534818
2015-02-05,46565550426
2015-02-06,46443081123
2015-02-09,45925988512
2015-02-10,46470296524
2015-02-11,46511119625
2015-02-12,46864919833
2015-02-13,47109858438
2015-02-17,46660804328
2015-02-18,46034850114
2015-02-19,46143711717
2015-02-20,46769665931
2015-02-23,46538335026
2015-02-24,45694657607
2015-02-25,47205112340
2015-02-26,46307004120
2015-02-27,46701627429
2015-03-02,47273150842
2015-03-03,46688019729
2015-03-04,46470296524
2015-03-05,46756058230
2015-03-06,46279788720
2015-03-09,46429473423
2015-03-10,46007634714
2015-03-11,45694657607
2015-03-12,46742450530
2015-03-13,46252573319
2015-03-16,46715235129
2015-03-17,46470296524
2015-03-18,46225357919
2015-03-19,46375042622
2015-03-20,47273150842
2015-03-23,47273150842
2015-03-24,47681381851
2015-03-25,47313973943
2015-03-26,46960173735
2015-03-27,47341189343
2015-03-30,47953535857
2015-03-31,47667774150
2015-04-01,46905742934
2015-04-02,47164289239
2015-04-06,47150681539
2015-04-07,46715235129
2015-04-08,47177896940
2015-04-09,46688019729
2015-04-10,46619981227
2015-04-13,46361434922
2015-04-14,45776303809
2015-04-15,45408895901
2015-04-16,45231995797
2015-04-17,44401926078
2015-04-20,44891803289
2015-04-21,45109526494
2015-04-22,45191172696
2015-04-23,45136741895
2015-04-24,45109526494
2015-04-27,44429141479
2015-04-28,44170595173
2015-04-29,43707933363
2015-04-30,43912048868
2015-05-01,44606041583
2015-05-04,44198264132
2015-05-05,44252213798
2015-05-06,44400575381
2015-05-07,44643348879
2015-05-08,45398644208
2015-05-11,45074946210
2015-05-12,44778223045
2015-05-13,44427550214
2015-05-14,44279188632
2015-05-15,44468012464
2015-05-18,45358181958
2015-05-19,46666461366
2015-05-20,46167426953
2015-05-21,45776291872
2015-05-22,45290744875
2015-05-26,44616374046
2015-05-27,44845660128
2015-05-28,44494987297
2015-05-29,43415993971
2015-06-01,43888053551
2015-06-02,43766666802
2015-06-03,44521962130
2015-06-04,44252213798
2015-06-05,44252213798
2015-06-08,44009440300
2015-06-09,43631792636
2015-06-10,44184776716
2015-06-11,44184776716
2015-06-12,44090364800
2015-06-15,43874566134
2015-06-16,44076877383
2015-06-17,44306163465
2015-06-18,45290744875
2015-06-19,44926584627
2015-06-22,44872634961
2015-06-23,45533518374
2015-06-24,45573980623
2015-06-25,45385156791
2015-06-26,45870703788
2015-06-29,44562424380
2015-06-30,44616374046
2015-07-01,45466081291
2015-07-02,45047971377
2015-07-06,45128895876
2015-07-07,46005577954
2015-07-08,45452593874
2015-07-09,45627930290
2015-07-10,45938140871
2015-07-13,46639486533
2015-07-14,46612511700
2015-07-15,46342763368
2015-07-16,46787848116
2015-07-17,46356250785
2015-07-20,46599024283
2015-07-21,46207889203
2015-07-22,46275326285
2015-07-23,46019065370
2015-07-24,45479568707
2015-07-27,45412131624
2015-07-28,45762804455
2015-07-29,46841797782
2015-07-30,46949697114
2015-07-31,47084571280
2015-08-03,46438540387
2015-08-04,46572446213
2015-08-05,46987554273
2015-08-06,46518883882
2015-08-07,46612617960
2015-08-10,46974163690
2015-08-11,46853648447
2015-08-12,46907210777
2015-08-13,47241975342
2015-08-14,47268756507
2015-08-17,47951676218
2015-08-18,51406446524
2015-08-19,50134341179
2015-08-20,49772795449
2015-08-21,47911504471
2015-08-24,46492102717
2015-08-25,46090385240
2015-08-26,47402662333
2015-08-27,47831160975
2015-08-28,47349100002
2015-08-31,47081288351
2015-09-01,46465321552
2015-09-02,47429443498
2015-09-03,47831160975
2015-09-04,47375881168
2015-09-08,48433737191
2015-09-09,47576739906
2015-09-10,47857942140
2015-09-11,48072191462
2015-09-14,47670473984
2015-09-15,47523177576
2015-09-16,47911504471
2015-09-17,48567643017
2015-09-18,47777598645
2015-09-21,48192706705
2015-09-22,47683864567
2015-09-23,47643692819
2015-09-24,47697255149
2015-09-25,47509786993
2015-09-28,46251072231
2015-09-29,46518883882
2015-09-30,47817770393
2015-10-01,47402662333
2015-10-02,47790989228
2015-10-05,47884723306
2015-10-06,47375881168
2015-10-07,48139144375
2015-10-08,48366784278
2015-10-09,48728330008
2015-10-12,49263953311
2015-10-13,48701548843
2015-10-14,48045410297
2015-10-15,48032019714
2015-10-16,48500690104
2015-10-19,48822064086
2015-10-20,48889016999
2015-10-21,48487299522
2015-10-22,49478202633
2015-10-23,48045410297
2015-10-26,48500690104
2015-10-27,48098972627
2015-10-28,49036313407
2015-10-29,48929188747
2015-10-30,49009532242
2015-11-02,48581156252
2015-11-03,49257921881
2015-11-04,48886364281
2015-11-05,49311001538
2015-11-06,48395377452
2015-11-09,47148005507
2015-11-10,47652262251
2015-11-11,45834283992
2015-11-12,45290217505
2015-11-13,42596424903
2015-11-16,43565128646
2015-11-17,45237137848
2015-11-18,45343297163
2015-11-19,44918659905
2015-11-20,46550859364
2015-11-23,46829527564
2015-11-24,46789717821
2015-11-25,47546102936
2015-11-27,47333784308
2015-11-30,46842797479
2015-12-01,46962226707
2015-12-02,46935686879
2015-12-03,46338540735
2015-12-04,47094925850
2015-12-07,47094925850
2015-12-08,47333784308
2015-12-09,46975496622
2015-12-10,47426673708
2015-12-11,46816257650
2015-12-14,47068386022
2015-12-15,46736638164
2015-12-16,47665532165
2015-12-17,46882607221
2015-12-18,45993522963
2015-12-21,46192571678
2015-12-22,46710098336
2015-12-23,47307244479
2015-12-24,47041846193
2015-12-28,46882607221
2015-12-29,47612452508
2015-12-30,47347054222
2015-12-31,47055116107
2016-01-04,47002036450
2016-01-05,47731881737
2016-01-06,46497779707
2016-01-07,46431430135
2016-01-08,44414403162
2016-01-11,44985009477
2016-01-12,45728124677
2016-01-13,44918659905
2016-01-14,45436186563
2016-01-15,44799230676
2016-01-19,45210598020
2016-01-20,44746151019
2016-01-21,45011549305
2016-01-22,45741394592
2016-01-25,45621965363
2016-01-26,46245651335
2016-01-27,45913903478
2016-01-28,46046602621
2016-01-29,47267434736
2016-02-01,47730228411
2016-02-02,48153321848
2016-02-03,47584790042
2016-02-04,46778268176
2016-02-05,44927234388
2016-02-08,44966899397
2016-02-09,46051076331
2016-02-10,45865972952
2016-02-11,44900791048
2016-02-12,46196514700
2016-02-16,47188139944
2016-02-17,47465795012
2016-02-18,47346799983
2016-02-19,47320356643
2016-02-22,48272316877
2016-02-23,48060770159
2016-02-24,49078838743
2016-02-25,49634148879
2016-02-26,50004355637
2016-02-29,48986287053
2016-03-01,49898582278
2016-03-02,49872138938
2016-03-03,49726700569
2016-03-04,49845695598
2016-03-07,49832473928
2016-03-08,49845695598
2016-03-09,49541597190
2016-03-10,49911803948
2016-03-11,49898582278
2016-03-14,50163015676
2016-03-15,50282010705
2016-03-16,50453892414
2016-03-17,51048867561
2016-03-18,51511626008
2016-03-21,51458739328
2016-03-22,51432295988
2016-03-23,51379409309
2016-03-24,50982759211
2016-03-28,51405852648
2016-03-29,51974384455
2016-03-30,52014049465
2016-03-31,51789281076
2016-04-01,52080157814
2016-04-04,51934719445
2016-04-05,51366187639
2016-04-06,51286857619
2016-04-07,50374562395
2016-04-08,50361340725
2016-04-11,49872138938
2016-04-12,50268789035
2016-04-13,50652217463
2016-04-14,50467114084
2016-04-15,51101754240
2016-04-18,51313300959
2016-04-19,51379409309
2016-04-20,51313300959
2016-04-21,50916650861
2016-04-22,50586109113
2016-04-25,50572887444
2016-04-26,51009202551
2016-04-27,51392630979
2016-04-28,50837320842
2016-04-29,50123350666
2016-05-02,51086974698
2016-05-03,50574791661
2016-05-04,50574791661
2016-05-05,50259602100
2016-05-06,50312133693
2016-05-09,51073841799
2016-05-10,50312133693
2016-05-11,48604856904
2016-05-12,48775584583
2016-05-13,47724952712
2016-05-16,49379697908
2016-05-17,49629222978
2016-05-18,49064508347
2016-05-19,49773684860
2016-05-20,49537292689
2016-05-23,49051375449
2016-05-24,49405963705
2016-05-25,49458495299
2016-05-26,49852482250
2016-05-27,50338399490
2016-05-31,49983811234
2016-06-01,50299000795
2016-06-02,50561658763
2016-06-03,50193937608
2016-06-06,49905013844
2016-06-07,50075741522
2016-06-08,50548525864
2016-06-09,50758652238
2016-06-10,50548525864
2016-06-13,49905013844
2016-06-14,50036342827
2016-06-15,49852482250
2016-06-16,49839349352
2016-06-17,49681754571
2016-06-20,50312133693
2016-06-21,50732386441
2016-06-22,50574791661
2016-06-23,50482861372
2016-06-24,49025109652
2016-06-27,48276534444
2016-06-28,48959445160
2016-06-29,50102007319
2016-06-30,50719253543
2016-07-01,50535392966
2016-07-05,50312133693
2016-07-06,50968778612
2016-07-07,50732386441
2016-07-08,51848682804
2016-07-11,51717353820
2016-07-12,51559759039
2016-07-13,51323366869
2016-07-14,51257702377
2016-07-15,51086974698
2016-07-18,52045676279
2016-07-19,52098207873
2016-07-20,52308334247
2016-07-21,51953745991
2016-07-22,52426530332
2016-07-25,53030643658
2016-07-26,53319567422
2016-07-27,53306434524
2016-07-28,53345833219
2016-07-29,53661022780
2016-08-01,53364594494
2016-08-02,52373705371
2016-08-03,52608389637
2016-08-04,52999530080
2016-08-05,53442822583
2016-08-08,53182062287
2016-08-09,52738769785
2016-08-10,53155986258
2016-08-11,53742696923
2016-08-12,54029533248
2016-08-15,53951305159
2016-08-16,50835219627
2016-08-17,50978637789
2016-08-18,50717877494
2016-08-19,51721804632
2016-08-22,51565348454
2016-08-23,51304588159
2016-08-24,51226360070
2016-08-25,51369778233
2016-08-26,51304588159
2016-08-29,51213322055
2016-08-30,50509269257
2016-08-31,50483193228
2016-09-01,50678763449
2016-09-02,50639649405
2016-09-06,50418003154
2016-09-07,50561421316
2016-09-08,49687874326
2016-09-09,48736099247
2016-09-12,49257619838
2016-09-13,48436224907
2016-09-14,48344958804
2016-09-15,48918631454
2016-09-16,48670909173
2016-09-19,48696985203
2016-09-20,48931669469
2016-09-21,49609646237
2016-09-22,49870406533
2016-09-23,49557494178
2016-09-26,49009897558
2016-09-27,49049011602
2016-09-28,48501414981
2016-09-29,48162426597
2016-09-30,48749137262
2016-10-03,48462300937
2016-10-04,48501414981
2016-10-05,48371034833
2016-10-06,48384072848
2016-10-07,48071160493
2016-10-10,48788251306
2016-10-11,48397110863
2016-10-12,49153315720
2016-10-13,48553567040
2016-10-14,48397110863
2016-10-17,47797362183
2016-10-18,47693058065
2016-10-19,47888628286
2016-10-20,47784324168
2016-10-21,47901666301
2016-10-24,48357996819
2016-10-25,47992932405
2016-10-26,48292806745
2016-10-27,47706096080
2016-10-28,47901666301
2016-10-31,47672492832
2016-11-01,46845204454
2016-11-02,47013247406
2016-11-03,46405707502
2016-11-04,46483265788
2016-11-07,47401038833
2016-11-08,47336406929
2016-11-09,47788830261
2016-11-10,48732456068
2016-11-11,48732456068
2016-11-14,47969799594
2016-11-15,47491523500
2016-11-16,49378775114
2016-11-17,49831198446
2016-11-18,50244842636
2016-11-21,50193137112
2016-11-22,51253100347
2016-11-23,51343585014
2016-11-25,51214321205
2016-11-28,50839456158
2016-11-29,50929940824
2016-11-30,50632634063
2016-12-01,50193137112
2016-12-02,49831198446
2016-12-05,49986315017
2016-12-06,50050946922
2016-12-07,50542149397
2016-12-08,50399959207
2016-12-09,50425811968
2016-12-12,49818272065
2016-12-13,50580928539
2016-12-14,49960462255
2016-12-15,50038020541
2016-12-16,49611449970
2016-12-19,49727787399
2016-12-20,50167284350
2016-12-21,50050946922
2016-12-22,49404627876
2016-12-23,49404627876
2016-12-27,49288290447
2016-12-28,48667824163
2016-12-29,48926351782
2016-12-30,48551486735
2017-01-03,48758308830
2017-01-04,49520965304
2017-01-05,49223658543
2017-01-06,49107321115
2017-01-09,49184879400
2017-01-10,49572670828
2017-01-11,49275364067
2017-01-12,49081468353
2017-01-13,49081468353
2017-01-17,49611449970
2017-01-18,49559744447
2017-01-19,48525633973
2017-01-20,48784161592
2017-01-23,48137842546
2017-01-24,48202474450
2017-01-25,48758308830
2017-01-26,48512707592
2017-01-27,47995652355
2017-01-30,47628174956
2017-01-31,48194258073
2017-02-01,48039871768
2017-02-02,48207123598
2017-02-03,48554492784
2017-02-06,48464434106
2017-02-07,48400106479
2017-02-08,48580223834
2017-02-09,48966189596
2017-02-10,49570869289
2017-02-13,49467945086
2017-02-14,50227011083
2017-02-15,50329935286
2017-02-16,49429348509
2017-02-17,49660927966
2017-02-21,49043382748
2017-02-22,49107710375
2017-02-23,50046893728
2017-02-24,50342800811
2017-02-27,50574380268
2017-02-28,50458590540
2017-03-01,50458590540
2017-03-02,51076135758
2017-03-03,50703035522
2017-03-06,50561514743
2017-03-07,50368531862
2017-03-08,50458590540
2017-03-09,50136952405
2017-03-10,50291338710
2017-03-13,50214145558
2017-03-14,50355666337
2017-03-15,50934614979
2017-03-16,50960346030
2017-03-17,50960346030
2017-03-20,50291338710
2017-03-21,50227011083
2017-03-22,50587245794
2017-03-23,50458590540
2017-03-24,50458590540
2017-03-27,50394262913
2017-03-28,50625842370
2017-03-29,51256253113
2017-03-30,51307715215
2017-03-31,50870287352
2017-04-03,50394262913
2017-04-04,49339289832
2017-04-05,48850399867
2017-04-06,49403617459
2017-04-07,48940458545
2017-04-10,48901861969
2017-04-11,49519407187
2017-04-12,49583734814
2017-04-13,49403617459
2017-04-17,49197769053
2017-04-18,49429348509
2017-04-19,49467945086
2017-04-20,50278473185
2017-04-21,50535783692
2017-04-24,50574380268
2017-04-25,50677304471
2017-04-26,50767363149
2017-04-27,50805959725
2017-04-28,50587245794
2017-05-01,49413057556
2017-05-02,50214763099
2017-05-03,50354743432
2017-05-04,50252939554
2017-05-05,50074782766
2017-05-08,49947527918
2017-05-09,50252939554
2017-05-10,51360056733
2017-05-11,50571076674
2017-05-12,49183998829
2017-05-15,48929489132
2017-05-16,46931588016
2017-05-17,47567862257
2017-05-18,47389705469
2017-05-19,47249725136
2017-05-22,47911450347
2017-05-23,47338803530
2017-05-24,47071568349
2017-05-25,47962352286
2017-05-26,48051430680
2017-05-30,47618764196
2017-05-31,47847822923
2017-06-01,48293214891
2017-06-02,47860548408
2017-06-05,47733293559
2017-06-06,47071568349
2017-06-07,47211548682
2017-06-08,46308039259
2017-06-09,46880686076
2017-06-12,46931588016
2017-06-13,47033391894
2017-06-14,46549823471
2017-06-15,46155333442
2017-06-16,46091706018
2017-06-19,46028078593
2017-06-20,44653726233
2017-06-21,44157432325
2017-06-22,43750216811
2017-06-23,44068353931
2017-06-26,44501020415
2017-06-27,44513745900
2017-06-28,45442706292
2017-06-29,45226373050
2017-06-30,45913549230
2017-07-03,45531784685
2017-07-05,45290000474
2017-07-06,44730079142
2017-07-07,44755530111
2017-07-10,43699314871
2017-07-11,43648412932
2017-07-12,43864746174
2017-07-13,44526471385
2017-07-14,44411942021
2017-07-17,44768255596
2017-07-18,44501020415
2017-07-19,44730079142
2017-07-20,44284687173
2017-07-21,43852020689
2017-07-24,42566746722
2017-07-25,43712040356
2017-07-26,43572060023
2017-07-27,44310138143
2017-07-28,44284687173
2017-07-31,44450866101
2017-08-01,44716433153
2017-08-02,44589972652
2017-08-03,44008254348
2017-08-04,44362343750
2017-08-07,44691141053
2017-08-08,45209629107
2017-08-09,45057876506
2017-08-10,44425574001
2017-08-11,44931416005
2017-08-14,44020900398
2017-08-15,44362343750
2017-08-16,45260213307
2017-08-17,44425574001
2017-08-18,44564680552
2017-08-21,45184337007
2017-08-22,45272859358
2017-08-23,45260213307
2017-08-24,44830247604
2017-08-25,45310797508
2017-08-28,45399319859
2017-08-29,45196983057
2017-08-30,45563718510
2017-08-31,45715471111
2017-09-01,45766055311
2017-09-05,45740763211
2017-09-06,46170728915
2017-09-07,46107498664
2017-09-08,45778701362
2017-09-11,46056914464
2017-09-12,46499526217
2017-09-13,46461588067
2017-09-14,46284543366
2017-09-15,46625986718
2017-09-18,46423649917
2017-09-19,46056914464
2017-09-20,45791347412
2017-09-21,46044268414
2017-09-22,45803993462
2017-09-25,46689216969
2017-09-26,46651278818
2017-09-27,46891553770
2017-09-28,46752447219
2017-09-29,46625986718
2017-10-02,46411003867
2017-10-03,46676570919
2017-10-04,46575402518
2017-10-05,46663924869
2017-10-06,46537464368
2017-10-09,46170728915
2017-10-10,45690179011
2017-10-11,45879869762
2017-10-12,45386673808
2017-10-13,45563718510
2017-10-16,44994646255
2017-10-17,45399319859
2017-10-18,45083168606
2017-10-19,45159044907
2017-10-20,45576364560
2017-10-23,45652240861
2017-10-24,45361381708
2017-10-25,45171690957
2017-10-26,45196983057
2017-10-27,44602618702
2017-10-30,43546145585
2017-10-31,43835029735
2017-11-01,43784789013
2017-11-02,44086233344
2017-11-03,43081418909
2017-11-06,42855335661
2017-11-07,42893016202
2017-11-08,42692053315
2017-11-09,43495904863
2017-11-10,44098793524
2017-11-13,44437918396
2017-11-14,42666932954
2017-11-15,43357742878
2017-11-16,43370303059
2017-11-17,44601200742
2017-11-20,44714242366
2017-11-21,44739362727
2017-11-22,44312316592
2017-11-24,44513279479
2017-11-27,44563520201
2017-11-28,45631135538
2017-11-29,46962514665
2017-11-30,47452361702
2017-12-01,47314199717
2017-12-04,48356694694
2017-12-05,47477482063
2017-12-06,47138357191
2017-12-07,46372186184
2017-12-08,46397306545
2017-12-11,46033061312
2017-12-12,46234024199
2017-12-13,46409866725
2017-12-14,46108422395
2017-12-15,46573149071
2017-12-18,47402120980
2017-12-19,47766366213
2017-12-20,47603083867
2017-12-21,47917088378
2017-12-22,47891968017
2017-12-26,48633018663
2017-12-27,48344134513
2017-12-28,47967329100
2017-12-29,48017569822
2018-01-02,48168291987
2018-01-03,47289079356
2018-01-04,47377000619
2018-01-05,48457176137
2018-01-08,47515162604
2018-01-09,47414681161
2018-01-10,47891968017
2018-01-11,48281333611
2018-01-12,49160546242
2018-01-16,48092930904
2018-01-17,48092930904
2018-01-18,48519977039
2018-01-19,49549911835
2018-01-22,49901596888
2018-01-23,49813675625
2018-01-24,49775995083
2018-01-25,49775995083
2018-01-26,50567286451
2018-01-29,50768249338
2018-01-30,50454244827
2018-01-31,50441684647
2018-02-01,50303522662
2018-02-02,49286148046
2018-02-05,47552916449
2018-02-06,47502900234
2018-02-07,47640444825
2018-02-08,46490071879
2018-02-09,47290331320
2018-02-12,47327843481
2018-02-13,47240315105
2018-02-14,47865517793
2018-02-15,48753305610
2018-02-16,48690785341
2018-02-20,47752981309
2018-02-21,47415371857
2018-02-22,47765485363
2018-02-23,48740801556
2018-02-26,49290979921
2018-02-27,48328167782
2018-02-28,51691758243
2018-03-01,51791790673
2018-03-02,52304456878
2018-03-05,52416993361
2018-03-06,52767106867
2018-03-07,51654246082
2018-03-08,51679254190
2018-03-09,51679254190
2018-03-12,51566717706
2018-03-13,51454181222
2018-03-14,51191596093
2018-03-15,50853986641
2018-03-16,50904002856
2018-03-19,50891498803
2018-03-20,51166587985
2018-03-21,51816798781
2018-03-22,50641417728
2018-03-23,49941190717
2018-03-26,50678929889
2018-03-27,50291304222
2018-03-28,50453856921
2018-03-29,50991531233
2018-04-02,50366328545
2018-04-03,51479189329
2018-04-04,52504521738
2018-04-05,53117220372
2018-04-06,52166912286
2018-04-09,51654246082
2018-04-10,51504197437
2018-04-11,51304132577
2018-04-12,51591725813
2018-04-13,50803970426
2018-04-16,51729270405
2018-04-17,52166912286
2018-04-18,52004359587
2018-04-19,51666750136
2018-04-20,51566717706
2018-04-23,52041871749
2018-04-24,51941839319
2018-04-25,52104392017
2018-04-26,53204748748
2018-04-27,54080032512
2018-04-30,53042196049
2018-05-01,52254440663
2018-05-02,52216928501
2018-05-03,52241936609
2018-05-04,51791790673
2018-05-07,50840793221
2018-05-08,51262914581
2018-05-09,52082326633
2018-05-10,51685035941
2018-05-11,52194064640
2018-05-14,52715508673
2018-05-15,53125214699
2018-05-16,52889323351
2018-05-17,53547336059
2018-05-18,52641016668
2018-05-21,52578939998
2018-05-22,54279840772
2018-05-23,54565393457
2018-05-24,55086837490
2018-05-25,54701962132
2018-05-29,54863361476
2018-05-30,55732434864
2018-05-31,56067648885
2018-06-01,56129725556
2018-06-04,57694057655
2018-06-05,58364485698
2018-06-06,58538300375
2018-06-07,58662453717
2018-06-08,58935591067
2018-06-11,58985252404
2018-06-12,59233559086
2018-06-13,58811437726
2018-06-14,58699699719
2018-06-15,59072159742
2018-06-18,59568773107
2018-06-19,59444619766
2018-06-20,60040555804
2018-06-21,59779833787
2018-06-22,59022498406
2018-06-25,59109405745
2018-06-26,59072159742
2018-06-27,58488639039
2018-06-28,59183897750
2018-06-29,59084575077
2018-07-02,58923175733
2018-07-03,59072159742
2018-07-05,59022498406
2018-07-06,59320466425
2018-07-09,59407373764
2018-07-10,58985252404
2018-07-11,59196313084
2018-07-12,58513469707
2018-07-13,59183897750
2018-07-16,59096990411
