,FHN
2004-08-24,5512398386
2004-08-25,5527316921
2004-08-26,5554170282
2004-08-27,5572072523
2004-08-30,5592958471
2004-08-31,5651140754
2004-09-01,5606385152
2004-09-02,5573564377
2004-09-03,5601909592
2004-09-07,5682469676
2004-09-08,5552678429
2004-09-09,5584007351
2004-09-10,5616828126
2004-09-13,5570580670
2004-09-14,5527316921
2004-09-15,5481069465
2004-09-16,5545219162
2004-09-17,5518365800
2004-09-20,5509414680
2004-09-21,5510906533
2004-09-22,5461675370
2004-09-23,5407968647
2004-09-24,5472118344
2004-09-27,5445264983
2004-09-28,5490020585
2004-09-29,5500463559
2004-09-30,5392779860
2004-10-01,5392779860
2004-10-04,5300212764
2004-10-05,5339031223
2004-10-06,5377849683
2004-10-07,5347989329
2004-10-08,5361426488
2004-10-11,5315142940
2004-10-12,5286775604
2004-10-13,5280803534
2004-10-14,5227054897
2004-10-15,5310663887
2004-10-18,5361426488
2004-10-19,5359933471
2004-10-20,5241985074
2004-10-21,5236013003
2004-10-22,5225561880
2004-10-25,5173306261
2004-10-26,5244971109
2004-10-27,5333059152
2004-10-28,5397258913
2004-10-29,5383821754
2004-11-01,5350975365
2004-11-02,5321115011
2004-11-03,5385314771
2004-11-04,5491319027
2004-11-05,5404724001
2004-11-08,5410696072
2004-11-09,5349482347
2004-11-10,5353961400
2004-11-11,5385314771
2004-11-12,5501770150
2004-11-15,5452500567
2004-11-16,5461458673
2004-11-17,5428612284
2004-11-18,5428612284
2004-11-19,5407710036
2004-11-22,5449514532
2004-11-23,5467430744
2004-11-24,5467430744
2004-11-26,5483853938
2004-11-29,5464444708
2004-11-30,5434584355
2004-12-01,5485346956
2004-12-02,5479374885
2004-12-03,5491319027
2004-12-06,5418161160
2004-12-07,5337538206
2004-12-08,5391286842
2004-12-09,5347989329
2004-12-10,5295733710
2004-12-13,5385314771
2004-12-14,5452500567
2004-12-15,5359933471
2004-12-16,5346496312
2004-12-17,5359933471
2004-12-20,5327087082
2004-12-21,5386807789
2004-12-22,5316635958
2004-12-23,5342017259
2004-12-27,5298719746
2004-12-28,5318128976
2004-12-29,5347989329
2004-12-30,5347989329
2004-12-31,5375962964
2005-01-03,5369974701
2005-01-04,5310092073
2005-01-05,5305600876
2005-01-06,5328056861
2005-01-07,5292127284
2005-01-10,5301109679
2005-01-11,5301109679
2005-01-12,5295121416
2005-01-13,5275659562
2005-01-14,5260688904
2005-01-18,5326559796
2005-01-19,5368477636
2005-01-20,5346021650
2005-01-21,5368477636
2005-01-24,5362489373
2005-01-25,5365483504
2005-01-26,5360992307
2005-01-27,5325062730
2005-01-28,5280150759
2005-01-31,5308595007
2005-02-01,5319074467
2005-02-02,5281647824
2005-02-03,5338536321
2005-02-04,5432851461
2005-02-07,5522675404
2005-02-08,5518184207
2005-02-09,5401413081
2005-02-10,5366980570
2005-02-11,5405904278
2005-02-14,5390933621
2005-02-15,5431354395
2005-02-16,5423869067
2005-02-17,5331050993
2005-02-18,5290630219
2005-02-22,5238232919
2005-02-23,5271168364
2005-02-24,5299612613
2005-02-25,5325062730
2005-02-28,5307097941
2005-03-01,5344524584
2005-03-02,5313086204
2005-03-03,5290630219
2005-03-04,5337039256
2005-03-07,5399916015
2005-03-08,5486745827
2005-03-09,5301109679
2005-03-10,5331050993
2005-03-11,5286139022
2005-03-14,5289133153
2005-03-15,5268174233
2005-03-16,5176853225
2005-03-17,5202303342
2005-03-18,5121461793
2005-03-21,5220268130
2005-03-22,5075052756
2005-03-23,4995708274
2005-03-24,4988222945
2005-03-28,4988222945
2005-03-29,4994211208
2005-03-30,5046608508
2005-03-31,5096369874
2005-04-01,5021379146
2005-04-04,5021379146
2005-04-05,5018379517
2005-04-06,5054375067
2005-04-07,5078372100
2005-04-08,5022878961
2005-04-11,5040876736
2005-04-12,5048375808
2005-04-13,4970385451
2005-04-14,4895394723
2005-04-15,4844401028
2005-04-18,4914892313
2005-04-19,4931390273
2005-04-20,4899894167
2005-04-21,5003381372
2005-04-22,5034877477
2005-04-25,5168360973
2005-04-26,5129365795
2005-04-27,5241851887
2005-04-28,5165361344
2005-04-29,5189358377
2005-05-02,5231353185
2005-05-03,5217854854
2005-05-04,5288346138
2005-05-05,5144363940
2005-05-06,5159362086
2005-05-09,5135365053
2005-05-10,5078372100
2005-05-11,5106868576
2005-05-12,5069373212
2005-05-13,5028878219
2005-05-16,5130865609
2005-05-17,5187858563
2005-05-18,5259849661
2005-05-19,5285346509
2005-05-20,5301844469
2005-05-23,5262849291
2005-05-24,5202856708
2005-05-25,5168360973
2005-05-26,5174360232
2005-05-27,5268848549
2005-05-31,5276347622
2005-06-01,5282346880
2005-06-02,5249350960
2005-06-03,5183359119
2005-06-06,5225353927
2005-06-07,5223854112
2005-06-08,5145863755
2005-06-09,5147363569
2005-06-10,5141364311
2005-06-13,5138364682
2005-06-14,5157862271
2005-06-15,5228353556
2005-06-16,5285346509
2005-06-17,5333340575
2005-06-20,5321342058
2005-06-21,5318342429
2005-06-22,5405331674
2005-06-23,5351338350
2005-06-24,5330340946
2005-06-27,5355837793
2005-06-28,5393333157
2005-06-29,5355837793
2005-06-30,5310994859
2005-07-01,5295889641
2005-07-05,5409178780
2005-07-06,5412199824
2005-07-07,5409178780
2005-07-08,5443920783
2005-07-11,5472620698
2005-07-12,5567783575
2005-07-13,5605546622
2005-07-14,5566273054
2005-07-15,5536062616
2005-07-18,5291358075
2005-07-19,5203747807
2005-07-20,5235468766
2005-07-21,5123690149
2005-07-22,5200726763
2005-07-25,5200726763
2005-07-26,5182600501
2005-07-27,5193174154
2005-07-28,5182600501
2005-07-29,5132753280
2005-08-01,5137284845
2005-08-02,5152390064
2005-08-03,5123690149
2005-08-04,5070821884
2005-08-05,5016443097
2005-08-08,5017953618
2005-08-09,5020974662
2005-08-10,5010401009
2005-08-11,5036079881
2005-08-12,5034569359
2005-08-15,5099521799
2005-08-16,5134263802
2005-08-17,5082906058
2005-08-18,5055716665
2005-08-19,5114627017
2005-08-22,5122179627
2005-08-23,5078374493
2005-08-24,5017953618
2005-08-25,5040611446
2005-08-26,4921280219
2005-08-29,4921280219
2005-08-30,4898622391
2005-08-31,4918259176
2005-09-01,4963574831
2005-09-02,4901643435
2005-09-06,4933364394
2005-09-07,4915238132
2005-09-08,4866901432
2005-09-09,4915238132
2005-09-12,4892580304
2005-09-13,4848775170
2005-09-14,4797417427
2005-09-15,4827627864
2005-09-16,4872943520
2005-09-19,4888048738
2005-09-20,4877475085
2005-09-21,4727933421
2005-09-22,4685638809
2005-09-23,4682617766
2005-09-26,4690170375
2005-09-27,4658449416
2005-09-28,4587454888
2005-09-29,4643344197
2005-09-30,4561175021
2005-10-03,4634985317
2005-10-04,4522010375
2005-10-05,4499415386
2005-10-06,4493390056
2005-10-07,4490377391
2005-10-10,4413554430
2005-10-11,4409035432
2005-10-12,4412048097
2005-10-13,4413554430
2005-10-14,4624440989
2005-10-17,4612390329
2005-10-18,4532554703
2005-10-19,4570213017
2005-10-20,4585276343
2005-10-21,4591301673
2005-10-24,4677162629
2005-10-25,4680175294
2005-10-26,4713314611
2005-10-27,4704276616
2005-10-28,4839846547
2005-10-31,4853403540
2005-11-01,4824783221
2005-11-02,4862441535
2005-11-03,4763023586
2005-11-04,4814238893
2005-11-07,4895580852
2005-11-08,4835327549
2005-11-09,4851897207
2005-11-10,4987467139
2005-11-11,5022112788
2005-11-14,4990479804
2005-11-15,4874492196
2005-11-16,4844365545
2005-11-17,4927213836
2005-11-18,4964872150
2005-11-21,4874492196
2005-11-22,4901606182
2005-11-23,4931732834
2005-11-25,4952821490
2005-11-28,4927213836
2005-11-29,4913656843
2005-11-30,4883530191
2005-12-01,4904618847
2005-12-02,4891061854
2005-12-05,4901606182
2005-12-06,4856416205
2005-12-07,4839846547
2005-12-08,4832314884
2005-12-09,4872985863
2005-12-12,4898593517
2005-12-13,4931732834
2005-12-14,4939264497
2005-12-15,4946796159
2005-12-16,4948302492
2005-12-19,4943783494
2005-12-20,4933239166
2005-12-21,4942277162
2005-12-22,4945289827
2005-12-23,4978429143
2005-12-27,4933239166
2005-12-28,4880517526
2005-12-29,4862441535
2005-12-30,4823276889
2006-01-03,4942277162
2006-01-04,4969391148
2006-01-05,4969391148
2006-01-06,5002530464
2006-01-09,5097429416
2006-01-10,5049226774
2006-01-11,5014581125
2006-01-12,4936251831
2006-01-13,4957340487
2006-01-17,4906125180
2006-01-18,4888049189
2006-01-19,4845871877
2006-01-20,4668124634
2006-01-23,4734403267
2006-01-24,4824783221
2006-01-25,4785618574
2006-01-26,4806707230
2006-01-27,4784112242
2006-01-30,4766036251
2006-01-31,4752479258
2006-02-01,4812732561
2006-02-02,4826289554
2006-02-03,4811226228
2006-02-06,4808213563
2006-02-07,4821770556
2006-02-08,4882023859
2006-02-09,4882023859
2006-02-10,4817251558
2006-02-13,4803694565
2006-02-14,4862441535
2006-02-15,4859428870
2006-02-16,4898593517
2006-02-17,4856416205
2006-02-21,4875998529
2006-02-22,5062783767
2006-02-23,5032657116
2006-02-24,5028138118
2006-02-27,5032657116
2006-02-28,4907631513
2006-03-01,4948302492
2006-03-02,4979935476
2006-03-03,4934745499
2006-03-06,4927213836
2006-03-07,4934745499
2006-03-08,4954327822
2006-03-09,4874492196
2006-03-10,4912150510
2006-03-13,5010062127
2006-03-14,5085378756
2006-03-15,5041695111
2006-03-16,5153163721
2006-03-17,5196847366
2006-03-20,5150151056
2006-03-21,5159189052
2006-03-22,5204379029
2006-03-23,5198353699
2006-03-24,5213417024
2006-03-27,5202872696
2006-03-28,5189315703
2006-03-29,5229986683
2006-03-30,5175758710
2006-03-31,5151082550
2006-04-03,5122877775
2006-04-04,5206007637
2006-04-05,5211945485
2006-04-06,5220852256
2006-04-07,5159989321
2006-04-10,5189678557
2006-04-11,5062014840
2006-04-12,5094673000
2006-04-13,5115455466
2006-04-17,5033810065
2006-04-18,5161473782
2006-04-19,5152567011
2006-04-20,5090219615
2006-04-21,4981853901
2006-04-24,5005605290
2006-04-25,5018965447
2006-04-26,5020449909
2006-04-27,5155535935
2006-04-28,5246088107
2006-05-01,5127331160
2006-05-02,5096157462
2006-05-03,5085766229
2006-05-04,5118424389
2006-05-05,5174833939
2006-05-08,5182256248
2006-05-09,5194131943
2006-05-10,5149598088
2006-05-11,5048654683
2006-05-12,5036778989
2006-05-15,5088735153
2006-05-16,5045685760
2006-05-17,4944742355
2006-05-18,4944742355
2006-05-19,5021934370
2006-05-22,5053108069
2006-05-23,4980369439
2006-05-24,4983338363
2006-05-25,4977400515
2006-05-26,5032325603
2006-05-30,4935835584
2006-05-31,4941773432
2006-06-01,5002636367
2006-06-02,5001151905
2006-06-05,4916537580
2006-06-06,4920990966
2006-06-07,4925444351
2006-06-08,5038263451
2006-06-09,5005605290
2006-06-12,4940288970
2006-06-13,4894270653
2006-06-14,4809656329
2006-06-15,4885363882
2006-06-16,4904661886
2006-06-19,4833407718
2006-06-20,4811140791
2006-06-21,4842314489
2006-06-22,4796296172
2006-06-23,4778482630
2006-06-26,4851221260
2006-06-27,4808171867
2006-06-28,4830438794
2006-06-29,4940288970
2006-06-30,4990879433
2006-07-03,5010252808
2006-07-05,4958093722
2006-07-06,4941700866
2006-07-07,4971506058
2006-07-10,4974486578
2006-07-11,4977467097
2006-07-12,4896993078
2006-07-13,4859736588
2006-07-14,4838872953
2006-07-17,4891032040
2006-07-18,4894012559
2006-07-19,5016213847
2006-07-20,4944681385
2006-07-21,4956603462
2006-07-24,5040058001
2006-07-25,5056450856
2006-07-26,5092217087
2006-07-27,5038567741
2006-07-28,5157788510
2006-07-31,5202496298
2006-08-01,5177161885
2006-08-02,5202496298
2006-08-03,5226340452
2006-08-04,5308304730
2006-08-07,5242733307
2006-08-08,5195045000
2006-08-09,5120532019
2006-08-10,5120532019
2006-08-11,5078804750
2006-08-14,5077314491
2006-08-15,5165239808
2006-08-16,5208457336
2006-08-17,5202496298
2006-08-18,5209947596
2006-08-21,5172691106
2006-08-22,5172691106
2006-08-23,5117551500
2006-08-24,5072843712
2006-08-25,4961074241
2006-08-28,4971506058
2006-08-29,4776282050
2006-08-30,4734554780
2006-08-31,4740515819
2006-09-01,4740515819
2006-09-05,4742006079
2006-09-06,4747967117
2006-09-07,4718161925
2006-09-08,4730084002
2006-09-11,4742006079
2006-09-12,4850795030
2006-09-13,4803106723
2006-09-14,4807577501
2006-09-15,4843343732
2006-09-18,4807577501
2006-09-19,4791184646
2006-09-20,4838872953
2006-09-21,4801616463
2006-09-22,4812048280
2006-09-25,4883580741
2006-09-26,4898483338
2006-09-27,4861226847
2006-09-28,4859736588
2006-09-29,4718161925
2006-10-02,4760584369
2006-10-03,4777025948
2006-10-04,4818877239
2006-10-05,4836813506
2006-10-06,4784499392
2006-10-09,4814393172
2006-10-10,4836813506
2006-10-11,4853255085
2006-10-12,4851760396
2006-10-13,4887632931
2006-10-16,4866707286
2006-10-17,4824855995
2006-10-18,4830834751
2006-10-19,4763573747
2006-10-20,4794962215
2006-10-23,4771047192
2006-10-24,4765068436
2006-10-25,4833824128
2006-10-26,4936957667
2006-10-27,4893611687
2006-10-30,4884643553
2006-10-31,4896601065
2006-11-01,4845781640
2006-11-02,4833824128
2006-11-03,4832329440
2006-11-06,4844286951
2006-11-07,4836813506
2006-11-08,4905569199
2006-11-09,4917526711
2006-11-10,4911547955
2006-11-13,4917526711
2006-11-14,4941441734
2006-11-15,4932473601
2006-11-16,5020660250
2006-11-17,4977314270
2006-11-20,4993755848
2006-11-21,4963862069
2006-11-22,4975819581
2006-11-24,5019165561
2006-11-27,4960872691
2006-11-28,4926494845
2006-11-29,4965356758
2006-11-30,4963862069
2006-12-01,4983293025
2006-12-04,5044575273
2006-12-05,5031123073
2006-12-06,5016176183
2006-12-07,4984787714
2006-12-08,5031123073
2006-12-11,5053543407
2006-12-12,5089415942
2006-12-13,5077458431
2006-12-14,5090910631
2006-12-15,5143224745
2006-12-18,5123793789
2006-12-19,5123793789
2006-12-20,5137245989
2006-12-21,5138740678
2006-12-22,5135751300
2006-12-26,5180591970
2006-12-27,5217959194
2006-12-28,5203012304
2006-12-29,5203012304
2007-01-03,5229878472
2007-01-04,5202796247
2007-01-05,5106503893
2007-01-08,5065880557
2007-01-09,5095971917
2007-01-10,5094467349
2007-01-11,5094467349
2007-01-12,5086944509
2007-01-16,5040302900
2007-01-17,5004193267
2007-01-18,5020743516
2007-01-19,5017734380
2007-01-22,5029770924
2007-01-23,5064375988
2007-01-24,5074907965
2007-01-25,5044816604
2007-01-26,5064375988
2007-01-29,5041807468
2007-01-30,5505214421
2007-01-31,5464591084
2007-02-01,5458572812
2007-02-02,5479636765
2007-02-05,5478132197
2007-02-06,5553360598
2007-02-07,5592479367
2007-02-08,5575929119
2007-02-09,5521764670
2007-02-12,5484150469
2007-02-13,5505214421
2007-02-14,5514241829
2007-02-15,5536810350
2007-02-16,5604515911
2007-02-20,5645139248
2007-02-21,5657175792
2007-02-22,5642130112
2007-02-23,5596993071
2007-02-26,5556369734
2007-02-27,5383344411
2007-02-28,5408922067
2007-03-01,5372812435
2007-03-02,5393876387
2007-03-05,5259969832
2007-03-06,5372812435
2007-03-07,5308116009
2007-03-08,5342721074
2007-03-09,5305106873
2007-03-12,5275015513
2007-03-13,5138099822
2007-03-14,5077917101
2007-03-15,5147127230
2007-03-16,5130576982
2007-03-19,5178723159
2007-03-20,5208814519
2007-03-21,5345730210
2007-03-22,5297584033
2007-03-23,5317143418
2007-03-26,5297584033
2007-03-27,5276520081
2007-03-28,5195273407
2007-03-29,5211823655
2007-03-30,5205805383
2007-04-02,5064677550
2007-04-03,5097918274
2007-04-04,5022371174
2007-04-05,5022371174
2007-04-09,4972510089
2007-04-10,4987619508
2007-04-11,4907539583
2007-04-12,4893941105
2007-04-13,4952867843
2007-04-16,4972510089
2007-04-17,4990641392
2007-04-18,5185552909
2007-04-19,4951356901
2007-04-20,4980064799
2007-04-23,4880342627
2007-04-24,4877320743
2007-04-25,4954378785
2007-04-26,5020860232
2007-04-27,4987619508
2007-04-30,4934736539
2007-05-01,4963444437
2007-05-02,4960422553
2007-05-03,5026904000
2007-05-04,5038991536
2007-05-07,5087341680
2007-05-08,5066188492
2007-05-09,5123604288
2007-05-10,4981575741
2007-05-11,5002728928
2007-05-14,4989130450
2007-05-15,4949845959
2007-05-16,4980064799
2007-05-17,5010283638
2007-05-18,5026904000
2007-05-21,5010283638
2007-05-22,5087341680
2007-05-23,5070721318
2007-05-24,5025393058
2007-05-25,5070721318
2007-05-29,5085830738
2007-05-30,5100940158
2007-05-31,5070721318
2007-06-01,5093385448
2007-06-04,5073743202
2007-06-05,5046546246
2007-06-06,5022371174
2007-06-07,4898473931
2007-06-08,4960422553
2007-06-11,4937758423
2007-06-12,4836525309
2007-06-13,4847101903
2007-06-14,4854656613
2007-06-15,4889408279
2007-06-18,4912072409
2007-06-19,4958911611
2007-06-20,4934736539
2007-06-21,4957400669
2007-06-22,4958911611
2007-06-25,4949845959
2007-06-26,4924159945
2007-06-27,4904517699
2007-06-28,4933225597
2007-06-29,4909050525
2007-07-02,4940476150
2007-07-03,4919291872
2007-07-05,4889028619
2007-07-06,4898107595
2007-07-09,4858765365
2007-07-10,4743765001
2007-07-11,4801265183
2007-07-12,4872383829
2007-07-13,4889028619
2007-07-16,4855739040
2007-07-17,4843633738
2007-07-18,4757383465
2007-07-19,4727120212
2007-07-20,4556132829
2007-07-23,4474422044
2007-07-24,4277710896
2007-07-25,4277710896
2007-07-26,4096131374
2007-07-27,4065868121
2007-07-30,4071920771
2007-07-31,3997775800
2007-08-01,3990209987
2007-08-02,3961459896
2007-08-03,3636129920
2007-08-06,3788959350
2007-08-07,4049223331
2007-08-08,4251987130
2007-08-09,4059815470
2007-08-10,3905472877
2007-08-13,3776854049
2007-08-14,3658827360
2007-08-15,3578629738
2007-08-16,3922117666
2007-08-17,4040144355
2007-08-20,3996262637
2007-08-21,4028039054
2007-08-22,4005341613
2007-08-23,3873696460
2007-08-24,3867643810
2007-08-27,3791985676
2007-08-28,3637643082
2007-08-29,3742051307
2007-08-30,3746590795
2007-08-31,3867643810
2007-09-04,3863104322
2007-09-05,3829814743
2007-09-06,3837380556
2007-09-07,3755669771
2007-09-10,3739024982
2007-09-11,3737511819
2007-09-12,3713301216
2007-09-13,3689090613
2007-09-14,3731459168
2007-09-17,3689090613
2007-09-18,3878235948
2007-09-19,3847972695
2007-09-20,3704222240
2007-09-21,3657314197
2007-09-24,3545340159
2007-09-25,3557445460
2007-09-26,3486326814
2007-09-27,3478761001
2007-09-28,3360734312
2007-10-01,3464563584
2007-10-02,3523592845
2007-10-03,3558404974
2007-10-04,3497862141
2007-10-05,3553864261
2007-10-08,3447914305
2007-10-09,3425210743
2007-10-10,3408561464
2007-10-11,3335910065
2007-10-12,3258717953
2007-10-15,3190607267
2007-10-16,3092225164
2007-10-17,3157308709
2007-10-18,2987788778
2007-10-19,3055899465
2007-10-22,3119469439
2007-10-23,3145200143
2007-10-24,3058926607
2007-10-25,3101306589
2007-10-26,3205742975
2007-10-29,3252663670
2007-10-30,3236014391
2007-10-31,3288989370
2007-11-01,3037736615
2007-11-02,2925732375
2007-11-05,2918164521
2007-11-06,3004438057
2007-11-07,2848540264
2007-11-08,2789511002
2007-11-09,2869730255
2007-11-12,2863675972
2007-11-13,3021087336
2007-11-14,2934813800
2007-11-15,2775888865
2007-11-16,2659343913
2007-11-19,2541285389
2007-11-20,2541285389
2007-11-21,2623018213
2007-11-23,2722913887
2007-11-26,2535231106
2007-11-27,2656316771
2007-11-28,2774375294
2007-11-29,2659343913
2007-11-30,2783456719
2007-12-03,2834918127
2007-12-04,2783456719
2007-12-05,2845513122
2007-12-06,2975680212
2007-12-07,2874270968
2007-12-10,2962058075
2007-12-11,2713832462
2007-12-12,2573070377
2007-12-13,2511013973
2007-12-14,2442903287
2007-12-17,2415659012
2007-12-18,2465606849
2007-12-19,2339980472
2007-12-20,2312736197
2007-12-21,2495878265
2007-12-24,2343007613
2007-12-26,2270356215
2007-12-27,2312736197
2007-12-28,2280951210
2007-12-31,2288984503
2008-01-02,2204207299
2008-01-03,2111860702
2008-01-04,2058874950
2008-01-07,2086124765
2008-01-08,1955931202
2008-01-09,2080069251
2008-01-10,2175443605
2008-01-11,2204207299
2008-01-14,2263248566
2008-01-15,2316234319
2008-01-16,2384358858
2008-01-17,2078555372
2008-01-18,2024055741
2008-01-22,2043736164
2008-01-23,2381331100
2008-01-24,2513038542
2008-01-25,2467622183
2008-01-28,2682592950
2008-01-29,2649287620
2008-01-30,2576621445
2008-01-31,2731037066
2008-02-01,2788564454
2008-02-04,2609926775
2008-02-05,2382844979
2008-02-06,2379817222
2008-02-07,2426747459
2008-02-08,2331373105
2008-02-11,2296553896
2008-02-12,2366192314
2008-02-13,2373761707
2008-02-14,2255679173
2008-02-15,2328345348
2008-02-19,2245082023
2008-02-20,2338942498
2008-02-21,2249623659
2008-02-22,2413122552
2008-02-25,2429775217
2008-02-26,2420691945
2008-02-27,2396469887
2008-02-28,2302609411
2008-02-29,2048277799
2008-03-03,2111860702
2008-03-04,2139110518
2008-03-05,2033139013
2008-03-06,2018000227
2008-03-07,2058874950
2008-03-10,2049791678
2008-03-11,2189068513
2008-03-12,2178471362
2008-03-13,2199665663
2008-03-14,2111860702
2008-03-17,2061902707
2008-03-18,2158790940
2008-03-19,2070985979
2008-03-20,2164846455
2008-03-24,2228429358
2008-03-25,2235998751
2008-03-26,2089152523
2008-03-27,1983181018
2008-03-28,1860556848
2008-03-31,2404959621
2008-04-01,2565702424
2008-04-02,2510060684
2008-04-03,2516243100
2008-04-04,2339013856
2008-04-07,2448236530
2008-04-08,2374047544
2008-04-09,2258642455
2008-04-10,2283372117
2008-04-11,2248338429
2008-04-14,2001041810
2008-04-15,2021649861
2008-04-16,2161784612
2008-04-17,2170027833
2008-04-18,2242156014
2008-04-21,2031953887
2008-04-22,2011345836
2008-04-23,1850603033
2008-04-24,2003102615
2008-04-25,1846481423
2008-04-28,1887697526
2008-04-29,1900062357
2008-04-30,1854724644
2008-05-01,1959825707
2008-05-02,1910366383
2008-05-05,1908305578
2008-05-06,1951582486
2008-05-07,1871211085
2008-05-08,1778474853
2008-05-09,1764049216
2008-05-12,1766110022
2008-05-13,1720772308
2008-05-14,1720772308
2008-05-15,1733137139
2008-05-16,1702225062
2008-05-19,1689860231
2008-05-20,1613610440
2008-05-21,1588880778
2008-05-22,1586819973
2008-05-23,1557968700
2008-05-27,1601245609
2008-05-28,1551786285
2008-05-29,1652765738
2008-05-30,1646583322
2008-06-02,1648644128
2008-06-03,1650704933
2008-06-04,1720772308
2008-06-05,1681617010
2008-06-06,1607428024
2008-06-09,1524995818
2008-06-10,1545603870
2008-06-11,1419894755
2008-06-12,1446685222
2008-06-13,1434320391
2008-06-16,1492022935
2008-06-17,1391043483
2008-06-18,1370435431
2008-06-19,1347766574
2008-06-20,1343644964
2008-06-23,1337462548
2008-06-24,1343644964
2008-06-25,1335401743
2008-06-26,1294185640
2008-06-27,1308611276
2008-06-30,1450468221
2008-07-01,1541854749
2008-07-02,1497333107
2008-07-03,1380170892
2008-07-07,1223173524
2008-07-08,1394230358
2008-07-09,1265351922
2008-07-10,1305187075
2008-07-11,1307530319
2008-07-14,984162606
2008-07-15,1150532951
2008-07-16,1464527687
2008-07-17,1605122345
2008-07-18,1654330475
2008-07-21,1553570970
2008-07-22,1806641355
2008-07-23,2071427961
2008-07-24,1834760286
2008-07-25,1785552156
2008-07-28,1640271010
2008-07-29,1841790019
2008-07-30,1853506241
2008-07-31,1834760286
2008-08-01,1888654905
2008-08-04,1848819752
2008-08-05,2031592808
2008-08-06,1998787387
2008-08-07,2008160365
2008-08-08,2151098267
2008-08-11,2216709107
2008-08-12,2097203648
2008-08-13,2064398228
2008-08-14,2165157733
2008-08-15,2214365863
2008-08-18,2195619909
2008-08-19,2087830671
2008-08-20,2031592808
2008-08-21,1982384677
2008-08-22,2038622540
2008-08-25,1963638723
2008-08-26,1975354944
2008-08-27,2012846853
2008-08-28,2137038801
2008-08-29,2193276664
2008-09-02,2282319948
2008-09-03,2291692925
2008-09-04,2148755023
2008-09-05,2265917238
2008-09-08,2434630827
2008-09-09,2244828039
2008-09-10,2176873954
2008-09-11,2195619909
2008-09-12,2333871322
2008-09-15,2216709107
2008-09-16,2324498345
2008-09-17,2202649642
2008-09-18,2654895791
2008-09-19,2917339153
2008-09-22,2502584912
2008-09-23,2364333498
2008-09-24,2383079453
2008-09-25,2413541629
2008-09-26,2268260482
2008-09-29,1457497954
2008-09-30,1884573177
2008-10-01,2261956612
2008-10-02,2273676595
2008-10-03,2212732686
2008-10-06,2018180977
2008-10-07,1828317262
2008-10-08,1741589392
2008-10-09,1523597718
2008-10-10,1631421557
2008-10-13,1851757227
2008-10-14,2264300609
2008-10-15,2250236630
2008-10-16,2278364588
2008-10-17,2322900521
2008-10-20,2283052581
2008-10-21,2325244518
2008-10-22,2254924623
2008-10-23,2114284833
2008-10-24,1739245395
2008-10-27,1929109111
2008-10-28,2205700697
2008-10-29,2327588514
2008-10-30,2348684482
2008-10-31,2397908409
2008-11-03,2395564412
2008-11-04,2435412353
2008-11-05,2280708584
2008-11-06,2137724798
2008-11-07,2266644605
2008-11-10,2189292721
2008-11-11,2133036805
2008-11-12,1971301048
2008-11-13,2029900960
2008-11-14,1968957051
2008-11-17,1856445220
2008-11-18,2048652932
2008-11-19,1893949163
2008-11-20,1603293599
2008-11-21,1626733564
2008-11-24,1908013142
2008-11-25,2013492984
2008-11-26,2050996928
2008-11-28,2151788777
2008-12-01,1795501311
2008-12-02,1999429005
2008-12-03,2097876858
2008-12-04,2022868970
2008-12-05,2170540749
2008-12-08,2140068795
2008-12-09,2013492984
2008-12-10,1997085009
2008-12-11,1818941276
2008-12-12,1961925062
2008-12-15,1947861083
2008-12-16,2072092897
2008-12-17,2090844869
2008-12-18,2133036805
2008-12-19,2093188865
2008-12-22,2111940837
2008-12-23,2020524974
2008-12-24,1990053020
2008-12-26,1947861083
2008-12-29,1997085009
2008-12-30,2069748900
2008-12-31,2165882759
2009-01-02,2294804351
2009-01-05,2191667077
2009-01-06,2208075280
2009-01-07,2111970092
2009-01-08,2147130527
2009-01-09,2013520876
2009-01-12,1835374675
2009-01-13,1868191081
2009-01-14,1753333662
2009-01-15,1528306881
2009-01-16,1807246328
2009-01-20,1643164300
2009-01-21,1898663457
2009-01-22,1774429922
2009-01-23,1896319428
2009-01-26,1779117980
2009-01-27,1875223168
2009-01-28,2123690237
2009-01-29,1964296268
2009-01-30,1950232094
2009-02-02,1870535110
2009-02-03,1901007486
2009-02-04,1957264181
2009-02-05,2029929079
2009-02-06,2104938006
2009-02-09,2177602903
2009-02-10,1823654530
2009-02-11,1950232094
2009-02-12,1919759718
2009-02-13,1884599283
2009-02-17,1807246328
2009-02-18,1772085893
2009-02-19,1725205314
2009-02-20,1762709777
2009-02-23,1772085893
2009-02-24,1931479863
2009-02-25,1891631370
2009-02-26,1954920152
2009-02-27,1879911225
2009-03-02,1795526183
2009-03-03,1790838125
2009-03-04,1823654530
2009-03-05,1643164300
2009-03-06,1624412069
2009-03-09,1664260561
2009-03-10,1910383602
2009-03-11,1980704471
2009-03-12,2086185774
2009-03-13,2060401455
2009-03-16,2062745484
2009-03-17,2212763338
2009-03-18,2311212554
2009-03-19,2252611830
2009-03-20,2074465629
2009-03-23,2346372988
2009-03-24,2236203627
2009-03-25,2233859598
2009-03-26,2290116293
2009-03-27,2278396149
2009-03-30,2135410382
2009-03-31,2259620347
2009-04-01,2322908469
2009-04-02,2348692519
2009-04-03,2376820573
2009-04-06,2332284487
2009-04-07,2325252473
2009-04-08,2339316500
2009-04-09,2615909033
