,BAX
2004-08-24,10590300000
2004-08-25,10602599999
2004-08-26,10301250000
2004-08-27,10227450000
2004-08-30,10061400000
2004-08-31,10202850000
2004-09-01,10295099999
2004-09-02,10436550000
2004-09-03,10485750000
2004-09-07,10424250000
2004-09-08,10393500000
2004-09-09,10479600000
2004-09-10,10553400000
2004-09-13,10645650000
2004-09-14,10750200000
2004-09-15,10750200000
2004-09-16,10707150000
2004-09-17,10762500000
2004-09-20,10713300000
2004-09-21,10750200000
2004-09-22,10707150000
2004-09-23,10688700000
2004-09-24,10725600000
2004-09-27,10596450000
2004-09-28,10651800000
2004-09-29,10707150000
2004-09-30,10813930000
2004-10-01,10894400000
2004-10-04,10900590000
2004-10-05,10820120000
2004-10-06,10844880000
2004-10-07,10622040000
2004-10-08,10473480000
2004-10-11,10485860000
2004-10-12,10405390000
2004-10-13,10504430000
2004-10-14,10553950000
2004-10-15,10498240000
2004-10-18,10535380000
2004-10-19,10485860000
2004-10-20,10430150000
2004-10-21,10306350000
2004-10-22,10089700000
2004-10-25,9978280000
2004-10-26,10108269999
2004-10-27,10281590000
2004-10-28,10244450000
2004-10-29,10343490000
2004-11-01,10386820000
2004-11-02,10312540000
2004-11-03,10399200000
2004-11-04,10578710000
2004-11-05,10622040000
2004-11-08,10572519999
2004-11-09,10727269999
2004-11-10,10677750000
2004-11-11,10696320000
2004-11-12,10758220000
2004-11-15,10752030000
2004-11-16,10690130000
2004-11-17,10702510000
2004-11-18,10745840000
2004-11-19,10677750000
2004-11-22,10789170000
2004-11-23,10795360000
2004-11-24,10832500000
2004-11-26,10863450000
2004-11-29,10745840000
2004-11-30,10640610000
2004-12-01,10820120000
2004-12-02,10882019999
2004-12-03,10770600000
2004-12-06,10739650000
2004-12-07,10826309999
2004-12-08,10801550000
2004-12-09,10776790000
2004-12-10,10758220000
2004-12-13,10776790000
2004-12-14,10925350000
2004-12-15,10962490000
2004-12-16,11278180000
2004-12-17,11265800000
2004-12-20,11197710000
2004-12-21,11278180000
2004-12-22,11401980000
2004-12-23,11593870000
2004-12-27,11476260000
2004-12-28,11593870000
2004-12-29,11600059999
2004-12-30,11631010000
2004-12-31,11612440000
2005-01-03,11643390000
2005-01-04,11618630000
2005-01-05,11742430000
2005-01-06,11791950000
2005-01-07,11928130000
2005-01-10,11915750000
2005-01-11,11959080000
2005-01-12,11872420000
2005-01-13,11569110000
2005-01-14,11550540000
2005-01-18,11785760000
2005-01-19,11884800000
2005-01-20,11785760000
2005-01-21,11761000000
2005-01-24,11767190000
2005-01-25,11587680000
2005-01-26,11655769999
2005-01-27,11482450000
2005-01-28,11340080000
2005-01-31,11352460000
2005-02-01,11408170000
2005-02-02,11420550000
2005-02-03,11593870000
2005-02-04,11804330000
2005-02-07,11730050000
2005-02-08,11748620000
2005-02-09,11593870000
2005-02-10,11482450000
2005-02-11,11569110000
2005-02-14,11538160000
2005-02-15,11562920000
2005-02-16,11531970000
2005-02-17,11569110000
2005-02-18,11909559999
2005-02-22,11761000000
2005-02-23,11977650000
2005-02-24,12095260000
2005-02-25,12188110000
2005-02-28,11990030000
2005-03-01,11946700000
2005-03-02,11884800000
2005-03-03,11798140000
2005-03-04,11860040000
2005-03-07,11866230000
2005-03-08,11829090000
2005-03-09,11785760000
2005-03-10,11884800000
2005-03-11,11785760000
2005-03-14,11717670000
2005-03-15,11550540000
2005-03-16,11271990000
2005-03-17,11439120000
2005-03-18,11395790000
2005-03-21,11358650000
2005-03-22,11222470000
2005-03-23,11358650000
2005-03-24,11470070000
2005-03-28,11364840000
2005-03-29,11327700000
2005-03-30,11525780000
2005-03-31,11463660000
2005-04-01,11382929999
2005-04-04,11376720000
2005-04-05,11575440000
2005-04-06,11531970000
2005-04-07,11730690000
2005-04-08,11625120000
2005-04-11,11656170000
2005-04-12,11792789999
2005-04-13,11712060000
2005-04-14,11730690000
2005-04-15,11643750000
2005-04-18,11494710000
2005-04-19,11376720000
2005-04-20,11482289999
2005-04-21,12177810000
2005-04-22,12357900000
2005-04-25,12326850000
2005-04-26,12395160000
2005-04-27,12488310000
2005-04-28,12277170000
2005-04-29,12513150000
2005-05-02,12444840000
2005-05-03,12413789999
2005-05-04,12618720000
2005-05-05,12575250000
2005-05-06,12649770000
2005-05-09,12662190000
2005-05-10,12699450000
2005-05-11,12817440000
2005-05-12,12680820000
2005-05-13,12606300000
2005-05-16,12569039999
2005-05-17,12581460000
2005-05-18,12600090000
2005-05-19,12482100000
2005-05-20,12506940000
2005-05-23,12655980000
2005-05-24,12525570000
2005-05-25,12432420000
2005-05-26,12463470000
2005-05-27,12463470000
2005-05-31,12451050000
2005-06-01,12494520000
2005-06-02,12457260000
2005-06-03,12444840000
2005-06-06,12457260000
2005-06-07,12420000000
2005-06-08,12314429999
2005-06-09,12345480000
2005-06-10,12320640000
2005-06-13,12302010000
2005-06-14,12270960000
2005-06-15,12277170000
2005-06-16,12407580000
2005-06-17,12494520000
2005-06-20,12643560000
2005-06-21,12662190000
2005-06-22,12624929999
2005-06-23,12401370000
2005-06-24,12482100000
2005-06-27,12531780000
2005-06-28,12724289999
2005-06-29,12618720000
2005-06-30,12533300000
2005-07-01,12527080000
2005-07-05,12676360000
2005-07-06,12545740000
2005-07-07,12670140000
2005-07-08,12875400000
2005-07-11,12850520000
2005-07-12,12925160000
2005-07-13,12806980000
2005-07-14,12962480000
2005-07-15,12931380000
2005-07-18,12850520000
2005-07-19,12800759999
2005-07-20,13037120000
2005-07-21,13236160000
2005-07-22,13149080000
2005-07-25,13117980000
2005-07-26,13074440000
2005-07-27,13211279999
2005-07-28,13453860000
2005-07-29,13267259999
2005-08-01,13254820000
2005-08-02,13385440000
2005-08-03,13379220000
2005-08-04,13435200000
2005-08-05,13298360000
2005-08-08,13279700000
2005-08-09,13366779999
2005-08-10,13428980000
2005-08-11,13702660000
2005-08-12,13615580000
2005-08-15,13466300000
2005-08-16,13553380000
2005-08-17,13460080000
2005-08-18,13354340000
2005-08-19,13379220000
2005-08-22,13478740000
2005-08-23,13366779999
2005-08-24,13267259999
2005-08-25,13229940000
2005-08-26,13136640000
2005-08-29,13416540000
2005-08-30,13404100000
2005-08-31,13628020000
2005-09-01,13509840000
2005-09-02,13335680000
2005-09-06,13559600000
2005-09-07,13634240000
2005-09-08,13540940000
2005-09-09,13603140000
2005-09-12,13565820000
2005-09-13,13603140000
2005-09-14,13540940000
2005-09-15,13839500000
2005-09-16,13771080000
2005-09-19,13659120000
2005-09-20,13596920000
2005-09-21,13578259999
2005-09-22,13559600000
2005-09-23,13497400000
2005-09-26,13503620000
2005-09-27,13497400000
2005-09-28,13422759999
2005-09-29,13466300000
2005-09-30,13884060000
2005-10-03,13890470000
2005-10-04,13941750000
2005-10-05,13794320000
2005-10-06,13480230000
2005-10-07,13499460000
2005-10-10,13390490000
2005-10-11,13127680000
2005-10-12,13268700000
2005-10-13,13031529999
2005-10-14,13018710000
2005-10-17,13063580000
2005-10-18,13198190000
2005-10-19,13345620000
2005-10-20,13178960000
2005-10-21,13268700000
2005-10-24,13493050000
2005-10-25,13428950000
2005-10-26,13512279999
2005-10-27,13396900000
2005-10-28,13569970000
2005-10-31,13313570000
2005-11-01,12743080000
2005-11-02,13069990000
2005-11-03,13198190000
2005-11-04,13057170000
2005-11-07,13211010000
2005-11-08,13332800000
2005-11-09,13300750000
2005-11-10,13313570000
2005-11-11,13461000000
2005-11-14,13403310000
2005-11-15,13531510000
2005-11-16,13287930000
2005-11-17,13461000000
2005-11-18,13422540000
2005-11-21,13499460000
2005-11-22,13582790000
2005-11-23,13544330000
2005-11-25,13608430000
2005-11-28,13614839999
2005-11-29,13653300000
2005-11-30,13525100000
2005-12-01,13762270000
2005-12-02,13787910000
2005-12-05,13755860000
2005-12-06,13775089999
2005-12-07,13557150000
2005-12-08,13569970000
2005-12-09,13499460000
2005-12-12,13428950000
2005-12-13,13518690000
2005-12-14,13467410000
2005-12-15,13461000000
2005-12-16,13409720000
2005-12-19,13198190000
2005-12-20,13223830000
2005-12-21,13191779999
2005-12-22,13236650000
2005-12-23,13217420000
2005-12-27,13050760000
2005-12-28,13076400000
2005-12-29,13140500000
2005-12-30,13108450000
2006-01-03,13358440000
2006-01-04,13544330000
2006-01-05,13422540000
2006-01-06,13505870000
2006-01-09,13525100000
2006-01-10,13518690000
2006-01-11,13512279999
2006-01-12,13409720000
2006-01-13,13294339999
2006-01-17,13428950000
2006-01-18,13608430000
2006-01-19,13730220000
2006-01-20,13461000000
2006-01-23,13371260000
2006-01-24,13390490000
2006-01-25,13307160000
2006-01-26,13223830000
2006-01-27,13108450000
2006-01-30,12832820000
2006-01-31,12832820000
2006-02-01,12691800000
2006-02-02,12698210000
2006-02-03,12544370000
2006-02-06,12345660000
2006-02-07,12486680000
2006-02-08,12614880000
2006-02-09,13044350000
2006-02-10,12909740000
2006-02-13,12807180000
2006-02-14,13018710000
2006-02-15,13294339999
2006-02-16,13377670000
2006-02-17,13345620000
2006-02-21,13198190000
2006-02-22,13403310000
2006-02-23,13294339999
2006-02-24,13409720000
2006-02-27,13390490000
2006-02-28,13178960000
2006-03-01,13275110000
2006-03-02,13255880000
2006-03-03,13409720000
2006-03-06,13435360000
2006-03-07,13332800000
2006-03-08,13448180000
2006-03-09,13313570000
2006-03-10,13332800000
2006-03-13,13416130000
2006-03-14,13352029999
2006-03-15,13326390000
2006-03-16,13326390000
2006-03-17,13461000000
2006-03-20,13409720000
2006-03-21,13390490000
2006-03-22,13435360000
2006-03-23,13518690000
2006-03-24,13499460000
2006-03-27,13582790000
2006-03-28,13461000000
2006-03-29,13448180000
2006-03-30,13384080000
2006-03-31,13786319999
2006-04-03,13701300000
2006-04-04,13635900000
2006-04-05,13393920000
2006-04-06,13295819999
2006-04-07,13178100000
2006-04-10,13086540000
2006-04-11,13034220000
2006-04-12,13171560000
2006-04-13,12968819999
2006-04-17,12896880000
2006-04-18,13106160000
2006-04-19,13158480000
2006-04-20,13681680000
2006-04-21,13701300000
2006-04-24,13786319999
2006-04-25,13642440000
2006-04-26,13505100000
2006-04-27,13459319999
2006-04-28,13393920000
2006-05-01,13263120000
2006-05-02,13217340000
2006-05-03,13197720000
2006-05-04,13544340000
2006-05-05,13570500000
2006-05-08,13734000000
2006-05-09,13832100000
2006-05-10,13603200000
2006-05-11,13563959999
2006-05-12,13511640000
2006-05-15,13544340000
2006-05-16,13452780000
2006-05-17,13145400000
2006-05-18,13119240000
2006-05-19,12994980000
2006-05-22,13112700000
2006-05-23,12955740000
2006-05-24,13099620000
2006-05-25,13302360000
2006-05-26,13616280000
2006-05-30,13393920000
2006-05-31,13393920000
2006-06-01,13563959999
2006-06-02,13537800000
2006-06-05,13348140000
2006-06-06,13361220000
2006-06-07,13550880000
2006-06-08,13413540000
2006-06-09,13446240000
2006-06-12,13465860000
2006-06-13,13263120000
2006-06-14,13407000000
2006-06-15,13720920000
2006-06-16,13498560000
2006-06-19,13387380000
2006-06-20,13191180000
2006-06-21,13459319999
2006-06-22,13348140000
2006-06-23,13236959999
2006-06-26,13093080000
2006-06-27,12877260000
2006-06-28,12896880000
2006-06-29,13119240000
2006-06-30,13040410000
2006-07-03,13033880000
2006-07-05,13092650000
2006-07-06,13033880000
2006-07-07,12922870000
2006-07-10,12935930000
2006-07-11,13060000000
2006-07-12,13007760000
2006-07-13,13125300000
2006-07-14,13419150000
2006-07-17,13497510000
2006-07-18,13543219999
2006-07-19,13686880000
2006-07-20,14307230000
2006-07-21,14712090000
2006-07-24,14685969999
2006-07-25,14849219999
2006-07-26,14823100000
2006-07-27,14803510000
2006-07-28,14790450000
2006-07-31,14901460000
2006-08-01,15195310000
2006-08-02,15032060000
2006-08-03,14907989999
2006-08-04,14699030000
2006-08-07,14790450000
2006-08-08,15051650000
2006-08-09,14901460000
2006-08-10,15182250000
2006-08-11,15208370000
2006-08-14,15286730000
2006-08-15,15267140000
2006-08-16,15090830000
2006-08-17,15299790000
2006-08-18,15332440000
2006-08-21,15345500000
2006-08-22,15410800000
2006-08-23,15188780000
2006-08-24,15469570000
2006-08-25,15338969999
2006-08-28,15678530000
2006-08-29,15861370000
2006-08-30,15835250000
2006-08-31,15743830000
2006-09-01,15946260000
2006-09-05,16050739999
2006-09-06,15763420000
2006-09-07,15560989999
2006-09-08,15541400000
2006-09-11,15783010000
2006-09-12,15959320000
2006-09-13,15933200000
2006-09-14,15965850000
2006-09-15,16161750000
2006-09-18,16142160000
2006-09-19,16037680000
2006-09-20,16083390000
2006-09-21,15972380000
2006-09-22,16122570000
2006-09-25,16109510000
2006-09-26,16057270000
2006-09-27,16063800000
2006-09-28,15939730000
2006-09-29,16129100000
2006-10-02,15951000000
2006-10-03,15970500000
2006-10-04,15899000000
2006-10-05,15801500000
2006-10-06,16185000000
2006-10-09,16100500000
2006-10-10,16009500000
2006-10-11,16113500000
2006-10-12,16263000000
2006-10-13,16230500000
2006-10-16,16185000000
2006-10-17,16243499999
2006-10-18,16555500000
2006-10-19,15866500000
2006-10-20,16243499999
2006-10-23,16672500000
2006-10-24,16432000000
2006-10-25,16334500000
2006-10-26,16471000000
2006-10-27,16360500000
2006-10-30,16334500000
2006-10-31,16230500000
2006-11-01,16120000000
2006-11-02,16217500000
2006-11-03,16146000000
2006-11-06,16516500000
2006-11-07,16432000000
2006-11-08,16185000000
2006-11-09,15964000000
2006-11-10,15944500000
2006-11-13,15899000000
2006-11-14,16016000000
2006-11-15,16022500000
2006-11-16,16295500000
2006-11-17,16289000000
2006-11-20,16068000000
2006-11-21,15853500000
2006-11-22,15678000000
2006-11-24,15678000000
2006-11-27,15379000000
2006-11-28,15626000000
2006-11-29,15821000000
2006-11-30,15801500000
2006-12-01,15827500000
2006-12-04,16009500000
2006-12-05,16009500000
2006-12-06,15847000000
2006-12-07,15814499999
2006-12-08,15951000000
2006-12-11,15710500000
2006-12-12,15704000000
2006-12-13,15892500000
2006-12-14,16295500000
2006-12-15,16438500000
2006-12-18,16334500000
2006-12-19,16412500000
2006-12-20,16373500000
2006-12-21,16438500000
2006-12-22,16321500000
2006-12-26,16367000000
2006-12-27,16510000000
2006-12-28,16464499999
2006-12-29,16380000000
2007-01-03,16419000000
2007-01-04,16588000000
2007-01-05,16523000000
2007-01-08,16562000000
2007-01-09,16360500000
2007-01-10,16516500000
2007-01-11,16633500000
2007-01-12,16789499999
2007-01-16,16880500000
2007-01-17,17082000000
2007-01-18,17309500000
2007-01-19,17257500000
2007-01-22,16945500000
2007-01-23,16971500000
2007-01-24,17004000000
2007-01-25,17517500000
2007-01-26,17212000000
2007-01-29,17108000000
2007-01-30,17465500000
2007-01-31,17537000000
2007-02-01,17764500000
2007-02-02,17569500000
2007-02-05,17654000000
2007-02-06,17465500000
2007-02-07,17530500000
2007-02-08,17576000000
2007-02-09,17569500000
2007-02-12,17621500000
2007-02-13,17634500000
2007-02-14,17751500000
2007-02-15,17797000000
2007-02-16,17816500000
2007-02-20,17881500000
2007-02-21,17868500000
2007-02-22,17764500000
2007-02-23,17589000000
2007-02-26,17706000000
2007-02-27,17335500000
2007-02-28,17660500000
2007-03-01,17511000000
2007-03-02,17238000000
2007-03-05,17127500000
2007-03-06,17134000000
2007-03-07,17251000000
2007-03-08,17543500000
2007-03-09,17647500000
2007-03-12,17803500000
2007-03-13,17641000000
2007-03-14,17914000000
2007-03-15,18083000000
2007-03-16,18135000000
2007-03-19,18382000000
2007-03-20,18388500000
2007-03-21,18473000000
2007-03-22,18583500000
2007-03-23,18557500000
2007-03-26,18733000000
2007-03-27,18739500000
2007-03-28,18629000000
2007-03-29,18791500000
2007-03-30,18596500000
2007-04-02,18642000000
2007-04-03,19045000000
2007-04-04,18993000000
2007-04-05,19084000000
2007-04-09,19201000000
2007-04-10,19259500000
2007-04-11,19064500000
2007-04-12,19110000000
2007-04-13,19064500000
2007-04-16,19110000000
2007-04-17,19428500000
2007-04-18,19370000000
2007-04-19,19662500000
2007-04-20,19740500000
2007-04-23,19903000000
2007-04-24,19981000000
2007-04-25,20267000000
2007-04-26,20429500000
2007-04-27,20195500000
2007-04-30,19994000000
2007-05-01,20150000000
2007-05-02,20247500000
2007-05-03,20306000000
2007-05-04,20280000000
2007-05-07,20319000000
2007-05-08,20371000000
2007-05-09,20397000000
2007-05-10,20273500000
2007-05-11,20039500000
2007-05-14,20345000000
2007-05-15,20254000000
2007-05-16,20397000000
2007-05-17,20130500000
2007-05-18,20221500000
2007-05-21,20273500000
2007-05-22,20169500000
2007-05-23,20182500000
2007-05-24,20111000000
2007-05-25,20117500000
2007-05-29,19883500000
2007-05-30,19779500000
2007-05-31,20072000000
2007-06-01,20182500000
2007-06-04,20358000000
2007-06-05,20273500000
2007-06-06,20130500000
2007-06-07,19688500000
2007-06-08,19948500000
2007-06-11,19708000000
2007-06-12,19857500000
2007-06-13,19948500000
2007-06-14,20156500000
2007-06-15,20436000000
2007-06-18,20410000000
2007-06-19,20468500000
2007-06-20,20143500000
2007-06-21,20052500000
2007-06-22,19662500000
2007-06-25,19441500000
2007-06-26,19233500000
2007-06-27,19838000000
2007-06-28,19870500000
2007-06-29,19896500000
2007-07-02,20127400000
2007-07-03,20095350000
2007-07-05,20165860000
2007-07-06,20210730000
2007-07-09,20153040000
2007-07-10,19813310000
2007-07-11,20229960000
2007-07-12,20358160000
2007-07-13,20390210000
2007-07-16,20467130000
2007-07-17,20467130000
2007-07-18,20403030000
2007-07-19,19345380000
2007-07-20,19313330000
2007-07-23,19704340000
2007-07-24,19185130000
2007-07-25,18608230000
2007-07-26,18313370000
2007-07-27,18121070000
2007-07-30,18550540000
2007-07-31,18319780000
2007-08-01,18281320000
2007-08-02,18838990000
2007-08-03,18627460000
2007-08-06,18794120000
2007-08-07,18608230000
2007-08-08,18980010000
2007-08-09,18159530000
2007-08-10,18101840000
2007-08-13,18396700000
2007-08-14,18262090000
2007-08-15,17986460000
2007-08-16,17736470000
2007-08-17,17723650000
2007-08-20,17467250000
2007-08-21,17608270000
2007-08-22,18050560000
2007-08-23,18281320000
2007-08-24,18332600000
2007-08-27,18332600000
2007-08-28,17992870000
2007-08-29,18371060000
2007-08-30,18736430000
2007-08-31,19069750000
2007-09-04,18890270000
2007-09-05,18736430000
2007-09-06,18755660000
2007-09-07,18345420000
2007-09-10,18486440000
2007-09-11,18845400000
2007-09-12,18992830000
2007-09-13,19133850000
2007-09-14,19037700000
2007-09-17,18928730000
2007-09-18,19274870000
2007-09-19,19633830000
2007-09-20,19505630000
2007-09-21,19768440000
2007-09-24,19595370000
2007-09-25,19755620000
2007-09-26,19403070000
2007-09-27,19556910000
2007-09-28,19595370000
2007-10-01,19440320000
2007-10-02,19396080000
2007-10-03,19212800000
2007-10-04,19345520000
2007-10-05,19332880000
2007-10-08,19143280000
2007-10-09,19073760000
2007-10-10,19105360000
2007-10-11,19307600000
2007-10-12,19705760000
2007-10-15,19294960000
2007-10-16,19212800000
2007-10-17,18985280000
2007-10-18,20457840000
2007-10-19,19914320000
2007-10-22,19977520000
2007-10-23,20261920000
2007-10-24,20287200000
2007-10-25,20540000000
2007-10-26,20584240000
2007-10-29,20552640000
2007-10-30,20761200000
2007-10-31,20603200000
2007-11-01,20344080000
2007-11-02,20337760000
2007-11-05,20268240000
2007-11-06,20312480000
2007-11-07,20116560000
2007-11-08,19996480000
2007-11-09,19863760000
2007-11-12,19598320000
2007-11-13,19983840000
2007-11-14,20053360000
2007-11-15,19851120000
2007-11-16,20002800000
2007-11-19,19895360000
2007-11-20,19825840000
2007-11-21,19402400000
2007-11-23,19876400000
2007-11-26,19396080000
2007-11-27,20047040000
2007-11-28,20242960000
2007-11-29,20116560000
2007-11-30,20552640000
2007-12-03,20261920000
2007-12-04,20299840000
2007-12-05,20495760000
2007-12-06,20432560000
2007-12-07,20685359999
2007-12-10,20976080000
2007-12-11,20280880000
2007-12-12,20280880000
2007-12-13,20451520000
2007-12-14,19945920000
2007-12-17,19756320000
2007-12-18,19926960000
2007-12-19,20129200000
2007-12-20,20242960000
2007-12-21,20432560000
2007-12-24,20407280000
2007-12-26,20312480000
2007-12-27,20009120000
2007-12-28,20141840000
2007-12-31,19933280000
2008-01-02,19838480000
2008-01-03,20122880000
2008-01-04,19806880000
2008-01-07,20464160000
2008-01-08,20919200000
2008-01-09,22031520000
2008-01-10,21646000000
2008-01-11,21873520000
2008-01-14,21854560000
2008-01-15,21772400000
2008-01-16,22284320000
2008-01-17,21557520000
2008-01-18,21683920000
2008-01-22,20843359999
2008-01-23,21058240000
2008-01-24,21298400000
2008-01-25,20944480000
2008-01-28,21197280000
2008-01-29,21032960000
2008-01-30,20660080000
2008-01-31,20792800000
2008-02-01,21121440000
2008-02-04,21241520000
2008-02-05,20716960000
2008-02-06,20571600000
2008-02-07,20849680000
2008-02-08,20824400000
2008-02-11,20900240000
2008-02-12,21108800000
2008-02-13,21241520000
2008-02-14,20710640000
2008-02-15,20375680000
2008-02-19,20704320000
2008-02-20,20742240000
2008-02-21,20596880000
2008-02-22,20464160000
2008-02-25,20603200000
2008-02-26,20704320000
2008-02-27,20540000000
2008-02-28,20577920000
2008-02-29,20261920000
2008-03-03,20255600000
2008-03-04,20445200000
2008-03-05,19952240000
2008-03-06,19699440000
2008-03-07,19838480000
2008-03-10,19421360000
2008-03-11,19768960000
2008-03-12,19781600000
2008-03-13,19452960000
2008-03-14,19320240000
2008-03-17,19023200000
2008-03-18,19743680000
2008-03-19,19908000000
2008-03-20,19933280000
2008-03-24,19964880000
2008-03-25,19983840000
2008-03-26,19737360000
2008-03-27,19705760000
2008-03-28,19743680000
2008-03-31,19662660000
2008-04-01,20401340000
2008-04-02,20388820000
2008-04-03,20213540000
2008-04-04,20370040000
2008-04-07,20551580000
2008-04-08,20345000000
2008-04-09,20370040000
2008-04-10,20645479999
2008-04-11,20601659999
2008-04-14,20370040000
2008-04-15,20175979999
2008-04-16,20551580000
2008-04-17,20545320000
2008-04-18,20839540000
2008-04-21,20726860000
2008-04-22,20589140000
2008-04-23,20695560000
2008-04-24,20902140000
2008-04-25,21083680000
2008-04-28,21296520000
2008-04-29,21427979999
2008-04-30,21196360000
2008-05-01,21390420000
2008-05-02,21359120000
2008-05-05,21465540000
2008-05-06,21327820000
2008-05-07,20902140000
2008-05-08,20983520000
2008-05-09,20827020000
2008-05-12,20971000000
2008-05-13,20833280000
2008-05-14,21027340000
2008-05-15,20801979999
2008-05-16,20839540000
2008-05-19,20895880000
2008-05-20,20870840000
2008-05-21,20839540000
2008-05-22,20764420000
2008-05-23,20501500000
2008-05-27,20551580000
2008-05-28,20488979999
2008-05-29,20758159999
2008-05-30,20776940000
2008-06-02,20632960000
2008-06-03,20833280000
2008-06-04,20908400000
2008-06-05,21039860000
2008-06-06,20726860000
2008-06-09,20701820000
2008-06-10,20576620000
2008-06-11,20545320000
2008-06-12,20695560000
2008-06-13,21039860000
2008-06-16,21083680000
2008-06-17,20908400000
2008-06-18,20845800000
2008-06-19,21384159999
2008-06-20,21302780000
2008-06-23,21196360000
2008-06-24,21183840000
2008-06-25,21340340000
2008-06-26,21321560000
2008-06-27,21396680000
2008-06-30,21712500000
2008-07-01,21812500000
2008-07-02,21675000000
2008-07-03,21768750000
2008-07-07,21687500000
2008-07-08,22225000000
2008-07-09,22068750000
2008-07-10,22168750000
2008-07-11,22150000000
2008-07-14,22031250000
2008-07-15,22687500000
2008-07-16,22368750000
2008-07-17,23075000000
2008-07-18,23406250000
2008-07-21,23131250000
2008-07-22,23375000000
2008-07-23,23100000000
2008-07-24,23087500000
2008-07-25,23081250000
2008-07-28,22762500000
2008-07-29,22843750000
2008-07-30,23281250000
2008-07-31,23293750000
2008-08-01,23224999999
2008-08-04,23400000000
2008-08-05,23756250000
2008-08-06,24025000000
2008-08-07,23725000000
2008-08-08,24156250000
2008-08-11,23881250000
2008-08-12,23793750000
2008-08-13,23656250000
2008-08-14,23681250000
2008-08-15,23756250000
2008-08-18,23706250000
2008-08-19,23581249999
2008-08-20,23418750000
2008-08-21,23775000000
2008-08-22,23931250000
2008-08-25,23137500000
2008-08-26,23181250000
2008-08-27,23175000000
2008-08-28,23256250000
2008-08-29,23006250000
2008-09-02,23693749999
2008-09-03,23668750000
2008-09-04,23056250000
2008-09-05,22781250000
2008-09-08,23212500000
2008-09-09,23137500000
2008-09-10,23437500000
2008-09-11,23243750000
2008-09-12,23206250000
2008-09-15,23150000000
2008-09-16,23350000000
2008-09-17,22393750000
2008-09-18,22550000000
2008-09-19,22418750000
2008-09-22,21962500000
2008-09-23,21731250000
2008-09-24,22112500000
2008-09-25,22462500000
2008-09-26,22662500000
2008-09-29,22012500000
2008-09-30,21853450000
2008-10-01,22221250000
2008-10-02,22411280000
2008-10-03,22349980000
2008-10-06,21528560000
2008-10-07,20688750000
2008-10-08,20995250000
2008-10-09,19456620000
2008-10-10,18684240000
2008-10-13,20259650000
2008-10-14,20241260000
2008-10-15,19505660000
2008-10-16,19671170000
2008-10-17,19855070000
2008-10-20,20805220000
2008-10-21,20560020000
2008-10-22,19750860000
2008-10-23,20032840000
2008-10-24,19383060000
2008-10-27,18537120000
2008-10-28,19677300000
2008-10-29,19487270000
2008-10-30,19891850000
2008-10-31,20143180000
2008-11-03,20376120000
2008-11-04,20486460000
2008-11-05,20063489999
2008-11-06,19334020000
2008-11-07,19763120000
2008-11-10,20345470000
2008-11-11,19922500000
2008-11-12,19738600000
2008-11-13,20664230000
2008-11-14,19983800000
2008-11-17,19340150000
2008-11-18,19082690000
2008-11-19,17770870000
2008-11-20,16152550000
2008-11-21,17053660000
2008-11-24,17531800000
2008-11-25,17795390000
2008-11-26,17740220000
2008-11-28,17617620000
2008-12-01,17145610000
2008-12-02,17685050000
2008-12-03,17875080000
2008-12-04,17347900000
2008-12-05,17801520000
2008-12-08,17390810000
2008-12-09,17023010000
2008-12-10,16992360000
2008-12-11,16967840000
2008-12-12,16704250000
2008-12-15,16845240000
2008-12-16,17685050000
2008-12-17,17458240000
2008-12-18,17678920000
2008-12-19,17917990000
2008-12-22,17868950000
2008-12-23,17556320000
2008-12-24,17617620000
2008-12-26,17629880000
2008-12-29,17347900000
2008-12-30,17562450000
2008-12-31,17844430000
2009-01-02,18340960000
2009-01-05,18065110000
2009-01-06,17967030000
2009-01-07,17930250000
2009-01-08,17979290000
2009-01-09,17979290000
2009-01-12,17654400000
2009-01-13,17617620000
2009-01-14,17801520000
2009-01-15,17838300000
2009-01-16,18298050000
2009-01-20,17924120000
2009-01-21,18469690000
2009-01-22,18904920000
2009-01-23,19137860000
2009-01-26,19242070000
2009-01-27,19481140000
2009-01-28,19370800000
2009-01-29,19395320000
2009-01-30,19530180000
2009-02-02,19530180000
2009-02-03,20149310000
2009-02-04,19799900000
2009-02-05,20137050000
2009-02-06,20045100000
2009-02-09,19622130000
2009-02-10,19180770000
2009-02-11,19548570000
2009-02-12,19701820000
2009-02-13,19560830000
2009-02-17,19297240000
2009-02-18,19370800000
2009-02-19,19309500000
2009-02-20,19334020000
2009-02-23,19094950000
2009-02-24,19407580000
2009-02-25,18953960000
2009-02-26,18273530000
2009-02-27,16955580000
2009-03-02,17035270000
2009-03-03,17292730000
2009-03-04,17482760000
2009-03-05,17157869999
2009-03-06,17292730000
2009-03-09,16998490000
2009-03-10,17096570000
2009-03-11,16177070000
2009-03-12,16839110000
2009-03-13,17035270000
2009-03-16,17004619999
2009-03-17,17354030000
2009-03-18,17268210000
2009-03-19,16722640000
2009-03-20,16508090000
2009-03-23,17065920000
2009-03-24,16820720000
2009-03-25,16655210000
2009-03-26,16452920000
2009-03-27,16814590000
2009-03-30,16851369999
2009-03-31,16892809999
2009-04-01,16710710000
2009-04-02,16637870000
2009-04-03,16030870000
2009-04-06,15569550000
2009-04-07,15933750000
2009-04-08,16225110000
2009-04-09,16231180000
