,DHR
2004-08-24,10330990920
2004-08-25,10467006360
2004-08-26,10460823840
2004-08-27,10528831560
2004-08-30,10454641320
2004-08-31,10677212040
2004-09-01,10572109200
2004-09-02,10578291720
2004-09-03,10578291720
2004-09-07,10664847000
2004-09-08,10578291720
2004-09-09,10590656760
2004-09-10,10677212040
2004-09-13,10782314880
2004-09-14,10875052680
2004-09-15,10745219760
2004-09-16,10862687640
2004-09-17,10924512840
2004-09-20,10856505120
2004-09-21,10850322600
2004-09-22,10603021800
2004-09-23,10541196600
2004-09-24,10504101479
2004-09-27,10436093760
2004-09-28,10603021800
2004-09-29,10664847000
2004-09-30,10652481960
2004-10-01,11373306000
2004-10-04,11399542000
2004-10-05,11458573000
2004-10-06,12094796000
2004-10-07,11812759000
2004-10-08,11681579000
2004-10-11,11773405000
2004-10-12,11720933000
2004-10-13,11609430000
2004-10-14,11497927000
2004-10-15,11602871000
2004-10-18,11570076000
2004-10-19,11734051000
2004-10-20,11983293000
2004-10-21,12029206000
2004-10-22,11825877000
2004-10-25,11924262000
2004-10-26,11963615999
2004-10-27,12114473000
2004-10-28,12062001000
2004-10-29,12147268000
2004-11-01,12193181000
2004-11-02,12186621999
2004-11-03,12258771000
2004-11-04,12547367000
2004-11-05,12678546999
2004-11-08,12645752000
2004-11-09,12593280000
2004-11-10,12448982000
2004-11-11,12671988000
2004-11-12,12757255000
2004-11-15,12599839000
2004-11-16,12567044000
2004-11-17,12868758000
2004-11-18,12921230000
2004-11-19,12704783000
2004-11-22,12763814000
2004-11-23,12790050000
2004-11-24,12868758000
2004-11-26,12757255000
2004-11-29,12665429000
2004-11-30,12534249000
2004-12-01,12803168000
2004-12-02,12763814000
2004-12-03,12750696000
2004-12-06,12711342000
2004-12-07,12560485000
2004-12-08,12612957000
2004-12-09,12612957000
2004-12-10,12632634000
2004-12-13,12665429000
2004-12-14,12619515999
2004-12-15,12803168000
2004-12-16,12455540999
2004-12-17,12501454000
2004-12-20,12553926000
2004-12-21,12612957000
2004-12-22,12606398000
2004-12-23,12599839000
2004-12-27,12560485000
2004-12-28,12744137000
2004-12-29,12691665000
2004-12-30,12691665000
2004-12-31,11948972800
2005-01-03,11707266400
2005-01-04,11583314400
2005-01-05,11527536000
2005-01-06,11533733600
2005-01-07,11552326400
2005-01-10,11515140799
2005-01-11,11595709600
2005-01-12,11670080799
2005-01-13,11446967200
2005-01-14,11440769600
2005-01-18,11446967200
2005-01-19,11360200799
2005-01-20,11223853600
2005-01-21,11037925600
2005-01-24,11019332800
2005-01-25,11217656000
2005-01-26,11366398400
2005-01-27,11428374400
2005-01-28,11415979200
2005-01-31,11422176800
2005-02-01,11477955200
2005-02-02,11409781600
2005-02-03,11335410400
2005-02-04,11570919200
2005-02-07,11552326400
2005-02-08,11558524000
2005-02-09,11490350400
2005-02-10,11384991200
2005-02-11,11558524000
2005-02-14,11496548000
2005-02-15,11428374400
2005-02-16,11477955200
2005-02-17,11422176800
2005-02-18,11354003200
2005-02-22,11124692000
2005-02-23,11093704000
2005-02-24,11155680000
2005-02-25,11254841600
2005-02-28,11279632000
2005-03-01,11384991200
2005-03-02,11453164800
2005-03-03,11440769600
2005-03-04,11645290400
2005-03-07,11614302399
2005-03-08,11496548000
2005-03-09,11372596000
2005-03-10,11397386400
2005-03-11,11347805600
2005-03-14,11354003200
2005-03-15,11292027200
2005-03-16,11248644000
2005-03-17,11230051200
2005-03-18,11304422399
2005-03-21,11341608000
2005-03-22,11267236800
2005-03-23,11223853600
2005-03-24,11217656000
2005-03-28,11180470400
2005-03-29,11000740000
2005-03-30,11087506400
2005-03-31,11118494400
2005-04-01,10942642260
2005-04-04,10756858860
2005-04-05,10794015540
2005-04-06,10775437200
2005-04-07,10769244420
2005-04-08,10787822760
2005-04-11,10713509400
2005-04-12,10899292800
2005-04-13,10738280520
2005-04-14,10434834300
2005-04-15,10106616960
2005-04-18,10100424180
2005-04-19,10255243680
2005-04-20,10379099280
2005-04-21,10484376540
2005-04-22,10589653800
2005-04-25,10843557780
2005-04-26,10682545500
2005-04-27,10589653800
2005-04-28,10329557040
2005-04-29,10533918780
2005-05-02,10583461020
2005-05-03,10663967160
2005-05-04,10756858860
2005-05-05,10701123840
2005-05-06,10800208320
2005-05-09,10812593880
2005-05-10,10552497120
2005-05-11,10886907239
2005-05-12,10911678360
2005-05-13,10930256700
2005-05-16,11054112300
2005-05-17,11072690640
2005-05-18,11165582340
2005-05-19,11246088480
2005-05-20,11109847320
2005-05-23,11301823500
2005-05-24,11221317360
2005-05-25,11196546239
2005-05-26,11351365739
2005-05-27,11357558520
2005-05-31,11469028560
2005-06-01,11524763580
2005-06-02,11592884160
2005-06-03,11475221340
2005-06-06,11543341920
2005-06-07,11512378020
2005-06-08,11481414120
2005-06-09,11338980180
2005-06-10,11320401840
2005-06-13,11369944080
2005-06-14,11345172960
2005-06-15,11246088480
2005-06-16,11252281260
2005-06-17,11419486320
2005-06-20,11388522420
2005-06-21,11363751300
2005-06-22,11258474040
2005-06-23,10979798940
2005-06-24,10775437200
2005-06-27,10868328900
2005-06-28,10955027820
2005-06-29,10868328900
2005-06-30,10886907239
2005-07-01,10990445000
2005-07-05,10916143400
2005-07-06,10792307400
2005-07-07,10767540200
2005-07-08,11002828600
2005-07-11,11033787600
2005-07-12,10817074600
2005-07-13,10848033600
2005-07-14,10817074600
2005-07-15,10872800800
2005-07-18,10804691000
2005-07-19,10848033600
2005-07-20,11033787600
2005-07-21,11461021800
2005-07-22,11392912000
2005-07-25,11405295600
2005-07-26,11479597200
2005-07-27,11628200400
2005-07-28,11714885600
2005-07-29,11535323400
2005-08-01,11578666000
2005-08-02,11789187200
2005-08-03,11789187200
2005-08-04,11721077400
2005-08-05,11652967600
2005-08-08,11690118400
2005-08-09,11541515200
2005-08-10,11609625000
2005-08-11,11714885600
2005-08-12,11628200400
2005-08-15,11584857800
2005-08-16,11479597200
2005-08-17,11423871000
2005-08-18,11337185800
2005-08-19,11318610400
2005-08-22,11213349800
2005-08-23,11262884200
2005-08-24,11126664600
2005-08-25,11108089200
2005-08-26,11015212200
2005-08-29,11039979399
2005-08-30,10903759800
2005-08-31,11139048199
2005-09-01,11114281000
2005-09-02,11194774399
2005-09-06,11349569399
2005-09-07,11330994000
2005-09-08,11262884200
2005-09-09,11436254600
2005-09-12,11553898800
2005-09-13,11417679200
2005-09-14,11219541600
2005-09-15,11021404000
2005-09-16,10854225400
2005-09-19,10897568000
2005-09-20,10854225400
2005-09-21,10767540200
2005-09-22,10891376200
2005-09-23,11021404000
2005-09-26,10922335200
2005-09-27,11027595800
2005-09-28,10984253199
2005-09-29,11132856400
2005-09-30,11083437759
2005-10-03,11077307540
2005-10-04,10930182259
2005-10-05,10819838300
2005-10-06,10850489400
2005-10-07,10954703140
2005-10-10,10911791600
2005-10-11,10776926759
2005-10-12,10752405880
2005-10-13,10611410820
2005-10-14,10697233900
2005-10-17,10697233900
2005-10-18,10666582800
2005-10-19,10801447640
2005-10-20,10176165200
2005-10-21,10268118500
2005-10-24,10525587740
2005-10-25,10402983340
2005-10-26,10415243779
2005-10-27,10347811360
2005-10-28,10519457520
2005-10-31,10727885000
2005-11-01,10752405880
2005-11-02,10942442700
2005-11-03,10917921820
2005-11-04,10954703140
2005-11-07,10954703140
2005-11-08,11009875120
2005-11-09,10893400940
2005-11-10,11034396000
2005-11-11,11212172380
2005-11-14,11199911940
2005-11-15,11206042160
2005-11-16,11206042160
2005-11-17,11426730080
2005-11-18,11365427880
2005-11-21,11469641620
2005-11-22,11506422940
2005-11-23,11432860300
2005-11-25,11469641620
2005-11-28,11322516340
2005-11-29,11389948759
2005-11-30,11426730080
2005-12-01,11678069100
2005-12-02,11696459759
2005-12-05,11763892180
2005-12-06,11923277900
2005-12-07,11960059220
2005-12-08,11911017460
2005-12-09,11929408120
2005-12-12,11886496580
2005-12-13,11861975700
2005-12-14,11886496580
2005-12-15,11812933940
2005-12-16,11488032279
2005-12-19,11475771840
2005-12-20,11389948759
2005-12-21,11438990520
2005-12-22,11414469640
2005-12-23,11469641620
2005-12-27,11389948759
2005-12-28,11420599860
2005-12-29,11524813600
2005-12-30,11488032279
2006-01-03,11616886680
2006-01-04,11665980760
2006-01-05,11555519079
2006-01-06,11727348360
2006-01-09,11678254280
2006-01-10,11549382320
2006-01-11,11408236840
2006-01-12,11230270800
2006-01-13,11395963320
2006-01-17,11334595720
2006-01-18,11414373600
2006-01-19,11463467680
2006-01-20,11205723760
2006-01-23,11205723760
2006-01-24,11273228120
2006-01-25,11193450239
2006-01-26,11402100079
2006-01-27,11451194160
2006-01-30,11708938079
2006-01-31,11678254280
2006-02-01,11696664560
2006-02-02,11567792600
2006-02-03,11438920640
2006-02-06,11518698520
2006-02-07,11383689800
2006-02-08,11580066120
2006-02-09,11592339640
2006-02-10,11647570480
2006-02-13,11696664560
2006-02-14,11905314400
2006-02-15,11923724680
2006-02-16,12261246480
2006-02-17,12365571400
2006-02-21,12365571400
2006-02-22,12604905040
2006-02-23,12666272640
2006-02-24,12623315320
2006-02-27,12715366720
2006-02-28,12488306600
2006-03-01,12617178560
2006-03-02,12549674200
2006-03-03,12568084480
2006-03-06,12445349280
2006-03-07,12604905040
2006-03-08,12592631520
2006-03-09,12617178560
2006-03-10,12635588840
2006-03-13,12666272640
2006-03-14,12899469520
2006-03-15,12948563600
2006-03-16,13169486960
2006-03-17,13298358920
2006-03-20,13181760480
2006-03-21,13059025280
2006-03-22,13200170760
2006-03-23,13187897239
2006-03-24,13304495680
2006-03-27,13218581040
2006-03-28,13138803160
2006-03-29,13212444280
2006-03-30,13126529640
2006-03-31,13145579300
2006-04-03,13114793400
2006-04-04,13342609060
2006-04-05,13564267540
2006-04-06,13607367800
2006-04-07,13533481640
2006-04-10,13539638819
2006-04-11,13515010100
2006-04-12,13638153700
2006-04-13,13724354220
2006-04-17,13656625240
2006-04-18,13798240380
2006-04-19,13982955780
2006-04-20,13656625240
2006-04-21,13496538560
2006-04-24,13459595480
2006-04-25,13373394960
2006-04-26,13441123939
2006-04-27,13391866500
2006-04-28,13262565720
2006-05-01,13170208020
2006-05-02,13379552140
2006-05-03,13342609060
2006-05-04,13478067020
2006-05-05,13829026280
2006-05-08,13995270140
2006-05-09,14001427319
2006-05-10,14112256560
2006-05-11,14106099380
2006-05-12,13773611660
2006-05-15,13607367800
2006-05-16,13478067020
2006-05-17,13194836740
2006-05-18,12911606460
2006-05-19,12973178260
2006-05-22,12973178260
2006-05-23,12825405939
2006-05-24,12967021080
2006-05-25,13164050840
2006-05-26,13268722900
2006-05-30,12905449280
2006-05-31,13262565720
2006-06-01,13434966760
2006-06-02,13305665980
2006-06-05,13071693140
2006-06-06,13102479040
2006-06-07,13028592880
2006-06-08,13028592880
2006-06-09,13071693140
2006-06-12,12862349020
2006-06-13,12757676960
2006-06-14,12665319260
2006-06-15,13120950580
2006-06-16,13213308280
2006-06-19,13188679560
2006-06-20,13102479040
2006-06-21,13244094180
2006-06-22,13053221600
2006-06-23,13164050840
2006-06-26,13164050840
2006-06-27,13040907240
2006-06-28,13022435700
2006-06-29,13305665980
2006-06-30,13326627680
2006-07-03,13462299039
2006-07-05,13234124480
2006-07-06,13283459520
2006-07-07,12975115520
2006-07-10,12975115520
2006-07-11,13079952480
2006-07-12,13123120640
2006-07-13,12845611039
2006-07-14,12703772800
2006-07-17,12512599520
2006-07-18,12512599520
2006-07-19,12975115520
2006-07-20,13153955039
2006-07-21,12981282400
2006-07-24,13271125760
2006-07-25,13332794560
2006-07-26,13252625119
2006-07-27,13443798400
2006-07-28,13585636640
2006-07-31,13505467200
2006-08-01,13227957600
2006-08-02,13184789440
2006-08-03,13357462080
2006-08-04,13591803520
2006-08-07,13431464640
2006-08-08,13375962720
2006-08-09,13073785600
2006-08-10,13135454400
2006-08-11,13129287520
2006-08-14,13190956320
2006-08-15,13394463360
2006-08-16,13585636640
2006-08-17,13659639200
2006-08-18,13554802240
2006-08-21,13431464640
2006-08-22,13634971680
2006-08-23,13628804800
2006-08-24,13573302880
2006-08-25,13548635360
2006-08-28,13678139840
2006-08-29,13937148800
2006-08-30,13838478720
2006-08-31,13733641760
2006-09-01,13795310560
2006-09-05,13844645600
2006-09-06,13585636640
2006-09-07,13419130880
2006-09-08,13474632800
2006-09-11,13369795840
2006-09-12,13449965280
2006-09-13,13641138560
2006-09-14,13690473600
2006-09-15,13819978080
2006-09-18,13807644320
2006-09-19,13875480000
2006-09-20,14023485119
2006-09-21,13881646880
2006-09-22,13863146240
2006-09-25,14035818880
2006-09-26,14004984480
2006-09-27,14128322080
2006-09-28,14183824000
2006-09-29,15131613000
2006-10-02,14829899000
2006-10-03,14849576000
2006-10-04,14954520000
2006-10-05,15151290000
2006-10-06,15098818000
2006-10-09,15105377000
2006-10-10,15184085000
2006-10-11,15039787000
2006-10-12,15361178000
2006-10-13,15420209000
2006-10-16,15761277000
2006-10-17,15676010000
2006-10-18,15531712000
2006-10-19,15446445000
2006-10-20,15479240000
2006-10-23,15518594000
2006-10-24,15616979000
2006-10-25,15531712000
2006-10-26,15649774000
2006-10-27,15485799000
2006-10-30,15676010000
2006-10-31,15813749000
2006-11-01,15512035000
2006-11-02,15433327000
2006-11-03,15492358000
2006-11-06,15630096999
2006-11-07,15610420000
2006-11-08,15925252000
2006-11-09,15892457000
2006-11-10,15826867000
2006-11-13,15984283000
2006-11-14,16082668000
2006-11-15,16174494000
2006-11-16,16089227000
2006-11-17,16154817000
2006-11-20,16049873000
2006-11-21,16522121000
2006-11-22,16463090000
2006-11-24,16417177000
2006-11-27,15951488000
2006-11-28,16010519000
2006-11-29,16200730000
2006-11-30,16108904000
2006-12-01,15905575000
2006-12-04,16049873000
2006-12-05,15971165000
2006-12-06,15977724000
2006-12-07,15899015999
2006-12-08,15892457000
2006-12-11,15872780000
2006-12-12,15990842000
2006-12-13,15990842000
2006-12-14,16194171000
2006-12-15,16194171000
2006-12-18,16141699000
2006-12-19,16187612000
2006-12-20,16220407000
2006-12-21,16043314000
2006-12-22,15951488000
2006-12-26,16030196000
2006-12-27,16174494000
2006-12-28,16122021999
2006-12-29,15958046999
2007-01-03,14907417520
2007-01-04,14950771040
2007-01-05,14783550320
2007-01-08,14913610879
2007-01-09,15111798400
2007-01-10,15217085520
2007-01-11,15328566000
2007-01-12,15291405840
2007-01-16,15402886320
2007-01-17,15508173440
2007-01-18,15576300400
2007-01-19,15768294560
2007-01-22,15520560160
2007-01-23,15681587520
2007-01-24,15582493760
2007-01-25,15396692960
2007-01-26,15093218320
2007-01-29,14981737840
2007-01-30,15056058160
2007-01-31,15409079680
2007-02-01,15427659760
2007-02-02,15415273040
2007-02-05,15378112879
2007-02-06,15378112879
2007-02-07,15384306240
2007-02-08,15279019120
2007-02-09,15136571840
2007-02-12,15167538639
2007-02-13,15136571840
2007-02-14,15303792560
2007-02-15,15402886320
2007-02-16,15303792560
2007-02-20,15582493760
2007-02-21,15489593360
2007-02-22,15421466400
2007-02-23,15409079680
2007-02-26,15328566000
2007-02-27,14709230000
2007-02-28,14913610879
2007-03-01,14833097200
2007-03-02,14535815920
2007-03-05,14672069840
2007-03-06,14956964400
2007-03-07,14641103040
2007-03-08,14684456560
2007-03-09,14727810080
2007-03-12,14851677280
2007-03-13,14542009280
2007-03-14,14659683120
2007-03-15,14752583520
2007-03-16,14771163600
2007-03-19,14888837440
2007-03-20,14851677280
2007-03-21,15124185120
2007-03-22,15037478080
2007-03-23,15037478080
2007-03-26,14932190960
2007-03-27,14907417520
2007-03-28,14678263200
2007-03-29,14690649920
2007-03-30,14854608000
2007-04-02,14860797420
2007-04-03,14866986840
2007-04-04,14743198440
2007-04-05,14817471480
2007-04-09,14755577280
2007-04-10,14662735980
2007-04-11,14699872500
2007-04-12,14668925400
2007-04-13,14761766700
2007-04-16,15027911760
2007-04-17,15071237700
2007-04-18,14959828140
2007-04-19,14817471480
2007-04-20,14817471480
2007-04-23,14836039740
2007-04-24,14737009020
2007-04-25,14724630180
2007-04-26,14582273520
2007-04-27,14767956120
2007-04-30,14798903220
2007-05-01,14879365680
2007-05-02,15139321320
2007-05-03,15312625079
2007-05-04,15405466380
2007-05-07,15188836680
2007-05-08,15108374220
2007-05-09,15083616540
2007-05-10,14842229160
2007-05-11,14786524380
2007-05-14,14780334960
2007-05-15,14699872500
2007-05-16,14866986840
2007-05-17,14860797420
2007-05-18,14798903220
2007-05-21,14836039740
2007-05-22,14885555100
2007-05-23,14811282060
2007-05-24,14582273520
2007-05-25,15058858859
2007-05-29,15176457840
2007-05-30,15300246240
2007-05-31,15281677980
2007-06-01,15275488560
2007-06-04,15306435660
2007-06-05,15287867400
2007-06-06,15034101180
2007-06-07,14891744520
2007-06-08,14959828140
2007-06-11,15034101180
2007-06-12,14953638720
2007-06-13,15176457840
2007-06-14,15281677980
2007-06-15,15430224060
2007-06-18,15516875940
2007-06-19,15622096079
2007-06-20,15479739420
2007-06-21,15622096079
2007-06-22,15405466380
2007-06-25,15411655800
2007-06-26,15386898120
2007-06-27,15479739420
2007-06-28,15591148980
2007-06-29,15739633280
2007-07-02,15963066560
2007-07-03,16074783200
2007-07-05,15987892480
2007-07-06,16136848000
2007-07-09,16267184080
2007-07-10,16012718400
2007-07-11,16000305440
2007-07-12,16285803519
2007-07-13,16292010000
2007-07-16,16403726640
2007-07-17,16726463600
2007-07-18,16627159920
2007-07-19,16391313680
2007-07-20,16254771120
2007-07-23,16143054480
2007-07-24,16037544320
2007-07-25,16130641519
2007-07-26,15708600880
2007-07-27,15354831519
2007-07-30,15981686000
2007-07-31,15572058320
2007-08-01,15801698080
2007-08-02,16099609120
2007-08-03,15807904560
2007-08-06,16397520160
2007-08-07,16602334000
2007-08-08,17049200560
2007-08-09,16962309839
2007-08-10,16614746960
2007-08-13,16285803519
2007-08-14,15919621200
2007-08-15,15541025920
2007-08-16,15609297200
2007-08-17,15956860080
2007-08-20,15938240640
2007-08-21,15739633280
2007-08-22,16105815600
2007-08-23,15876175839
2007-08-24,15963066560
2007-08-27,15882382320
2007-08-28,15379657440
2007-08-29,15894795280
2007-08-30,15981686000
2007-08-31,16192706320
2007-09-04,16391313680
2007-09-05,16124435040
2007-09-06,16248564640
2007-09-07,15938240640
2007-09-10,15932034160
2007-09-11,16316835920
2007-09-12,16229945200
2007-09-13,16316835920
2007-09-14,16496823839
2007-09-17,16447172000
2007-09-18,17049200560
2007-09-19,17272633840
2007-09-20,17241601440
2007-09-21,17254014400
2007-09-24,17179536640
2007-09-25,17477447680
2007-09-26,17291253280
2007-09-27,17198156080
2007-09-28,18665382000
2007-10-01,18719134000
2007-10-02,18712415000
2007-10-03,18551159000
2007-10-04,18497407000
2007-10-05,18685539000
2007-10-08,18698977000
2007-10-09,18739291000
2007-10-10,18611630000
2007-10-11,18510845000
2007-10-12,18611630000
2007-10-15,18396622000
2007-10-16,18154738000
2007-10-17,18369746000
2007-10-18,18631787000
2007-10-19,18336151000
2007-10-22,18625068000
2007-10-23,18786324000
2007-10-24,18746010000
2007-10-25,18672101000
2007-10-26,18618349000
2007-10-29,19088679000
2007-10-30,19243216000
2007-10-31,19337282000
2007-11-01,18611630000
2007-11-02,18430217000
2007-11-05,18692258000
2007-11-06,19108836000
2007-11-07,18698977000
2007-11-08,18517564000
2007-11-09,18161457000
2007-11-12,18201771000
2007-11-13,18819919000
2007-11-14,18604911000
2007-11-15,18564597000
2007-11-16,18618349000
2007-11-19,18517564000
2007-11-20,18645225000
2007-11-21,18168176000
2007-11-23,18315994000
2007-11-26,18517564000
2007-11-27,19176026000
2007-11-28,19632918000
2007-11-29,19451505000
2007-11-30,19592604000
2007-12-03,19451505000
2007-12-04,19505257000
2007-12-05,19438067000
2007-12-06,19693389000
2007-12-07,19653075000
2007-12-10,19861364000
2007-12-11,19438067000
2007-12-12,19344001000
2007-12-13,19525414000
2007-12-14,19417910000
2007-12-17,19202902000
2007-12-18,19344001000
2007-12-19,19344001000
2007-12-20,19559009000
2007-12-21,19807612000
2007-12-24,20002463000
2007-12-26,19995744000
2007-12-27,19787455000
2007-12-28,19915116000
2007-12-31,18790248820
2008-01-02,18458693700
2008-01-03,18611719140
2008-01-04,18146266760
2008-01-07,17687190440
2008-01-08,17291874720
2008-01-09,17374763500
2008-01-10,17687190440
2008-01-11,17075088680
2008-01-14,17100592920
2008-01-15,17100592920
2008-01-16,17024080200
2008-01-17,16513995400
2008-01-18,16482115100
2008-01-22,16195192400
2008-01-23,16392850260
2008-01-24,16061295140
2008-01-25,16054919080
2008-01-28,15959278180
2008-01-29,15952902120
2008-01-30,15870013340
2008-01-31,16054919080
2008-02-01,16258953000
2008-02-04,16156936040
2008-02-05,15825380920
2008-02-06,15659603360
2008-02-07,15748868200
2008-02-08,15691483660
2008-02-11,15742492140
2008-02-12,15729740020
2008-02-13,16265329060
2008-02-14,16042166960
2008-02-15,16086799380
2008-02-19,16054919080
2008-02-20,16169688160
2008-02-21,15991158479
2008-02-22,15984782420
2008-02-25,16207944520
2008-02-26,16405602380
2008-02-27,16074047260
2008-02-28,15959278180
2008-02-29,15882765460
2008-03-03,15901893640
2008-03-04,15946526060
2008-03-05,15863637280
2008-03-06,15640475180
2008-03-07,15436441260
2008-03-10,15021997360
2008-03-11,15417313080
2008-03-12,15455569439
2008-03-13,15595842760
2008-03-14,15512953979
2008-03-17,15500201860
2008-03-18,16278081180
2008-03-19,16054919080
2008-03-20,16360969960
2008-03-24,16577756000
2008-03-25,16737157500
2008-03-26,16539499640
2008-03-27,16322713600
2008-03-28,16108497180
2008-03-31,16306421640
2008-04-01,16944887640
2008-04-02,16804425120
2008-04-03,16695885900
2008-04-04,16906579680
2008-04-07,16817194440
2008-04-08,16881041040
2008-04-09,16683116580
2008-04-10,16683116580
2008-04-11,16159574460
2008-04-14,15840341460
2008-04-15,16019111940
2008-04-16,16485192120
2008-04-17,15904188060
2008-04-18,16121266500
2008-04-21,16191497760
2008-04-22,16191497760
2008-04-23,16280883000
2008-04-24,16459653480
2008-04-25,16632039300
2008-04-28,16740578520
2008-04-29,16702270560
2008-04-30,16734193860
2008-05-01,16900195020
2008-05-02,16727809200
2008-05-05,16555423380
2008-05-06,16555423380
2008-05-07,16319190960
2008-05-08,16587346680
2008-05-09,16529884740
2008-05-12,16817194440
2008-05-13,16817194440
2008-05-14,16944887640
2008-05-15,17174735400
2008-05-16,17174735400
2008-05-19,16861887060
2008-05-20,16772501820
2008-05-21,16523500080
2008-05-22,16453268820
2008-05-23,16268113680
2008-05-27,16274498339
2008-05-28,16414960860
2008-05-29,16402191540
2008-05-30,16766117160
2008-06-02,16638423960
2008-06-03,17059811520
2008-06-04,17136427440
2008-06-05,17704662180
2008-06-06,16983195600
2008-06-09,17085350160
2008-06-10,17104504140
2008-06-11,16970426279
2008-06-12,17142812100
2008-06-13,17538661020
2008-06-16,17436506460
2008-06-17,17366275200
2008-06-18,17225812680
2008-06-19,17583353640
2008-06-20,17174735400
2008-06-23,17174735400
2008-06-24,17040657540
2008-06-25,17110888800
2008-06-26,16351114260
2008-06-27,16518964680
2008-06-30,16614930780
2008-07-01,16646919480
2008-07-02,16154293500
2008-07-03,16391009880
2008-07-07,16391009880
2008-07-08,16506169200
2008-07-09,16211873160
2008-07-10,16365418919
2008-07-11,16135100280
2008-07-14,16179884460
2008-07-15,15994350000
2008-07-16,16378214400
2008-07-17,17389057320
2008-07-18,17702546580
2008-07-21,17478625680
2008-07-22,17689751100
2008-07-23,17363466360
2008-07-24,17113954500
2008-07-25,17440239240
2008-07-28,17261102520
2008-07-29,17401852800
2008-07-30,17472227940
2008-07-31,17120352240
2008-08-01,17325079920
2008-08-04,17267500260
2008-08-05,17740933020
2008-08-06,17696148840
2008-08-07,17702546580
2008-08-08,17932865220
2008-08-11,17907274260
2008-08-12,17836899120
2008-08-13,17894478780
2008-08-14,18156786120
2008-08-15,18035229060
2008-08-18,17913672000
2008-08-19,17561796300
2008-08-20,17574591780
2008-08-21,17689751100
2008-08-22,17696148840
2008-08-25,17357068620
2008-08-26,17408250540
2008-08-27,17421046020
2008-08-28,17619375960
2008-08-29,17529807600
2008-09-02,17510614380
2008-09-03,17350670880
2008-09-04,16666112700
2008-09-05,16710896880
2008-09-08,16851647160
2008-09-09,16371816660
2008-09-10,16589339820
2008-09-11,16800465240
2008-09-12,16525362419
2008-09-15,16077520620
2008-09-16,16403805360
2008-09-17,15987952259
2008-09-18,16461385020
2008-09-19,16730090100
2008-09-22,16064725140
2008-09-23,15316189560
2008-09-24,15444144360
2008-09-25,15239416680
2008-09-26,16084848000
2008-09-29,15464124000
2008-09-30,15727257000
2008-10-01,15531594000
2008-10-02,14715207000
2008-10-03,14195688000
2008-10-06,13939302000
2008-10-07,13136409000
2008-10-08,12839541000
2008-10-09,12056889000
2008-10-10,12657372000
2008-10-13,13973037000
2008-10-14,13649181000
2008-10-15,12239058000
2008-10-16,13203879000
2008-10-17,12785565000
2008-10-20,12920504999
2008-10-21,13170144000
2008-10-22,12886770000
2008-10-23,12596649000
2008-10-24,12299781000
2008-10-27,11955684000
2008-10-28,12913758000
2008-10-29,12873275999
2008-10-30,13224120000
2008-10-31,13426529999
2008-11-03,13507494000
2008-11-04,14114724000
2008-11-05,13460265000
2008-11-06,12731589000
2008-11-07,12947493000
2008-11-10,12927252000
2008-11-11,12610143000
2008-11-12,12104118000
2008-11-13,12859782000
2008-11-14,12218817000
2008-11-17,11948937000
2008-11-18,12252552000
2008-11-19,11658816000
2008-11-20,11213514000
2008-11-21,11996166000
2008-11-24,12650625000
2008-11-25,12610143000
2008-11-26,12232311000
2008-11-28,12610143000
2008-12-01,11456406000
2008-12-02,11267490000
2008-12-03,11557611000
2008-12-04,11247249000
2008-12-05,11409177000
2008-12-08,11773515000
2008-12-09,11280984000
2008-12-10,11604840000
2008-12-11,11260743000
2008-12-12,11503635000
2008-12-15,11449659000
2008-12-16,12299781000
2008-12-17,12232311000
2008-12-18,12468456000
2008-12-19,12481950000
2008-12-22,12347010000
2008-12-23,12259299000
2008-12-24,12394239000
2008-12-26,12407733000
2008-12-29,12373998000
2008-12-30,12603396000
2008-12-31,12147541440
2009-01-02,12403010240
2009-01-05,12211408640
2009-01-06,12390236800
2009-01-07,12058127360
2009-01-08,11917619520
2009-01-09,11719631200
2009-01-12,11706857759
2009-01-13,11374748320
2009-01-14,11349201440
2009-01-15,11611056960
2009-01-16,11572736640
2009-01-20,11061799040
2009-01-21,11202306880
2009-01-22,11100119360
2009-01-23,11017092000
2009-01-26,12038967200
2009-01-27,12288049279
2009-01-28,12383850080
2009-01-29,12160314880
2009-01-30,12000646880
2009-02-02,11924006240
2009-02-03,12045353920
2009-02-04,12115607840
2009-02-05,12434943840
2009-02-06,12556291520
2009-02-09,12428557120
2009-02-10,11987873440
2009-02-11,12096447680
2009-02-12,12090060960
2009-02-13,12096447680
2009-02-17,11591896800
2009-02-18,11559963200
2009-02-19,11413068640
2009-02-20,11253400640
2009-02-23,11010705279
2009-02-24,11285334240
2009-02-25,11138439680
2009-02-26,11036252160
2009-02-27,10889357600
2009-03-02,10480607520
2009-03-03,10665822400
2009-03-04,11151213120
2009-03-05,10659435680
2009-03-06,10576408320
2009-03-09,10301779360
2009-03-10,10965998240
2009-03-11,11183146720
2009-03-12,11674924160
2009-03-13,11611056960
2009-03-16,11591896800
2009-03-17,11853752320
2009-03-18,12013420320
2009-03-19,11738791360
2009-03-20,11496096000
2009-03-23,12051740640
2009-03-24,11834592160
2009-03-25,11924006240
2009-03-26,12109221120
2009-03-27,11892072640
2009-03-30,11553576480
2009-03-31,11630217120
2009-04-01,11266174080
2009-04-02,11674924160
2009-04-03,11574560880
2009-04-06,11619349120
2009-04-07,11350619679
2009-04-08,11376212960
2009-04-09,12163206320
