,MAT
2004-08-24,6795162880
2004-08-25,6633472000
2004-08-26,6625180160
2004-08-27,6645909760
2004-08-30,6695660799
2004-08-31,6670785280
2004-09-01,6732974079
2004-09-02,6944416000
2004-09-03,7014896640
2004-09-07,7122690560
2004-09-08,7313402880
2004-09-09,7404613120
2004-09-10,7441926400
2004-09-13,7276089600
2004-09-14,7276089600
2004-09-15,7454364160
2004-09-16,7495823359
2004-09-17,7524844799
2004-09-20,7553866240
2004-09-21,7582887680
2004-09-22,7462656000
2004-09-23,7462656000
2004-09-24,7437780480
2004-09-27,7404613120
2004-09-28,7400467200
2004-09-29,7516552960
2004-09-30,7525182840
2004-10-01,7612347120
2004-10-04,7612347120
2004-10-05,7612347120
2004-10-06,7616497800
2004-10-07,7491977400
2004-10-08,7438018560
2004-10-11,7487826720
2004-10-12,7429717199
2004-10-13,7425566520
2004-10-14,7438018560
2004-10-15,7458771960
2004-10-18,7263690000
2004-10-19,7226333880
2004-10-20,7193128439
2004-10-21,7234635240
2004-10-22,7105964160
2004-10-25,7093512120
2004-10-26,7110114840
2004-10-27,7135018920
2004-10-28,7184827079
2004-10-29,7267840680
2004-11-01,7288594079
2004-11-02,7413114480
2004-11-03,7413114480
2004-11-04,7413114480
2004-11-05,7450470600
2004-11-08,7454621280
2004-11-09,7521032160
2004-11-10,7591593720
2004-11-11,7678758000
2004-11-12,7736867520
2004-11-15,7865538600
2004-11-16,7803278400
2004-11-17,7857237240
2004-11-18,7844785199
2004-11-19,7687059360
2004-11-22,7761771600
2004-11-23,7782525000
2004-11-24,7819881120
2004-11-26,7828182480
2004-11-29,7848935880
2004-11-30,7865538600
2004-12-01,7886292000
2004-12-02,7869689280
2004-12-03,7741018199
2004-12-06,7761771600
2004-12-07,7724415480
2004-12-08,7699511400
2004-12-09,7770072960
2004-12-10,7699511400
2004-12-13,7678758000
2004-12-14,7782525000
2004-12-15,7911196079
2004-12-16,8010812400
2004-12-17,7782525000
2004-12-20,7803278400
2004-12-21,7873839960
2004-12-22,7865538600
2004-12-23,7944401520
2004-12-27,7936100160
2004-12-28,8035716480
2004-12-29,8073072600
2004-12-30,8081373960
2004-12-31,8109711039
2005-01-03,7976560320
2005-01-04,7984882240
2005-01-05,7860053440
2005-01-06,7855892480
2005-01-07,7810121920
2005-01-10,7860053440
2005-01-11,7855892480
2005-01-12,7934950720
2005-01-13,7814282880
2005-01-14,7964077440
2005-01-18,8030652800
2005-01-19,7905824000
2005-01-20,7855892480
2005-01-21,7843409600
2005-01-24,7701936960
2005-01-25,7751868480
2005-01-26,7843409600
2005-01-27,7810121920
2005-01-28,7635361600
2005-01-31,8093067200
2005-02-01,8167964480
2005-02-02,8367690560
2005-02-03,8330241920
2005-02-04,8484197440
2005-02-07,8584060480
2005-02-08,8713050240
2005-02-09,8546611840
2005-02-10,8538289920
2005-02-11,8550772800
2005-02-14,8588221440
2005-02-15,8646474880
2005-02-16,8633992000
2005-02-17,8842040000
2005-02-18,8775464640
2005-02-22,8529968000
2005-02-23,8600704320
2005-02-24,8683923520
2005-02-25,8787947520
2005-02-28,8704728320
2005-03-01,8713050240
2005-03-02,8650635840
2005-03-03,8646474880
2005-03-04,8650635840
2005-03-07,8758820800
2005-03-08,8738016000
2005-03-09,8588221440
2005-03-10,8625670080
2005-03-11,8567416640
2005-03-14,8717211200
2005-03-15,8600704320
2005-03-16,8613187200
2005-03-17,8492519360
2005-03-18,8425944000
2005-03-21,8463392640
2005-03-22,8467553600
2005-03-23,8588221440
2005-03-24,8692245440
2005-03-28,8738016000
2005-03-29,8837879040
2005-03-30,8912776320
2005-03-31,8748568150
2005-04-01,8596953620
2005-04-04,8605149000
2005-04-05,8588758240
2005-04-06,8584660550
2005-04-07,8560074410
2005-04-08,8543683650
2005-04-11,8502706750
2005-04-12,8547781340
2005-04-13,8478120610
2005-04-14,8289626870
2005-04-15,7650387230
2005-04-18,7490577320
2005-04-19,7756927170
2005-04-20,7560238050
2005-04-21,7736438720
2005-04-22,7650387230
2005-04-25,7703657200
2005-04-26,7511065769
2005-04-27,7404525830
2005-04-28,7326669720
2005-04-29,7396330450
2005-05-02,7334865099
2005-05-03,7392232760
2005-05-04,7441405040
2005-05-05,7408623519
2005-05-06,7375842000
2005-05-09,7384037380
2005-05-10,7379939690
2005-05-11,7425014280
2005-05-12,7396330450
2005-05-13,7347158170
2005-05-16,7478284250
2005-05-17,7515163460
2005-05-18,7666777990
2005-05-19,7707754889
2005-05-20,7662680300
2005-05-23,7691364130
2005-05-24,7654484920
2005-05-25,7470088870
2005-05-26,7519261150
2005-05-27,7490577320
2005-05-31,7449600420
2005-06-01,7478284250
2005-06-02,7486479630
2005-06-03,7425014280
2005-06-06,7498772700
2005-06-07,7494675010
2005-06-08,7511065769
2005-06-09,7568433430
2005-06-10,7441405040
2005-06-13,7396330450
2005-06-14,7527456530
2005-06-15,7552042670
2005-06-16,7502870389
2005-06-17,7482381940
2005-06-20,7519261150
2005-06-21,7568433430
2005-06-22,7597117260
2005-06-23,7506968080
2005-06-24,7248813610
2005-06-27,7211934400
2005-06-28,7363548930
2005-06-29,7437307349
2005-06-30,7388496900
2005-07-01,7380422040
2005-07-05,7461170640
2005-07-06,7440983490
2005-07-07,7453095780
2005-07-08,7533844380
2005-07-11,7606518120
2005-07-12,7622667840
2005-07-13,7566143819
2005-07-14,7727641020
2005-07-15,7852801350
2005-07-18,7505582370
2005-07-19,7533844380
2005-07-20,7521732090
2005-07-21,7307748300
2005-07-22,7420796340
2005-07-25,7360234890
2005-07-26,7473282930
2005-07-27,7368309750
2005-07-28,7541919240
2005-07-29,7529806949
2005-08-01,7554031530
2005-08-02,7529806949
2005-08-03,7404646620
2005-08-04,7352160030
2005-08-05,7340047740
2005-08-08,7327935449
2005-08-09,7352160030
2005-08-10,7267374000
2005-08-11,7235074560
2005-08-12,7190662829
2005-08-15,7283523720
2005-08-16,7210849980
2005-08-17,7251224280
2005-08-18,7178550540
2005-08-19,7210849980
2005-08-22,7158363390
2005-08-23,7130101380
2005-08-24,7146251100
2005-08-25,7202775120
2005-08-26,7113951660
2005-08-29,7138176240
2005-08-30,7206812550
2005-08-31,7279486290
2005-09-01,7231037130
2005-09-02,7226999699
2005-09-06,7319860590
2005-09-07,7412721480
2005-09-08,7428871199
2005-09-09,7533844380
2005-09-12,7533844380
2005-09-13,7424833770
2005-09-14,7323898020
2005-09-15,7255261710
2005-09-16,7315823160
2005-09-19,7251224280
2005-09-20,6799032120
2005-09-21,6637534920
2005-09-22,6690021510
2005-09-23,6690021510
2005-09-26,6694058939
2005-09-27,6685984079
2005-09-28,6633497490
2005-09-29,6617347770
2005-09-30,6484616880
2005-10-03,6492392200
2005-10-04,6399088360
2005-10-05,6325222820
2005-10-06,6367987080
2005-10-07,6367987080
2005-10-10,6325222820
2005-10-11,6290233880
2005-10-12,6290233880
2005-10-13,6231918980
2005-10-14,6200817700
2005-10-17,5920906180
2005-10-18,5889804900
2005-10-19,5905355540
2005-10-20,5893692560
2005-10-21,5850928300
2005-10-24,5858703620
2005-10-25,5847040640
2005-10-26,5734298500
2005-10-27,5648769980
2005-10-28,5722635520
2005-10-31,5734298500
2005-11-01,5889804900
2005-11-02,5952007460
2005-11-03,6072524920
2005-11-04,6018097680
2005-11-07,6045311300
2005-11-08,5944232140
2005-11-09,5955895120
2005-11-10,5998659380
2005-11-11,5967558100
2005-11-14,5932569160
2005-11-15,5866478940
2005-11-16,5858703620
2005-11-17,5866478940
2005-11-18,5897580220
2005-11-21,6068637260
2005-11-22,6255244940
2005-11-23,6364099420
2005-11-25,6418526660
2005-11-28,6531268800
2005-11-29,6581808380
2005-11-30,6472953899
2005-12-01,6352436440
2005-12-02,6383537720
2005-12-05,6325222820
2005-12-06,6379650060
2005-12-07,6414639000
2005-12-08,6391313040
2005-12-09,6414639000
2005-12-12,6515718160
2005-12-13,6507942839
2005-12-14,6609022000
2005-12-15,6492392200
2005-12-16,6414639000
2005-12-19,6340773459
2005-12-20,6278570899
2005-12-21,6266907920
2005-12-22,6298009200
2005-12-23,6220256000
2005-12-27,6220256000
2005-12-28,6200817700
2005-12-29,6181379400
2005-12-30,6150278120
2006-01-03,6025873000
2006-01-04,6053086620
2006-01-05,6072524920
2006-01-06,6025873000
2006-01-09,6021985340
2006-01-10,6002547040
2006-01-11,6006434700
2006-01-12,5932569160
2006-01-13,5924793840
2006-01-17,5831490000
2006-01-18,5858703620
2006-01-19,5823714680
2006-01-20,5757624460
2006-01-23,5788725740
2006-01-24,5777062760
2006-01-25,5773175100
2006-01-26,5757624460
2006-01-27,5745961480
2006-01-30,6142502800
2006-01-31,6414639000
2006-02-01,6434077300
2006-02-02,6367987080
2006-02-03,6259132600
2006-02-06,6379650060
2006-02-07,6465178580
2006-02-08,6527381140
2006-02-09,6476841560
2006-02-10,6465178580
2006-02-13,6612909660
2006-02-14,6737314779
2006-02-15,6752865420
2006-02-16,6752865420
2006-02-17,6725651800
2006-02-21,6620684980
2006-02-22,6760640740
2006-02-23,6698438180
2006-02-24,6628460300
2006-02-27,6589583700
2006-02-28,6550707100
2006-03-01,6515718160
2006-03-02,6597359020
2006-03-03,6558482420
2006-03-06,6445740279
2006-03-07,6507942839
2006-03-08,6624572640
2006-03-09,6554594760
2006-03-10,6647898600
2006-03-13,6725651800
2006-03-14,6737314779
2006-03-15,6644010940
2006-03-16,6640123279
2006-03-17,6811180320
2006-03-20,6772303720
2006-03-21,6725651800
2006-03-22,6881158200
2006-03-23,6966686720
2006-03-24,6997788000
2006-03-27,6997788000
2006-03-28,6990012680
2006-03-29,6951136080
2006-03-30,6958911399
2006-03-31,7001642830
2006-04-03,6781513959
2006-04-04,6739032950
2006-04-05,6762204410
2006-04-06,6739032950
2006-04-07,6719723399
2006-04-10,6769928230
2006-04-11,6704275760
2006-04-12,6654070930
2006-04-13,6642485200
2006-04-17,6430080149
2006-04-18,6418494420
2006-04-19,6650209020
2006-04-20,6773790140
2006-04-21,6785375870
2006-04-24,6530489810
2006-04-25,6630899470
2006-04-26,6545937450
2006-04-27,6433942060
2006-04-28,6248570380
2006-05-01,6391461050
2006-05-02,6321946670
2006-05-03,6345118130
2006-05-04,6352841950
2006-05-05,6360565770
2006-05-08,6291051390
2006-05-09,6233122740
2006-05-10,6175194090
2006-05-11,6198365550
2006-05-12,6279465660
2006-05-15,6337394310
2006-05-16,6310360940
2006-05-17,6155884540
2006-05-18,6213813190
2006-05-19,6252432290
2006-05-22,6376013410
2006-05-23,6372151500
2006-05-24,6376013410
2006-05-25,6352841950
2006-05-26,6430080149
2006-05-30,6457113520
2006-05-31,6491870709
2006-06-01,6526627899
2006-06-02,6518904080
2006-06-05,6403046779
2006-06-06,6410770600
2006-06-07,6352841950
2006-06-08,6426218240
2006-06-09,6364427680
2006-06-12,6310360940
2006-06-13,6383737230
2006-06-14,6364427680
2006-06-15,6499594529
2006-06-16,6488008800
2006-06-19,6372151500
2006-06-20,6352841950
2006-06-21,6356703860
2006-06-22,6348980040
2006-06-23,6314222850
2006-06-26,6395322959
2006-06-27,6221537010
2006-06-28,6306499029
2006-06-29,6406908690
2006-06-30,6251148280
2006-07-03,6289011080
2006-07-05,6175422679
2006-07-06,6217071760
2006-07-07,6270079679
2006-07-10,6228430600
2006-07-11,6217071760
2006-07-12,6092124520
2006-07-13,6118628480
2006-07-14,6012612640
2006-07-17,6663852800
2006-07-18,6747150960
2006-07-19,6777441199
2006-07-20,6663852800
2006-07-21,6697929320
2006-07-24,6777441199
2006-07-25,6747150960
2006-07-26,6747150960
2006-07-27,6618417440
2006-07-28,6766082360
2006-07-31,6830449120
2006-08-01,6792586320
2006-08-02,6902388440
2006-08-03,6891029600
2006-08-04,6811517719
2006-08-07,6917533560
2006-08-08,6807731440
2006-08-09,6671425360
2006-08-10,6834235400
2006-08-11,6853166800
2006-08-14,6716860719
2006-08-15,6739578400
2006-08-16,6875884480
2006-08-17,6944037520
2006-08-18,6887243320
2006-08-21,6891029600
2006-08-22,7027335679
2006-08-23,7000831719
2006-08-24,6940251239
2006-08-25,6781227480
2006-08-28,7091702440
2006-08-29,7076557320
2006-08-30,7144710360
2006-08-31,7133351520
2006-09-01,7205290840
2006-09-05,7296161560
2006-09-06,7231794800
2006-09-07,7193932000
2006-09-08,7197718280
2006-09-11,7262085040
2006-09-12,7307520400
2006-09-13,7246939920
2006-09-14,7262085040
2006-09-15,7311306679
2006-09-18,7371887160
2006-09-19,7352955760
2006-09-20,7409749960
2006-09-21,7390818560
2006-09-22,7360528320
2006-09-25,7390818560
2006-09-26,7489261840
2006-09-27,7447612760
2006-09-28,7493048120
2006-09-29,7458971600
2006-10-02,7352421840
2006-10-03,7522616790
2006-10-04,7590694770
2006-10-05,7575566330
2006-10-06,7639862200
2006-10-09,7753325500
2006-10-10,7760889720
2006-10-11,7738197060
2006-10-12,7840314030
2006-10-13,7828967700
2006-10-16,8055894300
2006-10-17,8207178700
2006-10-18,8286603010
2006-10-19,8142882830
2006-10-20,8207178700
2006-10-23,8460580070
2006-10-24,8502183280
2006-10-25,8453015850
2006-10-26,8468144290
2006-10-27,8509747500
2006-10-30,8676160340
2006-10-31,8558914930
2006-11-01,8642121350
2006-11-02,8585389700
2006-11-03,8566479149
2006-11-06,8789623640
2006-11-07,8797187860
2006-11-08,8846355290
2006-11-09,8831226850
2006-11-10,8861483730
2006-11-13,8755584650
2006-11-14,8944690150
2006-11-15,9001421800
2006-11-16,9001421800
2006-11-17,8948472260
2006-11-20,8819880520
2006-11-21,8732891990
2006-11-22,8676160340
2006-11-24,8661031900
2006-11-27,8418976860
2006-11-28,8441669520
2006-11-29,8297949340
2006-11-30,8301731450
2006-12-01,8226089250
2006-12-04,8400066310
2006-12-05,8411412639
2006-12-06,8403848420
2006-12-07,8418976860
2006-12-08,8316859889
2006-12-11,8309295670
2006-12-12,8350898879
2006-12-13,8464362180
2006-12-14,8528658050
2006-12-15,8638339240
2006-12-18,8566479149
2006-12-19,8566479149
2006-12-20,8592953920
2006-12-21,8524875940
2006-12-22,8630775020
2006-12-26,8657249790
2006-12-27,8751802540
2006-12-28,8540004379
2006-12-29,8570261260
2007-01-03,8986803150
2007-01-04,9014094960
2007-01-05,8940017190
2007-01-08,9053083260
2007-01-09,9099869220
2007-01-10,9134958690
2007-01-11,9185643480
2007-01-12,9107666880
2007-01-16,8994600810
2007-01-17,9095970390
2007-01-18,9064779750
2007-01-19,9166149330
2007-01-22,9205137630
2007-01-23,9341596680
2007-01-24,9372787320
2007-01-25,9298709550
2007-01-26,9341596680
2007-01-29,9345495510
2007-01-30,9431269770
2007-01-31,9497549880
2007-02-01,9708086700
2007-02-02,9743176170
2007-02-05,9793860960
2007-02-06,9899129370
2007-02-07,10066779060
2007-02-08,10316304180
2007-02-09,10148654490
2007-02-12,10203238110
2007-02-13,10300708860
2007-02-14,10382584290
2007-02-15,10413774930
2007-02-16,10277315880
2007-02-20,10499549190
2007-02-21,10667198880
2007-02-22,10456662060
2007-02-23,10499549190
2007-02-26,10370887800
2007-02-27,10214934600
2007-02-28,10140856830
2007-03-01,10312405350
2007-03-02,10292911200
2007-03-05,10242226410
2007-03-06,10550233980
2007-03-07,10483953870
2007-03-08,10725681330
2007-03-09,10799759100
2007-03-12,10811455590
2007-03-13,10674996540
2007-03-14,10667198880
2007-03-15,10842646230
2007-03-16,10803657930
2007-03-19,10784163780
2007-03-20,10975206450
2007-03-21,11154552630
2007-03-22,11111665500
2007-03-23,11201338590
2007-03-26,11201338590
2007-03-27,11018093580
2007-03-28,10717883670
2007-03-29,10791961440
2007-03-30,10749074310
2007-04-02,11188575040
2007-04-03,11319319720
2007-04-04,11509493800
2007-04-05,11747211400
2007-04-09,11600618880
2007-04-10,11584771040
2007-04-11,11568923200
2007-04-12,11402520880
2007-04-13,11228194640
2007-04-16,11133107600
2007-04-17,11212346800
2007-04-18,11244042480
2007-04-19,11133107600
2007-04-20,11248004440
2007-04-23,11347053440
2007-04-24,11188575040
2007-04-25,11291586000
2007-04-26,11358939320
2007-04-27,11255928360
2007-04-30,11212346800
2007-05-01,11327243640
2007-05-02,11414406760
2007-05-03,11541189480
2007-05-04,11541189480
2007-05-07,11422330680
2007-05-08,11354977360
2007-05-09,11517417720
2007-05-10,11572885160
2007-05-11,11580809080
2007-05-14,11509493800
2007-05-15,11469874200
2007-05-16,11315357760
2007-05-17,11303471880
2007-05-18,11422330680
2007-05-21,11370825200
2007-05-22,11521379680
2007-05-23,11374787160
2007-05-24,11414406760
2007-05-25,11283662080
2007-05-29,11255928360
2007-05-30,10966705280
2007-05-31,11097449960
2007-06-01,11232156600
2007-06-04,11026134680
2007-06-05,10863694320
2007-06-06,10835960600
2007-06-07,10459574400
2007-06-08,10388259120
2007-06-11,10431840680
2007-06-12,10190161120
2007-06-13,10269400320
2007-06-14,10289210120
2007-06-15,10241666600
2007-06-18,10265438360
2007-06-19,10269400320
2007-06-20,10091112120
2007-06-21,10134693680
2007-06-22,10035644680
2007-06-25,9960367440
2007-06-26,9960367440
2007-06-27,10023758800
2007-06-28,9984139200
2007-06-29,10019796840
2007-07-02,9929092200
2007-07-03,9909774900
2007-07-05,9940682580
2007-07-06,10002497940
2007-07-09,9905911440
2007-07-10,9681830760
2007-07-11,9948409500
2007-07-12,10068176760
2007-07-13,10249759380
2007-07-16,10508611200
2007-07-17,10222715160
2007-07-18,9890457600
2007-07-19,9759099960
2007-07-20,9535019280
2007-07-23,9488657760
2007-07-24,9399798180
2007-07-25,9372753960
2007-07-26,9233669400
2007-07-27,9071404080
2007-07-30,9013452180
2007-07-31,8851186860
2007-08-01,9110038680
2007-08-02,8955500280
2007-08-03,8777781120
2007-08-06,9133219440
2007-08-07,9052086780
2007-08-08,8874367620
2007-08-09,8685058080
2007-08-10,8901411840
2007-08-13,9106175220
2007-08-14,8885958000
2007-08-15,8712102300
2007-08-16,8526656220
2007-08-17,8596198500
2007-08-20,8715965760
2007-08-21,8507338920
2007-08-22,8677331160
2007-08-23,8534383140
2007-08-24,8588471580
2007-08-27,8375981280
2007-08-28,8279394780
2007-08-29,8522792759
2007-08-30,8375981280
2007-08-31,8356663980
2007-09-04,8488021620
2007-09-05,8491885080
2007-09-06,8468704320
2007-09-07,8229169800
2007-09-10,8178944820
2007-09-11,8460977399
2007-09-12,8816415720
2007-09-13,8661877320
2007-09-14,8677331160
2007-09-17,8712102300
2007-09-18,9021179100
2007-09-19,9175717500
2007-09-20,9102311760
2007-09-21,9249123240
2007-09-24,9048223320
2007-09-25,9040496400
2007-09-26,9167990580
2007-09-27,9140946360
2007-09-28,9063677160
2007-10-01,8642231390
2007-10-02,8710964080
2007-10-03,8530088579
2007-10-04,8320273000
2007-10-05,8432415810
2007-10-08,8273245370
2007-10-09,8229835250
2007-10-10,8197277660
2007-10-11,8186425130
2007-10-12,8121309950
2007-10-15,8038107220
2007-10-16,7972992040
2007-10-17,7839144170
2007-10-18,7755941440
2007-10-19,7433983050
2007-10-22,7502715739
2007-10-23,7734236380
2007-10-24,7560595899
2007-10-25,7513568270
2007-10-26,7629328590
2007-10-29,7578683450
2007-10-30,7405042970
2007-10-31,7556978390
2007-11-01,7430365540
2007-11-02,7415895500
2007-11-05,7690826260
2007-11-06,7687208750
2007-11-07,7455688110
2007-11-08,7271195100
2007-11-09,7220549960
2007-11-12,7524420800
2007-11-13,7665503690
2007-11-14,7481010680
2007-11-15,7253107550
2007-11-16,7184374860
2007-11-19,7133729720
2007-11-20,7329075260
2007-11-21,7220549960
2007-11-23,7405042970
2007-11-26,7560595899
2007-11-27,7589535980
2007-11-28,7253107550
2007-11-29,7198844899
2007-11-30,7227784980
2007-12-03,7101172130
2007-12-04,7180757350
2007-12-05,7206079920
2007-12-06,7245872530
2007-12-07,7368867870
2007-12-10,7462923130
2007-12-11,7303752690
2007-12-12,7419513010
2007-12-13,7343545300
2007-12-14,7151817270
2007-12-17,7231402489
2007-12-18,7198844899
2007-12-19,7140964739
2007-12-20,7220549960
2007-12-21,7303752690
2007-12-24,7354397829
2007-12-26,7314605220
2007-12-27,7137347230
2007-12-28,6862416470
2007-12-31,6887739040
2008-01-02,6699628520
2008-01-03,6569398160
2008-01-04,6406610210
2008-01-07,6424697760
2008-01-08,6279997360
2008-01-09,6240204750
2008-01-10,6355965070
2008-01-11,6149767000
2008-01-14,6189559610
2008-01-15,6023154149
2008-01-16,6507900489
2008-01-17,6290849890
2008-01-18,6406610210
2008-01-22,6522370530
2008-01-23,6793683780
2008-01-24,6905826590
2008-01-25,6880504020
2008-01-28,6985411810
2008-01-29,6898591570
2008-01-30,6851563940
2008-01-31,7600388510
2008-02-01,7712531320
2008-02-04,7759558950
2008-02-05,7452070600
2008-02-06,7509950760
2008-02-07,7625711079
2008-02-08,7466540640
2008-02-11,7481010680
2008-02-12,7672738710
2008-02-13,7831909149
2008-02-14,7632946100
2008-02-15,7524420800
2008-02-19,7397807950
2008-02-20,7564213410
2008-02-21,7408660480
2008-02-22,7470158149
2008-02-25,7640181120
2008-02-26,7582300960
2008-02-27,7466540640
2008-02-28,7307370200
2008-02-29,6989029320
2008-03-03,7014351890
2008-03-04,7140964739
2008-03-05,7137347230
2008-03-06,6949236710
2008-03-07,7010734380
2008-03-10,6927531649
2008-03-11,7300135180
2008-03-12,7332692770
2008-03-13,7336310280
2008-03-14,7166287310
2008-03-17,7112024660
2008-03-18,7267577590
2008-03-19,7368867870
2008-03-20,7734236380
2008-03-24,7918729390
2008-03-25,7806586579
2008-03-26,7687208750
2008-03-27,7347162810
2008-03-28,7336310280
2008-03-31,7189113799
2008-04-01,7658754400
2008-04-02,7492573879
2008-04-03,7694880600
2008-04-04,7817709680
2008-04-07,7875511600
2008-04-08,7691267980
2008-04-09,7492573879
2008-04-10,7702105840
2008-04-11,7590114620
2008-04-14,7539537940
2008-04-15,7557601040
2008-04-16,7525087459
2008-04-17,7579276760
2008-04-18,7868286360
2008-04-21,7225240000
2008-04-22,6874815860
2008-04-23,6885653720
2008-04-24,6939843020
2008-04-25,6957906120
2008-04-28,6907329440
2008-04-29,6896491580
2008-04-30,6773662500
2008-05-01,6918167299
2008-05-02,6910942060
2008-05-05,6824239180
2008-05-06,6860365379
2008-05-07,6842302280
2008-05-08,6777275120
2008-05-09,6882041100
2008-05-12,6986807080
2008-05-13,7171050700
2008-05-14,7210789520
2008-05-15,7308330260
2008-05-16,7203564280
2008-05-19,7315555500
2008-05-20,7257753580
2008-05-21,7098798299
2008-05-22,7142149740
2008-05-23,7174663320
2008-05-27,7261366200
2008-05-28,7315555500
2008-05-29,7373357420
2008-05-30,7275816680
2008-06-02,7196339040
2008-06-03,7124086640
2008-06-04,7239690480
2008-06-05,7358906940
2008-06-06,7171050700
2008-06-09,7254140959
2008-06-10,7330005980
2008-06-11,7080735200
2008-06-12,7145762360
2008-06-13,7355294320
2008-06-16,7402258379
2008-06-17,7174663320
2008-06-18,6900104200
2008-06-19,6961518740
2008-06-20,6791725600
2008-06-23,6629157700
2008-06-24,6647220799
2008-06-25,6686959620
2008-06-26,6491878140
2008-06-27,6401562640
2008-06-30,6178282720
2008-07-01,6127759380
2008-07-02,6185500340
2008-07-03,6214370820
2008-07-07,6196326770
2008-07-08,6438117040
2008-07-09,6434508229
2008-07-10,6282938210
2008-07-11,6225197250
2008-07-14,6185500340
2008-07-15,6236023680
2008-07-16,6387593700
2008-07-17,6596904680
2008-07-18,7455801460
2008-07-21,7376407640
2008-07-22,7592936240
2008-07-23,7647068390
2008-07-24,7481063130
2008-07-25,7509933610
2008-07-28,7286187390
2008-07-29,7473845510
2008-07-30,7383625260
2008-07-31,7235664050
2008-08-01,7390842880
2008-08-04,7376407640
2008-08-05,7574892189
2008-08-06,7502715990
2008-08-07,7470236700
2008-08-08,7758941500
2008-08-11,7766159120
2008-08-12,7748115070
2008-08-13,7603762670
2008-08-14,7758941500
2008-08-15,7863596990
2008-08-18,7607371479
2008-08-19,7416104550
2008-08-20,7408886930
2008-08-21,7488280750
2008-08-22,7603762670
2008-08-25,7268143340
2008-08-26,7304231439
2008-08-27,7091311649
2008-08-28,7112964510
2008-08-29,6975829729
2008-09-02,7033570689
2008-09-03,7076876410
2008-09-04,6842303760
2008-09-05,6867565430
2008-09-08,7051614740
2008-09-09,6928915200
2008-09-10,6972220920
2008-09-11,7001091399
2008-09-12,6997482590
2008-09-15,7033570689
2008-09-16,6936132820
2008-09-17,6719604220
2008-09-18,6752083510
2008-09-19,6611339920
2008-09-22,6694342550
2008-09-23,6618557540
2008-09-24,6593295870
2008-09-25,6611339920
2008-09-26,6770127560
2008-09-29,6506684430
2008-09-30,6474393640
2008-10-01,6510282740
2008-10-02,6406204350
2008-10-03,6291359230
2008-10-06,6086791360
2008-10-07,5928879320
2008-10-08,5785322920
2008-10-09,5117785660
2008-10-10,5017296180
2008-10-13,5304408980
2008-10-14,5304408980
2008-10-15,4970640350
2008-10-16,5189563860
2008-10-17,5185974950
2008-10-20,5081896560
2008-10-21,5006529450
2008-10-22,4880917600
2008-10-23,4784017030
2008-10-24,4690705370
2008-10-27,4543560060
2008-10-28,5028062910
2008-10-29,5150085850
2008-10-30,4992173810
2008-10-31,5386953910
2008-11-03,5401309550
2008-11-04,5508976850
2008-11-05,5376187180
2008-11-06,5211097320
2008-11-07,5343886990
2008-11-10,5315175710
2008-11-11,5246986420
2008-11-12,5024474000
2008-11-13,5369009360
2008-11-14,4992173810
2008-11-17,4805550490
2008-11-18,4583038070
2008-11-19,4130835410
2008-11-20,4098535220
2008-11-21,4216969250
2008-11-24,4396414750
2008-11-25,4679938640
2008-11-26,4834261770
2008-11-28,4906039970
2008-12-01,4518437690
2008-12-02,4816317220
2008-12-03,4737361200
2008-12-04,4974229260
2008-12-05,5243397510
2008-12-08,5476676660
2008-12-09,5365420450
2008-12-10,5369009360
2008-12-11,5160852580
2008-12-12,5239808600
2008-12-15,5214686230
2008-12-16,5401309550
2008-12-17,5343886990
2008-12-18,5379776090
2008-12-19,5372598270
2008-12-22,5372598270
2008-12-23,5437198650
2008-12-24,5455143200
2008-12-26,5548454860
2008-12-29,5645355430
2008-12-30,5735078180
2008-12-31,5742256000
2009-01-02,5975535149
2009-01-05,5867867850
2009-01-06,5849923300
2009-01-07,5749433820
2009-01-08,5666888890
2009-01-09,5508976850
2009-01-12,5451554290
2009-01-13,5494621210
2009-01-14,5433609740
2009-01-15,5584343960
2009-01-16,5609466330
2009-01-20,5394131730
2009-01-21,5552043770
2009-01-22,5526921400
2009-01-23,5451554290
2009-01-26,5394131730
2009-01-27,5397720640
2009-01-28,5523332490
2009-01-29,5304408980
2009-01-30,5092663290
2009-02-02,4270802900
2009-02-03,4471781860
2009-02-04,4353347830
2009-02-05,4550737880
2009-02-06,4633282810
2009-02-09,4705061010
2009-02-10,4500493140
2009-02-11,4525615510
2009-02-12,4486137500
2009-02-13,4382059110
2009-02-17,4346170010
2009-02-18,4310280910
2009-02-19,4306692000
2009-02-20,4324636550
2009-02-23,4249269440
2009-02-24,4360525650
2009-02-25,4310280910
2009-02-26,4231324889
2009-02-27,4249269440
2009-03-02,4051879389
2009-03-03,3847311520
2009-03-04,3919089720
2009-03-05,3750410949
2009-03-06,3883200620
2009-03-09,3800655690
2009-03-10,4012401380
2009-03-11,3911911900
2009-03-12,4105713040
2009-03-13,4141602139
2009-03-16,3969334460
2009-03-17,4123657590
2009-03-18,4199024699
2009-03-19,4048290480
2009-03-20,3951389910
2009-03-23,4181080150
2009-03-24,4242091620
2009-03-25,4249269440
2009-03-26,4468192950
2009-03-27,4338992190
2009-03-30,4148779960
2009-03-31,4136964000
2009-04-01,4276896000
2009-04-02,4567524000
2009-04-03,4646460000
2009-04-06,4614168000
2009-04-07,4499352000
2009-04-08,4578288000
2009-04-09,4789980000
