,RMD
2004-09-23,1630690560
2004-09-24,1632046080
2004-09-27,1626624000
2004-09-28,1599513600
2004-09-29,1627979520
2004-09-30,1618971200
2004-10-01,1624413120
2004-10-04,1631215520
2004-10-05,1593122080
2004-10-06,1503330400
2004-10-07,1491086080
2004-10-08,1478841760
2004-10-11,1489725600
2004-10-12,1553668160
2004-10-13,1548226240
2004-10-14,1541423840
2004-10-15,1525098080
2004-10-18,1530540000
2004-10-19,1534621440
2004-10-20,1559110080
2004-10-21,1564552000
2004-10-22,1548226240
2004-10-25,1555028640
2004-10-26,1582238240
2004-10-27,1605366400
2004-10-28,1594482560
2004-10-29,1598564000
2004-11-01,1579517280
2004-11-02,1598564000
2004-11-03,1620331680
2004-11-04,1610808320
2004-11-05,1628494560
2004-11-08,1625773600
2004-11-09,1678832320
2004-11-10,1701960480
2004-11-11,1735972480
2004-11-12,1734612000
2004-11-15,1733251520
2004-11-16,1701960480
2004-11-17,1696518560
2004-11-18,1699239520
2004-11-19,1678832320
2004-11-22,1662506560
2004-11-23,1686995200
2004-11-24,1691076640
2004-11-26,1696518560
2004-11-29,1715565280
2004-11-30,1703320960
2004-12-01,1722367680
2004-12-02,1722367680
2004-12-03,1738693440
2004-12-06,1686995200
2004-12-07,1662506560
2004-12-08,1692437120
2004-12-09,1689716160
2004-12-10,1701960480
2004-12-13,1714204800
2004-12-14,1718286240
2004-12-15,1727809600
2004-12-16,1715565280
2004-12-17,1731891040
2004-12-20,1714204800
2004-12-21,1714204800
2004-12-22,1718286240
2004-12-23,1707402400
2004-12-27,1707402400
2004-12-28,1733251520
2004-12-29,1730530560
2004-12-30,1730530560
2004-12-31,1762719840
2005-01-03,1751685600
2005-01-04,1742030640
2005-01-05,1744789200
2005-01-06,1744789200
2005-01-07,1737892800
2005-01-10,1751685600
2005-01-11,1747547760
2005-01-12,1729617120
2005-01-13,1717203600
2005-01-14,1722720720
2005-01-18,1719962160
2005-01-19,1719962160
2005-01-20,1743409920
2005-01-21,1775133360
2005-01-24,1753064880
2005-01-25,1742030640
2005-01-26,1757202720
2005-01-27,1754444160
2005-01-28,1740651360
2005-01-31,1769616240
2005-02-01,1802718960
2005-02-02,1845476640
2005-02-03,1827546000
2005-02-04,2084092080
2005-02-07,2062023600
2005-02-08,2066161440
2005-02-09,2037196560
2005-02-10,2071678560
2005-02-11,2086850640
2005-02-14,2073057840
2005-02-15,2075816400
2005-02-16,2068920000
2005-02-17,2063402880
2005-02-18,2056506480
2005-02-22,2038575840
2005-02-23,2035817280
2005-02-24,2035817280
2005-02-25,2039955120
2005-02-28,2033058720
2005-03-01,2033058720
2005-03-02,2034438000
2005-03-03,2031679440
2005-03-04,2033058720
2005-03-07,2013748800
2005-03-08,1986163200
2005-03-09,1944784800
2005-03-10,1914440640
2005-03-11,1930992000
2005-03-14,1959956880
2005-03-15,1973749680
2005-03-16,1969611840
2005-03-17,1958577600
2005-03-18,1973749680
2005-03-21,1951681200
2005-03-22,1950301920
2005-03-23,1918578480
2005-03-24,1964094720
2005-03-28,1969611840
2005-03-29,1955819040
2005-03-30,1944784800
2005-03-31,1968642000
2005-04-01,1965849600
2005-04-04,1977019200
2005-04-05,2004943200
2005-04-06,2020301400
2005-04-07,2123620200
2005-04-08,2106865800
2005-04-11,2125016400
2005-04-12,2136186000
2005-04-13,2143167000
2005-04-14,2125016400
2005-04-15,2095696200
2005-04-18,2087319000
2005-04-19,2119431600
2005-04-20,2134789800
2005-04-21,2147355600
2005-04-22,2138978400
2005-04-25,2169694800
2005-04-26,2159921400
2005-04-27,2171091000
2005-04-28,2171091000
2005-04-29,2168298600
2005-05-02,2178072000
2005-05-03,2162713800
2005-05-04,2194826400
2005-05-05,2199015000
2005-05-06,2200411200
2005-05-09,2219958000
2005-05-10,2196222600
2005-05-11,2207392200
2005-05-12,2196222600
2005-05-13,2166902400
2005-05-16,2176675800
2005-05-17,2165506200
2005-05-18,2210184600
2005-05-19,2238108600
2005-05-20,2224146600
2005-05-23,2246485800
2005-05-24,2245089600
2005-05-25,2215769400
2005-05-26,2214373200
2005-05-27,2203203600
2005-05-31,2180864400
2005-06-01,2190637800
2005-06-02,2182260600
2005-06-03,2185053000
2005-06-06,2203203600
2005-06-07,2246485800
2005-06-08,2236712400
2005-06-09,2222750400
2005-06-10,2221354200
2005-06-13,2159921400
2005-06-14,2131997400
2005-06-15,2120827800
2005-06-16,2143167000
2005-06-17,2129205000
2005-06-20,2095696200
2005-06-21,2120827800
2005-06-22,2150148000
2005-06-23,2164110000
2005-06-24,2154336600
2005-06-27,2143167000
2005-06-28,2239504800
2005-06-29,2313503400
2005-06-30,2321616000
2005-07-01,2320208960
2005-07-05,2338500480
2005-07-06,2318801920
2005-07-07,2330058240
2005-07-08,2391968000
2005-07-11,2380711680
2005-07-12,2372269440
2005-07-13,2339907520
2005-07-14,2335686400
2005-07-15,2321616000
2005-07-18,2289254080
2005-07-19,2304731520
2005-07-20,2334279360
2005-07-21,2314580800
2005-07-22,2321616000
2005-07-25,2299103360
2005-07-26,2321616000
2005-07-27,2314580800
2005-07-28,2348349760
2005-07-29,2356792000
2005-08-01,2362420160
2005-08-02,2362420160
2005-08-03,2363827200
2005-08-04,2321616000
2005-08-05,2272369600
2005-08-08,2265334400
2005-08-09,2273776640
2005-08-10,2317394880
2005-08-11,2331465280
2005-08-12,2325837120
2005-08-15,2331465280
2005-08-16,2344128640
2005-08-17,2356792000
2005-08-18,2393375040
2005-08-19,2383525760
2005-08-22,2406038400
2005-08-23,2650863360
2005-08-24,2631164800
2005-08-25,2581918400
2005-08-26,2550963520
2005-08-29,2514380480
2005-08-30,2518601600
2005-08-31,2545335360
2005-09-01,2539707200
2005-09-02,2525636800
2005-09-06,2580511360
2005-09-07,2583325440
2005-09-08,2586139520
2005-09-09,2608652160
2005-09-12,2604431040
2005-09-13,2604431040
2005-09-14,2594581760
2005-09-15,2576290240
2005-09-16,2618501440
2005-09-19,2603024000
2005-09-20,2611466240
2005-09-21,2614280319
2005-09-22,2615687360
2005-09-23,2625536640
2005-09-26,2669154880
2005-09-27,2770461760
2005-09-28,2769054720
2005-09-29,2815487040
2005-09-30,2824114040
2005-10-03,2856738160
2005-10-04,2846809080
2005-10-05,2798582120
2005-10-06,2768794880
2005-10-07,2748936720
2005-10-10,2717731040
2005-10-11,2658156560
2005-10-12,2624114000
2005-10-13,2625532440
2005-10-14,2669504080
2005-10-17,2672340960
2005-10-18,2710638840
2005-10-19,2697872880
2005-10-20,2662411880
2005-10-21,2695036000
2005-10-24,2747518280
2005-10-25,2760284240
2005-10-26,2807092760
2005-10-27,2695036000
2005-10-28,2695036000
2005-10-31,2704965080
2005-11-01,2669504080
2005-11-02,2666667200
2005-11-03,2785816160
2005-11-04,2748936720
2005-11-07,2734752320
2005-11-08,2737589200
2005-11-09,2787234600
2005-11-10,2879433200
2005-11-11,2897872920
2005-11-14,2890780720
2005-11-15,2886525400
2005-11-16,2872341000
2005-11-17,2973050240
2005-11-18,3026950960
2005-11-21,3029787840
2005-11-22,2943263000
2005-11-23,2934752360
2005-11-25,2978724000
2005-11-28,2895036040
2005-11-29,2897872920
2005-11-30,2893617600
2005-12-01,2882270080
2005-12-02,2903546680
2005-12-05,2934752360
2005-12-06,2953192080
2005-12-07,2876596320
2005-12-08,2843972200
2005-12-09,2852482840
2005-12-12,2897872920
2005-12-13,2927660160
2005-12-14,2927660160
2005-12-15,2907802000
2005-12-16,2882270080
2005-12-19,2775887080
2005-12-20,2702128200
2005-12-21,2744681400
2005-12-22,2792908360
2005-12-23,2808511200
2005-12-27,2763121120
2005-12-28,2765958000
2005-12-29,2744681400
2005-12-30,2717731040
2006-01-03,2772822780
2006-01-04,2790234540
2006-01-05,2768469839
2006-01-06,2674156140
2006-01-09,2740901220
2006-01-10,2814901200
2006-01-11,2829411000
2006-01-12,2793136500
2006-01-13,2769920820
2006-01-17,2778626700
2006-01-18,2756862000
2006-01-19,2749607100
2006-01-20,2730744360
2006-01-23,2720587500
2006-01-24,2717685540
2006-01-25,2806195320
2006-01-26,2848273740
2006-01-27,2867136480
2006-01-30,2861332560
2006-01-31,2861332560
2006-02-01,2814901200
2006-02-02,2793136500
2006-02-03,2787332580
2006-02-06,2759763960
2006-02-07,3010783500
2006-02-08,2930979600
2006-02-09,3004979580
2006-02-10,3007881540
2006-02-13,2993371740
2006-02-14,3048508980
2006-02-15,3092038380
2006-02-16,3077528580
2006-02-17,3038352120
2006-02-21,3004979580
2006-02-22,2954195280
2006-02-23,2923724700
2006-02-24,2942587440
2006-02-27,2964352140
2006-02-28,2945489400
2006-03-01,2926626660
2006-03-02,2939685480
2006-03-03,2901960000
2006-03-06,2870038440
2006-03-07,2832312960
2006-03-08,2912116860
2006-03-09,2888901180
2006-03-10,2936783520
2006-03-13,2904861960
2006-03-14,2868587460
2006-03-15,2893254120
2006-03-16,2945489400
2006-03-17,2920822740
2006-03-20,3010783500
2006-03-21,3164587380
2006-03-22,3211018740
2006-03-23,3215371680
2006-03-24,3160234440
2006-03-27,3142822680
2006-03-28,3183450120
2006-03-29,3166038360
2006-03-30,3154430520
2006-03-31,3320577960
2006-04-03,3257156280
2006-04-04,3322088000
2006-04-05,3347758680
2006-04-06,3260176360
2006-04-07,3243565920
2006-04-10,3234505680
2006-04-11,3183164319
2006-04-12,3174104080
2006-04-13,3157493640
2006-04-17,3152963520
2006-04-18,3251116120
2006-04-19,3287357080
2006-04-20,3246586000
2006-04-21,3251116120
2006-04-24,3287357080
2006-04-25,3243565920
2006-04-26,3299437400
2006-04-27,3310007680
2006-04-28,3257156280
2006-05-01,3252626160
2006-05-02,3261686400
2006-05-03,3294907280
2006-05-04,3276786800
2006-05-05,3651276720
2006-05-08,3599935360
2006-05-09,3661847000
2006-05-10,3613525720
2006-05-11,3488192400
2006-05-12,3482152240
2006-05-15,3471581960
2006-05-16,3551614080
2006-05-17,3574264680
2006-05-18,3524433360
2006-05-19,3450441400
2006-05-22,3444401240
2006-05-23,3368899240
2006-05-24,3371919319
2006-05-25,3411180360
2006-05-26,3492722520
2006-05-30,3380979560
2006-05-31,3432320920
2006-06-01,3497252640
2006-06-02,3433830960
2006-06-05,3350778760
2006-06-06,3303967520
2006-06-07,3332658280
2006-06-08,3316047840
2006-06-09,3343228560
2006-06-12,3316047840
2006-06-13,3273766720
2006-06-14,3291887200
2006-06-15,3361349040
2006-06-16,3358328960
2006-06-19,3334168319
2006-06-20,3306987600
2006-06-21,3387019720
2006-06-22,3373429360
2006-06-23,3352288800
2006-06-26,3365879160
2006-06-27,3358328960
2006-06-28,3353798840
2006-06-29,3494232560
2006-06-30,3564123120
2006-07-03,3673414800
2006-07-05,3615733080
2006-07-06,3624840720
2006-07-07,3588410160
2006-07-10,3503405519
2006-07-11,3491262000
2006-07-12,3471528780
2006-07-13,3424472640
2006-07-14,3344021820
2006-07-17,3290893920
2006-07-18,3339468000
2006-07-19,3489744060
2006-07-20,3489744060
2006-07-21,3451795560
2006-07-24,3438134100
2006-07-25,3445723800
2006-07-26,3432062340
2006-07-27,3424472640
2006-07-28,3504923460
2006-07-31,3523138740
2006-08-01,3485190240
2006-08-02,3415365000
2006-08-03,3453313500
2006-08-04,3473046720
2006-08-07,3419918820
2006-08-08,3457867320
2006-08-09,3436616160
2006-08-10,3419918820
2006-08-11,3377416500
2006-08-14,3459385260
2006-08-15,3509477280
2006-08-16,3491262000
2006-08-17,3529210500
2006-08-18,3271160700
2006-08-21,3187674000
2006-08-22,3008557080
2006-08-23,3023736480
2006-08-24,2997931500
2006-08-25,3000967380
2006-08-28,3035880000
2006-08-29,3058649100
2006-08-30,3082936140
2006-08-31,3087489960
2006-09-01,3110259060
2006-09-05,3129992280
2006-09-06,3048023519
2006-09-07,3026772360
2006-09-08,3096597600
2006-09-11,2963018880
2006-09-12,3038915880
2006-09-13,3063202920
2006-09-14,3055613220
2006-09-15,3019182660
2006-09-18,3070792620
2006-09-19,3070792620
2006-09-20,3035880000
2006-09-21,3048023519
2006-09-22,3002485320
2006-09-25,2952393300
2006-09-26,2923552440
2006-09-27,2990341800
2006-09-28,3038915880
2006-09-29,3055613220
2006-10-02,3019195320
2006-10-03,3063482960
2006-10-04,3107770600
2006-10-05,3101661960
2006-10-06,3072645920
2006-10-09,3061955800
2006-10-10,3052792839
2006-10-11,3046684200
2006-10-12,3052792839
2006-10-13,3025303960
2006-10-16,3037521240
2006-10-17,3046684200
2006-10-18,3078754560
2006-10-19,3092499000
2006-10-20,3115406400
2006-10-23,3135259480
2006-10-24,3269649560
2006-10-25,3277285360
2006-10-26,3356697680
2006-10-27,3364333480
2006-10-30,3378077920
2006-10-31,3359752000
2006-11-01,3370442120
2006-11-02,3367387800
2006-11-03,3362806320
2006-11-06,3428474200
2006-11-07,3353643360
2006-11-08,3342953240
2006-11-09,3513995160
2006-11-10,3527739600
2006-11-13,3572027240
2006-11-14,3665184000
2006-11-15,3724743240
2006-11-16,3741542000
2006-11-17,3779721000
2006-11-20,3724743240
2006-11-21,3717107440
2006-11-22,3735433360
2006-11-24,3752232120
2006-11-27,3764449400
2006-11-28,3817900000
2006-11-29,3811791360
2006-11-30,3817900000
2006-12-01,3802628400
2006-12-04,3862187640
2006-12-05,3900366640
2006-12-06,3859133320
2006-12-07,3837753080
2006-12-08,3863714800
2006-12-11,3863714800
2006-12-12,3798046920
2006-12-13,3802628400
2006-12-14,3820954320
2006-12-15,3811791360
2006-12-18,3810264200
2006-12-19,3801101240
2006-12-20,3788883960
2006-12-21,3758340760
2006-12-22,3730851880
2006-12-26,3790411120
2006-12-27,3808737040
2006-12-28,3785829640
2006-12-29,3758340760
2007-01-03,3857912800
2007-01-04,3837883700
2007-01-05,3768552200
2007-01-08,3865616300
2007-01-09,3860994200
2007-01-10,3817854600
2007-01-11,3914918700
2007-01-12,3988872300
2007-01-16,4038174700
2007-01-17,4061285200
2007-01-18,3982709500
2007-01-19,4008901400
2007-01-22,4025849100
2007-01-23,4113669000
2007-01-24,4090558500
2007-01-25,4033552600
2007-01-26,3985790900
2007-01-29,3999657200
2007-01-30,4064366600
2007-01-31,4050500300
2007-02-01,4050500300
2007-02-02,4179919100
2007-02-05,4179919100
2007-02-06,4167593500
2007-02-07,3851750000
2007-02-08,3857912800
2007-02-09,3702302100
2007-02-12,3745441700
2007-02-13,3808610400
2007-02-14,3817854600
2007-02-15,3879482600
2007-02-16,3836343000
2007-02-20,3805529000
2007-02-21,3794744100
2007-02-22,3803988300
2007-02-23,3817854600
2007-02-26,3782418500
2007-02-27,3645296200
2007-02-28,3677650900
2007-03-01,3643755500
2007-03-02,3554394900
2007-03-05,3480441300
2007-03-06,3589831000
2007-03-07,3585208900
2007-03-08,3612941500
2007-03-09,3642214800
2007-03-12,3691517200
2007-03-13,3642214800
2007-03-14,3591371700
2007-03-15,3643755500
2007-03-16,3665325300
2007-03-19,3725412600
2007-03-20,3725412600
2007-03-21,3750063800
2007-03-22,3790122000
2007-03-23,3904133800
2007-03-26,3944192000
2007-03-27,3890267500
2007-03-28,3870238400
2007-03-29,3890267500
2007-03-30,3881023300
2007-04-02,3896212480
2007-04-03,3907069760
2007-04-04,3900865600
2007-04-05,3972213440
2007-04-09,3959805120
2007-04-10,3987723840
2007-04-11,3869844800
2007-04-12,3849681280
2007-04-13,3854334400
2007-04-16,3827966720
2007-04-17,3758169920
2007-04-18,3702332480
2007-04-19,3658903360
2007-04-20,3756618880
2007-04-23,3772129280
2007-04-24,3401430720
2007-04-25,3305266240
2007-04-26,3323878720
2007-04-27,3319225600
2007-04-30,3277347520
2007-05-01,3243224640
2007-05-02,3364205760
2007-05-03,3326980800
2007-05-04,3353348480
2007-05-07,3426247360
2007-05-08,3399879680
2007-05-09,3385920319
2007-05-10,3393675520
2007-05-11,3437104640
2007-05-14,3497595200
2007-05-15,3413839040
2007-05-16,3427798400
2007-05-17,3393675520
2007-05-18,3437104640
2007-05-21,3449512959
2007-05-22,3475880640
2007-05-23,3505350400
2007-05-24,3441757760
2007-05-25,3483635840
2007-05-29,3482084800
2007-05-30,3489840000
2007-05-31,3496044160
2007-06-01,3533269120
2007-06-04,3516207680
2007-06-05,3511554560
2007-06-06,3446410880
2007-06-07,3396777600
2007-06-08,3427798400
2007-06-11,3381267200
2007-06-12,3347144319
2007-06-13,3392124480
2007-06-14,3367307840
2007-06-15,3406083840
2007-06-18,3406083840
2007-06-19,3401430720
2007-06-20,3353348480
2007-06-21,3326980800
2007-06-22,3244775680
2007-06-25,3216856959
2007-06-26,3199795520
2007-06-27,3229265280
2007-06-28,3224612160
2007-06-29,3199795520
2007-07-02,3234627300
2007-07-03,3229973160
2007-07-05,3234627300
2007-07-06,3236178680
2007-07-09,3267206280
2007-07-10,3189637280
2007-07-11,3191188660
2007-07-12,3236178680
2007-07-13,3226870400
2007-07-16,3184983140
2007-07-17,3174123480
2007-07-18,3212907980
2007-07-19,3198945560
2007-07-20,3220664880
2007-07-23,3245486960
2007-07-24,3248589720
2007-07-25,3346326660
2007-07-26,3352532180
2007-07-27,3301336640
2007-07-30,3315299060
2007-07-31,3333915619
2007-08-01,3368045980
2007-08-02,3456474640
2007-08-03,3423895660
2007-08-06,3501464660
2007-08-07,3521632600
2007-08-08,3462680160
2007-08-09,3416138760
2007-08-10,3335467000
2007-08-13,3290476980
2007-08-14,3200496940
2007-08-15,3121376560
2007-08-16,3076386539
2007-08-17,3163263820
2007-08-20,3158609680
2007-08-21,3141544500
2007-08-22,3223767640
2007-08-23,3211356600
2007-08-24,3256346619
2007-08-27,3239281440
2007-08-28,3180329000
2007-08-29,3161712440
2007-08-30,3146198640
2007-08-31,3153955539
2007-09-04,3212907980
2007-09-05,3202048320
2007-09-06,3273411800
2007-09-07,3284271460
2007-09-10,3310644920
2007-09-11,3416138760
2007-09-12,3448717740
2007-09-13,3445614980
2007-09-14,3444063600
2007-09-17,3419241520
2007-09-18,3487502240
2007-09-19,3445614980
2007-09-20,3451820500
2007-09-21,3399073580
2007-09-24,3357186320
2007-09-25,3394419440
2007-09-26,3386662539
2007-09-27,3327710100
2007-09-28,3326158720
2007-10-01,3317743800
2007-10-02,3311548200
2007-10-03,3193831800
2007-10-04,3097800000
2007-10-05,3186087300
2007-10-08,3124131300
2007-10-09,3139620300
2007-10-10,3156658200
2007-10-11,3139620300
2007-10-12,3136522500
2007-10-15,3097800000
2007-10-16,3069919800
2007-10-17,3105544500
2007-10-18,3091604400
2007-10-19,3102446700
2007-10-22,3100897800
2007-10-23,3184538400
2007-10-24,3167500500
2007-10-25,3210869700
2007-10-26,3167500500
2007-10-29,3173696099
2007-10-30,3158207100
2007-10-31,3207771900
2007-11-01,3111740100
2007-11-02,3244945500
2007-11-05,3218614200
2007-11-06,3275923500
2007-11-07,3257336700
2007-11-08,3319292700
2007-11-09,3371955300
2007-11-12,3396737700
2007-11-13,3477280500
2007-11-14,3406031099
2007-11-15,3368857500
2007-11-16,3382797600
2007-11-19,3452498100
2007-11-20,3427715700
2007-11-21,3387444300
2007-11-23,3520649700
2007-11-26,3463340400
2007-11-27,3491220600
2007-11-28,3587252400
2007-11-29,3556274400
2007-11-30,3546981000
2007-12-03,3554725500
2007-12-04,3553176600
2007-12-05,3565567800
2007-12-06,3700322100
2007-12-07,3723555600
2007-12-10,3739044600
2007-12-11,3740593500
2007-12-12,3777767100
2007-12-13,3783962700
2007-12-14,3666246300
2007-12-17,3605839200
2007-12-18,3613583699
2007-12-19,3562470000
2007-12-20,3639915000
2007-12-21,4112329500
2007-12-24,4065862500
2007-12-26,4093742700
2007-12-27,4051922400
2007-12-28,4070509200
2007-12-31,4072690640
2008-01-02,3978121120
2008-01-03,3953316000
2008-01-04,3841692960
2008-01-07,3773478880
2008-01-08,3796733679
2008-01-09,3823089120
2008-01-10,3850994880
2008-01-11,3812236880
2008-01-14,3832391040
2008-01-15,3792082720
2008-01-16,3770378240
2008-01-17,3703714480
2008-01-18,3573487600
2008-01-22,3536279920
2008-01-23,3522327040
2008-01-24,3522327040
2008-01-25,3520776720
2008-01-28,3584339840
2008-01-29,3604494000
2008-01-30,3523877360
2008-01-31,3601393360
2008-02-01,3678909360
2008-02-04,3612245600
2008-02-05,3463414880
2008-02-06,3432408480
2008-02-07,3437059440
2008-02-08,3361093760
2008-02-11,3322335760
2008-02-12,3294430000
2008-02-13,3271175200
2008-02-14,3237068160
2008-02-15,3216914000
2008-02-19,3230866880
2008-02-20,3246370080
2008-02-21,3175055360
2008-02-22,3184357280
2008-02-25,3189008240
2008-02-26,3224665600
2008-02-27,3297530640
2008-02-28,3255672000
2008-02-29,3139398000
2008-03-03,3178156000
2008-03-04,3156451520
2008-03-05,3131646400
2008-03-06,3086687120
2008-03-07,3061882000
2008-03-10,3038627200
2008-03-11,3122344480
2008-03-12,3153350880
2008-03-13,3216914000
2008-03-14,3247920400
2008-03-17,3089787760
2008-03-18,3274275840
2008-03-19,3218464320
2008-03-20,3230866880
2008-03-24,3232417200
2008-03-25,3282027440
2008-03-26,3215363679
2008-03-27,3213813360
2008-03-28,3257222320
2008-03-31,3189356340
2008-04-01,3295214540
2008-04-02,3304288100
2008-04-03,3384437880
2008-04-04,3414683079
2008-04-07,3426781160
2008-04-08,3407121780
2008-04-09,3355704940
2008-04-10,3275555160
2008-04-11,3199942160
2008-04-14,3180282780
2008-04-15,3195405380
2008-04-16,3210527980
2008-04-17,3201454420
2008-04-18,3202966680
2008-04-21,3186331820
2008-04-22,3175746000
2008-04-23,3190868600
2008-04-24,3193893120
2008-04-25,3196917640
2008-04-28,3248334480
2008-04-29,3281604200
2008-04-30,3260432560
2008-05-01,3175746000
2008-05-02,3137939500
2008-05-05,3024520000
2008-05-06,3080473620
2008-05-07,3050228420
2008-05-08,3039642600
2008-05-09,3045691640
2008-05-12,3078961360
2008-05-13,3094083960
2008-05-14,3134914980
2008-05-15,3088034920
2008-05-16,3106182040
2008-05-19,3113743340
2008-05-20,3094083960
2008-05-21,3085010400
2008-05-22,3026032260
2008-05-23,3013934180
2008-05-27,2948907000
2008-05-28,2951931520
2008-05-29,2979152200
2008-05-30,2979152200
2008-06-02,2921686320
2008-06-03,2933784400
2008-06-04,2997299320
2008-06-05,3062326500
2008-06-06,3072912320
2008-06-09,3026032260
2008-06-10,2933784400
2008-06-11,2927735360
2008-06-12,2888416600
2008-06-13,2894465640
2008-06-16,2873294000
2008-06-17,2768948060
2008-06-18,2708457660
2008-06-19,2697871840
2008-06-20,2658553079
2008-06-23,2634356920
2008-06-24,2585964600
2008-06-25,2611673020
2008-06-26,2608648500
2008-06-27,2646455000
2008-06-30,2702408620
2008-07-01,2897490160
2008-07-02,2879343040
2008-07-03,2935296660
2008-07-07,2838512020
2008-07-08,2885392079
2008-07-09,2864220440
2008-07-10,2868757220
2008-07-11,2855146880
2008-07-14,2738702860
2008-07-15,2700896360
2008-07-16,2687286020
2008-07-17,2699384100
2008-07-18,2723580260
2008-07-21,2797681000
2008-07-22,2738702860
2008-07-23,2794656480
2008-07-24,2806754560
2008-07-25,2790119700
2008-07-28,2797681000
2008-07-29,2859683660
2008-07-30,2846073320
2008-07-31,2859683660
2008-08-01,2823389420
2008-08-04,2823389420
2008-08-05,2892953380
2008-08-06,3258920300
2008-08-07,3373852060
2008-08-08,3354192680
2008-08-11,3348143640
2008-08-12,3361753980
2008-08-13,3378388840
2008-08-14,3372339800
2008-08-15,3328484260
2008-08-18,3346631380
2008-08-19,3342094600
2008-08-20,3286140980
2008-08-21,3311849400
2008-08-22,3393511440
2008-08-25,3416195340
2008-08-26,3469124440
2008-08-27,3532639360
2008-08-28,3564396820
2008-08-29,3538688400
2008-09-02,3506930940
2008-09-03,3443416020
2008-09-04,3388974660
2008-09-05,3357217200
2008-09-08,3419219860
2008-09-09,3441903760
2008-09-10,3464587660
2008-09-11,3553811000
2008-09-12,3627911740
2008-09-15,3585568460
2008-09-16,3584056200
2008-09-17,3467612180
2008-09-18,3464587660
2008-09-19,3472148960
2008-09-22,3401072740
2008-09-23,3376876579
2008-09-24,3432830200
2008-09-25,3447952800
2008-09-26,3407121780
2008-09-29,3201454420
2008-09-30,3256906000
2008-10-01,3284173120
2008-10-02,3240242760
2008-10-03,3244787280
2008-10-06,3058461960
2008-10-07,2947878640
2008-10-08,2808513360
2008-10-09,2710048760
2008-10-10,2567653800
2008-10-13,2767612680
2008-10-14,2753979120
2008-10-15,2685811320
2008-10-16,2619158360
2008-10-17,2682781640
2008-10-20,2758523640
2008-10-21,2657029360
2008-10-22,2619158360
2008-10-23,2540386680
2008-10-24,2384358160
2008-10-27,2260141280
2008-10-28,2382843320
2008-10-29,2472218880
2008-10-30,2572198320
2008-10-31,2594920920
2008-11-03,2719137800
2008-11-04,2764583000
2008-11-05,2705504240
2008-11-06,2455555640
2008-11-07,2700959719
2008-11-10,2644910640
2008-11-11,2638851280
2008-11-12,2493426640
2008-11-13,2741860400
2008-11-14,2600980280
2008-11-17,2657029360
2008-11-18,2716108120
2008-11-19,2585831880
2008-11-20,2351031680
2008-11-21,2499486000
2008-11-24,2620673200
2008-11-25,2554020240
2008-11-26,2676722280
2008-11-28,2752464280
2008-12-01,2537357000
2008-12-02,2635821600
2008-12-03,2738830719
2008-12-04,2675207440
2008-12-05,2802454000
2008-12-08,2799424320
2008-12-09,2703989400
2008-12-10,2681266800
2008-12-11,2711563600
2008-12-12,2763068160
2008-12-15,2697930040
2008-12-16,2860017920
2008-12-17,2817602400
2008-12-18,2707019080
2008-12-19,2681266800
2008-12-22,2725197160
2008-12-23,2650970000
2008-12-24,2705504240
2008-12-26,2710048760
2008-12-29,2681266800
2008-12-30,2753979120
2008-12-31,2841771080
2009-01-02,2910009980
2009-01-05,2867550220
2009-01-06,2841771080
2009-01-07,2772015760
2009-01-08,2775048600
2009-01-09,2761400820
2009-01-12,2772015760
2009-01-13,2850869600
2009-01-14,2888780100
2009-01-15,2913042820
2009-01-16,2943371220
2009-01-20,2866033800
2009-01-21,2973699620
2009-01-22,2967633940
2009-01-23,2963084680
2009-01-26,3032840000
2009-01-27,3107144580
2009-01-28,3129890880
2009-01-29,3060135560
2009-01-30,3025257900
2009-02-02,3028290740
2009-02-03,3125341620
2009-02-04,3067717660
2009-02-05,3048004200
2009-02-06,3246655220
2009-02-09,3132923720
2009-02-10,3087431120
2009-02-11,3181449160
2009-02-12,3225425340
2009-02-13,3222392500
2009-02-17,3185998420
2009-02-18,3105628160
2009-02-19,3114726680
2009-02-20,3098046060
2009-02-23,3064684820
2009-02-24,3101078900
2009-02-25,3011610120
2009-02-26,2984314560
2009-02-27,2796278480
2009-03-02,2574881160
2009-03-03,2693161920
2009-03-04,2775048600
2009-03-05,2649185740
2009-03-06,2694678340
2009-03-09,2577914000
2009-03-10,2643120060
2009-03-11,2618857340
2009-03-12,2726523160
2009-03-13,2740170940
2009-03-16,2735621680
2009-03-17,2553651280
2009-03-18,2618857340
2009-03-19,2556684120
2009-03-20,2449018300
2009-03-23,2553651280
2009-03-24,2412624220
2009-03-25,2486928800
2009-03-26,2668899200
2009-03-27,2653735000
2009-03-30,2615824500
2009-03-31,2662550940
2009-04-01,2576662200
2009-04-02,2627894080
2009-04-03,2635428180
2009-04-06,2612825880
2009-04-07,2612825880
2009-04-08,2621866800
2009-04-09,2686660059
2009-04-13,2727344200
2009-04-14,2754466960
2009-04-15,2780082900
2009-04-16,2814739760
2009-04-17,2873505740
2009-04-20,2808712480
2009-04-21,2840355700
2009-04-22,2855423900
2009-04-23,2811726120
2009-04-24,2844876160
2009-04-27,2852410260
2009-04-28,2825287500
2009-04-29,2894601220
2009-04-30,2897614860
2009-05-01,2867478460
2009-05-04,2887067120
2009-05-05,2900628500
2009-05-06,2876519380
2009-05-07,2938299000
2009-05-08,3070899160
2009-05-11,3003092260
