,RMD
2013-12-27,6677805920
2013-12-30,6713356420
2013-12-31,6636349720
2014-01-02,6512305800
2014-01-03,6589833250
2014-01-06,6529220880
2014-01-07,6682866189
2014-01-08,6736430610
2014-01-09,6740659380
2014-01-10,6735021020
2014-01-13,6601109970
2014-01-14,6465789330
2014-01-15,6581375710
2014-01-16,6457331790
2014-01-17,6431959170
2014-01-21,6498209900
2014-01-22,6557412680
2014-01-23,6608157920
2014-01-24,6185280920
2014-01-27,6175413790
2014-01-28,6216291900
2014-01-29,6147221990
2014-01-30,6193738460
2014-01-31,6147221990
2014-02-03,5924506770
2014-02-04,6076742490
2014-02-05,6128897320
2014-02-06,6158498710
2014-02-07,6155679530
2014-02-10,6424911220
2014-02-11,6417863270
2014-02-12,6474246870
2014-02-13,6479885230
2014-02-14,6447464660
2014-02-18,6502438670
2014-02-19,6503848260
2014-02-20,6560231860
2014-02-21,6520763340
2014-02-24,6522172930
2014-02-25,6293819350
2014-02-26,6176823380
2014-02-27,6231797390
2014-02-28,6205015180
2014-03-03,6130306910
2014-03-04,6217701490
2014-03-05,6233206980
2014-03-06,6203605590
2014-03-07,6231797390
2014-03-10,6276904270
2014-03-11,6271265910
2014-03-12,6358660490
2014-03-13,6197967230
2014-03-14,6104934290
2014-03-17,6164137070
2014-03-18,6236026160
2014-03-19,6278313860
2014-03-20,6183871330
2014-03-21,6138764450
2014-03-24,6057008230
2014-03-25,6150041170
2014-03-26,6140174040
2014-03-27,6159908300
2014-03-28,6186690510
2014-03-31,6280598530
2014-04-01,6357893880
2014-04-02,6373352950
2014-04-03,6293246860
2014-04-04,6297462970
2014-04-07,6325570370
2014-04-08,6367731470
2014-04-09,6386001280
2014-04-10,6352272400
2014-04-11,6244058910
2014-04-14,6457675150
2014-04-15,6584158450
2014-04-16,6533565130
2014-04-17,6667075280
2014-04-21,6658643060
2014-04-22,6689561200
2014-04-23,6570104750
2014-04-24,6662859169
2014-04-25,6721884710
2014-04-28,6766856550
2014-04-29,7029660740
2014-04-30,7005769450
2014-05-01,7009985560
2014-05-02,7011390930
2014-05-05,7046525180
2014-05-06,7000147970
2014-05-07,7022633890
2014-05-08,7025444630
2014-05-09,7118199050
2014-05-12,7227817910
2014-05-13,7167387000
2014-05-14,7111172200
2014-05-15,7039498330
2014-05-16,7106956090
2014-05-19,7118199050
2014-05-20,7035282220
2014-05-21,7060578880
2014-05-22,7157549410
2014-05-23,7032471480
2014-05-27,6973445940
2014-05-28,6972040570
2014-05-29,7056362770
2014-05-30,7035282220
2014-06-02,7007174820
2014-06-03,6991715750
2014-06-04,7054957400
2014-06-05,7208142730
2014-06-06,7212358840
2014-06-09,7251709200
2014-06-10,7388030090
2014-06-11,7448461000
2014-06-12,7555269120
2014-06-13,7469541550
2014-06-16,7451271740
2014-06-17,7404894530
2014-06-18,7456893220
2014-06-19,7475163030
2014-06-20,7243276980
2014-06-23,7292464930
2014-06-24,7195494400
2014-06-25,7250303830
2014-06-26,7285438080
2014-06-27,7372571020
2014-06-30,7094630010
2014-07-01,6986732220
2014-07-02,7076413500
2014-07-03,7017560160
2014-07-07,6951700470
2014-07-08,6859216650
2014-07-09,6916668720
2014-07-10,6948897930
2014-07-11,6902656020
2014-07-14,6911063640
2014-07-15,6885840780
2014-07-16,6822783630
2014-07-17,6817178550
2014-07-18,6926477610
2014-07-21,6856414110
2014-07-22,6971318250
2014-07-23,7030171590
2014-07-24,7045585560
2014-07-25,7160489700
2014-07-28,7146477000
2014-07-29,7202527800
2014-07-30,7258578600
2014-07-31,7250170980
2014-08-01,6961509360
2014-08-04,6918069990
2014-08-05,6923675069
2014-08-06,7035776670
2014-08-07,7002146190
2014-08-08,7060999530
2014-08-11,7199725260
2014-08-12,7167496050
2014-08-13,7194120180
2014-08-14,7222145580
2014-08-15,7202527800
2014-08-18,7238960819
2014-08-19,7220744310
2014-08-20,7296412890
2014-08-21,7251572250
2014-08-22,7269788760
2014-08-25,7209534150
2014-08-26,7303419240
2014-08-27,7356667500
2014-08-28,7416922110
2014-08-29,7433737350
2014-09-02,7411317030
2014-09-03,7468769100
2014-09-04,7475775450
2014-09-05,7423928460
2014-09-08,7400106870
2014-09-09,7356667500
2014-09-10,7372081470
2014-09-11,7397304330
2014-09-12,7356667500
2014-09-15,7346858610
2014-09-16,7300616700
2014-09-17,7224948120
2014-09-18,7227750660
2014-09-19,7187113830
2014-09-22,7062400800
2014-09-23,7028770319
2014-09-24,7024566510
2014-09-25,6982528410
2014-09-26,6974120790
2014-09-29,7002146190
2014-09-30,6900164960
2014-10-01,6932376000
2014-10-02,6979992320
2014-10-03,7034611040
2014-10-06,7188663840
2014-10-07,7101834080
2014-10-08,7122841280
2014-10-09,6853949120
2014-10-10,6797929920
2014-10-13,6786726080
2014-10-14,6695694880
2014-10-15,6561248800
2014-10-16,6477220000
2014-10-17,6550044960
2014-10-20,6587857920
2014-10-21,6725104960
2014-10-22,6652280000
2014-10-23,6680289600
2014-10-24,7285296960
2014-10-27,7219474400
2014-10-28,7330112320
2014-10-29,7255886880
2014-10-30,7297901280
2014-10-31,7313306560
2014-11-03,7241882080
2014-11-04,7255886880
2014-11-05,7205469600
2014-11-06,7222275360
2014-11-07,7162054720
2014-11-10,7145248960
2014-11-11,7163455200
2014-11-12,7314707040
2014-11-13,7281095520
2014-11-14,7334313760
2014-11-17,7320308960
2014-11-18,7327311360
2014-11-19,7285296960
2014-11-20,7352520000
2014-11-21,7401536800
2014-11-24,7398735840
2014-11-25,7429546400
2014-11-26,7513575200
2014-11-28,7450553600
2014-12-01,7463157920
2014-12-02,7505172320
2014-12-03,7565392960
2014-12-04,7597604000
2014-12-05,7628414560
2014-12-08,7667628000
2014-12-09,7625613600
2014-12-10,7471560800
2014-12-11,7505172320
2014-12-12,7486966080
2014-12-15,7471560800
2014-12-16,7628414560
2014-12-17,7695637600
2014-12-18,7831484160
2014-12-19,7876299520
2014-12-22,7953325920
2014-12-23,7981335520
2014-12-24,8037354720
2014-12-26,8033153280
2014-12-29,7968731200
2014-12-30,7946323520
2014-12-31,7892799520
2015-01-02,8049078640
2015-01-05,8033591520
2015-01-06,7975866800
2015-01-07,8029367760
2015-01-08,8164528080
2015-01-09,8188462719
2015-01-12,8263082480
2015-01-13,8423585360
2015-01-14,8492573440
2015-01-15,8485533840
2015-01-16,8550298160
2015-01-20,8478494240
2015-01-21,8461599200
2015-01-22,8709393120
2015-01-23,9185270080
2015-01-26,9456998640
2015-01-27,9179638400
2015-01-28,8914949440
2015-01-29,8874119760
2015-01-30,8795276240
2015-02-02,8812171280
2015-02-03,8944515760
2015-02-04,8886791040
2015-02-05,8996608800
2015-02-06,8986753360
2015-02-09,8905094000
2015-02-10,8979713760
2015-02-11,9165559200
2015-02-12,9216244320
2015-02-13,9327470000
2015-02-17,9352812560
2015-02-18,9289456160
2015-02-19,9174006720
2015-02-20,9261297760
2015-02-23,9266929439
2015-02-24,9204980960
2015-02-25,9189493840
2015-02-26,9044478080
2015-02-27,9061373120
2015-03-02,9117689920
2015-03-03,9079676080
2015-03-04,9128953280
2015-03-05,9251442320
2015-03-06,9271153200
2015-03-09,9475301600
2015-03-10,9331693760
2015-03-11,9514723360
2015-03-12,9672410400
2015-03-13,9544289680
2015-03-16,9999047840
2015-03-17,9977929040
2015-03-18,10198972480
2015-03-19,10093378480
2015-03-20,10101826000
2015-03-23,10179261600
2015-03-24,10044101280
2015-03-25,9908940960
2015-03-26,9890638000
2015-03-27,10073667600
2015-03-30,10087746800
2015-03-31,10107987820
2015-04-01,10053068410
2015-04-02,10212193880
2015-04-06,10405115910
2015-04-07,10196703790
2015-04-08,10271337860
2015-04-09,10398074960
2015-04-10,10536077579
2015-04-13,10530444820
2015-04-14,10391034010
2015-04-15,10284011570
2015-04-16,10174172750
2015-04-17,10122069720
2015-04-20,10268521480
2015-04-21,10295277090
2015-04-22,10319216320
2015-04-23,10333298220
2015-04-24,9251808300
2015-04-27,9089866450
2015-04-28,9108172920
2015-04-29,9025089710
2015-04-30,9003966860
2015-05-01,9122254820
2015-05-04,9244767350
2015-05-05,9098315590
2015-05-06,9129295770
2015-05-07,9177174230
2015-05-08,9240542780
2015-05-11,9237726400
2015-05-12,9205338030
2015-05-13,7812638120
2015-05-14,7950640740
2015-05-15,7914027800
2015-05-18,7999927390
2015-05-19,8002743770
2015-05-20,8061887750
2015-05-21,8071745080
2015-05-22,8037948520
2015-05-26,8085826980
2015-05-27,8181583900
2015-05-28,8259034350
2015-05-29,8282973580
2015-06-01,8356199460
2015-06-02,8404077920
2015-06-03,8391404210
2015-06-04,8391404210
2015-06-05,8401261539
2015-06-08,8298463670
2015-06-09,8266075300
2015-06-10,8280157200
2015-06-11,8322402900
2015-06-12,8246360640
2015-06-15,8244952450
2015-06-16,8133705440
2015-06-17,8047805850
2015-06-18,8054846800
2015-06-19,8105541640
2015-06-22,8168910190
2015-06-23,7992886440
2015-06-24,7928109700
2015-06-25,7912619610
2015-06-26,7870373910
2015-06-29,7807005360
2015-06-30,7909218330
2015-07-01,7759087700
2015-07-02,7760490790
2015-07-06,7770312420
2015-07-07,7945698670
2015-07-08,7858707090
2015-07-09,7965341930
2015-07-10,8004628450
2015-07-13,8053736600
2015-07-14,8078992220
2015-07-15,8038302610
2015-07-16,8108457110
2015-07-17,8045318060
2015-07-20,8014450080
2015-07-21,7963938840
2015-07-22,7934473950
2015-07-23,7895187430
2015-07-24,7846079280
2015-07-27,7740847530
2015-07-28,7955520300
2015-07-29,7846079280
2015-07-30,7874141080
2015-07-31,8130906550
2015-08-03,7773118600
2015-08-04,7843273100
2015-08-05,7794164950
2015-08-06,7693142470
2015-08-07,7700157920
2015-08-10,7778730960
2015-08-11,7739444439
2015-08-12,7742250620
2015-08-13,7759087700
2015-08-14,7836257650
2015-08-17,7759087700
2015-08-18,7701561010
2015-08-19,7641228140
2015-08-20,7566864370
2015-08-21,7366222500
2015-08-24,6950907860
2015-08-25,7088410680
2015-08-26,7269409290
2015-08-27,7246959850
2015-08-28,7362013230
2015-08-31,7287649460
2015-09-01,7120681750
2015-09-02,7283440189
2015-09-03,7244153670
2015-09-04,7179611530
2015-09-08,7283440189
2015-09-09,7072976689
2015-09-10,7116472480
2015-09-11,7223107320
2015-09-14,7148743550
2015-09-15,7141728100
2015-09-16,7141728100
2015-09-17,7190836250
2015-09-18,7155759000
2015-09-21,7053333430
2015-09-22,6985985110
2015-09-23,6978969660
2015-09-24,7256781480
2015-09-25,7088410680
2015-09-28,6935473870
2015-09-29,7102441580
2015-09-30,7130628960
2015-10-01,7171207500
2015-10-02,7229976420
2015-10-05,7368503159
2015-10-06,7404883920
2015-10-07,7565798820
2015-10-08,7543410659
2015-10-09,7597981800
2015-10-12,7632963300
2015-10-13,7628765520
2015-10-14,7730911500
2015-10-15,7882031580
2015-10-16,7905819000
2015-10-19,8100316140
2015-10-20,7900221960
2015-10-21,7865240460
2015-10-22,7765893000
2015-10-23,7870837500
2015-10-26,7869438240
2015-10-27,8033151659
2015-10-28,8073730200
2015-10-29,8019159060
2015-10-30,8061136860
2015-11-02,8146491720
2015-11-03,8194066560
2015-11-04,8189868780
2015-11-05,8182872480
2015-11-06,8166081360
2015-11-09,8111510220
2015-11-10,8101715400
2015-11-11,8167480620
2015-11-12,8026155360
2015-11-13,8020558320
2015-11-16,8035950180
2015-11-17,8056939080
2015-11-18,8135297640
2015-11-19,8149290240
2015-11-20,8272425120
2015-11-23,8178674700
2015-11-24,8268227340
2015-11-25,8331194040
2015-11-27,8398358520
2015-11-30,8335391820
2015-12-01,8385765180
2015-12-02,8380168140
2015-12-03,8160484320
2015-12-04,8087722800
2015-12-07,7910016780
2015-12-08,7894624920
2015-12-09,7704325560
2015-12-10,7791079680
2015-12-11,7739307060
2015-12-14,7788281159
2015-12-15,7795277460
2015-12-16,7854046380
2015-12-17,7722515940
2015-12-18,7556004000
2015-12-21,7403484659
2015-12-22,7491638040
2015-12-23,7572795120
2015-12-24,7544809920
2015-12-28,7572795120
2015-12-29,7625967000
2015-12-30,7607776620
2015-12-31,7526640030
2016-01-04,7319163270
2016-01-05,7351406280
2016-01-06,7205611800
2016-01-07,7270097820
2016-01-08,7306546440
2016-01-11,7334583840
2016-01-12,7448135310
2016-01-13,7446733440
2016-01-14,7593929790
2016-01-15,7470565230
2016-01-19,7522434419
2016-01-20,7536453120
2016-01-21,7575705480
2016-01-22,8070565590
2016-01-25,8223369419
2016-01-26,8273836740
2016-01-27,8070565590
2016-01-28,7885518750
2016-01-29,7948602900
2016-02-01,8022902010
2016-02-02,7997668350
2016-02-03,8071967460
2016-02-04,8105612340
2016-02-05,8049537540
2016-02-08,7996266480
2016-02-09,8015892660
2016-02-10,8094397380
2016-02-11,8007481440
2016-02-12,8114023560
2016-02-16,8275238610
2016-02-17,8306079750
2016-02-18,8299070400
2016-02-19,8257014300
2016-02-22,8307481620
2016-02-23,8129444130
2016-02-24,8101406730
2016-02-25,8046733800
2016-02-26,8094397380
2016-02-29,7978042169
2016-03-01,8036920710
2016-03-02,8025705750
2016-03-03,8050939410
2016-03-04,8109817950
2016-03-07,8144864700
2016-03-08,8123836650
2016-03-09,8129444130
2016-03-10,8242995600
2016-03-11,8461687320
2016-03-14,8283649830
2016-03-15,8240191860
2016-03-16,8032715100
2016-03-17,7850472000
2016-03-18,7898135580
2016-03-21,7877107530
2016-03-22,7902341190
2016-03-23,7899537450
2016-03-24,7776172890
2016-03-28,7846266390
2016-03-29,7886920620
2016-03-30,7975238430
2016-03-31,8126658820
2016-04-01,8291103490
2016-04-04,8261587780
2016-04-05,8177257180
2016-04-06,8365595520
2016-04-07,8292509000
2016-04-08,8233477580
2016-04-11,8253154720
2016-04-12,8350134909
2016-04-13,8459764690
2016-04-14,8357162460
2016-04-15,8397922250
2016-04-18,8419004900
2016-04-19,8386678170
2016-04-20,8435871020
2016-04-21,8494902440
2016-04-22,8534256720
2016-04-25,8596099160
2016-04-26,8566583450
2016-04-27,7962214150
2016-04-28,7941131500
2016-04-29,7842745800
2016-05-02,7889127630
2016-05-03,7820257640
2016-05-04,7875072530
2016-05-05,7928481909
2016-05-06,7938320480
2016-05-09,7988918840
2016-05-10,8088710050
2016-05-11,8088710050
2016-05-12,8125253310
2016-05-13,8073249440
2016-05-16,8164607590
2016-05-17,8043733730
2016-05-18,7997351900
2016-05-19,7988918840
2016-05-20,8098548620
2016-05-23,8070438420
2016-05-24,8170229630
2016-05-25,8112603720
2016-05-26,8182879220
2016-05-27,8213800440
2016-05-31,8300942060
2016-06-01,8316402670
2016-06-02,8369812050
2016-06-03,8368406540
2016-06-06,8413382860
2016-06-07,8416193880
2016-06-08,8465386730
2016-06-09,8503335500
2016-06-10,8404949800
2016-06-13,8323430220
2016-06-14,8374028580
2016-06-15,8289697980
2016-06-16,8255965740
2016-06-17,8202556360
2016-06-20,8411977350
2016-06-21,8683240780
2016-06-22,8760543830
2016-06-23,9006508080
2016-06-24,8506146520
2016-06-27,8323430220
2016-06-28,8480847340
2016-06-29,8718378530
2016-06-30,8901835550
2016-07-01,8944071050
2016-07-05,8953926000
2016-07-06,8997569350
2016-07-07,8918729750
2016-07-08,9082040350
2016-07-11,9049659800
2016-07-12,9013055700
2016-07-13,9070777550
2016-07-14,9165103500
2016-07-15,9122868000
2016-07-18,9274915800
2016-07-19,9222825350
2016-07-20,9310112050
2016-07-21,9276323650
2016-07-22,9281955050
2016-07-25,9222825350
2016-07-26,9284770750
2016-07-27,9169327050
2016-07-28,9249574500
2016-07-29,9697270800
2016-08-01,9833832250
2016-08-02,9767663300
2016-08-03,9686008000
2016-08-04,9728243500
2016-08-05,9833832250
2016-08-08,9935197449
2016-08-09,9949275950
2016-08-10,9878883450
2016-08-11,9926750350
2016-08-12,9914079700
2016-08-15,9939421000
2016-08-16,9726835650
2016-08-17,9640956800
2016-08-18,9794412449
2016-08-19,9864804949
2016-08-22,9823977300
2016-08-23,9477646199
2016-08-24,9573380000
2016-08-25,9635325400
2016-08-26,9718388550
2016-08-29,9559301500
2016-08-30,9463567700
2016-08-31,9388951650
2016-09-01,9449489200
2016-09-02,9441042100
2016-09-06,9498763950
2016-09-07,9517066000
2016-09-08,9441042100
2016-09-09,9214378250
2016-09-12,9241127400
2016-09-13,9111605200
2016-09-14,9132722950
2016-09-15,9145393600
2016-09-16,9075001100
2016-09-19,8972228050
2016-09-20,8932808250
2016-09-21,8982083000
2016-09-22,9007424300
2016-09-23,8904651250
2016-09-26,8952518150
2016-09-27,9080632500
2016-09-28,9114420900
2016-09-29,9039804850
2016-09-30,9155474900
2016-10-03,9090472300
2016-10-04,9060797200
2016-10-05,9031122100
2016-10-06,9114495000
2016-10-07,9033948300
2016-10-10,9207759600
2016-10-11,9055144800
2016-10-12,9052318600
2016-10-13,9022643500
2016-10-14,9135691500
2016-10-17,9069275800
2016-10-18,9183736900
2016-10-19,9117321200
2016-10-20,8984489800
2016-10-21,9004273200
2016-10-24,9009925600
2016-10-25,9062210300
2016-10-26,8556320500
2016-10-27,8454577300
2016-10-28,8528058500
2016-10-31,8446098700
2016-11-01,8221415800
2016-11-02,8132390500
2016-11-03,8102715400
2016-11-04,8114020200
2016-11-07,8190327600
2016-11-08,8138042900
2016-11-09,8246851600
2016-11-10,8382509200
2016-11-11,8457403500
2016-11-14,8275113600
2016-11-15,8269461200
2016-11-16,8162065600
2016-11-17,8307614900
2016-11-18,8270874300
2016-11-21,8269461200
2016-11-22,8205871700
2016-11-23,8228481300
2016-11-25,8341529300
2016-11-28,8564799100
2016-11-29,8776764100
2016-11-30,8687738800
2016-12-01,8416423600
2016-12-02,8410771200
2016-12-05,8468708300
2016-12-06,8447511800
2016-12-07,8526645400
2016-12-08,8672194700
2016-12-09,8793721300
2016-12-12,8870028700
2016-12-13,8851658400
2016-12-14,8790895100
2016-12-15,8805026100
2016-12-16,8836114300
2016-12-19,8803613000
2016-12-20,8765459300
2016-12-21,8707522200
2016-12-22,8707522200
2016-12-23,8765459300
2016-12-27,8741436600
2016-12-28,8716000800
2016-12-29,8823396400
2016-12-30,8768285500
2017-01-03,8779182300
2017-01-04,8835867900
2017-01-05,8767845180
2017-01-06,8806107960
2017-01-09,8964827640
2017-01-10,9105124500
2017-01-11,9085284540
2017-01-12,9106541640
2017-01-13,9258175620
2017-01-17,9095204520
2017-01-18,8969079060
2017-01-19,8913810600
2017-01-20,9020096100
2017-01-23,9013010400
2017-01-24,9880300080
2017-01-25,9898722900
2017-01-26,9691820460
2017-01-27,9656391960
2017-01-30,9594037800
2017-01-31,9571363560
2017-02-01,9487752300
2017-02-02,9494838000
2017-02-03,9666311940
2017-02-06,9734334660
2017-02-07,9768346020
2017-02-08,9829283040
2017-02-09,9891637200
2017-02-10,9952574220
2017-02-13,10041854040
2017-02-14,10071613979
2017-02-15,10160893800
2017-02-16,10192070880
2017-02-17,10241670780
2017-02-21,10233167940
2017-02-22,10257259320
2017-02-23,10149556680
2017-02-24,10197739440
2017-02-27,10206242280
2017-02-28,10207659420
2017-03-01,10338036300
2017-03-02,10271430720
2017-03-03,10257259320
2017-03-06,10177899479
2017-03-07,10135385280
2017-03-08,10023431220
2017-03-09,10030516920
2017-03-10,10124048160
2017-03-13,10158059520
2017-03-14,10061694000
2017-03-15,10131133860
2017-03-16,10101373920
2017-03-17,10152390960
2017-03-20,10105625340
2017-03-21,10022014080
2017-03-22,10102791060
2017-03-23,10105625340
2017-03-24,10142470979
2017-03-27,10158059520
2017-03-28,10197739440
2017-03-29,10271430720
2017-03-30,10135385280
2017-03-31,10221107430
2017-04-03,10137316220
2017-04-04,10019440450
2017-04-05,9836235940
2017-04-06,9806411950
2017-04-07,9803571570
2017-04-10,9796470620
2017-04-11,9860379170
2017-04-12,9715519790
2017-04-13,9674334280
2017-04-17,9834815750
2017-04-18,9749604350
2017-04-19,9813512900
2017-04-20,9887362780
2017-04-21,9918606960
2017-04-24,10046424060
2017-04-25,10074827860
2017-04-26,10189863250
2017-04-27,10346084150
2017-04-28,9655871810
2017-05-01,9787949480
2017-05-02,9911506010
2017-05-03,9792210050
2017-05-04,9799311000
2017-05-05,9854698410
2017-05-08,9735402450
2017-05-09,9580601740
2017-05-10,9685695800
2017-05-11,9647350670
2017-05-12,9708418840
2017-05-15,9783688910
2017-05-16,9725461120
2017-05-17,9609005540
2017-05-18,9586282500
2017-05-19,9714099600
2017-05-22,9871740690
2017-05-23,9884522400
2017-05-24,9931388670
2017-05-25,9948430950
2017-05-26,9951271329
2017-05-30,9941330000
2017-05-31,10097550900
2017-06-01,10211166100
2017-06-02,10219687240
2017-06-05,10331882250
2017-06-06,10303478450
2017-06-07,10412833079
2017-06-08,10405732130
2017-06-09,10435556120
2017-06-12,10373067760
2017-06-13,10674148040
2017-06-14,10701131650
2017-06-15,10817587230
2017-06-16,10949664900
2017-06-19,11206719290
2017-06-20,11144230930
2017-06-21,11132869410
2017-06-22,11024934970
2017-06-23,11139970360
2017-06-26,11033456110
2017-06-27,10938303380
2017-06-28,10959606230
2017-06-29,10948244710
2017-06-30,11076773890
2017-07-03,11065394130
2017-07-05,10964398760
2017-07-06,10816461880
2017-07-07,10927414539
2017-07-10,10927414539
2017-07-11,10871938210
2017-07-12,10967243700
2017-07-13,10970088640
2017-07-14,11036944730
2017-07-17,11041212140
2017-07-18,11026987440
2017-07-19,11103800820
2017-07-20,11099533410
2017-07-21,10953019000
2017-07-24,10980045930
2017-07-25,11049746960
2017-07-26,11046902020
2017-07-27,11018452620
2017-07-28,11008495330
2017-07-31,10970088640
2017-08-01,11021297560
2017-08-02,10314329970
2017-08-03,10448042150
2017-08-04,10681327230
2017-08-07,10675637350
2017-08-08,10583176800
2017-08-09,10543347640
2017-08-10,10329977140
2017-08-11,10321442320
2017-08-14,10472224140
2017-08-15,10304372680
2017-08-16,10341356900
2017-08-17,10354159130
2017-08-18,10393988289
2017-08-21,10446619680
2017-08-22,10604513850
2017-08-23,10513475770
2017-08-24,10512053300
2017-08-25,10554727400
2017-08-28,10745338380
2017-08-29,10661412650
2017-08-30,10751028260
2017-08-31,11035522260
2017-09-01,11036944730
2017-09-05,10896120200
2017-09-06,11046902020
2017-09-07,11211908539
2017-09-08,11357000480
2017-09-11,11576060860
2017-09-12,11504937360
2017-09-13,11324283670
2017-09-14,11457995850
2017-09-15,11270229810
2017-09-18,11312903910
2017-09-19,11301524150
2017-09-20,11322861200
2017-09-21,10998538039
2017-09-22,11007072860
2017-09-25,10981468400
2017-09-26,10853446100
2017-09-27,10833531520
2017-09-28,10826419170
2017-09-29,10947329120
2017-10-02,11047568150
2017-10-03,10921978950
2017-10-04,11027588050
2017-10-05,11031869500
2017-10-06,11024733750
2017-10-09,10866320100
2017-10-10,10876310150
2017-10-11,10924833250
2017-10-12,11073256850
2017-10-13,11078965450
2017-10-16,11093236950
2017-10-17,11191710300
2017-10-18,11255932050
2017-10-19,11244514850
2017-10-20,11274485000
2017-10-23,11391511299
2017-10-24,11281620750
2017-10-25,11188856000
2017-10-26,11218826150
2017-10-27,12048000300
2017-10-30,11843917850
2017-10-31,12013748700
2017-11-01,12240665550
2017-11-02,11825364900
2017-11-03,11862470800
2017-11-06,11879596600
2017-11-07,11772560350
2017-11-08,11729745850
2017-11-09,11805384800
2017-11-10,11853907900
2017-11-13,11988060000
2017-11-14,12019457300
2017-11-15,12023738750
2017-11-16,12127920700
2017-11-17,12077970450
2017-11-20,12089387650
2017-11-21,12224966900
2017-11-22,12169308050
2017-11-24,12146473650
2017-11-27,12085106200
2017-11-28,12157890850
2017-11-29,12166453750
2017-11-30,12187861000
2017-12-01,12023738750
2017-12-04,11926692549
2017-12-05,12038010250
2017-12-06,12156463700
2017-12-07,12240665550
2017-12-08,12326294550
2017-12-11,12336284600
2017-12-12,12250655600
2017-12-13,12132202150
2017-12-14,11978069950
2017-12-15,12172162350
2017-12-18,12230675500
2017-12-19,12290615800
2017-12-20,12212122549
2017-12-21,12127920700
2017-12-22,12146473650
2017-12-26,12214976850
2017-12-27,12239238400
2017-12-28,12310595900
2017-12-29,12086533350
2018-01-02,12222065940
2018-01-03,12349245160
2018-01-04,12366392920
2018-01-05,12530725620
2018-01-08,12602174620
2018-01-09,12575024000
2018-01-10,12446415800
2018-01-11,12437841920
2018-01-12,12543586440
2018-01-16,12555018280
2018-01-17,12679339540
2018-01-18,12687913420
2018-01-19,12672194640
2018-01-22,12505003980
2018-01-23,14339814300
2018-01-24,14321237560
2018-01-25,14521294760
2018-01-26,14689914400
2018-01-29,14692772359
2018-01-30,14385541660
2018-01-31,14402689420
2018-02-01,14239785700
2018-02-02,13856819060
2018-02-05,13336670340
2018-02-06,13582454900
2018-02-07,13230925820
2018-02-08,12755075480
2018-02-09,13010862900
2018-02-12,13108033540
2018-02-13,13078024960
2018-02-14,13356676060
2018-02-15,13459562620
2018-02-16,13405261380
2018-02-20,13265221340
2018-02-21,13318093600
2018-02-22,13400974440
2018-02-23,13635327160
2018-02-26,13775367200
2018-02-27,13646759000
2018-02-28,13613892460
2018-03-01,13426696080
2018-03-02,13563878160
2018-03-05,13638185120
2018-03-06,13743929640
2018-03-07,13811091700
2018-03-08,13948273780
2018-03-09,14244072640
2018-03-12,14224066920
2018-03-13,14131183220
2018-03-14,14088313820
2018-03-15,14019722780
2018-03-16,14031154620
2018-03-19,13968279500
2018-03-20,14029725640
2018-03-21,14051160340
2018-03-22,13786799040
2018-03-23,13642472060
2018-03-26,14042586460
2018-03-27,13901117440
2018-03-28,13753932500
2018-03-29,14071166060
2018-04-02,13679569400
2018-04-03,13839497560
2018-04-04,13685281120
2018-04-05,13595321530
2018-04-06,13368280660
2018-04-09,13515357450
2018-04-10,13802371380
2018-04-11,13770956920
2018-04-12,14065110500
2018-04-13,14115088050
2018-04-16,14236462100
2018-04-17,14382110960
2018-04-18,14446367810
2018-04-19,14332133410
2018-04-20,14107948400
2018-04-23,13985146420
2018-04-24,13788092080
2018-04-25,13772384850
2018-04-26,13879479600
2018-04-27,13478231270
2018-04-30,13513929520
2018-05-01,13582470160
2018-05-02,13682425259
2018-05-03,13848065140
2018-05-04,13953731960
2018-05-07,13972295050
2018-05-08,13969439190
2018-05-09,14016560880
2018-05-10,14432088509
2018-05-11,14563458070
2018-05-14,14586304950
2018-05-15,14447795740
2018-05-16,14620575270
2018-05-17,14483493990
2018-05-18,14512052590
2018-05-21,14686260050
2018-05-22,14570597720
2018-05-23,14667696960
2018-05-24,14726242090
2018-05-25,14724814160
2018-05-29,14436372300
2018-05-30,14646278009
2018-05-31,14680548330
2018-06-01,14787643080
2018-06-04,15011828090
2018-06-05,15073229080
2018-06-06,15230301380
2018-06-07,15123206630
2018-06-08,15248864470
2018-06-11,15216022080
2018-06-12,15271711350
2018-06-13,15250292400
2018-06-14,15244580680
2018-06-15,15107499400
2018-06-18,15176040040
2018-06-19,15150337300
2018-06-20,15251720330
2018-06-21,15283134790
2018-06-22,15411648490
2018-06-25,15067517360
2018-06-26,15190319340
2018-06-27,14769079990
2018-06-28,14861895440
2018-06-29,14790498940
2018-07-02,14806085040
2018-07-03,14768991360
2018-07-05,15017233680
2018-07-06,15239795759
2018-07-09,15298289640
2018-07-10,15408144000
2018-07-11,15346796759
2018-07-12,15553665360
2018-07-13,15567932160
2018-07-16,15546531960
2018-07-17,15605025840
2018-07-18,15482331360
2018-07-19,15523705080
2018-07-20,15597892440
2018-07-23,15557945400
2018-07-24,15547958640
2018-07-25,15597892440
2018-07-26,15502304880
2018-07-27,15191288640
2018-07-30,14930206200
2018-07-31,15091421040
2018-08-01,15262622640
2018-08-02,15495171480
2018-08-03,14943046320
2018-08-06,15236942400
2018-08-07,15371050320
2018-08-08,15396730560
2018-08-09,15420984120
2018-08-10,15376757040
2018-08-13,15226955640
2018-08-14,15445237680
