,KMB
2004-08-24,30008399979
2004-08-25,30140789979
2004-08-26,30180016646
2004-08-27,30405569979
2004-08-30,30381053312
2004-08-31,30817449979
2004-09-01,30944936645
2004-09-02,31052809978
2004-09-03,31479399978
2004-09-07,31464689978
2004-09-08,31150876645
2004-09-09,30989066645
2004-09-10,30969453312
2004-09-13,31224426645
2004-09-14,31190103312
2004-09-15,30758609979
2004-09-16,30640929979
2004-09-17,30783126645
2004-09-20,30263373312
2004-09-21,30057433312
2004-09-22,29949559979
2004-09-23,29964269979
2004-09-24,30037819979
2004-09-27,29689683313
2004-09-28,29728909979
2004-09-29,30057433312
2004-09-30,29146369134
2004-10-01,29323536155
2004-10-04,29031449985
2004-10-05,28993143602
2004-10-06,29136792538
2004-10-07,28921319134
2004-10-08,28854282964
2004-10-11,28849494666
2004-10-12,28605291475
2004-10-13,28394606369
2004-10-14,28356299986
2004-10-15,28404182964
2004-10-18,28600503177
2004-10-19,28428124454
2004-10-20,28543043603
2004-10-21,28361088284
2004-10-22,28452065943
2004-10-25,26637301050
2004-10-26,27302874454
2004-10-27,26766585093
2004-10-28,27154437220
2004-10-29,26924598923
2004-11-01,26958117008
2004-11-02,26800103178
2004-11-03,27298086156
2004-11-04,28054637220
2004-11-05,28011542539
2004-11-08,28006754241
2004-11-09,27843952114
2004-11-10,28198286156
2004-11-11,28519102113
2004-11-12,28538255305
2004-11-15,28428124454
2004-11-16,28428124454
2004-11-17,28313205305
2004-11-18,28519102113
2004-11-19,28193497858
2004-11-22,28461642539
2004-11-23,28413759560
2004-11-24,28629232964
2004-11-26,28753728709
2004-11-29,28820764879
2004-11-30,28701057432
2004-12-01,29160734028
2004-12-02,29883767006
2004-12-03,29361842538
2004-12-06,29529432964
2004-12-07,29337901049
2004-12-08,28777670198
2004-12-09,29558162751
2004-12-10,29371419134
2004-12-13,29649140411
2004-12-14,29788001049
2004-12-15,29558162751
2004-12-16,29716176581
2004-12-17,29452820198
2004-12-20,29529432964
2004-12-21,29711388283
2004-12-22,29969956368
2004-12-23,29993897857
2004-12-27,29946014878
2004-12-28,30056145729
2004-12-29,29898131900
2004-12-30,30309925517
2004-12-31,30204582963
2005-01-03,29625198921
2005-01-04,29639563815
2005-01-05,29127215943
2005-01-06,29601257432
2005-01-07,29438455304
2005-01-10,29629987219
2005-01-11,29409725517
2005-01-12,29653928708
2005-01-13,29179887219
2005-01-14,29543797857
2005-01-18,29424090411
2005-01-19,29371419134
2005-01-20,29596469134
2005-01-21,29270864879
2005-01-24,29558162751
2005-01-25,29649140411
2005-01-26,29534221262
2005-01-27,29697023389
2005-01-28,29912496793
2005-01-31,30065722325
2005-02-01,29969956368
2005-02-02,30329078708
2005-02-03,30554128708
2005-02-04,30702565942
2005-02-07,30645106368
2005-02-08,30659471261
2005-02-09,30602011687
2005-02-10,30736084027
2005-02-11,31056899984
2005-02-14,31277161686
2005-02-15,30750448921
2005-02-16,30262042538
2005-02-17,30190218070
2005-02-18,30252465942
2005-02-22,29797577645
2005-02-23,30228524453
2005-02-24,30587646793
2005-02-25,30429632963
2005-02-28,30281195729
2005-03-01,30501457431
2005-03-02,30242889346
2005-03-03,30209371261
2005-03-04,30223736155
2005-03-07,30070510623
2005-03-08,30175853176
2005-03-09,29931649985
2005-03-10,30281195729
2005-03-11,30104028708
2005-03-14,30290772325
2005-03-15,30084875517
2005-03-16,29826307432
2005-03-17,29783212751
2005-03-18,29783212751
2005-03-21,29802365942
2005-03-22,29668293602
2005-03-23,29989109559
2005-03-24,29744906368
2005-03-28,29878978708
2005-03-29,30036992538
2005-03-30,30199794666
2005-03-31,30197045466
2005-04-01,30072422738
2005-04-04,30014904556
2005-04-05,30221011375
2005-04-06,30211425011
2005-04-07,30503809102
2005-04-08,30216218193
2005-04-11,30546947738
2005-04-12,30614052284
2005-04-13,30230597738
2005-04-14,30029284102
2005-04-15,29645829556
2005-04-18,29621863647
2005-04-19,29511620465
2005-04-20,28941231829
2005-04-21,29396584102
2005-04-22,29185684101
2005-04-25,29051475011
2005-04-26,28514638647
2005-04-27,28576950010
2005-04-28,28294152283
2005-04-29,28691986374
2005-05-02,28715952283
2005-05-03,28677606829
2005-05-04,28663227283
2005-05-05,28552984101
2005-05-06,28265393192
2005-05-09,28615295465
2005-05-10,28356463647
2005-05-11,28668020465
2005-05-12,28648847738
2005-05-13,28476293192
2005-05-16,29137752283
2005-05-17,29444515920
2005-05-18,29602690920
2005-05-19,29986145465
2005-05-20,29952593193
2005-05-23,29899868193
2005-05-24,29947800011
2005-05-25,29861522738
2005-05-26,29995731829
2005-05-27,29746486374
2005-05-31,29554759102
2005-06-01,29943006829
2005-06-02,29549965920
2005-06-03,29593104556
2005-06-06,29842350011
2005-06-07,30010111375
2005-06-08,29813590920
2005-06-09,29756072738
2005-06-10,29760865920
2005-06-13,29732106829
2005-06-14,29847143193
2005-06-15,29919040920
2005-06-16,29851936374
2005-06-17,29981352284
2005-06-20,29813590920
2005-06-21,29602690920
2005-06-22,29535586374
2005-06-23,29171304556
2005-06-24,28854954556
2005-06-27,28763884101
2005-06-28,29046681829
2005-06-29,29123372738
2005-06-30,28282242007
2005-07-01,28527395630
2005-07-05,28527395630
2005-07-06,27853223167
2005-07-07,27655214471
2005-07-08,27692930413
2005-07-11,27980514471
2005-07-12,27956942007
2005-07-13,28041802877
2005-07-14,28329386934
2005-07-15,28098376790
2005-07-18,28220953601
2005-07-19,28230382587
2005-07-20,28517966644
2005-07-21,28400104326
2005-07-22,29093134760
2005-07-25,28753691282
2005-07-26,28484965195
2005-07-27,28659401427
2005-07-28,28904555050
2005-07-29,28810265195
2005-08-01,28739547804
2005-08-02,28739547804
2005-08-03,28527395630
2005-08-04,28277527514
2005-08-05,28136092732
2005-08-08,28060660848
2005-08-09,28169094181
2005-08-10,28084233311
2005-08-11,28466107224
2005-08-12,28517966644
2005-08-15,28833837659
2005-08-16,28555682586
2005-08-17,28367102876
2005-08-18,28640543456
2005-08-19,28550968094
2005-08-22,28154950703
2005-08-23,28013515920
2005-08-24,27688215920
2005-08-25,27985228964
2005-08-26,27985228964
2005-08-29,28051231862
2005-08-30,27980514471
2005-08-31,28159665195
2005-09-01,28107805775
2005-09-02,28004086935
2005-09-06,28404818818
2005-09-07,28051231862
2005-09-08,27655214471
2005-09-09,27872081138
2005-09-12,27980514471
2005-09-13,27725931862
2005-09-14,27485492732
2005-09-15,27824936210
2005-09-16,28277527514
2005-09-19,27579782587
2005-09-20,27570353602
2005-09-21,27584497080
2005-09-22,27631642007
2005-09-23,27452491283
2005-09-26,27329914471
2005-09-27,27334628964
2005-09-28,27315770993
2005-09-29,27037615921
2005-09-30,26162010000
2005-10-03,25992365000
2005-10-04,26093235000
2005-10-05,25602640000
2005-10-06,25465090000
2005-10-07,25616395000
2005-10-10,25492600000
2005-10-11,25391730000
2005-10-12,25222085000
2005-10-13,25011175000
2005-10-14,25153310000
2005-10-17,24992835000
2005-10-18,25057025000
2005-10-19,25286275000
2005-10-20,25070780000
2005-10-21,24969910000
2005-10-24,25547620000
2005-10-25,25015760000
2005-10-26,24827775000
2005-10-27,24804850000
2005-10-28,25194575000
2005-10-31,24979080000
2005-11-01,24598525000
2005-11-02,24708565000
2005-11-03,24983665000
2005-11-04,24869040000
2005-11-07,25277105000
2005-11-08,25199160000
2005-11-09,25561375000
2005-11-10,25941930000
2005-11-11,25951100000
2005-11-14,26308730000
2005-11-15,26111575000
2005-11-16,26079480000
2005-11-17,26267465000
2005-11-18,26294975000
2005-11-21,26322485000
2005-11-22,25740190000
2005-11-23,25744775000
2005-11-25,25969440000
2005-11-28,25790625000
2005-11-29,26106990000
2005-11-30,25919005000
2005-12-01,26267465000
2005-12-02,26175765000
2005-12-05,26102405000
2005-12-06,26207860000
2005-12-07,25607225000
2005-12-08,25524695000
2005-12-09,25593470000
2005-12-12,25717265000
2005-12-13,26074895000
2005-12-14,25955685000
2005-12-15,25790625000
2005-12-16,25978610000
2005-12-19,25863985000
2005-12-20,26221615000
2005-12-21,26171180000
2005-12-22,26207860000
2005-12-23,26290390000
2005-12-27,26258295000
2005-12-28,26629680000
2005-12-29,26363750000
2005-12-30,26212445000
2006-01-03,26111575000
2006-01-04,26212445000
2006-01-05,26308730000
2006-01-06,26464620000
2006-01-09,26785570000
2006-01-10,26528810000
2006-01-11,26886440000
2006-01-12,26877270000
2006-01-13,26987310000
2006-01-17,26868100000
2006-01-18,26611340000
2006-01-19,26505885000
2006-01-20,26294975000
2006-01-23,26239955000
2006-01-24,25731020000
2006-01-25,25547620000
2006-01-26,25740190000
2006-01-27,25841060000
2006-01-30,25506355000
2006-01-31,25102875000
2006-02-01,25437580000
2006-02-02,25488015000
2006-02-03,25180820000
2006-02-06,25203745000
2006-02-07,24901135000
2006-02-08,25144140000
2006-02-09,25277105000
2006-02-10,25079950000
2006-02-13,25222085000
2006-02-14,25258765000
2006-02-15,25249595000
2006-02-16,25474260000
2006-02-17,25735605000
2006-02-21,25721850000
2006-02-22,26056555000
2006-02-23,26125330000
2006-02-24,26230785000
2006-02-27,26290390000
2006-02-28,26006120000
2006-03-01,26189520000
2006-03-02,26189520000
2006-03-03,26084065000
2006-03-06,25932760000
2006-03-07,25859400000
2006-03-08,25882325000
2006-03-09,25570545000
2006-03-10,25753945000
2006-03-13,25996950000
2006-03-14,25919005000
2006-03-15,25964855000
2006-03-16,26189520000
2006-03-17,25923590000
2006-03-20,26116160000
2006-03-21,25992365000
2006-03-22,26207860000
2006-03-23,26061140000
2006-03-24,25946515000
2006-03-27,26084065000
2006-03-28,25744775000
2006-03-29,25721850000
2006-03-30,25565960000
2006-03-31,25400900000
2006-04-03,25727453665
2006-04-04,25860995128
2006-04-05,25658380494
2006-04-06,25432741470
2006-04-07,25303804884
2006-04-10,25400507323
2006-04-11,25225521957
2006-04-12,25285385372
2006-04-13,25266965860
2006-04-17,25197892689
2006-04-18,25451160982
2006-04-19,25248546348
2006-04-20,25266965860
2006-04-21,25239336592
2006-04-24,25828760982
2006-04-25,25732058543
2006-04-26,25920858543
2006-04-27,26012956104
2006-04-28,25833365860
2006-05-01,25874809762
2006-05-02,26045190250
2006-05-03,25911648787
2006-05-04,26114263421
2006-05-05,26321482933
2006-05-08,26560936592
2006-05-09,26841834153
2006-05-10,27058263421
2006-05-11,26943141470
2006-05-12,27104312202
2006-05-15,27380604885
2006-05-16,27150360982
2006-05-17,26786575616
2006-05-18,26514887811
2006-05-19,26395160982
2006-05-22,26468839031
2006-05-23,26330692689
2006-05-24,26316878055
2006-05-25,26496468299
2006-05-26,26533307324
2006-05-30,26680663421
2006-05-31,26777365860
2006-06-01,26956956104
2006-06-02,26832624397
2006-06-05,26468839031
2006-06-06,26570146348
2006-06-07,26303063421
2006-06-08,26593170738
2006-06-09,26947746348
2006-06-12,26473443909
2006-06-13,26717502446
2006-06-14,26828019519
2006-06-15,26915512202
2006-06-16,26851043909
2006-06-19,26455024397
2006-06-20,26505678055
2006-06-21,26924721958
2006-06-22,26887882933
2006-06-23,26924721958
2006-06-26,26975375616
2006-06-27,26920117080
2006-06-28,26929326836
2006-06-29,27306926836
2006-06-30,27233248787
2006-07-03,26955352500
2006-07-05,26723175000
2006-07-06,26704965000
2006-07-07,26445472500
2006-07-10,26764147500
2006-07-11,26559285000
2006-07-12,26418157500
2006-07-13,26176875000
2006-07-14,25931040000
2006-07-17,25903725000
2006-07-18,25826332500
2006-07-19,26354422500
2006-07-20,26249715000
2006-07-21,25776255000
2006-07-24,26149560000
2006-07-25,26222400000
2006-07-26,26618467500
2006-07-27,26263372500
2006-07-28,26591152500
2006-07-31,26636677500
2006-08-01,26582047500
2006-08-02,26390842500
2006-08-03,26609362500
2006-08-04,26613915000
2006-08-07,26714070000
2006-08-08,26755042500
2006-08-09,26632125000
2006-08-10,27050955000
2006-08-11,26686755000
2006-08-14,26654887500
2006-08-15,26663992500
2006-08-16,26877960000
2006-08-17,26709517500
2006-08-18,26959905000
2006-08-21,27050955000
2006-08-22,26809672500
2006-08-23,26928037500
2006-08-24,27205740000
2006-08-25,26918932500
2006-08-28,27132900000
2006-08-29,27565387500
2006-08-30,27328657500
2006-08-31,27706515000
2006-09-01,28047952500
2006-09-05,28016085000
2006-09-06,27843090000
2006-09-07,27915930000
2006-09-08,27925035000
2006-09-11,28439467500
2006-09-12,28617015000
2006-09-13,28316550000
2006-09-14,28280130000
2006-09-15,28498650000
2006-09-18,28257367500
2006-09-19,28576042500
2006-09-20,28389390000
2006-09-21,28321102500
2006-09-22,28321102500
2006-09-25,28421257500
2006-09-26,28489545000
2006-09-27,28339312500
2006-09-28,28448572500
2006-09-29,28521412500
2006-10-02,28683096322
2006-10-03,28742709471
2006-10-04,29100388370
2006-10-05,29104973997
2006-10-06,29049946474
2006-10-09,29114145251
2006-10-10,29082045863
2006-10-11,28999504578
2006-10-12,29086631490
2006-10-13,29141659013
2006-10-16,29063703355
2006-10-17,29022432713
2006-10-18,29458067269
2006-10-19,29485581031
2006-10-20,29632321092
2006-10-23,29531437300
2006-10-24,28715195710
2006-10-25,28843593263
2006-10-26,28994918951
2006-10-27,29118730878
2006-10-30,29086631490
2006-10-31,29237957178
2006-11-01,28990333325
2006-11-02,28939891429
2006-11-03,28967405190
2006-11-06,29072874609
2006-11-07,29004090205
2006-11-08,29045360847
2006-11-09,28994918951
2006-11-10,29004090205
2006-11-13,29109559624
2006-11-14,29054532101
2006-11-15,29068288982
2006-11-16,29141659013
2006-11-17,29237957178
2006-11-20,29146244639
2006-11-21,29059117728
2006-11-22,29155415893
2006-11-24,29137073386
2006-11-27,28903206413
2006-11-28,29054532101
2006-11-29,29141659013
2006-11-30,29215029043
2006-12-01,29155415893
2006-12-04,29522266046
2006-12-05,29815746168
2006-12-06,29609392957
2006-12-07,29384697239
2006-12-08,29127902132
2006-12-11,29150830266
2006-12-12,29100388370
2006-12-13,29100388370
2006-12-14,29260885312
2006-12-15,29549779808
2006-12-18,29389282866
2006-12-19,29659834853
2006-12-20,29627735465
2006-12-21,29788232407
2006-12-22,29783646780
2006-12-26,29724033630
2006-12-27,29893701826
2006-12-28,29944143722
2006-12-29,29866188064
2007-01-03,29909616190
2007-01-04,30069414170
2007-01-05,29950707099
2007-01-08,30119636392
2007-01-09,30192686897
2007-01-10,30325090937
2007-01-11,30252040432
2007-01-12,30197252553
2007-01-16,30032888917
2007-01-17,30288565685
2007-01-18,30256606089
2007-01-19,30156161644
2007-01-22,30215515180
2007-01-23,30494020231
2007-01-24,30398141443
2007-01-25,30078545483
2007-01-26,29868525280
2007-01-29,29895919220
2007-01-30,30201818210
2007-01-31,30370747503
2007-02-01,30402707099
2007-02-02,30398141443
2007-02-05,30288565685
2007-02-06,30402707099
2007-02-07,30183555584
2007-02-08,29937010129
2007-02-09,29905050533
2007-02-12,29900484876
2007-02-13,30133333362
2007-02-14,30443798008
2007-02-15,30471191948
2007-02-16,30343353564
2007-02-20,30626424271
2007-02-21,30462060635
2007-02-22,30411838412
2007-02-23,30630989928
2007-02-26,30589899019
2007-02-27,29850262654
2007-02-28,29758949523
2007-03-01,29832000028
2007-03-02,29425656593
2007-03-05,29576323260
2007-03-06,29763515179
2007-03-07,29348040431
2007-03-08,29448484876
2007-03-09,29434787906
2007-03-12,29270424270
2007-03-13,29119757603
2007-03-14,29306949522
2007-03-15,29320646492
2007-03-16,29197373765
2007-03-19,29471313159
2007-03-20,29772646492
2007-03-21,30069414170
2007-03-22,30242909119
2007-03-23,30188121240
2007-03-26,30169858614
2007-03-27,30037454574
2007-03-28,30073979826
2007-03-29,30105939422
2007-03-30,29973535382
2007-04-02,30071867341
2007-04-03,30259330708
2007-04-04,30309625757
2007-04-05,30529095064
2007-04-09,30725702985
2007-04-10,30830865361
2007-04-11,30510805955
2007-04-12,30652546549
2007-04-13,30739419817
2007-04-16,30977178233
2007-04-17,31246942589
2007-04-18,31246942589
2007-04-19,31288093084
2007-04-20,31525851500
2007-04-23,31160069322
2007-04-24,31050334668
2007-04-25,31498417837
2007-04-26,31425261401
2007-04-27,31388683183
2007-04-30,31187502985
2007-05-01,31315526748
2007-05-02,31379538629
2007-05-03,31164641599
2007-05-04,31224081203
2007-05-07,31347532688
2007-05-08,31196647540
2007-05-09,31301809916
2007-05-10,31059479223
2007-05-11,31233225758
2007-05-14,30977178233
2007-05-15,30803431698
2007-05-16,31379538629
2007-05-17,31443550510
2007-05-18,31512134669
2007-05-21,31315526748
2007-05-22,31086912886
2007-05-23,31050334668
2007-05-24,30949744569
2007-05-25,31118918827
2007-05-29,31027473282
2007-05-30,31196647540
2007-05-31,31096057441
2007-06-01,31406972292
2007-06-04,31525851500
2007-06-05,31544140609
2007-06-06,30858299025
2007-06-07,30529095064
2007-06-08,30789714866
2007-06-11,30657118827
2007-06-12,30433077242
2007-06-13,30840009916
2007-06-14,30734847540
2007-06-15,30405643579
2007-06-18,30355348529
2007-06-19,29884403975
2007-06-20,29623784173
2007-06-21,29614639618
2007-06-22,29221423776
2007-06-25,29221423776
2007-06-26,29404314866
2007-06-27,29276291103
2007-06-28,29184845559
2007-06-29,29312869321
2007-07-02,27988634316
2007-07-03,28005895269
2007-07-05,28049047650
2007-07-06,27876438125
2007-07-09,27751296221
2007-07-10,27198945744
2007-07-11,27324087649
2007-07-12,27863492411
2007-07-13,27725404792
2007-07-16,27885068602
2007-07-17,27617523840
2007-07-18,27630469554
2007-07-19,27824655268
2007-07-20,27531219078
2007-07-23,27910960030
2007-07-24,28243233364
2007-07-25,28627289555
2007-07-26,28364060031
2007-07-27,28200080983
2007-07-30,28269124793
2007-07-31,27824655268
2007-08-01,27492381935
2007-08-02,28200080983
2007-08-03,27971373364
2007-08-06,28739485745
2007-08-07,28851681936
2007-08-08,28817160031
2007-08-09,28316592412
2007-08-10,28213026697
2007-08-13,28830105746
2007-08-14,28584137174
2007-08-15,28394266698
2007-08-16,28092200030
2007-08-17,28566876222
2007-08-20,28761061936
2007-08-21,28722224793
2007-08-22,28804214317
2007-08-23,28812844793
2007-08-24,29089020032
2007-08-27,28519408602
2007-08-28,28329538126
2007-08-29,28687702888
2007-08-30,28260494316
2007-08-31,28411527650
2007-09-04,28601398126
2007-09-05,28238918126
2007-09-06,28411527650
2007-09-07,28027471459
2007-09-10,28187135269
2007-09-11,28398581936
2007-09-12,28765377174
2007-09-13,28830105746
2007-09-14,28765377174
2007-09-17,28264809555
2007-09-18,28704963841
2007-09-19,28998400032
2007-09-20,28765377174
2007-09-21,28933671460
2007-09-24,28795583841
2007-09-25,28817160031
2007-09-26,29179640032
2007-09-27,29179640032
2007-09-28,29058813365
2007-10-01,28322605896
2007-10-02,28558382011
2007-10-03,28318395608
2007-10-04,28229979564
2007-10-05,28259451579
2007-10-08,28200507550
2007-10-09,28259451579
2007-10-10,28162614960
2007-10-11,28251031003
2007-10-12,28448914529
2007-10-15,27943679995
2007-10-16,28019465175
2007-10-17,27964731434
2007-10-18,27766847909
2007-10-19,27093201864
2007-10-22,28322605896
2007-10-23,27981572585
2007-10-24,28280503018
2007-10-25,28208928126
2007-10-26,28604695177
2007-10-29,28436283666
2007-10-30,28225769277
2007-10-31,28608905465
2007-11-01,27943679995
2007-11-02,27909997693
2007-11-05,27956310859
2007-11-06,28061568053
2007-11-07,27438445462
2007-11-08,27745796470
2007-11-09,27493179203
2007-11-12,27430024886
2007-11-13,27964731434
2007-11-14,27585805534
2007-11-15,27733165606
2007-11-16,27905787405
2007-11-19,27716324455
2007-11-20,27813161074
2007-11-21,27261613375
2007-11-23,27543702656
2007-11-26,27577384959
2007-11-27,27897366830
2007-11-28,28128932658
2007-11-29,27994203449
2007-11-30,28171035535
2007-12-03,28082619492
2007-12-04,27623698124
2007-12-05,28107881219
2007-12-06,27998413737
2007-12-07,27977362298
2007-12-10,28128932658
2007-12-11,27707903880
2007-12-12,28078409204
2007-12-13,27931049132
2007-12-14,27484758627
2007-12-17,27510020354
2007-12-18,27463707188
2007-12-19,27488968915
2007-12-20,28023675463
2007-12-21,27960521146
2007-12-24,28179456111
2007-12-26,28284713306
2007-12-27,28044726902
2007-12-28,28225769277
2007-12-31,28026181999
2008-01-02,27815331999
2008-01-03,27962927000
2008-01-04,27878587000
2008-01-07,28085219999
2008-01-08,27604481999
2008-01-09,28089437000
2008-01-10,27646652000
2008-01-11,26988800000
2008-01-14,27292424000
2008-01-15,27161697000
2008-01-16,26933979000
2008-01-17,26613487000
2008-01-18,26297212000
2008-01-22,26086362000
2008-01-23,26044192000
2008-01-24,26039975000
2008-01-25,25900814000
2008-01-28,25833342000
2008-01-29,26449024000
2008-01-30,26077928000
2008-01-31,26524930000
2008-02-01,27098442000
2008-02-04,26693610000
2008-02-05,26449024000
2008-02-06,26394203000
2008-02-07,26297212000
2008-02-08,26099013000
2008-02-11,26153834000
2008-02-12,26516496000
2008-02-13,26398420000
2008-02-14,25930333000
2008-02-15,26039975000
2008-02-19,25871295000
2008-02-20,25972503000
2008-02-21,25926116000
2008-02-22,26288778000
2008-02-25,26474326000
2008-02-26,26655657000
2008-02-27,26761082000
2008-02-28,26579751000
2008-02-29,26343599000
2008-03-03,26495411000
2008-03-04,26267693000
2008-03-05,26056843000
2008-03-06,25837559000
2008-03-07,25673096000
2008-03-10,25715266000
2008-03-11,25841776000
2008-03-12,25525501000
2008-03-13,25723700000
2008-03-14,25458029000
2008-03-17,25571888000
2008-03-18,26052626000
2008-03-19,26052626000
2008-03-20,26259259000
2008-03-24,26255042000
2008-03-25,26444807000
2008-03-26,26271910000
2008-03-27,25997805000
2008-03-28,25900814000
2008-03-31,26090579000
2008-04-01,26336210000
2008-04-02,26365575000
2008-04-03,26248115000
2008-04-04,26248115000
2008-04-07,26134850000
2008-04-08,26034170000
2008-04-09,25513990000
2008-04-10,25513990000
2008-04-11,25484625000
2008-04-14,25698570000
2008-04-15,25677595000
2008-04-16,25581110000
2008-04-17,25379750000
2008-04-18,25467845000
2008-04-21,25744715000
2008-04-22,25883150000
2008-04-23,25727935000
2008-04-24,25623060000
2008-04-25,25639840000
2008-04-28,25698570000
2008-04-29,25677595000
2008-04-30,25727935000
2008-05-01,26029975000
2008-05-02,25988025000
2008-05-05,25891540000
2008-05-06,25962855000
2008-05-07,25409115000
2008-05-08,25362970000
2008-05-09,25069320000
2008-05-12,25190975000
2008-05-13,25467845000
2008-05-14,25367165000
2008-05-15,25589500000
2008-05-16,25501405000
2008-05-19,25635645000
2008-05-20,25618865000
2008-05-21,25346190000
2008-05-22,25610475000
2008-05-23,25245510000
2008-05-27,25513990000
2008-05-28,25509795000
2008-05-29,25820225000
2008-05-30,25652425000
2008-06-02,25321020000
2008-06-03,25362970000
2008-06-04,25371360000
2008-06-05,25446870000
2008-06-06,24972835000
2008-06-09,24956055000
2008-06-10,25149025000
2008-06-11,24859570000
2008-06-12,25027370000
2008-06-13,25178390000
2008-06-16,24926690000
2008-06-17,25039955000
2008-06-18,24968640000
2008-06-19,25069320000
2008-06-20,24599480000
2008-06-23,24620455000
2008-06-24,24830205000
2008-06-25,24985420000
2008-06-26,24490410000
2008-06-27,24070910000
2008-06-30,23894100000
2008-07-01,23948310000
2008-07-02,23839890000
2008-07-03,24302760000
2008-07-07,23794020000
2008-07-08,24198510000
2008-07-09,23939970000
2008-07-10,23981670000
2008-07-11,23710620000
2008-07-14,23502120000
2008-07-15,21988410000
2008-07-16,21875820000
2008-07-17,22113510000
2008-07-18,21980070000
2008-07-21,21971730000
2008-07-22,22263630000
2008-07-23,22659780000
2008-07-24,22121850000
2008-07-25,22376220000
2008-07-28,22422090000
2008-07-29,22964190000
2008-07-30,23318640000
2008-07-31,23114310000
2008-08-01,23122650000
2008-08-04,23556330000
2008-08-05,24206850000
2008-08-06,24211020000
2008-08-07,23352000000
2008-08-08,24548790000
2008-08-11,24532110000
2008-08-12,24790650000
2008-08-13,24640530000
2008-08-14,24953280000
2008-08-15,25149270000
2008-08-18,25082550000
2008-08-19,24815670000
2008-08-20,24377820000
2008-08-21,24377820000
2008-08-22,24790650000
2008-08-25,24356970000
2008-08-26,24394500000
2008-08-27,24448710000
2008-08-28,25065870000
2008-08-29,24653040000
2008-09-02,25132590000
2008-09-03,24857370000
2008-09-04,24490410000
2008-09-05,24857370000
2008-09-08,25541250000
2008-09-09,26070840000
2008-09-10,25724730000
2008-09-11,25708050000
2008-09-12,25812300000
2008-09-15,25720560000
2008-09-16,25841490000
2008-09-17,25728900000
2008-09-18,25870680000
2008-09-19,26404440000
2008-09-22,25578780000
2008-09-23,25374450000
2008-09-24,25520400000
2008-09-25,25762260000
2008-09-26,26408610000
2008-09-29,25416150000
2008-09-30,25394490000
2008-10-01,25537500000
2008-10-02,25631478000
2008-10-03,25218792000
2008-10-06,24462882000
2008-10-07,24025680000
2008-10-08,24254496000
2008-10-09,22325904000
2008-10-10,22174722000
2008-10-13,23539446000
2008-10-14,23498586000
2008-10-15,22003110000
2008-10-16,23563962000
2008-10-17,23494500000
2008-10-20,24279012000
2008-10-21,24152346000
2008-10-22,22407624000
2008-10-23,22395366000
2008-10-24,21545478000
2008-10-27,21623112000
2008-10-28,23486328000
2008-10-29,23143104000
2008-10-30,23866326000
2008-10-31,24001164000
2008-11-03,23821380000
2008-11-04,24234066000
2008-11-05,23147190000
2008-11-06,22505688000
2008-11-07,22689558000
2008-11-10,22824396000
2008-11-11,22554720000
2008-11-12,22137948000
2008-11-13,23073642000
2008-11-14,22468914000
2008-11-17,22248270000
2008-11-18,22771278000
2008-11-19,21962250000
2008-11-20,21173652000
2008-11-21,21757950000
2008-11-24,22297302000
2008-11-25,22280958000
2008-11-26,22060314000
2008-11-28,22632354000
2008-12-01,21545478000
2008-12-02,22374936000
2008-12-03,21974508000
2008-12-04,21426984000
2008-12-05,21520962000
2008-12-08,21623112000
2008-12-09,20311506000
2008-12-10,20307420000
2008-12-11,20160324000
2008-12-12,20180754000
2008-12-15,20286990000
2008-12-16,20519892000
2008-12-17,19870218000
2008-12-18,20630214000
2008-12-19,20017314000
2008-12-22,20536236000
2008-12-23,20070432000
2008-12-24,20417742000
2008-12-26,20380968000
2008-12-29,20327850000
2008-12-30,20638386000
2008-12-31,20912535000
2009-01-02,21272454000
2009-01-05,21007686000
2009-01-06,20916672000
2009-01-07,20469876000
2009-01-08,20287848000
2009-01-09,20002395000
2009-01-12,20047902000
2009-01-13,20709822000
2009-01-14,20366451000
2009-01-15,20771877000
2009-01-16,21102837000
2009-01-20,20635356000
2009-01-21,20920809000
2009-01-22,21140070000
2009-01-23,20614671000
2009-01-26,20482287000
2009-01-27,20656041000
2009-01-28,20685000000
2009-01-29,20755329000
2009-01-30,20407821000
2009-02-02,20213382000
2009-02-03,20428506000
2009-02-04,20047902000
2009-02-05,20337492000
2009-02-06,20411958000
2009-02-09,20213382000
2009-02-10,19555599000
2009-02-11,19923792000
2009-02-12,19998258000
2009-02-13,19729353000
2009-02-17,19348749000
2009-02-18,19203954000
2009-02-19,19336338000
2009-02-20,19030200000
2009-02-23,18641322000
2009-02-24,19100529000
2009-02-25,18852309000
2009-02-26,18500664000
2009-02-27,18678555000
2009-03-02,18186252000
2009-03-03,18281403000
2009-03-04,18281403000
2009-03-05,17516058000
2009-03-06,17416770000
2009-03-09,17214057000
2009-03-10,17573976000
2009-03-11,17549154000
2009-03-12,17851155000
2009-03-13,18248307000
2009-03-16,18550308000
2009-03-17,18583404000
2009-03-18,18653733000
2009-03-19,18438609000
2009-03-20,18231759000
2009-03-23,18566856000
2009-03-24,18297951000
2009-03-25,18496527000
2009-03-26,18703377000
2009-03-27,18852309000
2009-03-30,18393102000
2009-03-31,18365364000
2009-04-01,18847460000
2009-04-02,19620476000
2009-04-03,19516576000
2009-04-06,19516576000
2009-04-07,19113444000
2009-04-08,19009544000
2009-04-09,19200720000
