,LIN
2013-11-26,37152450790
2013-11-27,37302746260
2013-11-29,37208443220
2013-12-02,36772291660
2013-12-03,36613155280
2013-12-04,36430443140
2013-12-05,36097435530
2013-12-06,36972685620
2013-12-09,36957950770
2013-12-10,37114140180
2013-12-11,36577791640
2013-12-12,36742821960
2013-12-13,36616102250
2013-12-16,36843018940
2013-12-17,36907852280
2013-12-18,37326322020
2013-12-19,37470723550
2013-12-20,37585655380
2013-12-23,37709428120
2013-12-24,38007072090
2013-12-26,38183890290
2013-12-27,38313556970
2013-12-30,38313556970
2013-12-31,38319450910
2014-01-02,38098252500
2014-01-03,38151207600
2014-01-06,38095310550
2014-01-07,38315956800
2014-01-08,38518951350
2014-01-09,38539545000
2014-01-10,38977895550
2014-01-13,38480706000
2014-01-14,38792552700
2014-01-15,39104399400
2014-01-16,39001431150
2014-01-17,38963185800
2014-01-21,39189715950
2014-01-22,39189715950
2014-01-23,38621919600
2014-01-24,37353939150
2014-01-27,36992079300
2014-01-28,36980311500
2014-01-29,37459849350
2014-01-30,36918530550
2014-01-31,36692000400
2014-02-03,35747634450
2014-02-04,36003584100
2014-02-05,36100668450
2014-02-06,36562554600
2014-02-07,37380416700
2014-02-10,37562817600
2014-02-11,37783463850
2014-02-12,37680495600
2014-02-13,38071774950
2014-02-14,38189452950
2014-02-18,38162975400
2014-02-19,37701089250
2014-02-20,37677553650
2014-02-21,37677553650
2014-02-24,37406894250
2014-02-25,37892316000
2014-02-26,37901141850
2014-02-27,38201220750
2014-02-28,38354202150
2014-03-03,38330666550
2014-03-04,38539545000
2014-03-05,38112962250
2014-03-06,38489531850
2014-03-07,38560138650
2014-03-10,38710178100
2014-03-11,38713120050
2014-03-12,38857275600
2014-03-13,38848449750
2014-03-14,38760191250
2014-03-17,38957301900
2014-03-18,39080863800
2014-03-19,39027908700
2014-03-20,38983779450
2014-03-21,39104399400
2014-03-24,38760191250
2014-03-25,38642513250
2014-03-26,38145323700
2014-03-27,37892316000
2014-03-28,38051181300
2014-03-31,38530719150
2014-04-01,38393371700
2014-04-02,38554491450
2014-04-03,38443172350
2014-04-04,37924659700
2014-04-07,37370993650
2014-04-08,37558478450
2014-04-09,38173662950
2014-04-10,37537972299
2014-04-11,37204015000
2014-04-14,37280180700
2014-04-15,37845564550
2014-04-16,38536914750
2014-04-17,38627727700
2014-04-21,38929461049
2014-04-22,38659951650
2014-04-23,38580856500
2014-04-24,38273264250
2014-04-25,37895365200
2014-04-28,37907083000
2014-04-29,37631714700
2014-04-30,38243969750
2014-05-01,38167804050
2014-05-02,38375795000
2014-05-05,38273264250
2014-05-06,38208816350
2014-05-07,38082850000
2014-05-08,38132650650
2014-05-09,38112144500
2014-05-12,38396301150
2014-05-13,38375795000
2014-05-14,38501761350
2014-05-15,38188310200
2014-05-16,38375795000
2014-05-19,38533985300
2014-05-20,38138509550
2014-05-21,38232251950
2014-05-22,38167804050
2014-05-23,38355288850
2014-05-27,38325994350
2014-05-28,38132650650
2014-05-29,38815212500
2014-05-30,38739046800
2014-06-02,39263418350
2014-06-03,39160887600
2014-06-04,38882589850
2014-06-05,39163817050
2014-06-06,39450903150
2014-06-09,39190182100
2014-06-10,39134522550
2014-06-11,38809353600
2014-06-12,38372865550
2014-06-13,38531055850
2014-06-16,38261546450
2014-06-17,38328923800
2014-06-18,38771270750
2014-06-19,38522267500
2014-06-20,38700963950
2014-06-23,38627727700
2014-06-24,38437313450
2014-06-25,38490043549
2014-06-26,38384583350
2014-06-27,38639445500
2014-06-30,38914813800
2014-07-01,38811862800
2014-07-02,38779724100
2014-07-03,38946261000
2014-07-07,38858610000
2014-07-08,38794332600
2014-07-09,38686229700
2014-07-10,38528457900
2014-07-11,38446650300
2014-07-14,38686229700
2014-07-15,38759272200
2014-07-16,39019303500
2014-07-17,38470023900
2014-07-18,38791410900
2014-07-21,38414511600
2014-07-22,38475867300
2014-07-23,38318095500
2014-07-24,37757129100
2014-07-25,38139871800
2014-07-28,38069751000
2014-07-29,37596435600
2014-07-30,37754207400
2014-07-31,37438663799
2014-08-01,37464959100
2014-08-04,37663634700
2014-08-05,37120198500
2014-08-06,37362699600
2014-08-07,37117276800
2014-08-08,37660713000
2014-08-11,37561375200
2014-08-12,37651947900
2014-08-13,37812641400
2014-08-14,37891527300
2014-08-15,37859388600
2014-08-18,38186619000
2014-08-19,38154480300
2014-08-20,38107733100
2014-08-21,38408668200
2014-08-22,38204149200
2014-08-25,38464180500
2014-08-26,38379451200
2014-08-27,38315173799
2014-08-28,38402824800
2014-08-29,38434963500
2014-09-02,38467102200
2014-09-03,38633639100
2014-09-04,38531379600
2014-09-05,38730055200
2014-09-08,38721290100
2014-09-09,38598578700
2014-09-10,38800176000
2014-09-11,38321017200
2014-09-12,38458337100
2014-09-15,38434963500
2014-09-16,38621952300
2014-09-17,38709603300
2014-09-18,38993008200
2014-09-19,39010538400
2014-09-22,38908278900
2014-09-23,38578126800
2014-09-24,39077737500
2014-09-25,38496319200
2014-09-26,38730055200
2014-09-29,38239209600
2014-09-30,37689930000
2014-10-01,36574628610
2014-10-02,36420575100
2014-10-03,36484521840
2014-10-06,36513588540
2014-10-07,35888654490
2014-10-08,36315934980
2014-10-09,35455560660
2014-10-10,35103853590
2014-10-13,34534146270
2014-10-14,34935266730
2014-10-15,35284067130
2014-10-16,35566014120
2014-10-17,36074681370
2014-10-20,36481615170
2014-10-21,37080389190
2014-10-22,36917615670
2014-10-23,36792628860
2014-10-24,37123989240
2014-10-27,36481615170
2014-10-28,36536841900
2014-10-29,35638680870
2014-10-30,35656120890
2014-10-31,36621135330
2014-11-03,36164788140
2014-11-04,36121188090
2014-11-05,36557188590
2014-11-06,36789722190
2014-11-07,36818788890
2014-11-10,36731588790
2014-11-11,36827508900
2014-11-12,36690895410
2014-11-13,36836228910
2014-11-14,36583348620
2014-11-17,36699615420
2014-11-18,37155962610
2014-11-19,37280949420
2014-11-20,37443722940
2014-11-21,37946576850
2014-11-24,37635563160
2014-11-25,37394309550
2014-11-26,37751829960
2014-11-28,37315829460
2014-12-01,37077482520
2014-12-02,37336176150
2014-12-03,37699509900
2014-12-04,37644283170
2014-12-05,37650096510
2014-12-08,37225722690
2014-12-09,37118175900
2014-12-10,36507775200
2014-12-11,36699615420
2014-12-12,35961321240
2014-12-15,36016547970
2014-12-16,35830521090
2014-12-17,36763562160
2014-12-18,37917510150
2014-12-19,37801243350
2014-12-22,38176203780
2014-12-23,38394204030
2014-12-24,38292470580
2014-12-26,38434897410
2014-12-29,38461057440
2014-12-30,38176203780
2014-12-31,37658816520
2015-01-02,37574132850
2015-01-05,36582372360
2015-01-06,36113960700
2015-01-07,36518760900
2015-01-08,37120178340
2015-01-09,36619960950
2015-01-12,36539000910
2015-01-13,36287446500
2015-01-14,36024326370
2015-01-15,35989629210
2015-01-16,35717834790
2015-01-20,36116852130
2015-01-21,36336600810
2015-01-22,36854166780
2015-01-23,36530326620
2015-01-26,36004086360
2015-01-27,35622417600
2015-01-28,35457606090
2015-01-29,35116417350
2015-01-30,34867754370
2015-02-02,35339057460
2015-02-03,35703377640
2015-02-04,35480737530
2015-02-05,36030109230
2015-02-06,36215160750
2015-02-09,36154440720
2015-02-10,36116852130
2015-02-11,35954932050
2015-02-12,36246966480
2015-02-13,36689355270
2015-02-17,36851275350
2015-02-18,36903321090
2015-02-19,37258966980
2015-02-20,37389081330
2015-02-23,37123069769
2015-02-24,37120178340
2015-02-25,37180898370
2015-02-26,36981389700
2015-02-27,36981389700
2015-03-02,37669550040
2015-03-03,37313904150
2015-03-04,36929343960
2015-03-05,36935126820
2015-03-06,36515869470
2015-03-09,36504303750
2015-03-10,35957823480
2015-03-11,35917343460
2015-03-12,36325035090
2015-03-13,35795903400
2015-03-16,35923126320
2015-03-17,35512543260
2015-03-18,36087937830
2015-03-19,35278337430
2015-03-20,35252314560
2015-03-23,35269663140
2015-03-24,35145331650
2015-03-25,34783902900
2015-03-26,34844622930
2015-03-27,34743422880
2015-03-30,35136657360
2015-03-31,34911125820
2015-04-01,34843498390
2015-04-02,35206301530
2015-04-06,35203422140
2015-04-07,35350271030
2015-04-08,35232216040
2015-04-09,35292683230
2015-04-10,35232216040
2015-04-13,34903965580
2015-04-14,34840619000
2015-04-15,34984588500
2015-04-16,34909724360
2015-04-17,34682252550
2015-04-20,35128558000
2015-04-21,34906844970
2015-04-22,34915483140
2015-04-23,35088246540
2015-04-24,35261009940
2015-04-27,35586381010
2015-04-28,35356029810
2015-04-29,35903113910
2015-04-30,35108402270
2015-05-01,35344512250
2015-05-04,35206301530
2015-05-05,34814704490
2015-05-06,34509489150
2015-05-07,34774393030
2015-05-08,34846377780
2015-05-11,34307931850
2015-05-12,33930731760
2015-05-13,33922093590
2015-05-14,34728322790
2015-05-15,35243733600
2015-05-18,35085367150
2015-05-19,34935638870
2015-05-20,34978829720
2015-05-21,35088246540
2015-05-22,35131437390
2015-05-26,35033538130
2015-05-27,34993226670
2015-05-28,35344512250
2015-05-29,35376185540
2015-06-01,35261009940
2015-06-02,35284045060
2015-06-03,35364667980
2015-06-04,34950035820
2015-06-05,34950035820
2015-06-08,35068090810
2015-06-09,35117040440
2015-06-10,35419376390
2015-06-11,35485602360
2015-06-12,35468326020
2015-06-15,34903965580
2015-06-16,35053693860
2015-06-17,35321477130
2015-06-18,35643968810
2015-06-19,35416497000
2015-06-22,35517275650
2015-06-23,35560466500
2015-06-24,35269648110
2015-06-25,35189025190
2015-06-26,35007623620
2015-06-29,34351122700
2015-06-30,34423107450
2015-07-01,34072451280
2015-07-02,33963903900
2015-07-06,33666826860
2015-07-07,33849643500
2015-07-08,33161224590
2015-07-09,33135516000
2015-07-10,33526857870
2015-07-13,33841073970
2015-07-14,34069594770
2015-07-15,33903917190
2015-07-16,33766804710
2015-07-17,33424023510
2015-07-20,33338328210
2015-07-21,32964125400
2015-07-22,32892712650
2015-07-23,32906995200
2015-07-24,32272849980
2015-07-27,31941494819
2015-07-28,32958412380
2015-07-29,33115520430
2015-07-30,32641339770
2015-07-31,32604205140
2015-08-03,32458523130
2015-08-04,32389966890
2015-08-05,32389966890
2015-08-06,32375684340
2015-08-07,32321410650
2015-08-10,32984120970
2015-08-11,32558500980
2015-08-12,32407105950
2015-08-13,32469949170
2015-08-14,32561357490
2015-08-17,32564214000
2015-08-18,32424245010
2015-08-19,32112885420
2015-08-20,31892934150
2015-08-21,31024555110
2015-08-24,30096189360
2015-08-25,29422053000
2015-08-26,29721986550
2015-08-27,30047628690
2015-08-28,30333279690
2015-08-31,30207593250
2015-09-01,29244949380
2015-09-02,29407770450
2015-09-03,29424909510
2015-09-04,28976437440
2015-09-08,29784829770
2015-09-09,29793399300
2015-09-10,30047628690
2015-09-11,29927655270
2015-09-14,29824820910
2015-09-15,30193310700
2015-09-16,30693199950
2015-09-17,30578939550
2015-09-18,30030489630
2015-09-21,30064767750
2015-09-22,29544882930
2015-09-23,28747916640
2015-09-24,28850751000
2015-09-25,28827898920
2015-09-28,28328009670
2015-09-29,28722208050
2015-09-30,29096410860
2015-10-01,28931056080
2015-10-02,29427457200
2015-10-05,30337525920
2015-10-06,30231969360
2015-10-07,30594285120
2015-10-08,30979423920
2015-10-09,30996541200
2015-10-12,30962306640
2015-10-13,30916660560
2015-10-14,31087833360
2015-10-15,31236183120
2015-10-16,31219065840
2015-10-19,31133479440
2015-10-20,31199095680
2015-10-21,30776869440
2015-10-22,31455854880
2015-10-23,31880934000
2015-10-26,31421620320
2015-10-27,31173419760
2015-10-28,31356004080
2015-10-29,32166222000
2015-10-30,31692643920
2015-11-02,32060665440
2015-11-03,32397305280
2015-11-04,32243249760
2015-11-05,32345953440
2015-11-06,32403011040
2015-11-09,32094900000
2015-11-10,31838140800
2015-11-11,31678379520
2015-11-12,31427326080
2015-11-13,32383040880
2015-11-16,33087702240
2015-11-17,32354512080
2015-11-18,32973587040
2015-11-19,32967881280
2015-11-20,32822384400
2015-11-23,32688299040
2015-11-24,32531390640
2015-11-25,32297454480
2015-11-27,32497156080
2015-11-30,32180486400
2015-12-01,31960814640
2015-12-02,31484383680
2015-12-03,31113509280
2015-12-04,31461560640
2015-12-07,31256153280
2015-12-08,30445935360
2015-12-09,30542933280
2015-12-10,30434523840
2015-12-11,30040826400
2015-12-14,29875359360
2015-12-15,30186323280
2015-12-16,30237675120
2015-12-17,29361840960
2015-12-18,28962437760
2015-12-21,29133610560
2015-12-22,29330459280
2015-12-23,29881065120
2015-12-24,29815448880
2015-12-28,29607188640
2015-12-29,29784067200
2015-12-30,29436015840
2015-12-31,29213491200
2016-01-04,29019566430
2016-01-05,28919666279
2016-01-06,28628528700
2016-01-07,27912101910
2016-01-08,27929227650
2016-01-11,28097630760
2016-01-12,28511502810
2016-01-13,27974896290
2016-01-14,28482959910
2016-01-15,27797930310
2016-01-19,28023419220
2016-01-20,27920664779
2016-01-21,27960624840
2016-01-22,27997730610
2016-01-25,27438289770
2016-01-26,28012002060
2016-01-27,28000584900
2016-01-28,28029127800
2016-01-29,28542900000
2016-02-01,28694177370
2016-02-02,28014856350
2016-02-03,29481961410
2016-02-04,30121322370
2016-02-05,29998587900
2016-02-08,29093777970
2016-02-09,29633238779
2016-02-10,29504795730
2016-02-11,29130883740
2016-02-12,29636093070
2016-02-16,29684616000
2016-02-17,29827330500
2016-02-18,29827330500
2016-02-19,29487669990
2016-02-22,29747410380
2016-02-23,29176552380
2016-02-24,29082360810
2016-02-25,29287869690
2016-02-26,29467689960
2016-02-29,29053817910
2016-03-01,30067090860
2016-03-02,29724576060
2016-03-03,30209805360
2016-03-04,31051820910
2016-03-07,30994735110
2016-03-08,30866292060
2016-03-09,31128886740
2016-03-10,31585573140
2016-03-11,31714016190
2016-03-14,31368647100
2016-03-15,31237349760
2016-03-16,31434295770
2016-03-17,32287728480
2016-03-18,32219225520
2016-03-21,32242059840
2016-03-22,32133596820
2016-03-23,32196391200
2016-03-24,31893836460
2016-03-28,32096491050
2016-03-29,32099345340
2016-03-30,32824335000
2016-03-31,32667349050
2016-04-01,32924298480
2016-04-04,32772876420
2016-04-05,32281468980
2016-04-06,32364322560
2016-04-07,31904342340
2016-04-08,32084334600
2016-04-11,32210043480
2016-04-12,32587170120
2016-04-13,33018580139
2016-04-14,33007152060
2016-04-15,33232856639
2016-04-18,33175716240
2016-04-19,33947111639
2016-04-20,34081391580
2016-04-21,33955682700
2016-04-22,34175673240
2016-04-25,34052821380
2016-04-26,34118532840
2016-04-27,33841401900
2016-04-28,33787118520
2016-04-29,33558556920
2016-05-02,33541414800
2016-05-03,32881443180
2016-05-04,32552885880
2016-05-05,32418605940
2016-05-06,32655738600
2016-05-09,32292897060
2016-05-10,32575742040
2016-05-11,32407177860
2016-05-12,32455747200
2016-05-13,31987195920
2016-05-16,32270040900
2016-05-17,32078620560
2016-05-18,31650067560
2016-05-19,31444362120
2016-05-20,31450076160
2016-05-23,31567213980
2016-05-24,31647210540
2016-05-25,31892914260
2016-05-26,31590070139
2016-05-27,31647210540
2016-05-31,31387221720
2016-06-01,31667209680
2016-06-02,31587213120
2016-06-03,31495788480
2016-06-06,31898628300
2016-06-07,31958625720
2016-06-08,32475746340
2016-06-09,32410034880
2016-06-10,32492888460
2016-06-13,32250041760
2016-06-14,32127189900
2016-06-15,31998624000
2016-06-16,32032908240
2016-06-17,32027194200
2016-06-20,32175759240
2016-06-21,31955768700
2016-06-22,32244327720
2016-06-23,32912870400
2016-06-24,31510073580
2016-06-27,30572971020
2016-06-28,30992952960
2016-06-29,31612926300
2016-06-30,32110047780
2016-07-01,32413438620
2016-07-05,31867449840
2016-07-06,31967500140
2016-07-07,31970358720
2016-07-08,32799346920
2016-07-11,32690720880
2016-07-12,33442527420
2016-07-13,33602607900
2016-07-14,33831294300
2016-07-15,34014243420
2016-07-18,33919910280
2016-07-19,33782698440
2016-07-20,33808425660
2016-07-21,33639769440
2016-07-22,33645486600
2016-07-25,33656920920
2016-07-26,33842728620
2016-07-27,33828435720
2016-07-28,33476830380
2016-07-29,33313891320
2016-08-01,33130942200
2016-08-02,33173820900
2016-08-03,33325325640
2016-08-04,33351052860
2016-08-05,33362487180
2016-08-08,33391072980
2016-08-09,33422517360
2016-08-10,33299598420
2016-08-11,33439668840
2016-08-12,33379638660
2016-08-15,33739819740
2016-08-16,34665999660
2016-08-17,34428737520
2016-08-18,34843231620
2016-08-19,35034756480
2016-08-22,34997594940
2016-08-23,35003312100
2016-08-24,34900403220
2016-08-25,35171968320
2016-08-26,34823221560
2016-08-29,34946140500
2016-08-30,35023322160
2016-08-31,34886110320
2016-09-01,35117655300
2016-09-02,35286311520
2016-09-06,34920413280
2016-09-07,34943281920
2016-09-08,34465899060
2016-09-09,33562587780
2016-09-12,33882748740
2016-09-13,33731244000
2016-09-14,33399648720
2016-09-15,33791274180
2016-09-16,33639769440
2016-09-19,33676930980
2016-09-20,33619759380
2016-09-21,33731244000
2016-09-22,33837011460
2016-09-23,33399648720
2016-09-26,33282446940
2016-09-27,33445386000
2016-09-28,33831294300
2016-09-29,33977081880
2016-09-30,34540222140
2016-10-03,34640692800
2016-10-04,34389259200
2016-10-05,34389259200
2016-10-06,34529262000
2016-10-07,33957822000
2016-10-10,33934964400
2016-10-11,33466383600
2016-10-12,33517813200
2016-10-13,33457812000
2016-10-14,33480669600
2016-10-17,33452097600
2016-10-18,33854962800
2016-10-19,34252113600
2016-10-20,34220684400
2016-10-21,34252113600
2016-10-24,34160683200
2016-10-25,33866391600
2016-10-26,33877820399
2016-10-27,33303523200
2016-10-28,33554956800
2016-10-31,33446383200
2016-11-01,33137805600
2016-11-02,32857800000
2016-11-03,32812084800
2016-11-04,32714940000
2016-11-07,33566385600
2016-11-08,33672102000
2016-11-09,33909249600
2016-11-10,34352115600
2016-11-11,33672102000
2016-11-14,33369238800
2016-11-15,33452097600
2016-11-16,33472098000
2016-11-17,33226378800
2016-11-18,33080661600
2016-11-21,33354952800
2016-11-22,33380667600
2016-11-23,33917821200
2016-11-25,34023537600
2016-11-28,33912106800
2016-11-29,34909269600
2016-11-30,34372116000
2016-12-01,34209255600
2016-12-02,34166397600
2016-12-05,34217827200
2016-12-06,34006394400
2016-12-07,34932127200
2016-12-08,35132131200
2016-12-09,35406422400
2016-12-12,35280705600
2016-12-13,35352135600
2016-12-14,35023557600
2016-12-15,35266419600
2016-12-16,34997842800
2016-12-19,35143560000
2016-12-20,33826390800
2016-12-21,33866391600
2016-12-22,33483526800
2016-12-23,33597814800
2016-12-27,33872106000
2016-12-28,33566385600
2016-12-29,33546385200
2016-12-30,33483526800
2017-01-03,33376002100
2017-01-04,33361726650
2017-01-05,33024826030
2017-01-06,33176145800
2017-01-09,33276073950
2017-01-10,33076217650
2017-01-11,33381712280
2017-01-12,33475930250
2017-01-13,33427393720
2017-01-17,33381712280
2017-01-18,33290349400
2017-01-19,33147594900
2017-01-20,33515901510
2017-01-23,33313190120
2017-01-24,33601554210
2017-01-25,34138311129
2017-01-26,34118325500
2017-01-27,34318181800
2017-01-30,34061223700
2017-01-31,33815685960
2017-02-01,33675786550
2017-02-02,33296059580
2017-02-03,33538742230
2017-02-06,33244667960
2017-02-07,33204696700
2017-02-08,33204696700
2017-02-09,33050521840
2017-02-10,33184711070
2017-02-13,33530176960
2017-02-14,33495915879
2017-02-15,33573003310
2017-02-16,33547307500
2017-02-17,33524466780
2017-02-21,33778569790
2017-02-22,33630105110
2017-02-23,33707192540
2017-02-24,33721467990
2017-02-27,33838526680
2017-02-28,33892773390
2017-03-01,34363863240
2017-03-02,33912759020
2017-03-03,33575858400
2017-03-06,33612974570
2017-03-07,33915614110
2017-03-08,33852802129
2017-03-09,33401697910
2017-03-10,33390277550
2017-03-13,33324610480
2017-03-14,33304624850
2017-03-15,33867077580
2017-03-16,33438814080
2017-03-17,33781424879
2017-03-20,33758584160
2017-03-21,33390277550
2017-03-22,33424538629
2017-03-23,33587278760
2017-03-24,33236102690
2017-03-27,33658656010
2017-03-28,33912759020
2017-03-29,33798555420
2017-03-30,33861367400
2017-03-31,33861367400
2017-04-03,33758620000
2017-04-04,34121954300
2017-04-05,33795811700
2017-04-06,34150563300
2017-04-07,34001796500
2017-04-10,34207781299
2017-04-11,34096206200
2017-04-12,33824420700
2017-04-13,33606992300
2017-04-17,33772924500
2017-04-18,33850168799
2017-04-19,33804394400
2017-04-20,34253555700
2017-04-21,34210642200
2017-04-24,35191930900
2017-04-25,35675423000
2017-04-26,35792719900
2017-04-27,35898573200
2017-04-28,35755528200
2017-05-01,35749806400
2017-05-02,35924321300
2017-05-03,35912877700
2017-05-04,36138888800
2017-05-05,37042933200
2017-05-08,36931358100
2017-05-09,36796895800
2017-05-10,36954245300
2017-05-11,36931358100
2017-05-12,37111594800
2017-05-15,37240335300
2017-05-16,37486372700
2017-05-17,36854113800
2017-05-18,36725373300
2017-05-19,36971410700
2017-05-22,37140203800
2017-05-23,37183117300
2017-05-24,37841124300
2017-05-25,37743853700
2017-05-26,37755297300
2017-05-30,37646583100
2017-05-31,37846846100
2017-06-01,38361808100
2017-06-02,39085615800
2017-06-05,38170127800
2017-06-06,38132936100
2017-06-07,38072857200
2017-06-08,38044248200
2017-06-09,38962597100
2017-06-12,38613567300
2017-06-13,38988345200
2017-06-14,38676507100
2017-06-15,38582097400
2017-06-16,38908240000
2017-06-19,39039841400
2017-06-20,38553488400
2017-06-21,38009917400
2017-06-22,37898342300
2017-06-23,37992752000
2017-06-26,38015639200
2017-06-27,37829680700
2017-06-28,38233067599
2017-06-29,37669470300
2017-06-30,37921229500
2017-07-03,38438142060
2017-07-05,38002712220
2017-07-06,37936824810
2017-07-07,38117299020
2017-07-10,38197509780
2017-07-11,38088652320
2017-07-12,38335013940
2017-07-13,38266261860
2017-07-14,38475382770
2017-07-17,38541270180
2017-07-18,38432412720
2017-07-19,38850654540
2017-07-20,38733203070
2017-07-21,38598563580
2017-07-24,38736067740
2017-07-25,38919406620
2017-07-26,38681639010
2017-07-27,38017035570
2017-07-28,37888125420
2017-07-31,37286544720
2017-08-01,37444101570
2017-08-02,37412590200
2017-08-03,37332379440
2017-08-04,37283680050
2017-08-07,37303732740
2017-08-08,36833926860
2017-08-09,36914137620
2017-08-10,36558918540
2017-08-11,36507354480
2017-08-14,37544365020
2017-08-15,37661816490
2017-08-16,38269126530
2017-08-17,37753485930
2017-08-18,37899584100
2017-08-21,37587335070
2017-08-22,38028494250
2017-08-23,37922501460
2017-08-24,37856614050
2017-08-25,37933960140
2017-08-28,37836561360
2017-08-29,37492800960
2017-08-30,37424048879
2017-08-31,37681869180
2017-09-01,37535771010
2017-09-05,37326650100
2017-09-06,37747756590
2017-09-07,37882396080
2017-09-08,37945418820
2017-09-11,38675909670
2017-09-12,38621480940
2017-09-13,38429548050
2017-09-14,38412360030
2017-09-15,38449600740
2017-09-18,38598563580
2017-09-19,39105610170
2017-09-20,39529581330
2017-09-21,39695732190
2017-09-22,39417859200
2017-09-25,39446505900
2017-09-26,39655626810
2017-09-27,39735837570
2017-09-28,40409035020
2017-09-29,40030898580
2017-10-02,40518141440
2017-10-03,40891210240
2017-10-04,40851033600
2017-10-05,40851033600
2017-10-06,40739112960
2017-10-09,40426309120
2017-10-10,40354565120
2017-10-11,40515271680
2017-10-12,40713285120
2017-10-13,40810856960
2017-10-16,40546839040
2017-10-17,40589885440
2017-10-18,40147942400
2017-10-19,40294300160
2017-10-20,41077744639
2017-10-23,40876861440
2017-10-24,41023219200
2017-10-25,41215493120
2017-10-26,42931609600
2017-10-27,42512624639
2017-10-30,42314611200
2017-10-31,41932933120
2017-11-01,42449489920
2017-11-02,42443750400
2017-11-03,42328960000
2017-11-06,42320350720
2017-11-07,42745075200
2017-11-08,43037790720
2017-11-09,42604456960
2017-11-10,42552801280
2017-11-13,42515494400
2017-11-14,42366266880
2017-11-15,41947281920
2017-11-16,42770903040
2017-11-17,43230064639
2017-11-20,43296069120
2017-11-21,43433817600
2017-11-22,43539998720
2017-11-24,43872890880
2017-11-27,43643310080
2017-11-28,44871567360
2017-11-29,44530065920
2017-11-30,44171345920
2017-12-01,43583045120
2017-12-04,44010639360
2017-12-05,43930286080
2017-12-06,43158320639
2017-12-07,43321896960
2017-12-08,43451036160
2017-12-11,43694965760
2017-12-12,43430947840
2017-12-13,43410859520
2017-12-14,42799600639
2017-12-15,42931609600
2017-12-18,44002030080
2017-12-19,44243089920
2017-12-20,44197173760
2017-12-21,44223001600
2017-12-22,44148387840
2017-12-26,43795407360
2017-12-27,44248829440
2017-12-28,44564503040
2017-12-29,44389447680
2018-01-02,44905249760
2018-01-03,45281880000
2018-01-04,45992014880
2018-01-05,46394520480
2018-01-08,46377270240
2018-01-09,46828651520
2018-01-10,46753900480
2018-01-11,47096030240
2018-01-12,47193781600
2018-01-16,46604398400
2018-01-17,46995403840
2018-01-18,46431896000
2018-01-19,46541147520
2018-01-22,46178892480
2018-01-23,45779261920
2018-01-24,46250768480
2018-01-25,46963778400
2018-01-26,47636537760
2018-01-29,46814276320
2018-01-30,46207642880
2018-01-31,46429020960
2018-02-01,45951764320
2018-02-02,44577495200
2018-02-05,43217601280
2018-02-06,44652246240
2018-02-07,43128475040
2018-02-08,41420701280
2018-02-09,42976097920
2018-02-12,44203740000
2018-02-13,44226740320
2018-02-14,44583245280
2018-02-15,44793123200
2018-02-16,44163489440
2018-02-20,44160614400
2018-02-21,43913360960
2018-02-22,44180739680
2018-02-23,44741372480
2018-02-26,44801748320
2018-02-27,44275616000
2018-02-28,43053724000
2018-03-01,42527591680
2018-03-02,42961722720
2018-03-05,43913360960
2018-03-06,44174989600
2018-03-07,44591870400
2018-03-08,45391131520
2018-03-09,46026515360
2018-03-12,46319769440
2018-03-13,46107016480
2018-03-14,45293380160
2018-03-15,44755747680
2018-03-16,44367617280
2018-03-19,43004848320
2018-03-20,43188850880
2018-03-21,43617231840
2018-03-22,42001459360
2018-03-23,40983695200
2018-03-26,42007209440
2018-03-27,41432201440
2018-03-28,40871568640
2018-03-29,41486827200
2018-04-02,40896806300
2018-04-03,41340022919
2018-04-04,41737191060
2018-04-05,42223578130
2018-04-06,41207633540
2018-04-09,41429241850
2018-04-10,42217822070
2018-04-11,41616313800
2018-04-12,42284016760
2018-04-13,42171773590
2018-04-16,43515813600
2018-04-17,44586440760
2018-04-18,44105809750
2018-04-19,43619422680
2018-04-20,43366156040
2018-04-23,43274059080
2018-04-24,42243724340
2018-04-25,43098499250
2018-04-26,44894389970
2018-04-27,44100053690
2018-04-30,43895713560
2018-05-01,44120199900
2018-05-02,43527325720
2018-05-03,43987810520
2018-05-04,44485709710
2018-05-07,44684293780
2018-05-08,44321662000
2018-05-09,44756244530
2018-05-10,45199461150
2018-05-11,45366386890
2018-05-14,45602385350
2018-05-15,45639799740
2018-05-16,45760677000
2018-05-17,46008187580
2018-05-18,45916090620
2018-05-21,46183747410
2018-05-22,45821115630
2018-05-23,45665702010
2018-05-24,45328972500
2018-05-25,45205217210
2018-05-29,44123077930
2018-05-30,45038291470
2018-05-31,44972096780
2018-06-01,45415313400
2018-06-04,45337606590
2018-06-05,45907456530
2018-06-06,46701792810
2018-06-07,45982285310
2018-06-08,45999553490
2018-06-11,46212527710
2018-06-12,46434136020
2018-06-13,46183747410
2018-06-14,46494574650
2018-06-15,46123308780
2018-06-18,45608141410
2018-06-19,44698683930
2018-06-20,44615221060
2018-06-21,44859853610
2018-06-22,45513166419
2018-06-25,44551904400
2018-06-26,44376344570
2018-06-27,44764878620
2018-06-28,45092974040
2018-06-29,45516044450
2018-07-02,45599360040
2018-07-03,45282457740
2018-07-05,46636494840
2018-07-06,47258775720
2018-07-09,47480607330
2018-07-10,47958841710
2018-07-11,47264537580
2018-07-12,47791747769
2018-07-13,48053912400
2018-07-16,48123054720
