,LIN
2004-08-24,13123169400
2004-08-25,13257012670
2004-08-26,13459409809
2004-08-27,13286392900
2004-08-30,13185194330
2004-08-31,13247219260
2004-09-01,13341888890
2004-09-02,13717302940
2004-09-03,13808708100
2004-09-07,13691187180
2004-09-08,13580195200
2004-09-09,13472467690
2004-09-10,13583459670
2004-09-13,13589988610
2004-09-14,13583459670
2004-09-15,13544286030
2004-09-16,13714038470
2004-09-17,13795650220
2004-09-20,13779327870
2004-09-21,13821765980
2004-09-22,13704245059
2004-09-23,13472467690
2004-09-24,13563872850
2004-09-27,13501847920
2004-09-28,13710774000
2004-09-29,13710774000
2004-09-30,13952344780
2004-10-01,13878059270
2004-10-04,13988537850
2004-10-05,13972291000
2004-10-06,14021031550
2004-10-07,13764331320
2004-10-08,13712341400
2004-10-11,13777328800
2004-10-12,13647354000
2004-10-13,13465389280
2004-10-14,13527127310
2004-10-15,13783827540
2004-10-18,13809822500
2004-10-19,13611610930
2004-10-20,13696094550
2004-10-21,13631107150
2004-10-22,13501132350
2004-10-25,13582366600
2004-10-26,13809822500
2004-10-27,13663600850
2004-10-28,13595364080
2004-10-29,13712341400
2004-11-01,13702593290
2004-11-02,13647354000
2004-11-03,13816321240
2004-11-04,14212744380
2004-11-05,14212744380
2004-11-08,14189998790
2004-11-09,14196497530
2004-11-10,14297228000
2004-11-11,14319973590
2004-11-12,14449948390
2004-11-15,14384960990
2004-11-16,14238739340
2004-11-17,14420704060
2004-11-18,14547429490
2004-11-19,14397958470
2004-11-22,14492190200
2004-11-23,14423953430
2004-11-24,14534432009
2004-11-26,14687152400
2004-11-29,14566925710
2004-11-30,14589671300
2004-12-01,14820376570
2004-12-02,14862618380
2004-12-03,14937353890
2004-12-06,14895112080
2004-12-07,14501938310
2004-12-08,14514935790
2004-12-09,14456447130
2004-12-10,14362215400
2004-12-13,14358966030
2004-12-14,14336220440
2004-12-15,14427202800
2004-12-16,14277731780
2004-12-17,14021031550
2004-12-20,14251736820
2004-12-21,14381711620
2004-12-22,14332971070
2004-12-23,14407706580
2004-12-27,14342719180
2004-12-28,14446699020
2004-12-29,14410955950
2004-12-30,14427202800
2004-12-31,14345968550
2005-01-03,14241515639
2005-01-04,14037510300
2005-01-05,13752550460
2005-01-06,13888554020
2005-01-07,13885315840
2005-01-10,13836743139
2005-01-11,13801123160
2005-01-12,13872363120
2005-01-13,13658643240
2005-01-14,13661881420
2005-01-18,13733121379
2005-01-19,13542068760
2005-01-20,13399588840
2005-01-21,13325110700
2005-01-24,13299205260
2005-01-25,13344539780
2005-01-26,13574450560
2005-01-27,13788170440
2005-01-28,13810837700
2005-01-31,13972746700
2005-02-01,13972746700
2005-02-02,13972746700
2005-02-03,13920935820
2005-02-04,14290088340
2005-02-07,14481140960
2005-02-08,14451997340
2005-02-09,14241515639
2005-02-10,14358090120
2005-02-11,14519999120
2005-02-14,14507046400
2005-02-15,14633335420
2005-02-16,14623620879
2005-02-17,14571810000
2005-02-18,14636573600
2005-02-22,14328946500
2005-02-23,14416377360
2005-02-24,14532951840
2005-02-25,14707813560
2005-02-28,14516760940
2005-03-01,14701337200
2005-03-02,14821149860
2005-03-03,14863246200
2005-03-04,15274495060
2005-03-07,15462309500
2005-03-08,15455833139
2005-03-09,15588598520
2005-03-10,15462309500
2005-03-11,15494691300
2005-03-14,15643647580
2005-03-15,15462309500
2005-03-16,15209731460
2005-03-17,15530311280
2005-03-18,15510882200
2005-03-21,15352211379
2005-03-22,15397545900
2005-03-23,15494691300
2005-03-24,15481738580
2005-03-28,15527073100
2005-03-29,15115824240
2005-03-30,15381355000
2005-03-31,15497929480
2005-04-01,15430500720
2005-04-04,15469368480
2005-04-05,15469368480
2005-04-06,15611883600
2005-04-07,15747920760
2005-04-08,15686380140
2005-04-11,15832134240
2005-04-12,15773832600
2005-04-13,15271790700
2005-04-14,15006194340
2005-04-15,14500913460
2005-04-18,14549498160
2005-04-19,14834528400
2005-04-20,14500913460
2005-04-21,14980282500
2005-04-22,14815094520
2005-04-25,14944653720
2005-04-26,14653145520
2005-04-27,14805377580
2005-04-28,14591604900
2005-04-29,15168143340
2005-05-02,15145470480
2005-05-03,15255595800
2005-05-04,15362482140
2005-05-05,15297702539
2005-05-06,15287985600
2005-05-09,15255595800
2005-05-10,14983521480
2005-05-11,15164904360
2005-05-12,14617516740
2005-05-13,14209405260
2005-05-16,14552737140
2005-05-17,14811855539
2005-05-18,15637795440
2005-05-19,15411066840
2005-05-20,15300941520
2005-05-23,15401349900
2005-05-24,15252356820
2005-05-25,15129275580
2005-05-26,15190816200
2005-05-27,15190816200
2005-05-31,15181099260
2005-06-01,15511475220
2005-06-02,15514714200
2005-06-03,15236161920
2005-06-06,15216728039
2005-06-07,15203772120
2005-06-08,15019150260
2005-06-09,15113080679
2005-06-10,15064495980
2005-06-13,15077451900
2005-06-14,15177860280
2005-06-15,15359243160
2005-06-16,15666946260
2005-06-17,15547104000
2005-06-20,15689619120
2005-06-21,15815939340
2005-06-22,15909869760
2005-06-23,15287985600
2005-06-24,15051540060
2005-06-27,15054779039
2005-06-28,15278268660
2005-06-29,15317136420
2005-06-30,15093646800
2005-07-01,15004301730
2005-07-05,14923267480
2005-07-06,14929750220
2005-07-07,15098301460
2005-07-08,15347886950
2005-07-11,15720644500
2005-07-12,15578024220
2005-07-13,15552093259
2005-07-14,15529403669
2005-07-15,15519679560
2005-07-18,15490507230
2005-07-19,15565058740
2005-07-20,15778989160
2005-07-21,15594231070
2005-07-22,15788713270
2005-07-25,15710920390
2005-07-26,15370576540
2005-07-27,15607196550
2005-07-28,16200367259
2005-07-29,16009126430
2005-08-01,16190643150
2005-08-02,16534228370
2005-08-03,16696296870
2005-08-04,16449952750
2005-08-05,16427263160
2005-08-08,16449952750
2005-08-09,16592573030
2005-08-10,16453194120
2005-08-11,16654159060
2005-08-12,16608779880
2005-08-15,16637952210
2005-08-16,16381883980
2005-08-17,16349470280
2005-08-18,16359194390
2005-08-19,16336504800
2005-08-22,16326780690
2005-08-23,15872988890
2005-08-24,15879471630
2005-08-25,15801678750
2005-08-26,15694713540
2005-08-29,15782230530
2005-08-30,15493748600
2005-08-31,15655817100
2005-09-01,15529403669
2005-09-02,15526162300
2005-09-06,15636368880
2005-09-07,15675265320
2005-09-08,15600713810
2005-09-09,15866506150
2005-09-12,15905402590
2005-09-13,15704437650
2005-09-14,15659058470
2005-09-15,15629886140
2005-09-16,15830851080
2005-09-19,15642851620
2005-09-20,15467817640
2005-09-21,15020508580
2005-09-22,14910302000
2005-09-23,15208508040
2005-09-26,15283059550
2005-09-27,15321955990
2005-09-28,15445128050
2005-09-29,15506714080
2005-09-30,15535886410
2005-10-03,15533328420
2005-10-04,15720788480
2005-10-05,15287691100
2005-10-06,15045285850
2005-10-07,15067910340
2005-10-10,15074374480
2005-10-11,14996804800
2005-10-12,15003268940
2005-10-13,15071142410
2005-10-14,15038821710
2005-10-17,15190729000
2005-10-18,15048517920
2005-10-19,15090534830
2005-10-20,14990340660
2005-10-21,15171336580
2005-10-24,15384653200
2005-10-25,15462222880
2005-10-26,15701396060
2005-10-27,15643218800
2005-10-28,15966425800
2005-10-31,15969657869
2005-11-01,15856535420
2005-11-02,15963193730
2005-11-03,15555952910
2005-11-04,15688467780
2005-11-07,15630290520
2005-11-08,15601201890
2005-11-09,15455758740
2005-11-10,15976122010
2005-11-11,16073084109
2005-11-14,16011674780
2005-11-15,16134493440
2005-11-16,16224991400
2005-11-17,16451236300
2005-11-18,16674249130
2005-11-21,16690409480
2005-11-22,16780907440
2005-11-23,16887565750
2005-11-25,17010384410
2005-11-28,16971599570
2005-11-29,17062097530
2005-11-30,16806764000
2005-12-01,17207540680
2005-12-02,17171987910
2005-12-05,17097650300
2005-12-06,17291574500
2005-12-07,16952207150
2005-12-08,17058865460
2005-12-09,17120274790
2005-12-12,17249557590
2005-12-13,17285110360
2005-12-14,17398232810
2005-12-15,17142899280
2005-12-16,16913422310
2005-12-19,16722730180
2005-12-20,16894029890
2005-12-21,17165523770
2005-12-22,17372376250
2005-12-23,17479034560
2005-12-27,17349751760
2005-12-28,17395000740
2005-12-29,17314198990
2005-12-30,17117042720
2006-01-03,17430369320
2006-01-04,17291133600
2006-01-05,17242563000
2006-01-06,17614937600
2006-01-09,17291133600
2006-01-10,16902568800
2006-01-11,16896092720
2006-01-12,16837808000
2006-01-13,16837808000
2006-01-17,16944663320
2006-01-18,16999710000
2006-01-19,17420655200
2006-01-20,16879902520
2006-01-23,16996471960
2006-01-24,17294371640
2006-01-25,16789237400
2006-01-26,16957615480
2006-01-27,16980281760
2006-01-30,16873426440
2006-01-31,17057994720
2006-02-01,17119517480
2006-02-02,16769809160
2006-02-03,16530194200
2006-02-06,16818379760
2006-02-07,16504289880
2006-02-08,16497813800
2006-02-09,16556098520
2006-02-10,16679144040
2006-02-13,16575526760
2006-02-14,17187516320
2006-02-15,17226372800
2006-02-16,17317037920
2006-02-17,17488654040
2006-02-21,17365608520
2006-02-22,17712078800
2006-02-23,17728269000
2006-02-24,17537224640
2006-02-27,17886932960
2006-02-28,17478939920
2006-03-01,17760649400
2006-03-02,17712078800
2006-03-03,17754173320
2006-03-06,17569605040
2006-03-07,17627889760
2006-03-08,17469225800
2006-03-09,17307323800
2006-03-10,17828648240
2006-03-13,17861028640
2006-03-14,18213975000
2006-03-15,18168642440
2006-03-16,18340258560
2006-03-17,18401781320
2006-03-20,18327306400
2006-03-21,18213975000
2006-03-22,18382353080
2006-03-23,18191308720
2006-03-24,18100643600
2006-03-27,17929027480
2006-03-28,17841600400
2006-03-29,18090929480
2006-03-30,17857790600
2006-03-31,17857790600
2006-04-03,17787074620
2006-04-04,17832367280
2006-04-05,18029713870
2006-04-06,17987656400
2006-04-07,17793545000
2006-04-10,17712665250
2006-04-11,17647961450
2006-04-12,17531494610
2006-04-13,17499142710
2006-04-17,17392381440
2006-04-18,17880895130
2006-04-19,17829132090
2006-04-20,17887365510
2006-04-21,17903541460
2006-04-24,17816191330
2006-04-25,17647961450
2006-04-26,18188238180
2006-04-27,18188238180
2006-04-28,18159121470
2006-05-01,17910011840
2006-05-02,17922952600
2006-05-03,17922952600
2006-05-04,18058830580
2006-05-05,18337056920
2006-05-08,18252941980
2006-05-09,18359703250
2006-05-10,18117064000
2006-05-11,18472934900
2006-05-12,17977950830
2006-05-15,18117064000
2006-05-16,17871189560
2006-05-17,17589728030
2006-05-18,17460320430
2006-05-19,17641491070
2006-05-22,17311501690
2006-05-23,17295325740
2006-05-24,17240327510
2006-05-25,17340618400
2006-05-26,17402087010
2006-05-30,16991217880
2006-05-31,17049451300
2006-06-01,17712665250
2006-06-02,17906776650
2006-06-05,17476496380
2006-06-06,17369735110
2006-06-07,17195034850
2006-06-08,17107684720
2006-06-09,17049451300
2006-06-12,16745343440
2006-06-13,16538291280
2006-06-14,16712991539
2006-06-15,17217681180
2006-06-16,17078568010
2006-06-19,16725932300
2006-06-20,16554467230
2006-06-21,16680639640
2006-06-22,16693580400
2006-06-23,16955630789
2006-06-26,16962101170
2006-06-27,16742108250
2006-06-28,16813282430
2006-06-29,17453850050
2006-06-30,17470026000
2006-07-03,17576974240
2006-07-05,17680520480
2006-07-06,17709642860
2006-07-07,17515493660
2006-07-10,17625511540
2006-07-11,17693463760
2006-07-12,17554323500
2006-07-13,17094837060
2006-07-14,16884508760
2006-07-17,16920102780
2006-07-18,17101308700
2006-07-19,17509022020
2006-07-20,17068950500
2006-07-21,16813320720
2006-07-24,16975111720
2006-07-25,17195147480
2006-07-26,17974980100
2006-07-27,17593153340
2006-07-28,17619039900
2006-07-31,17745236880
2006-08-01,17528436940
2006-08-02,17809953280
2006-08-03,18017045760
2006-08-04,17855254760
2006-08-07,17696699580
2006-08-08,17670813020
2006-08-09,17544616040
2006-08-10,17308401180
2006-08-11,17301929540
2006-08-14,17434598160
2006-08-15,17706407040
2006-08-16,17997630840
2006-08-17,18133535280
2006-08-18,18188544220
2006-08-21,18253260620
2006-08-22,18327684480
2006-08-23,18583314260
2006-08-24,18525069500
2006-08-25,18269439720
2006-08-28,18418287440
2006-08-29,18470060560
2006-08-30,18389165060
2006-08-31,18576842620
2006-09-01,18735397800
2006-09-05,18618908280
2006-09-06,18563899340
2006-09-07,18295326280
2006-09-08,18405344160
2006-09-11,18127063640
2006-09-12,18418287440
2006-09-13,18437702360
2006-09-14,18466824740
2006-09-15,18761284360
2006-09-18,18703039600
2006-09-19,18667445580
2006-09-20,19058979800
2006-09-21,18945726100
2006-09-22,19071923080
2006-09-25,18978084300
2006-09-26,19395505080
2006-09-27,19327552860
2006-09-28,19291958840
2006-09-29,19143111120
2006-10-02,19042040500
2006-10-03,19190655000
2006-10-04,19216501000
2006-10-05,19109886250
2006-10-06,18754503750
2006-10-09,18819118750
2006-10-10,18903118250
2006-10-11,18832041750
2006-10-12,19080809500
2006-10-13,18932195000
2006-10-16,19248808500
2006-10-17,19016194500
2006-10-18,19180962750
2006-10-19,19297269750
2006-10-20,19180962750
2006-10-23,19271423750
2006-10-24,19222962500
2006-10-25,19226193250
2006-10-26,19394192250
2006-10-27,19109886250
2006-10-30,19581575750
2006-10-31,19465268750
2006-11-01,19726959500
2006-11-02,19933727500
2006-11-03,19717267250
2006-11-06,19668806000
2006-11-07,19820651250
2006-11-08,19885266250
2006-11-09,19804497500
2006-11-10,19953112000
2006-11-13,20208341250
2006-11-14,20256802500
2006-11-15,20334340500
2006-11-16,20418340000
2006-11-17,20431263000
2006-11-20,20305263750
2006-11-21,20279417750
2006-11-22,20479724250
2006-11-24,20528185500
2006-11-27,20053265250
2006-11-28,20095265000
2006-11-29,20237418000
2006-11-30,20159880000
2006-12-01,20159880000
2006-12-04,20321417500
2006-12-05,20166341500
2006-12-06,19991881000
2006-12-07,20072649750
2006-12-08,20095265000
2006-12-11,20008034750
2006-12-12,19911112250
2006-12-13,19966035000
2006-12-14,20111418750
2006-12-15,20101726500
2006-12-18,20014496250
2006-12-19,19998342500
2006-12-20,20043573000
2006-12-21,19290808250
2006-12-22,19019425250
2006-12-26,19329577250
2006-12-27,19390961500
2006-12-28,19300500500
2006-12-29,19168039750
2007-01-03,19175212140
2007-01-04,18876902550
2007-01-05,18921809370
2007-01-08,19011623010
2007-01-09,19213703700
2007-01-10,19316347860
2007-01-11,19585788780
2007-01-12,19749377910
2007-01-16,19723716870
2007-01-17,19775038950
2007-01-18,19874475480
2007-01-19,19791077100
2007-01-22,19704471090
2007-01-23,19858437330
2007-01-24,20265806340
2007-01-25,19980327270
2007-01-26,19999573050
2007-01-29,19967496750
2007-01-30,20009195940
2007-01-31,20227314780
2007-02-01,20368450500
2007-02-02,20281844490
2007-02-05,20240145300
2007-02-06,20249768190
2007-02-07,20336374200
2007-02-08,20134293510
2007-02-09,20410149690
2007-02-12,20422980210
2007-02-13,20548077780
2007-02-14,20538454890
2007-02-15,20496755700
2007-02-16,20615438010
2007-02-20,20795065290
2007-02-21,20762988990
2007-02-22,20666760090
2007-02-23,20762988990
2007-02-26,20605815120
2007-02-27,19717301610
2007-02-28,19787869470
2007-03-01,19669187160
2007-03-02,19425407280
2007-03-05,19245780000
2007-03-06,19544089590
2007-03-07,19143135840
2007-03-08,19556920110
2007-03-09,19691640570
2007-03-12,19726924500
2007-03-13,19265025780
2007-03-14,19492767510
2007-03-15,19633903230
2007-03-16,19431822540
2007-03-19,19752585540
2007-03-20,20211276630
2007-03-21,20464679400
2007-03-22,20429395470
2007-03-23,20551285409
2007-03-26,20673175350
2007-03-27,20455056510
2007-03-28,20156746920
2007-03-29,20182407960
2007-03-30,20195238480
2007-04-02,20160610480
2007-04-03,20275887160
2007-04-04,20298302070
2007-04-05,20327121240
2007-04-09,20403972360
2007-04-10,20247067990
2007-04-11,20074152970
2007-04-12,20279089290
2007-04-13,20218248820
2007-04-16,20484025610
2007-04-17,20452004310
2007-04-18,20439195790
2007-04-19,20371951060
2007-04-20,20480823480
2007-04-23,20592898030
2007-04-24,20685759800
2007-04-25,21114845220
2007-04-26,21198100600
2007-04-27,21018781320
2007-04-30,20669749150
2007-05-01,20884291860
2007-05-02,21214111250
2007-05-03,21150068650
2007-05-04,21223717640
2007-05-07,21265345330
2007-05-08,21198100600
2007-05-09,21502302950
2007-05-10,21178887820
2007-05-11,21201302729
2007-05-14,21086026050
2007-05-15,21374217750
2007-05-16,21678420100
2007-05-17,21880154290
2007-05-18,22161941729
2007-05-21,22069079960
2007-05-22,22213175810
2007-05-23,22158739600
2007-05-24,21848132990
2007-05-25,22043462920
2007-05-29,21707239270
2007-05-30,21835324470
2007-05-31,21803303170
2007-06-01,22081888479
2007-06-04,22206771550
2007-06-05,22312441840
2007-06-06,22174750250
2007-06-07,21928186240
2007-06-08,22238792850
2007-06-11,22216377940
2007-06-12,22017845880
2007-06-13,22722314479
2007-06-14,22719112350
2007-06-15,23042527479
2007-06-18,23135389250
2007-06-19,23311506400
2007-06-20,23356336220
2007-06-21,23631719400
2007-06-22,23503634200
2007-06-25,23269878710
2007-06-26,23106570080
2007-06-27,23119378600
2007-06-28,23103367950
2007-06-29,23052133870
2007-07-02,23222782830
2007-07-03,23292855690
2007-07-05,23299225950
2007-07-06,23369298810
2007-07-09,23439371670
2007-07-10,23127228930
2007-07-11,23569962000
2007-07-12,24133730010
2007-07-13,24261135210
2007-07-16,24133730010
2007-07-17,24159211050
2007-07-18,24449057880
2007-07-19,24930012510
2007-07-20,24764385750
2007-07-23,24812162700
2007-07-24,24586018470
2007-07-25,24337578330
2007-07-26,24401280930
2007-07-27,23875734479
2007-07-30,24601944120
2007-07-31,24404466060
2007-08-01,24697498020
2007-08-02,24267505470
2007-08-03,23971288380
2007-08-06,24751645229
2007-08-07,25108379790
2007-08-08,25621185720
2007-08-09,25474669740
2007-08-10,25567038510
2007-08-13,24738904710
2007-08-14,23920326300
2007-08-15,22773679500
2007-08-16,22168504800
2007-08-17,23155895100
2007-08-20,23522185050
2007-08-21,23808846750
2007-08-22,24343948590
2007-08-23,23948992470
2007-08-24,24210173130
2007-08-27,24124174620
2007-08-28,23582702520
2007-08-29,23913956040
2007-08-30,23818402140
2007-08-31,24098693580
2007-09-04,24082767930
2007-09-05,23776995450
2007-09-06,24003139680
2007-09-07,23245078740
2007-09-10,23331077250
2007-09-11,23598628170
2007-09-12,23433001409
2007-09-13,23640034860
2007-09-14,23827957530
2007-09-17,23952177600
2007-09-18,25375930710
2007-09-19,25567038510
2007-09-20,25414152270
2007-09-21,25707184229
2007-09-24,25697628840
2007-09-25,25544742600
2007-09-26,26474800560
2007-09-27,26538503159
2007-09-28,26678648880
2007-10-01,26611151840
2007-10-02,26047785400
2007-10-03,25544553579
2007-10-04,25813576880
2007-10-05,26304148780
2007-10-08,26269334000
2007-10-09,26899165020
2007-10-10,26478222680
2007-10-11,26357953440
2007-10-12,26449737859
2007-10-15,26031960500
2007-10-16,25595193260
2007-10-17,25728122420
2007-10-18,26281993920
2007-10-19,25927516160
2007-10-22,25854721620
2007-10-23,26275663960
2007-10-24,27462531460
2007-10-25,26911824940
2007-10-26,27364417079
2007-10-29,27240982859
2007-10-30,26541522280
2007-10-31,27054249040
2007-11-01,26395933200
2007-11-02,26911824940
2007-11-05,26873845180
2007-11-06,27668255160
2007-11-07,26652296579
2007-11-08,27253642780
2007-11-09,26269334000
2007-11-12,25607853180
2007-11-13,25978155840
2007-11-14,26183879540
2007-11-15,25864216560
2007-11-16,26082600180
2007-11-19,25076136540
2007-11-20,25528728680
2007-11-21,25095126420
2007-11-23,25531893660
2007-11-26,25044486740
2007-11-27,25009671960
2007-11-28,26487717620
2007-11-29,26826370480
2007-11-30,27022599240
2007-12-03,26664956500
2007-12-04,26940309760
2007-12-05,27307447440
2007-12-06,27699904960
2007-12-07,27709399900
2007-12-10,28294921200
2007-12-11,27152363420
2007-12-12,27703069940
2007-12-13,28326571000
2007-12-14,27864483920
2007-12-17,27269467680
2007-12-18,27956268340
2007-12-19,27703069940
2007-12-20,28038557820
2007-12-21,28902597359
2007-12-24,29032361540
2007-12-26,29038691500
2007-12-27,28652563940
2007-12-28,28652563940
2007-12-31,28076537579
2008-01-02,27541605280
2008-01-03,27780196640
2008-01-04,27045586400
2008-01-07,27001635360
2008-01-08,26935708800
2008-01-09,27441145760
2008-01-10,27318710720
2008-01-11,27092676800
2008-01-14,27952861440
2008-01-15,26920012000
2008-01-16,25598341440
2008-01-17,24292367680
2008-01-18,24804083360
2008-01-22,24238998559
2008-01-23,23532642559
2008-01-24,24383409120
2008-01-25,25183945920
2008-01-28,25538693600
2008-01-29,25359750080
2008-01-30,25356610720
2008-01-31,25334635200
2008-02-01,26235631519
2008-02-04,25657989280
2008-02-05,24895124800
2008-02-06,24615721760
2008-02-07,25253011840
2008-02-08,24961051360
2008-02-11,25447652160
2008-02-12,25852629600
2008-02-13,25968785920
2008-02-14,25673686080
2008-02-15,25535554240
2008-02-19,25566947840
2008-02-20,26163426240
2008-02-21,25645431840
2008-02-22,25887162559
2008-02-25,26370624000
2008-02-26,26336091040
2008-02-27,26442829280
2008-02-28,25975064640
2008-02-29,25202782080
2008-03-03,25413119200
2008-03-04,25061510880
2008-03-05,25818096640
2008-03-06,25943671040
2008-03-07,24832337600
2008-03-10,24405384640
2008-03-11,26138311360
2008-03-12,25893441280
2008-03-13,26169704960
2008-03-14,25968785920
2008-03-17,25971925280
2008-03-18,27114652320
2008-03-19,25956228480
2008-03-20,25654849920
2008-03-24,26650027040
2008-03-25,26700256800
2008-03-26,26524452640
2008-03-27,26505616480
2008-03-28,25971925280
2008-03-31,26442829280
2008-04-01,27432144000
2008-04-02,27391153440
2008-04-03,27835743360
2008-04-04,27842049600
2008-04-07,27785293440
2008-04-08,27807365280
2008-04-09,27678087360
2008-04-10,27466828320
2008-04-11,27170435040
2008-04-14,27498359519
2008-04-15,27507818880
2008-04-16,28636635839
2008-04-17,28374926880
2008-04-18,29251494240
2008-04-21,29554193760
2008-04-22,29355547200
2008-04-23,28810057440
2008-04-24,28806904320
2008-04-25,30099683519
2008-04-28,29664552960
2008-04-29,28545195360
2008-04-30,28791138720
2008-05-01,28592492160
2008-05-02,29175819360
2008-05-05,29264106720
2008-05-06,29547887519
2008-05-07,28800598080
2008-05-08,29440681440
2008-05-09,29156900640
2008-05-12,29667706080
2008-05-13,30058692960
2008-05-14,30260492640
2008-05-15,30042927360
2008-05-16,29967252480
2008-05-19,29771759040
2008-05-20,30187970880
2008-05-21,29295637920
2008-05-22,29380772160
2008-05-23,28948794720
2008-05-27,28854201120
2008-05-28,29954640000
2008-05-29,29913649440
2008-05-30,29973558720
2008-06-02,29510050080
2008-06-03,30090224160
2008-06-04,30345626880
2008-06-05,31275797280
2008-06-06,30307789440
2008-06-09,30550579680
2008-06-10,30001936800
2008-06-11,29755993440
2008-06-12,30292023839
2008-06-13,30771298080
2008-06-16,30875351040
2008-06-17,30796523040
2008-06-18,30724001280
2008-06-19,30872197920
2008-06-20,30657785760
2008-06-23,31373544000
2008-06-24,30496976640
2008-06-25,30910035360
2008-06-26,29560500000
2008-06-27,29847433920
2008-06-30,29715002880
2008-07-01,29627318070
2008-07-02,28541746530
2008-07-03,29552018310
2008-07-07,29332394010
2008-07-08,29059432380
2008-07-09,28613908800
2008-07-10,28974720150
2008-07-11,28695483539
2008-07-14,28711170990
2008-07-15,28629596250
2008-07-16,28654696170
2008-07-17,28962170190
2008-07-18,28563708960
2008-07-21,28911970350
2008-07-22,28849220550
2008-07-23,30013229340
2008-07-24,29078257320
2008-07-25,29573980740
2008-07-28,29103357240
2008-07-29,29567705760
2008-07-30,29686930380
2008-07-31,29407693770
2008-08-01,28704896010
2008-08-04,27823261320
2008-08-05,28246822470
2008-08-06,28723720950
2008-08-07,27983273310
2008-08-08,28331534700
2008-08-11,27672661800
2008-08-12,27597362039
2008-08-13,28246822470
2008-08-14,28061710560
2008-08-15,28008373230
2008-08-18,27798161400
2008-08-19,27722861640
2008-08-20,28130735340
2008-08-21,28497821670
2008-08-22,28478996730
2008-08-25,27929935980
2008-08-26,28174660200
2008-08-27,28340947170
2008-08-28,28551159000
2008-08-29,28187210160
2008-09-02,27889148610
2008-09-03,27518924789
2008-09-04,26718864840
2008-09-05,27023201370
2008-09-08,26480415600
2008-09-09,25699180590
2008-09-10,26034892020
2008-09-11,26696902410
2008-09-12,27233413200
2008-09-15,26373740940
2008-09-16,26856914400
2008-09-17,25925079870
2008-09-18,25777617840
2008-09-19,27500099850
2008-09-22,26150979150
2008-09-23,25103057490
2008-09-24,24660671400
2008-09-25,24444184590
2008-09-26,23264488350
2008-09-29,22069104660
2008-09-30,22508353260
2008-10-01,21626810800
2008-10-02,21457611000
2008-10-03,22380519000
2008-10-06,21282258480
2008-10-07,20199379760
2008-10-08,19851751080
2008-10-09,18845781360
2008-10-10,18827323200
2008-10-13,21217654920
2008-10-14,20820804480
2008-10-15,19070355640
2008-10-16,19648711320
2008-10-17,19750231200
2008-10-20,21848308720
2008-10-21,20091707160
2008-10-22,18224356640
2008-10-23,17482953880
2008-10-24,16544664080
2008-10-27,15400258160
2008-10-28,17689070000
2008-10-29,18984217560
2008-10-30,19661016760
2008-10-31,20042485400
2008-11-03,19399526160
2008-11-04,20922324360
2008-11-05,19445671560
2008-11-06,18522763560
2008-11-07,19522580560
2008-11-10,19454900640
2008-11-11,18408938240
2008-11-12,17409121240
2008-11-13,19159570080
2008-11-14,18292036560
2008-11-17,17802895320
2008-11-18,17698299080
2008-11-19,16563122240
2008-11-20,14705000800
2008-11-21,16713863880
2008-11-24,17276837760
2008-11-25,18107454960
2008-11-26,18264349320
2008-11-28,18165905800
2008-12-01,15877093960
2008-12-02,16975354480
2008-12-03,16673871200
2008-12-04,16058599200
2008-12-05,17169165160
2008-12-08,18245891160
2008-12-09,17519870200
2008-12-10,18024393240
2008-12-11,17156859720
2008-12-12,17159936080
2008-12-15,17052263480
2008-12-16,18049004120
2008-12-17,18088996800
2008-12-18,17707528160
2008-12-19,17762902640
2008-12-22,17255303240
2008-12-23,17193776040
2008-12-24,17098408880
2008-12-26,17295295920
2008-12-29,17372204920
2008-12-30,18042851400
2008-12-31,18261272960
2009-01-02,19217077740
2009-01-05,19660335660
2009-01-06,20442193380
2009-01-07,19263250440
2009-01-08,19447941240
2009-01-09,19164748680
2009-01-12,18743038020
2009-01-13,18896947020
2009-01-14,18502939980
2009-01-15,18761507100
2009-01-16,19189374120
2009-01-20,18225903780
2009-01-21,18743038020
2009-01-22,18462923640
2009-01-23,18481392720
2009-01-26,18429063660
2009-01-27,18272076480
2009-01-28,19700352000
2009-01-29,19420237620
2009-01-30,19164748680
2009-02-02,19010839680
2009-02-03,19158592320
2009-02-04,19983544560
2009-02-05,20669978700
2009-02-06,21433367340
2009-02-09,21587276340
2009-02-10,20891607660
2009-02-11,20910076740
2009-02-12,21144018420
2009-02-13,20765402279
2009-02-17,19986622740
2009-02-18,19709586540
2009-02-19,19364830380
2009-02-20,19518739380
2009-02-23,18324405540
2009-02-24,18752272560
2009-02-25,18250529220
2009-02-26,18013509360
2009-02-27,17468671500
2009-03-02,16600624740
2009-03-03,17010022680
2009-03-04,17480984220
2009-03-05,16859191860
2009-03-06,17003866320
2009-03-09,16616015639
2009-03-10,17844209460
2009-03-11,18484470900
2009-03-12,19173983220
2009-03-13,19715742900
2009-03-16,19306344960
2009-03-17,19743446520
2009-03-18,19805010120
2009-03-19,19838870100
2009-03-20,19460253960
2009-03-23,20522226060
2009-03-24,20429880660
2009-03-25,20897764020
2009-03-26,21504165480
2009-03-27,21030125759
2009-03-30,20291362560
2009-03-31,20713073220
2009-04-01,21242873860
2009-04-02,21061179230
2009-04-03,21658615810
2009-04-06,21372215800
2009-04-07,20605402870
2009-04-08,20956473850
2009-04-09,21344499670
