,PBI
2004-08-24,10023991577
2004-08-25,10081826747
2004-08-26,10028618391
2004-08-27,10007797730
2004-08-30,10019364764
2004-08-31,10077199933
2004-09-01,10128094882
2004-09-02,10049439052
2004-09-03,10067946306
2004-09-07,10222944560
2004-09-08,10037872018
2004-09-09,10070259713
2004-09-10,10158169170
2004-09-13,10135035103
2004-09-14,10132721696
2004-09-15,10061006086
2004-09-16,10125781476
2004-09-17,10116527848
2004-09-20,10178989832
2004-09-21,10255332255
2004-09-22,10232198187
2004-09-23,10218317747
2004-09-24,10137348509
2004-09-27,10167422798
2004-09-28,10146602137
2004-09-29,10116527848
2004-09-30,10143438133
2004-10-01,10419450055
2004-10-04,10313645485
2004-10-05,10350447075
2004-10-06,10373448068
2004-10-07,10279143995
2004-10-08,10226241710
2004-10-11,10281444094
2004-10-12,10223941610
2004-10-13,10039933662
2004-10-14,9966330483
2004-10-15,10085935649
2004-10-18,10120437140
2004-10-19,10051434159
2004-10-20,9982431179
2004-10-21,9964030384
2004-10-22,9844425218
2004-10-25,9717919753
2004-10-26,9717919753
2004-10-27,10044533861
2004-10-28,9998531874
2004-10-29,10062934656
2004-11-01,10030733265
2004-11-02,10049134060
2004-11-03,10152638530
2004-11-04,10281444094
2004-11-05,10338946578
2004-11-08,10249242703
2004-11-09,10336646478
2004-11-10,10292944591
2004-11-11,10327446081
2004-11-12,10200940617
2004-11-15,10237742206
2004-11-16,10148038332
2004-11-17,10028433166
2004-11-18,10023832967
2004-11-19,9970930682
2004-11-22,9908827999
2004-11-23,10003132073
2004-11-24,10095136047
2004-11-26,10072135053
2004-11-29,10067534854
2004-11-30,10067534854
2004-12-01,10263043299
2004-12-02,10352747174
2004-12-03,10311345386
2004-12-06,10430950552
2004-12-07,10313645485
2004-12-08,10350447075
2004-12-09,10338946578
2004-12-10,10253842902
2004-12-13,10389548763
2004-12-14,10391848863
2004-12-15,10401049260
2004-12-16,10343546776
2004-12-17,10453951545
2004-12-20,10444751148
2004-12-21,10497653433
2004-12-22,10472352340
2004-12-23,10520654426
2004-12-27,10525254625
2004-12-28,10782865752
2004-12-29,10778265554
2004-12-30,10706962474
2004-12-31,10670184578
2005-01-03,10559517149
2005-01-04,10349710149
2005-01-05,10172181149
2005-01-06,10213681434
2005-01-07,10296682006
2005-01-10,10294376434
2005-01-11,10414266149
2005-01-12,10430405149
2005-01-13,10305904292
2005-01-14,10432710720
2005-01-18,10469599863
2005-01-19,10428099577
2005-01-20,10239042720
2005-01-21,10259792863
2005-01-24,10162958863
2005-01-25,10052291434
2005-01-26,10047680291
2005-01-27,10013096720
2005-01-28,10130680863
2005-01-31,10315126577
2005-02-01,10430405149
2005-02-02,10605628578
2005-02-03,10642517720
2005-02-04,10767018578
2005-02-07,10817741149
2005-02-08,10783157578
2005-02-09,10704768149
2005-02-10,10836185721
2005-02-11,10905352863
2005-02-14,10850019149
2005-02-15,10863852578
2005-02-16,10755490720
2005-02-17,10670184578
2005-02-18,10651740006
2005-02-22,10531850292
2005-02-23,10566433863
2005-02-24,10547989292
2005-02-25,10610239720
2005-02-28,10573350577
2005-03-01,10746268435
2005-03-02,10684018006
2005-03-03,10624073149
2005-03-04,10614850863
2005-03-07,10690934720
2005-03-08,10720907149
2005-03-09,10617156435
2005-03-10,10594100720
2005-03-11,10582572863
2005-03-14,10720907149
2005-03-15,10628684292
2005-03-16,10400432720
2005-03-17,10414266149
2005-03-18,10315126577
2005-03-21,10368154720
2005-03-22,10335876720
2005-03-23,10347404577
2005-03-24,10384293720
2005-03-28,10365849149
2005-03-29,10255181720
2005-03-30,10490350006
2005-03-31,10319020478
2005-04-01,10309872410
2005-04-04,10378482919
2005-04-05,10431084308
2005-04-06,10328168546
2005-04-07,10442519393
2005-04-08,10341890647
2005-04-11,10323594512
2005-04-12,10435658342
2005-04-13,10222965766
2005-04-14,10074309664
2005-04-15,9818163766
2005-04-18,9857043054
2005-04-19,9946236715
2005-04-20,9937088647
2005-04-21,10113188952
2005-04-22,10067448613
2005-04-25,10136059122
2005-04-26,9937088647
2005-04-27,10067448613
2005-04-28,9932514613
2005-04-29,10227539800
2005-05-02,10325881529
2005-05-03,10337316614
2005-05-04,10378482919
2005-05-05,10270993122
2005-05-06,10314446444
2005-05-09,10319020478
2005-05-10,10184086478
2005-05-11,10250409969
2005-05-12,10211530681
2005-05-13,10232113834
2005-05-16,10309872410
2005-05-17,10319020478
2005-05-18,10490546749
2005-05-19,10531713054
2005-05-20,10417362207
2005-05-23,10474537631
2005-05-24,10444806410
2005-05-25,10314446444
2005-05-26,10305298376
2005-05-27,10346464681
2005-05-31,10202382613
2005-06-01,10280141190
2005-06-02,10266419088
2005-06-03,10108614919
2005-06-06,10078883698
2005-06-07,10067448613
2005-06-08,10035430376
2005-06-09,9946236715
2005-06-10,9882200240
2005-06-13,9937088647
2005-06-14,9989690037
2005-06-15,9948523732
2005-06-16,9918792512
2005-06-17,9861617088
2005-06-20,9889061291
2005-06-21,9886774274
2005-06-22,9797580613
2005-06-23,9676368715
2005-06-24,9548295766
2005-06-27,9767849393
2005-06-28,9863904105
2005-06-29,9948523732
2005-06-30,9979875146
2005-07-01,9979875146
2005-07-05,9950084474
2005-07-06,9890503130
2005-07-07,9796547934
2005-07-08,9881336769
2005-07-11,9922585392
2005-07-12,9906544261
2005-07-13,9876753589
2005-07-14,9913419032
2005-07-15,10025706950
2005-07-18,9956959245
2005-07-19,9973000376
2005-07-20,9993624687
2005-07-21,9924876982
2005-07-22,9952376064
2005-07-25,10085288294
2005-07-26,10126536917
2005-07-27,10243408015
2005-07-28,10275490277
2005-07-29,10215908933
2005-08-01,10218200523
2005-08-02,10264032326
2005-08-03,10305280949
2005-08-04,10231950064
2005-08-05,10211325752
2005-08-08,10179243490
2005-08-09,10170077130
2005-08-10,10124245326
2005-08-11,10236533244
2005-08-12,10147161228
2005-08-15,10202159392
2005-08-16,10089871474
2005-08-17,10085288294
2005-08-18,9993624687
2005-08-19,10053206031
2005-08-22,9963834015
2005-08-23,9918002212
2005-08-24,9787381573
2005-08-25,9791964753
2005-08-26,9732383409
2005-08-29,9794256343
2005-08-30,9782798393
2005-08-31,9911127442
2005-09-01,9911127442
2005-09-02,9879045179
2005-09-06,10087579884
2005-09-07,10069247163
2005-09-08,10025706950
2005-09-09,10101329425
2005-09-12,10110495785
2005-09-13,10087579884
2005-09-14,9904252671
2005-09-15,9885919950
2005-09-16,9984458327
2005-09-19,9846962917
2005-09-20,9785089983
2005-09-21,9560514147
2005-09-22,9507807573
2005-09-23,9551347786
2005-09-26,9526140295
2005-09-27,9613220721
2005-09-28,9592596409
2005-09-29,9670510475
2005-09-30,9422498085
2005-10-03,9481191174
2005-10-04,9390894115
2005-10-05,9264478232
2005-10-06,9345745585
2005-10-07,9361547571
2005-10-10,9341230732
2005-10-11,9386379262
2005-10-12,9397666394
2005-10-13,9307369335
2005-10-14,9393151541
2005-10-17,9438300071
2005-10-18,9357032718
2005-10-19,9515052571
2005-10-20,9368319850
2005-10-21,9411210953
2005-10-24,9377349556
2005-10-25,9492478306
2005-10-26,9354775291
2005-10-27,9214814850
2005-10-28,9431527791
2005-10-31,9499250585
2005-11-01,9451844629
2005-11-02,9413468379
2005-11-03,9316399041
2005-11-04,9196755438
2005-11-07,9167408894
2005-11-08,9140319777
2005-11-09,9189983159
2005-11-10,9298339629
2005-11-11,9291567350
2005-11-14,9212557424
2005-11-15,9255448527
2005-11-16,9162894041
2005-11-17,9266735659
2005-11-18,9278022791
2005-11-21,9257705953
2005-11-22,9298339629
2005-11-23,9372834703
2005-11-25,9302854482
2005-11-28,9366062424
2005-11-29,9386379262
2005-11-30,9404438674
2005-12-01,9517309997
2005-12-02,9460874335
2005-12-05,9336715879
2005-12-06,9478933747
2005-12-07,9447329776
2005-12-08,9336715879
2005-12-09,9436042644
2005-12-12,9510537718
2005-12-13,9594062497
2005-12-14,9530854556
2005-12-15,9510537718
2005-12-16,9512795144
2005-12-19,9372834703
2005-12-20,9350260438
2005-12-21,9460874335
2005-12-22,9499250585
2005-12-23,9569230806
2005-12-27,9582775365
2005-12-28,9580517938
2005-12-29,9573745659
2005-12-30,9537626835
2006-01-03,9749824923
2006-01-04,9743052644
2006-01-05,9799488306
2006-01-06,9984597276
2006-01-09,9998141835
2006-01-10,9943963600
2006-01-11,10036518085
2006-01-12,9982339850
2006-01-13,9973310144
2006-01-17,9892042791
2006-01-18,9910102203
2006-01-19,9980082423
2006-01-20,9864953673
2006-01-23,9819805144
2006-01-24,9862696247
2006-01-25,9781428894
2006-01-26,9772399188
2006-01-27,9752082350
2006-01-30,9598577350
2006-01-31,9648240732
2006-02-01,9706933821
2006-02-02,9609864482
2006-02-03,9585032791
2006-02-06,9706933821
2006-02-07,9641468453
2006-02-08,9661785291
2006-02-09,9702418968
2006-02-10,9706933821
2006-02-13,9596319923
2006-02-14,9693389262
2006-02-15,9673072423
2006-02-16,9788201173
2006-02-17,9743052644
2006-02-21,9655013012
2006-02-22,9643725879
2006-02-23,9677587276
2006-02-24,9697904115
2006-02-27,9715963526
2006-02-28,9648240732
2006-03-01,9618894188
2006-03-02,9463131762
2006-03-03,9386379262
2006-03-06,9323171321
2006-03-07,9377349556
2006-03-08,9377349556
2006-03-09,9406696100
2006-03-10,9530854556
2006-03-13,9451844629
2006-03-14,9415725806
2006-03-15,9368319850
2006-03-16,9314141615
2006-03-17,9336715879
2006-03-20,9417983232
2006-03-21,9528597129
2006-03-22,9594062497
2006-03-23,9718220953
2006-03-24,9722735806
2006-03-27,9706933821
2006-03-28,9621151615
2006-03-29,9673072423
2006-03-30,9704676394
2006-03-31,9495102766
2006-04-03,9634443896
2006-04-04,9698585052
2006-04-05,9711855636
2006-04-06,9643290952
2006-04-07,9594632145
2006-04-10,9550396865
2006-04-11,9495102766
2006-04-12,9386726331
2006-04-13,9373455747
2006-04-17,9446443958
2006-04-18,9413267498
2006-04-19,9391149859
2006-04-20,9395573387
2006-04-21,9388938095
2006-04-24,9362396927
2006-04-25,9399996915
2006-04-26,9351338107
2006-04-27,9291620479
2006-04-28,9256232256
2006-05-01,9304891063
2006-05-02,9353549871
2006-05-03,9446443958
2006-05-04,9466349834
2006-05-05,9616749785
2006-05-08,9576938033
2006-05-09,9601267437
2006-05-10,9545973337
2006-05-11,9479620418
2006-05-12,9446443958
2006-05-15,9461926306
2006-05-16,9399996915
2006-05-17,9313738119
2006-05-18,9209785212
2006-05-19,9196514628
2006-05-22,9123526417
2006-05-23,9077079373
2006-05-24,9119102889
2006-05-25,9119102889
2006-05-26,9114679361
2006-05-30,9008514690
2006-05-31,9019573510
2006-06-01,9156702877
2006-06-02,9099197013
2006-06-05,8937738243
2006-06-06,9006302926
2006-06-07,8988608814
2006-06-08,9035055858
2006-06-09,8984185286
2006-06-12,8922255895
2006-06-13,8924467659
2006-06-14,8997455870
2006-06-15,9220844032
2006-06-16,9249596964
2006-06-19,9178820517
2006-06-20,9139008765
2006-06-21,9203149920
2006-06-22,9127949945
2006-06-23,9127949945
2006-06-26,9099197013
2006-06-27,9101408777
2006-06-28,9125738181
2006-06-29,9265079312
2006-06-30,9159846878
2006-07-03,9226383296
2006-07-05,9113271385
2006-07-06,9137668072
2006-07-07,9133232310
2006-07-10,9148757475
2006-07-11,9244126340
2006-07-12,9155411116
2006-07-13,9057824370
2006-07-14,9042299206
2006-07-17,9064478012
2006-07-18,9062260131
2006-07-19,9135450191
2006-07-20,9095528340
2006-07-21,9113271385
2006-07-24,9206422370
2006-07-25,9146539594
2006-07-26,9133232310
2006-07-27,9146539594
2006-07-28,9210858131
2006-07-31,9164282639
2006-08-01,9122142907
2006-08-02,9226383296
2006-08-03,9264087266
2006-08-04,9328405803
2006-08-07,9295137594
2006-08-08,9268523027
2006-08-09,9230819057
2006-08-10,9372763415
2006-08-11,9310662758
2006-08-14,9359456132
2006-08-15,9503618371
2006-08-16,9403813744
2006-08-17,9412685266
2006-08-18,9410467385
2006-08-21,9406031624
2006-08-22,9355020370
2006-08-23,9332841564
2006-08-24,9379417057
2006-08-25,9386070699
2006-08-28,9454824997
2006-08-29,9543540221
2006-08-30,9645562729
2006-08-31,9667741535
2006-09-01,9740931595
2006-09-05,9758674640
2006-09-06,9692138222
2006-09-07,9647780610
2006-09-08,9749803117
2006-09-11,9774199804
2006-09-12,9765328281
2006-09-13,9803032252
2006-09-14,9847389864
2006-09-15,9847389864
2006-09-18,9847389864
2006-09-19,9838518341
2006-09-20,9960501774
2006-09-21,9898401117
2006-09-22,9842954102
2006-09-25,9936105088
2006-09-26,9951630252
2006-09-27,9927233565
2006-09-28,9891747476
2006-09-29,9840736222
2006-10-02,9560785670
2006-10-03,9580135135
2006-10-04,9674732520
2006-10-05,9730630974
2006-10-06,9799429072
2006-10-09,9803728953
2006-10-10,9859627408
2006-10-11,9835978062
2006-10-12,9906926100
2006-10-13,10029472712
2006-10-16,10018723009
2006-10-17,10020872950
2006-10-18,10104720632
2006-10-19,10031622652
2006-10-20,9960674614
2006-10-23,10083221226
2006-10-24,9958524673
2006-10-25,9984323960
2006-10-26,10027322771
2006-10-27,9945625030
2006-10-30,10018723009
2006-10-31,10042372355
2006-11-01,10010123247
2006-11-02,10078921345
2006-11-03,10059571880
2006-11-06,10136969740
2006-11-07,10158469146
2006-11-08,10216517541
2006-11-09,10149869383
2006-11-10,10250916590
2006-11-13,10225117303
2006-11-14,10229417184
2006-11-15,10173518729
2006-11-16,10238016946
2006-11-17,10216517541
2006-11-20,10175668670
2006-11-21,10128369978
2006-11-22,10113320394
2006-11-24,10055271999
2006-11-27,9851027645
2006-11-28,9820928478
2006-11-29,9881126813
2006-11-30,9909076041
2006-12-01,9943475090
2006-12-04,10018723009
2006-12-05,9997223604
2006-12-06,9999373544
2006-12-07,9967124436
2006-12-08,9947774971
2006-12-11,9999373544
2006-12-12,10010123247
2006-12-13,10027322771
2006-12-14,10061721820
2006-12-15,9997223604
2006-12-18,9971424317
2006-12-19,9969274376
2006-12-20,9934875327
2006-12-21,9954224792
2006-12-22,9932725387
2006-12-26,9939175208
2006-12-27,10018723009
2006-12-28,9982174020
2006-12-29,9930575446
2007-01-03,10171540548
2007-01-04,10160572745
2007-01-05,10178121230
2007-01-08,10279025018
2007-01-09,10395283730
2007-01-10,10463284109
2007-01-11,10546639412
2007-01-12,10485219715
2007-01-16,10599284867
2007-01-17,10590510625
2007-01-18,10542252291
2007-01-19,10515929564
2007-01-22,10515929564
2007-01-23,10597091306
2007-01-24,10590510625
2007-01-25,10557607215
2007-01-26,10445735624
2007-01-29,10443542064
2007-01-30,10507155321
2007-01-31,10500574640
2007-02-01,10548832973
2007-02-02,10577349261
2007-02-05,10485219715
2007-02-06,10645349640
2007-02-07,10638768958
2007-02-08,10632188276
2007-02-09,10603671988
2007-02-12,10491800397
2007-02-13,10535671609
2007-02-14,10546639412
2007-02-15,10526897367
2007-02-16,10509348882
2007-02-20,10555413655
2007-02-21,10483026155
2007-02-22,10498381079
2007-02-23,10522510246
2007-02-26,10599284867
2007-02-27,10419412897
2007-02-28,10465477670
2007-03-01,10401864412
2007-03-02,10230766685
2007-03-05,10197863275
2007-03-06,10283412139
2007-03-07,10182508351
2007-03-08,10213218200
2007-03-09,10197863275
2007-03-12,10169346987
2007-03-13,10031152669
2007-03-14,9967539411
2007-03-15,9941216684
2007-03-16,9910506835
2007-03-19,9936829563
2007-03-20,9952184487
2007-03-21,10099153048
2007-03-22,10105733730
2007-03-23,10103540169
2007-03-26,10116701533
2007-03-27,10011410624
2007-03-28,9949990926
2007-03-29,9967539411
2007-03-30,9956571608
2007-04-02,10004472893
2007-04-03,10110363676
2007-04-04,10123600024
2007-04-05,10174339357
2007-04-09,10174339357
2007-04-10,10211842343
2007-04-11,10174339357
2007-04-12,10249345328
2007-04-13,10300084661
2007-04-16,10489805647
2007-04-17,10467745067
2007-04-18,10518484400
2007-04-19,10551575270
2007-04-20,10664084226
2007-04-23,10705999328
2007-04-24,10619963067
2007-04-25,10734678082
2007-04-26,10679526632
2007-04-27,10699381154
2007-04-30,10589078256
2007-05-01,10505248053
2007-05-02,10370678516
2007-05-03,10487599589
2007-05-04,10533926806
2007-05-07,10593490371
2007-05-08,10589078256
2007-05-09,10650847879
2007-05-10,10569223734
2007-05-11,10366266401
2007-05-14,10461126893
2007-05-15,10388326980
2007-05-16,10450096603
2007-05-17,10480981415
2007-05-18,10454508719
2007-05-21,10383914864
2007-05-22,10454508719
2007-05-23,10516278342
2007-05-24,10480981415
2007-05-25,10551575270
2007-05-29,10578047966
2007-05-30,10584666140
2007-05-31,10533926806
2007-06-01,10582460082
2007-06-04,10584666140
2007-06-05,10593490371
2007-06-06,10525102574
2007-06-07,10251551386
2007-06-08,10344205821
2007-06-11,10335381589
2007-06-12,10185369647
2007-06-13,10180957531
2007-06-14,10099333386
2007-06-15,10145660604
2007-06-18,10313321009
2007-06-19,10341999763
2007-06-20,10255963502
2007-06-21,10280230140
2007-06-22,10220666575
2007-06-25,10255963502
2007-06-26,10227284748
2007-06-27,10214048401
2007-06-28,10260375618
2007-06-29,10328763415
2007-07-02,10266601970
2007-07-03,10305895790
2007-07-05,10356104560
2007-07-06,10364836520
2007-07-09,10327725690
2007-07-10,10142171540
2007-07-11,10144354530
2007-07-12,10249138050
2007-07-13,10218576190
2007-07-16,10159635460
2007-07-17,10334274660
2007-07-18,10375751470
2007-07-19,10543841700
2007-07-20,10434692200
2007-07-23,10454339110
2007-07-24,10279699910
2007-07-25,10192380310
2007-07-26,10024290080
2007-07-27,9867114800
2007-07-30,10041754000
2007-07-31,10063583900
2007-08-01,10216393200
2007-08-02,10325542700
2007-08-03,9982813270
2007-08-06,10166184430
2007-08-07,10194563300
2007-08-08,10349555590
2007-08-09,10364836520
2007-08-10,10102877720
2007-08-13,9847467890
2007-08-14,9792893140
2007-08-15,9550581250
2007-08-16,9629168890
2007-08-17,9823455000
2007-08-20,9692475600
2007-08-21,9602973010
2007-08-22,9624802910
2007-08-23,9685926630
2007-08-24,9762331280
2007-08-27,9672828690
2007-08-28,9537483310
2007-08-29,9712122510
2007-08-30,9596424040
2007-08-31,9751416330
2007-09-04,9882395730
2007-09-05,9891127690
2007-09-06,9926055530
2007-09-07,9926055530
2007-09-10,9840918920
2007-09-11,9847467890
2007-09-12,9790710150
2007-09-13,9814723040
2007-09-14,9840918920
2007-09-17,9742684370
2007-09-18,9843101910
2007-09-19,9984996260
2007-09-20,9995911210
2007-09-21,10024290080
2007-09-24,9838735930
2007-09-25,9847467890
2007-09-26,9934787490
2007-09-27,9932604500
2007-09-28,9915140580
2007-10-01,9777564879
2007-10-02,9730782272
2007-10-03,9730782272
2007-10-04,9690379111
2007-10-05,9792450254
2007-10-08,9726529308
2007-10-09,9709517451
2007-10-10,9652102433
2007-10-11,9607446308
2007-10-12,9645722987
2007-10-15,9637217058
2007-10-16,9786070808
2007-10-17,9860497683
2007-10-18,9892394915
2007-10-19,9624458165
2007-10-22,9713770415
2007-10-23,9756300058
2007-10-24,9735035236
2007-10-25,9726529308
2007-10-26,9781817844
2007-10-29,9992339575
2007-10-30,8491043185
2007-10-31,8514434488
2007-11-01,8418742792
2007-11-02,8286900899
2007-11-05,8152932524
2007-11-06,8112529364
2007-11-07,7976434507
2007-11-08,7914766525
2007-11-09,7855225025
2007-11-12,8027470078
2007-11-13,8161438453
2007-11-14,8046608417
2007-11-15,8080632132
2007-11-16,8106149917
2007-11-19,8186956239
2007-11-20,8027470078
2007-11-21,7931778382
2007-11-23,8023217114
2007-11-26,7880742810
2007-11-27,8087011578
2007-11-28,8182703274
2007-11-29,8201841613
2007-11-30,8186956239
2007-12-03,8097643989
2007-12-04,8078505649
2007-12-05,8229485881
2007-12-06,8229485881
2007-12-07,8210347542
2007-12-10,8163564935
2007-12-11,8042355453
2007-12-12,8038102489
2007-12-13,7987066917
2007-12-14,7897754667
2007-12-17,7942410792
2007-12-18,7989193399
2007-12-19,8046608417
2007-12-20,8118908810
2007-12-21,8203968096
2007-12-24,8150806042
2007-12-26,8161438453
2007-12-27,8159311971
2007-12-28,8178450310
2007-12-31,8056225320
2008-01-02,7988454760
2008-01-03,7984219100
2008-01-04,7744904310
2008-01-07,7823264019
2008-01-08,7859267130
2008-01-09,7855031470
2008-01-10,7852913640
2008-01-11,7611481019
2008-01-14,7713136860
2008-01-15,7503471690
2008-01-16,7516178670
2008-01-17,7302277839
2008-01-18,7223918130
2008-01-22,7213328980
2008-01-23,7262039070
2008-01-24,7454761600
2008-01-25,7384873209
2008-01-28,7471704240
2008-01-29,7736432990
2008-01-30,7770318269
2008-01-31,7770318269
2008-02-01,8094346260
2008-02-04,7958805140
2008-02-05,7698312050
2008-02-06,7723726010
2008-02-07,7753375630
2008-02-08,7810557040
2008-02-11,7827499680
2008-02-12,7871974110
2008-02-13,8060460980
2008-02-14,7907977220
2008-02-15,7897388070
2008-02-19,7943980330
2008-02-20,7920684200
2008-02-21,7727961670
2008-02-22,7778789589
2008-02-25,7899505899
2008-02-26,8009633060
2008-02-27,7956687310
2008-02-28,7755493459
2008-02-29,7577595740
2008-03-03,7594538380
2008-03-04,7531003480
2008-03-05,7526767820
2008-03-06,7342516610
2008-03-07,7353105760
2008-03-10,7344634440
2008-03-11,7575477910
2008-03-12,7600891870
2008-03-13,7664426769
2008-03-14,7467468580
2008-03-17,7338280950
2008-03-18,7571242250
2008-03-19,7482293390
2008-03-20,7469586410
2008-03-24,7636894980
2008-03-25,7660191110
2008-03-26,7577595740
2008-03-27,7492882540
2008-03-28,7416640660
2008-03-31,7285911000
2008-04-01,7543893000
2008-04-02,7583422500
2008-04-03,7654159500
2008-04-04,7631274000
2008-04-07,7637515500
2008-04-08,7573020000
2008-04-09,7448189999
2008-04-10,7481478000
2008-04-11,7229737500
2008-04-14,7096585500
2008-04-15,7113229500
2008-04-16,7188127499
2008-04-17,7227657000
2008-04-18,7389936000
2008-04-21,7404499500
2008-04-22,7392016500
2008-04-23,7437787500
2008-04-24,7539732000
2008-04-25,7570939500
2008-04-28,7541812500
2008-04-29,7643757000
2008-04-30,7512685500
2008-05-01,7529329500
2008-05-02,7504363500
2008-05-05,7556376000
2008-05-06,7625032500
2008-05-07,7939187999
2008-05-08,7903819500
2008-05-09,7810197000
2008-05-12,7729057500
2008-05-13,7770667500
2008-05-14,7864289999
2008-05-15,8020327499
2008-05-16,7935027000
2008-05-19,7843485000
2008-05-20,7774828499
2008-05-21,7641676499
2008-05-22,7649998500
2008-05-23,7554295500
2008-05-27,7647918000
2008-05-28,7566778499
2008-05-29,7552214999
2008-05-30,7554295500
2008-06-02,7510605000
2008-06-03,7550134500
2008-06-04,7612549500
2008-06-05,7712413500
2008-06-06,7506444000
2008-06-09,7527249000
2008-06-10,7535571000
2008-06-11,7431546000
2008-06-12,7521007500
2008-06-13,7610469000
2008-06-16,7631274000
2008-06-17,7649998500
2008-06-18,7441948500
2008-06-19,7504363500
2008-06-20,7331682000
2008-06-23,7242220500
2008-06-24,7129873500
2008-06-25,7248462000
2008-06-26,7050814500
2008-06-27,7030009500
2008-06-30,7069236900
2008-07-01,7013263470
2008-07-02,6880585710
2008-07-03,6913755150
2008-07-07,6801808290
2008-07-08,6911682060
2008-07-09,6812173740
2008-07-10,6685715250
2008-07-11,6704373060
2008-07-14,6548891310
2008-07-15,6596572380
2008-07-16,6642180360
2008-07-17,6727177050
2008-07-18,6712665420
2008-07-21,6638034180
2008-07-22,6729250140
2008-07-23,6810100650
2008-07-24,6772785030
2008-07-25,6664984350
2008-07-28,6567549120
2008-07-29,6544745130
2008-07-30,6617303280
2008-07-31,6569622210
2008-08-01,6555110580
2008-08-04,6592426200
2008-08-05,7264107360
2008-08-06,7172891400
2008-08-07,7133502689
2008-08-08,7272399720
2008-08-11,7500439620
2008-08-12,7378127310
2008-08-13,7336665510
2008-08-14,7355323319
2008-08-15,7264107360
2008-08-18,7158379770
2008-08-19,7033994370
2008-08-20,7023628920
2008-08-21,7009117290
2008-08-22,7123137240
2008-08-25,7004971110
2008-08-26,7033994370
2008-08-27,7029848189
2008-08-28,7162525949
2008-08-29,7079602350
2008-09-02,7156306680
2008-09-03,7266180449
2008-09-04,7249595730
2008-09-05,7278618990
2008-09-08,7537755240
2008-09-09,7477635630
2008-09-10,7427881470
2008-09-11,7552266870
2008-09-12,7587509400
2008-09-15,7423735290
2008-09-16,7367761860
2008-09-17,7085821620
2008-09-18,7429954560
2008-09-19,7355323319
2008-09-22,7079602350
2008-09-23,7038140550
2008-09-24,7009117290
2008-09-25,7048506000
2008-09-26,6940705319
2008-09-29,6557183670
2008-09-30,6860041300
2008-10-01,6816727749
2008-10-02,6711537700
2008-10-03,6600160000
2008-10-06,6303152800
2008-10-07,5843204150
2008-10-08,5589510500
2008-10-09,5255377400
2008-10-10,4857305250
2008-10-13,5323441550
2008-10-14,5554447150
2008-10-15,5082123200
2008-10-16,4780990900
2008-10-17,4618049450
2008-10-20,4776865800
2008-10-21,4776865800
2008-10-22,4636612400
2008-10-23,4591236300
2008-10-24,4463358200
2008-10-27,4438607600
2008-10-28,4886180950
2008-10-29,4859367800
2008-10-30,4995496100
2008-10-31,5110998900
2008-11-03,5210001300
2008-11-04,5290440750
2008-11-05,5269815250
2008-11-06,5168750300
2008-11-07,5372942750
2008-11-10,5288378200
2008-11-11,4985183350
2008-11-12,4803678950
2008-11-13,5088310850
2008-11-14,4820179350
2008-11-17,4797491300
2008-11-18,4935682150
2008-11-19,4686113600
2008-11-20,4471608400
2008-11-21,4671675750
2008-11-24,4968682950
2008-11-25,4937744700
2008-11-26,4919181750
2008-11-28,5096561050
2008-12-01,4611861800
2008-12-02,4836679750
2008-12-03,4886180950
2008-12-04,4620112000
2008-12-05,4851117600
2008-12-08,4910931550
2008-12-09,4857305250
2008-12-10,4906806450
2008-12-11,4764490500
2008-12-12,4859367800
2008-12-15,4822241900
2008-12-16,5113061450
2008-12-17,5059435150
2008-12-18,5055310050
2008-12-19,5110998900
2008-12-22,4985183350
2008-12-23,4945994900
2008-12-24,4960432750
2008-12-26,4970745500
2008-12-29,4962495300
2008-12-30,5158437550
2008-12-31,5255377400
2009-01-02,5453382200
2009-01-05,5342004500
2009-01-06,5546196950
2009-01-07,5471945150
2009-01-08,5591573050
2009-01-09,5504945950
2009-01-12,5315191350
2009-01-13,5222376600
2009-01-14,5104811250
2009-01-15,5106873800
2009-01-16,5168750300
2009-01-20,4686113600
2009-01-21,4725302050
2009-01-22,4663425550
2009-01-23,4615986900
2009-01-26,4611861800
2009-01-27,4636612400
2009-01-28,4797491300
2009-01-29,4764490500
2009-01-30,4591236300
2009-02-02,4531422350
2009-02-03,4692301250
2009-02-04,4644862600
2009-02-05,4745927550
2009-02-06,4983120800
2009-02-09,5104811250
2009-02-10,4855242700
2009-02-11,4799553850
2009-02-12,4770678150
2009-02-13,4712926750
2009-02-17,4564423150
2009-02-18,4481921150
2009-02-19,4376731100
2009-02-20,4244727899
2009-02-23,4026097600
2009-02-24,4127162550
2009-02-25,4042598000
2009-02-26,4028160150
2009-02-27,3978658950
2009-03-02,3807467300
2009-03-03,3667213900
2009-03-04,3856968500
2009-03-05,3718777650
2009-03-06,3716715100
2009-03-09,3665151350
2009-03-10,3885844200
2009-03-11,4021972500
2009-03-12,4170476100
2009-03-13,4166351000
2009-03-16,4339605200
2009-03-17,4477796050
2009-03-18,4531422350
2009-03-19,4562360600
2009-03-20,4504609200
2009-03-23,4799553850
2009-03-24,4778928350
2009-03-25,4832554650
2009-03-26,5047059850
2009-03-27,4950120000
2009-03-30,4762427950
2009-03-31,4822685650
2009-04-01,4868124230
2009-04-02,4932151320
2009-04-03,5078794010
2009-04-06,5076728620
2009-04-07,4956936000
2009-04-08,4987916850
2009-04-09,5084990180
