,CIEN
2004-08-24,1120240771
2004-08-25,1131671799
2004-08-26,1103094229
2004-08-27,1057370115
2004-08-30,1005930488
2004-08-31,1040223573
2004-09-01,1017361516
2004-09-02,1045939087
2004-09-03,1028792545
2004-09-07,1057370115
2004-09-08,1034508059
2004-09-09,1103094229
2004-09-10,1143102828
2004-09-13,1148818342
2004-09-14,1148818342
2004-09-15,1103094229
2004-09-16,1085947686
2004-09-17,1085947686
2004-09-20,1097378714
2004-09-21,1108809743
2004-09-22,1097378714
2004-09-23,1103094229
2004-09-24,1057370115
2004-09-27,1045939087
2004-09-28,1068801144
2004-09-29,1085947686
2004-09-30,1131671799
2004-10-01,1165964884
2004-10-04,1228835540
2004-10-05,1228835540
2004-10-06,1234551054
2004-10-07,1205973483
2004-10-08,1211688997
2004-10-11,1223120025
2004-10-12,1217404511
2004-10-13,1205973483
2004-10-14,1234551054
2004-10-15,1245982082
2004-10-18,1234551054
2004-10-19,1211688997
2004-10-20,1251697596
2004-10-21,1366007879
2004-10-22,1325999280
2004-10-25,1377438907
2004-10-26,1377438907
2004-10-27,1417447506
2004-10-28,1394585450
2004-10-29,1411731992
2004-11-01,1372186720
2004-11-02,1292142495
2004-11-03,1309294829
2004-11-04,1303577384
2004-11-05,1332164608
2004-11-08,1343599497
2004-11-09,1343599497
2004-11-10,1332164608
2004-11-11,1395056499
2004-11-12,1389339054
2004-11-15,1446513501
2004-11-16,1475100724
2004-11-17,1515122837
2004-11-18,1469383280
2004-11-19,1383621610
2004-11-22,1429361167
2004-11-23,1423643722
2004-11-24,1406491388
2004-11-26,1406491388
2004-11-29,1417926278
2004-11-30,1457948390
2004-12-01,1435078612
2004-12-02,1417926278
2004-12-03,1395056499
2004-12-06,1372186720
2004-12-07,1332164608
2004-12-08,1337882052
2004-12-09,1646624064
2004-12-10,1629471730
2004-12-13,1680928732
2004-12-14,1600884507
2004-12-15,1595167062
2004-12-16,1640906620
2004-12-17,1589449618
2004-12-20,1578014728
2004-12-21,1595167062
2004-12-22,1829582294
2004-12-23,1886756741
2004-12-27,1972518411
2004-12-28,1892474185
2004-12-29,1875321851
2004-12-30,1869604407
2004-12-31,1909626519
2005-01-03,1898191630
2005-01-04,1749538069
2005-01-05,1732385735
2005-01-06,1749538069
2005-01-07,1720950845
2005-01-10,1720950845
2005-01-11,1618036841
2005-01-12,1726668290
2005-01-13,1675211288
2005-01-14,1663776398
2005-01-18,1663776398
2005-01-19,1560862394
2005-01-20,1520840282
2005-01-21,1549427505
2005-01-24,1526557726
2005-01-25,1526557726
2005-01-26,1509405392
2005-01-27,1452230946
2005-01-28,1475100724
2005-01-31,1463039728
2005-02-01,1417140442
2005-02-02,1468777139
2005-02-03,1514676424
2005-02-04,1549100889
2005-02-07,1554838299
2005-02-08,1629424638
2005-02-09,1600737585
2005-02-10,1606474996
2005-02-11,1623687228
2005-02-14,1577787942
2005-02-15,1589262763
2005-02-16,1560575710
2005-02-17,1485989371
2005-02-18,1463039728
2005-02-22,1577787942
2005-02-23,1376978568
2005-02-24,1222068479
2005-02-25,1170431782
2005-02-28,1136007318
2005-03-01,1187644014
2005-03-02,1147482140
2005-03-03,1136007318
2005-03-04,1130269907
2005-03-07,1141744729
2005-03-08,1095845443
2005-03-09,1141744729
2005-03-10,1113057675
2005-03-11,1147482140
2005-03-14,1101582854
2005-03-15,1107320265
2005-03-16,1090108033
2005-03-17,1061420979
2005-03-18,1061420979
2005-03-21,1118795086
2005-03-22,1084370622
2005-03-23,1061420979
2005-03-24,1044208747
2005-03-28,1009784283
2005-03-29,986834640
2005-03-30,986834640
2005-03-31,986834640
2005-04-01,975359819
2005-04-04,969622408
2005-04-05,975359819
2005-04-06,1009784283
2005-04-07,1078633211
2005-04-08,1095845443
2005-04-11,1136007318
2005-04-12,1090108033
2005-04-13,1072895800
2005-04-14,1078633211
2005-04-15,1101582854
2005-04-18,1090108033
2005-04-19,1118795086
2005-04-20,1158956961
2005-04-21,1176169193
2005-04-22,1095845443
2005-04-25,1153219550
2005-04-26,1118795086
2005-04-27,1158956961
2005-04-28,1204856247
2005-04-29,1319604461
2005-05-02,1325958953
2005-05-03,1268308564
2005-05-04,1262543525
2005-05-05,1233718331
2005-05-06,1233718331
2005-05-09,1245248408
2005-05-10,1227953292
2005-05-11,1227953292
2005-05-12,1199128097
2005-05-13,1199128097
2005-05-16,1199128097
2005-05-17,1256778486
2005-05-18,1239483369
2005-05-19,1291368720
2005-05-20,1297133759
2005-05-23,1372079265
2005-05-24,1366314226
2005-05-25,1377844304
2005-05-26,1349019109
2005-05-27,1360549187
2005-05-31,1279838642
2005-06-01,1412434537
2005-06-02,1389374382
2005-06-03,1279838642
2005-06-06,1302898798
2005-06-07,1343254070
2005-06-08,1325958953
2005-06-09,1360549187
2005-06-10,1337489031
2005-06-13,1360549187
2005-06-14,1383609343
2005-06-15,1379573815
2005-06-16,1377844304
2005-06-17,1383609343
2005-06-20,1377844304
2005-06-21,1354784148
2005-06-22,1331723992
2005-06-23,1314428876
2005-06-24,1245248408
2005-06-27,1227953292
2005-06-28,1222188253
2005-06-29,1233718331
2005-06-30,1204893136
2005-07-01,1210658175
2005-07-05,1314428876
2005-07-06,1308663837
2005-07-07,1251013447
2005-07-08,1320193914
2005-07-11,1354784148
2005-07-12,1331723992
2005-07-13,1360549187
2005-07-14,1331723992
2005-07-15,1343254070
2005-07-18,1325958953
2005-07-19,1325958953
2005-07-20,1314428876
2005-07-21,1291368720
2005-07-22,1325958953
2005-07-25,1279838642
2005-07-26,1285603681
2005-07-27,1297133759
2005-07-28,1325958953
2005-07-29,1291368720
2005-08-01,1301459528
2005-08-02,1284106734
2005-08-03,1243616882
2005-08-04,1214695559
2005-08-05,1220479824
2005-08-08,1218166118
2005-08-09,1237832617
2005-08-10,1214695559
2005-08-11,1249401147
2005-08-12,1214695559
2005-08-15,1220479824
2005-08-16,1191558501
2005-08-17,1197342765
2005-08-18,1185774236
2005-08-19,1232048353
2005-08-22,1220479824
2005-08-23,1214695559
2005-08-24,1278322469
2005-08-25,1303194807
2005-08-26,1284106734
2005-08-29,1324596586
2005-08-30,1272538205
2005-08-31,1301459528
2005-09-01,1243616882
2005-09-02,1232048353
2005-09-06,1226264088
2005-09-07,1226264088
2005-09-08,1237832617
2005-09-09,1249401147
2005-09-12,1278322469
2005-09-13,1301459528
2005-09-14,1260969676
2005-09-15,1237832617
2005-09-16,1255185411
2005-09-19,1232048353
2005-09-20,1301459528
2005-09-21,1295675263
2005-09-22,1266753940
2005-09-23,1301459528
2005-09-26,1411360555
2005-09-27,1411360555
2005-09-28,1555967169
2005-09-29,1469203200
2005-09-30,1527045846
2005-10-03,1532830111
2005-10-04,1613809815
2005-10-05,1625378344
2005-10-06,1544398640
2005-10-07,1532830111
2005-10-10,1480771729
2005-10-11,1469203200
2005-10-12,1388223496
2005-10-13,1428713348
2005-10-14,1411360555
2005-10-17,1451850407
2005-10-18,1480771729
2005-10-19,1527045846
2005-10-20,1451850407
2005-10-21,1457634671
2005-10-24,1503908788
2005-10-25,1440281877
2005-10-26,1295617421
2005-10-27,1318812321
2005-10-28,1370870703
2005-10-31,1376840183
2005-11-01,1371030731
2005-11-02,1417506348
2005-11-03,1493029228
2005-11-04,1463981967
2005-11-07,1440744158
2005-11-08,1411696896
2005-11-09,1475600871
2005-11-10,1481410323
2005-11-11,1458172514
2005-11-14,1504648132
2005-11-15,1498838680
2005-11-16,1522076489
2005-11-17,1568552107
2005-11-18,1574361559
2005-11-21,1585980464
2005-11-22,1580171012
2005-11-23,1626646630
2005-11-25,1626646630
2005-11-28,1580171012
2005-11-29,1661503343
2005-11-30,1737026222
2005-12-01,1742835675
2005-12-02,1760264031
2005-12-05,1719597866
2005-12-06,1742835675
2005-12-07,1777692388
2005-12-08,1766073484
2005-12-09,1771882936
2005-12-12,1690550604
2005-12-13,1661503343
2005-12-14,1661503343
2005-12-15,1707978961
2005-12-16,1707978961
2005-12-19,1638265534
2005-12-20,1580171012
2005-12-21,1615027725
2005-12-22,1644074986
2005-12-23,1789311293
2005-12-27,1707978961
2005-12-28,1766073484
2005-12-29,1742835675
2005-12-30,1725407318
2006-01-03,1771882936
2006-01-04,1841596363
2006-01-05,1829977458
2006-01-06,1951975956
2006-01-09,1981023217
2006-01-10,2044927192
2006-01-11,2073974453
2006-01-12,2004261026
2006-01-13,2004261026
2006-01-17,1917119242
2006-01-18,1986832669
2006-01-19,2085593357
2006-01-20,2033308287
2006-01-23,2027498835
2006-01-24,2143687880
2006-01-25,2166925689
2006-01-26,2306352543
2006-01-27,2323780900
2006-01-30,2236639116
2006-01-31,2338504000
2006-02-01,2361889040
2006-02-02,2280041400
2006-02-03,2280041400
2006-02-06,2315118960
2006-02-07,2233271320
2006-02-08,2291733920
2006-02-09,2379427820
2006-02-10,2303426440
2006-02-13,2280041400
2006-02-14,2320965220
2006-02-15,2309272700
2006-02-16,2391120340
2006-02-17,2467121720
2006-02-21,2531430580
2006-02-22,2461275460
2006-02-23,2490506760
2006-02-24,2508045540
2006-02-27,2396966600
2006-02-28,2350196520
2006-03-01,2543123100
2006-03-02,2712664639
2006-03-03,2660048300
2006-03-06,2712664639
2006-03-07,2578200660
2006-03-08,2648355780
2006-03-09,2671740820
2006-03-10,2759434720
2006-03-13,2835436100
2006-03-14,2852974879
2006-03-15,3127749100
2006-03-16,2975746340
2006-03-17,2987438860
2006-03-20,2969900080
2006-03-21,2899744960
2006-03-22,2858821139
2006-03-23,2812051060
2006-03-24,3010823900
2006-03-27,3057593980
2006-03-28,3162826660
2006-03-29,3110210320
2006-03-30,3075132760
2006-03-31,3045901460
2006-04-03,3051747720
2006-04-04,2870513660
2006-04-05,2835436100
2006-04-06,2870513660
2006-04-07,2812051060
2006-04-10,2607431960
2006-04-11,2455429200
2006-04-12,2531430580
2006-04-13,2525584320
2006-04-17,2420351640
2006-04-18,2601585700
2006-04-19,2578200660
2006-04-20,2531430580
2006-04-21,2595739440
2006-04-24,2554815620
2006-04-25,2537276840
2006-04-26,2484660500
2006-04-27,2420351640
2006-04-28,2391120340
2006-05-01,2363409790
2006-05-02,2463604220
2006-05-03,2457710430
2006-05-04,2469498010
2006-05-05,2457710430
2006-05-08,2534329700
2006-05-09,2569692440
2006-05-10,2522542120
2006-05-11,2292684310
2006-05-12,2310365680
2006-05-15,2210171250
2006-05-16,2269109150
2006-05-17,2251427780
2006-05-18,2257321570
2006-05-19,2363409790
2006-05-22,2333940840
2006-05-23,2392878740
2006-05-24,2304471890
2006-05-25,2357516000
2006-05-26,2345728420
2006-05-30,2227852620
2006-05-31,2534329700
2006-06-01,2646311710
2006-06-02,2740612349
2006-06-05,2675780660
2006-06-06,2728824769
2006-06-07,2605055180
2006-06-08,2599161390
2006-06-09,2504860750
2006-06-12,2339834630
2006-06-13,2233746410
2006-06-14,2369303580
2006-06-15,2504860750
2006-06-16,2428241480
2006-06-19,2375197370
2006-06-20,2422347690
2006-06-21,2534329700
2006-06-22,2493073170
2006-06-23,2569692440
2006-06-26,2610948970
2006-06-27,2469498010
2006-06-28,2493073170
2006-06-29,2646311710
2006-06-30,2834912990
2006-07-03,2669886870
2006-07-05,2663993080
2006-07-06,2711143400
2006-07-07,2546117280
2006-07-10,2463604220
2006-07-11,2451816640
2006-07-12,2398772530
2006-07-13,2351622210
2006-07-14,2310365680
2006-07-17,2322153260
2006-07-18,2257321570
2006-07-19,2310365680
2006-07-20,2245533990
2006-07-21,2033357549
2006-07-24,2015676180
2006-07-25,2092295450
2006-07-26,2168914720
2006-07-27,2039251340
2006-07-28,2080507870
2006-07-31,2151108960
2006-08-01,2074072000
2006-08-02,2074072000
2006-08-03,2151108960
2006-08-04,2157034880
2006-08-07,2103701600
2006-08-08,2068146080
2006-08-09,2186664480
2006-08-10,2257775520
2006-08-11,2204442240
2006-08-14,2222220000
2006-08-15,2293331040
2006-08-16,2287405120
2006-08-17,2417775360
2006-08-18,2482960480
2006-08-21,2423701280
2006-08-22,2429627200
2006-08-23,2364442080
2006-08-24,2394071680
2006-08-25,2453330880
2006-08-28,2500738240
2006-08-29,2524441920
2006-08-30,2554071520
2006-08-31,2340738400
2006-09-01,2382219840
2006-09-05,2358516160
2006-09-06,2281479200
2006-09-07,2192590400
2006-09-08,2299256960
2006-09-11,2305182880
2006-09-12,2482960480
2006-09-13,2417775360
2006-09-14,2577775200
2006-09-15,2548145600
2006-09-18,2536293760
2006-09-19,2512590080
2006-09-20,2494812320
2006-09-21,2506664160
2006-09-22,2542219680
2006-09-25,2512590080
2006-09-26,2379680244
2006-09-27,2321267520
2006-09-28,2240844235
2006-09-29,2306876000
2006-10-02,2261161675
2006-10-03,2291637920
2006-10-04,2332272715
2006-10-05,2417775275
2006-10-06,2371214560
2006-10-09,2291637920
2006-10-10,2122325920
2006-10-11,2099468715
2006-10-12,2133331284
2006-10-13,2163807275
2006-10-16,2192590400
2006-10-17,2167193600
2006-10-18,2109627520
2006-10-19,2113013675
2006-10-20,2106241195
2006-10-23,2111320640
2006-10-24,1986029760
2006-10-25,1971638240
2006-10-26,2036823360
2006-10-27,1997035040
2006-10-30,2000421280
2006-10-31,1997245030
2006-11-01,1883408010
2006-11-02,1880009890
2006-11-03,1920787330
2006-11-06,1982803020
2006-11-07,1988749730
2006-11-08,1940326520
2006-11-09,1929282630
2006-11-10,1950520880
2006-11-13,1947122760
2006-11-14,1992997380
2006-11-15,1996395500
2006-11-16,2096640040
2006-11-17,2111082050
2006-11-20,2110232520
2006-11-21,2107683930
2006-11-22,2218122830
2006-11-24,2198583640
2006-11-27,2139966070
2006-11-28,2156107140
2006-11-29,2150160430
2006-11-30,2135718420
2006-12-01,2112781110
2006-12-04,2097489570
2006-12-05,2119577350
2006-12-06,2262298390
2006-12-07,2167151030
2006-12-08,2155257610
2006-12-11,2147611840
2006-12-12,2101737219
2006-12-13,2120426880
2006-12-14,2364241990
2006-12-15,2447495930
2006-12-18,2368489640
2006-12-19,2352348570
2006-12-20,2425408150
2006-12-21,2390577420
2006-12-22,2348100920
2006-12-26,2344702800
2006-12-27,2390577420
2006-12-28,2405868960
2006-12-29,2354047630
2007-01-03,2348950450
2007-01-04,2450894050
2007-01-05,2488273370
2007-01-08,2434752980
2007-01-09,2486574310
2007-01-10,2450044520
2007-01-11,2506963030
2007-01-12,2529900340
2007-01-16,2567279660
2007-01-17,2531599400
2007-01-18,2414364260
2007-01-19,2413514730
2007-01-22,2393126010
2007-01-23,2388028830
2007-01-24,2409267080
2007-01-25,2378684000
2007-01-26,2444947340
2007-01-29,2383781180
2007-01-30,2432204390
2007-01-31,2393211820
2007-02-01,2334425200
2007-02-02,2344648960
2007-02-05,2285010360
2007-02-06,2257747000
2007-02-07,2322497480
2007-02-08,2446034580
2007-02-09,2410251420
2007-02-12,2428143000
2007-02-13,2443478640
2007-02-14,2561903860
2007-02-15,2653065720
2007-02-16,2689700860
2007-02-20,2729743920
2007-02-21,2707592440
2007-02-22,2707592440
2007-02-23,2768935000
2007-02-26,2670105320
2007-02-27,2568719700
2007-02-28,2681181060
2007-03-01,2409399440
2007-03-02,2308865800
2007-03-05,2213444040
2007-03-06,2236447500
2007-03-07,2262858880
2007-03-08,2240707400
2007-03-09,2257747000
2007-03-12,2250079180
2007-03-13,2164029200
2007-03-14,2185328700
2007-03-15,2164029200
2007-03-16,2135061880
2007-03-19,2172549000
2007-03-20,2166585140
2007-03-21,2254339080
2007-03-22,2249227200
2007-03-23,2273934620
2007-03-26,2366800440
2007-03-27,2355724700
2007-03-28,2401731620
2007-03-29,2365948460
2007-03-30,2381284100
2007-04-02,2449442500
2007-04-03,2437514780
2007-04-04,2442626660
2007-04-05,2457962300
2007-04-09,2410251420
2007-04-10,2443478640
2007-04-11,2423883100
2007-04-12,2444330620
2007-04-13,2446034580
2007-04-16,2446034580
2007-04-17,2387247960
2007-04-18,2400879640
2007-04-19,2363392520
2007-04-20,2419623200
2007-04-23,2419623200
2007-04-24,2462222200
2007-04-25,2574683560
2007-04-26,2595983060
2007-04-27,2572127620
2007-04-30,2497583160
2007-05-01,2521565440
2007-05-02,2573812550
2007-05-03,2587516710
2007-05-04,2563534430
2007-05-07,2578951610
2007-05-08,2578095100
2007-05-09,2540408660
2007-05-10,2507861280
2007-05-11,2557538860
2007-05-14,2529274030
2007-05-15,2464179270
2007-05-16,2492444100
2007-05-17,2464179270
2007-05-18,2514713360
2007-05-21,2545547720
2007-05-22,2589229730
2007-05-23,2542121680
2007-05-24,2484735510
2007-05-25,2569530000
2007-05-29,2570386510
2007-05-30,2507861280
2007-05-31,2939542320
2007-06-01,2990932920
2007-06-04,2985793860
2007-06-05,2841043670
2007-06-06,2867595479
2007-06-07,2865882460
2007-06-08,2960955070
2007-06-11,2929264200
2007-06-12,2937829299
2007-06-13,2966950640
2007-06-14,2963524600
2007-06-15,2942111850
2007-06-18,2912990510
2007-06-19,2975515740
2007-06-20,2930120710
2007-06-21,3121978950
2007-06-22,3058597210
2007-06-25,3000354530
2007-06-26,2998641510
2007-06-27,3068018820
2007-06-28,3116839890
2007-06-29,3094570630
2007-07-02,3181078140
2007-07-03,3212769010
2007-07-05,3197351830
2007-07-06,3165660960
2007-07-09,3185360690
2007-07-10,3118552909
2007-07-11,3177652100
2007-07-12,3264587865
2007-07-13,3314693700
2007-07-16,3312124170
2007-07-17,3294993970
2007-07-18,3277863770
2007-07-19,3400344700
2007-07-20,3317263229
2007-07-23,3462013420
2007-07-24,3360097295
2007-07-25,3280433299
2007-07-26,3228186190
2007-07-27,3101422710
2007-07-30,3206773440
2007-07-31,3152392880
2007-08-01,3104067120
2007-08-02,3204170480
2007-08-03,3073863520
2007-08-06,3069548720
2007-08-07,3089396799
2007-08-08,3276659120
2007-08-09,3291329440
2007-08-10,3270627029
2007-08-13,3212800079
2007-08-14,3140311440
2007-08-15,2949597280
2007-08-16,3041934000
2007-08-17,3141174400
2007-08-20,3148078079
2007-08-21,3103204160
2007-08-22,3200718640
2007-08-23,3245592560
2007-08-24,3291329440
2007-08-27,3279248000
2007-08-28,3157570640
2007-08-29,3315492320
2007-08-30,3210211200
2007-08-31,3268892480
2007-09-04,3280110960
2007-09-05,3272344320
2007-09-06,3323258960
2007-09-07,3273207280
2007-09-10,3217977840
2007-09-11,3222292640
2007-09-12,3217114880
2007-09-13,3201581600
2007-09-14,3210211200
2007-09-17,3209348240
2007-09-18,3257674000
2007-09-19,3304273840
2007-09-20,3254222160
2007-09-21,3260262880
2007-09-24,3229196320
2007-09-25,3238688880
2007-09-26,3190363120
2007-09-27,3230059280
2007-09-28,3286151680
2007-10-01,3380214320
2007-10-02,3681387359
2007-10-03,3902736600
2007-10-04,3910071760
2007-10-05,4035209589
2007-10-08,3984286320
2007-10-09,3992061589
2007-10-10,4137893200
2007-10-11,3980834480
2007-10-12,3923879120
2007-10-15,3847938640
2007-10-16,3886771840
2007-10-17,3947179040
2007-10-18,3900579200
2007-10-19,3757327840
2007-10-22,3951493840
2007-10-23,4011901040
2007-10-24,3912660640
2007-10-25,3969616000
2007-10-26,4016215840
2007-10-29,4202615200
2007-10-30,4112004400
2007-10-31,4159512600
2007-11-01,4036100400
2007-11-02,4074340800
2007-11-05,4036100400
2007-11-06,4196883900
2007-11-07,4065649800
2007-11-08,4015242000
2007-11-09,3855327600
2007-11-12,3795359700
2007-11-13,4023063900
2007-11-14,3901389900
2007-11-15,3797967000
2007-11-16,3777108600
2007-11-19,3515509500
2007-11-20,3597204900
2007-11-21,3580692000
2007-11-23,3626754299
2007-11-26,3538106100
2007-11-27,3601550400
2007-11-28,3787537800
2007-11-29,3723224400
2007-11-30,3822301799
2007-12-03,3704104200
2007-12-04,3610241400
2007-12-05,3731046300
2007-12-06,3786668700
2007-12-07,3790145100
2007-12-10,3784930499
2007-12-11,3612848700
2007-12-12,3660649200
2007-12-13,3219146400
2007-12-14,3107032500
2007-12-17,2985358500
2007-12-18,3060101100
2007-12-19,3055755599
2007-12-20,2994918600
2007-12-21,3006216900
2007-12-24,3006216900
2007-12-26,3012300599
2007-12-27,2937557999
2007-12-28,2982751200
2007-12-31,2964500100
2008-01-02,2817622200
2008-01-03,2742010500
2008-01-04,2599478100
2008-01-07,2454338400
2008-01-08,2319627900
2008-01-09,2380464900
2008-01-10,2576881500
2008-01-11,2459553000
2008-01-14,2515175400
2008-01-15,2367428400
2008-01-16,2369166600
2008-01-17,2291816700
2008-01-18,2304853200
2008-01-22,2274434700
2008-01-23,1984155299
2008-01-24,2136247799
2008-01-25,2154498900
2008-01-28,2171011800
2008-01-29,2272696500
2008-01-30,2274434700
2008-01-31,2417337260
2008-02-01,2353183820
2008-02-04,2321107100
2008-02-05,2147358200
2008-02-06,2281002289
2008-02-07,2185672060
2008-02-08,2224876940
2008-02-11,2239133260
2008-02-12,2227550000
2008-02-13,2319325060
2008-02-14,2297049560
2008-02-15,2370113200
2008-02-19,2406645020
2008-02-20,2376350340
2008-02-21,2367440140
2008-02-22,2325562200
2008-02-25,2376350340
2008-02-26,2472580500
2008-02-27,2484163760
2008-02-28,2433375620
2008-02-29,2301504660
2008-03-03,2312196900
2008-03-04,2278338140
2008-03-05,2315769890
2008-03-06,2222203880
2008-03-07,2477035600
2008-03-10,2335363420
2008-03-11,2423574400
2008-03-12,2518913540
2008-03-13,2628509000
2008-03-14,2544753120
2008-03-17,2463670300
2008-03-18,2660585720
2008-03-19,2511785380
2008-03-20,2680188160
2008-03-24,2829879520
2008-03-25,2840571760
2008-03-26,2806713000
2008-03-27,2775527300
2008-03-28,2756815880
2008-03-31,2747014660
2008-04-01,2845026860
2008-04-02,2861956240
2008-04-03,2894923980
2008-04-04,2903834180
2008-04-07,2894032959
2008-04-08,2897597040
2008-04-09,2814732180
2008-04-10,2775527300
2008-04-11,2751469760
2008-04-14,2762162000
2008-04-15,2723848140
2008-04-16,2846808900
2008-04-17,2818296260
2008-04-18,2942148040
2008-04-21,3017884740
2008-04-22,2948385180
2008-04-23,3023230860
2008-04-24,3094512459
2008-04-25,3172031200
2008-04-28,3036596160
2008-04-29,3016102700
2008-04-30,3050202960
2008-05-01,3047496480
2008-05-02,2977128000
2008-05-05,2891422799
2008-05-06,2915781120
2008-05-07,2946454559
2008-05-08,2989758240
2008-05-09,2920291920
2008-05-12,3015920880
2008-05-13,2988856080
2008-05-14,3107941200
2008-05-15,3118767120
2008-05-16,3026746799
2008-05-19,2959986960
2008-05-20,2817445680
2008-05-21,2734446960
2008-05-22,2738055600
2008-05-23,2694751920
2008-05-27,2664980640
2008-05-28,2707382160
2008-05-29,2661372000
2008-05-30,2757000960
2008-06-02,2703773520
2008-06-03,2710088640
2008-06-04,2747979360
2008-06-05,2532363120
2008-06-06,2546797680
2008-06-09,2474624880
2008-06-10,2496276720
2008-06-11,2405158560
2008-06-12,2417788800
2008-06-13,2446657920
2008-06-16,2464701120
2008-06-17,2355539760
2008-06-18,2303214480
2008-06-19,2310431760
2008-06-20,2311333920
2008-06-23,2284269120
2008-06-24,2236454640
2008-06-25,2198563920
2008-06-26,2137217040
2008-06-27,2156162400
2008-06-30,2090304720
2008-07-01,2115565200
2008-07-02,2094815520
2008-07-03,2004599520
2008-07-07,2016327600
2008-07-08,2031664320
2008-07-09,1942350480
2008-07-10,1945959120
2008-07-11,1911677040
2008-07-14,1876492800
2008-07-15,1841308560
2008-07-16,1942350480
2008-07-17,1945056960
2008-07-18,1973926080
2008-07-21,2040685920
2008-07-22,2065044240
2008-07-23,2048805360
2008-07-24,1939644000
2008-07-25,1950469920
2008-07-28,1854840960
2008-07-29,1913481360
2008-07-30,1832286960
2008-07-31,1859700570
2008-08-01,1789523190
2008-08-04,1672560890
2008-08-05,1682457700
2008-08-06,1605982350
2008-08-07,1474624690
2008-08-08,1530406710
2008-08-11,1634773070
2008-08-12,1596085539
2008-08-13,1588887860
2008-08-14,1619478000
2008-08-15,1687855960
2008-08-18,1635672780
2008-08-19,1614079740
2008-08-20,1628475100
2008-08-21,1636572490
2008-08-22,1664463500
2008-08-25,1635672780
2008-08-26,1579890760
2008-08-27,1565495399
2008-08-28,1605982350
2008-08-29,1563695980
2008-09-02,1551100039
2008-09-03,1568194530
2008-09-04,1177720390
2008-09-05,1137233440
2008-09-08,1103044460
2008-09-09,1041864180
2008-09-10,1026569110
2008-09-11,1040064760
2008-09-12,1079652000
2008-09-15,1034666500
2008-09-16,1010374330
2008-09-17,927601010
2008-09-18,906007970
2008-09-19,1014872880
2008-09-22,962689699
2008-09-23,942896080
2008-09-24,981583610
2008-09-25,1040064760
2008-09-26,1044563310
2008-09-29,859223050
2008-09-30,906907680
2008-10-01,874518120
2008-10-02,815137260
2008-10-03,803441030
2008-10-06,767452630
2008-10-07,708071770
2008-10-08,717068870
2008-10-09,656788300
2008-10-10,654089170
2008-10-13,761154660
2008-10-14,742260750
2008-10-15,667584820
2008-10-16,678381340
2008-10-17,695475830
2008-10-20,787246250
2008-10-21,749458430
2008-10-22,712570320
2008-10-23,697275250
2008-10-24,742260750
2008-10-27,766552920
2008-10-28,737762199
2008-10-29,762054370
2008-10-30,824134360
2008-10-31,870858200
2008-11-03,801080800
2008-11-04,830985400
2008-11-05,784769200
2008-11-06,707742200
2008-11-07,722241400
2008-11-10,658807400
2008-11-11,611685000
2008-11-12,565468800
2008-11-13,602623000
2008-11-14,605341600
2008-11-17,588123800
2008-11-18,591748600
2008-11-19,502941000
2008-11-20,483910800
2008-11-21,522877399
2008-11-24,598092000
2008-11-25,617122200
2008-11-26,668775600
2008-11-28,670588000
2008-12-01,603529200
2008-12-02,589030000
2008-12-03,613497400
2008-12-04,560937800
2008-12-05,586311400
2008-12-08,656088800
2008-12-09,637058600
2008-12-10,685087200
2008-12-11,548251000
2008-12-12,555500600
2008-12-15,599904400
2008-12-16,628902800
2008-12-17,621653200
2008-12-18,592654800
2008-12-19,608060200
2008-12-22,562750200
2008-12-23,579968000
2008-12-24,562750200
2008-12-26,567281200
2008-12-29,553688200
2008-12-30,572718400
2008-12-31,607154000
2009-01-02,632527600
2009-01-05,641589600
2009-01-06,761208000
2009-01-07,819204799
2009-01-08,792925000
2009-01-09,727678600
2009-01-12,704117400
2009-01-13,676931400
2009-01-14,641589600
2009-01-15,663338400
2009-01-16,656995000
2009-01-20,591748600
2009-01-21,636152400
2009-01-22,639777200
2009-01-23,702305000
2009-01-26,701398800
2009-01-27,711367000
2009-01-28,679650000
2009-01-29,637058600
2009-01-30,565468800
2009-02-02,543773360
2009-02-03,561959760
2009-02-04,546501320
2009-02-05,587420720
2009-02-06,604697800
2009-02-09,597423240
2009-02-10,555594520
2009-02-11,572871600
2009-02-12,577418200
2009-02-13,579236840
2009-02-17,532861520
2009-02-18,513765800
2009-02-19,493760760
2009-02-20,485576880
2009-02-23,462843880
2009-02-24,509219199
2009-02-25,495579400
2009-02-26,521040360
2009-02-27,488304840
2009-03-02,480120960
2009-03-03,466481160
2009-03-04,485576880
2009-03-05,539226760
2009-03-06,555594520
2009-03-09,569234320
2009-03-10,636524000
2009-03-11,614700320
2009-03-12,661984960
2009-03-13,627430800
2009-03-16,608335080
2009-03-17,645617200
2009-03-18,672896800
2009-03-19,661984960
2009-03-20,613791000
2009-03-23,657438360
2009-03-24,659257000
2009-03-25,677443400
2009-03-26,764738120
2009-03-27,747461040
2009-03-30,716544160
2009-03-31,707450960
2009-04-01,751098320
2009-04-02,782924520
2009-04-03,806566839
2009-04-06,766556760
2009-04-07,742914440
2009-04-08,788380440
2009-04-09,824753240
2009-04-13,815660040
2009-04-14,774740640
2009-04-15,791108399
2009-04-16,865672640
2009-04-17,902045440
2009-04-20,824753240
2009-04-21,862035360
2009-04-22,903864080
2009-04-23,906592040
2009-04-24,1019347720
2009-04-27,984793560
2009-04-28,1019347720
2009-04-29,1053901880
