,DAL
2011-12-14,6846000000
2011-12-15,7215600000
2011-12-16,7576800000
2011-12-19,7148400000
2011-12-20,7249200000
2011-12-21,7114800000
2011-12-22,7022399999
2011-12-23,6997200000
2011-12-27,6871200000
2011-12-28,6820799999
2011-12-29,6795600000
2011-12-30,6795600000
2012-01-03,6777719999
2012-01-04,6752430000
2012-01-05,7022190000
2012-01-06,7013760000
2012-01-09,6980039999
2012-01-10,6971610000
2012-01-11,7258229999
2012-01-12,7477409999
2012-01-13,7460550000
2012-01-17,7359390000
2012-01-18,7519560000
2012-01-19,7865190000
2012-01-20,7932630000
2012-01-23,7831469999
2012-01-24,7907340000
2012-01-25,8396280000
2012-01-26,8573310000
2012-01-27,8758770000
2012-01-30,9079110000
2012-01-31,8893650000
2012-02-01,9188700000
2012-02-02,9357300000
2012-02-03,9525900000
2012-02-06,9264570000
2012-02-07,9247710000
2012-02-08,9264570000
2012-02-09,9374160000
2012-02-10,9180270000
2012-02-13,9399450000
2012-02-14,9222420000
2012-02-15,9129690000
2012-02-16,9213990000
2012-02-17,9129690000
2012-02-21,8472150000
2012-02-22,8370990000
2012-02-23,8168670000
2012-02-24,8033789999
2012-02-27,8143380000
2012-02-28,8345700000
2012-02-29,8269830000
2012-03-01,8126520000
2012-03-02,8236110000
2012-03-05,8151810000
2012-03-06,7890479999
2012-03-07,7898909999
2012-03-08,7983210000
2012-03-09,7898909999
2012-03-12,7747170000
2012-03-13,7848330000
2012-03-14,7839900000
2012-03-15,8118090000
2012-03-16,7764030000
2012-03-19,7848330000
2012-03-20,8033789999
2012-03-21,8210820000
2012-03-22,8033789999
2012-03-23,8109659999
2012-03-26,8328840000
2012-03-27,8269830000
2012-03-28,8430000000
2012-03-29,8489010000
2012-03-30,8362560000
2012-04-02,8458450000
2012-04-03,8720400000
2012-04-04,8855600000
2012-04-05,8762650000
2012-04-09,8695050000
2012-04-10,8289450000
2012-04-11,8373950000
2012-04-12,8669700000
2012-04-13,8559850000
2012-04-16,8661250000
2012-04-17,8821800000
2012-04-18,8897850000
2012-04-19,9142900000
2012-04-20,9083750000
2012-04-23,8779550000
2012-04-24,8855600000
2012-04-25,8855600000
2012-04-26,8788000000
2012-04-27,9142900000
2012-04-30,9261200000
2012-05-01,9337250000
2012-05-02,9185150000
2012-05-03,9261200000
2012-05-04,9295000000
2012-05-07,9438650000
2012-05-08,9438650000
2012-05-09,9218950000
2012-05-10,9320350000
2012-05-11,9607650000
2012-05-14,9658350000
2012-05-15,9438650000
2012-05-16,9624550000
2012-05-17,8796450000
2012-05-18,8568300000
2012-05-21,8940100000
2012-05-22,8906300000
2012-05-23,9075300000
2012-05-24,9523150000
2012-05-25,9607650000
2012-05-29,9971000000
2012-05-30,9928750000
2012-05-31,10224500000
2012-06-01,9725950000
2012-06-04,8602100000
2012-06-05,8940100000
2012-06-06,8965450000
2012-06-07,8686600000
2012-06-08,8771100000
2012-06-11,8593650000
2012-06-12,8483799999
2012-06-13,8695050000
2012-06-14,8830250000
2012-06-15,8669700000
2012-06-18,8982350000
2012-06-19,9218950000
2012-06-20,9472450000
2012-06-21,9489350000
2012-06-22,9328800000
2012-06-25,8889400000
2012-06-26,9413300000
2012-06-27,9354150000
2012-06-28,9430200000
2012-06-29,9252750000
2012-07-02,9407520000
2012-07-03,9102960000
2012-07-05,8992980000
2012-07-06,9306000000
2012-07-09,9229860000
2012-07-10,9069120000
2012-07-11,9382140000
2012-07-12,9094500000
2012-07-13,9153720000
2012-07-16,9280620000
2012-07-17,9136800000
2012-07-18,8654580000
2012-07-19,8460000000
2012-07-20,8409240000
2012-07-23,8172360000
2012-07-24,7893180000
2012-07-25,8011620000
2012-07-26,7960860000
2012-07-27,7969320000
2012-07-30,8011620000
2012-07-31,8163900000
2012-08-01,8020080000
2012-08-02,7808580000
2012-08-03,7859339999
2012-08-06,7927019999
2012-08-07,7884720000
2012-08-08,7943940000
2012-08-09,7673220000
2012-08-10,7664760000
2012-08-13,7833960000
2012-08-14,7850879999
2012-08-15,7833960000
2012-08-16,7639379999
2012-08-17,7723980000
2012-08-20,8003160000
2012-08-21,8214660000
2012-08-22,8062379999
2012-08-23,7740900000
2012-08-24,7707059999
2012-08-27,7664760000
2012-08-28,7360199999
2012-08-29,7284059999
2012-08-30,7233300000
2012-08-31,7317900000
2012-09-04,7241760000
2012-09-05,7512480000
2012-09-06,7783199999
2012-09-07,7850879999
2012-09-10,7935480000
2012-09-11,7850879999
2012-09-12,8037000000
2012-09-13,7994699999
2012-09-14,7842420000
2012-09-17,7808580000
2012-09-18,7580160000
2012-09-19,7927019999
2012-09-20,7740900000
2012-09-21,7673220000
2012-09-24,7723980000
2012-09-25,7630920000
2012-09-26,7749360000
2012-09-27,7808580000
2012-09-28,7749360000
2012-10-01,8011620000
2012-10-02,8265420000
2012-10-03,8595360000
2012-10-04,8578440000
2012-10-05,8696880000
2012-10-08,8569980000
2012-10-09,8366940000
2012-10-10,8324640000
2012-10-11,8248500000
2012-10-12,8476920000
2012-10-15,8553059999
2012-10-16,8451540000
2012-10-17,8620740000
2012-10-18,8637660000
2012-10-19,8460000000
2012-10-22,8578440000
2012-10-23,8586900000
2012-10-24,8493839999
2012-10-25,8155440000
2012-10-26,8155440000
2012-10-31,8146980000
2012-11-01,8206199999
2012-11-02,8206199999
2012-11-05,8265420000
2012-11-06,8493839999
2012-11-07,8409240000
2012-11-08,8705340000
2012-11-09,8620740000
2012-11-12,8713800000
2012-11-13,8637660000
2012-11-14,8087760000
2012-11-15,8028540000
2012-11-16,7893180000
2012-11-19,8079300000
2012-11-20,8189280000
2012-11-21,8223120000
2012-11-23,8324640000
2012-11-26,8290800000
2012-11-27,8307720000
2012-11-28,8460000000
2012-11-29,8502300000
2012-11-30,8460000000
2012-12-03,8138519999
2012-12-04,8231580000
2012-12-05,8214660000
2012-12-06,8476920000
2012-12-07,8553059999
2012-12-10,8578440000
2012-12-11,9018360000
2012-12-12,9069120000
2012-12-13,9551340000
2012-12-14,9492120000
2012-12-17,9500580000
2012-12-18,9754380000
2012-12-19,10008180000
2012-12-20,10101240000
2012-12-21,10033560000
2012-12-24,9965880000
2012-12-26,9855900000
2012-12-27,9788220000
2012-12-28,9729000000
2012-12-31,10065760000
2013-01-02,10371040000
2013-01-03,10667840000
2013-01-04,11007040000
2013-01-07,11015520000
2013-01-08,11007040000
2013-01-09,11117280000
2013-01-10,11278400000
2013-01-11,11320800000
2013-01-14,11397120000
2013-01-15,11558240000
2013-01-16,11804160000
2013-01-17,11727840000
2013-01-18,11541280000
2013-01-22,11880480000
2013-01-23,11685440000
2013-01-24,11812640000
2013-01-25,12016160000
2013-01-28,11821120000
2013-01-29,11600640000
2013-01-30,11736320000
2013-01-31,11778720000
2013-02-01,11719360000
2013-02-04,11753280000
2013-02-05,11812640000
2013-02-06,12270560000
2013-02-07,12601280000
2013-02-08,12397760000
2013-02-11,12457120000
2013-02-12,12296000000
2013-02-13,12533440000
2013-02-14,12075520000
2013-02-15,12253600000
2013-02-19,12126400000
2013-02-20,11719360000
2013-02-21,11498880000
2013-02-22,11660000000
2013-02-25,11888960000
2013-02-26,11787200000
2013-02-27,12100960000
2013-02-28,12100960000
2013-03-01,12567360000
2013-03-04,13271200000
2013-03-05,13449280000
2013-03-06,13288160000
2013-03-07,13483200000
2013-03-08,13771519999
2013-03-11,13763040000
2013-03-12,13593440000
2013-03-13,13873280000
2013-03-14,13805440000
2013-03-15,13568000000
2013-03-18,13796960000
2013-03-19,14025920000
2013-03-20,14475360000
2013-03-21,14280320000
2013-03-22,14170080000
2013-03-25,13830879999
2013-03-26,14034400000
2013-03-27,14068320000
2013-03-28,14000480000
2013-04-01,13812500000
2013-04-02,12699000000
2013-04-03,12376000000
2013-04-04,12537500000
2013-04-05,12231500000
2013-04-08,12690500000
2013-04-09,12580000000
2013-04-10,12962500000
2013-04-11,13217500000
2013-04-12,13158000000
2013-04-15,12673500000
2013-04-16,13489500000
2013-04-17,13200500000
2013-04-18,12877500000
2013-04-19,12971000000
2013-04-22,12869000000
2013-04-23,14211999999
2013-04-24,13999499999
2013-04-25,13846500000
2013-04-26,14288499999
2013-04-29,14407500000
2013-04-30,14569000000
2013-05-01,14314000000
2013-05-02,14866499999
2013-05-03,15266000000
2013-05-06,15350999999
2013-05-07,15367999999
2013-05-08,15861000000
2013-05-09,15045000000
2013-05-10,15410500000
2013-05-13,15206500000
2013-05-14,15512500000
2013-05-15,16116000000
2013-05-16,15844000000
2013-05-17,15759000000
2013-05-20,15606000000
2013-05-21,15410500000
2013-05-22,15453000000
2013-05-23,15716499999
2013-05-24,16090500000
2013-05-28,15911999999
2013-05-29,15367999999
2013-05-30,15385000000
2013-05-31,15308500000
2013-06-03,15138499999
2013-06-04,15376500000
2013-06-05,14925999999
2013-06-06,14866499999
2013-06-07,15623000000
2013-06-10,15801500000
2013-06-11,15742000000
2013-06-12,15359500000
2013-06-13,15903500000
2013-06-14,16022500000
2013-06-17,15997000000
2013-06-18,16124499999
2013-06-19,15886500000
2013-06-20,15648500000
2013-06-21,15538000000
2013-06-24,14756000000
2013-06-25,15427499999
2013-06-26,15648500000
2013-06-27,15886500000
2013-06-28,15903500000
2013-07-01,16475360000
2013-07-02,16160489999
2013-07-03,15666910000
2013-07-05,16169000000
2013-07-08,16194530000
2013-07-09,16449829999
2013-07-10,15913700000
2013-07-11,16049860000
2013-07-12,16415790000
2013-07-15,16543440000
2013-07-16,16415790000
2013-07-17,16951920000
2013-07-18,17496560000
2013-07-19,17266790000
2013-07-22,17334870000
2013-07-23,17402950000
2013-07-24,17700800000
2013-07-25,18279480000
2013-07-26,18636900000
2013-07-29,18143320000
2013-07-30,18032690000
2013-07-31,18066730000
2013-08-01,18764550000
2013-08-02,18679450000
2013-08-05,18475210000
2013-08-06,17853980000
2013-08-07,17853980000
2013-08-08,17922060000
2013-08-09,17505070000
2013-08-12,17905040000
2013-08-13,16637050000
2013-08-14,16203040000
2013-08-15,16620030000
2013-08-16,16875329999
2013-08-19,16279630000
2013-08-20,16330690000
2013-08-21,16645559999
2013-08-22,17232750000
2013-08-23,17122120000
2013-08-26,17249770000
2013-08-27,16262610000
2013-08-28,16279630000
2013-08-29,16713640000
2013-08-30,16790230000
2013-09-03,16883840000
2013-09-04,17283810000
2013-09-05,17232750000
2013-09-06,16926390000
2013-09-09,18517760000
2013-09-10,19258130000
2013-09-11,19079420000
2013-09-12,18866670000
2013-09-13,19121970000
2013-09-16,19700650000
2013-09-17,19845320000
2013-09-18,19836810000
2013-09-19,19955950000
2013-09-20,19828300000
2013-09-23,19845320000
2013-09-24,20219760000
2013-09-25,20262310000
2013-09-26,20432510000
2013-09-27,20058070000
2013-09-30,19957140000
2013-10-01,20481660000
2013-10-02,20515500000
2013-10-03,20760840000
2013-10-04,21310740000
2013-10-07,21023100000
2013-10-08,20498580000
2013-10-09,20515500000
2013-10-10,20735460000
2013-10-11,20642400000
2013-10-14,20397060000
2013-10-15,20320920000
2013-10-16,20659320000
2013-10-17,20972340000
2013-10-18,21158460000
2013-10-21,20887740000
2013-10-22,21564540000
2013-10-23,21666060000
2013-10-24,22266720000
2013-10-25,22258260000
2013-10-28,22114440000
2013-10-29,22292100000
2013-10-30,22402080000
2013-10-31,22317480000
2013-11-01,22588200000
2013-11-04,23214240000
2013-11-05,23231160000
2013-11-06,22740480000
2013-11-07,22571280000
2013-11-08,22748940000
2013-11-11,23239620000
2013-11-12,23789520000
2013-11-13,23510340000
2013-11-14,23637240000
2013-11-15,23789520000
2013-11-18,23789520000
2013-11-19,23561100000
2013-11-20,23442660000
2013-11-21,23721840000
2013-11-22,24195600000
2013-11-25,24677820000
2013-11-26,24567840000
2013-11-27,24821640000
2013-11-29,24517080000
2013-12-02,24534000000
2013-12-03,23730300000
2013-12-04,23358060000
2013-12-05,23637240000
2013-12-06,23882580000
2013-12-09,24432480000
2013-12-10,24339420000
2013-12-11,23400360000
2013-12-12,23865660000
2013-12-13,24001020000
2013-12-16,23620320000
2013-12-17,22791240000
2013-12-18,22935060000
2013-12-19,23273460000
2013-12-20,23307300000
2013-12-23,23324220000
2013-12-24,23552640000
2013-12-26,23586480000
2013-12-27,22867380000
2013-12-30,23002740000
2013-12-31,23184680000
2014-01-02,23378800000
2014-01-03,24670120000
2014-01-06,24720760000
2014-01-07,24290320000
2014-01-08,25151200000
2014-01-09,26214640000
2014-01-10,26560680000
2014-01-13,26096480000
2014-01-14,27016440000
2014-01-15,26586000000
2014-01-16,26653520000
2014-01-17,26223080000
2014-01-21,27075520000
2014-01-22,27716960000
2014-01-23,27430000000
2014-01-24,26256840000
2014-01-27,25817960000
2014-01-28,26079600000
2014-01-29,25252480000
2014-01-30,25809520000
2014-01-31,25834840000
2014-02-03,24796720000
2014-02-04,25269360000
2014-02-05,25336880000
2014-02-06,26071160000
2014-02-07,26712600000
2014-02-10,26341240000
2014-02-11,26510040000
2014-02-12,26273720000
2014-02-13,26459400000
2014-02-14,26450960000
2014-02-18,26096480000
2014-02-19,25801080000
2014-02-20,26872960000
2014-02-21,26805440000
2014-02-24,27387800000
2014-02-25,28054560000
2014-02-26,28282440000
2014-02-27,28122080000
2014-02-28,28029240000
2014-03-03,27505960000
2014-03-04,29075800000
2014-03-05,29303680000
2014-03-06,29852279999
2014-03-07,29843840000
2014-03-10,29683480000
2014-03-11,29472480000
2014-03-12,29118000000
2014-03-13,28341520000
2014-03-14,28797279999
2014-03-17,28864800000
2014-03-18,28755080000
2014-03-19,28468119999
2014-03-20,28392160000
2014-03-21,27624119999
2014-03-24,28122080000
2014-03-25,29058920000
2014-03-26,28662240000
2014-03-27,28805720000
2014-03-28,28299320000
2014-03-31,29140650000
2014-04-01,30065750000
2014-04-02,30023700000
2014-04-03,29746169999
2014-04-04,29107010000
2014-04-07,28585590000
2014-04-08,28181910000
2014-04-09,29207929999
2014-04-10,27761410000
2014-04-11,27349320000
2014-04-14,26684930000
2014-04-15,26836310000
2014-04-16,28274419999
2014-04-17,28392160000
2014-04-21,28543539999
2014-04-22,29392950000
2014-04-23,31192690000
2014-04-24,30889929999
2014-04-25,30334870000
2014-04-28,30141440000
2014-04-29,30898340000
2014-04-30,30974030000
2014-05-01,31217919999
2014-05-02,31310429999
2014-05-05,31579549999
2014-05-06,31697289999
2014-05-07,32159840000
2014-05-08,31705700000
2014-05-09,31680470000
2014-05-12,32504650000
2014-05-13,32613980000
2014-05-14,32328039999
2014-05-15,32067330000
2014-05-16,31840260000
2014-05-19,32285990000
2014-05-20,31815030000
2014-05-21,32243940000
2014-05-22,32487830000
2014-05-23,32933559999
2014-05-27,33185860000
2014-05-28,33867070000
2014-05-29,33757740000
2014-05-30,33564309999
2014-06-02,34287570000
2014-06-03,34607150000
2014-06-04,35464970000
2014-06-05,34901500000
2014-06-06,35515430000
2014-06-09,35212670000
2014-06-10,35254720000
2014-06-11,34237110000
2014-06-12,32378500000
2014-06-13,33000840000
2014-06-16,32664440000
2014-06-17,33211090000
2014-06-18,33429750000
2014-06-19,33320419999
2014-06-20,33278370000
2014-06-23,32857870000
2014-06-24,32437370000
2014-06-25,33093350000
2014-06-26,33051299999
2014-06-27,33076530000
2014-06-30,32292480000
2014-07-01,33618540000
2014-07-02,31892160000
2014-07-03,32192400000
2014-07-07,30774600000
2014-07-08,30390960000
2014-07-09,30824640000
2014-07-10,31233300000
2014-07-11,31049819999
2014-07-14,31174920000
2014-07-15,31717020000
2014-07-16,31583579999
2014-07-17,30499380000
2014-07-18,31008120000
2014-07-21,30983100000
2014-07-22,31425120000
2014-07-23,32651100000
2014-07-24,31750380000
2014-07-25,31742040000
2014-07-28,31850460000
2014-07-29,31425120000
2014-07-30,31558560000
2014-07-31,31241640000
2014-08-01,31341720000
2014-08-04,31091520000
2014-08-05,30215819999
2014-08-06,30040680000
2014-08-07,29698740000
2014-08-08,30224160000
2014-08-11,30599460000
2014-08-12,30449340000
2014-08-13,31083180000
2014-08-14,32025600000
2014-08-15,32134020000
2014-08-18,32951340000
2014-08-19,32976360000
2014-08-20,33793680000
2014-08-21,33284939999
2014-08-22,33701939999
2014-08-25,33793680000
2014-08-26,33276600000
2014-08-27,33493439999
2014-08-28,33268260000
2014-08-29,33009720000
2014-09-02,34135620000
2014-09-03,32375880000
2014-09-04,32767860000
2014-09-05,32709480000
2014-09-08,32559360000
2014-09-09,32375880000
2014-09-10,32984699999
2014-09-11,32993040000
2014-09-12,33101460000
2014-09-15,32692800000
2014-09-16,32959680000
2014-09-17,32475960000
2014-09-18,32892960000
2014-09-19,32225760000
2014-09-22,31650300000
2014-09-23,31441800000
2014-09-24,31408439999
2014-09-25,30574439999
2014-09-26,30457680000
2014-09-29,30024000000
2014-09-30,29823750000
2014-10-01,28792500000
2014-10-02,29106000000
2014-10-03,30483750000
2014-10-06,29790750000
2014-10-07,29097750000
2014-10-08,28718250000
2014-10-09,27810750000
2014-10-10,27150749999
2014-10-13,25492500000
2014-10-14,27051750000
2014-10-15,26713500000
2014-10-16,27489000000
2014-10-17,28371750000
2014-10-20,29733000000
2014-10-21,30920999999
2014-10-22,30772499999
2014-10-23,31284000000
2014-10-24,32538000000
2014-10-27,32793750000
2014-10-28,32868000000
2014-10-29,32653500000
2014-10-30,32290500000
2014-10-31,33189749999
2014-11-03,33503250000
2014-11-04,34914000000
2014-11-05,34542750000
2014-11-06,35392500000
2014-11-07,35219250000
2014-11-10,35780250000
2014-11-11,36168000000
2014-11-12,35805000000
2014-11-13,36366000000
2014-11-14,36093750000
2014-11-17,35829750000
2014-11-18,36951750000
2014-11-19,36671250000
2014-11-20,36267000000
2014-11-21,35549250000
2014-11-24,35895750000
2014-11-25,36366000000
2014-11-26,36498000000
2014-11-28,38502750000
2014-12-01,37636500000
2014-12-02,36852750000
2014-12-03,36918750000
2014-12-04,38296500000
2014-12-05,39006000000
2014-12-08,39055500000
2014-12-09,38222250000
2014-12-10,38131500000
2014-12-11,39872250000
2014-12-12,39336000000
2014-12-15,39435000000
2014-12-16,37438500000
2014-12-17,38090250000
2014-12-18,38585250000
2014-12-19,39088500000
2014-12-22,39113250000
2014-12-23,38882250000
2014-12-24,39641250000
2014-12-26,39921750000
2014-12-29,40243500000
2014-12-30,40614750000
2014-12-31,40237420000
2015-01-02,40229240000
2015-01-05,39558480000
2015-01-06,38625960000
2015-01-07,38421460000
2015-01-08,39419420000
2015-01-09,38347840000
2015-01-12,37677080000
2015-01-13,38126980000
2015-01-14,37063580000
2015-01-15,36850900000
2015-01-16,37497120000
2015-01-20,40221060000
2015-01-21,40229240000
2015-01-22,41472600000
2015-01-23,41358080000
2015-01-26,41022700000
2015-01-27,40229240000
2015-01-28,39640280000
2015-01-29,41071780000
2015-01-30,38699580000
2015-02-02,38045180000
2015-02-03,37636180000
2015-02-04,38413280000
2015-02-05,37742520000
2015-02-06,37227180000
2015-02-09,36360100000
2015-02-10,37071760000
2015-02-11,36793640000
2015-02-12,36654580000
2015-02-13,36401000000
2015-02-17,36613680000
2015-02-18,37030860000
2015-02-19,37562560000
2015-02-20,38805920000
2015-02-23,38601420000
2015-02-24,39288540000
2015-02-25,38315120000
2015-02-26,37562560000
2015-02-27,36417360000
2015-03-02,37129020000
2015-03-03,37448040000
2015-03-04,36932700000
2015-03-05,36311020000
2015-03-06,35812040000
2015-03-09,36458260000
2015-03-10,35517560000
2015-03-11,36008360000
2015-03-12,37079940000
2015-03-13,37219000000
2015-03-16,37758880000
2015-03-17,38159700000
2015-03-18,37472580000
2015-03-19,38658680000
2015-03-20,38789560000
2015-03-23,38102440000
2015-03-24,37652540000
2015-03-25,36417360000
2015-03-26,36065620000
2015-03-27,36711840000
2015-03-30,37268080000
2015-03-31,36102880000
2015-04-01,34737780000
2015-04-02,33926750000
2015-04-06,33533280000
2015-04-07,33436920000
2015-04-08,34761870000
2015-04-09,34641420000
2015-04-10,34713690000
2015-04-13,34585210000
2015-04-14,34593240000
2015-04-15,35492600000
2015-04-16,36126970000
2015-04-17,35942280000
2015-04-20,36721190000
2015-04-21,37122690000
2015-04-22,37363590000
2015-04-23,37283290000
2015-04-24,37724940000
2015-04-27,37299350000
2015-04-28,37098600000
2015-04-29,36159090000
2015-04-30,35845920000
2015-05-01,36664980000
2015-05-04,36367870000
2015-05-05,35251700000
2015-05-06,35380180000
2015-05-07,36424080000
2015-05-08,37074510000
2015-05-11,37588430000
2015-05-12,37018300000
2015-05-13,37564340000
2015-05-14,38062200000
2015-05-15,37741000000
2015-05-18,38038110000
2015-05-19,37106630000
2015-05-20,35026860000
2015-05-21,35131250000
2015-05-22,34673540000
2015-05-26,33605550000
2015-05-27,34151590000
2015-05-28,33926750000
2015-05-29,34464760000
2015-06-01,35613050000
2015-06-02,34697630000
2015-06-03,34721720000
2015-06-04,34464760000
2015-06-05,34448700000
2015-06-08,32722250000
2015-06-09,32698160000
2015-06-10,32971180000
2015-06-11,32762399999
2015-06-12,33035420000
2015-06-15,32682100000
2015-06-16,32577710000
2015-06-17,32762399999
2015-06-18,33204050000
2015-06-19,33717970000
2015-06-22,34472790000
2015-06-23,34609300000
2015-06-24,34255979999
2015-06-25,34207800000
2015-06-26,34007050000
2015-06-29,33019359999
2015-06-30,32371040000
2015-07-01,31732760000
2015-07-02,31520000000
2015-07-06,31898239999
2015-07-07,32449840000
2015-07-08,31653960000
2015-07-09,31953399999
2015-07-10,33458480000
2015-07-13,34175559999
2015-07-14,34404080000
2015-07-15,34664120000
2015-07-16,35042360000
2015-07-17,35412720000
2015-07-20,34742920000
2015-07-21,35184200000
2015-07-22,35633360000
2015-07-23,35586080000
2015-07-24,34750800000
2015-07-27,34616840000
2015-07-28,35389080000
2015-07-29,34813840000
2015-07-30,34695640000
2015-07-31,34939920000
2015-08-03,36035240000
2015-08-04,36523800000
2015-08-05,36484400000
2015-08-06,36279520000
2015-08-07,36523800000
2015-08-10,36500160000
2015-08-11,37114800000
2015-08-12,36720800000
2015-08-13,37390600000
2015-08-14,37532440000
2015-08-17,37816120000
2015-08-18,37319680000
2015-08-19,37099040000
2015-08-20,36019480000
2015-08-21,34356800000
2015-08-24,33214200000
2015-08-25,32599559999
2015-08-26,34435600000
2015-08-27,34561680000
2015-08-28,34624720000
2015-08-31,34498640000
2015-09-01,34490760000
2015-09-02,36240120000
2015-09-03,35507280000
2015-09-04,35775200000
2015-09-08,36712920000
2015-09-09,36255880000
2015-09-10,36634120000
2015-09-11,36972960000
2015-09-14,36949320000
2015-09-15,36949320000
2015-09-16,37106920000
2015-09-17,37422120000
2015-09-18,36775960000
2015-09-21,37233000000
2015-09-22,36610480000
2015-09-23,36712920000
2015-09-24,36177080000
2015-09-25,36279520000
2015-09-28,35192080000
2015-09-29,34703520000
2015-09-30,34908860000
2015-10-01,35328980000
2015-10-02,34908860000
2015-10-05,36534880000
2015-10-06,35080020000
2015-10-07,35780220000
2015-10-08,35756880000
2015-10-09,36729380000
2015-10-12,37733000000
2015-10-13,37133940000
2015-10-14,37803020000
2015-10-15,38067540000
2015-10-16,38215360000
2015-10-19,39110060000
2015-10-20,39016700000
2015-10-21,38464320000
2015-10-22,39530180000
2015-10-23,39678000000
2015-10-26,39926960000
2015-10-27,39576860000
2015-10-28,39008920000
2015-10-29,39289000000
2015-10-30,39553520000
2015-11-02,39444600000
2015-11-03,39678000000
2015-11-04,39413480000
2015-11-05,39320120000
2015-11-06,39833600000
2015-11-09,39390140000
2015-11-10,39133400000
2015-11-11,38884440000
2015-11-12,38884440000
2015-11-13,38114220000
2015-11-16,37289540000
2015-11-17,37165060000
2015-11-18,37149500000
2015-11-19,37740780000
2015-11-20,37935280000
2015-11-23,37919720000
2015-11-24,36752720000
2015-11-25,36464860000
2015-11-27,36674920000
2015-11-30,36145880000
2015-12-01,37087260000
2015-12-02,37600740000
2015-12-03,37515160000
2015-12-04,38728840000
2015-12-07,40284840000
2015-12-08,39110060000
2015-12-09,38518780000
2015-12-10,39895840000
2015-12-11,38339840000
2015-12-14,39040040000
2015-12-15,39794700000
2015-12-16,40549360000
2015-12-17,39701340000
2015-12-18,38868880000
2015-12-21,40035880000
2015-12-22,40261500000
2015-12-23,40253720000
2015-12-24,40658280000
2015-12-28,40417100000
2015-12-29,40588260000
2015-12-30,39810260000
2015-12-31,39234060000
2016-01-04,37662840000
2016-01-05,37593180000
2016-01-06,37871820000
2016-01-07,36378000000
2016-01-08,36076140000
2016-01-11,36176760000
2016-01-12,36347040000
2016-01-13,34783560000
2016-01-14,35093160000
2016-01-15,34443000000
2016-01-19,35573040000
2016-01-20,35364060000
2016-01-21,36006480000
2016-01-22,36192240000
2016-01-25,35557560000
2016-01-26,35689140000
2016-01-27,34613280000
2016-01-28,33436800000
2016-01-29,34280460000
2016-02-01,34992540000
2016-02-02,33754140000
2016-02-03,33901199999
2016-02-04,34086960000
2016-02-05,32515740000
2016-02-08,31555980000
2016-02-09,32492519999
2016-02-10,33490980000
2016-02-11,33049800000
2016-02-12,33274260000
2016-02-16,34504920000
2016-02-17,35681400000
2016-02-18,35960040000
2016-02-19,36161280000
2016-02-22,37786680000
2016-02-23,37887300000
2016-02-24,37879560000
2016-02-25,38080800000
2016-02-26,37043640000
2016-02-29,37337760000
2016-03-01,37848600000
2016-03-02,37577700000
2016-03-03,37763460000
2016-03-04,37670580000
2016-03-07,37453860000
2016-03-08,35774280000
2016-03-09,36176760000
2016-03-10,36378000000
2016-03-11,36912060000
2016-03-14,37066860000
2016-03-15,36966240000
2016-03-16,37747980000
2016-03-17,37631880000
2016-03-18,38738700000
2016-03-21,38792880000
2016-03-22,38227860000
2016-03-23,37856340000
2016-03-24,37028160000
2016-03-28,37306800000
2016-03-29,38026620000
2016-03-30,38181420000
2016-03-31,36899440000
2016-04-01,35633580000
2016-04-04,35739700000
2016-04-05,35747280000
2016-04-06,35777600000
2016-04-07,34716400000
2016-04-08,35087820000
2016-04-11,35284900000
2016-04-12,35345540000
2016-04-13,36414320000
2016-04-14,36755420000
2016-04-15,36005000000
2016-04-18,35284900000
2016-04-19,35527460000
2016-04-20,35322800000
2016-04-21,34087260000
2016-04-22,33821959999
2016-04-25,33298940000
2016-04-26,33041220000
2016-04-27,33117020000
2016-04-28,32487880000
2016-04-29,31585860000
2016-05-02,31964860000
2016-05-03,32533360000
2016-05-04,31403940000
2016-05-05,31646500000
2016-05-06,31866320000
2016-05-09,32139200000
2016-05-10,32556100000
2016-05-11,32063399999
2016-05-12,31131060000
2016-05-13,31532800000
2016-05-16,32594000000
2016-05-17,33101860000
2016-05-18,33245880000
2016-05-19,32669800000
2016-05-20,32669800000
2016-05-23,32556100000
2016-05-24,33071540000
2016-05-25,32973000000
2016-05-26,32412080000
2016-05-27,32684959999
2016-05-31,32942680000
2016-06-01,32980580000
2016-06-02,32177100000
2016-06-03,31510060000
2016-06-06,31290240000
2016-06-07,31911800000
2016-06-08,31722300000
2016-06-09,32139200000
2016-06-10,31866320000
2016-06-13,30752060000
2016-06-14,29645380000
2016-06-15,29478620000
2016-06-16,28819160000
2016-06-17,28811580000
2016-06-20,28872220000
2016-06-21,29311860000
2016-06-22,29220899999
2016-06-23,29038980000
2016-06-24,26666440000
2016-06-27,25286880000
2016-06-28,26279860000
2016-06-29,27469920000
2016-06-30,26958200000
2016-07-01,27209800000
2016-07-05,26358800000
2016-07-06,26329200000
2016-07-07,26913800000
2016-07-08,27653800000
2016-07-11,28208800000
2016-07-12,29755400000
2016-07-13,29274400000
2016-07-14,30325199999
2016-07-15,29585199999
2016-07-18,29674000000
2016-07-19,29992200000
2016-07-20,29755400000
2016-07-21,28504800000
2016-07-22,28830400000
2016-07-25,28830400000
2016-07-26,28882200000
2016-07-27,28519600000
2016-07-28,29126400000
2016-07-29,28675000000
2016-08-01,29215199999
2016-08-02,26928600000
2016-08-03,26995199999
