,UK
2024-02-20,1568963.4
2024-02-21,1645498.2
2024-02-22,1537073.9
2024-02-23,1422271.7
2024-02-26,1473294.9
2024-02-27,1460539.1
2024-02-28,1454161.2
2024-02-29,1466917.0
2024-03-01,1492428.6
2024-03-04,1639120.3
2024-03-05,1556207.6
2024-03-06,1473294.9
2024-03-07,1594475.0
2024-03-08,1594475.0
2024-03-11,1855968.9
2024-03-12,1581719.2
2024-03-13,1588097.1
2024-03-14,1568963.4
2024-03-15,1524318.1
2024-03-18,1409515.9
2024-03-19,1479672.8
2024-03-20,1460539.1
2024-03-21,1466917.0
2024-03-22,1486050.7
2024-03-25,1422271.7
2024-03-26,1205423.1
2024-03-27,1352114.8
2024-03-28,1447783.3
2024-04-01,1435027.5
2024-04-02,1403138.0
2024-04-03,1390382.2
2024-04-04,1435027.5
2024-04-05,1345736.9
2024-04-08,1371248.5
2024-04-09,1332981.1
2024-04-10,1332981.1
2024-04-11,1313847.4
2024-04-12,1320225.3
2024-04-15,1301091.6
2024-04-16,1371248.5
2024-04-17,1377626.4
2024-04-18,1409515.9
2024-04-19,1454161.2
2024-04-22,1466917.0
2024-04-23,1447783.3
2024-04-24,1403138.0
2024-04-25,1466917.0
2024-04-26,1422271.7
2024-04-29,1307469.5
2024-04-30,1294713.7
2024-05-01,1294713.7
2024-05-02,1339359.0
2024-05-03,1288335.8
2024-05-06,1294713.7
2024-05-07,1262824.2
2024-05-08,1230934.7
2024-05-09,1218178.9
2024-05-10,1243690.5
2024-05-13,1237312.6
2024-05-14,1364870.6
2024-05-15,1332981.1
2024-05-16,1332981.1
2024-05-17,1384004.3
2024-05-20,1384004.3
2024-05-21,1307469.5
2024-05-22,1313847.4
2024-05-23,1460539.1
2024-05-24,1294713.7
2024-05-28,1384004.3
2024-05-29,1352114.8
2024-05-30,1454161.2
2024-05-31,1377626.4
2024-06-03,1415893.8
2024-06-04,1313847.4
2024-06-05,1313847.4
2024-06-06,1243690.5
2024-06-07,1243690.5
2024-06-10,1237312.6
2024-06-11,1288335.8
2024-06-12,1307469.5
2024-06-13,1313847.4
2024-06-14,1269202.1
2024-06-17,1250068.4
2024-06-18,1269202.1
2024-06-20,1256446.3
2024-06-21,1269202.1
2024-06-24,1294713.7
2024-06-25,1262824.2
2024-06-26,1243690.5
2024-06-27,1230934.7
2024-06-28,1275580.0
2024-07-01,1256446.3
2024-07-02,1256446.3
2024-07-03,1230934.7
2024-07-05,1218178.9
2024-07-08,1224556.8
2024-07-09,1218178.9
2024-07-10,1237312.6
2024-07-11,1320225.3
2024-07-12,1294713.7
2024-07-15,1269202.1
2024-07-16,1269202.1
2024-07-17,1269202.1
2024-07-18,1262824.2
2024-07-19,1262824.2
2024-07-22,1250068.4
2024-07-23,1262824.2
2024-07-24,1243690.5
2024-07-25,1243690.5
2024-07-26,1205423.1
2024-07-29,1211801.0
2024-07-30,1179911.5
2024-07-31,1154399.9
2024-08-01,1096998.8
2024-08-02,1058731.4
2024-08-05,988574.5
2024-08-06,1014086.1
2024-08-07,988574.5
2024-08-08,969440.8
2024-08-09,943929.2
