,WST
2023-09-12,29260826000
2023-09-13,29368561000
2023-09-14,29563970000
2023-09-15,29287574000
2023-09-18,29318780000
2023-09-19,29170923000
2023-09-20,28556462000
2023-09-21,27810490000
2023-09-22,27677493000
2023-09-25,27907080000
2023-09-26,27892220000
2023-09-27,27875874000
2023-09-28,28165644000
2023-09-29,27878103000
2023-10-02,27459978000
2023-10-03,27330303000
2023-10-04,27697097999
2023-10-05,27619293000
2023-10-06,27977196000
2023-10-09,28373631000
2023-10-10,28697447999
2023-10-11,29062761000
2023-10-12,28525536000
2023-10-13,28532946000
2023-10-16,28588521000
2023-10-17,28645578000
2023-10-18,27791205000
2023-10-19,27367353000
2023-10-20,26947206000
2023-10-23,27457755000
2023-10-24,27396252000
2023-10-25,26527800000
2023-10-26,24254412000
2023-10-27,23780172000
2023-10-30,23701626000
2023-10-31,23585289000
2023-11-01,23836488000
2023-11-02,24287016000
2023-11-03,24823500000
2023-11-06,24677522999
2023-11-07,24482640000
2023-11-08,25586730000
2023-11-09,24900564000
2023-11-10,25316265000
2023-11-13,25055433000
2023-11-14,25748268000
2023-11-15,25637118000
2023-11-16,25507443000
2023-11-17,25397775000
2023-11-20,25863122999
2023-11-21,26119509000
2023-11-22,26021697000
2023-11-24,26176566000
2023-11-27,26223990000
2023-11-28,26114322000
2023-11-29,25854972000
2023-11-30,25991316000
2023-12-01,26067639000
2023-12-04,26000208000
2023-12-05,25451127000
2023-12-06,25411113000
2023-12-07,25282179000
2023-12-08,25359984000
2023-12-11,25500033000
2023-12-12,25769757000
2023-12-13,26652288000
2023-12-14,26528541000
2023-12-15,26542620000
2023-12-18,26395161000
2023-12-19,26550771000
2023-12-20,25897209000
2023-12-21,26213616000
2023-12-22,26300313000
2023-12-26,26478894000
2023-12-27,26370708000
2023-12-28,26300313000
2023-12-29,26092092000
2024-01-02,25628715000
2024-01-03,24862845000
2024-01-04,25013520000
2024-01-05,24951780000
2024-01-08,25860975000
2024-01-09,25676490000
2024-01-10,26251260000
2024-01-11,26065305000
2024-01-12,25487595000
2024-01-16,25467750000
2024-01-17,24953985000
2024-01-18,25200945000
2024-01-19,25191390000
2024-01-22,25512585000
2024-01-23,25844805000
2024-01-24,25630185000
2024-01-25,26035170000
2024-01-26,26559960000
2024-01-29,27231750000
2024-01-30,27642615000
2024-01-31,27417704999
2024-02-01,28040250000
2024-02-02,28004970000
2024-02-05,29225070000
2024-02-06,29272845000
2024-02-07,30355500000
2024-02-08,30201150000
2024-02-09,30108540000
2024-02-12,29887305000
2024-02-13,29296365000
2024-02-14,30001965000
2024-02-15,25776450000
2024-02-16,26610675000
2024-02-20,25738230000
2024-02-21,26180700000
2024-02-22,26452650000
2024-02-23,27006840000
2024-02-26,26701815000
2024-02-27,26334315000
2024-02-28,26262285000
2024-02-29,26339460000
2024-03-01,26365920000
2024-03-04,26371065000
2024-03-05,25868325000
2024-03-06,26041785000
2024-03-07,26618760000
2024-03-08,26382825000
2024-03-11,26277720000
2024-03-12,27782265000
2024-03-13,28352625000
2024-03-14,29355165000
2024-03-15,28490070000
2024-03-18,29085420000
2024-03-19,29083215000
2024-03-20,28966350000
2024-03-21,29097915000
2024-03-22,28953120000
2024-03-25,28546665000
2024-03-26,28534170000
2024-03-27,28966350000
2024-03-28,29084685000
2024-04-01,29101590000
2024-04-02,28510650000
2024-04-03,28455525000
2024-04-04,28379820000
2024-04-05,28961204999
2024-04-08,28854630000
2024-04-09,28839930000
2024-04-10,28648095000
2024-04-11,28487130000
2024-04-12,27930000000
2024-04-15,27842535000
2024-04-16,27891780000
2024-04-17,27735960000
2024-04-18,27733755000
2024-04-19,27344940000
2024-04-22,27588225000
2024-04-23,28679700000
2024-04-24,28351155000
2024-04-25,27061230000
2024-04-26,26491605000
2024-04-29,26049135000
2024-04-30,26274780000
2024-05-01,26712105000
2024-05-02,27081810000
2024-05-03,26828970000
2024-05-06,26940690000
2024-05-07,27073725000
2024-05-08,26949510000
2024-05-09,26870865000
2024-05-10,26767965000
2024-05-13,26325495000
2024-05-14,26054280000
2024-05-15,25836720000
2024-05-16,26027085000
2024-05-17,26139540000
2024-05-20,25192860000
2024-05-21,24770235000
2024-05-22,24570315000
2024-05-23,24151365000
2024-05-24,24377010000
2024-05-28,24069045000
2024-05-29,23729475000
2024-05-30,24190320000
2024-05-31,24358635000
2024-06-03,24161655000
2024-06-04,23403870000
2024-06-05,23350215000
2024-06-06,23167200000
2024-06-07,23128980000
2024-06-10,23509710000
2024-06-11,24120495000
2024-06-12,24873870000
2024-06-13,24717315000
2024-06-14,24493875000
2024-06-17,24701880000
2024-06-18,23672145000
2024-06-20,24155040000
2024-06-21,24457860000
2024-06-24,24328500000
2024-06-25,23784600000
2024-06-26,23790480000
2024-06-27,24163860000
2024-06-28,24210165000
2024-07-01,23854425000
2024-07-02,23711100000
2024-07-03,23586150000
2024-07-05,23708160000
2024-07-08,23518530000
2024-07-09,23419305000
2024-07-10,23619225000
2024-07-11,24497550000
2024-07-12,23739030000
2024-07-15,23528085000
2024-07-16,24189585000
2024-07-17,24037440000
2024-07-18,23250990000
2024-07-19,23367120000
2024-07-22,23215460000
2024-07-23,23081140000
2024-07-24,23635210000
2024-07-25,20232680000
2024-07-26,20787480000
2024-07-29,21032760000
2024-07-30,21864230000
2024-07-31,22350410000
2024-08-01,22068630000
2024-08-02,21920439999
2024-08-05,22016800000
2024-08-06,22225580000
2024-08-07,21445210000
2024-08-08,21390460000
2024-08-09,21013050000
