,WST
2005-01-26,783286200
2005-01-27,794318400
2005-01-28,791253900
2005-01-31,799834500
2005-02-01,821286000
2005-02-02,807189300
2005-02-03,809028000
2005-02-04,809028000
2005-02-07,813318300
2005-02-08,811479600
2005-02-09,801673200
2005-02-10,796770000
2005-02-11,806576400
2005-02-14,807189300
2005-02-15,823737600
2005-02-16,826189200
2005-02-17,820060200
2005-02-18,812705400
2005-02-22,812705400
2005-02-23,782673300
2005-02-24,772254000
2005-02-25,792479700
2005-02-28,787576500
2005-03-01,784512000
2005-03-02,782673300
2005-03-03,774705600
2005-03-04,791866800
2005-03-07,783899100
2005-03-08,763060500
2005-03-09,759383100
2005-03-10,743447700
2005-03-11,742221900
2005-03-14,738544500
2005-03-15,735480000
2005-03-16,728738100
2005-03-17,738544500
2005-03-18,733028400
2005-03-21,735480000
2005-03-22,721383300
2005-03-23,713415600
2005-03-24,726899400
2005-03-28,725673600
2005-03-29,729963900
2005-03-30,757544400
2005-03-31,740374200
2005-04-01,731080800
2005-04-04,760819680
2005-04-05,765776160
2005-04-06,734178600
2005-04-07,760819680
2005-04-08,740374200
2005-04-11,745330680
2005-04-12,770113080
2005-04-13,749048040
2005-04-14,733559040
2005-04-15,731080800
2005-04-18,724265640
2005-04-19,734178600
2005-04-20,716211360
2005-04-21,824014800
2005-04-22,824634360
2005-04-25,813482280
2005-04-26,800471520
2005-04-27,825253920
2005-04-28,807286680
2005-04-29,815960520
2005-05-02,838264680
2005-05-03,855612360
2005-05-04,854992800
2005-05-05,864905760
2005-05-06,859949280
2005-05-09,889068600
2005-05-10,881633880
2005-05-11,882253440
2005-05-12,865525320
2005-05-13,847558080
2005-05-16,861188400
2005-05-17,868003560
2005-05-18,879775200
2005-05-19,879155640
2005-05-20,870481800
2005-05-23,872340480
2005-05-24,867384000
2005-05-25,856231920
2005-05-26,874199160
2005-05-27,864905760
2005-05-31,862427520
2005-06-01,863047080
2005-06-02,856231920
2005-06-03,849416760
2005-06-06,850655880
2005-06-07,852514560
2005-06-08,856231920
2005-06-09,868623120
2005-06-10,863666640
2005-06-13,876057840
2005-06-14,885351240
2005-06-15,895264200
2005-06-16,885351240
2005-06-17,881014320
2005-06-20,880394760
2005-06-21,878536080
2005-06-22,884112120
2005-06-23,882873000
2005-06-24,866764440
2005-06-27,867384000
2005-06-28,882873000
2005-06-29,876677400
2005-06-30,879232040
2005-07-01,880485400
2005-07-05,896152400
2005-07-06,890512280
2005-07-07,893019000
2005-07-08,908686000
2005-07-11,908686000
2005-07-12,908686000
2005-07-13,880485400
2005-07-14,863565040
2005-07-15,872965240
2005-07-18,862938360
2005-07-19,862938360
2005-07-20,871085200
2005-07-21,827844280
2005-07-22,855418200
2005-07-25,859178280
2005-07-26,846018000
2005-07-27,849151400
2005-07-28,849778080
2005-07-29,861685000
2005-08-01,853538160
2005-08-02,871711880
2005-08-03,861685000
2005-08-04,848524720
2005-08-05,847898040
2005-08-08,838497840
2005-08-09,842884600
2005-08-10,830351000
2005-08-11,846018000
2005-08-12,834111080
2005-08-15,847271360
2005-08-16,823457520
2005-08-17,824710880
2005-08-18,815937360
2005-08-19,815937360
2005-08-22,831604360
2005-08-23,840377880
2005-08-24,842884600
2005-08-25,849151400
2005-08-26,839751200
2005-08-29,852911480
2005-08-30,869205160
2005-08-31,888632240
2005-09-01,881112080
2005-09-02,889885600
2005-09-06,911819400
2005-09-07,901792520
2005-09-08,905552600
2005-09-09,910566040
2005-09-12,908686000
2005-09-13,890512280
2005-09-14,889885600
2005-09-15,894272360
2005-09-16,914952800
2005-09-19,901792520
2005-09-20,906805960
2005-09-21,886125520
2005-09-22,908686000
2005-09-23,910566040
2005-09-26,921219600
2005-09-27,924353000
2005-09-28,928739760
2005-09-29,935006560
2005-09-30,942458720
2005-10-03,936743000
2005-10-04,933567600
2005-10-05,903083760
2005-10-06,896097880
2005-10-07,901178520
2005-10-10,884666440
2005-10-11,872599920
2005-10-12,868789440
2005-10-13,870694680
2005-10-14,884031360
2005-10-17,868154360
2005-10-18,857358000
2005-10-19,870059600
2005-10-20,743678680
2005-10-21,754475040
2005-10-24,741138360
2005-10-25,733517400
2005-10-26,736057720
2005-10-27,740503280
2005-10-28,757650440
2005-10-31,761460920
2005-11-01,746854080
2005-11-02,766541560
2005-11-03,757015360
2005-11-04,755110120
2005-11-07,792579840
2005-11-08,800200800
2005-11-09,786864120
2005-11-10,790674600
2005-11-11,798295560
2005-11-14,806551600
2005-11-15,803376200
2005-11-16,803376200
2005-11-17,831319720
2005-11-18,822428600
2005-11-21,818618120
2005-11-22,800200800
2005-11-23,796390320
2005-11-25,802741120
2005-11-28,790674600
2005-11-29,783688720
2005-11-30,793214920
2005-12-01,797025400
2005-12-02,815442720
2005-12-05,809091920
2005-12-06,791309680
2005-12-07,781783480
2005-12-08,777973000
2005-12-09,783688720
2005-12-12,781148400
2005-12-13,779243160
2005-12-14,775432680
2005-12-15,774162520
2005-12-16,777973000
2005-12-19,775432680
2005-12-20,775432680
2005-12-21,796390320
2005-12-22,799565720
2005-12-23,801470960
2005-12-27,784958880
2005-12-28,791309680
2005-12-29,793850000
2005-12-30,795120160
2006-01-03,819762000
2006-01-04,802010000
2006-01-05,805180000
2006-01-06,804546000
2006-01-09,811520000
2006-01-10,819762000
2006-01-11,874920000
2006-01-12,917398000
2006-01-13,894574000
2006-01-17,930712000
2006-01-18,947830000
2006-01-19,964948000
2006-01-20,959876000
2006-01-23,957340000
2006-01-24,972556000
2006-01-25,962412000
2006-01-26,966850000
2006-01-27,980164000
2006-01-30,960510000
2006-01-31,968118000
2006-02-01,979530000
2006-02-02,959876000
2006-02-03,957340000
2006-02-06,947830000
2006-02-07,933882000
2006-02-08,926274000
2006-02-09,918032000
2006-02-10,921836000
2006-02-13,923104000
2006-02-14,934516000
2006-02-15,973190000
2006-02-16,1003622000
2006-02-17,996648000
2006-02-21,1006158000
2006-02-22,1021374000
2006-02-23,1039126000
2006-02-24,1039126000
2006-02-27,1030884000
2006-02-28,1023276000
2006-03-01,1039759999
2006-03-02,1037224000
2006-03-03,1036590000
2006-03-06,1015668000
2006-03-07,1007426000
2006-03-08,994746000
2006-03-09,990942000
2006-03-10,989040000
2006-03-13,988406000
2006-03-14,982700000
2006-03-15,989040000
2006-03-16,1000452000
2006-03-17,1008060000
2006-03-20,1011864000
2006-03-21,1023276000
2006-03-22,1034688000
2006-03-23,1046100000
2006-03-24,1054976000
2006-03-27,1055609999
2006-03-28,1046100000
2006-03-29,1080970000
2006-03-30,1083506000
2006-03-31,1113678720
2006-04-03,1100206800
2006-04-04,1116886320
2006-04-05,1123943040
2006-04-06,1124584560
2006-04-07,1123943040
2006-04-10,1101489840
2006-04-11,1086093360
2006-04-12,1084810320
2006-04-13,1084810320
2006-04-17,1073904480
2006-04-18,1090584000
2006-04-19,1091867040
2006-04-20,1090584000
2006-04-21,1070055360
2006-04-24,1079036640
2006-04-25,1079678160
2006-04-26,1084168800
2006-04-27,1123943040
2006-04-28,1142547120
2006-05-01,1154736000
2006-05-02,1166283360
2006-05-03,1170774000
2006-05-04,1170774000
2006-05-05,1201566960
2006-05-08,1184887440
2006-05-09,1195151760
2006-05-10,1212472800
2006-05-11,1170774000
2006-05-12,1155377520
2006-05-15,1154736000
2006-05-16,1159226640
2006-05-17,1152811440
2006-05-18,1134207360
2006-05-19,1143830160
2006-05-22,1133565840
2006-05-23,1117527840
2006-05-24,1116244800
2006-05-25,1123943040
2006-05-26,1115603280
2006-05-30,1079036640
2006-05-31,1091225520
2006-06-01,1131641280
2006-06-02,1127150640
2006-06-05,1090584000
2006-06-06,1096999200
2006-06-07,1089942480
2006-06-08,1111112640
2006-06-09,1103414400
2006-06-12,1087376400
2006-06-13,1108546560
2006-06-14,1188095040
2006-06-15,1156019040
2006-06-16,1113678720
2006-06-19,1095074640
2006-06-20,1097640720
2006-06-21,1105980480
2006-06-22,1085451840
2006-06-23,1061715600
2006-06-26,1109188080
2006-06-27,1105338960
2006-06-28,1128433680
2006-06-29,1166283360
2006-06-30,1168216000
2006-07-03,1159200000
2006-07-05,1162420000
2006-07-06,1155980000
2006-07-07,1128288000
2006-07-10,1108968000
2006-07-11,1110900000
2006-07-12,1087716000
2006-07-13,1046500000
2006-07-14,1031688000
2006-07-17,1034908000
2006-07-18,1058736000
2006-07-19,1128932000
2006-07-20,1179164000
2006-07-21,1207500000
2006-07-24,1264172000
2006-07-25,1233904000
2006-07-26,1228752000
2006-07-27,1197196000
2006-07-28,1233904000
2006-07-31,1249360000
2006-08-01,1239700000
2006-08-02,1212008000
2006-08-03,1242920000
2006-08-04,1208144000
2006-08-07,1200416000
2006-08-08,1156624000
2006-08-09,1171436000
2006-08-10,1194620000
2006-08-11,1200416000
2006-08-14,1178520000
2006-08-15,1216516000
2006-08-16,1236480000
2006-08-17,1228752000
2006-08-18,1231972000
2006-08-21,1237124000
2006-08-22,1236480000
2006-08-23,1235192000
2006-08-24,1245496000
2006-08-25,1230040000
2006-08-28,1248072000
2006-08-29,1264816000
2006-08-30,1259664000
2006-08-31,1284780000
2006-09-01,1320200000
2006-09-05,1333080000
2006-09-06,1313116000
2006-09-07,1279628000
2006-09-08,1286712000
2006-09-11,1315692000
2006-09-12,1349180000
2006-09-13,1351756000
2006-09-14,1362060000
2006-09-15,1347892000
2006-09-18,1332436000
2006-09-19,1262884000
2006-09-20,1277696000
2006-09-21,1257088000
2006-09-22,1235836000
2006-09-25,1254512000
2006-09-26,1283492000
2006-09-27,1286712000
2006-09-28,1284780000
2006-09-29,1264816000
2006-10-02,1259604000
2006-10-03,1252410000
2006-10-04,1268760000
2006-10-05,1304730000
2006-10-06,1314540000
2006-10-09,1316502000
2006-10-10,1334160000
2006-10-11,1307346000
2006-10-12,1352472000
2006-10-13,1356396000
2006-10-16,1378632000
2006-10-17,1381902000
2006-10-18,1370130000
2006-10-19,1377978000
2006-10-20,1368822000
2006-10-23,1368822000
2006-10-24,1371438000
2006-10-25,1402176000
2006-10-26,1404138000
2006-10-27,1386480000
2006-10-30,1398906000
2006-10-31,1374708000
2006-11-01,1332852000
2006-11-02,1459728000
2006-11-03,1466268000
2006-11-06,1512702000
2006-11-07,1538862000
2006-11-08,1610802000
2006-11-09,1589220000
2006-11-10,1603608000
2006-11-13,1590528000
2006-11-14,1632384000
2006-11-15,1650696000
2006-11-16,1663122000
2006-11-17,1638924000
2006-11-20,1664430000
2006-11-21,1621920000
2006-11-22,1595760000
2006-11-24,1632384000
2006-11-27,1570908000
2006-11-28,1563060000
2006-11-29,1583988000
2006-11-30,1605570000
2006-12-01,1582026000
2006-12-04,1608840000
2006-12-05,1630422000
2006-12-06,1624536000
2006-12-07,1606878000
2006-12-08,1638270000
2006-12-11,1635000000
2006-12-12,1614726000
2006-12-13,1638270000
2006-12-14,1659198000
2006-12-15,1670970000
2006-12-18,1635000000
2006-12-19,1661160000
2006-12-20,1645464000
2006-12-21,1648734000
2006-12-22,1659852000
2006-12-26,1683396000
2006-12-27,1704978000
2006-12-28,1696476000
2006-12-29,1675548000
2007-01-03,1669662000
2007-01-04,1704978000
2007-01-05,1653966000
2007-01-08,1678818000
2007-01-09,1546710000
2007-01-10,1528398000
2007-01-11,1550634000
2007-01-12,1576140000
2007-01-16,1571562000
2007-01-17,1571562000
2007-01-18,1546710000
2007-01-19,1557828000
2007-01-22,1542786000
2007-01-23,1545402000
2007-01-24,1553250000
2007-01-25,1527744000
2007-01-26,1523820000
2007-01-29,1549980000
2007-01-30,1557828000
2007-01-31,1587258000
2007-02-01,1592490000
2007-02-02,1611456000
2007-02-05,1604262000
2007-02-06,1596414000
2007-02-07,1593798000
2007-02-08,1593798000
2007-02-09,1576794000
2007-02-12,1591836000
2007-02-13,1579410000
2007-02-14,1566330000
2007-02-15,1546056000
2007-02-16,1517934000
2007-02-20,1556520000
2007-02-21,1566984000
2007-02-22,1568946000
2007-02-23,1546056000
2007-02-26,1546710000
2007-02-27,1497660000
2007-02-28,1480002000
2007-03-01,1487850000
2007-03-02,1473462000
2007-03-05,1448610000
2007-03-06,1505508000
2007-03-07,1507470000
2007-03-08,1383864000
2007-03-09,1382556000
2007-03-12,1406100000
2007-03-13,1361628000
2007-03-14,1389750000
2007-03-15,1417218000
2007-03-16,1403484000
2007-03-19,1455150000
2007-03-20,1458420000
2007-03-21,1481964000
2007-03-22,1517280000
2007-03-23,1496352000
2007-03-26,1510086000
2007-03-27,1516626000
2007-03-28,1506162000
2007-03-29,1503546000
2007-03-30,1517934000
2007-04-02,1523270000
2007-04-03,1525244000
2007-04-04,1545642000
2007-04-05,1532482000
2007-04-09,1539062000
2007-04-10,1541694000
2007-04-11,1518664000
2007-04-12,1537746000
2007-04-13,1529850000
2007-04-16,1555512000
2007-04-17,1550248000
2007-04-18,1506162000
2007-04-19,1513400000
2007-04-20,1550248000
2007-04-23,1517348000
2007-04-24,1518006000
2007-04-25,1521954000
2007-04-26,1709484000
2007-04-27,1632498000
2007-04-30,1637762000
2007-05-01,1645000000
2007-05-02,1660792000
2007-05-03,1694350000
2007-05-04,1703562000
2007-05-07,1708168000
2007-05-08,1706194000
2007-05-09,1708168000
2007-05-10,1648948000
2007-05-11,1675268000
2007-05-14,1632498000
2007-05-15,1619338000
2007-05-16,1623944000
2007-05-17,1591702000
2007-05-18,1600256000
2007-05-21,1618022000
2007-05-22,1655528000
2007-05-23,1650922000
2007-05-24,1644342000
2007-05-25,1630524000
2007-05-29,1612100000
2007-05-30,1637762000
2007-05-31,1673294000
2007-06-01,1689744000
2007-06-04,1709484000
2007-06-05,1681190000
2007-06-06,1638420000
2007-06-07,1602888000
2007-06-08,1670662000
2007-06-11,1664082000
2007-06-12,1607494000
2007-06-13,1601572000
2007-06-14,1582490000
2007-06-15,1590386000
2007-06-18,1596966000
2007-06-19,1594992000
2007-06-20,1582490000
2007-06-21,1618022000
2007-06-22,1611442000
2007-06-25,1592360000
2007-06-26,1571304000
2007-06-27,1585780000
2007-06-28,1572620000
2007-06-29,1550906000
2007-07-02,1611456000
2007-07-03,1629114000
2007-07-05,1632384000
2007-07-06,1642194000
2007-07-09,1668354000
2007-07-10,1665084000
2007-07-11,1670970000
2007-07-12,1693206000
2007-07-13,1695168000
2007-07-16,1680126000
2007-07-17,1691898000
2007-07-18,1668354000
2007-07-19,1653966000
2007-07-20,1617996000
2007-07-23,1606878000
2007-07-24,1541478000
2007-07-25,1582680000
2007-07-26,1575486000
2007-07-27,1544748000
2007-07-30,1549980000
2007-07-31,1513356000
2007-08-01,1520550000
2007-08-02,1393020000
2007-08-03,1313886000
2007-08-06,1339392000
2007-08-07,1301460000
2007-08-08,1274646000
2007-08-09,1312578000
2007-08-10,1370784000
2007-08-13,1406100000
2007-08-14,1391058000
2007-08-15,1389750000
2007-08-16,1380594000
2007-08-17,1405446000
2007-08-20,1391058000
2007-08-21,1384518000
2007-08-22,1376016000
2007-08-23,1339392000
2007-08-24,1331544000
2007-08-27,1325004000
2007-08-28,1302768000
2007-08-29,1320426000
2007-08-30,1303422000
2007-08-31,1309308000
2007-09-04,1315194000
2007-09-05,1324350000
2007-09-06,1320426000
2007-09-07,1311270000
2007-09-10,1291650000
2007-09-11,1272030000
2007-09-12,1255680000
2007-09-13,1258296000
2007-09-14,1258296000
2007-09-17,1248486000
2007-09-18,1279224000
2007-09-19,1312578000
2007-09-20,1314540000
2007-09-21,1343316000
2007-09-24,1359012000
2007-09-25,1379940000
2007-09-26,1414602000
2007-09-27,1415910000
2007-09-28,1362282000
2007-10-01,1333080000
2007-10-02,1313116000
2007-10-03,1288000000
2007-10-04,1286068000
2007-10-05,1295084000
2007-10-08,1282204000
2007-10-09,1294440000
2007-10-10,1307320000
2007-10-11,1318912000
2007-10-12,1349824000
2007-10-15,1340808000
2007-10-16,1338876000
2007-10-17,1349824000
2007-10-18,1340808000
2007-10-19,1288000000
2007-10-22,1251292000
2007-10-23,1270612000
2007-10-24,1283492000
2007-10-25,1295084000
2007-10-26,1315048000
2007-10-29,1311184000
2007-10-30,1308608000
2007-10-31,1331148000
2007-11-01,1241632000
2007-11-02,1248072000
2007-11-05,1293796000
2007-11-06,1286712000
2007-11-07,1262240000
2007-11-08,1271256000
2007-11-09,1277696000
2007-11-12,1271900000
2007-11-13,1288000000
2007-11-14,1271900000
2007-11-15,1259020000
2007-11-16,1264816000
2007-11-19,1222956000
2007-11-20,1207500000
2007-11-21,1190756000
2007-11-23,1194620000
2007-11-26,1187536000
2007-11-27,1186892000
2007-11-28,1228108000
2007-11-29,1213296000
2007-11-30,1210076000
2007-12-03,1193976000
2007-12-04,1169504000
2007-12-05,1163064000
2007-12-06,1198484000
2007-12-07,1206212000
2007-12-10,1202348000
2007-12-11,1192688000
2007-12-12,1202992000
2007-12-13,1227464000
2007-12-14,1219736000
2007-12-17,1206212000
2007-12-18,1236480000
2007-12-19,1244852000
2007-12-20,1253868000
2007-12-21,1287356000
2007-12-24,1303456000
2007-12-26,1298948000
2007-12-27,1299592000
2007-12-28,1305388000
2007-12-31,1307320000
2008-01-02,1299592000
2008-01-03,1289288000
2008-01-04,1259664000
2008-01-07,1283492000
2008-01-08,1240988000
2008-01-09,1287356000
2008-01-10,1283492000
2008-01-11,1320200000
2008-01-14,1333080000
2008-01-15,1336300000
2008-01-16,1351756000
2008-01-17,1338232000
2008-01-18,1293796000
2008-01-22,1268680000
2008-01-23,1278984000
2008-01-24,1242276000
2008-01-25,1221024000
2008-01-28,1236480000
2008-01-29,1230040000
2008-01-30,1235192000
2008-01-31,1259020000
2008-02-01,1278984000
2008-02-04,1257088000
2008-02-05,1235836000
2008-02-06,1224888000
2008-02-07,1200416000
2008-02-08,1222956000
2008-02-11,1235836000
2008-02-12,1233904000
2008-02-13,1223600000
2008-02-14,1201060000
2008-02-15,1215228000
2008-02-19,1226820000
2008-02-20,1246140000
2008-02-21,1345316000
2008-02-22,1309252000
2008-02-25,1347248000
2008-02-26,1342740000
2008-02-27,1417444000
2008-02-28,1405208000
2008-02-29,1329860000
2008-03-03,1307964000
2008-03-04,1307320000
2008-03-05,1299592000
2008-03-06,1266748000
2008-03-07,1278340000
2008-03-10,1254512000
2008-03-11,1275764000
2008-03-12,1257088000
2008-03-13,1308608000
2008-03-14,1289288000
2008-03-17,1281560000
2008-03-18,1365280000
2008-03-19,1382668000
2008-03-20,1407140000
2008-03-24,1441916000
2008-03-25,1418732000
2008-03-26,1413580000
2008-03-27,1396192000
2008-03-28,1382668000
2008-03-31,1433376000
2008-04-01,1462536000
2008-04-02,1472904000
2008-04-03,1452168000
2008-04-04,1450224000
2008-04-07,1481328000
2008-04-08,1470960000
2008-04-09,1451520000
2008-04-10,1455408000
2008-04-11,1422360000
2008-04-14,1450224000
2008-04-15,1443744000
2008-04-16,1482624000
2008-04-17,1454760000
2008-04-18,1520856000
2008-04-21,1497528000
2008-04-22,1487808000
2008-04-23,1485864000
2008-04-24,1515672000
2008-04-25,1508544000
2008-04-28,1524096000
2008-04-29,1522152000
2008-04-30,1520208000
2008-05-01,1570752000
2008-05-02,1519560000
2008-05-05,1493640000
2008-05-06,1481328000
2008-05-07,1496232000
2008-05-08,1465128000
2008-05-09,1474200000
2008-05-12,1492344000
2008-05-13,1496232000
2008-05-14,1514376000
2008-05-15,1486512000
2008-05-16,1501416000
2008-05-19,1495584000
2008-05-20,1506600000
2008-05-21,1505304000
2008-05-22,1530576000
2008-05-23,1503360000
2008-05-27,1539000000
2008-05-28,1515672000
2008-05-29,1544832000
2008-05-30,1536408000
2008-06-02,1524744000
2008-06-03,1522800000
2008-06-04,1531872000
2008-06-05,1549368000
2008-06-06,1516320000
2008-06-09,1505952000
2008-06-10,1512432000
2008-06-11,1483272000
2008-06-12,1529280000
2008-06-13,1553904000
2008-06-16,1551312000
2008-06-17,1544832000
2008-06-18,1526688000
2008-06-19,1471608000
2008-06-20,1428840000
2008-06-23,1452168000
2008-06-24,1413936000
2008-06-25,1435968000
2008-06-26,1413936000
2008-06-27,1421064000
2008-06-30,1402272000
2008-07-01,1421064000
2008-07-02,1411992000
2008-07-03,1386720000
2008-07-07,1383480000
2008-07-08,1428840000
2008-07-09,1413288000
2008-07-10,1402920000
2008-07-11,1412640000
2008-07-14,1393848000
2008-07-15,1391904000
2008-07-16,1397088000
2008-07-17,1428840000
2008-07-18,1424952000
2008-07-21,1413936000
2008-07-22,1456704000
2008-07-23,1441800000
2008-07-24,1484568000
2008-07-25,1481328000
2008-07-28,1467072000
2008-07-29,1492992000
2008-07-30,1494288000
2008-07-31,1487808000
2008-08-01,1496232000
2008-08-04,1487808000
2008-08-05,1664000000
2008-08-06,1565200000
2008-08-07,1550900000
2008-08-08,1608750000
2008-08-11,1607450000
2008-08-12,1607450000
2008-08-13,1608100000
2008-08-14,1626950000
2008-08-15,1654900000
2008-08-18,1602250000
2008-08-19,1591200000
2008-08-20,1562600000
2008-08-21,1564550000
2008-08-22,1595750000
2008-08-25,1561950000
2008-08-26,1590550000
2008-08-27,1595100000
2008-08-28,1628250000
2008-08-29,1586650000
2008-09-02,1616550000
2008-09-03,1603550000
2008-09-04,1569750000
2008-09-05,1576900000
2008-09-08,1628250000
2008-09-09,1615900000
2008-09-10,1623700000
2008-09-11,1608750000
2008-09-12,1569750000
2008-09-15,1547000000
2008-09-16,1612650000
2008-09-17,1563900000
2008-09-18,1608750000
2008-09-19,1678950000
2008-09-22,1638650000
2008-09-23,1601600000
2008-09-24,1613300000
2008-09-25,1626300000
2008-09-26,1640600000
2008-09-29,1604200000
2008-09-30,1596414000
2008-10-01,1611456000
2008-10-02,1515318000
2008-10-03,1456458000
2008-10-06,1442070000
2008-10-07,1425066000
2008-10-08,1383210000
2008-10-09,1258950000
2008-10-10,1273338000
2008-10-13,1377978000
2008-10-14,1331544000
2008-10-15,1272684000
2008-10-16,1351818000
2008-10-17,1321080000
2008-10-20,1405446000
2008-10-21,1355088000
2008-10-22,1301460000
2008-10-23,1290342000
2008-10-24,1238022000
2008-10-27,1188972000
2008-10-28,1209900000
2008-10-29,1237368000
2008-10-30,1256988000
2008-10-31,1305384000
2008-11-03,1313232000
2008-11-04,1209900000
2008-11-05,1178508000
2008-11-06,1168698000
2008-11-07,1170006000
2008-11-10,1157580000
2008-11-11,1143846000
2008-11-12,1113108000
2008-11-13,1183086000
2008-11-14,1149732000
2008-11-17,1147770000
2008-11-18,1155618000
2008-11-19,1101990000
2008-11-20,1018278000
2008-11-21,1035282000
2008-11-24,1137306000
2008-11-25,1115724000
2008-11-26,1149078000
2008-11-28,1160850000
2008-12-01,1080408000
2008-12-02,1118994000
2008-12-03,1141230000
2008-12-04,1135344000
2008-12-05,1194858000
2008-12-08,1230828000
2008-12-09,1204668000
2008-12-10,1218402000
2008-12-11,1190934000
2008-12-12,1177200000
2008-12-15,1153656000
2008-12-16,1224288000
2008-12-17,1235406000
2008-12-18,1248486000
2008-12-19,1230828000
2008-12-22,1192242000
2008-12-23,1173930000
2008-12-24,1173930000
2008-12-26,1199436000
2008-12-29,1173930000
2008-12-30,1230828000
2008-12-31,1235406000
2009-01-02,1246524000
2009-01-05,1213170000
2009-01-06,1186356000
2009-01-07,1135344000
2009-01-08,1150386000
2009-01-09,1108530000
2009-01-12,1106568000
2009-01-13,1132074000
2009-01-14,1084986000
2009-01-15,1094796000
2009-01-16,1092180000
2009-01-20,1031358000
2009-01-21,1094796000
2009-01-22,1086948000
2009-01-23,1069290000
2009-01-26,1094796000
2009-01-27,1118340000
2009-01-28,1122918000
2009-01-29,1092180000
2009-01-30,1086294000
2009-02-02,1120956000
2009-02-03,1113108000
2009-02-04,1131420000
2009-02-05,1137306000
2009-02-06,1144500000
2009-02-09,1113108000
2009-02-10,1095450000
2009-02-11,1117032000
2009-02-12,1132728000
2009-02-13,1139922000
2009-02-17,1110492000
2009-02-18,1097412000
2009-02-19,1034628000
2009-02-20,1016970000
2009-02-23,1013700000
2009-02-24,1049670000
2009-02-25,1027434000
2009-02-26,1001928000
2009-02-27,1003890000
2009-03-02,970536000
2009-03-03,964650000
2009-03-04,992118000
2009-03-05,947646000
2009-03-06,944376000
2009-03-09,919524000
2009-03-10,966612000
2009-03-11,959418000
2009-03-12,993426000
2009-03-13,1018278000
2009-03-16,984270000
2009-03-17,1008468000
2009-03-18,1040514000
2009-03-19,1026780000
2009-03-20,1022856000
2009-03-23,1084986000
2009-03-24,1060134000
2009-03-25,1083678000
2009-03-26,1133382000
2009-03-27,1090218000
2009-03-30,1068636000
2009-03-31,1076496000
2009-04-01,1073216000
2009-04-02,1105360000
2009-04-03,1096176000
2009-04-06,1092896000
2009-04-07,1061408000
2009-04-08,1074528000
2009-04-09,1112576000
2009-04-13,1110608000
2009-04-14,1100768000
2009-04-15,1105360000
2009-04-16,1119792000
2009-04-17,1134224000
2009-04-20,1089616000
2009-04-21,1093552000
2009-04-22,1081088000
2009-04-23,1054847999
2009-04-24,1071904000
2009-04-27,1074528000
2009-04-28,1088304000
2009-04-29,1101424000
2009-04-30,1070592000
2009-05-01,1059439999
2009-05-04,1088960000
2009-05-05,1090272000
2009-05-06,1088304000
2009-05-07,1079776000
2009-05-08,1103392000
2009-05-11,1098144000
2009-05-12,1115200000
2009-05-13,1095520000
2009-05-14,1087648000
2009-05-15,1072560000
2009-05-18,1096832000
2009-05-19,1088960000
2009-05-20,1067312000
2009-05-21,1044352000
2009-05-22,1052224000
2009-05-26,1069935999
2009-05-27,1058784000
2009-05-28,1044352000
2009-05-29,1060096000
2009-06-01,1087648000
2009-06-02,1115856000
2009-06-03,1115200000
2009-06-04,1110608000
2009-06-05,1098144000
2009-06-08,1085024000
2009-06-09,1082400000
2009-06-10,1103392000
2009-06-11,1119792000
2009-06-12,1122416000
2009-06-15,1121104000
2009-06-16,1116512000
2009-06-17,1126352000
2009-06-18,1132912000
2009-06-19,1133568000
2009-06-22,1104704000
2009-06-23,1091584000
2009-06-24,1102080000
2009-06-25,1124384000
2009-06-26,1138160000
2009-06-29,1142096000
2009-06-30,1146894000
2009-07-01,1155448000
2009-07-02,1108730000
2009-07-06,1104124000
2009-07-07,1090306000
2009-07-08,1094912000
2009-07-09,1067934000
2009-07-10,1061353999
2009-07-13,1080436000
2009-07-14,1071882000
2009-07-15,1098860000
2009-07-16,1111362000
2009-07-17,1127812000
2009-07-20,1120574000
2009-07-21,1134392000
2009-07-22,1129786000
2009-07-23,1155448000
2009-07-24,1173872000
2009-07-27,1185058000
2009-07-28,1192954000
2009-07-29,1181110000
2009-07-30,1200850000
2009-07-31,1200850000
2009-08-03,1227170000
2009-08-04,1302840000
2009-08-05,1311394000
2009-08-06,1310736000
2009-08-07,1277836000
2009-08-10,1290338000
2009-08-11,1296918000
2009-08-12,1302840000
2009-08-13,1307446000
2009-08-14,1298234000
2009-08-17,1284416000
2009-08-18,1294286000
2009-08-19,1304156000
2009-08-20,1320606000
2009-08-21,1332450000
2009-08-24,1344294000
2009-08-25,1341662000
2009-08-26,1332450000
2009-08-27,1332450000
2009-08-28,1319948000
2009-08-31,1322580000
2009-09-01,1317316000
2009-09-02,1316000000
2009-09-03,1320606000
2009-09-04,1336398000
2009-09-08,1325870000
2009-09-09,1329160000
2009-09-10,1341004000
2009-09-11,1339688000
2009-09-14,1354164000
2009-09-15,1339688000
2009-09-16,1331792000
2009-09-17,1341004000
2009-09-18,1327186000
2009-09-21,1324554000
2009-09-22,1323896000
2009-09-23,1317316000
2009-09-24,1316000000
2009-09-25,1313368000
2009-09-28,1348900000
2009-09-29,1344294000
2009-09-30,1344522000
2009-10-01,1312084000
2009-10-02,1306788000
2009-10-05,1335254000
2009-10-06,1330620000
2009-10-07,1339226000
2009-10-08,1329958000
2009-10-09,1351804000
2009-10-12,1341212000
2009-10-13,1335916000
2009-10-14,1351804000
2009-10-15,1344522000
