,FDS
2014-01-02,4595400904
2014-01-03,4594977286
2014-01-06,4505594028
2014-01-07,4537365328
2014-01-08,4531858303
2014-01-09,4501357854
2014-01-10,4524656808
2014-01-13,4514913609
2014-01-14,4539483415
2014-01-15,4560240665
2014-01-16,4580574297
2014-01-17,4528045747
2014-01-21,4599637077
2014-01-22,4617429006
2014-01-23,4617005388
2014-01-24,4494579977
2014-01-27,4480176987
2014-01-28,4441204192
2014-01-29,4389522877
2014-01-30,4475940814
2014-01-31,4480600605
2014-02-03,4321320485
2014-02-04,4341230500
2014-02-05,4320473250
2014-02-06,4326403893
2014-02-07,4373001800
2014-02-10,4327674745
2014-02-11,4380203295
2014-02-12,4400113310
2014-02-13,4388675642
2014-02-14,4373849035
2014-02-18,4361564132
2014-02-19,4376814356
2014-02-20,4472551875
2014-02-21,4438238871
2014-02-24,4446287600
2014-02-25,4412821830
2014-02-26,4404349483
2014-02-27,4428919289
2014-02-28,4423886961
2014-03-03,4377248966
2014-03-04,4449937012
2014-03-05,4440273284
2014-03-06,4460861228
2014-03-07,4408340963
2014-03-10,4416324043
2014-03-11,4442794256
2014-03-12,4433550690
2014-03-13,4354140049
2014-03-14,4355400535
2014-03-17,4392374802
2014-03-18,4817158705
2014-03-19,4610438942
2014-03-20,4537750896
2014-03-21,4491953224
2014-03-24,4541952517
2014-03-25,4586069539
2014-03-26,4468844308
2014-03-27,4415063556
2014-03-28,4461281390
2014-03-31,4529767815
2014-04-01,4546574300
2014-04-02,4528507329
2014-04-03,4511700844
2014-04-04,4445735391
2014-04-07,4414223232
2014-04-08,4424727285
2014-04-09,4483549982
2014-04-10,4405819990
2014-04-11,4306241567
2014-04-14,4365484426
2014-04-15,4393635288
2014-04-16,4436071662
2014-04-17,4444054743
2014-04-21,4437752311
2014-04-22,4439432959
2014-04-23,4396156261
2014-04-24,4431449879
2014-04-25,4410861935
2014-04-28,4392374802
2014-04-29,4425987772
2014-04-30,4474726578
2014-05-01,4467163659
2014-05-02,4422206313
2014-05-05,4435651500
2014-05-06,4406240152
2014-05-07,4433130528
2014-05-08,4410861935
2014-05-09,4416324043
2014-05-12,4504558088
2014-05-13,4473886253
2014-05-14,4436071662
2014-05-15,4403299017
2014-05-16,4427248258
2014-05-19,4503717764
2014-05-20,4440693446
2014-05-21,4467163659
2014-05-22,4536070247
2014-05-23,4591111485
2014-05-27,4574725162
2014-05-28,4500776629
2014-05-29,4523465383
2014-05-30,4501616953
2014-06-02,4514876400
2014-06-03,4491890358
2014-06-04,4539952081
2014-06-05,4554997489
2014-06-06,4599715788
2014-06-09,4626463181
2014-06-10,4644016158
2014-06-11,4635657597
2014-06-12,4712138425
2014-06-13,4712556353
2014-06-16,4723004554
2014-06-17,4889757834
2014-06-18,4778588980
2014-06-19,4815784574
2014-06-20,4864682152
2014-06-23,4931550636
2014-06-24,4891011618
2014-06-25,4896444682
2014-06-26,4921938291
2014-06-27,5010121103
2014-06-30,5026838224
2014-07-01,5040211921
2014-07-02,5038122281
2014-07-03,5076153730
2014-07-07,5079079227
2014-07-08,5039376065
2014-07-09,5033943000
2014-07-10,4997165335
2014-07-11,5015136240
2014-07-14,5066123458
2014-07-15,5059436610
2014-07-16,5040629849
2014-07-17,4977104790
2014-07-18,5036450569
2014-07-21,5026002368
2014-07-22,5084930219
2014-07-23,5049824265
2014-07-24,5127976805
2014-07-25,5112931396
2014-07-28,5064033818
2014-07-29,5095378419
2014-07-30,5115856892
2014-07-31,5020569304
2014-08-01,5045227057
2014-08-04,5126305093
2014-08-05,5085348147
2014-08-06,5046898769
2014-08-07,5061108322
2014-08-08,5092452923
2014-08-11,5114603108
2014-08-12,5110841756
2014-08-13,5137171221
2014-08-14,5137171221
2014-08-15,5182725376
2014-08-18,5217413401
2014-08-19,5267146836
2014-08-20,5288879093
2014-08-21,5325656758
2014-08-22,5307685854
2014-08-25,5324820902
2014-08-26,5343627663
2014-08-27,5343209735
2014-08-28,5303088645
2014-08-29,5324402974
2014-09-02,5316278793
2014-09-03,5334989300
2014-09-04,5319605105
2014-09-05,5350373495
2014-09-08,5343720870
2014-09-09,5281768302
2014-09-10,5304220910
2014-09-11,5304636699
2014-09-12,5317110371
2014-09-15,5244763076
2014-09-16,5270541997
2014-09-17,5105889534
2014-09-18,5199857859
2014-09-19,5159526321
2014-09-22,5158278954
2014-09-23,5083852714
2014-09-24,5094247440
2014-09-25,5023563302
2014-09-26,5049342223
2014-09-29,5075121144
2014-09-30,5053084324
2014-10-01,5009842263
2014-10-02,5060984316
2014-10-03,5139984236
2014-10-06,5132084244
2014-10-07,5030631715
2014-10-08,5085931659
2014-10-09,4959947577
2014-10-10,4837289807
2014-10-13,4871384509
2014-10-14,5009010685
2014-10-15,5000279115
2014-10-16,4998200170
2014-10-17,5071794831
2014-10-20,5158694743
2014-10-21,5263057794
2014-10-22,5228963092
2014-10-23,5258899904
2014-10-24,5275947255
2014-10-27,5321268261
2014-10-28,5380310307
2014-10-29,5399436603
2014-10-30,5418978688
2014-10-31,5465131273
2014-11-03,5459726015
2014-11-04,5509204912
2014-11-05,5518768060
2014-11-06,5549120661
2014-11-07,5591115355
2014-11-10,5658057392
2014-11-11,5654315290
2014-11-12,5717099437
2014-11-13,5727494163
2014-11-14,5673025798
2014-11-17,5693815250
2014-11-18,5674273165
2014-11-19,5678015266
2014-11-20,5685915258
2014-11-21,5708783656
2014-11-24,5720425749
2014-11-25,5696309985
2014-11-26,5704209976
2014-11-28,5698804719
2014-12-01,5727907198
2014-12-02,5747473419
2014-12-03,5744559301
2014-12-04,5719997449
2014-12-05,5717083331
2014-12-08,5702929043
2014-12-09,5741228880
2014-12-10,5642565169
2014-12-11,5725409382
2014-12-12,5605097937
2014-12-15,5624247855
2014-12-16,5654637944
2014-12-17,5826987212
2014-12-18,5921071595
2014-12-19,5919822687
2014-12-22,5978521351
2014-12-23,6010160347
2014-12-24,6016404886
2014-12-26,6019319004
2014-12-29,5936058488
2014-12-30,5937723698
2014-12-31,5859458813
2015-01-02,5852797972
2015-01-05,5761211404
2015-01-06,5730821316
2015-01-07,5776614600
2015-01-08,5847802341
2015-01-09,5802009057
2015-01-12,5805755780
2015-01-13,5839892592
2015-01-14,5828652422
2015-01-15,5764958127
2015-01-16,5837811079
2015-01-20,5804506872
2015-01-21,5787438467
2015-01-22,5948547565
2015-01-23,6008078834
2015-01-26,6080931786
2015-01-27,6071773129
2015-01-28,6033889594
2015-01-29,6034722199
2015-01-30,5977688746
2015-02-02,6007662531
2015-02-03,6189586759
2015-02-04,6151703224
2015-02-05,6178346589
2015-02-06,6160861881
2015-02-09,6182925918
2015-02-10,6243706094
2015-02-11,6278259208
2015-02-12,6403149982
2015-02-13,6454771502
2015-02-17,6412724942
2015-02-18,6473921421
2015-02-19,6500564786
2015-02-20,6579662276
2015-02-23,6580911184
2015-02-24,6556765635
2015-02-25,6546774373
2015-02-26,6489324617
2015-02-27,6475586631
2015-03-02,6473055949
2015-03-03,6421141924
2015-03-04,6341401981
2015-03-05,6416573490
2015-03-06,6316898562
2015-03-09,6340156045
2015-03-10,6234666746
2015-03-11,6262492663
2015-03-12,6372550396
2015-03-13,6303608571
2015-03-16,6403698811
2015-03-17,6601802731
2015-03-18,6544489647
2015-03-19,6497559369
2015-03-20,6463503768
2015-03-23,6508357486
2015-03-24,6536598715
2015-03-25,6456443461
2015-03-26,6504619676
2015-03-27,6553626516
2015-03-30,6640842078
2015-03-31,6611770224
2015-04-01,6649148322
2015-04-02,6644579887
2015-04-06,6643749263
2015-04-07,6645825824
2015-04-08,6689018293
2015-04-09,6688187668
2015-04-10,6584774931
2015-04-13,6542413086
2015-04-14,6588512740
2015-04-15,6590173989
2015-04-16,6577299311
2015-04-17,6489253125
2015-04-20,6539090589
2015-04-21,6571484940
2015-04-22,6582283057
2015-04-23,6631705209
2015-04-24,6633781770
2015-04-27,6596818984
2015-04-28,6640011453
2015-04-29,6598064921
2015-04-30,6536598715
2015-05-01,6609278350
2015-05-04,6647902385
2015-05-05,6602218043
2015-05-06,6609278350
2015-05-07,6631705209
2015-05-08,6689433605
2015-05-11,6715598274
2015-05-12,6710199215
2015-05-13,6763359177
2015-05-14,6857219734
2015-05-15,6863034105
2015-05-18,6917855315
2015-05-19,6971430589
2015-05-20,6957309974
2015-05-21,6964785594
2015-05-22,6918685939
2015-05-26,6850574739
2015-05-27,6924084998
2015-05-28,6892521271
2015-05-29,6859711607
2015-06-01,6889180239
2015-06-02,6876785168
2015-06-03,6891659253
2015-06-04,6823899534
2015-06-05,6802001576
2015-06-08,6757379322
2015-06-09,6752008124
2015-06-10,6853647703
2015-06-11,6876371999
2015-06-12,6847863337
2015-06-15,6837534111
2015-06-16,6682595729
2015-06-17,6781756294
2015-06-18,6814396646
2015-06-19,6787540660
2015-06-22,6756139815
2015-06-23,6863976929
2015-06-24,6765642702
2015-06-25,6815222984
2015-06-26,6822246858
2015-06-29,6701601504
2015-06-30,6714409744
2015-07-01,6813157139
2015-07-02,6757379322
2015-07-06,6721846786
2015-07-07,6664829461
2015-07-08,6621033545
2015-07-09,6645823686
2015-07-10,6714409744
2015-07-13,6731349673
2015-07-14,6743744744
2015-07-15,6810264956
2015-07-16,6874719323
2015-07-17,6823486365
2015-07-20,6886701225
2015-07-21,6818115168
2015-07-22,6822246858
2015-07-23,6770187561
2015-07-24,6791259181
2015-07-27,6675985025
2015-07-28,6760684674
2015-07-29,6819767844
2015-07-30,6843731647
2015-07-31,6844557985
2015-08-03,6868934957
2015-08-04,6959418972
2015-08-05,7059405875
2015-08-06,6983382776
2015-08-07,7016436297
2015-08-10,7082543340
2015-08-11,6987101297
2015-08-12,6937521014
2015-08-13,7018088973
2015-08-14,7070974608
2015-08-17,7156087426
2015-08-18,7143692355
2015-08-19,7073453622
2015-08-20,6883809042
2015-08-21,6692098616
2015-08-24,6335946921
2015-08-25,6359084386
2015-08-26,6512370093
2015-08-27,6584261502
2015-08-28,6621033545
2015-08-31,6535155983
2015-09-01,6346864699
2015-09-02,6456115027
2015-09-03,6555019680
2015-09-04,6444527871
2015-09-08,6696134687
2015-09-09,6662200873
2015-09-10,6708963324
2015-09-11,6809109458
2015-09-14,6835180558
2015-09-15,6884425972
2015-09-16,6884012145
2015-09-17,6857941044
2015-09-18,6800005264
2015-09-21,6866631411
2015-09-22,6731723808
2015-09-23,6749518370
2015-09-24,6597643861
2015-09-25,6615024595
2015-09-28,6471426626
2015-09-29,6458184162
2015-09-30,6613369287
2015-10-01,6619162865
2015-10-02,6678340126
2015-10-05,6663028527
2015-10-06,6647303101
2015-10-07,6691582590
2015-10-08,6730482327
2015-10-09,6769795893
2015-10-12,6797522302
2015-10-13,6766899104
2015-10-14,6702342092
2015-10-15,6811178593
2015-10-16,6843457099
2015-10-19,6934499039
2015-10-20,6952293600
2015-10-21,6960983967
2015-10-22,7174104872
2015-10-23,7283769027
2015-10-26,7282113719
2015-10-27,7196037702
2015-10-28,7264319158
2015-10-29,7253559656
2015-10-30,7246938424
2015-11-02,7250249040
2015-11-03,7150516733
2015-11-04,7193968568
2015-11-05,7220867323
2015-11-06,7175760180
2015-11-09,7200589800
2015-11-10,7249835213
2015-11-11,7235351268
2015-11-12,7197693011
2015-11-13,6908841765
2015-11-16,6997814570
2015-11-17,7017264439
2015-11-18,7093822433
2015-11-19,7000297532
2015-11-20,7041266405
2015-11-23,7040438751
2015-11-24,7060716274
2015-11-25,7012712342
2015-11-27,7070648122
2015-11-30,6952059115
2015-12-01,7025873227
2015-12-02,7015211188
2015-12-03,6940986998
2015-12-04,7095996633
2015-12-07,7043096520
2015-12-08,7068931459
2015-12-09,6915152059
2015-12-10,6991016563
2015-12-11,6895058217
2015-12-14,6943037390
2015-12-15,6667464705
2015-12-16,6635068512
2015-12-17,6626866944
2015-12-18,6407885078
2015-12-21,6420597508
2015-12-22,6492361228
2015-12-23,6531728755
2015-12-24,6569866046
2015-12-28,6616614984
2015-12-29,6707242310
2015-12-30,6663363921
2015-12-31,6666644548
2016-01-04,6422647900
2016-01-05,6509174443
2016-01-06,6423057979
2016-01-07,6254105678
2016-01-08,6164298508
2016-01-11,6184392350
2016-01-12,6170039606
2016-01-13,6001497384
2016-01-14,6076541731
2016-01-15,6020771068
2016-01-19,5974842288
2016-01-20,5853459081
2016-01-21,5842797043
2016-01-22,5981813620
2016-01-25,5934244526
2016-01-26,6021591225
2016-01-27,6038814518
2016-01-28,6063829300
2016-01-29,6179881488
2016-02-01,6144204667
2016-02-02,5955158524
2016-02-03,5924812723
2016-02-04,5969101190
2016-02-05,5843207121
2016-02-08,5740687521
2016-02-09,5642268705
2016-02-10,5701319995
2016-02-11,5593469376
2016-02-12,5758730971
2016-02-16,5930143742
2016-02-17,6062599065
2016-02-18,6024461774
2016-02-19,6085563456
2016-02-22,6171679920
2016-02-23,6124930982
2016-02-24,6136413177
2016-02-25,6222119563
2016-02-26,6184802428
2016-02-29,6118346722
2016-03-01,6293168244
2016-03-02,6272433599
2016-03-03,6282597641
2016-03-04,6311463520
2016-03-07,6402939898
2016-03-08,6422454858
2016-03-09,6441156696
2016-03-10,6156970081
2016-03-11,6283410764
2016-03-14,6294794491
2016-03-15,5963040160
2016-03-16,6098831761
2016-03-17,6126477955
2016-03-18,6102490816
2016-03-21,6086634911
2016-03-22,6157783205
2016-03-23,6039067194
2016-03-24,6064274018
2016-03-28,6130950134
2016-03-29,6179737536
2016-03-30,6180957221
2016-03-31,6160629137
2016-04-01,6209823100
2016-04-04,6200878743
2016-04-05,6118346722
2016-04-06,6173232549
2016-04-07,6019145672
2016-04-08,6035814701
2016-04-11,5959787667
2016-04-12,6067119950
2016-04-13,6202504990
2016-04-14,6226898690
2016-04-15,6256984255
2016-04-18,6280158270
2016-04-19,6295607614
2016-04-20,6411884255
2016-04-21,6275686092
2016-04-22,6302925725
2016-04-25,6187868769
2016-04-26,6205350921
2016-04-27,6224459320
2016-04-28,6138674806
2016-04-29,6128917326
2016-05-02,6185835961
2016-05-03,6048824675
2016-05-04,6058175593
2016-05-05,6052077168
2016-05-06,6121599215
2016-05-09,6175671919
2016-05-10,6204131236
2016-05-11,6153717588
2016-05-12,6165914438
2016-05-13,6114687667
2016-05-16,6183803152
2016-05-17,6118346722
2016-05-18,6158189766
2016-05-19,6206977168
2016-05-20,6317155383
2016-05-23,6352119688
2016-05-24,6494822838
2016-05-25,6426113914
2016-05-26,6377326512
2016-05-27,6487504727
2016-05-31,6368880450
2016-06-01,6347259809
2016-06-02,6416926320
2016-06-03,6363675481
2016-06-06,6410119822
2016-06-07,6398508737
2016-06-08,6392102621
2016-06-09,6406116000
2016-06-10,6370081597
2016-06-13,6323236874
2016-06-14,6340853693
2016-06-15,6342855604
2016-06-16,6334047195
2016-06-17,6237955455
2016-06-20,6325238785
2016-06-21,6336049106
2016-06-22,6334847959
2016-06-23,6515019972
2016-06-24,6217535960
2016-06-27,6053379237
2016-06-28,6126248807
2016-06-29,6296811645
2016-06-30,6462970279
2016-07-01,6453361105
2016-07-05,6490997037
2016-07-06,6403713706
2016-07-07,6406116000
2016-07-08,6446954989
2016-07-11,6482188627
2016-07-12,6611111712
2016-07-13,6649548408
2016-07-14,6699996571
2016-07-15,6700797336
2016-07-18,6671169049
2016-07-19,6689987015
2016-07-20,6758051997
2016-07-21,6738833649
2016-07-22,6797289458
2016-07-25,6826917744
2016-07-26,6886975082
2016-07-27,6881770113
2016-07-28,6932218276
2016-07-29,6884973171
2016-08-01,6855344884
2016-08-02,6854944502
2016-08-03,6894582345
2016-08-04,6926212542
2016-08-05,6975059177
2016-08-08,6955440447
2016-08-09,6908996106
2016-08-10,6938624392
2016-08-11,6912999928
2016-08-12,6918204897
2016-08-15,6969854208
2016-08-16,6942227832
2016-08-17,6939825539
2016-08-18,6997880965
2016-08-19,7015497784
2016-08-22,7038719955
2016-08-23,7115593347
2016-08-24,7102380732
2016-08-25,7111589524
2016-08-26,7113191053
2016-08-29,7140016664
2016-08-30,7159235012
2016-08-31,7067791000
2016-09-01,7151161000
2016-09-02,7206344000
2016-09-06,7151557999
2016-09-07,7201977000
2016-09-08,7173790000
2016-09-09,7003873999
2016-09-12,7083671000
2016-09-13,6983627000
2016-09-14,6946706000
2016-09-15,7068188000
2016-09-16,7009829000
2016-09-19,7009035000
2016-09-20,6984421000
2016-09-21,7075731000
2016-09-22,7138060000
2016-09-23,7089229000
2016-09-26,6994743000
2016-09-27,6524298000
2016-09-28,6446882999
2016-09-29,6360337000
2016-09-30,6435370000
2016-10-03,6330165000
2016-10-04,6271806000
2016-10-05,6286495000
2016-10-06,6312697000
2016-10-07,6247986000
2016-10-10,6273791000
2016-10-11,6199948999
2016-10-12,6199948999
2016-10-13,6161043000
2016-10-14,6161440000
2016-10-17,6142384000
2016-10-18,6186848000
2016-10-19,6166601000
2016-10-20,6086407000
2016-10-21,6150323999
2016-10-24,6130077000
2016-10-25,6075688000
2016-10-26,6141590000
2016-10-27,6123725000
2016-10-28,6171762000
2016-10-31,6142384000
2016-11-01,6045516000
2016-11-02,6021298999
2016-11-03,6071321000
2016-11-04,6063381000
2016-11-07,6145560000
2016-11-08,6191215000
2016-11-09,6287289000
2016-11-10,6382966000
2016-11-11,6437752000
2016-11-14,6398448999
2016-11-15,6366292000
2016-11-16,6329768000
2016-11-17,6449662000
2016-11-18,6473482000
2016-11-21,6478643000
2016-11-22,6413932000
2016-11-23,6378996000
2016-11-25,6388127000
2016-11-28,6366689000
2016-11-29,6420681000
2016-11-30,6313713360
2016-12-01,6282966676
2016-12-02,6267199145
2016-12-05,6320808749
2016-12-06,6364957834
2016-12-07,6484791065
2016-12-08,6556533328
2016-12-09,6597923095
2016-12-12,6513960996
2016-12-13,6604230108
2016-12-14,6485973630
2016-12-15,6517902879
2016-12-16,6517508690
2016-12-19,6517114502
2016-12-20,6357468257
2016-12-21,6511201678
2016-12-22,6420538378
2016-12-23,6433546591
2016-12-27,6506471419
2016-12-28,6414231366
2016-12-29,6383484682
2016-12-30,6442218733
2017-01-03,6509624925
2017-01-04,6689768960
2017-01-05,6657051334
2017-01-06,6730370351
2017-01-09,6693316654
2017-01-10,6679914253
2017-01-11,6679125877
2017-01-12,6683067760
2017-01-13,6710660938
2017-01-17,6675183994
2017-01-18,6748503011
2017-01-19,6668088606
2017-01-20,6722486586
2017-01-23,6750473952
2017-01-24,6793834661
2017-01-25,6875825819
2017-01-26,6840743064
2017-01-27,6838377934
2017-01-30,6817091768
2017-01-31,6821427839
2017-02-01,6815515015
2017-02-02,6879373513
2017-02-03,6944020388
2017-02-06,6928252857
2017-02-07,6859269912
2017-02-08,6864788547
2017-02-09,6934954058
2017-02-10,7014185898
2017-02-13,7040990700
2017-02-14,7046903524
2017-02-15,7088293291
2017-02-16,7098936374
2017-02-17,7161218119
2017-02-21,7220346358
2017-02-22,7150969224
2017-02-23,7162006495
2017-02-24,7185657791
2017-02-27,7152940165
2017-02-28,6973382017
2017-03-01,7089017076
2017-03-02,7025907773
2017-03-03,6990629280
2017-03-06,6936927575
2017-03-07,6926344027
2017-03-08,6926736010
2017-03-09,6969462185
2017-03-10,6960838553
2017-03-13,6936535592
2017-03-14,6942023357
2017-03-15,7026691739
2017-03-16,7046682885
2017-03-17,7053346600
2017-03-20,7083529310
2017-03-21,6909096764
2017-03-22,6928303943
2017-03-23,6960446570
2017-03-24,6927519977
2017-03-27,6842067628
2017-03-28,6450868345
2017-03-29,6442636697
2017-03-30,6445380579
2017-03-31,6464195775
2017-04-03,6437148931
2017-04-04,6363848063
2017-04-05,6307402475
2017-04-06,6316026107
2017-04-07,6268204150
2017-04-10,6258012586
2017-04-11,6292507112
2017-04-12,6240373340
2017-04-13,6190199483
2017-04-17,6314458174
2017-04-18,6317986023
2017-04-19,6390502924
2017-04-20,6369727812
2017-04-21,6356400382
2017-04-24,6394422757
2017-04-25,6394030774
2017-04-26,6408142171
2017-04-27,6421861584
2017-04-28,6399518539
2017-05-01,6387759042
2017-05-02,6398734573
2017-05-03,6399126556
2017-05-04,6429309266
2017-05-05,6431269182
2017-05-08,6319945939
2017-05-09,6375215577
2017-05-10,6321905856
2017-05-11,6313282224
2017-05-12,6283491497
2017-05-15,6329353537
2017-05-16,6298778844
2017-05-17,6237237474
2017-05-18,6263500351
2017-05-19,6320337923
2017-05-22,6319161973
2017-05-23,6306226526
2017-05-24,6325433705
2017-05-25,6370511779
2017-05-26,6348168733
2017-05-30,6421861584
2017-05-31,6465726172
2017-06-01,6476262390
2017-06-02,6453629032
2017-06-05,6416557151
2017-06-06,6376753659
2017-06-07,6400947938
2017-06-08,6389241029
2017-06-09,6395874944
2017-06-12,6470408935
2017-06-13,6516065883
2017-06-14,6535577399
2017-06-15,6592551026
2017-06-16,6631574058
2017-06-19,6697522982
2017-06-20,6546113618
2017-06-21,6471969857
2017-06-22,6481335384
2017-06-23,6507871046
2017-06-26,6481335384
2017-06-27,6464165250
2017-06-28,6623769451
2017-06-29,6617135536
2017-06-30,6484847457
2017-07-03,6468848014
2017-07-05,6450116959
2017-07-06,6266318478
2017-07-07,6323292105
2017-07-10,6307292662
2017-07-11,6335389245
2017-07-12,6397435866
2017-07-13,6416166921
2017-07-14,6375582968
2017-07-17,6338901318
2017-07-18,6324853026
2017-07-19,6379095041
2017-07-20,6461043408
2017-07-21,6481725615
2017-07-24,6489139991
2017-07-25,6506700355
2017-07-26,6457141105
2017-07-27,6428654291
2017-07-28,6438410049
2017-07-31,6525431411
2017-08-01,6468848014
2017-08-02,6417337612
2017-08-03,6434117516
2017-08-04,6391582411
2017-08-07,6342023160
2017-08-08,6281147230
2017-08-09,6332657632
2017-08-10,6194125869
2017-08-11,6196077020
2017-08-14,6305341510
2017-08-15,6329926020
2017-08-16,6386509417
2017-08-17,6286610455
2017-08-18,6205442548
2017-08-21,6196467251
2017-08-22,6267879399
2017-08-23,6172663201
2017-08-24,6192174717
2017-08-25,6215198306
2017-08-28,6134420630
2017-08-29,6069252166
2017-08-30,6123494181
2017-08-31,6147322374
2017-09-01,6183303648
2017-09-05,6160228700
2017-09-06,6141455862
2017-09-07,6181348144
2017-09-08,6223587030
2017-09-11,6224369232
2017-09-12,6299460585
2017-09-13,6274821235
2017-09-14,6315495718
2017-09-15,6329966448
2017-09-18,6372596435
2017-09-19,6376898544
2017-09-20,6424221740
2017-09-21,6537249872
2017-09-22,6594350588
2017-09-25,6680392764
2017-09-26,7037467795
2017-09-27,7000313219
2017-09-28,7003833126
2017-09-29,7044116508
2017-10-02,7136416297
2017-10-03,7161055648
2017-10-04,7085182092
2017-10-05,7075404572
2017-10-06,7027690275
2017-10-09,6978802675
2017-10-10,6960812038
2017-10-11,6966678550
2017-10-12,6969025155
2017-10-13,6938519292
2017-10-16,6952207820
2017-10-17,7019086057
2017-10-18,7045680912
2017-10-19,7128203180
2017-10-20,7265088460
2017-10-23,7288163408
2017-10-24,7324144681
2017-10-25,7360517056
2017-10-26,7409013555
2017-10-27,7395716128
2017-10-30,7357388249
2017-10-31,7425830889
2017-11-01,7250617731
2017-11-02,7430132998
2017-11-03,7455554550
2017-11-06,7471198582
2017-11-07,7483322707
2017-11-08,7638198624
2017-11-09,7674962099
2017-11-10,7673788796
2017-11-13,7661273571
2017-11-14,7635069817
2017-11-15,7642891833
2017-11-16,7637807523
2017-11-17,7669095587
2017-11-20,7678873107
2017-11-21,7695299340
2017-11-22,7727760707
2017-11-24,7771563996
2017-11-27,7689823929
2017-11-28,7784470323
2017-11-29,7754746662
2017-11-30,7793521080
2017-12-01,7854736950
2017-12-04,7973269590
2017-12-05,7885539840
2017-12-06,7881640739
2017-12-07,7798200000
2017-12-08,7878911370
2017-12-11,7956113550
2017-12-12,7955723640
2017-12-13,7876961820
2017-12-14,7894117860
2017-12-15,7988086170
2017-12-18,7982627430
2017-12-19,7309252860
2017-12-20,7601685360
2017-12-21,7449620460
2017-12-22,7490561010
2017-12-26,7450400280
2017-12-27,7518244620
2017-12-28,7528772190
2017-12-29,7515905160
2018-01-02,7471845330
2018-01-03,7534620840
2018-01-04,7637946989
2018-01-05,7678497630
2018-01-08,7575561390
2018-01-09,7571272380
2018-01-10,7616501940
2018-01-11,7681227000
2018-01-12,7710470250
2018-01-16,7733085030
2018-01-17,7737374040
2018-01-18,7768956750
2018-01-19,7838750640
2018-01-22,7778704500
2018-01-23,7711639980
2018-01-24,7725286830
2018-01-25,7841480010
2018-01-26,8137031790
2018-01-29,7905425250
2018-01-30,7826273520
2018-01-31,7825103790
2018-02-01,7965861300
2018-02-02,7772076030
2018-02-05,7492120650
2018-02-06,7485882090
2018-02-07,7491340830
2018-02-08,7329918090
2018-02-09,7400491800
2018-02-12,7520194170
2018-02-13,7626249690
2018-02-14,7818085410
2018-02-15,7868773710
2018-02-16,7883200380
2018-02-20,7825883610
2018-02-21,7848108480
2018-02-22,7850058030
2018-02-23,8002122930
2018-02-26,8048132310
2018-02-27,7962742020
2018-02-28,7841528920
2018-03-01,7838441400
2018-03-02,7973134460
2018-03-05,8041445840
2018-03-06,8122879180
2018-03-07,8029095760
2018-03-08,8025622300
2018-03-09,8244064340
2018-03-12,8232872080
2018-03-13,8198909360
2018-03-14,8155298140
2018-03-15,8208557860
2018-03-16,8281500520
2018-03-19,8168420100
2018-03-20,8322024220
2018-03-21,8277255180
2018-03-22,7970432880
2018-03-23,7867386900
2018-03-26,8104354060
2018-03-27,7785567620
2018-03-28,7658593360
2018-03-29,7696415479
2018-04-02,7570213100
2018-04-03,7643155760
2018-04-04,7563652120
2018-04-05,7593369500
2018-04-06,7473728100
2018-04-09,7549372340
2018-04-10,7641226060
2018-04-11,7594527320
2018-04-12,7657435540
2018-04-13,7621543120
2018-04-16,7577545960
2018-04-17,7584878820
2018-04-18,7572528740
2018-04-19,7504603300
2018-04-20,7432432520
2018-04-23,7401557320
2018-04-24,7452115460
2018-04-25,7456746740
2018-04-26,7486464120
2018-04-27,7386119720
2018-04-30,7298511340
2018-05-01,7281144040
2018-05-02,7180413700
2018-05-03,7215920180
2018-05-04,7321667740
2018-05-07,7390751000
2018-05-08,7491481340
2018-05-09,7599930479
2018-05-10,7623858760
2018-05-11,7626946280
2018-05-14,7582949120
2018-05-15,7592211680
2018-05-16,7628875979
2018-05-17,7637752600
2018-05-18,7627332220
2018-05-21,7793286420
2018-05-22,7761253400
2018-05-23,7792128600
2018-05-24,7818758460
2018-05-25,7780550400
2018-05-29,7737711060
2018-05-30,7800619280
2018-05-31,7677091711
2018-06-01,7788614062
2018-06-04,7802745319
2018-06-05,7822223538
2018-06-06,7846284867
2018-06-07,7886387083
2018-06-08,7959716848
2018-06-11,8008985284
2018-06-12,8046795944
2018-06-13,8096828232
2018-06-14,8149534000
2018-06-15,8142659335
2018-06-18,8165956812
2018-06-19,8169776071
2018-06-20,8241578132
2018-06-21,8136166595
2018-06-22,8056726016
2018-06-25,7939092851
2018-06-26,7528522552
2018-06-27,7648447272
2018-06-28,7542271883
2018-06-29,7565951286
2018-07-02,7646155717
2018-07-03,7609872760
2018-07-05,7637371422
2018-07-06,7700771115
2018-07-09,7812293466
2018-07-10,7846284867
2018-07-11,7864999234
2018-07-12,7843229460
2018-07-13,7722540889
2018-07-16,7706118077
2018-07-17,7834445166
2018-07-18,7877220862
2018-07-19,7845902941
2018-07-20,7848958348
2018-07-23,7798926061
2018-07-24,7859270347
2018-07-25,7918850781
2018-07-26,7828334352
2018-07-27,7763406956
2018-07-30,7693896449
2018-07-31,7690459116
2018-08-01,7651884605
2018-08-02,7721395111
2018-08-03,7745456440
2018-08-06,8115542599
2018-08-07,8152971333
2018-08-08,8152589407
2018-08-09,8173595329
2018-08-10,8115542599
2018-08-13,8196892807
2018-08-14,8281298422
2018-08-15,8240814281
2018-08-16,8335149968
2018-08-17,8422610990
