,HOLX
2005-01-25,622882920
2005-01-26,728527919
2005-01-27,712469880
2005-01-28,736556940
2005-01-31,754305300
2005-02-01,775011720
2005-02-02,791281050
2005-02-03,780082680
2005-02-04,778392360
2005-02-07,785153639
2005-02-08,780716550
2005-02-09,777547199
2005-02-10,776068169
2005-02-11,804068320
2005-02-14,763602060
2005-02-15,767193990
2005-02-16,774589139
2005-02-17,769518180
2005-02-18,775856880
2005-02-22,771419790
2005-02-23,775011720
2005-02-24,792971370
2005-02-25,809451990
2005-02-28,780716550
2005-03-01,789168150
2005-03-02,781139130
2005-03-03,783463320
2005-03-04,790224600
2005-03-07,790224600
2005-03-08,791069760
2005-03-09,722400510
2005-03-10,732331139
2005-03-11,723245669
2005-03-14,739303710
2005-03-15,734444040
2005-03-16,717752130
2005-03-17,703595699
2005-03-18,692819910
2005-03-21,673803810
2005-03-22,681621540
2005-03-23,668842720
2005-03-24,671057040
2005-03-28,707801989
2005-03-29,694261810
2005-03-30,698848000
2005-03-31,696122492
2005-04-01,699503170
2005-04-04,720687000
2005-04-05,715445640
2005-04-06,743617949
2005-04-07,746457020
2005-04-08,720468610
2005-04-11,748640920
2005-04-12,751261600
2005-04-13,739031760
2005-04-14,711077840
2005-04-15,712388180
2005-04-18,715664030
2005-04-19,738158199
2005-04-20,697100880
2005-04-21,679192900
2005-04-22,673733150
2005-04-25,681595190
2005-04-26,678756120
2005-04-27,764583390
2005-04-28,769606360
2005-04-29,777031620
2005-05-02,790571800
2005-05-03,801709690
2005-05-04,805640710
2005-05-05,808043000
2005-05-06,803020030
2005-05-09,810663680
2005-05-10,811318850
2005-05-11,810445290
2005-05-12,785548830
2005-05-13,791663750
2005-05-16,815686650
2005-05-17,813939530
2005-05-18,825077420
2005-05-19,818525719
2005-05-20,816123430
2005-05-23,820272840
2005-05-24,828353270
2005-05-25,795813160
2005-05-26,821364790
2005-05-27,825514199
2005-05-31,803893590
2005-06-01,824640640
2005-06-02,838617600
2005-06-03,806514270
2005-06-06,797341890
2005-06-07,797997060
2005-06-08,798215449
2005-06-09,786204000
2005-06-10,800180960
2005-06-13,791008580
2005-06-14,818525719
2005-06-15,825077420
2005-06-16,864824400
2005-06-17,856743969
2005-06-20,869410590
2005-06-21,871812880
2005-06-22,874870340
2005-06-23,858054310
2005-06-24,833594630
2005-06-27,854460580
2005-06-28,893096670
2005-06-29,893543330
2005-06-30,887736750
2005-07-01,876793580
2005-07-05,915653000
2005-07-06,892873339
2005-07-07,897339940
2005-07-08,948259180
2005-07-11,917662970
2005-07-12,914759680
2005-07-13,897339940
2005-07-14,889300060
2005-07-15,891086700
2005-07-18,848654000
2005-07-19,875230270
2005-07-20,897786600
2005-07-21,866743730
2005-07-22,860490490
2005-07-25,836594180
2005-07-26,829224290
2005-07-27,975952100
2005-07-28,1014364860
2005-07-29,1018161470
2005-08-01,1011014910
2005-08-02,1016151500
2005-08-03,1035134550
2005-08-04,984885300
2005-08-05,975058779
2005-08-08,994265160
2005-08-09,993595170
2005-08-10,1027318000
2005-08-11,1032901250
2005-08-12,1023744720
2005-08-15,1071090680
2005-08-16,1055904240
2005-08-17,1040047810
2005-08-18,1027318000
2005-08-19,1027318000
2005-08-22,1039377820
2005-08-23,1031561270
2005-08-24,1034911220
2005-08-25,1038484500
2005-08-26,1046301050
2005-08-29,1052777620
2005-08-30,1047864360
2005-08-31,1077120590
2005-09-01,1077120590
2005-09-02,1064390779
2005-09-06,1086947110
2005-09-07,1089180410
2005-09-08,1105036840
2005-09-09,1110173430
2005-09-12,1101910220
2005-09-13,1074663960
2005-09-14,1069304040
2005-09-15,1047864360
2005-09-16,1193475520
2005-09-19,1180969040
2005-09-20,1148139530
2005-09-21,1125136540
2005-09-22,1149479510
2005-09-23,1200622080
2005-09-26,1248480650
2005-09-27,1323877350
2005-09-28,1294162180
2005-09-29,1290614100
2005-09-30,1280635125
2005-10-03,1307689235
2005-10-04,1299040790
2005-10-05,1249811180
2005-10-06,1222757070
2005-10-07,1256242075
2005-10-10,1220983030
2005-10-11,1169757625
2005-10-12,1112544835
2005-10-13,1152460735
2005-10-14,1187498025
2005-10-17,1187054515
2005-10-18,1164213750
2005-10-19,1175079745
2005-10-20,1165100770
2005-10-21,1199916305
2005-10-24,1275313005
2005-10-25,1264003500
2005-10-26,1289948835
2005-10-27,1198364020
2005-10-28,1198142265
2005-10-31,1229853230
2005-11-01,1268660355
2005-11-02,1375102755
2005-11-03,1360466925
2005-11-04,1354923050
2005-11-07,1371332920
2005-11-08,1365789045
2005-11-09,1370889410
2005-11-10,1423223590
2005-11-11,1437637665
2005-11-14,1421671305
2005-11-15,1399052295
2005-11-16,1421449549
2005-11-17,1493963435
2005-11-18,1514808405
2005-11-21,1577343315
2005-11-22,1549402185
2005-11-23,1539866720
2005-11-25,1551397979
2005-11-28,1486867275
2005-11-29,1552063245
2005-11-30,1576899805
2005-12-01,1668041110
2005-12-02,1663162500
2005-12-05,1702191380
2005-12-06,1680015880
2005-12-07,1680902900
2005-12-08,1571799440
2005-12-09,1630342760
2005-12-12,1622359580
2005-12-13,1582443680
2005-12-14,1685781510
2005-12-15,1667154090
2005-12-16,1687555549
2005-12-19,1647196140
2005-12-20,1670258659
2005-12-21,1748759930
2005-12-22,1769604900
2005-12-23,1750090460
2005-12-27,1746102960
2005-12-28,1722604680
2005-12-29,1744295400
2005-12-30,1713566880
2006-01-03,1651657949
2006-01-04,1729834920
2006-01-05,1697750730
2006-01-06,1744747290
2006-01-09,1757400210
2006-01-10,1805300550
2006-01-11,1831962060
2006-01-12,1854104670
2006-01-13,1883929410
2006-01-17,1860883020
2006-01-18,1846874430
2006-01-19,1895678550
2006-01-20,1909235250
2006-01-23,1944030780
2006-01-24,2179917360
2006-01-25,2183080590
2006-01-26,2284303950
2006-01-27,2347568550
2006-01-30,2296504980
2006-01-31,2325425940
2006-02-01,2322714600
2006-02-02,2291534190
2006-02-03,2250412200
2006-02-06,2361125250
2006-02-07,2301475770
2006-02-08,2299216320
2006-02-09,2294245530
2006-02-10,2244989520
2006-02-13,2231884710
2006-02-14,2294245530
2006-02-15,2277525600
2006-02-16,2307350340
2006-02-17,2336723190
2006-02-21,2304187110
2006-02-22,2240018730
2006-02-23,2247700860
2006-02-24,2211549660
2006-02-27,2203415640
2006-02-28,2161389870
2006-03-01,2264872680
2006-03-02,2258998110
2006-03-03,2242730070
2006-03-06,2224202580
2006-03-07,2220135570
2006-03-08,2246797080
2006-03-09,2216068560
2006-03-10,2236855500
2006-03-13,2257190550
2006-03-14,2249960310
2006-03-15,2304639000
2006-03-16,2397728340
2006-03-17,2416255830
2006-03-20,2425293630
2006-03-21,2381912190
2006-03-22,2421678510
2006-03-23,2449243800
2006-03-24,2479972320
2006-03-27,2518985520
2006-03-28,2502122400
2006-03-29,2500299360
2006-03-30,2473865280
2006-03-31,2522631600
2006-04-03,2472042240
2006-04-04,2451533040
2006-04-05,2494374480
2006-04-06,2522175840
2006-04-07,2489816880
2006-04-10,2413704960
2006-04-11,2255556240
2006-04-12,2299309200
2006-04-13,2259202320
2006-04-17,2246896800
2006-04-18,2327566320
2006-04-19,2308880160
2006-04-20,2310247440
2006-04-21,2333946960
2006-04-24,2353544640
2006-04-25,2281534560
2006-04-26,2166227280
2006-04-27,2150731440
2006-04-28,2172607920
2006-05-01,2175342480
2006-05-02,2151642960
2006-05-03,2113814880
2006-05-04,2115637920
2006-05-05,2138881680
2006-05-08,2148908400
2006-05-09,2140248960
2006-05-10,2195395920
2006-05-11,2162581200
2006-05-12,2046818159
2006-05-15,1995317280
2006-05-16,1993038479
2006-05-17,1940170320
2006-05-18,1910090159
2006-05-19,1926953280
2006-05-22,1875908159
2006-05-23,1894594320
2006-05-24,1839447360
2006-05-25,1850841360
2006-05-26,1829420640
2006-05-30,1747839600
2006-05-31,1799796240
2006-06-01,1778375520
2006-06-02,1827141840
2006-06-05,1783388880
2006-06-06,1733711040
2006-06-07,1814380560
2006-06-08,1765614240
2006-06-09,1753764479
2006-06-12,1618859520
2006-06-13,1683577440
2006-06-14,1693604159
2006-06-15,1761512400
2006-06-16,1790225280
2006-06-19,1772450640
2006-06-20,1783844640
2006-06-21,1881833040
2006-06-22,2222285760
2006-06-23,2187648000
2006-06-26,2600320000
2006-06-27,2539936000
2006-06-28,2541568000
2006-06-29,2638400000
2006-06-30,2685184000
2006-07-03,2693344000
2006-07-05,2643296000
2006-07-06,2579104000
2006-07-07,2539392000
2006-07-10,2487168000
2006-07-11,2495328000
2006-07-12,2432224000
2006-07-13,2423520000
2006-07-14,2407200000
2006-07-17,2393056000
2006-07-18,2421344000
2006-07-19,2521440000
2006-07-20,2436032000
2006-07-21,2377824000
2006-07-24,2440928000
2006-07-25,2620448000
2006-07-26,2575296000
2006-07-27,2469760000
2006-07-28,2447456000
2006-07-31,2443104000
2006-08-01,2382720000
2006-08-02,2418080000
2006-08-03,2395232000
2006-08-04,2363136000
2006-08-07,2291328000
2006-08-08,2214624000
2006-08-09,2235840000
2006-08-10,2225504000
2006-08-11,2179264000
2006-08-14,2185248000
2006-08-15,2305472000
2006-08-16,2374560000
2006-08-17,2367488000
2006-08-18,2329408000
2006-08-21,2291328000
2006-08-22,2297856000
2006-08-23,2327776000
2006-08-24,2288064000
2006-08-25,2296224000
2006-08-28,2301120000
2006-08-29,2336480000
2006-08-30,2362048000
2006-08-31,2348992000
2006-09-01,2330496000
2006-09-05,2306560000
2006-09-06,2234752000
2006-09-07,2180352000
2006-09-08,2141727999
2006-09-11,2087872000
2006-09-12,2157504000
2006-09-13,2283712000
2006-09-14,2288064000
2006-09-15,2289152000
2006-09-18,2228224000
2006-09-19,2201024000
2006-09-20,2238016000
2006-09-21,2303840000
2006-09-22,2285888000
2006-09-25,2257600000
2006-09-26,2284256000
2006-09-27,2337024000
2006-09-28,2365856000
2006-09-29,2367488000
2006-10-02,2256743130
2006-10-03,2269897380
2006-10-04,2368291170
2006-10-05,2448795180
2006-10-06,2419329660
2006-10-09,2394599670
2006-10-10,2508252390
2006-10-11,2512987920
2006-10-12,2607172350
2006-10-13,2622957450
2006-10-16,2596648950
2006-10-17,2556133860
2006-10-18,2569814280
2006-10-19,2556660030
2006-10-20,2552976840
2006-10-23,2586125550
2006-10-24,2550345990
2006-10-25,2554555350
2006-10-26,2572971300
2006-10-27,2590861080
2006-10-30,2541401100
2006-10-31,2533508550
2006-11-01,2496676650
2006-11-02,2479313040
2006-11-03,2506673880
2006-11-06,2525616000
2006-11-07,2512987920
2006-11-08,2516144940
2006-11-09,2448795180
2006-11-10,2307255450
2006-11-13,2332511610
2006-11-14,2316726510
2006-11-15,2359872450
2006-11-16,2363555640
2006-11-17,2455635390
2006-11-20,2504043030
2006-11-21,2529825360
2006-11-22,2558238540
2006-11-24,2548767480
2006-11-27,2505621540
2006-11-28,2546662800
2006-11-29,2630850000
2006-11-30,2632428510
2006-12-01,2579811510
2006-12-04,2669786580
2006-12-05,2687676360
2006-12-06,2675574450
2006-12-07,2692938060
2006-12-08,2675048280
2006-12-11,2638742550
2006-12-12,2612960220
2006-12-13,2618748090
2006-12-14,2602436820
2006-12-15,2554029180
2006-12-18,2558764710
2006-12-19,2551398330
2006-12-20,2505621540
2006-12-21,2486679420
2006-12-22,2465106450
2006-12-26,2463001770
2006-12-27,2479313040
2006-12-28,2470894320
2006-12-29,2487731760
2007-01-03,2548751100
2007-01-04,2555681400
2007-01-05,2512500300
2007-01-08,2515165800
2007-01-09,2505570000
2007-01-10,2467186800
2007-01-11,2487977700
2007-01-12,2590332900
2007-01-16,2573273700
2007-01-17,2614855500
2007-01-18,2636712600
2007-01-19,2685757800
2007-01-22,2682026100
2007-01-23,2687357100
2007-01-24,2733203700
2007-01-25,2667099300
2007-01-26,2655371100
2007-01-29,2638845000
2007-01-30,2596730100
2007-01-31,2956039500
2007-02-01,3047199600
2007-02-02,2982161400
2007-02-05,2962436700
2007-02-06,2945377500
2007-02-07,2973098700
2007-02-08,2940046500
2007-02-09,2862213900
2007-02-12,2858482200
2007-02-13,2893133700
2007-02-14,2981628300
2007-02-15,2985360000
2007-02-16,2999220600
2007-02-20,3046133400
2007-02-21,3147422400
2007-02-22,3117035700
2007-02-23,3126098400
2007-02-26,3095711700
2007-02-27,2916057000
2007-02-28,2934715500
2007-03-01,2897931600
2007-03-02,2859015300
2007-03-05,2852085000
2007-03-06,2942178900
2007-03-07,2905395000
2007-03-08,2912325300
2007-03-09,2934715500
2007-03-12,2996555100
2007-03-13,2935248600
2007-03-14,2954440200
2007-03-15,2943778200
2007-03-16,2885137200
2007-03-19,3026408700
2007-03-20,3064791900
2007-03-21,3127697700
2007-03-22,3166080900
2007-03-23,3152753400
2007-03-26,3197000700
2007-03-27,3157018200
2007-03-28,3098910300
2007-03-29,3088248300
2007-03-30,3072788400
2007-04-02,3298675600
2007-04-03,3290603800
2007-04-04,3294370640
2007-04-05,3226567520
2007-04-09,3203966480
2007-04-10,3192665960
2007-04-11,3156073800
2007-04-12,3199123400
2007-04-13,3203428360
2007-04-16,3229258120
2007-04-17,3197509040
2007-04-18,3130244040
2007-04-19,3101185560
2007-04-20,3169526800
2007-04-23,3163069360
2007-04-24,3124324720
2007-04-25,3125939080
2007-04-26,3173293640
2007-04-27,3141544560
2007-04-30,3096880600
2007-05-01,3160916880
2007-05-02,3350335120
2007-05-03,3329348440
2007-05-04,3313742960
2007-05-07,3318586040
2007-05-08,3256164120
2007-05-09,3267464640
2007-05-10,3255087880
2007-05-11,3222800680
2007-05-14,3187822880
2007-05-15,3128629680
2007-05-16,3112486080
2007-05-17,3043068600
2007-05-18,3100109320
2007-05-21,2905848000
2007-05-22,2888090040
2007-05-23,2905848000
2007-05-24,2835892400
2007-05-25,2812215120
2007-05-29,2792842800
2007-05-30,2793919040
2007-05-31,2906935002
2007-06-01,2914996040
2007-06-04,2882170720
2007-06-05,2988180360
2007-06-06,3005400200
2007-06-07,2925220320
2007-06-08,3031229960
2007-06-11,3031768080
2007-06-12,2939749560
2007-06-13,2928449040
2007-06-14,2924682200
2007-06-15,2990332840
2007-06-18,2965579320
2007-06-19,3024772520
2007-06-20,2976341720
2007-06-21,3030153720
2007-06-22,3002171480
2007-06-25,2908000480
2007-06-26,2935982720
2007-06-27,2983875400
2007-06-28,2966117440
2007-06-29,2976341720
2007-07-02,3071434960
2007-07-03,3034709520
2007-07-05,3053612320
2007-07-06,3051452000
2007-07-09,3072515120
2007-07-10,3060093280
2007-07-11,3107620320
2007-07-12,3130843760
2007-07-13,3148126320
2007-07-16,3102759600
2007-07-17,3050911920
2007-07-18,3023907920
2007-07-19,3005545200
2007-07-20,2992583280
2007-07-23,3013106320
2007-07-24,2964499120
2007-07-25,2922912960
2007-07-26,2885107360
2007-07-27,2847301760
2007-07-30,2900769680
2007-07-31,2797614400
2007-08-01,2793293760
2007-08-02,2860263680
2007-08-03,2798694560
2007-08-06,2861343840
2007-08-07,2836500160
2007-08-08,2821377920
2007-08-09,2723623440
2007-08-10,2714442080
2007-08-13,2723623440
2007-08-14,2764669520
2007-08-15,2697699600
2007-08-16,2607506240
2007-08-17,2700940080
2007-08-20,2666915040
2007-08-21,2666915040
2007-08-22,2771690560
2007-08-23,2839200560
2007-08-24,2868904960
2007-08-27,2852162480
2007-08-28,2793833840
2007-08-29,2834879920
2007-08-30,2843521200
2007-08-31,2870525200
2007-09-04,2925073280
2007-09-05,2915351840
2007-09-06,2929934000
2007-09-07,2927773680
2007-09-10,2893208560
2007-09-11,2902389920
2007-09-12,2927233600
2007-09-13,2953157440
2007-09-14,2965039200
2007-09-17,2938035200
2007-09-18,2970440000
2007-09-19,2932634400
2007-09-20,2961798720
2007-09-21,2972060240
2007-09-24,3030928960
2007-09-25,3124902880
2007-09-26,3133544160
2007-09-27,3181071200
2007-09-28,3294488000
2007-10-01,6788406600
2007-10-02,6939681795
2007-10-03,6982537678
2007-10-04,6999866550
2007-10-05,7092041400
2007-10-08,7039989720
2007-10-09,7102885500
2007-10-10,7088788170
2007-10-11,7195060349
2007-10-12,7389169740
2007-10-15,7291572839
2007-10-16,7320851910
2007-10-17,7363143900
2007-10-18,7344708930
2007-10-19,7139755440
2007-10-22,7116982829
2007-10-23,7243858800
2007-10-24,7310007810
2007-10-25,7180963020
2007-10-26,7139755440
2007-10-29,7281813150
2007-10-30,7257956130
2007-10-31,7366397130
2007-11-01,7147346310
2007-11-02,7169034510
2007-11-05,7230845880
2007-11-06,6985769220
2007-11-07,6938055180
2007-11-08,6733101690
2007-11-09,6754789890
2007-11-12,6618154230
2007-11-13,6880581450
2007-11-14,6944561640
2007-11-15,7062762329
2007-11-16,7071437609
2007-11-19,7056255869
2007-11-20,7092041400
2007-11-21,6851302380
2007-11-23,6919620210
2007-11-26,6792744240
2007-11-27,6869737350
2007-11-28,7023723570
2007-11-29,7133248980
2007-11-30,7199397990
2007-12-03,7026976800
2007-12-04,6696231750
2007-12-05,6725510820
2007-12-06,6942392820
2007-12-07,6943477230
2007-12-10,7043242950
2007-12-11,6884919090
2007-12-12,7010710650
2007-12-13,6998782140
2007-12-14,7070353200
2007-12-17,7057340280
2007-12-18,7180963020
2007-12-19,7321936320
2007-12-20,7536649500
2007-12-21,7535565089
2007-12-24,7704733050
2007-12-26,7729674480
2007-12-27,7571350619
2007-12-28,7552915650
2007-12-31,8760282960
2008-01-02,8616065015
2008-01-03,8975971745
2008-01-04,9076796680
2008-01-07,8998944515
2008-01-08,8692640915
2008-01-09,8720718745
2008-01-10,8900672110
2008-01-11,8979800540
2008-01-14,8806228500
2008-01-15,8565014415
2008-01-16,8502477430
2008-01-17,8344220569
2008-01-18,8191068770
2008-01-22,8041745765
2008-01-23,8191068770
2008-01-24,8074928655
2008-01-25,7921776855
2008-01-28,7829885775
2008-01-29,8117045400
2008-01-30,7887317700
2008-01-31,8214041540
2008-02-01,8607131160
2008-02-04,8562461885
2008-02-05,8136189375
2008-02-06,7924329385
2008-02-07,7963893600
2008-02-08,8138741905
2008-02-11,8065994800
2008-02-12,7903909145
2008-02-13,7962617335
2008-02-14,7944749625
2008-02-15,7962617335
2008-02-19,7838819630
2008-02-20,7897527820
2008-02-21,7601434340
2008-02-22,7495504345
2008-02-25,7633340965
2008-02-26,7849029750
2008-02-27,7919224325
2008-02-28,7840095895
2008-02-29,7697154215
2008-03-03,7411270855
2008-03-04,7333418690
2008-03-05,7441901215
2008-03-06,7185371950
2008-03-07,6955644250
2008-03-10,6588079930
2008-03-11,6917356300
2008-03-12,6849714255
2008-03-13,7098585930
2008-03-14,6987550875
2008-03-17,6813978835
2008-03-18,7134321350
2008-03-19,7041154005
2008-03-20,7314274715
2008-03-24,7449558805
2008-03-25,7475084105
2008-03-26,7369154110
2008-03-27,7310445920
2008-03-28,7096033400
2008-03-31,7107792800
2008-04-01,7589742060
2008-04-02,7541163620
2008-04-03,7677950280
2008-04-04,7739312520
2008-04-07,7764880120
2008-04-08,7777663920
2008-04-09,7534771720
2008-04-10,7575679880
2008-04-11,7148700960
2008-04-14,6916035800
2008-04-15,6744732880
2008-04-16,7151257720
2008-04-17,7125690120
2008-04-18,7048987320
2008-04-21,7074554920
2008-04-22,6941603400
2008-04-23,7233074040
2008-04-24,7409490480
2008-04-25,7450398640
2008-04-28,7473409480
2008-04-29,7660052960
2008-04-30,7463182440
2008-05-01,6072305000
2008-05-02,5842196600
2008-05-05,5617201720
2008-05-06,5650439600
2008-05-07,5783391120
2008-05-08,5801288440
2008-05-09,5670893680
2008-05-12,5640212560
2008-05-13,5517488080
2008-05-14,5433115000
2008-05-15,5369196000
2008-05-16,5351298680
2008-05-19,5566066520
2008-05-20,5647882840
2008-05-21,5727142400
2008-05-22,5814072240
2008-05-23,6036510360
2008-05-27,6054407680
2008-05-28,6174575400
2008-05-29,6200143000
2008-05-30,6143894280
2008-06-02,6031396840
2008-06-03,6146451040
2008-06-04,6264062000
2008-06-05,6179688920
2008-06-06,5985375160
2008-06-09,5929126440
2008-06-10,6082532040
2008-06-11,5936796720
2008-06-12,5957250800
2008-06-13,6064634720
2008-06-16,6008386000
2008-06-17,6018613040
2008-06-18,5901002080
2008-06-19,5957250800
2008-06-20,5870320960
2008-06-23,5783391120
2008-06-24,5652996360
2008-06-25,5814072240
2008-06-26,5642769320
2008-06-27,5629985520
2008-06-30,5582108000
2008-07-01,5781834800
2008-07-02,5638441200
2008-07-03,5530896000
2008-07-07,5520653600
2008-07-08,5792077200
2008-07-09,5771592400
2008-07-10,5753668200
2008-07-11,5779274200
2008-07-14,5774153000
2008-07-15,5966198000
2008-07-16,6099349200
2008-07-17,6137758200
2008-07-18,6137758200
2008-07-21,6091667400
2008-07-22,6099349200
2008-07-23,6063500800
2008-07-24,5920107200
2008-07-25,6045576600
2008-07-28,5871455800
2008-07-29,6002046400
2008-07-30,5850971000
2008-07-31,4729428200
2008-08-01,4770397800
2008-08-04,4652610200
2008-08-05,4813928000
2008-08-06,5008533600
2008-08-07,5090472800
2008-08-08,5300442000
2008-08-11,5397744800
2008-08-12,5364457000
2008-08-13,5213381600
2008-08-14,5167290800
2008-08-15,5149366600
2008-08-18,5154487800
2008-08-19,5226184600
2008-08-20,5174972600
2008-08-21,5185215000
2008-08-22,5292760200
2008-08-25,5198018000
2008-08-26,5264593600
2008-08-27,5361896400
2008-08-28,5484805200
2008-08-29,5433593200
2008-09-02,5246669400
2008-09-03,5121200000
2008-09-04,4911230800
2008-09-05,5072548600
2008-09-08,4962442800
2008-09-09,4767837200
2008-09-10,4685898000
2008-09-11,4819049200
2008-09-12,5072548600
2008-09-15,4947079200
2008-09-16,5011094200
2008-09-17,4854897600
2008-09-18,5154487800
2008-09-19,5034139600
2008-09-22,4895867200
2008-09-23,4988048800
2008-09-24,5046942600
2008-09-25,5118639400
2008-09-26,5121200000
2008-09-29,4809099240
2008-09-30,4952577960
2008-10-01,4729673520
2008-10-02,4547763000
2008-10-03,4294113120
2008-10-06,4132699559
2008-10-07,3937978440
2008-10-08,4148072280
2008-10-09,3763754280
2008-10-10,3738133080
2008-10-13,4150634400
2008-10-14,3950789040
2008-10-15,3692014920
2008-10-16,3748381560
2008-10-17,3612589200
2008-10-20,3766316400
2008-10-21,3674080080
2008-10-22,3538287720
2008-10-23,3346128720
2008-10-24,3259016640
2008-10-27,2925941040
2008-10-28,2943875880
2008-10-29,2902881960
2008-10-30,3048922800
2008-10-31,3136034880
2008-11-03,3225709080
2008-11-04,3494731680
2008-11-05,3361501440
2008-11-06,3174466680
2008-11-07,3276951480
2008-11-10,3200087880
2008-11-11,3210336360
2008-11-12,3328193880
2008-11-13,3715074000
2008-11-14,3622837680
2008-11-17,3402495360
2008-11-18,3479358960
2008-11-19,3302572680
2008-11-20,3005366760
2008-11-21,3033550080
2008-11-24,3461424120
2008-11-25,3574157400
2008-11-26,3743257320
2008-11-28,3602340720
2008-12-01,3128348520
2008-12-02,3210336360
2008-12-03,3310259040
2008-12-04,3025863720
2008-12-05,3279513600
2008-12-08,3348690840
2008-12-09,3333318120
2008-12-10,3351252960
2008-12-11,3276951480
2008-12-12,3356377200
2008-12-15,3284637840
2008-12-16,3405057480
2008-12-17,3463986240
2008-12-18,3430678680
2008-12-19,3333318120
2008-12-22,3215460600
2008-12-23,3192401520
2008-12-24,3207774240
2008-12-26,3174466680
2008-12-29,3020085720
2008-12-30,3184165080
2008-12-31,3350808180
2009-01-02,3332862000
2009-01-05,3199547520
2009-01-06,3202111260
2009-01-07,3112380360
2009-01-08,2930354820
2009-01-09,2794476600
2009-01-12,3161091420
2009-01-13,3317479560
2009-01-14,3155963940
2009-01-15,3135454020
2009-01-16,3145708980
2009-01-20,2886771240
2009-01-21,2997012060
2009-01-22,3007267020
2009-01-23,2925227340
2009-01-26,2958555960
2009-01-27,3073924260
2009-01-28,3125199060
2009-01-29,3022649460
2009-01-30,3022649460
2009-02-02,3068796780
2009-02-03,3281587200
2009-02-04,3337989480
2009-02-05,3543088680
2009-02-06,3625128360
2009-02-09,3663584460
2009-02-10,3427720380
2009-02-11,3512323800
2009-02-12,3637947060
2009-02-13,3635383320
2009-02-17,3458485260
2009-02-18,3440539080
2009-02-19,3332862000
2009-02-20,3145708980
2009-02-23,3099561660
2009-02-24,3176473860
2009-02-25,3109816620
2009-02-26,2997012060
2009-02-27,2902153680
2009-03-02,2586813660
2009-03-03,2607323580
2009-03-04,2725255620
2009-03-05,2466317880
2009-03-06,2486827800
2009-03-09,2407351860
2009-03-10,2635524720
2009-03-11,2550921300
2009-03-12,2712436920
2009-03-13,3035468160
2009-03-16,2907281160
2009-03-17,3032904420
2009-03-18,3176473860
2009-03-19,3107252880
2009-03-20,3055978080
2009-03-23,3350808180
2009-03-24,3340553220
2009-03-25,3417465420
2009-03-26,3581544780
2009-03-27,3458485260
2009-03-30,3327531320
2009-03-31,3358318040
2009-04-01,3253130080
2009-04-02,3504554960
2009-04-03,3468637120
2009-04-06,3481464920
2009-04-07,3453243760
2009-04-08,3496858280
2009-04-09,3604611800
2009-04-13,3548169480
2009-04-14,3568693960
2009-04-15,3599480680
2009-04-16,3699537520
2009-04-17,3825249960
2009-04-20,3650791880
2009-04-21,3612308480
2009-04-22,3617439600
2009-04-23,3540472800
2009-04-24,3668750800
2009-04-27,3653357440
2009-04-28,3663619680
2009-04-29,3843208880
2009-04-30,3812422160
2009-05-01,3871430040
2009-05-04,4002273600
2009-05-05,3194122200
2009-05-06,3132548760
2009-05-07,3104327600
2009-05-08,3114589840
2009-05-11,3191556640
2009-05-12,3076106440
2009-05-13,3053016400
2009-05-14,3094065360
2009-05-15,3004270760
2009-05-18,3001705200
2009-05-19,3053016400
2009-05-20,3060713080
2009-05-21,3006836320
2009-05-22,3009401880
2009-05-26,3106893160
2009-05-27,3150507680
2009-05-28,3178728840
2009-05-29,3250564520
2009-06-01,3419891480
2009-06-02,3527645000
2009-06-03,3527645000
2009-06-04,3478899360
2009-06-05,3504554960
2009-06-08,3460940440
2009-06-09,3532776120
2009-06-10,3496858280
2009-06-11,3684144160
2009-06-12,3599480680
2009-06-15,3448112640
2009-06-16,3419891480
2009-06-17,3512764752
2009-06-18,3566128400
2009-06-19,3640529640
2009-06-22,3496858280
2009-06-23,3537907240
2009-06-24,3599480680
2009-06-25,3666185240
2009-06-26,3699537520
2009-06-29,3649925400
2009-06-30,3662777250
2009-07-01,3577955040
2009-07-02,3508555050
2009-07-06,3508555050
2009-07-07,3387747660
2009-07-08,3351762480
2009-07-09,3297784710
2009-07-10,3274651380
2009-07-13,3356903220
2009-07-14,3341481000
2009-07-15,3472569870
2009-07-16,3516266160
2009-07-17,3485421720
2009-07-20,3505984680
2009-07-21,3606229110
2009-07-22,3536829120
2009-07-23,3655066140
2009-07-24,3763021680
2009-07-27,3778443900
2009-07-28,3770732790
2009-07-29,3816999450
2009-07-30,3786155010
2009-07-31,3775873530
2009-08-03,3811858710
2009-08-04,3819569820
2009-08-05,3791295750
2009-08-06,3680769840
2009-08-07,3678199470
2009-08-10,3719325390
2009-08-11,3667917990
2009-08-12,3804147600
2009-08-13,3816999450
2009-08-14,3891540180
2009-08-17,3814429080
2009-08-18,3901821660
2009-08-19,4025199420
2009-08-20,4038051270
2009-08-21,4079177190
2009-08-24,4117732740
2009-08-25,4197414209
2009-08-26,4169140139
2009-08-27,4233399389
2009-08-28,4223117910
2009-08-31,4230829020
2009-09-01,4163999400
2009-09-02,4115162370
2009-09-03,4110021630
2009-09-04,4223117910
2009-09-08,4225688280
2009-09-09,4338784560
2009-09-10,4392762330
2009-09-11,4387621590
2009-09-14,4487866020
2009-09-15,4428747510
2009-09-16,4307940120
2009-09-17,4367058630
2009-09-18,4233399389
2009-09-21,4289947530
2009-09-22,4197414209
2009-09-23,4140866070
2009-09-24,4148577180
2009-09-25,4184562360
