,HOLX
2023-08-22,18840691800
2023-08-23,18460740300
2023-08-24,18426422100
2023-08-25,18485253300
2023-08-28,18522022800
2023-08-29,18637233900
2023-08-30,18713224200
2023-08-31,18321016200
2023-09-01,18414165600
2023-09-05,18154327800
2023-09-06,18164133000
2023-09-07,17879782200
2023-09-08,17705739900
2023-09-11,17843012700
2023-09-12,17651811300
2023-09-13,17659165200
2023-09-14,17735155500
2023-09-15,17602785300
2023-09-18,17649360000
2023-09-19,17654262600
2023-09-20,17514538500
2023-09-21,17176259099
2023-09-22,17210577300
2023-09-25,17190966900
2023-09-26,17134587000
2023-09-27,16972801199
2023-09-28,17171356500
2023-09-29,17012022000
2023-10-02,16434241490
2023-10-03,16536851100
2023-10-04,16505829590
2023-10-05,16558327530
2023-10-06,16665709680
2023-10-09,16763546750
2023-10-10,16887632790
2023-10-11,16563100070
2023-10-12,16202773300
2023-10-13,16460490460
2023-10-16,16517760940
2023-10-17,16465263000
2023-10-18,16205159570
2023-10-19,16183683139
2023-10-20,16181296870
2023-10-23,16121640120
2023-10-24,16195614490
2023-10-25,15897330740
2023-10-26,15699270330
2023-10-27,15537003970
2023-10-30,15584729370
2023-10-31,15789948590
2023-11-01,15914034630
2023-11-02,15894944470
2023-11-03,16386516090
2023-11-06,16417537600
2023-11-07,16314927990
2023-11-08,16291065290
2023-11-09,16035734400
2023-11-10,17212165510
2023-11-13,17037967800
2023-11-14,17166826380
2023-11-15,17183530270
2023-11-16,17331479010
2023-11-17,17150122490
2023-11-20,17157281300
2023-11-21,17159667570
2023-11-22,17224096860
2023-11-24,17119100979
2023-11-27,17068989310
2023-11-28,16672868490
2023-11-29,16847066199
2023-11-30,17014105100
2023-12-01,16978311050
2023-12-04,16842293660
2023-12-05,16527306020
2023-12-06,16491511970
2023-12-07,16517760940
2023-12-08,16314927990
2023-12-11,16388902360
2023-12-12,16703890000
2023-12-13,16949675810
2023-12-14,16963993430
2023-12-15,16937744460
2023-12-18,16944903270
2023-12-19,16978311050
2023-12-20,16780250639
2023-12-21,16959220889
2023-12-22,16952062080
2023-12-26,16968765970
2023-12-27,16928199380
2023-12-28,17004560020
2023-12-29,17049899150
2024-01-02,17092589399
2024-01-03,17071359300
2024-01-04,17189304300
2024-01-05,17208175500
2024-01-08,16826033700
2024-01-09,17012386800
2024-01-10,16943978700
2024-01-11,17085512700
2024-01-12,17160997500
2024-01-16,17194022100
2024-01-17,17231764500
2024-01-18,17349709500
2024-01-19,17342632800
2024-01-22,17465295600
2024-01-23,17623341900
2024-01-24,17477090100
2024-01-25,17488884600
2024-01-26,17552574900
2024-01-29,17687032200
2024-01-30,17675237700
2024-01-31,17559651600
2024-02-01,17552574900
2024-02-02,17087871600
2024-02-05,16993515600
2024-02-06,17495961300
2024-02-07,17420476500
2024-02-08,17321402700
2024-02-09,17323761600
2024-02-12,17470013400
2024-02-13,17283660300
2024-02-14,17255353500
2024-02-15,17408682000
2024-02-16,17406323100
2024-02-20,17592676200
2024-02-21,17885179800
2024-02-22,17899333200
2024-02-23,17963023500
2024-02-26,17646930900
2024-02-27,17776670400
2024-02-28,17484166800
2024-02-29,17408682000
2024-03-01,17373298500
2024-03-04,17597394000
2024-03-05,17399246400
2024-03-06,17738928000
2024-03-07,18003124800
2024-03-08,18175324500
2024-03-11,18005483700
2024-03-12,17842719600
2024-03-13,18005483700
2024-03-14,17771952600
2024-03-15,17906409900
2024-03-18,18010201500
2024-03-19,18000765900
2024-03-20,17701185600
2024-03-21,17814412800
2024-03-22,17753081400
2024-03-25,17845078500
2024-03-26,17967741300
2024-03-27,18246091500
2024-03-28,18389984400
2024-04-01,17955946800
2024-04-02,17946511200
2024-04-03,18288551700
2024-04-04,18229579200
2024-04-05,18394702200
2024-04-08,18253168200
2024-04-09,18496134900
2024-04-10,18307422900
2024-04-11,18347524200
2024-04-12,18241373700
2024-04-15,18290910600
2024-04-16,17717697900
2024-04-17,17672878800
2024-04-18,17715339000
2024-04-19,17781388200
2024-04-22,17979535800
2024-04-23,18208349100
2024-04-24,18095121900
2024-04-25,17859231900
2024-04-26,17922922200
2024-04-29,18076250700
2024-04-30,17873385300
2024-05-01,17993689200
2024-05-02,17906409900
2024-05-03,18055020600
2024-05-06,17911127700
2024-05-07,17951229000
2024-05-08,17894615400
2024-05-09,17868667500
2024-05-10,17724774600
2024-05-13,17826207300
2024-05-14,17845078500
2024-05-15,17658725400
2024-05-16,17679955500
2024-05-17,17696467800
2024-05-20,17656366500
2024-05-21,17585599500
2024-05-22,17646930900
2024-05-23,17453501100
2024-05-24,17408682000
2024-05-28,17304890400
2024-05-29,17076077100
2024-05-30,17120896200
2024-05-31,17403964200
2024-06-03,17580881700
2024-06-04,17609188500
2024-06-05,17514832500
2024-06-06,17639854200
2024-06-07,17576163900
2024-06-10,17448783300
2024-06-11,17196381000
2024-06-12,17097307200
2024-06-13,17017104600
2024-06-14,16934543100
2024-06-17,16849622700
2024-06-18,16859058300
2024-06-20,17033616899
2024-06-21,17236482300
2024-06-24,17097307200
2024-06-25,16901518500
2024-06-26,17047770300
2024-06-27,17505396900
2024-06-28,17514832500
2024-07-01,17479449000
2024-07-02,17344991700
2024-07-03,17333197200
2024-07-05,17479449000
2024-07-08,17580881700
2024-07-09,17632777500
2024-07-10,17873385300
2024-07-11,18043226100
2024-07-12,18326294100
2024-07-15,18243732600
2024-07-16,18507929400
2024-07-17,18609362100
2024-07-18,18319217400
2024-07-19,18425367900
2024-07-22,18489058200
2024-07-23,18423009000
2024-07-24,18479622600
2024-07-25,18371113200
2024-07-26,18446912520
2024-07-29,18683862560
2024-07-30,19357176040
2024-07-31,19146032440
2024-08-01,19519052800
2024-08-02,19622278560
2024-08-05,19321985440
2024-08-06,19343099800
2024-08-07,19211721560
2024-08-08,19563627560
2024-08-09,19622278560
