,FRC
2015-07-29,11518780000
2015-07-30,11638900000
2015-07-31,11609780000
2015-08-03,11578840000
2015-08-04,11626160000
2015-08-05,11657100000
2015-08-06,11566100000
2015-08-07,11573380000
2015-08-10,11850020000
2015-08-11,11622520000
2015-08-12,11447800000
2015-08-13,11466000000
2015-08-14,11720800000
2015-08-17,11717160000
2015-08-18,11673480000
2015-08-19,11538800000
2015-08-20,11187540000
2015-08-21,10952760000
2015-08-24,10457720000
2015-08-25,10301200000
2015-08-26,10703420000
2015-08-27,10985520000
2015-08-28,10996440000
2015-08-31,10976420000
2015-09-01,10690680000
2015-09-02,10883600000
2015-09-03,11078340000
2015-09-04,10952760000
2015-09-08,11234860000
2015-09-09,11132940000
2015-09-10,11271260000
2015-09-11,11269440000
2015-09-14,11396840000
2015-09-15,11555180000
2015-09-16,11662560000
2015-09-17,11507860000
2015-09-18,11345880000
2015-09-21,11469640000
2015-09-22,11271260000
2015-09-23,11340420000
2015-09-24,11387740000
2015-09-25,11422320000
2015-09-28,11280360000
2015-09-29,11242140000
2015-09-30,11424140000
2015-10-01,11382280000
2015-10-02,11384100000
2015-10-05,11658920000
2015-10-06,11624340000
2015-10-07,11717160000
2015-10-08,11782680000
2015-10-09,11662560000
2015-10-12,11769940000
2015-10-13,11664380000
2015-10-14,11373180000
2015-10-15,11427780000
2015-10-16,11516960000
2015-10-19,11606140000
2015-10-20,11746280000
2015-10-21,11555180000
2015-10-22,11689860000
2015-10-23,11915540000
2015-10-26,11933739999
2015-10-27,11737180000
2015-10-28,12248600000
2015-10-29,12159420000
2015-10-30,11886420000
2015-11-02,11988340000
2015-11-03,11930100000
2015-11-04,11953760000
2015-11-05,12195820000
2015-11-06,12528880000
2015-11-09,12372360000
2015-11-10,11988340000
2015-11-11,12021100000
2015-11-12,11848199999
2015-11-13,11850020000
2015-11-16,12044760000
2015-11-17,11997440000
2015-11-18,12224940000
2015-11-19,12183080000
2015-11-20,12294100000
2015-11-23,12410580000
2015-11-24,12501580000
2015-11-25,12457900000
2015-11-27,12519780000
2015-11-30,12532520000
2015-12-01,12608960000
2015-12-02,12567100000
2015-12-03,12259520000
2015-12-04,12579840000
2015-12-07,12405120000
2015-12-08,12217660000
2015-12-09,12175800000
2015-12-10,12192180000
2015-12-11,11926460000
2015-12-14,11975600000
2015-12-15,12277719999
2015-12-16,12470640000
2015-12-17,12106640000
2015-12-18,11826360000
2015-12-21,11984699999
2015-12-22,11979239999
2015-12-23,12135760000
2015-12-24,12175800000
2015-12-28,12139400000
2015-12-29,12226760000
2015-12-30,12059320000
2015-12-31,12022920000
2016-01-04,11698960000
2016-01-05,11795420000
2016-01-06,11693500000
2016-01-07,11516960000
2016-01-08,11333140000
2016-01-11,11249420000
2016-01-12,11287640000
2016-01-13,11076520000
2016-01-14,11458720000
2016-01-15,11527880000
2016-01-19,11540620000
2016-01-20,11680760000
2016-01-21,11638900000
2016-01-22,12015640000
2016-01-25,11518780000
2016-01-26,12099360000
2016-01-27,11930100000
2016-01-28,12115739999
2016-01-29,12376000000
2016-02-01,12346880000
2016-02-02,11982880000
2016-02-03,12210380000
2016-02-04,12190360000
2016-02-05,11520600000
2016-02-08,10903620000
2016-02-09,10537800000
2016-02-10,10672480000
2016-02-11,10299380000
2016-02-12,10626980000
2016-02-16,10885420000
2016-02-17,11078340000
2016-02-18,10832640000
2016-02-19,10894520000
2016-02-22,11162060000
2016-02-23,10872680000
2016-02-24,10878140000
2016-02-25,11334960000
2016-02-26,11571560000
2016-02-29,11200280000
2016-03-01,11826360000
2016-03-02,12064780000
2016-03-03,12270440000
2016-03-04,12355980000
2016-03-07,12150320000
2016-03-08,11979239999
2016-03-09,11850020000
2016-03-10,11819080000
2016-03-11,12153960000
2016-03-14,12181260000
2016-03-15,12039300000
2016-03-16,11968320000
2016-03-17,11868219999
2016-03-18,11988340000
2016-03-21,12153960000
2016-03-22,12224940000
2016-03-23,12163060000
2016-03-24,12132120000
2016-03-28,12144860000
2016-03-29,12119380000
2016-03-30,12197640000
2016-03-31,12128480000
2016-04-01,12113920000
2016-04-04,12204920000
2016-04-05,12070239999
2016-04-06,12184900000
2016-04-07,11775400000
2016-04-08,11731719999
2016-04-11,11811800000
2016-04-12,11973780000
2016-04-13,12285000000
2016-04-14,12718160000
2016-04-15,12891060000
2016-04-18,12980239999
2016-04-19,12980239999
2016-04-20,13111280000
2016-04-21,12943840000
2016-04-22,12909260000
2016-04-25,12874680000
2016-04-26,12931100000
2016-04-27,12936560000
2016-04-28,12814620000
2016-04-29,12798239999
2016-05-02,12900160000
2016-05-03,12689040000
2016-05-04,12465180000
2016-05-05,12406940000
2016-05-06,12423320000
2016-05-09,12348699999
2016-05-10,12556180000
2016-05-11,12441520000
2016-05-12,12366900000
2016-05-13,12299560000
2016-05-16,12368719999
2016-05-17,12281360000
2016-05-18,12716340000
2016-05-19,12719980000
2016-05-20,12832820000
2016-05-23,12698140000
2016-05-24,12971140000
2016-05-25,13154960000
2016-05-26,13165880000
2016-05-27,13193180000
2016-05-31,13178620000
2016-06-01,12972960000
2016-06-02,13007540000
2016-06-03,12820080000
2016-06-06,12831000000
2016-06-07,12719980000
2016-06-08,12838280000
2016-06-09,12725440000
2016-06-10,12565280000
2016-06-13,12503400000
2016-06-14,12361440000
2016-06-15,12432420000
2016-06-16,12412400000
2016-06-17,12436060000
2016-06-20,12578020000
2016-06-21,12703600000
2016-06-22,12780040000
2016-06-23,13054860000
2016-06-24,12397840000
2016-06-27,11693500000
2016-06-28,12305020000
2016-06-29,12519780000
2016-06-30,12738180000
2016-07-01,12508860000
2016-07-05,12297739999
2016-07-06,12181260000
2016-07-07,12423320000
2016-07-08,12608960000
2016-07-11,12810980000
2016-07-12,13034840000
2016-07-13,13002080000
2016-07-14,12972960000
2016-07-15,13067600000
2016-07-18,12940199999
2016-07-19,12849199999
2016-07-20,12867400000
2016-07-21,12789140000
2016-07-22,12960219999
2016-07-25,13111280000
2016-07-26,13031199999
2016-07-27,13076699999
2016-07-28,13047580000
2016-07-29,13043940000
2016-08-01,12927460000
2016-08-02,12952940000
2016-08-03,13000260000
2016-08-04,12992980000
2016-08-05,13384280000
2016-08-08,13349699999
2016-08-09,13329680000
2016-08-10,13122199999
2016-08-11,13191360000
2016-08-12,13113100000
2016-08-15,13326040000
2016-08-16,13315120000
2016-08-17,13340600000
2016-08-18,13393380000
2016-08-19,13418860000
2016-08-22,13433420000
2016-08-23,13360620000
2016-08-24,13375180000
2016-08-25,13500760000
2016-08-26,13639080000
2016-08-29,13771940000
2016-08-30,13939380000
2016-08-31,14006719999
2016-09-01,13992160000
2016-09-02,14037660000
2016-09-06,13715520000
2016-09-07,13890239999
2016-09-08,13968500000
2016-09-09,13791960000
2016-09-12,13955760000
2016-09-13,13726440000
2016-09-14,13677300000
2016-09-15,13877500000
2016-09-16,13853840000
2016-09-19,13868400000
2016-09-20,13977600000
2016-09-21,14050400000
2016-09-22,14099540000
2016-09-23,14146860000
2016-09-26,14019460000
2016-09-27,14130480000
2016-09-28,14212380000
2016-09-29,13990340000
2016-09-30,14034020000
2016-10-03,13893880000
2016-10-04,13988520000
2016-10-05,14230580000
2016-10-06,14265160000
2016-10-07,14287000000
2016-10-10,14317940000
2016-10-11,14110460000
2016-10-12,14037660000
2016-10-13,13466180000
2016-10-14,13344239999
2016-10-17,13320580000
2016-10-18,13518960000
2016-10-19,13933920000
2016-10-20,13848380000
2016-10-21,13821080000
2016-10-24,13923000000
2016-10-25,13737360000
2016-10-26,13726440000
2016-10-27,13715520000
2016-10-28,13579020000
2016-10-31,13546260000
2016-11-01,13524420000
2016-11-02,13402480000
2016-11-03,13251420000
2016-11-04,13256880000
2016-11-07,13606320000
2016-11-08,13529880000
2016-11-09,14203280000
2016-11-10,15022280000
2016-11-11,14991340000
2016-11-14,15413580000
2016-11-15,15167880000
2016-11-16,14796600000
2016-11-17,15146040000
2016-11-18,15085980000
2016-11-21,14902160000
2016-11-22,14945840000
2016-11-23,14991340000
2016-11-25,15040480000
2016-11-28,14672840000
2016-11-29,14838460000
2016-11-30,14905800000
2016-12-01,15158780000
2016-12-02,15173340000
2016-12-05,15382640000
2016-12-06,15586480000
2016-12-07,16070600000
2016-12-08,16491020000
2016-12-09,16205280000
2016-12-12,16045120000
2016-12-13,16207100000
2016-12-14,16108820000
2016-12-15,16309020000
2016-12-16,16157960000
2016-12-19,16400020000
2016-12-20,16658460000
2016-12-21,16614780000
2016-12-22,16598400000
2016-12-23,16665739999
2016-12-27,16756739999
2016-12-28,16720340000
2016-12-29,16649360000
2016-12-30,16769480000
2017-01-03,16849560000
2017-01-04,16911440000
2017-01-05,16756739999
2017-01-06,16880500000
2017-01-09,16747640000
2017-01-10,16798600000
2017-01-11,16833180000
2017-01-12,16716699999
2017-01-13,16916900000
2017-01-17,16693040000
2017-01-18,16767660000
2017-01-19,16764020000
2017-01-20,16845920000
2017-01-23,16864120000
2017-01-24,16982420000
2017-01-25,17324580000
2017-01-26,17408300000
2017-01-27,17257240000
2017-01-30,17115280000
2017-01-31,17168060000
2017-02-01,17087980000
2017-02-02,17017000000
2017-02-03,17286360000
2017-02-06,17224480000
2017-02-07,17129840000
2017-02-08,16971500000
2017-02-09,17286360000
2017-02-10,17260880000
2017-02-13,17541160000
2017-02-14,17548440000
2017-02-15,17613960000
2017-02-16,17428320000
2017-02-17,17399200000
2017-02-21,17421040000
2017-02-22,17421040000
2017-02-23,17431960000
2017-02-24,17342780000
2017-02-27,17359160000
2017-02-28,17077060000
2017-03-01,17635800000
2017-03-02,17435600000
2017-03-03,17628520000
2017-03-06,17646720000
2017-03-07,17315480000
2017-03-08,17453800000
2017-03-09,17522960000
2017-03-10,17508400000
2017-03-13,17501120000
2017-03-14,17502940000
2017-03-15,17200820000
2017-03-16,17360980000
2017-03-17,17306380000
2017-03-20,17069780000
2017-03-21,16602040000
2017-03-22,16582020000
2017-03-23,16512860000
2017-03-24,16547440000
2017-03-27,16441880000
2017-03-28,16876860000
2017-03-29,16749460000
2017-03-30,17215380000
2017-03-31,17073420000
2017-04-03,17006080000
2017-04-04,16931460000
2017-04-05,16714880000
2017-04-06,16895060000
2017-04-07,16738540000
2017-04-10,16765840000
2017-04-11,16760380000
2017-04-12,16738540000
2017-04-13,16412760000
2017-04-17,16454620000
2017-04-18,16305380000
2017-04-19,16268980000
2017-04-20,16471000000
2017-04-21,16487380000
2017-04-24,16847739999
2017-04-25,16956940000
2017-04-26,17038840000
2017-04-27,17027920000
2017-04-28,16827719999
2017-05-01,17053400000
2017-05-02,16942380000
2017-05-03,17013360000
2017-05-04,17235400000
2017-05-05,17206280000
2017-05-08,17093440000
2017-05-09,16896880000
2017-05-10,16776760000
2017-05-11,16562000000
2017-05-12,16545620000
2017-05-15,16694860000
2017-05-16,16853199999
2017-05-17,16334500000
2017-05-18,16425500000
2017-05-19,16418219999
2017-05-22,16529239999
2017-05-23,16878680000
2017-05-24,16916900000
2017-05-25,16967860000
2017-05-26,16858660000
2017-05-30,16956940000
2017-05-31,16762199999
2017-06-01,17273620000
2017-06-02,17102540000
2017-06-05,17284540000
2017-06-06,17162600000
2017-06-07,17479280000
2017-06-08,17825080000
2017-06-09,18227300000
2017-06-12,18245500000
2017-06-13,18303740000
2017-06-14,18360160000
2017-06-15,18331040000
2017-06-16,18343780000
2017-06-19,18463900000
2017-06-20,18349240000
2017-06-21,18170880000
2017-06-22,18176340000
2017-06-23,18036200000
2017-06-26,18112640000
2017-06-27,17999800000
2017-06-28,18329220000
2017-06-29,18301920000
2017-06-30,18218200000
2017-07-03,18696860000
2017-07-05,18662280000
2017-07-06,18564000000
2017-07-07,18795140000
2017-07-10,18824260000
2017-07-11,18569460000
2017-07-12,18594940000
2017-07-13,18445700000
2017-07-14,18420220000
2017-07-17,18338320000
2017-07-18,18267340000
2017-07-19,18198180000
2017-07-20,18267340000
2017-07-21,18167240000
2017-07-24,18267340000
2017-07-25,18589480000
2017-07-26,18252780000
2017-07-27,18234580000
2017-07-28,18163600000
2017-07-31,18260060000
2017-08-01,18498480000
2017-08-02,18480280000
2017-08-03,18356520000
2017-08-04,18485740000
2017-08-07,18509400000
2017-08-08,18491200000
2017-08-09,18263700000
2017-08-10,17803240000
2017-08-11,17721340000
2017-08-14,17954300000
2017-08-15,17972500000
2017-08-16,17885140000
2017-08-17,17484740000
2017-08-18,17528420000
2017-08-21,17515680000
2017-08-22,17655820000
2017-08-23,17644900000
2017-08-24,17750460000
2017-08-25,17863300000
2017-08-28,17805060000
2017-08-29,17566640000
2017-08-30,17664920000
2017-08-31,17663100000
2017-09-01,17723160000
2017-09-05,17146219999
2017-09-06,17191720000
2017-09-07,16833180000
2017-09-08,17089800000
2017-09-11,17477460000
2017-09-12,17850560000
2017-09-13,17801420000
2017-09-14,17424680000
2017-09-15,17563000000
2017-09-18,17754100000
2017-09-19,17805060000
2017-09-20,18132660000
2017-09-21,18345600000
2017-09-22,18371080000
2017-09-25,18256420000
2017-09-26,18372900000
2017-09-27,18689580000
2017-09-28,18862480000
2017-09-29,19011720000
2017-10-02,19111820000
2017-10-03,19140940000
2017-10-04,19020820000
2017-10-05,19024460000
2017-10-06,19108180000
2017-10-09,19048120000
2017-10-10,18951660000
2017-10-11,18820620000
2017-10-12,18594940000
2017-10-13,17284540000
2017-10-16,17592120000
2017-10-17,17555720000
2017-10-18,17612140000
2017-10-19,17735900000
2017-10-20,18252780000
2017-10-23,18065320000
2017-10-24,18136300000
2017-10-25,18121740000
2017-10-26,18121740000
2017-10-27,18072600000
2017-10-30,17741360000
2017-10-31,17726800000
2017-11-01,17628520000
2017-11-02,17087980000
2017-11-03,17189900000
2017-11-06,17186260000
2017-11-07,17053400000
2017-11-08,16738540000
2017-11-09,16560180000
2017-11-10,16420040000
2017-11-13,16669380000
2017-11-14,16751280000
2017-11-15,16749460000
2017-11-16,16653000000
2017-11-17,16800420000
2017-11-20,16935100000
2017-11-21,16887780000
2017-11-22,16922360000
2017-11-24,16915080000
2017-11-27,16793140000
2017-11-28,17240860000
2017-11-29,17559360000
2017-11-30,17388280000
2017-12-01,17413760000
2017-12-04,17437420000
2017-12-05,17071600000
2017-12-06,16909620000
2017-12-07,16887780000
2017-12-08,16887780000
2017-12-11,16687580000
2017-12-12,16667560000
2017-12-13,16163420000
2017-12-14,16114280000
2017-12-15,15937739999
2017-12-18,16163420000
2017-12-19,16088800000
2017-12-20,16017820000
2017-12-21,15995980000
2017-12-22,15870400000
2017-12-26,15803060000
2017-12-27,15764840000
2017-12-28,15863120000
2017-12-29,15768480000
2018-01-02,15462719999
2018-01-03,15981420000
2018-01-04,16101540000
2018-01-05,16041480000
2018-01-08,16076060000
2018-01-09,16052400000
2018-01-10,16378180000
2018-01-11,16800420000
2018-01-12,16572920000
2018-01-16,15888600000
2018-01-17,16088800000
2018-01-18,15646540000
2018-01-19,16367260000
2018-01-22,16358160000
2018-01-23,16556540000
2018-01-24,16458260000
2018-01-25,16472820000
2018-01-26,16531060000
2018-01-29,16487380000
2018-01-30,16425500000
2018-01-31,16298100000
2018-02-01,16480100000
2018-02-02,16429140000
2018-02-05,16052400000
2018-02-06,16307199999
2018-02-07,16409120000
2018-02-08,16156140000
2018-02-09,16303560000
2018-02-12,16483739999
2018-02-13,16592940000
2018-02-14,17317300000
2018-02-15,17299100000
2018-02-16,17384640000
2018-02-20,17342780000
2018-02-21,17401020000
2018-02-22,17040660000
2018-02-23,17340960000
2018-02-26,17391920000
2018-02-27,17211740000
2018-02-28,16889600000
2018-03-01,16905980000
2018-03-02,17129840000
2018-03-05,17137120000
2018-03-06,17734080000
2018-03-07,17903340000
2018-03-08,17841460000
2018-03-09,17977960000
2018-03-12,17881500000
2018-03-13,17661280000
2018-03-14,17437420000
2018-03-15,17397380000
2018-03-16,17588480000
2018-03-19,17612140000
2018-03-20,17433780000
2018-03-21,17635800000
2018-03-22,16764020000
2018-03-23,16405480000
2018-03-26,16714880000
2018-03-27,16452800000
2018-03-28,16654820000
2018-03-29,16855020000
2018-04-02,16512860000
2018-04-03,16578380000
2018-04-04,16665739999
2018-04-05,16709420000
2018-04-06,16349060000
2018-04-09,16318120000
2018-04-10,16494660000
2018-04-11,16290820000
2018-04-12,16423680000
2018-04-13,16634800000
2018-04-16,16592940000
2018-04-17,16349060000
2018-04-18,16525600000
2018-04-19,16829540000
2018-04-20,16924180000
2018-04-23,17071600000
2018-04-24,17144400000
2018-04-25,17037020000
2018-04-26,16995160000
2018-04-27,17097080000
2018-04-30,16902340000
2018-05-01,17013360000
2018-05-02,17071600000
2018-05-03,17138940000
2018-05-04,17269980000
2018-05-07,17455620000
2018-05-08,17581200000
2018-05-09,17677660000
2018-05-10,17754100000
2018-05-11,17730440000
2018-05-14,17714060000
2018-05-15,17828720000
2018-05-16,18039840000
2018-05-17,18025280000
2018-05-18,17841460000
2018-05-21,18154500000
2018-05-22,18263700000
2018-05-23,18163600000
2018-05-24,18312840000
2018-05-25,18183620000
2018-05-29,17854200000
2018-05-30,18269160000
2018-05-31,18127200000
2018-06-01,18483920000
2018-06-04,18514860000
2018-06-05,18291000000
2018-06-06,18622240000
2018-06-07,18611320000
2018-06-08,18815160000
2018-06-11,18509400000
2018-06-12,18442060000
2018-06-13,18203640000
2018-06-14,18210920000
2018-06-15,18125380000
2018-06-18,18154500000
2018-06-19,18321940000
2018-06-20,18351060000
2018-06-21,18371080000
2018-06-22,18250960000
2018-06-25,18061680000
2018-06-26,17861480000
2018-06-27,17553900000
2018-06-28,17768660000
2018-06-29,17615780000
2018-07-02,17857840000
2018-07-03,17877860000
2018-07-05,17967040000
2018-07-06,18114460000
2018-07-09,18451160000
2018-07-10,18070780000
2018-07-11,18030740000
2018-07-12,17901520000
2018-07-13,17788680000
2018-07-16,17670380000
2018-07-17,17728620000
2018-07-18,17836000000
2018-07-19,17937920000
2018-07-20,18028920000
2018-07-23,18234580000
2018-07-24,18059860000
2018-07-25,18034380000
2018-07-26,18163600000
2018-07-27,18109000000
2018-07-30,17970680000
2018-07-31,17992520000
2018-08-01,18209100000
2018-08-02,18554900000
2018-08-03,18543980000
2018-08-06,18469360000
2018-08-07,18414760000
2018-08-08,18427500000
2018-08-09,18396560000
2018-08-10,18320120000
2018-08-13,18354700000
2018-08-14,18715060000
2018-08-15,18746000000
2018-08-16,18909800000
2018-08-17,19019000000
2018-08-20,19120920000
2018-08-21,19328400000
2018-08-22,19271980000
2018-08-23,19095440000
2018-08-24,18964400000
2018-08-27,18549440000
2018-08-28,18458440000
2018-08-29,18363800000
2018-08-30,18291000000
2018-08-31,18489380000
2018-09-04,18665920000
2018-09-05,18596760000
2018-09-06,18709600000
2018-09-07,18746000000
2018-09-10,18816980000
2018-09-11,18935280000
2018-09-12,18483920000
2018-09-13,18156320000
2018-09-14,18250960000
2018-09-17,17936100000
2018-09-18,17894240000
2018-09-19,18260060000
2018-09-20,18343780000
2018-09-21,18378360000
2018-09-24,18198180000
2018-09-25,18214560000
2018-09-26,17719520000
2018-09-27,17466540000
2018-09-28,17472000000
2018-10-01,17248140000
2018-10-02,17035199999
2018-10-03,17492020000
2018-10-04,17362800000
2018-10-05,17067960000
2018-10-08,17122560000
2018-10-09,17160780000
2018-10-10,16904160000
2018-10-11,16532880000
2018-10-12,16947840000
2018-10-15,16622060000
2018-10-16,16516500000
2018-10-17,16663920000
2018-10-18,16376360000
2018-10-19,16358160000
2018-10-22,15908620000
2018-10-23,16046940000
2018-10-24,15473640000
2018-10-25,15883140000
2018-10-26,15764840000
2018-10-29,16290820000
2018-10-30,16634800000
2018-10-31,16560180000
2018-11-01,16896880000
2018-11-02,16780400000
2018-11-05,16929640000
2018-11-06,16976960000
2018-11-07,16909620000
2018-11-08,17007900000
2018-11-09,16907800000
2018-11-12,16702140000
2018-11-13,17006080000
2018-11-14,16785860000
2018-11-15,17191720000
2018-11-16,17100719999
2018-11-19,17044300000
2018-11-20,16683940000
2018-11-21,17066140000
2018-11-23,17115280000
2018-11-26,17437420000
2018-11-27,17182620000
2018-11-28,17229940000
2018-11-29,17506580000
2018-11-30,18045300000
2018-12-03,18134480000
2018-12-04,17632160000
2018-12-06,17613960000
2018-12-07,17193540000
2018-12-10,16847739999
2018-12-11,16531060000
2018-12-12,16605680000
2018-12-13,16319940000
2018-12-14,16190719999
2018-12-17,15895880000
2018-12-18,15542800000
2018-12-19,15140580000
2018-12-20,14827540000
2018-12-21,14643719999
2018-12-24,14601860000
2018-12-26,15311660000
2018-12-27,15227940000
2018-12-28,16005080000
2018-12-31,15815800000
2019-01-02,15925000000
2019-01-03,15504580000
2019-01-04,15906800000
2019-01-07,15917719999
2019-01-08,15755739999
2019-01-09,15879500000
2019-01-10,15661100000
2019-01-11,15377180000
2019-01-14,15349880000
2019-01-15,17168060000
2019-01-16,17399200000
2019-01-17,17413760000
2019-01-18,17475640000
2019-01-22,17421040000
2019-01-23,17379180000
2019-01-24,17351880000
2019-01-25,17675840000
2019-01-28,17684940000
2019-01-29,17482920000
2019-01-30,17663100000
2019-01-31,17586660000
2019-02-01,17908800000
2019-02-04,18067140000
2019-02-05,18083520000
2019-02-06,18163600000
2019-02-07,18320120000
2019-02-08,18296460000
2019-02-11,18272800000
2019-02-12,18363800000
2019-02-13,18272800000
2019-02-14,18116280000
2019-02-15,18496660000
2019-02-19,18564000000
2019-02-20,18780580000
2019-02-21,18798780000
2019-02-22,18867940000
2019-02-25,18866120000
2019-02-26,18796960000
2019-02-27,19099080000
2019-02-28,19106360000
2019-03-01,19190080000
2019-03-04,19068140000
2019-03-05,19102720000
2019-03-06,18751460000
2019-03-07,18478460000
2019-03-08,18513040000
2019-03-11,18680480000
2019-03-12,18651360000
2019-03-13,18713240000
2019-03-14,18731440000
2019-03-15,18847920000
2019-03-18,19186440000
2019-03-19,18928000000
2019-03-20,18545800000
2019-03-21,18480280000
2019-03-22,17854200000
2019-03-25,18038020000
2019-03-26,18314660000
2019-03-27,18281900000
2019-03-28,18300100000
2019-03-29,18283720000
2019-04-01,18656820000
2019-04-02,18873400000
2019-04-03,18971680000
2019-04-04,19037200000
2019-04-05,19068140000
2019-04-08,18977140000
2019-04-09,18689580000
2019-04-10,18811520000
2019-04-11,18665920000
2019-04-12,18527600000
2019-04-15,18496660000
2019-04-16,18746000000
2019-04-17,18784220000
2019-04-18,18858840000
2019-04-22,18897060000
2019-04-23,19339320000
2019-04-24,19341140000
2019-04-25,19313840000
2019-04-26,19357520000
2019-04-29,19342960000
2019-04-30,19222840000
2019-05-01,18775120000
2019-05-02,18931640000
2019-05-03,19204640000
2019-05-06,19139120000
2019-05-07,18855200000
2019-05-08,18665920000
2019-05-09,18744180000
2019-05-10,18802420000
2019-05-13,17988880000
2019-05-14,18249140000
2019-05-15,18096260000
2019-05-16,18327400000
2019-05-17,18192720000
2019-05-20,18229120000
2019-05-21,18371080000
2019-05-22,18185440000
2019-05-23,18032560000
2019-05-24,18294640000
2019-05-28,18092620000
2019-05-29,18079880000
2019-05-30,17834180000
2019-05-31,17657640000
2019-06-03,17428320000
2019-06-04,17963400000
2019-06-05,17928820000
2019-06-06,17972500000
2019-06-07,17825080000
2019-06-10,17996160000
2019-06-11,17806880000
2019-06-12,17584840000
2019-06-13,17533880000
2019-06-14,17535700000
2019-06-17,17339140000
2019-06-18,17457440000
2019-06-19,17455620000
2019-06-20,17464720000
2019-06-21,17368260000
2019-06-24,17340960000
2019-06-25,17444700000
2019-06-26,17422860000
2019-06-27,17446520000
2019-06-28,17772300000
2019-07-01,18003440000
2019-07-02,17876040000
2019-07-03,18110820000
2019-07-05,18229120000
2019-07-08,18119920000
2019-07-09,18382000000
2019-07-10,18291000000
2019-07-11,18407480000
2019-07-12,18314660000
2019-07-15,17956120000
2019-07-16,17149860000
2019-07-17,17246320000
2019-07-18,17446520000
2019-07-19,17661280000
2019-07-22,17579380000
2019-07-23,17648540000
2019-07-24,17899700000
2019-07-25,17957940000
2019-07-26,18221840000
2019-07-29,18130840000
2019-07-30,18236400000
2019-07-31,18083520000
2019-08-01,17424680000
2019-08-02,17524780000
2019-08-05,16938739999
2019-08-06,17098900000
2019-08-07,16711239999
2019-08-08,17006080000
2019-08-09,17177160000
2019-08-12,17006080000
2019-08-13,17071600000
2019-08-14,16642080000
2019-08-15,16483739999
2019-08-16,16754920000
2019-08-19,16774940000
2019-08-20,16380000000
2019-08-21,16496480000
2019-08-22,16691219999
2019-08-23,16210739999
2019-08-26,16341780000
2019-08-27,16116100000
2019-08-28,16085160000
2019-08-29,16365440000
2019-08-30,16329040000
2019-09-03,16026920000
2019-09-04,16125199999
2019-09-05,16319940000
2019-09-06,16232580000
2019-09-09,16580199999
2019-09-10,16831360000
2019-09-11,17106180000
2019-09-12,17055219999
2019-09-13,17417400000
2019-09-16,17510220000
2019-09-17,17382820000
2019-09-18,17533880000
2019-09-19,17353700000
2019-09-20,17331860000
2019-09-23,17280900000
2019-09-24,17280900000
2019-09-25,17519320000
2019-09-26,17564820000
2019-09-27,17757740000
2019-09-30,17599400000
2019-10-01,17224480000
2019-10-02,16691219999
2019-10-03,16871400000
2019-10-04,17269980000
2019-10-07,17195360000
2019-10-08,16853199999
2019-10-09,16964219999
2019-10-10,17142580000
2019-10-11,17708600000
2019-10-14,17686760000
2019-10-15,18858840000
2019-10-16,18760560000
2019-10-17,18827900000
2019-10-18,18960760000
2019-10-21,19089980000
2019-10-22,19333860000
2019-10-23,19421220000
2019-10-24,19350240000
2019-10-25,19592300000
2019-10-28,19550440000
2019-10-29,19595940000
2019-10-30,19499480000
2019-10-31,19357520000
2019-11-01,19721520000
2019-11-04,19929000000
2019-11-05,19985420000
2019-11-06,19947200000
2019-11-07,20021820000
2019-11-08,20060040000
2019-11-11,19958120000
2019-11-12,20007260000
2019-11-13,19834360000
2019-11-14,19838000000
2019-11-15,19799780000
2019-11-18,19723340000
2019-11-19,19832540000
2019-11-20,19768840000
2019-11-21,19621420000
2019-11-22,19719700000
2019-11-25,19825260000
2019-11-26,19828900000
2019-11-27,20090980000
2019-11-29,20001800000
2019-12-02,20032740000
2019-12-03,19850740000
2019-12-04,20067320000
2019-12-05,20196540000
2019-12-06,20480460000
2019-12-09,20525960000
2019-12-10,20598760000
2019-12-11,20460440000
2019-12-12,21042840000
2019-12-13,20908160000
2019-12-16,21099260000
2019-12-17,21372260000
2019-12-18,21219380000
2019-12-19,21372260000
2019-12-20,21299460000
2019-12-23,21299460000
2019-12-24,21339500000
2019-12-26,21457800000
2019-12-27,21414120000
2019-12-30,21361340000
2019-12-31,21375900000
2020-01-02,21472360000
2020-01-03,21415940000
2020-01-06,21152040000
2020-01-07,21042840000
2020-01-08,21128380000
2020-01-09,21066500000
2020-01-10,20802600000
2020-01-13,21011900000
2020-01-14,21976500000
2020-01-15,21363160000
2020-01-16,21670740000
2020-01-17,21508760000
2020-01-21,21315840000
2020-01-22,21355880000
2020-01-23,21095620000
2020-01-24,20702500000
2020-01-27,20382180000
2020-01-28,20677020000
2020-01-29,20396740000
2020-01-30,20562360000
2020-01-31,20180160000
2020-02-03,20434960000
2020-02-04,20818980000
2020-02-05,21226660000
2020-02-06,21152040000
2020-02-07,20931820000
2020-02-10,21091980000
2020-02-11,21324940000
2020-02-12,21463260000
2020-02-13,21496020000
2020-02-14,21426860000
2020-02-18,21259420000
2020-02-19,21343140000
2020-02-20,21419580000
2020-02-21,21224840000
2020-02-24,20809880000
2020-02-25,20014540000
2020-02-26,19623240000
2020-02-27,19035380000
2020-02-28,18303740000
2020-03-02,19233760000
2020-03-03,18520320000
2020-03-04,19057220000
2020-03-05,18176340000
2020-03-06,17273620000
2020-03-09,15715699999
2020-03-10,16767660000
2020-03-11,16238040000
2020-03-12,15912260000
2020-03-13,17619420000
2020-03-16,15091440000
