,AAPL
2004-08-24,12254258950
2004-08-25,12676093783
2004-08-26,13293596403
2004-08-27,13174606333
2004-08-30,13086545090
2004-08-31,13228302213
2004-09-01,13753877486
2004-09-02,13677199770
2004-09-03,13512246026
2004-09-07,13715431236
2004-09-08,13941813066
2004-09-09,13692449399
2004-09-10,13757743590
2004-09-13,13650137046
2004-09-14,13611905580
2004-09-15,13500647716
2004-09-16,13941813066
2004-09-17,14244657829
2004-09-20,14463307453
2004-09-21,14578431420
2004-09-22,14160462690
2004-09-23,14294702390
2004-09-24,14302219813
2004-09-27,14394361943
2004-09-28,14590029730
2004-09-29,14835312509
2004-09-30,15287400316
2004-10-01,15256028403
2004-10-04,15303307201
2004-10-05,15532189603
2004-10-06,16033035556
2004-10-07,15630723920
2004-10-08,15409794960
2004-10-11,15224435562
2004-10-12,15106017640
2004-10-13,15681979438
2004-10-14,17745234996
2004-10-15,17950478000
2004-10-18,18838170561
2004-10-19,18708043403
2004-10-20,18727706081
2004-10-21,18913065478
2004-10-22,18704066682
2004-10-25,18759298922
2004-10-26,18924995642
2004-10-27,19844060116
2004-10-28,20589695356
2004-10-29,20672543716
2004-11-01,20692427322
2004-11-02,21106669122
2004-11-03,21820711521
2004-11-04,21481364638
2004-11-05,21587852397
2004-11-08,21453748518
2004-11-09,21323621361
2004-11-10,21599782561
2004-11-11,21816734800
2004-11-12,21895606438
2004-11-15,21793095401
2004-11-16,21672689118
2004-11-17,21658991522
2004-11-18,21852304362
2004-11-19,21765479281
2004-11-22,24302185600
2004-11-23,24081256640
2004-11-24,25185901439
2004-11-26,25406830399
2004-11-29,26953333120
2004-11-30,26511475200
2004-12-01,26732404160
2004-12-02,25627759360
2004-12-03,24744043520
2004-12-06,25848688320
2004-12-07,24744043520
2004-12-08,24964972479
2004-12-09,25185901439
2004-12-10,25627759360
2004-12-13,25627759360
2004-12-14,25848688320
2004-12-15,25848688320
2004-12-16,26290546240
2004-12-17,25627759360
2004-12-20,24744043520
2004-12-21,25185901439
2004-12-22,25185901439
2004-12-23,25185901439
2004-12-27,24964972479
2004-12-28,25406830399
2004-12-29,25406830399
2004-12-30,25627759360
2004-12-31,26023138399
2005-01-03,25570562079
2005-01-04,25796850239
2005-01-05,26023138399
2005-01-06,26023138399
2005-01-07,28059731840
2005-01-10,27833443680
2005-01-11,26023138399
2005-01-12,26475714720
2005-01-13,28286020000
2005-01-14,28286020000
2005-01-18,28512308160
2005-01-19,28286020000
2005-01-20,28512308160
2005-01-21,28512308160
2005-01-24,28512308160
2005-01-25,29191172640
2005-01-26,29191172640
2005-01-27,29417460800
2005-01-28,29870037120
2005-01-31,31001477920
2005-02-01,31227766079
2005-02-02,32132918720
2005-02-03,31454054239
2005-02-04,31906630560
2005-02-07,31906630560
2005-02-08,32585495040
2005-02-09,31906630560
2005-02-10,31680342399
2005-02-11,32811783200
2005-02-14,34169512160
2005-02-15,35753529280
2005-02-16,36432393760
2005-02-17,35527241120
2005-02-18,35074664800
2005-02-22,34395800320
2005-02-23,35753529280
2005-02-24,35979817440
2005-02-25,35979817440
2005-02-28,36206105600
2005-03-01,35979817440
2005-03-02,35753529280
2005-03-03,33716935840
2005-03-04,34622088480
2005-03-07,34622088480
2005-03-08,32811783200
2005-03-09,31906630560
2005-03-10,32132918720
2005-03-11,32585495040
2005-03-14,32585495040
2005-03-15,33038071360
2005-03-16,33264359520
2005-03-17,34169512160
2005-03-18,34622088480
2005-03-21,35300952960
2005-03-22,34622088480
2005-03-23,34395800320
2005-03-24,34395800320
2005-03-28,34395800320
2005-03-29,33716935840
2005-03-30,34622088480
2005-03-31,34005638240
2005-04-01,33320960960
2005-04-04,33549186720
2005-04-05,34233864000
2005-04-06,34462089760
2005-04-07,35603218560
2005-04-08,35603218560
2005-04-11,34233864000
2005-04-12,34690315520
2005-04-13,33549186720
2005-04-14,30354026080
2005-04-15,28756445760
2005-04-18,28984671520
2005-04-19,30125800320
2005-04-20,28984671520
2005-04-21,30354026080
2005-04-22,28984671520
2005-04-25,30125800320
2005-04-26,29441123040
2005-04-27,29212897280
2005-04-28,28984671520
2005-04-29,29441123040
2005-05-02,29669348800
2005-05-03,29441123040
2005-05-04,30354026080
2005-05-05,29897574560
2005-05-06,30354026080
2005-05-09,30125800320
2005-05-10,29669348800
2005-05-11,28984671520
2005-05-12,27843542720
2005-05-13,28299994240
2005-05-16,28984671520
2005-05-17,28756445760
2005-05-18,29212897280
2005-05-19,30582251840
2005-05-20,30582251840
2005-05-23,32408057920
2005-05-24,32408057920
2005-05-25,32408057920
2005-05-26,33092735200
2005-05-27,33092735200
2005-05-31,32408057920
2005-06-01,32864509440
2005-06-02,32636283680
2005-06-03,31266929120
2005-06-06,30810477600
2005-06-07,29669348800
2005-06-08,30125800320
2005-06-09,30582251840
2005-06-10,29212897280
2005-06-13,29212897280
2005-06-14,29441123040
2005-06-15,30354026080
2005-06-16,31038703360
2005-06-17,31266929120
2005-06-20,30582251840
2005-06-21,30810477600
2005-06-22,31495154879
2005-06-23,31723380639
2005-06-24,30810477600
2005-06-27,30125800320
2005-06-28,30354026080
2005-06-29,29669348800
2005-06-30,30131226160
2005-07-01,29901216800
2005-07-05,31281272960
2005-07-06,30821254240
2005-07-07,30821254240
2005-07-08,31511282320
2005-07-11,31281272960
2005-07-12,31511282320
2005-07-13,31511282320
2005-07-14,33581366560
2005-07-15,34041385280
2005-07-18,34041385280
2005-07-19,35421441440
2005-07-20,35881460160
2005-07-21,35651450800
2005-07-22,36111469520
2005-07-25,35881460160
2005-07-26,35881460160
2005-07-27,36111469520
2005-07-28,35881460160
2005-07-29,34961422720
2005-08-01,35191432080
2005-08-02,35421441440
2005-08-03,35421441440
2005-08-04,35191432080
2005-08-05,35421441440
2005-08-08,34961422720
2005-08-09,35881460160
2005-08-10,35651450800
2005-08-11,36111469520
2005-08-12,37951544400
2005-08-15,39101591200
2005-08-16,37951544400
2005-08-17,38641572480
2005-08-18,37951544400
2005-08-19,37721535040
2005-08-22,37721535040
2005-08-23,37491525680
2005-08-24,37491525680
2005-08-25,37721535040
2005-08-26,37491525680
2005-08-29,37721535040
2005-08-30,38181553760
2005-08-31,38411563120
2005-09-01,37951544400
2005-09-02,37951544400
2005-09-06,40021628640
2005-09-07,40021628640
2005-09-08,40941666080
2005-09-09,42091712880
2005-09-12,42321722240
2005-09-13,41631694160
2005-09-14,40711656720
2005-09-15,40941666080
2005-09-16,42091712880
2005-09-19,43241759680
2005-09-20,43701778400
2005-09-21,42781740960
2005-09-22,42551731600
2005-09-23,43701778400
2005-09-26,44161797120
2005-09-27,43931787760
2005-09-28,41861703520
2005-09-29,43011750320
2005-09-30,44430167880
2005-10-03,45128023920
2005-10-04,44662786560
2005-10-05,43964930520
2005-10-06,43034455800
2005-10-07,42569218440
2005-10-10,41871362400
2005-10-11,42801837120
2005-10-12,40940887680
2005-10-13,44662786560
2005-10-14,44895405240
2005-10-17,44430167880
2005-10-18,43267074480
2005-10-19,45593261280
2005-10-20,46523736000
2005-10-21,46291117320
2005-10-24,47221592039
2005-10-25,46523736000
2005-10-26,47454210720
2005-10-27,46058498640
2005-10-28,45360642600
2005-10-31,47919448080
2005-11-01,47686829399
2005-11-02,49780397520
2005-11-03,51408728280
2005-11-04,50710872240
2005-11-07,50013016200
2005-11-08,49780397520
2005-11-09,50013016200
2005-11-10,50710872240
2005-11-11,51176109600
2005-11-14,50943490920
2005-11-15,51641346960
2005-11-16,53967533760
2005-11-17,53502296399
2005-11-18,53734915080
2005-11-21,53967533760
2005-11-22,55363245840
2005-11-23,55828483200
2005-11-25,57689432640
2005-11-28,57922051320
2005-11-29,56526339240
2005-11-30,56293720560
2005-12-01,59550382080
2005-12-02,60248238120
2005-12-05,59550382080
2005-12-06,61411331520
2005-12-07,61411331520
2005-12-08,61643950200
2005-12-09,61643950200
2005-12-12,62341806240
2005-12-13,62341806240
2005-12-14,59783000760
2005-12-15,60015619440
2005-12-16,59085144720
2005-12-19,59317763399
2005-12-20,60015619440
2005-12-21,60946094160
2005-12-22,61411331520
2005-12-23,60946094160
2005-12-27,61643950200
2005-12-28,61178712840
2005-12-29,59317763399
2005-12-30,59783000760
2006-01-03,62866431600
2006-01-04,63101886400
2006-01-05,62630976800
2006-01-06,64043705600
2006-01-09,64043705600
2006-01-10,68046437200
2006-01-11,70636440000
2006-01-12,70871894800
2006-01-13,72049168800
2006-01-17,71342804400
2006-01-18,69459166000
2006-01-19,66398253600
2006-01-20,64043705600
2006-01-23,65220979600
2006-01-24,64043705600
2006-01-25,62395522000
2006-01-26,60747338400
2006-01-27,60511883600
2006-01-30,63101886400
2006-01-31,63572796000
2006-02-01,63337341200
2006-02-02,60511883600
2006-02-03,60511883600
2006-02-06,56509152000
2006-02-07,56744606800
2006-02-08,57921880800
2006-02-09,54625513600
2006-02-10,56509152000
2006-02-13,54390058800
2006-02-14,56980061600
2006-02-15,58157335600
2006-02-16,59334609600
2006-02-17,59099154799
2006-02-21,58157335600
2006-02-22,60040973999
2006-02-23,60276428800
2006-02-24,60040973999
2006-02-27,59805519200
2006-02-28,57686426000
2006-03-01,58157335600
2006-03-02,58628245200
2006-03-03,56980061600
2006-03-06,55096423200
2006-03-07,55802787600
2006-03-08,55096423200
2006-03-09,53683694399
2006-03-10,53212784799
2006-03-13,55331878000
2006-03-14,56509152000
2006-03-15,55802787600
2006-03-16,54154603999
2006-03-17,54390058800
2006-03-20,53919149200
2006-03-21,52035510800
2006-03-22,51800056000
2006-03-23,50622782000
2006-03-24,50387327200
2006-03-27,50151872400
2006-03-28,49445508000
2006-03-29,52506420400
2006-03-30,52741875200
2006-03-31,53398240000
2006-04-03,53398240000
2006-04-04,51967930000
2006-04-05,57212400000
2006-04-06,60549790000
2006-04-07,59357865000
2006-04-10,58404325000
2006-04-11,57927555000
2006-04-12,56735630000
2006-04-13,56497245000
2006-04-17,55066935000
2006-04-18,56258860000
2006-04-19,55782090000
2006-04-20,57689170000
2006-04-21,56974015000
2006-04-24,56020475000
2006-04-25,56258860000
2006-04-26,57927555000
2006-04-27,59119480000
2006-04-28,59834634999
2006-05-01,59357865000
2006-05-02,61026560000
2006-05-03,60549790000
2006-05-04,60549790000
2006-05-05,61264945000
2006-05-08,61264945000
2006-05-09,60549790000
2006-05-10,60073020000
2006-05-11,57927555000
2006-05-12,57689170000
2006-05-15,57689170000
2006-05-16,55305320000
2006-05-17,55543705000
2006-05-18,53875009999
2006-05-19,54828549999
2006-05-22,53875009999
2006-05-23,53875009999
2006-05-24,53875009999
2006-05-25,54828549999
2006-05-26,54113395000
2006-05-30,52206315000
2006-05-31,50776005000
2006-06-01,52921470000
2006-06-02,52444700000
2006-06-05,51014390000
2006-06-06,50776005000
2006-06-07,49822465000
2006-06-08,51729545000
2006-06-09,50537620000
2006-06-12,48630540000
2006-06-13,49584080000
2006-06-14,49107310000
2006-06-15,50537620000
2006-06-16,49107310000
2006-06-19,48630540000
2006-06-20,48868924999
2006-06-21,49345695000
2006-06-22,50776005000
2006-06-23,50060850000
2006-06-26,50299235000
2006-06-27,48868924999
2006-06-28,47677000000
2006-06-29,50299235000
2006-06-30,49017016999
2006-07-03,49495231799
2006-07-05,48777909600
2006-07-06,47582372600
2006-07-07,47343265200
2006-07-10,46865050400
2006-07-11,47582372600
2006-07-12,45191298600
2006-07-13,44713083800
2006-07-14,43278439400
2006-07-17,44713083800
2006-07-18,45191298600
2006-07-19,46147728200
2006-07-20,51647198400
2006-07-21,51886305800
2006-07-24,52364520600
2006-07-25,52842735400
2006-07-26,54516487199
2006-07-27,54038272399
2006-07-28,55951131600
2006-07-31,58103098200
2006-08-01,57385776000
2006-08-02,58103098200
2006-08-03,59537742600
2006-08-04,58342205600
2006-08-07,57385776000
2006-08-08,55233809400
2006-08-09,54277379800
2006-08-10,54755594600
2006-08-11,54277379800
2006-08-14,54516487199
2006-08-15,56668453800
2006-08-16,58103098200
2006-08-17,57624883400
2006-08-18,58103098200
2006-08-21,56907561200
2006-08-22,57624883400
2006-08-23,57385776000
2006-08-24,57863990800
2006-08-25,58820420400
2006-08-28,57146668600
2006-08-29,56668453800
2006-08-30,57146668600
2006-08-31,57863990800
2006-09-01,58342205600
2006-09-05,60972386999
2006-09-06,59776850000
2006-09-07,62167924000
2006-09-08,61928816600
2006-09-11,61928816600
2006-09-12,61928816600
2006-09-13,63363461000
2006-09-14,63363461000
2006-09-15,63363461000
2006-09-18,63124353600
2006-09-19,62885246200
2006-09-20,64319890600
2006-09-21,63841675800
2006-09-22,62407031400
2006-09-25,64798105400
2006-09-26,66232749800
2006-09-27,65276320200
2006-09-28,65754535000
2006-09-29,65754535000
2006-10-02,64120979160
2006-10-03,63640672200
2006-10-04,64601286120
2006-10-05,64120979160
2006-10-06,63640672200
2006-10-09,64120979160
2006-10-10,63400518720
2006-10-11,62920211760
2006-10-12,64601286120
2006-10-13,64361132640
2006-10-16,64601286120
2006-10-17,63640672200
2006-10-18,63880825680
2006-10-19,67723281359
2006-10-20,68683895280
2006-10-23,69884662680
2006-10-24,69404355720
2006-10-25,70124816160
2006-10-26,70605123120
2006-10-27,68924048760
2006-10-30,68924048760
2006-10-31,69644509200
2006-11-01,67963434840
2006-11-02,67723281359
2006-11-03,67242974399
2006-11-06,68443741800
2006-11-07,69164202240
2006-11-08,70605123120
2006-11-09,71565737040
2006-11-10,71325583560
2006-11-13,72286197480
2006-11-14,73006657920
2006-11-15,72046044000
2006-11-16,73486964880
2006-11-17,73727118360
2006-11-20,74207425320
2006-11-21,75888499680
2006-11-22,77569574040
2006-11-24,78530187960
2006-11-27,76849113600
2006-11-28,78770341440
2006-11-29,78770341440
2006-11-30,78530187960
2006-12-01,78290034480
2006-12-04,78049881000
2006-12-05,78290034480
2006-12-06,77089267080
2006-12-07,74687732280
2006-12-08,75648346200
2006-12-11,76128653160
2006-12-12,73967271840
2006-12-13,76368806640
2006-12-14,75888499680
2006-12-15,75168039240
2006-12-18,73246811400
2006-12-19,73967271840
2006-12-20,72766504440
2006-12-21,71085430080
2006-12-22,70605123120
2006-12-26,69884662680
2006-12-27,69884662680
2006-12-28,69404355720
2006-12-29,72766504440
2007-01-03,72250611160
2007-01-04,73942097040
2007-01-05,73458815360
2007-01-08,73700456200
2007-01-09,79983118040
2007-01-10,83607730640
2007-01-11,82641167280
2007-01-12,81674603920
2007-01-16,83849371480
2007-01-17,81916244760
2007-01-18,76841787120
2007-01-19,76358505440
2007-01-22,74908660400
2007-01-23,73942097040
2007-01-24,74908660400
2007-01-25,74425378720
2007-01-26,73700456200
2007-01-29,74183737880
2007-01-30,73942097040
2007-01-31,73942097040
2007-02-01,73217174520
2007-02-02,73217174520
2007-02-05,72492252000
2007-02-06,72733892840
2007-02-07,74425378720
2007-02-08,74425378720
2007-02-09,71767329480
2007-02-12,73217174520
2007-02-13,72975533680
2007-02-14,73700456200
2007-02-15,73458815360
2007-02-16,73217174520
2007-02-20,74183737880
2007-02-21,77083427960
2007-02-22,77325068800
2007-02-23,76841787120
2007-02-26,76600146280
2007-02-27,72492252000
2007-02-28,72975533680
2007-03-01,75150301240
2007-03-02,73700456200
2007-03-05,74425378720
2007-03-06,76116864600
2007-03-07,75633582920
2007-03-08,75875223760
2007-03-09,75875223760
2007-03-12,77566709640
2007-03-13,76358505440
2007-03-14,77566709640
2007-03-15,77325068800
2007-03-16,77325068800
2007-03-19,78533273000
2007-03-20,79016554680
2007-03-21,80949681400
2007-03-22,81191322240
2007-03-23,80708040560
2007-03-26,82641167280
2007-03-27,82399526440
2007-03-28,80466399720
2007-03-29,80949681400
2007-03-30,80224758880
2007-04-02,81063697120
2007-04-03,81791814160
2007-04-04,81791814160
2007-04-05,82034519840
2007-04-09,81063697120
2007-04-10,81791814160
2007-04-11,80335580080
2007-04-12,79850168720
2007-04-13,78151228960
2007-04-16,79364757360
2007-04-17,78393934640
2007-04-18,78393934640
2007-04-19,78151228960
2007-04-20,78879346000
2007-04-23,81063697120
2007-04-24,80820991440
2007-04-25,82762636880
2007-04-26,85675105040
2007-04-27,86645927760
2007-04-30,86403222080
2007-05-01,86160516400
2007-05-02,87131339120
2007-05-03,87131339120
2007-05-04,87374044800
2007-05-07,90043807280
2007-05-08,91014630000
2007-05-09,92713569760
2007-05-10,92956275440
2007-05-11,94169803840
2007-05-14,94897920880
2007-05-15,93198981120
2007-05-16,92956275440
2007-05-17,94897920880
2007-05-18,95383332240
2007-05-21,97082272000
2007-05-22,98295800400
2007-05-23,97810389040
2007-05-24,95868743600
2007-05-25,98538506079
2007-05-29,99023917440
2007-05-30,102907208320
2007-05-31,105091559440
2007-06-01,102664502640
2007-06-04,105091559440
2007-06-05,106305087840
2007-06-06,107275910560
2007-06-07,107518616240
2007-06-08,108004027600
2007-06-11,104120736720
2007-06-12,104363442400
2007-06-13,101936385600
2007-06-14,102907208320
2007-06-15,104363442400
2007-06-18,108489438960
2007-06-19,107275910560
2007-06-20,105334265120
2007-06-21,107275910560
2007-06-22,106547793519
2007-06-25,106062382160
2007-06-26,103635325359
2007-06-27,105576970799
2007-06-28,104606148079
2007-06-29,105819676480
2007-07-02,105585491200
2007-07-03,110706265600
2007-07-05,115583193600
2007-07-06,115095500800
2007-07-09,113388576000
2007-07-10,115339347200
2007-07-11,115339347200
2007-07-12,116802425600
2007-07-13,119972428800
2007-07-16,120216275200
2007-07-17,120947814400
2007-07-18,120216275200
2007-07-19,121923200000
2007-07-20,125093203200
2007-07-23,125093203200
2007-07-24,117533964800
2007-07-25,119484736000
2007-07-26,127043974400
2007-07-27,125337049599
2007-07-30,123142432000
2007-07-31,114851654400
2007-08-01,117533964800
2007-08-02,118753196800
2007-08-03,114851654400
2007-08-06,117777811200
2007-08-07,117533964800
2007-08-08,116802425600
2007-08-09,109974726400
2007-08-10,108755494400
2007-08-13,111193958399
2007-08-14,108023955200
2007-08-15,104366259200
2007-08-16,101927795200
2007-08-17,106317030400
2007-08-20,106317030400
2007-08-21,111193958399
2007-08-22,115339347200
2007-08-23,114120115200
2007-08-24,117777811200
2007-08-27,115095500800
2007-08-28,110462419200
2007-08-29,116802425600
2007-08-30,118753196800
2007-08-31,120703968000
2007-09-04,125580896000
2007-09-05,118997043200
2007-09-06,117533964800
2007-09-07,114851654400
2007-09-10,118997043200
2007-09-11,118021657600
2007-09-12,119240889599
2007-09-13,119484736000
2007-09-14,120947814400
2007-09-17,120460121600
2007-09-18,122654739200
2007-09-19,122654739200
2007-09-20,122167046400
2007-09-21,125580896000
2007-09-24,129238592000
2007-09-25,133383980800
2007-09-26,133140134400
2007-09-27,134603212799
2007-09-28,133627827200
2007-10-01,136844366400
2007-10-02,138806292800
2007-10-03,138315811200
2007-10-04,136844366400
2007-10-05,141503941600
2007-10-08,147144480000
2007-10-09,146899239200
2007-10-10,146163516800
2007-10-11,141994423200
2007-10-12,146408757600
2007-10-15,146163516800
2007-10-16,148615924800
2007-10-17,151313573600
2007-10-18,152049296000
2007-10-19,149351647200
2007-10-22,152785018400
2007-10-23,163085132000
2007-10-24,162839891200
2007-10-25,160142242400
2007-10-26,161858928000
2007-10-29,162104168800
2007-10-30,163820854400
2007-10-31,166273262400
2007-11-01,164066095200
2007-11-02,164556576800
2007-11-05,163085132000
2007-11-06,167989948000
2007-11-07,163085132000
2007-11-08,153765981600
2007-11-09,144937312800
2007-11-12,134637199200
2007-11-13,148861165600
2007-11-14,145427794400
2007-11-15,143956349600
2007-11-16,145673035200
2007-11-19,143711108800
2007-11-20,147880202400
2007-11-21,147634961600
2007-11-23,150332610400
2007-11-26,151068332800
2007-11-27,153030259200
2007-11-28,157935075200
2007-11-29,161368446400
2007-11-30,159651760800
2007-12-03,156708871200
2007-12-04,157444593600
2007-12-05,162349409600
2007-12-06,166273262400
2007-12-07,170197115200
2007-12-10,170197115200
2007-12-11,165047058400
2007-12-12,167254225600
2007-12-13,167989948000
2007-12-14,166763744000
2007-12-17,161613687200
2007-12-18,160142242400
2007-12-19,160387483200
2007-12-20,164066095200
2007-12-21,169951874400
2007-12-24,174120968000
2007-12-26,174366208800
2007-12-27,173875727200
2007-12-28,175101931200
2007-12-31,174114926160
2008-01-02,171405924480
2008-01-03,171405924480
2008-01-04,158353461840
2008-01-07,156137005920
2008-01-08,150719002560
2008-01-09,157860916080
2008-01-10,156629551680
2008-01-11,151950366960
2008-01-14,157122097440
2008-01-15,148748819520
2008-01-16,140375541600
2008-01-17,141606906000
2008-01-18,141853178880
2008-01-22,136927721279
2008-01-23,122397621360
2008-01-24,119196073920
2008-01-25,114270616319
2008-01-28,114270616319
2008-01-29,115748253600
2008-01-30,116240799360
2008-01-31,118949801040
2008-02-01,117718436640
2008-02-04,115748253600
2008-02-05,113778070560
2008-02-06,107374975680
2008-02-07,106636157040
2008-02-08,110330250240
2008-02-11,113778070560
2008-02-12,109837704480
2008-02-13,113778070560
2008-02-14,112054160400
2008-02-15,109591431600
2008-02-19,107374975680
2008-02-20,108852612960
2008-02-21,106882429920
2008-02-22,105158519759
2008-02-25,105404792640
2008-02-26,104912246880
2008-02-27,108113794319
2008-02-28,114270616319
2008-02-29,109837704480
2008-03-03,107128702799
2008-03-04,109591431600
2008-03-05,109591431600
2008-03-06,106389884160
2008-03-07,107621248560
2008-03-10,105158519759
2008-03-11,112054160400
2008-03-12,110822796000
2008-03-13,112546706160
2008-03-14,111315341759
2008-03-17,111561614640
2008-03-18,116733345120
2008-03-19,114024343440
2008-03-20,117225890880
2008-03-24,122643894240
2008-03-25,123875258640
2008-03-26,127569351840
2008-03-27,123382712880
2008-03-28,125845441680
2008-03-31,126692679680
2008-04-01,132136505760
2008-04-02,130404379279
2008-04-03,133868632240
2008-04-04,135353312080
2008-04-07,137827778480
2008-04-08,135105865440
2008-04-09,133868632240
2008-04-10,136590545279
2008-04-11,129909486000
2008-04-14,130651825920
2008-04-15,131146719200
2008-04-16,135848205360
2008-04-17,136590545279
2008-04-18,142281818000
2008-04-21,148715430640
2008-04-22,141539478080
2008-04-23,144013944480
2008-04-24,149210323920
2008-04-25,149952663840
2008-04-28,152179683600
2008-04-29,154654150000
2008-04-30,153664363440
2008-05-01,159108189520
2008-05-02,159850529440
2008-05-05,163314782400
2008-05-06,165046908880
2008-05-07,161335209280
2008-05-08,163562229040
2008-05-09,162077549200
2008-05-12,166284142080
2008-05-13,167768821920
2008-05-14,164552015600
2008-05-15,167768821920
2008-05-16,165789248800
2008-05-19,162324995840
2008-05-20,164304568960
2008-05-21,157376063040
2008-05-22,156386276480
2008-05-23,160097976080
2008-05-27,164799462240
2008-05-28,165294355520
2008-05-29,165046908880
2008-05-30,166779035360
2008-06-02,164552015600
2008-06-03,163809675680
2008-06-04,163562229040
2008-06-05,167521375280
2008-06-06,164057122320
2008-06-09,160592869360
2008-06-10,164057122320
2008-06-11,159850529440
2008-06-12,153169470160
2008-06-13,152427130240
2008-06-16,156386276480
2008-06-17,160345422720
2008-06-18,157870956320
2008-06-19,159850529440
2008-06-20,154901596640
2008-06-23,152922023520
2008-06-24,153169470160
2008-06-25,156881169760
2008-06-26,148715430640
2008-06-27,150200110480
2008-06-30,148537530960
2008-07-01,154995684480
2008-07-02,149282702520
2008-07-03,151021436160
2008-07-07,155492465520
2008-07-08,159218323320
2008-07-09,154498903440
2008-07-10,156734418120
2008-07-11,153008560320
2008-07-14,154250512920
2008-07-15,150524655120
2008-07-16,153256950840
2008-07-17,152511779280
2008-07-18,146550406800
2008-07-21,147543968880
2008-07-22,143818111080
2008-07-23,147543968880
2008-07-24,141085815360
2008-07-25,143818111080
2008-07-28,136863176520
2008-07-29,139347081720
2008-07-30,141830986920
2008-07-31,141085815360
2008-08-01,138850300680
2008-08-04,135869614440
2008-08-05,142576158480
2008-08-06,145556844720
2008-08-07,145060063680
2008-08-08,150524655120
2008-08-11,154002122400
2008-08-12,156734418120
2008-08-13,158969932800
2008-08-14,158969932800
2008-08-15,155989246560
2008-08-18,155492465520
2008-08-19,154002122400
2008-08-20,155989246560
2008-08-21,154498903440
2008-08-22,156734418120
2008-08-25,153008560320
2008-08-26,154002122400
2008-08-27,154995684480
2008-08-28,154002122400
2008-08-29,150276264600
2008-09-02,147543968880
2008-09-03,148040749920
2008-09-04,143072939520
2008-09-05,142079377440
2008-09-08,140092253280
2008-09-09,134627661840
2008-09-10,134379271320
2008-09-11,135372833400
2008-09-12,132143756640
2008-09-15,124443650520
2008-09-16,124195260000
2008-09-17,113514467640
2008-09-18,118979059080
2008-09-19,124940431560
2008-09-22,116246763360
2008-09-23,112520905560
2008-09-24,114259639199
2008-09-25,116991934920
2008-09-26,113762858160
2008-09-29,93394835520
2008-09-30,101077662559
2008-10-01,97094306400
2008-10-02,88878634320
2008-10-03,86389036720
2008-10-06,87135916000
2008-10-07,79169203680
2008-10-08,79916082960
2008-10-09,78920243920
2008-10-10,86140076960
2008-10-13,98090145440
2008-10-14,92613030720
2008-10-15,87135916000
2008-10-16,90621352640
2008-10-17,86637996480
2008-10-20,87633835520
2008-10-21,81409841520
2008-10-22,86140076960
2008-10-23,87384875760
2008-10-24,85642157440
2008-10-27,81907761040
2008-10-28,88878634320
2008-10-29,92861990480
2008-10-30,98837024720
2008-10-31,95600547840
2008-11-03,95102628320
2008-11-04,98588064960
2008-11-05,91866151440
2008-11-06,88131755040
2008-11-07,87384875760
2008-11-10,85144237920
2008-11-11,84148398880
2008-11-12,80165042720
2008-11-13,85642157440
2008-11-14,80165042720
2008-11-17,78422324400
2008-11-18,79916082960
2008-11-19,76679606080
2008-11-20,71451451120
2008-11-21,73443129200
2008-11-24,82654640320
2008-11-25,80662962240
2008-11-26,84397358640
2008-11-28,82405680560
2008-12-01,79169203680
2008-12-02,82156720800
2008-12-03,85144237920
2008-12-04,81160881760
2008-12-05,83650479360
2008-12-08,88629674560
2008-12-09,88878634320
2008-12-10,87384875760
2008-12-11,84397358640
2008-12-12,87384875760
2008-12-15,84148398880
2008-12-16,84895278160
2008-12-17,79169203680
2008-12-18,79418163440
2008-12-19,79916082960
2008-12-22,76181686560
2008-12-23,76679606080
2008-12-24,75683767040
2008-12-26,76181686560
2008-12-29,76928565840
2008-12-30,76679606080
2008-12-31,76106772000
2009-01-02,80847849600
2009-01-05,84341275200
2009-01-06,82844092800
2009-01-07,81097380000
2009-01-08,82594562400
2009-01-09,80598319200
2009-01-12,79101136800
2009-01-13,78103015200
2009-01-14,76106772000
2009-01-15,74360059200
2009-01-16,73361937600
2009-01-20,69618981600
2009-01-21,73860998400
2009-01-22,78851606400
2009-01-23,78851606400
2009-01-26,79849728000
2009-01-27,80847849600
2009-01-28,83842214400
2009-01-29,82844092800
2009-01-30,80348788800
2009-02-02,81596440800
2009-02-03,82844092800
2009-02-04,83343153600
2009-02-05,85838457600
2009-02-06,88832822400
2009-02-09,91328126400
2009-02-10,87086109600
2009-02-11,86337518400
2009-02-12,88583292000
2009-02-13,88333761600
2009-02-17,84341275200
2009-02-18,84091744800
2009-02-19,80847849600
2009-02-20,81346910400
2009-02-23,77603954400
2009-02-24,80348788800
2009-02-25,81346910400
2009-02-26,79600197600
2009-02-27,79600197600
2009-03-02,78352545600
2009-03-03,78851606400
2009-03-04,81346910400
2009-03-05,79101136800
2009-03-06,76106772000
2009-03-09,74110528800
2009-03-10,79101136800
2009-03-11,82594562400
2009-03-12,85838457600
2009-03-13,85588927200
2009-03-16,85089866400
2009-03-17,88832822400
2009-03-18,90579535200
2009-03-19,90579535200
2009-03-20,90579535200
2009-03-23,95819673600
2009-03-24,94821552000
2009-03-25,94821552000
2009-03-26,97815916800
2009-03-27,95320612800
2009-03-30,93074839200
2009-03-31,93839760000
2009-04-01,97092871680
2009-04-02,100846462080
2009-04-03,103599095039
2009-04-06,105851249280
2009-04-07,102848376960
2009-04-08,103849334400
2009-04-09,106852206719
