,HSIC
2004-09-16,4233207808
2004-09-17,4230492160
2004-09-20,4215451647
2004-09-21,4256430080
2004-09-22,4171096064
2004-09-23,4170434560
2004-09-24,4158806016
2004-09-27,2079134640
2004-09-28,2123088660
2004-09-29,2161950340
2004-09-30,2123436260
2004-10-01,2157518440
2004-10-04,2177279500
2004-10-05,2032451960
2004-10-06,2103675199
2004-10-07,2086973020
2004-10-08,2050162179
2004-10-11,2054246480
2004-10-12,2033807600
2004-10-13,2003131899
2004-10-14,1989158380
2004-10-15,1988150340
2004-10-18,2008589220
2004-10-19,1962931960
2004-10-20,1979616760
2004-10-21,1997691959
2004-10-22,1981320000
2004-10-25,2014046540
2004-10-26,2047433520
2004-10-27,2111513580
2004-10-28,2169093520
2004-10-29,2154789780
2004-11-01,2146256200
2004-11-02,2122410840
2004-11-03,2158526480
2004-11-04,2163653580
2004-11-05,2169093520
2004-11-08,2157170840
2004-11-09,2156823240
2004-11-10,2151035700
2004-11-11,2164661620
2004-11-12,2174203240
2004-11-15,2212022120
2004-11-16,2215793580
2004-11-17,2248502740
2004-11-18,2254968100
2004-11-19,2237588100
2004-11-22,2221563740
2004-11-23,2189202180
2004-11-24,2211014080
2004-11-26,2213064920
2004-11-29,2227038440
2004-11-30,2221233520
2004-12-01,2269967040
2004-12-02,2284288160
2004-12-03,2233156200
2004-12-06,2292456760
2004-12-07,2258722180
2004-12-08,2305404860
2004-12-09,2358570280
2004-12-10,2348350840
2004-12-13,2366408660
2004-12-14,2395381120
2004-12-15,2391974640
2004-12-16,2369815140
2004-12-17,2374924860
2004-12-20,2352782740
2004-12-21,2341190280
2004-12-22,2315294080
2004-12-23,2305074640
2004-12-27,2306684212
2004-12-28,2321645007
2004-12-29,2352242694
2004-12-30,2366510058
2004-12-31,2367186154
2005-01-03,2313479845
2005-01-04,2321645007
2005-01-05,2319270003
2005-01-06,2327417829
2005-01-07,2338304711
2005-01-10,2340333000
2005-01-11,2339327523
2005-01-12,2334906894
2005-01-13,2338634091
2005-01-14,2368208966
2005-01-18,2391664303
2005-01-19,2379771945
2005-01-20,2376027412
2005-01-21,2328093925
2005-01-24,2291047320
2005-01-25,2293769041
2005-01-26,2266569171
2005-01-27,2243131169
2005-01-28,2243131169
2005-01-31,2313479845
2005-02-01,2332861270
2005-02-02,2342031908
2005-02-03,2330139549
2005-02-04,2366856774
2005-02-07,2379425229
2005-02-08,2375698032
2005-02-09,2361413332
2005-02-10,2354617699
2005-02-11,2384521954
2005-02-14,2361760048
2005-02-15,2379425229
2005-02-16,2456586874
2005-02-17,2440273887
2005-02-18,2487184561
2005-02-22,2444347800
2005-02-23,2465428132
2005-02-24,2514037716
2005-02-25,2510293183
2005-02-28,2458979215
2005-03-01,2563670111
2005-03-02,2700310887
2005-03-03,2673804448
2005-03-04,2717993403
2005-03-07,2718669499
2005-03-08,2708476048
2005-03-09,2680600082
2005-03-10,2593574366
2005-03-11,2589500453
2005-03-14,2579307003
2005-03-15,2582704819
2005-03-16,2516083340
2005-03-17,2501122545
2005-03-18,2429733720
2005-03-21,2439251074
2005-03-22,2405255571
2005-03-23,2427012000
2005-03-24,2447416236
2005-03-28,2479644831
2005-03-29,2456452707
2005-03-30,2473507785
2005-03-31,2443500584
2005-04-01,2436685507
2005-04-04,2478949415
2005-04-05,2496682523
2005-04-06,2525994307
2005-04-07,2553950030
2005-04-08,2553272000
2005-04-11,2485781877
2005-04-12,2505549077
2005-04-13,2473507785
2005-04-14,2478949415
2005-04-15,2489189415
2005-04-18,2533504800
2005-04-19,2554628061
2005-04-20,2512364154
2005-04-21,2515093661
2005-04-22,2523282185
2005-04-25,2561460523
2005-04-26,2588042800
2005-04-27,2583957231
2005-04-28,2534182831
2005-04-29,2557357569
2005-05-02,2577820185
2005-05-03,2584635261
2005-05-04,2626899169
2005-05-05,2604402461
2005-05-06,2639173261
2005-05-09,2653498831
2005-05-10,2663043415
2005-05-11,2765304338
2005-05-12,2780307938
2005-05-13,2723718461
2005-05-16,2763252861
2005-05-17,2806212184
2005-05-18,2862123631
2005-05-19,2884620338
2005-05-20,2870990185
2005-05-23,2870990185
2005-05-24,2813027261
2005-05-25,2780307938
2005-05-26,2744163692
2005-05-27,2727126000
2005-05-31,2757811231
2005-06-01,2745537138
2005-06-02,2781664000
2005-06-03,2755081723
2005-06-06,2754403692
2005-06-07,2735314523
2005-06-08,2721666984
2005-06-09,2748944677
2005-06-10,2735314523
2005-06-13,2758489261
2005-06-14,2746893200
2005-06-15,2681454554
2005-06-16,2661669969
2005-06-17,2669858492
2005-06-20,2694406677
2005-06-21,2801448585
2005-06-22,2817112830
2005-06-23,2820537754
2005-06-24,2826657415
2005-06-27,2805119423
2005-06-28,2843431718
2005-06-29,2856429286
2005-06-30,2840692633
2005-07-01,2812638822
2005-07-05,2848892441
2005-07-06,2828375475
2005-07-07,2831794969
2005-07-08,2870107264
2005-07-11,2855051020
2005-07-12,2866670323
2005-07-13,2851631526
2005-07-14,2846170803
2005-07-15,2859168371
2005-07-18,2880365747
2005-07-19,2922777945
2005-07-20,2924836620
2005-07-21,2921417126
2005-07-22,2924156211
2005-07-25,2954949107
2005-07-26,2914578137
2005-07-27,2871468083
2005-07-28,2961788096
2005-07-29,2953570841
2005-08-01,2915956403
2005-08-02,2896782809
2005-08-03,2926895296
2005-08-04,2912519462
2005-08-05,2880365747
2005-08-08,2898161075
2005-08-09,2902941388
2005-08-10,2928256115
2005-08-11,2941253683
2005-08-12,2967266265
2005-08-15,2951512166
2005-08-16,2959049011
2005-08-17,2973424844
2005-08-18,2921417126
2005-08-19,2879004928
2005-08-22,2875585433
2005-08-23,2842733862
2005-08-24,2817419136
2005-08-25,2804421568
2005-08-26,2769528768
2005-08-29,2762009369
2005-08-30,2771587443
2005-08-31,2852311936
2005-09-01,2861209599
2005-09-02,2855748876
2005-09-06,2907058739
2005-09-07,2954949107
2005-09-08,2964527180
2005-09-09,3005578560
2005-09-12,2973424844
2005-09-13,2974105254
2005-09-14,2952210022
2005-09-15,2976146483
2005-09-16,2999419980
2005-09-19,2956990336
2005-09-20,2944690624
2005-09-21,2922777945
2005-09-22,2913199872
2005-09-23,2938532044
2005-09-26,2925167655
2005-09-27,2909454996
2005-09-28,2889648683
2005-09-29,2903305806
2005-09-30,2911510532
2005-10-03,2891686800
2005-10-04,2922432747
2005-10-05,2869824951
2005-10-06,2842510704
2005-10-07,2850698010
2005-10-10,2832250442
2005-10-11,2771455340
2005-10-12,2768041059
2005-10-13,2781715602
2005-10-14,2799466378
2005-10-17,2758477589
2005-10-18,2813820294
2005-10-19,2799466378
2005-10-20,2785129883
2005-10-21,2810406013
2005-10-24,2869824951
2005-10-25,2779660066
2005-10-26,2658052442
2005-10-27,2606141438
2005-10-28,2631417568
2005-10-31,2707925329
2005-11-01,2742764929
2005-11-02,2802880659
2005-11-03,2795372725
2005-11-04,2763268034
2005-11-07,2787847372
2005-11-08,2758477589
2005-11-09,2789902908
2005-11-10,2815858410
2005-11-11,2832947234
2005-11-14,2847963102
2005-11-15,2897156617
2005-11-16,2898515361
2005-11-17,2957272347
2005-11-18,2901929642
2005-11-21,2954537438
2005-11-22,2921753374
2005-11-23,2963421536
2005-11-25,2955913602
2005-11-28,2910134368
2005-11-29,2931316845
2005-11-30,2914228021
2005-12-01,2954537438
2005-12-02,2963421536
2005-12-05,2912189904
2005-12-06,2929261308
2005-12-07,2955913602
2005-12-08,2966156445
2005-12-09,3018746821
2005-12-12,3062470519
2005-12-13,3087746649
2005-12-14,3106873589
2005-12-15,3073410153
2005-12-16,3033780108
2005-12-19,2993470691
2005-12-20,2966156445
2005-12-21,2980492940
2005-12-22,2998261136
2005-12-23,2977078659
2005-12-27,2964100908
2005-12-28,2971608842
2005-12-29,2983227849
2005-12-30,2981189732
2006-01-03,2991135828
2006-01-04,2995937878
2006-01-05,3013050638
2006-01-06,3047293620
2006-01-09,3094545792
2006-01-10,3083579656
2006-01-11,3115081104
2006-01-12,3073312000
2006-01-13,3071268946
2006-01-17,3071949963
2006-01-18,3095226810
2006-01-19,3104813448
2006-01-20,3071949963
2006-01-23,3064406380
2006-01-24,3082898638
2006-01-25,3031542896
2006-01-26,3095907827
2006-01-27,3123305705
2006-01-30,3164393792
2006-01-31,3193834724
2006-02-01,3189713692
2006-02-02,3195895240
2006-02-03,3168497362
2006-02-06,3180825533
2006-02-07,3150005104
2006-02-08,3191093190
2006-02-09,3198636773
2006-02-10,3163031756
2006-02-13,3200679828
2006-02-14,3249311498
2006-02-15,3275329878
2006-02-16,3338332774
2006-02-17,3326004602
2006-02-21,3199998810
2006-02-22,3199998810
2006-02-23,3199300330
2006-02-24,3210964946
2006-02-27,3206162896
2006-02-28,3194515742
2006-03-01,3235603828
2006-03-02,3239724860
2006-03-03,3217129032
2006-03-06,3173980430
2006-03-07,3147962050
2006-03-08,3189713692
2006-03-09,3144539498
2006-03-10,3143841018
2006-03-13,3173980430
2006-03-14,3208223411
2006-03-15,3198636773
2006-03-16,3239724860
2006-03-17,3236302308
2006-03-20,3265743240
2006-03-21,3232879756
2006-03-22,3240405878
2006-03-23,3295865190
2006-03-24,3207542394
2006-03-27,3219172086
2006-03-28,3215068516
2006-03-29,3247250982
2006-03-30,3274631398
2006-03-31,3277390394
2006-04-03,3284308664
2006-04-04,3236476867
2006-04-05,3225393890
2006-04-06,3205985422
2006-04-07,3220532935
2006-04-10,3203210259
2006-04-11,3187266326
2006-04-12,3223308098
2006-04-13,3218464819
2006-04-17,3178251464
2006-04-18,3236476867
2006-04-19,3202520887
2006-04-20,3236476867
2006-04-21,3204589002
2006-04-24,3248956264
2006-04-25,3205985422
2006-04-26,3240648450
2006-04-27,3266985988
2006-04-28,3231633588
2006-05-01,3215689656
2006-05-02,3249645636
2006-05-03,3189352118
2006-05-04,3237873287
2006-05-05,3269761152
2006-05-08,3311353250
2006-05-09,3292634155
2006-05-10,3282240549
2006-05-11,3264900197
2006-05-12,3244802357
2006-05-15,3287083828
2006-05-16,3355702836
2006-05-17,3397294935
2006-05-18,3285705084
2006-05-19,3233012332
2006-05-22,3226083262
2006-05-23,3250352684
2006-05-24,3288462571
2006-05-25,3259349870
2006-05-26,3271139895
2006-05-30,3194195397
2006-05-31,3194884769
2006-06-01,3256592383
2006-06-02,3251042056
2006-06-05,3189352118
2006-06-06,3168547231
2006-06-07,3205296050
2006-06-08,3167150811
2006-06-09,3172011766
2006-06-12,3193506025
2006-06-13,3169943650
2006-06-14,3170633022
2006-06-15,3189352118
2006-06-16,3176855045
2006-06-19,3142209692
2006-06-20,3137348738
2006-06-21,3176183349
2006-06-22,3129730295
2006-06-23,3123490597
2006-06-26,3127644504
2006-06-27,3165082695
2006-06-28,3178940836
2006-06-29,3219843563
2006-06-30,3239252031
2006-07-03,3269892501
2006-07-05,3241498115
2006-07-06,3287886207
2006-07-07,3306586241
2006-07-10,3332208289
2006-07-11,3373758033
2006-07-12,3362686342
2006-07-13,3366836019
2006-07-14,3341213971
2006-07-17,3314214583
2006-07-18,3278898183
2006-07-19,3323202607
2006-07-20,3299664226
2006-07-21,3303813903
2006-07-24,3344674978
2006-07-25,3361291344
2006-07-26,3384141055
2006-07-27,3284425200
2006-07-28,3355058000
2006-07-31,3283047860
2006-08-01,3267808833
2006-08-02,3248420130
2006-08-03,3271958510
2006-08-04,3289281205
2006-08-07,3285113869
2006-08-08,3265036496
2006-08-09,3248420130
2006-08-10,3271958510
2006-08-11,3262264159
2006-08-14,3289281205
2006-08-15,3312130915
2006-08-16,3301041566
2006-08-17,3332896959
2006-08-18,3341902641
2006-08-21,3320430269
2006-08-22,3355746669
2006-08-23,3350908323
2006-08-24,3373758033
2006-08-25,3401463749
2006-08-28,3441618496
2006-08-29,3500490935
2006-08-30,3455480183
2006-08-31,3453396515
2006-09-01,3472785219
2006-09-05,3456857523
2006-09-06,3452707846
2006-09-07,3448540510
2006-09-08,3469324212
2006-09-11,3472785219
2006-09-12,3606440135
2006-09-13,3592578448
2006-09-14,3564184062
2006-09-15,3564184062
2006-09-18,3538562014
2006-09-19,3542023021
2006-09-20,3554489710
2006-09-21,3538562014
2006-09-22,3533034997
2006-09-25,3525406655
2006-09-26,3507395291
2006-09-27,3460318530
2006-09-28,3474162558
2006-09-29,3472096549
2006-10-02,3443840379
2006-10-03,3440377137
2006-10-04,3476405451
2006-10-05,3547790635
2006-10-06,3524908504
2006-10-09,3501354927
2006-10-10,3524908504
2006-10-11,3537383241
2006-10-12,3524908504
2006-10-13,3505507283
2006-10-16,3509659639
2006-10-17,3536694127
2006-10-18,3545016508
2006-10-19,3533920000
2006-10-20,3559558589
2006-10-23,3580355708
2006-10-24,3548479750
2006-10-25,3485416948
2006-10-26,3558180360
2006-10-27,3536005012
2006-10-30,3535315898
2006-10-31,3443133595
2006-11-01,3396733225
2006-11-02,3458400129
2006-11-03,3499959028
2006-11-06,3551942992
2006-11-07,3562332716
2006-11-08,3499269914
2006-11-09,3467411625
2006-11-10,3469478968
2006-11-13,3438292124
2006-11-14,3462552485
2006-11-15,3513140550
2006-11-16,3534609114
2006-11-17,3556784462
2006-11-20,3562332716
2006-11-21,3515207893
2006-11-22,3556095348
2006-11-24,3566485072
2006-11-27,3523530275
2006-11-28,3493050215
2006-11-29,3530456758
2006-11-30,3570655098
2006-12-01,3621932277
2006-12-04,3727243093
2006-12-05,3495117558
2006-12-06,3490965202
2006-12-07,3518688804
2006-12-08,3514518779
2006-12-11,3494428443
2006-12-12,3488880189
2006-12-13,3469478968
2006-12-14,3481953706
2006-12-15,3471563981
2006-12-18,3452851875
2006-12-19,3429987412
2006-12-20,3405727052
2006-12-21,3410586192
2006-12-22,3399489683
2006-12-26,3413360319
2006-12-27,3424439158
2006-12-28,3434139768
2006-12-29,3393959098
2007-01-03,3370964877
2007-01-04,3371650583
2007-01-05,3337857594
2007-01-08,3321312744
2007-01-09,3213059139
2007-01-10,3219968943
2007-01-11,3213059139
2007-01-12,3190307772
2007-01-16,3198588988
2007-01-17,3252372938
2007-01-18,3250983944
2007-01-19,3306825011
2007-01-22,3324073149
2007-01-23,3348213510
2007-01-24,3375782400
2007-01-25,3412335793
2007-01-26,3435772866
2007-01-29,3458524233
2007-01-30,3495077627
2007-01-31,3500580855
2007-02-01,3527481621
2007-02-02,3534373844
2007-02-05,3543340766
2007-02-06,3556439505
2007-02-07,3587454505
2007-02-08,3602627944
2007-02-09,3588157793
2007-02-12,3564703139
2007-02-13,3582619400
2007-02-14,3601924656
2007-02-15,3613669566
2007-02-16,3613669566
2007-02-20,3620561788
2007-02-21,3728815393
2007-02-22,3687426895
2007-02-23,3713641955
2007-02-26,3699857510
2007-02-27,3627454010
2007-02-28,3597107133
2007-03-01,3567463544
2007-03-02,3544026471
2007-03-05,3532299144
2007-03-06,3545397883
2007-03-07,3557125210
2007-03-08,3570223949
2007-03-09,3570909655
2007-03-12,3576430466
2007-03-13,3514382882
2007-03-14,3536448543
2007-03-15,3577116172
2007-03-16,3593661022
2007-03-19,3612280572
2007-03-20,3660543711
2007-03-21,3666750227
2007-03-22,3705360739
2007-03-23,3730186805
2007-03-26,3735707616
2007-03-27,3737079027
2007-03-28,3766036911
2007-03-29,3779135650
2007-03-30,3804647422
2007-04-02,3844098778
2007-04-03,3839255006
2007-04-04,3823309450
2007-04-05,3809432220
2007-04-09,3820534004
2007-04-10,3826084896
2007-04-11,3795572668
2007-04-12,3819137442
2007-04-13,3837169002
2007-04-16,3875300448
2007-04-17,3729722118
2007-04-18,3688108106
2007-04-19,3737341336
2007-04-20,3655545230
2007-04-23,3699209890
2007-04-24,3695055560
2007-04-25,3723481784
2007-04-26,3673559112
2007-04-27,3645840008
2007-04-30,3613948896
2007-05-01,3641668000
2007-05-02,3690194110
2007-05-03,3677713442
2007-05-04,3767146444
2007-05-07,3772697336
2007-05-08,3692280113
2007-05-09,3711690557
2007-05-10,3651373222
2007-05-11,3663164448
2007-05-14,3640978558
2007-05-15,3629187332
2007-05-16,3642357442
2007-05-17,3604933116
2007-05-18,3632652220
2007-05-21,3643064562
2007-05-22,3680488888
2007-05-23,3674955674
2007-05-24,3626429564
2007-05-25,3631273336
2007-05-29,3629187332
2007-05-30,3665250452
2007-05-31,3711001116
2007-06-01,3744271112
2007-06-04,3720016896
2007-06-05,3701295894
2007-06-06,3677024000
2007-06-07,3663164448
2007-06-08,3671490786
2007-06-11,3640978558
2007-06-12,3636134786
2007-06-13,3646529450
2007-06-14,3679799446
2007-06-15,3725550110
2007-06-18,3715155446
2007-06-19,3720016896
2007-06-20,3738030778
2007-06-21,3718620334
2007-06-22,3663164448
2007-06-25,3661078444
2007-06-26,3692969556
2007-06-27,3735962452
2007-06-28,3719309776
2007-06-29,3704071340
2007-07-02,3789077734
2007-07-03,3815519396
2007-07-05,3800211999
2007-07-06,3824593733
2007-07-09,3855226284
2007-07-10,3812749148
2007-07-11,3819017722
2007-07-12,3884473710
2007-07-13,3912336012
2007-07-16,3870551438
2007-07-17,3883781148
2007-07-18,3880300580
2007-07-19,3871936562
2007-07-20,3837130882
2007-07-23,3860109734
2007-07-24,3865685746
2007-07-25,3893530290
2007-07-26,3820420604
2007-07-27,3775848023
2007-07-30,3853130840
2007-07-31,3784194284
2007-08-01,3836420562
2007-08-02,3876127450
2007-08-03,3819710283
2007-08-06,3948544574
2007-08-07,4220135426
2007-08-08,4230594888
2007-08-09,4222923432
2007-08-10,4027940592
2007-08-13,4032113722
2007-08-14,3965254852
2007-08-15,3885876592
2007-08-16,3896318295
2007-08-17,3954813148
2007-08-20,4004251420
2007-08-21,4034209166
2007-08-22,4042555426
2007-08-23,4008442308
2007-08-24,4059958266
2007-08-27,4047438876
2007-08-28,3994502278
2007-08-29,4034209166
2007-08-30,4042555426
2007-08-31,4052304568
2007-09-04,4053014888
2007-09-05,3995905160
2007-09-06,4023749704
2007-09-07,4004251420
2007-09-10,3962484604
2007-09-11,3995212598
2007-09-12,4050209124
2007-09-13,4112894863
2007-09-14,4143545172
2007-09-17,4138661722
2007-09-18,4161640574
2007-09-19,4148410864
2007-09-20,4133796030
2007-09-21,4142142290
2007-09-24,4124739450
2007-09-25,4202732586
2007-09-26,4218039982
2007-09-27,4250785734
2007-09-28,4236845704
2007-10-01,4353735142
2007-10-02,4384487974
2007-10-03,4390777516
2007-10-04,4367721801
2007-10-05,4412425657
2007-10-08,4408933447
2007-10-09,4415917868
2007-10-10,4425004742
2007-10-11,4355142716
2007-10-12,4397761937
2007-10-15,4323677188
2007-10-16,4336968968
2007-10-17,4304131500
2007-10-18,4371214011
2007-10-19,4299231715
2007-10-22,4373993526
2007-10-23,4313218374
2007-10-24,4321592552
2007-10-25,4140621220
2007-10-26,4087525368
2007-10-29,4182545563
2007-10-30,4068656742
2007-10-31,4185342894
2007-11-01,4286652631
2007-11-02,4357922231
2007-11-05,4366314226
2007-11-06,4318795220
2007-11-07,4222367452
2007-11-08,4210501063
2007-11-09,4128754832
2007-11-12,4192327315
2007-11-13,4115480869
2007-11-14,4040006362
2007-11-15,4059569868
2007-11-16,4071454074
2007-11-19,4081930705
2007-11-20,4058874989
2007-11-21,3936594173
2007-11-23,3948478379
2007-11-26,3896772284
2007-11-27,4039311484
2007-11-28,4084033158
2007-11-29,4070064316
2007-11-30,4132941921
2007-12-03,4012763558
2007-12-04,4060282564
2007-12-05,4129449711
2007-12-06,4220282816
2007-12-07,4265699368
2007-12-10,4316015706
2007-12-11,4251017831
2007-12-12,4257307373
2007-12-13,4321592552
2007-12-14,4264309611
2007-12-17,4147623459
2007-12-18,4242643653
2007-12-19,4203516642
2007-12-20,4246135863
2007-12-21,4323677188
2007-12-24,4361432259
2007-12-26,4365619348
2007-12-27,4334171637
2007-12-28,4335579211
2007-12-31,4296712011
2008-01-02,4147656067
2008-01-03,4167945377
2008-01-04,4123155431
2008-01-07,4124565154
2008-01-08,4214127202
2008-01-09,4270819496
2008-01-10,4305794912
2008-01-11,4264520352
2008-01-14,4293196624
2008-01-15,4312807840
2008-01-16,4386274058
2008-01-17,4383472456
2008-01-18,4401673948
2008-01-22,4254009883
2008-01-23,4265912231
2008-01-24,4191018445
2008-01-25,4093765375
2008-01-28,4076973606
2008-01-29,4077669546
2008-01-30,3985305896
2008-01-31,4067872860
2008-02-01,4057380235
2008-02-04,4058076175
2008-02-05,3979702692
2008-02-06,3953810177
2008-02-07,4018889433
2008-02-08,4051777031
2008-02-11,4104953939
2008-02-12,4132952116
2008-02-13,4177046123
2008-02-14,4212735323
2008-02-15,4160254354
2008-02-19,4198031373
2008-02-20,4290412867
2008-02-21,4221818224
2008-02-22,4225333611
2008-02-25,4244926981
2008-02-26,4321890741
2008-02-27,4250512341
2008-02-28,4273603254
2008-02-29,4186129024
2008-03-03,4191018445
2008-03-04,4191018445
2008-03-05,4123155431
2008-03-06,4077669546
2008-03-07,4016783770
2008-03-10,3981808354
2008-03-11,3988089654
2008-03-12,3966408465
2008-03-13,4025884516
2008-03-14,3932807083
2008-03-17,3902721087
2008-03-18,3994388797
2008-03-19,3978292968
2008-03-20,4018889433
2008-03-24,3997190399
2008-03-25,4023778854
2008-03-26,3994388797
2008-03-27,3999296062
2008-03-28,3967104404
2008-03-31,4033170905
2008-04-01,4157535578
2008-04-02,4109069011
2008-04-03,4061283305
2008-04-04,4067608148
2008-04-07,4068306926
2008-04-08,4048633621
2008-04-09,4012100042
2008-04-10,3986800674
2008-04-11,3896855326
2008-04-14,3821673915
2008-04-15,3823788168
2008-04-16,3918642884
2008-04-17,3815349073
2008-04-18,3847672063
2008-04-21,3833624821
2008-04-22,3777417937
2008-04-23,3827299979
2008-04-24,3773189431
2008-04-25,3832926042
2008-04-28,3901083832
2008-04-29,3888434148
2008-04-30,3890548401
2008-05-01,4001564611
2008-05-02,3955893158
2008-05-05,4015611853
2008-05-06,3930593790
2008-05-07,3868760842
2008-05-08,3878597495
2008-05-09,3876483242
2008-05-12,3854713601
2008-05-13,3853298126
2008-05-14,3901782610
2008-05-15,3949568316
2008-05-16,3940430442
2008-05-19,3874386906
2008-05-20,3861737222
2008-05-21,3843461474
2008-05-22,3915131074
2008-05-23,3844859031
2008-05-27,3899668357
2008-05-28,3879995052
2008-05-29,3922853473
2008-05-30,3915131074
2008-06-02,3829414232
2008-06-03,3827299979
2008-06-04,3924967726
2008-06-05,3950267095
2008-06-06,3856809937
2008-06-09,3791465179
2008-06-10,3761256442
2008-06-11,3721909832
2008-06-12,3683960779
2008-06-13,3733842820
2008-06-16,3716982547
2008-06-17,3672009873
2008-06-18,3619314800
2008-06-19,3614405432
2008-06-20,3620730274
2008-06-23,3615104211
2008-06-24,3596828463
2008-06-25,3682563222
2008-06-26,3664287474
2008-06-27,3612291179
2008-06-30,3596969496
2008-07-01,3526519150
2008-07-02,3500018010
2008-07-03,3513250794
2008-07-07,3449096692
2008-07-08,3596258056
2008-07-09,3584412580
2008-07-10,3581620178
2008-07-11,3606022570
2008-07-14,3561397495
2008-07-15,3592078346
2008-07-16,3618579485
2008-07-17,3765758636
2008-07-18,3783882570
2008-07-21,3762966234
2008-07-22,3812482458
2008-07-23,3805510346
2008-07-24,3772730748
2008-07-25,3723908178
2008-07-28,3676472916
2008-07-29,3734366345
2008-07-30,3721115776
2008-07-31,3735753654
2008-08-01,3680652626
2008-08-04,3729492981
2008-08-05,4092878748
2008-08-06,4101238168
2008-08-07,4065666168
2008-08-08,4171688513
2008-08-11,4182164468
2008-08-12,4141007664
2008-08-13,4168202458
2008-08-14,4171688513
2008-08-15,4187731486
2008-08-18,4144493720
2008-08-19,4121478636
2008-08-20,4125658346
2008-08-21,4088699038
2008-08-22,4129838056
2008-08-25,4043362524
2008-08-26,4087987598
2008-08-27,4090780000
2008-08-28,4138197476
2008-08-29,4078934524
2008-09-02,4109615373
2008-09-03,4090780000
2008-09-04,4024527150
2008-09-05,3995927262
2008-09-08,4026608112
2008-09-09,4046137140
2008-09-10,4064278860
2008-09-11,4138908916
2008-09-12,4095671150
2008-09-15,4030094168
2008-09-16,3968732468
2008-09-17,3761561140
2008-09-18,3854332916
2008-09-19,3827138122
2008-09-22,3732979038
2008-09-23,3730168850
2008-09-24,3699488000
2008-09-25,3773424401
2008-09-26,3822940626
2008-09-29,3590701702
2008-09-30,3744405747
2008-10-01,3793086675
2008-10-02,3796562617
2008-10-03,3709610854
2008-10-06,3602530547
2008-10-07,3487771244
2008-10-08,3411956684
2008-10-09,3147678656
2008-10-10,3064929945
2008-10-13,3322947731
2008-10-14,3257578732
2008-10-15,3014848000
2008-10-16,3243657228
2008-10-17,3241582304
2008-10-20,3329207974
2008-10-21,3275650086
2008-10-22,3142819430
2008-10-23,3089261542
2008-10-24,3057978060
2008-10-27,2949479001
2008-10-28,3064929945
2008-10-29,3203329203
2008-10-30,3230445100
2008-10-31,3255486073
2008-11-03,3256177715
2008-11-04,3216541331
2008-11-05,2895229472
2008-11-06,2907058316
2008-11-07,3025985203
2008-11-10,3016249017
2008-11-11,2993300704
2008-11-12,2873664441
2008-11-13,3010680416
2008-11-14,2840288300
2008-11-17,2790915731
2008-11-18,2777703603
2008-11-19,2564890803
2008-11-20,2301996057
2008-11-21,2382669843
2008-11-24,2479340057
2008-11-25,2446655558
2008-11-26,2502997747
2008-11-28,2484908659
2008-12-01,2315899827
2008-12-02,2430659129
2008-12-03,2436919372
2008-12-04,2309657318
2008-12-05,2383361484
2008-12-08,2381978201
2008-12-09,2299921132
2008-12-10,2317283110
2008-12-11,2309657318
2008-12-12,2361122547
2008-12-15,2372242016
2008-12-16,2445272275
2008-12-17,2386837427
2008-12-18,2448748217
2008-12-19,2420922944
2008-12-22,2455008460
2008-12-23,2469603872
2008-12-24,2471004889
2008-12-26,2460559328
2008-12-29,2441326987
2008-12-30,2519960400
2008-12-31,2553376494
2009-01-02,2643846622
2009-01-05,2644538724
2009-01-06,2624361294
2009-01-07,2573553924
2009-01-08,2572151974
2009-01-09,2557546851
2009-01-12,2531105013
2009-01-13,2581202536
2009-01-14,2524148503
2009-01-15,2554760698
2009-01-16,2542923982
2009-01-20,2451761753
2009-01-21,2570075668
2009-01-22,2558931055
2009-01-23,2533891167
2009-01-26,2608354222
2009-01-27,2622959344
2009-01-28,2726650391
2009-01-29,2661930000
2009-01-30,2604875967
2009-02-02,2635488162
2009-02-03,2660545796
2009-02-04,2633394110
2009-02-05,2644538724
2009-02-06,2728744443
2009-02-09,2737102903
2009-02-10,2625745498
2009-02-11,2629915855
2009-02-12,2657759643
2009-02-13,2638966417
2009-02-17,2573553924
2009-02-18,2565195463
2009-02-19,2661237898
2009-02-20,2557546851
2009-02-23,2507431582
2009-02-24,2684201481
2009-02-25,2589560996
2009-02-26,2524840605
2009-02-27,2552666646
2009-03-02,2440634886
2009-03-03,2436446782
2009-03-04,2464290570
2009-03-05,2382871005
2009-03-06,2382871005
2009-03-09,2396091924
2009-03-10,2472649030
2009-03-11,2453855805
2009-03-12,2590253098
2009-03-13,2616002834
2009-03-16,2574246025
2009-03-17,2647324877
2009-03-18,2664716153
2009-03-19,2600687863
2009-03-20,2593731353
2009-03-23,2725266187
2009-03-24,2672364765
2009-03-25,2751015924
2009-03-26,2816428417
2009-03-27,2784414272
2009-03-30,2751524226
2009-03-31,2785664712
2009-04-01,2775912825
2009-04-02,2865775842
2009-04-03,2816998644
2009-04-06,2805861243
2009-04-07,2752216983
2009-04-08,2755005774
2009-04-09,2821883469
2009-04-13,2846272067
2009-04-14,2832328113
2009-04-15,2865065322
2009-04-16,2922191130
2009-04-17,2901994599
2009-04-20,2847657582
2009-04-21,2796802113
2009-04-22,2804475729
2009-04-23,2750831469
2009-04-24,2775912825
2009-04-27,2855313435
2009-04-28,2870642903
2009-04-29,2890146678
2009-04-30,2858794983
2009-05-01,2903380112
2009-05-04,3180625017
