,HSIC
2013-12-19,7477034592
2013-12-20,7531077408
2013-12-23,7594479024
2013-12-24,7622504376
2013-12-26,7622504376
2013-12-27,7635844920
2013-12-30,7616097632
2013-12-31,7600136766
2014-01-02,7548912734
2014-01-03,7576848489
2014-01-06,7559564619
2014-01-07,7670646137
2014-01-08,7799673028
2014-01-09,7817635363
2014-01-10,7729180619
2014-01-13,7603461240
2014-01-14,7675293616
2014-01-15,7702567868
2014-01-16,7701227902
2014-01-17,7726517648
2014-01-21,7787036636
2014-01-22,7839583673
2014-01-23,7772415737
2014-01-24,7646696358
2014-01-27,7512326563
2014-01-28,7593487819
2014-01-29,7581512929
2014-01-30,7653345305
2014-01-31,7642031918
2014-02-03,7330735673
2014-02-04,7340726056
2014-02-05,7387285648
2014-02-06,7417884374
2014-02-07,7540923820
2014-02-10,7638707444
2014-02-11,7611433192
2014-02-12,7650020831
2014-02-13,7792362579
2014-02-14,7784373665
2014-02-18,7834936195
2014-02-19,7773077240
2014-02-20,7848895592
2014-02-21,7896133648
2014-02-24,7953989665
2014-02-25,7925392407
2014-02-26,7890146203
2014-02-27,7898118155
2014-02-28,7918081958
2014-03-03,7796348555
2014-03-04,7937367297
2014-03-05,7938690302
2014-03-06,7965964555
2014-03-07,7966626057
2014-03-10,7993238808
2014-03-11,7954668129
2014-03-12,7919404963
2014-03-13,7880834284
2014-03-14,7875508342
2014-03-17,7914079020
2014-03-18,7928055379
2014-03-19,7879494318
2014-03-20,7891469208
2014-03-21,7794364048
2014-03-24,7725177681
2014-03-25,7711879787
2014-03-26,7755776407
2014-03-27,7723193174
2014-03-28,7832934726
2014-03-31,7922429032
2014-04-01,7958934100
2014-04-02,7946985756
2014-04-03,7943668652
2014-04-04,7730629340
2014-04-07,7562709412
2014-04-08,7649648000
2014-04-09,7751191999
2014-04-10,7568023548
2014-04-11,7461825448
2014-04-14,7520890208
2014-04-15,7525544308
2014-04-16,7532838552
2014-04-17,7557395276
2014-04-21,7577957936
2014-04-22,7599214480
2014-04-23,7598554444
2014-04-24,7544126860
2014-04-25,7535495620
2014-04-28,7552758100
2014-04-29,7552758100
2014-04-30,7581291964
2014-05-01,7584609068
2014-05-02,7562049376
2014-05-05,7644350788
2014-05-06,7540809756
2014-05-07,7510938896
2014-05-08,7526204344
2014-05-09,7645670860
2014-05-12,7714026896
2014-05-13,7664253411
2014-05-14,7597877484
2014-05-15,7579294932
2014-05-16,7660259348
2014-05-19,7701418515
2014-05-20,7652965104
2014-05-21,7715363891
2014-05-22,7708712760
2014-05-23,7751852036
2014-05-27,7840127620
2014-05-28,7842124652
2014-05-29,7893895168
2014-05-30,7941011584
2014-06-02,7944328688
2014-06-03,7996099204
2014-06-04,7926406171
2014-06-05,7909820652
2014-06-06,7939691512
2014-06-09,7962911240
2014-06-10,7934377375
2014-06-11,7883926932
2014-06-12,7840787656
2014-06-13,7836810516
2014-06-16,7815570896
2014-06-17,7854072996
2014-06-18,7904506516
2014-06-19,7903186443
2014-06-20,7934377375
2014-06-23,7967548416
2014-06-24,7964231312
2014-06-25,7981493792
2014-06-26,7958274064
2014-06-27,7888581032
2014-06-30,7826116166
2014-07-01,7908226523
2014-07-02,7868651417
2014-07-03,7893055786
2014-07-07,7871291999
2014-07-08,7845575749
2014-07-09,7846887631
2014-07-10,7820515439
2014-07-11,7825779786
2014-07-14,7821827320
2014-07-15,7819842679
2014-07-16,7883822155
2014-07-17,7815890214
2014-07-18,7894384487
2014-07-21,7788845262
2014-07-22,7790173963
2014-07-23,7827764428
2014-07-24,7864043011
2014-07-25,7789518022
2014-07-28,7804671941
2014-07-29,7807312524
2014-07-30,7835686176
2014-07-31,7667496176
2014-08-01,7742677107
2014-08-04,7701134177
2014-08-05,7605484524
2014-08-06,7625280487
2014-08-07,7575143048
2014-08-08,7654293262
2014-08-11,7676729808
2014-08-12,7690571844
2014-08-13,7773018583
2014-08-14,7813905571
2014-08-15,7780923513
2014-08-18,7841623284
2014-08-19,7879213749
2014-08-20,7867995476
2014-08-21,7890432022
2014-08-22,7865354893
2014-08-25,7919444797
2014-08-26,7908226523
2014-08-27,7890432022
2014-08-28,7878557808
2014-08-29,7894384487
2014-09-02,7901633476
2014-09-03,7884494915
2014-09-04,7830405011
2014-09-05,7862058369
2014-09-08,7873276642
2014-09-09,7824467904
2014-09-10,7804671941
2014-09-11,7773674524
2014-09-12,7701134177
2014-09-15,7652325439
2014-09-16,7696828513
2014-09-17,7725538546
2014-09-18,7746629572
2014-09-19,7720257380
2014-09-22,7734772177
2014-09-23,7728162310
2014-09-24,7806000642
2014-09-25,7694524310
2014-09-26,7725538546
2014-09-29,7682088557
2014-09-30,7632939742
2014-10-01,7544802763
2014-10-02,7516944526
2014-10-03,7594285811
2014-10-06,7576588226
2014-10-07,7498595189
2014-10-08,7549715974
2014-10-09,7451418342
2014-10-10,7398977342
2014-10-13,7328855468
2014-10-14,7387178952
2014-10-15,7311157884
2014-10-16,7271852200
2014-10-17,7422574121
2014-10-20,7446170900
2014-10-21,7622461568
2014-10-22,7577891731
2014-10-23,7639507400
2014-10-24,7721410952
2014-10-27,7726006642
2014-10-28,7781054652
2014-10-29,7803331215
2014-10-30,7878048779
2014-10-31,7866250389
2014-11-03,7845277331
2014-11-04,7919343142
2014-11-05,8009117858
2014-11-06,8539961831
2014-11-07,8443619458
2014-11-10,8494740242
2014-11-11,8484913821
2014-11-12,8498667468
2014-11-13,8537989863
2014-11-14,8529466947
2014-11-17,8581239483
2014-11-18,8676278353
2014-11-19,8657260552
2014-11-20,8624505816
2014-11-21,8681509084
2014-11-24,8791621816
2014-11-25,8903021342
2014-11-26,8890571200
2014-11-28,8991492552
2014-12-01,8990189047
2014-12-02,8984941605
2014-12-03,8970536206
2014-12-04,8962665042
2014-12-05,8986261821
2014-12-08,8936444542
2014-12-09,8871904342
2014-12-10,8750327452
2014-12-11,8847321579
2014-12-12,8768676789
2014-12-15,8620896110
2014-12-16,8676930105
2014-12-17,8787677878
2014-12-18,8899745868
2014-12-19,9011813858
2014-12-22,9010510353
2014-12-23,9025584216
2014-12-24,9035410637
2014-12-26,9003625174
2014-12-29,8978402958
2014-12-30,8986226578
2014-12-31,8887665612
2015-01-02,8932376768
2015-01-05,8852409384
2015-01-06,8800840076
2015-01-07,9044337764
2015-01-08,9171629726
2015-01-09,9217972190
2015-01-12,9129848266
2015-01-13,9108957536
2015-01-14,9079261072
2015-01-15,8997662380
2015-01-16,9106344114
2015-01-20,9041075148
2015-01-21,9018869384
2015-01-22,9306096114
2015-01-23,9356367034
2015-01-26,9373329308
2015-01-27,9317848190
2015-01-28,9177505764
2015-01-29,9139636114
2015-01-30,9012993346
2015-02-02,9057388228
2015-02-03,9063264266
2015-02-04,9118745384
2015-02-05,9215358768
2015-02-06,9127884038
2015-02-09,9088716000
2015-02-10,9218621384
2015-02-11,9268892304
2015-02-12,9299570882
2015-02-13,9346246266
2015-02-17,9290432228
2015-02-18,9275084616
2015-02-19,9195117232
2015-02-20,9305446920
2015-02-23,9334827110
2015-02-24,9229724266
2015-02-25,9204921726
2015-02-26,9167701270
2015-02-27,9142249536
2015-03-02,9261701232
2015-03-03,9189241194
2015-03-04,9195783072
2015-03-05,9179453346
2015-03-06,8997978654
2015-03-09,9071753726
2015-03-10,8954898806
2015-03-11,8930745460
2015-03-12,9028657232
2015-03-13,8902031110
2015-03-16,9085453384
2015-03-17,9030621460
2015-03-18,9084471270
2015-03-19,9184030996
2015-03-20,9335476304
2015-03-23,9278680152
2015-03-24,9182715962
2015-03-25,9044337764
2015-03-26,8957845148
2015-03-27,9060650844
2015-03-30,9174266928
2015-03-31,9094801818
2015-04-01,9003593013
2015-04-02,9075898955
2015-04-06,9143005779
2015-04-07,9111728019
2015-04-08,9126710780
2015-04-09,9236805837
2015-04-10,9240377116
2015-04-13,9258947767
2015-04-14,9157324116
2015-04-15,9122475077
2015-04-16,9136477813
2015-04-17,9006865301
2015-04-20,9098057495
2015-04-21,9117591561
2015-04-22,9191857553
2015-04-23,9239413701
2015-04-24,9285009798
2015-04-27,9118903798
2015-04-28,9122159476
2015-04-29,9064188482
2015-04-30,8930639258
2015-05-01,9043989992
2015-05-04,9253732038
2015-05-05,9010768792
2015-05-06,8887003212
2015-05-07,8923147877
2015-05-08,9006865301
2015-05-11,8950837747
2015-05-12,8952133374
2015-05-13,8984391159
2015-05-14,9142341355
2015-05-15,9104568850
2015-05-18,9187954062
2015-05-19,9215311721
2015-05-20,9201624586
2015-05-21,9225078753
2015-05-22,9253084225
2015-05-26,9204232450
2015-05-27,9299328135
2015-05-28,9292816780
2015-05-29,9228334431
2015-06-01,9313663083
2015-06-02,9258299953
2015-06-03,9282401934
2015-06-04,9176874792
2015-06-05,9133886559
2015-06-08,9105216664
2015-06-09,9075251141
2015-06-10,9281754121
2015-06-11,9341352953
2015-06-12,9260243394
2015-06-15,9187954062
2015-06-16,9263515682
2015-06-17,9306503915
2015-06-18,9449487959
2015-06-19,9434820800
2015-06-22,9491496167
2015-06-23,9489536116
2015-06-24,9400951786
2015-06-25,9412031056
2015-06-26,9474553355
2015-06-29,9242412181
2015-06-30,9235916114
2015-07-01,9373675825
2015-07-02,9387330823
2015-07-06,9390578857
2015-07-07,9432819865
2015-07-08,9261900383
2015-07-09,9321690716
2015-07-10,9453617223
2015-07-13,9522505364
2015-07-14,9568640699
2015-07-15,9581632833
2015-07-16,9628431032
2015-07-17,9624536706
2015-07-20,9618024067
2015-07-21,9580986541
2015-07-22,9658972490
2015-07-23,9577092215
2015-07-24,9554339408
2015-07-27,9530294016
2015-07-28,9723303442
2015-07-29,9523151657
2015-07-30,9537452948
2015-07-31,9616731482
2015-08-03,9539391825
2015-08-04,9506248625
2015-08-05,9544595307
2015-08-06,9421120316
2015-08-07,9412022507
2015-08-10,9473105425
2015-08-11,9439315932
2015-08-12,9407481889
2015-08-13,9432819865
2015-08-14,9429571832
2015-08-17,9478955200
2015-08-18,9573197889
2015-08-19,9534204914
2015-08-20,9267750158
2015-08-21,8974664840
2015-08-24,8663383906
2015-08-25,8593186608
2015-08-26,8920724282
2015-08-27,9012348658
2015-08-28,9059146857
2015-08-31,8890829116
2015-09-01,8614630258
2015-09-02,8797895583
2015-09-03,8782948000
2015-09-04,8660765593
2015-09-08,8876527825
2015-09-09,8731609183
2015-09-10,8763459798
2015-09-11,8788797774
2015-09-14,8805054514
2015-09-15,8799851032
2015-09-16,8875881532
2015-09-17,8972063099
2015-09-18,8925927764
2015-09-21,8899926924
2015-09-22,8801143616
2015-09-23,8777761089
2015-09-24,8697819690
2015-09-25,8520404141
2015-09-28,8289315331
2015-09-29,8382847756
2015-09-30,8561539761
2015-10-01,8649907012
2015-10-02,8878918344
2015-10-05,8915683200
2015-10-06,8813119944
2015-10-07,8945999812
2015-10-08,9107929675
2015-10-09,9140828875
2015-10-12,9236285904
2015-10-13,9159532070
2015-10-14,9082120252
2015-10-15,9207268809
2015-10-16,9343372800
2015-10-19,9392409057
2015-10-20,9425949792
2015-10-21,9438846278
2015-10-22,9569160009
2015-10-23,9671081731
2015-10-26,9648496430
2015-10-27,9728490835
2015-10-28,9738163200
2015-10-29,9732356491
2015-10-30,9786541473
2015-11-02,9934916865
2015-11-03,9836860800
2015-11-04,9993625488
2015-11-05,9947813352
2015-11-06,9914272617
2015-11-09,9868476931
2015-11-10,9986519260
2015-11-11,9922020379
2015-11-12,9858804566
2015-11-13,9745269427
2015-11-16,9935558400
2015-11-17,9945888748
2015-11-18,10100054400
2015-11-19,10001998334
2015-11-20,10071678840
2015-11-23,10031031878
2015-11-24,9972339705
2015-11-25,10028449291
2015-11-27,10103936505
2015-11-30,10094247691
2015-12-01,10265191934
2015-12-02,10263267331
2015-12-03,10082634273
2015-12-04,10214889057
2015-12-07,10269715574
2015-12-08,10176824683
2015-12-09,10008463027
2015-12-10,9985236192
2015-12-11,9881373417
2015-12-14,9921378844
2015-12-15,9897510475
2015-12-16,9992325969
2015-12-17,10011687148
2015-12-18,9814291948
2015-12-21,9927169104
2015-12-22,9982653604
2015-12-23,10156180435
2015-12-24,10133595134
2015-12-28,10139391808
2015-12-29,10267975603
2015-12-30,10230225932
2015-12-31,10120190700
2016-01-04,9932747436
2016-01-05,9966647097
2016-01-06,9865568032
2016-01-07,9703084576
2016-01-08,9614159142
2016-01-11,9364642630
2016-01-12,9369128870
2016-01-13,9255259942
2016-01-14,9379357497
2016-01-15,9386404972
2016-01-19,9490681504
2016-01-20,9367856409
2016-01-21,9221343968
2016-01-22,9376812576
2016-01-25,9257168633
2016-01-26,9523308704
2016-01-27,9435655731
2016-01-28,9372326336
2016-01-29,9688369708
2016-02-01,9840624537
2016-02-02,9651256268
2016-02-03,9639102636
2016-02-04,9603277971
2016-02-05,9459979308
2016-02-08,9360808934
2016-02-09,9443975667
2016-02-10,10028067801
2016-02-11,10102278368
2016-02-12,10171366464
2016-02-16,10354976032
2016-02-17,10492532307
2016-02-18,10459268876
2016-02-19,10635194739
2016-02-22,10680611801
2016-02-23,10656940768
2016-02-24,10728590099
2016-02-25,10834155404
2016-02-26,10717725241
2016-02-29,10584655206
2016-03-01,10885967398
2016-03-02,10807286905
2016-03-03,10728590099
2016-03-04,10745866201
2016-03-07,10691492972
2016-03-08,10716436467
2016-03-09,10705571609
2016-03-10,10758019833
2016-03-11,10859751443
2016-03-14,10768264774
2016-03-15,10720922707
2016-03-16,10710041536
2016-03-17,10598733843
2016-03-18,10723483942
2016-03-21,10694054208
2016-03-22,10823274233
2016-03-23,10784252102
2016-03-24,10746502432
2016-03-28,10786961608
2016-03-29,10975439129
2016-03-30,11044434055
2016-03-31,11029103659
2016-04-01,11046340172
2016-04-04,11004177511
2016-04-05,10825295743
2016-04-06,10951800017
2016-04-07,10771631213
2016-04-08,10732661706
2016-04-11,10643856194
2016-04-12,10758206934
2016-04-13,10822737962
2016-04-14,10835510576
2016-04-15,10859785060
2016-04-18,11011850855
2016-04-19,10969688194
2016-04-20,10977345246
2016-04-21,10862994506
2016-04-22,10914101255
2016-04-25,10998426576
2016-04-26,11005464548
2016-04-27,11122373069
2016-04-28,10894926042
2016-04-29,10778017520
2016-05-02,10924951460
2016-05-03,10767786395
2016-05-04,10650242501
2016-05-05,10740318758
2016-05-06,10861072097
2016-05-09,10907714948
2016-05-10,11003542139
2016-05-11,10949225944
2016-05-12,11004812884
2016-05-13,10986924707
2016-05-16,11124930850
2016-05-17,10896213078
2016-05-18,10921758307
2016-05-19,10917929781
2016-05-20,10908985692
2016-05-23,10810600720
2016-05-24,11036125339
2016-05-25,10958821697
2016-05-26,11034854594
2016-05-27,11103849520
2016-05-31,11099369330
2016-06-01,11059129078
2016-06-02,11254628278
2016-06-03,11236104729
2016-06-06,11289769259
2016-06-07,11236740101
2016-06-08,11445011916
2016-06-09,11545319297
2016-06-10,11394540539
2016-06-13,11307005772
2016-06-14,11286576105
2016-06-15,11160055540
2016-06-16,11161994240
2016-06-17,11046340172
2016-06-20,11169651292
2016-06-21,11161994240
2016-06-22,11177324636
2016-06-23,11347262316
2016-06-24,10916659036
2016-06-27,10717315018
2016-06-28,10942204265
2016-06-29,11213736362
2016-06-30,11295520194
2016-07-01,11243519933
2016-07-05,11246060051
2016-07-06,11302525110
2016-07-07,11292380815
2016-07-08,11466225244
2016-07-11,11533481763
2016-07-12,11477647689
2016-07-13,11490979267
2016-07-14,11512546007
2016-07-15,11457342918
2016-07-18,11478909659
2016-07-19,11452909845
2016-07-20,11475107570
2016-07-21,11402786993
2016-07-22,11462423156
2016-07-25,11409760185
2016-07-26,11477016704
2016-07-27,11357728200
2016-07-28,11374861866
2016-07-29,11482727926
2016-08-01,11429433971
2016-08-02,11417380541
2016-08-03,11400246874
2016-08-04,10375559755
2016-08-05,10593184829
2016-08-08,10533548666
2016-08-09,10440276155
2016-08-10,10546233081
2016-08-11,10624912044
2016-08-12,10498019363
2016-08-15,10432040993
2016-08-16,10333688244
2016-08-17,10240415733
2016-08-18,10239784748
2016-08-19,10233442541
2016-08-22,10308950400
2016-08-23,10183319689
2016-08-24,10140817193
2016-08-25,10203624459
2016-08-26,10364768295
2016-08-29,10419340400
2016-08-30,10393324407
2016-08-31,10392062437
2016-09-01,10340677615
2016-09-02,10423773473
2016-09-06,10425051622
2016-09-07,10432040993
2016-09-08,10412998192
2016-09-09,10079271897
2016-09-12,10270880978
2016-09-13,10156672711
2016-09-14,10114170215
2016-09-15,10327346037
2016-09-16,10411736223
2016-09-19,10308950400
2016-09-20,10329255171
2016-09-21,10461211910
2016-09-22,10613489600
2016-09-23,10433933948
2016-09-26,10317832726
2016-09-27,10390800467
2016-09-28,10392693422
2016-09-29,10224560215
2016-09-30,10340677615
2016-10-03,10067410665
2016-10-04,9980724502
2016-10-05,10061796976
2016-10-06,10172814423
2016-10-07,10088609097
2016-10-10,10167820944
2016-10-11,9892797921
2016-10-12,9881570544
2016-10-13,9731893390
2016-10-14,9564134753
2016-10-17,9554783907
2016-10-18,9563514544
2016-10-19,9607167730
2016-10-20,9532329153
2016-10-21,9512991348
2016-10-24,9537942842
2016-10-25,9391382637
2016-10-26,9289731939
2016-10-27,9285994781
2016-10-28,9311566484
2016-10-31,9304696474
2016-11-01,9169999758
2016-11-02,9734390130
2016-11-03,9595940353
2016-11-04,9657675023
2016-11-07,9738127288
2016-11-08,9827930400
2016-11-09,9823573032
2016-11-10,9647083758
2016-11-11,9770553097
2016-11-14,9842894934
2016-11-15,9852881893
2016-11-16,9929581097
2016-11-17,9909002874
2016-11-18,9788650484
2016-11-21,9264160237
2016-11-22,9536702423
2016-11-23,9539183260
2016-11-25,9428181716
2016-11-28,9439409093
2016-11-29,9556644534
2016-11-30,9289731939
2016-12-01,9308449535
2016-12-02,9327771437
2016-12-05,9350846400
2016-12-06,9347729451
2016-12-07,9312806902
2016-12-08,9381411581
2016-12-09,9491172707
2016-12-12,9426941298
2016-12-13,9572245181
2016-12-14,9531088735
2016-12-15,9615278158
2016-12-16,9589086246
2016-12-19,9481185748
2016-12-20,9482442070
2016-12-21,9544176739
2016-12-22,9503020293
2016-12-23,9528591995
2016-12-27,9554783907
2016-12-28,9494909865
2016-12-29,9549170218
2016-12-30,9461227734
2017-01-03,9644114535
2017-01-04,9682470823
2017-01-05,9630519502
2017-01-06,9659586376
2017-01-09,9725763590
2017-01-10,9777714911
2017-01-11,9757306590
2017-01-12,9718335214
2017-01-13,9837094609
2017-01-17,9820392590
2017-01-18,9876681074
2017-01-19,9755445553
2017-01-20,9704109321
2017-01-23,9608250144
2017-01-24,9705355269
2017-01-25,9913775642
2017-01-26,9847598428
2017-01-27,9874204948
2017-01-30,9791940804
2017-01-31,9887184893
2017-02-01,9887184893
2017-02-02,9971310074
2017-02-03,10060371734
2017-02-06,10056034572
2017-02-07,10142005018
2017-02-08,10119120572
2017-02-09,10195801605
2017-02-10,10209428181
2017-02-13,10211888535
2017-02-14,10307148395
2017-02-15,10384460288
2017-02-16,10344258734
2017-02-17,10397440232
2017-02-21,10700505376
2017-02-22,10677620930
2017-02-23,10633082214
2017-02-24,10732663465
2017-02-27,10733278553
2017-02-28,10610828627
2017-03-01,10638034464
2017-03-02,10578039679
2017-03-03,10611427944
2017-03-06,10569996214
2017-03-07,10579900716
2017-03-08,10569381125
2017-03-09,10572472339
2017-03-10,10648554055
2017-03-13,10651645269
2017-03-14,10591650483
2017-03-15,10682573181
2017-03-16,10586698232
2017-03-17,10591650483
2017-03-20,10601539214
2017-03-21,10563813786
2017-03-22,10628760823
2017-03-23,10604630428
2017-03-24,10591650483
2017-03-27,10592265572
2017-03-28,10581745981
2017-03-29,10569381125
2017-03-30,10565674823
2017-03-31,10512477553
2017-04-03,10457761686
2017-04-04,10443532817
2017-04-05,10404569061
2017-04-06,10448486104
2017-04-07,10364974313
2017-04-10,10449732313
2017-04-11,10520245669
2017-04-12,10437980087
2017-04-13,10383541252
2017-04-17,10446640452
2017-04-18,10374249895
2017-04-19,10391570626
2017-04-20,10479420487
2017-04-21,10399615774
2017-04-24,10504171148
2017-04-25,10530152244
2017-04-26,10713250347
2017-04-27,10774803617
2017-04-28,10751614661
2017-05-01,10739247218
2017-05-02,10851831965
2017-05-03,10868537478
2017-05-04,11016378904
2017-05-05,11033084417
2017-05-08,10827081304
2017-05-09,10974938504
2017-05-10,10892657148
2017-05-11,10912454522
2017-05-12,10864199408
2017-05-15,10895133791
2017-05-16,10939666052
2017-05-17,10798623565
2017-05-18,10952664487
2017-05-19,10999673391
2017-05-22,11191447634
2017-05-23,11265068626
2017-05-24,11235995670
2017-05-25,11336828191
2017-05-26,11300940521
2017-05-30,11313923182
2017-05-31,11380745234
2017-06-01,11537878017
2017-06-02,11541585095
2017-06-05,11457458087
2017-06-06,11385698522
2017-06-07,11469210313
2017-06-08,11393743670
2017-06-09,11490869113
2017-06-12,11383837095
2017-06-13,11367131582
2017-06-14,11383837095
2017-06-15,11361578852
2017-06-16,11304032382
2017-06-19,11448182504
2017-06-20,11266299060
2017-06-21,11337443408
2017-06-22,11398681182
2017-06-23,11393128452
2017-06-26,11441998783
2017-06-27,11312708522
2017-06-28,11399927391
2017-06-29,11282389356
2017-06-30,11321984104
2017-07-03,11197508571
2017-07-05,11302735099
2017-07-06,11144597170
2017-07-07,11251047628
2017-07-10,11114438299
2017-07-11,11118125778
2017-07-12,11271352299
2017-07-13,11225815856
2017-07-14,11354422571
2017-07-17,11415336586
2017-07-18,11345807992
2017-07-19,11396271535
2017-07-20,11349495471
2017-07-21,11379042377
2017-07-24,11426414714
2017-07-25,11367964249
2017-07-26,11367964249
2017-07-27,11250435663
2017-07-28,11255347071
2017-07-31,11212274178
2017-08-01,11154435678
2017-08-02,11033219613
2017-08-03,11025828963
2017-08-04,10996909713
2017-08-07,11309498093
2017-08-08,10708313484
2017-08-09,10439394271
2017-08-10,10296021949
2017-08-11,10496620807
2017-08-14,10416014085
2017-08-15,10334167743
2017-08-16,10480019306
2017-08-17,10436946413
2017-08-18,10429555763
2017-08-21,10511386414
2017-08-22,10540933321
2017-08-23,10489245849
2017-08-24,10526167713
2017-08-25,10557534822
2017-08-28,10435079136
2017-08-29,10364326614
2017-08-30,10437558377
2017-08-31,10687381157
2017-09-01,10678154614
2017-09-05,10605550506
2017-09-06,10611089570
2017-09-07,10758149371
2017-09-08,10789532171
2017-09-11,10926753464
2017-09-12,10825214414
2017-09-13,10392021935
2017-09-14,9916352835
2017-09-15,10200021964
2017-09-18,9956350214
2017-09-19,9739746128
2017-09-20,9893584614
2017-09-21,9761902385
2017-09-22,9796360699
2017-09-25,9887433585
2017-09-26,9893584614
2017-09-27,9984657499
2017-09-28,9951423114
2017-09-29,10090495992
2017-10-02,9857309001
2017-10-03,9924220867
2017-10-04,9943686419
2017-10-05,9924220867
2017-10-06,9852454246
2017-10-09,9744176144
2017-10-10,9718630515
2017-10-11,9813523142
2017-10-12,9794057590
2017-10-13,9845148848
2017-10-16,9964361782
2017-10-17,10030063836
2017-10-18,10010598284
2017-10-19,10107910534
2017-10-20,10283084992
2017-10-23,10078719961
2017-10-24,10093315248
2017-10-25,10084800038
2017-10-26,9910835392
2017-10-27,9312320076
2017-10-30,9452223884
2017-10-31,9561711798
2017-11-01,9396262361
2017-11-02,9281904182
2017-11-03,9444918486
2017-11-06,8520374563
2017-11-07,8638377686
2017-11-08,8515519808
2017-11-09,8474153571
2017-11-10,8156640172
2017-11-13,8089743817
2017-11-14,8131094544
2017-11-15,8268563219
2017-11-16,8455897830
2017-11-17,8408467027
2017-11-20,8211391884
2017-11-21,8268563219
2017-11-22,8509424220
2017-11-24,8511859353
2017-11-27,8502134332
2017-11-28,8576336086
2017-11-29,8552015779
2017-11-30,8691904076
2017-12-01,8595801638
2017-12-04,8662713504
2017-12-05,8649328028
2017-12-06,8221116905
2017-12-07,8219907094
2017-12-08,8260048009
2017-12-11,8311139267
2017-12-12,8249097667
2017-12-13,8357375769
2017-12-14,8356150448
2017-12-15,8534985360
2017-12-18,8534985360
2017-12-19,8696774342
2017-12-20,8649328028
2017-12-21,8656633427
2017-12-22,8638377686
2017-12-26,8590931372
2017-12-27,8571465820
2017-12-28,8583641484
2017-12-29,8500909011
2018-01-02,8582341519
2018-01-03,8662798722
2018-01-04,8667606250
2018-01-05,8805692552
2018-01-08,8926983125
2018-01-09,8820099826
2018-01-10,8740852161
2018-01-11,8802094561
2018-01-12,8987015988
2018-01-16,9131119355
2018-01-17,9168354734
2018-01-18,8960605203
2018-01-19,9121519609
2018-01-22,9175550716
2018-01-23,9162337668
2018-01-24,9295631752
2018-01-25,9383300247
2018-01-26,9478164725
2018-01-29,9535809134
2018-01-30,9374894728
2018-01-31,9087897531
2018-02-01,9039852868
2018-02-02,8928177352
2018-02-05,8621965352
2018-02-06,8829714883
2018-02-07,8762470728
2018-02-08,8507886071
2018-02-09,8615963597
2018-02-12,8667606250
2018-02-13,8092402319
2018-02-14,8217290883
2018-02-15,8211289128
2018-02-16,8348181203
2018-02-20,8162050238
2018-02-21,8247314970
2018-02-22,8162050238
2018-02-23,8171649985
2018-02-26,8128428161
2018-02-27,8070783752
2018-02-28,7948298952
2018-03-01,7618079931
2018-03-02,7828217916
2018-03-05,7930293686
2018-03-06,7929084149
2018-03-07,8061184006
2018-03-08,8061184006
2018-03-09,8217290883
2018-03-12,8147642964
2018-03-13,8170455758
2018-03-14,8201674071
2018-03-15,8164454003
2018-03-16,8171649985
2018-03-19,8145239200
2018-03-20,7891864080
2018-03-21,7885862325
2018-03-22,7917080638
2018-03-23,7756166232
2018-03-26,7870245513
2018-03-27,7815004868
2018-03-28,7957914009
2018-03-29,8070783752
2018-04-02,7917830084
2018-04-03,8039300995
2018-04-04,8240162754
2018-04-05,8157183446
2018-04-06,8032093404
2018-04-09,8042920126
2018-04-10,8339995557
2018-04-11,8307515392
2018-04-12,8385710087
2018-04-13,8296704005
2018-04-16,8412163479
2018-04-17,8542068806
2018-04-18,8531242084
2018-04-19,8389313882
2018-04-20,8307515392
2018-04-23,8875228198
2018-04-24,8880043482
2018-04-25,8959418995
2018-04-26,9171107476
2018-04-27,9237263960
2018-04-30,9141034953
2018-05-01,9245683040
2018-05-02,9212006721
2018-05-03,9023167837
2018-05-04,9086916679
2018-05-07,9173515118
2018-05-08,8549276397
2018-05-09,8609421443
2018-05-10,8734511485
2018-05-11,8772987753
2018-05-14,8818702282
2018-05-15,8714054195
2018-05-16,8708042757
2018-05-17,8693612240
2018-05-18,8652712995
2018-05-21,8594990926
2018-05-22,8575745124
2018-05-23,8493946634
2018-05-24,8480727606
2018-05-25,8471097037
2018-05-29,8419386406
2018-05-30,8611829085
2018-05-31,8323157398
2018-06-01,8362845154
2018-06-04,8448247440
2018-06-05,8459074162
2018-06-06,8561314607
2018-06-07,8562510760
2018-06-08,8674366439
2018-06-11,8756149594
2018-06-12,8776606884
2018-06-13,8699623678
2018-06-14,8765780162
2018-06-15,8815098487
2018-06-18,8768187804
2018-06-19,8708042757
2018-06-20,8649109200
2018-06-21,8667143512
2018-06-22,8983480081
2018-06-25,8965430433
2018-06-26,9003922036
2018-06-27,8876439687
2018-06-28,8739311434
2018-06-29,8736903792
2018-07-02,8773942212
2018-07-03,8855288061
2018-07-05,8971335168
2018-07-06,9068239383
2018-07-09,9129252583
2018-07-10,9075408434
2018-07-11,8923485566
2018-07-12,8946212983
2018-07-13,8955776802
2018-07-16,8862472366
2018-07-17,8933049385
2018-07-18,8821791814
2018-07-19,8946212983
2018-07-20,9009620951
2018-07-23,9166333355
2018-07-24,9190265783
2018-07-25,9228551566
2018-07-26,9227346555
2018-07-27,9281190704
2018-07-30,9463025293
2018-07-31,9500121319
2018-08-01,9404406861
2018-08-02,9428339289
2018-08-03,9598215291
2018-08-06,9830309504
2018-08-07,9546765910
