,PXD
2004-09-02,4068954270
2004-09-03,4070140899
2004-09-07,3904012700
2004-09-08,3844681200
2004-09-09,3907572590
2004-09-10,3836374790
2004-09-13,3799589260
2004-09-14,3790096220
2004-09-15,3748564170
2004-09-16,3743817650
2004-09-17,3791282850
2004-09-20,3797216000
2004-09-21,3978770390
2004-09-22,3982330280
2004-09-23,3939611600
2004-09-24,3995383210
2004-09-27,4034542000
2004-09-28,4117606100
2004-09-29,4011996030
2004-09-30,4927123040
2004-10-01,4987140200
2004-10-04,5034296540
2004-10-05,5058589200
2004-10-06,5132896160
2004-10-07,5104316560
2004-10-08,4979995300
2004-10-11,4905688340
2004-10-12,4842813220
2004-10-13,4694199300
2004-10-14,4732781760
2004-10-15,4632753160
2004-10-18,4519863740
2004-10-19,4469849440
2004-10-20,4562733140
2004-10-21,4694199300
2004-10-22,4715634000
2004-10-25,4719920940
2004-10-26,4822807500
2004-10-27,4651329900
2004-10-28,4595599679
2004-10-29,4629895200
2004-11-01,4644185000
2004-11-02,4595599679
2004-11-03,4697057260
2004-11-04,4758503400
2004-11-05,4772793200
2004-11-08,4715634000
2004-11-09,4682767460
2004-11-10,4751358500
2004-11-11,4741355640
2004-11-12,4847100160
2004-11-15,4729923800
2004-11-16,4707060120
2004-11-17,4765648300
2004-11-18,4858532000
2004-11-19,4931409980
2004-11-22,5020006740
2004-11-23,5045728380
2004-11-24,5105745540
2004-11-26,5127180240
2004-11-29,5088597780
2004-11-30,5030009600
2004-12-01,4945699780
2004-12-02,4861389960
2004-12-03,4928552020
2004-12-06,4879966700
2004-12-07,4837097300
2004-12-08,4845671179
2004-12-09,4881395679
2004-12-10,4837097300
2004-12-13,4948557740
2004-12-14,4951415700
2004-12-15,4978566320
2004-12-16,4914262220
2004-12-17,4924265080
2004-12-20,4952844679
2004-12-21,5010003880
2004-12-22,4934267940
2004-12-23,4957131620
2004-12-27,4928552020
2004-12-28,4958560600
2004-12-29,4985711220
2004-12-30,5010003880
2004-12-31,5015719800
2005-01-03,4877108740
2005-01-04,4845671179
2005-01-05,4737068700
2005-01-06,4791369940
2005-01-07,4759932380
2005-01-10,4801372800
2005-01-11,4841384240
2005-01-12,4829952400
2005-01-13,4912833240
2005-01-14,5071450020
2005-01-18,5178623520
2005-01-19,5100029620
2005-01-20,5092884720
2005-01-21,5108603500
2005-01-24,5164333720
2005-01-25,5137183100
2005-01-26,5184339440
2005-01-27,5504430960
2005-01-28,5421550120
2005-01-31,5485854220
2005-02-01,5551587300
2005-02-02,5640184060
2005-02-03,5634468140
2005-02-04,5674479580
2005-02-07,5597314660
2005-02-08,5593027720
2005-02-09,5511575860
2005-02-10,5565877100
2005-02-11,5585882820
2005-02-14,5594456700
2005-02-15,5631610179
2005-02-16,5758789400
2005-02-17,5665905700
2005-02-18,5731638780
2005-02-22,5765934300
2005-02-23,5830238400
2005-02-24,6038869480
2005-02-25,6101744600
2005-02-28,6026008660
2005-03-01,6000287020
2005-03-02,6158903800
2005-03-03,6216063000
2005-03-04,6394685500
2005-03-07,6341813240
2005-03-08,6191770340
2005-03-09,6063162140
2005-03-10,5983139260
2005-03-11,6051730300
2005-03-14,6191770340
2005-03-15,6118892360
2005-03-16,6041727440
2005-03-17,6173193600
2005-03-18,6227494840
2005-03-21,6157474820
2005-03-22,6096028679
2005-03-23,5905974340
2005-03-24,6001716000
2005-03-28,5920264140
2005-03-29,5805945740
2005-03-30,5914548220
2005-03-31,6015488640
2005-04-01,6212625440
2005-04-04,6256277160
2005-04-05,6266134000
2005-04-06,6330907520
2005-04-07,6261909640
2005-04-08,6102792080
2005-04-11,6174606200
2005-04-12,6054916000
2005-04-13,5897206560
2005-04-14,6012672400
2005-04-15,5801454400
2005-04-18,5949307000
2005-04-19,6076037800
2005-04-20,5942266400
2005-04-21,6078854040
2005-04-22,6085894640
2005-04-25,6212625440
2005-04-26,6128138240
2005-04-27,6001407440
2005-04-28,5850738600
2005-04-29,5725415919
2005-05-02,5745129600
2005-05-03,5486035520
2005-05-04,5446608160
2005-05-05,5414221400
2005-05-06,5373385919
2005-05-09,5407180800
2005-05-10,5325509840
2005-05-11,5374794040
2005-05-12,5235390160
2005-05-13,5245247000
2005-05-16,5360712840
2005-05-17,5466321840
2005-05-18,5552217160
2005-05-19,5622623160
2005-05-20,5526871000
2005-05-23,5526871000
2005-05-24,5616990680
2005-05-25,5622623160
2005-05-26,5622623160
2005-05-27,5671907360
2005-05-31,5650785560
2005-06-01,5746537720
2005-06-02,5762027040
2005-06-03,5785965080
2005-06-06,5821168080
2005-06-07,5663458640
2005-06-08,5750762080
2005-06-09,5869044160
2005-06-10,5870452280
2005-06-13,5912695880
2005-06-14,5897206560
2005-06-15,5897206560
2005-06-16,5967612560
2005-06-17,6032386080
2005-06-20,6061956600
2005-06-21,5939450160
2005-06-22,5932409560
2005-06-23,5923960840
2005-06-24,5907063400
2005-06-27,5998591200
2005-06-28,5892982200
2005-06-29,5942266400
2005-06-30,5792522400
2005-07-01,5956331850
2005-07-05,6111882000
2005-07-06,6038924850
2005-07-07,5967344250
2005-07-08,5851714050
2005-07-11,5876491950
2005-07-12,5974227000
2005-07-13,6008640750
2005-07-14,5842078200
2005-07-15,5818676850
2005-07-18,5813170650
2005-07-19,5870985750
2005-07-20,5866856100
2005-07-21,5778756900
2005-07-22,5948072550
2005-07-25,5923294650
2005-07-26,5930177400
2005-07-27,5919165000
2005-07-28,5935683600
2005-07-29,5964591150
2005-08-01,6056820000
2005-08-02,5858596800
2005-08-03,5561262000
2005-08-04,5587416450
2005-08-05,5482798650
2005-08-08,5616324000
2005-08-09,5631466050
2005-08-10,5795275500
2005-08-11,5899893300
2005-08-12,5968720800
2005-08-15,6202734300
2005-08-16,6151801950
2005-08-17,5990745600
2005-08-18,6048560700
2005-08-19,6212370150
2005-08-22,6215123250
2005-08-23,6231641850
2005-08-24,6300469350
2005-08-25,6374803050
2005-08-26,6534482850
2005-08-29,6592297950
2005-08-30,6652866150
2005-08-31,6800157000
2005-09-01,7390696950
2005-09-02,7129152450
2005-09-06,7152553800
2005-09-07,7041053250
2005-09-08,7043806350
2005-09-09,7147047600
2005-09-12,7067207700
2005-09-13,7028664300
2005-09-14,7158060000
2005-09-15,7203486150
2005-09-16,7144294500
2005-09-19,7470536850
2005-09-20,7389320400
2005-09-21,7447135500
2005-09-22,7392073500
2005-09-23,7346647350
2005-09-26,7476043050
2005-09-27,7440252750
2005-09-28,7591673250
2005-09-29,7734834450
2005-09-30,6971764480
2005-10-03,7096169600
2005-10-04,6927334080
2005-10-05,6584585280
2005-10-06,6265955840
2005-10-07,6438599680
2005-10-10,6331966720
2005-10-11,6555388160
2005-10-12,6318002880
2005-10-13,6199944960
2005-10-14,6420827520
2005-10-17,6604896320
2005-10-18,6320541760
2005-10-19,6268494720
2005-10-20,5839424000
2005-10-21,5933362560
2005-10-24,6202483840
2005-10-25,6411941440
2005-10-26,6372588800
2005-10-27,6131395200
2005-10-28,6354816640
2005-10-31,6353547200
2005-11-01,6429713600
2005-11-02,6503341120
2005-11-03,6475413440
2005-11-04,6271033600
2005-11-07,6053959360
2005-11-08,6108545280
2005-11-09,6067923200
2005-11-10,5925745920
2005-11-11,6019684480
2005-11-14,6083156480
2005-11-15,6099659200
2005-11-16,6420827520
2005-11-17,6372588800
2005-11-18,6378936000
2005-11-21,6641710080
2005-11-22,6730570880
2005-11-23,6701373760
2005-11-25,6843551040
2005-11-28,6536346560
2005-11-29,6552849280
2005-11-30,6465257920
2005-12-01,6574429760
2005-12-02,6517304960
2005-12-05,6594740800
2005-12-06,6575699200
2005-12-07,6537616000
2005-12-08,6691218240
2005-12-09,6550310400
2005-12-12,6809276160
2005-12-13,6829587200
2005-12-14,6879095360
2005-12-15,6879095360
2005-12-16,6583315840
2005-12-19,6531268800
2005-12-20,6650596160
2005-12-21,6698834880
2005-12-22,6716607040
2005-12-23,6603626880
2005-12-27,6423366400
2005-12-28,6557927040
2005-12-29,6475413440
2005-12-30,6508418880
2006-01-03,6714068160
2006-01-04,6830856640
2006-01-05,6673446080
2006-01-06,6763576320
2006-01-09,6753420800
2006-01-10,6759768000
2006-01-11,6626476800
2006-01-12,6513496640
2006-01-13,6551579840
2006-01-17,6722954240
2006-01-18,6556657600
2006-01-19,6660751680
2006-01-20,6607435200
2006-01-23,6635362880
2006-01-24,6677254400
2006-01-25,6415749760
2006-01-26,6354816640
2006-01-27,6411941440
2006-01-30,6596010240
2006-01-31,6740726400
2006-02-01,6664560000
2006-02-02,6590932480
2006-02-03,6596010240
2006-02-06,6701373760
2006-02-07,6372588800
2006-02-08,6207561600
2006-02-09,5736599360
2006-02-10,5693438400
2006-02-13,5533488960
2006-02-14,5523333440
2006-02-15,5407814400
2006-02-16,5642660800
2006-02-17,5636313600
2006-02-21,5655355200
2006-02-22,5433203200
2006-02-23,5519525120
2006-02-24,5468747520
2006-02-27,5317684160
2006-02-28,5343072960
2006-03-01,5369731200
2006-03-02,5566494400
2006-03-03,5588074880
2006-03-06,5264367680
2006-03-07,5225015040
2006-03-08,5256751040
2006-03-09,5075221120
2006-03-10,4980013120
2006-03-13,5062526720
2006-03-14,5155195840
2006-03-15,5002863040
2006-03-16,5090454400
2006-03-17,4999054720
2006-03-20,4926696640
2006-03-21,4874649600
2006-03-22,4983821440
2006-03-23,5056179520
2006-03-24,5458592000
2006-03-27,5411622720
2006-03-28,5495405760
2006-03-29,5561416640
2006-03-30,5556338880
2006-03-31,5559083250
2006-04-03,5579183890
2006-04-04,5540238900
2006-04-05,5584209050
2006-04-06,5603053400
2006-04-07,5576671310
2006-04-10,5552801800
2006-04-11,5501293910
2006-04-12,5395765550
2006-04-13,5309081540
2006-04-17,5451042310
2006-04-18,5626922910
2006-04-19,5633204360
2006-04-20,5585465340
2006-04-21,5678430800
2006-04-24,5586721630
2006-04-25,5567877280
2006-04-26,5370639750
2006-04-27,5275161710
2006-04-28,5379433780
2006-05-01,5407072160
2006-05-02,5370639750
2006-05-03,5277674290
2006-05-04,5252548490
2006-05-05,5329182180
2006-05-08,5248779620
2006-05-09,5237473010
2006-05-10,5201040600
2006-05-11,5223653820
2006-05-12,5062848700
2006-05-15,4937219700
2006-05-16,5067873860
2006-05-17,4947270020
2006-05-18,4986215010
2006-05-19,5027672580
2006-05-22,4995009040
2006-05-23,4964858080
2006-05-24,4924656800
2006-05-25,4992496460
2006-05-26,5044004350
2006-05-30,4962345500
2006-05-31,5126919490
2006-06-01,5084205630
2006-06-02,5119381750
2006-06-05,4949782600
2006-06-06,4997521620
2006-06-07,4874405200
2006-06-08,4856817140
2006-06-09,4855560850
2006-06-12,4806565540
2006-06-13,4589227370
2006-06-14,4727419270
2006-06-15,4977420980
2006-06-16,5566620990
2006-06-19,5351795400
2006-06-20,5188477700
2006-06-21,5184708830
2006-06-22,5222397530
2006-06-23,5468630370
2006-06-26,5518881970
2006-06-27,5544007770
2006-06-28,5640742100
2006-06-29,5859336560
2006-06-30,5755814610
2006-07-03,5786819860
2006-07-05,5704966000
2006-07-06,5729770200
2006-07-07,5584665630
2006-07-10,5613190460
2006-07-11,5602028570
2006-07-12,5579704790
2006-07-13,5543738700
2006-07-14,5537537650
2006-07-17,5382511400
2006-07-18,5335383420
2006-07-19,5412276440
2006-07-20,5270892500
2006-07-21,5175396330
2006-07-24,5330422580
2006-07-25,5423438330
2006-07-26,5540018070
2006-07-27,5505292190
2006-07-28,5497850930
2006-07-31,5624352350
2006-08-01,5618151300
2006-08-02,5644195710
2006-08-03,5571023320
2006-08-04,5506532400
2006-08-07,5544978910
2006-08-08,5468085890
2006-08-09,5527615970
2006-08-10,5444521900
2006-08-11,5370109300
2006-08-14,5298177120
2006-08-15,5208882000
2006-08-16,5229965570
2006-08-17,5184077800
2006-08-18,5177876750
2006-08-21,5210122210
2006-08-22,5285775020
2006-08-23,5181597380
2006-08-24,5254769770
2006-08-25,5321741110
2006-08-28,5229965570
2006-08-29,5202680950
2006-08-30,5171675700
2006-08-31,5172915910
2006-09-01,5263451240
2006-09-05,5272132710
2006-09-06,5159273600
2006-09-07,5146871500
2006-09-08,4960840000
2006-09-11,4866584040
2006-09-12,4841779840
2006-09-13,4878986140
2006-09-14,4748764090
2006-09-15,4783489970
2006-09-18,4830617950
2006-09-19,4736361990
2006-09-20,4642106030
2006-09-21,4721479470
2006-09-22,4696675270
2006-09-25,4694194850
2006-09-26,4799612700
2006-09-27,4840539630
2006-09-28,4812014800
2006-09-29,4851701520
2006-10-02,4628342040
2006-10-03,4473620760
2006-10-04,4486917120
2006-10-05,4523179920
2006-10-06,4559442720
2006-10-09,4563069000
2006-10-10,4631968320
2006-10-11,4592079240
2006-10-12,4720207800
2006-10-13,4778228280
2006-10-16,4876137840
2006-10-17,4836248760
2006-10-18,4897895520
2006-10-19,4999431360
2006-10-20,4923279480
2006-10-23,4951080960
2006-10-24,5012727720
2006-10-25,5139647520
2006-10-26,5092505880
2006-10-27,5018771520
2006-10-30,4941410880
2006-10-31,4923279480
2006-11-01,4883390400
2006-11-02,4941410880
2006-11-03,5056243080
2006-11-06,5069539440
2006-11-07,5035694160
2006-11-08,5085253320
2006-11-09,5088879600
2006-11-10,4986135000
2006-11-13,4918444440
2006-11-14,4936575840
2006-11-15,4953498480
2006-11-16,4866467760
2006-11-17,4976464920
2006-11-20,5010310200
2006-11-21,5047781760
2006-11-22,5033276640
2006-11-24,5022397800
2006-11-27,5034485400
2006-11-28,5100967200
2006-11-29,5354806800
2006-11-30,5264149800
2006-12-01,5352389280
2006-12-04,5238765840
2006-12-05,5262941040
2006-12-06,5252062200
2006-12-07,5268984840
2006-12-08,5197668000
2006-12-11,5174701560
2006-12-12,5139647520
2006-12-13,5221843200
2006-12-14,5220634440
2006-12-15,5070748200
2006-12-18,4931740800
2006-12-19,4954707240
2006-12-20,4920861960
2006-12-21,4882181640
2006-12-22,4849545120
2006-12-26,4799985960
2006-12-27,4848336360
2006-12-28,4824161160
2006-12-29,4797568440
2007-01-03,4705370560
2007-01-04,4637317680
2007-01-05,4619089230
2007-01-08,4672559350
2007-01-09,4701724870
2007-01-10,4603291240
2007-01-11,4569264800
2007-01-12,4679850730
2007-01-16,4645824290
2007-01-17,4701724870
2007-01-18,4670128890
2007-01-19,4785575740
2007-01-22,4777069130
2007-01-23,4904668280
2007-01-24,4937479490
2007-01-25,4832969710
2007-01-26,4781930050
2007-01-29,4772208210
2007-01-30,4909529200
2007-01-31,4982443000
2007-02-01,5006747600
2007-02-02,5004317140
2007-02-05,4992164840
2007-02-06,4989734380
2007-02-07,4854843850
2007-02-08,4911959660
2007-02-09,4891300750
2007-02-12,4812310800
2007-02-13,4902237820
2007-02-14,4859704770
2007-02-15,4832969710
2007-02-16,4903453050
2007-02-20,4807449880
2007-02-21,4857274310
2007-02-22,4908313970
2007-02-23,4851198160
2007-02-26,4849982930
2007-02-27,4702940100
2007-02-28,4677420270
2007-03-01,4718738090
2007-03-02,4598430320
2007-03-05,4581417100
2007-03-06,4563188650
2007-03-07,4657976590
2007-03-08,4623950150
2007-03-09,4643393830
2007-03-12,4667698430
2007-03-13,4649469980
2007-03-14,4718738090
2007-03-15,4721168550
2007-03-16,4651900440
2007-03-19,4741827460
2007-03-20,4749118840
2007-03-21,4778284360
2007-03-22,4842691550
2007-03-23,4840261090
2007-03-26,4927757650
2007-03-27,5017684670
2007-03-28,5063863410
2007-03-29,5073585250
2007-03-30,5238856530
2007-04-02,5250298060
2007-04-03,5286665860
2007-04-04,5529117860
2007-04-05,5630947700
2007-04-09,5604277980
2007-04-10,5729140760
2007-04-11,5684287140
2007-04-12,5755810480
2007-04-13,5749749180
2007-04-16,5824909300
2007-04-17,5707320080
2007-04-18,5629735440
2007-04-19,5621249620
2007-04-20,5653980640
2007-04-23,6090394240
2007-04-24,6028568980
2007-04-25,6108578140
2007-04-26,6094031020
2007-04-27,6070998080
2007-04-30,6085545200
2007-05-01,6114639440
2007-05-02,6210407980
2007-05-03,6239502220
2007-05-04,6167978880
2007-05-07,6015234120
2007-05-08,5986139880
2007-05-09,5969168240
2007-05-10,5810362180
2007-05-11,5969168240
2007-05-14,5909767500
2007-05-15,5874611960
2007-05-16,5862489360
2007-05-17,5952196600
2007-05-18,5978866320
2007-05-21,6061300000
2007-05-22,6045540620
2007-05-23,6043116100
2007-05-24,5943710780
2007-05-25,6004323780
2007-05-29,6011597340
2007-05-30,6194648600
2007-05-31,6257686120
2007-06-01,6246775780
2007-06-04,6389822460
2007-06-05,6393459240
2007-06-06,6258898380
2007-06-07,6100092320
2007-06-08,6111002660
2007-06-11,6199497640
2007-06-12,6174040180
2007-06-13,6311025560
2007-06-14,6443161900
2007-06-15,6513472980
2007-06-18,6563175640
2007-06-19,6478317440
2007-06-20,6340119800
2007-06-21,6457709020
2007-06-22,6302539740
2007-06-25,6148582720
2007-06-26,5938861740
2007-06-27,5984927620
2007-06-28,5887946820
2007-06-29,5904918460
2007-07-02,5874168860
2007-07-03,5907859300
2007-07-05,5880185010
2007-07-06,5927110980
2007-07-09,5984866020
2007-07-10,5883794700
2007-07-11,5892217310
2007-07-12,5921094830
2007-07-13,5931923900
2007-07-16,5794755680
2007-07-17,5774300770
2007-07-18,5929517440
2007-07-19,5947565890
2007-07-20,5847697800
2007-07-23,5797162140
2007-07-24,5534858000
2007-07-25,5662400380
2007-07-26,5574564590
2007-07-27,5555312910
2007-07-30,5503574020
2007-07-31,5474696500
2007-08-01,5549296760
2007-08-02,5597425960
2007-08-03,5361592880
2007-08-06,5266537710
2007-08-07,5113727500
2007-08-08,5128166260
2007-08-09,5041533700
2007-08-10,4957307600
2007-08-13,5135385640
2007-08-14,5057175690
2007-08-15,4933243000
2007-08-16,4871878270
2007-08-17,5007843260
2007-08-20,4913991320
2007-08-21,4968136670
2007-08-22,5031907860
2007-08-23,4909178400
2007-08-24,4974152820
2007-08-27,4927226850
2007-08-28,4829765220
2007-08-29,4939259150
2007-08-30,4901959020
2007-08-31,4939259150
2007-09-04,5093272590
2007-09-05,5160653470
2007-09-06,5223221430
2007-09-07,5169076080
2007-09-10,5209985900
2007-09-11,5309853990
2007-09-12,5363999340
2007-09-13,5318276600
2007-09-14,5318276600
2007-09-17,5390470400
2007-09-18,5469883580
2007-09-19,5448225440
2007-09-20,5457851280
2007-09-21,5493948180
2007-09-24,5449428670
2007-09-25,5388063940
2007-09-26,5326699210
2007-09-27,5449428670
2007-09-28,5412128540
2007-10-01,5334241640
2007-10-02,5318957280
2007-10-03,5273104200
2007-10-04,5383621880
2007-10-05,5410663440
2007-10-08,5358931760
2007-10-09,5481206640
2007-10-10,5520005400
2007-10-11,5529411160
2007-10-12,5609360120
2007-10-15,5675200440
2007-10-16,5729283560
2007-10-17,5713999200
2007-10-18,5806881080
2007-10-19,5594075760
2007-10-22,5547046960
2007-10-23,5532938320
2007-10-24,5552925560
2007-10-25,5610535840
2007-10-26,5773960920
2007-10-29,5853909880
2007-10-30,5838625520
2007-10-31,5998523440
2007-11-01,5909168720
2007-11-02,6087878160
2007-11-05,6074945240
2007-11-06,6393565360
2007-11-07,6278344800
2007-11-08,6275993360
2007-11-09,6029092160
2007-11-12,5676376160
2007-11-13,5960900400
2007-11-14,5920925920
2007-11-15,5838625520
2007-11-16,5888005760
2007-11-19,5786893840
2007-11-20,5616414440
2007-11-21,5422420640
2007-11-23,5455340800
2007-11-26,5334241640
2007-11-27,5226075400
2007-11-28,5106151960
2007-11-29,5220196800
2007-11-30,5240184040
2007-12-03,5209615320
2007-12-04,5217845360
2007-12-05,5409487720
2007-12-06,5537641200
2007-12-07,5494139560
2007-12-10,5542344080
2007-12-11,5471800880
2007-12-12,5598778640
2007-12-13,5561155600
2007-12-14,5495315280
2007-12-17,5449462200
2007-12-18,5480030920
2007-12-19,5452989360
2007-12-20,5500018160
2007-12-21,5656388920
2007-12-24,5654037480
2007-12-26,5674024720
2007-12-27,5719877800
2007-12-28,5798651040
2007-12-31,5759896560
2008-01-02,5815325540
2008-01-03,5849526400
2008-01-04,5670266720
2008-01-07,5586533580
2008-01-08,5499262420
2008-01-09,5617196420
2008-01-10,5512235160
2008-01-11,5593609620
2008-01-14,5679701440
2008-01-15,5189096000
2008-01-16,4941434600
2008-01-17,4723256700
2008-01-18,4762174920
2008-01-22,4633626860
2008-01-23,4545176360
2008-01-24,4834114660
2008-01-25,4765712940
2008-01-28,4849446080
2008-01-29,4902516380
2008-01-30,4920206480
2008-01-31,4941434600
2008-02-01,5044037180
2008-02-04,5121873620
2008-02-05,4895440340
2008-02-06,4768071620
2008-02-07,4974456120
2008-02-08,5138384380
2008-02-11,5196172040
2008-02-12,5198530720
2008-02-13,5210324120
2008-02-14,5231552240
2008-02-15,5182019960
2008-02-19,5308209340
2008-02-20,5365997000
2008-02-21,5205606760
2008-02-22,5279905180
2008-02-25,5430860700
2008-02-26,5505159120
2008-02-27,5324720100
2008-02-28,5499262420
2008-02-29,5282263860
2008-03-03,5341230860
2008-03-04,5325899440
2008-03-05,5519311200
2008-03-06,5505159120
2008-03-07,5573560840
2008-03-10,5529925260
2008-03-11,5772869300
2008-03-12,5711543620
2008-03-13,5884906600
2008-03-14,5651397280
2008-03-17,5475675620
2008-03-18,5733951080
2008-03-19,5420246640
2008-03-20,5298774620
2008-03-24,5413170600
2008-03-25,5549974040
2008-03-26,5742206460
2008-03-27,5748103160
2008-03-28,5729233720
2008-03-31,5813990560
2008-04-01,5915782740
2008-04-02,6124101620
2008-04-03,5982066020
2008-04-04,6218792020
2008-04-07,6277973520
2008-04-08,6451967130
2008-04-09,6508781370
2008-04-10,6399887410
2008-04-11,6416458230
2008-04-14,6663836900
2008-04-15,6745507370
2008-04-16,6986967890
2008-04-17,6888726600
2008-04-18,6978682480
2008-04-21,7097045480
2008-04-22,7087576440
2008-04-23,6955009880
2008-04-24,6775098120
2008-04-25,7013007750
2008-04-28,6934888170
2008-04-29,6770363600
2008-04-30,6833095990
2008-05-01,6680407720
2008-05-02,6973947960
2008-05-05,7266304570
2008-05-06,7456869000
2008-05-07,7762245540
2008-05-08,8047500369
2008-05-09,8028562290
2008-05-12,7964646270
2008-05-13,8133905360
2008-05-14,7978849830
2008-05-15,8092478310
2008-05-16,8253451990
2008-05-19,8299613560
2008-05-20,8525686890
2008-05-21,8358795060
2008-05-22,8445200049
2008-05-23,8357611430
2008-05-27,8372998619
2008-05-28,8403773000
2008-05-29,8206106790
2008-05-30,8497279770
2008-06-02,8694945980
2008-06-03,8512666960
2008-06-04,8390753070
2008-06-05,8918652050
2008-06-06,8997955260
2008-06-09,9119869150
2008-06-10,8910366640
2008-06-11,8954160950
2008-06-12,8981384440
2008-06-13,8886694040
2008-06-16,9102114700
2008-06-17,9355411520
2008-06-18,9416960280
2008-06-19,8990853480
2008-06-20,9092645660
2008-06-23,9377900490
2008-06-24,9265455640
2008-06-25,8979017180
2008-06-26,9170765240
2008-06-27,9221661330
2008-06-30,9245650800
2008-07-01,9416910300
2008-07-02,9009430800
2008-07-03,8786202900
2008-07-07,8401164299
2008-07-08,8143684500
2008-07-09,8010220199
2008-07-10,8512187699
2008-07-11,8627935500
2008-07-14,8681085000
2008-07-15,8208645000
2008-07-16,7983054900
2008-07-17,7601559600
2008-07-18,7686598800
2008-07-21,7973606100
2008-07-22,7486992900
2008-07-23,7104316500
2008-07-24,7118489700
2008-07-25,7199985600
2008-07-28,7097229900
2008-07-29,6824395800
2008-07-30,7339355400
2008-07-31,7021639500
2008-08-01,7104316500
2008-08-04,6690931500
2008-08-05,6543294000
2008-08-06,6899986200
2008-08-07,6683844900
2008-08-08,6525577500
2008-08-11,6539750700
2008-08-12,6616522200
2008-08-13,7099592100
2008-08-14,7034631600
2008-08-15,6897624000
2008-08-18,6705104700
2008-08-19,7022820600
2008-08-20,7289749200
2008-08-21,7472819700
2008-08-22,7374788400
2008-08-25,7334631000
2008-08-26,7585024200
2008-08-27,7764551399
2008-08-28,7563764400
2008-08-29,7461008700
2008-09-02,7034631600
2008-09-03,6775970700
2008-09-04,6725183400
2008-09-05,6806679300
2008-09-08,6589356900
2008-09-09,5872429200
2008-09-10,6318885000
2008-09-11,6077940600
2008-09-12,6233845800
2008-09-15,5829909600
2008-09-16,6038964300
2008-09-17,5846445000
2008-09-18,5913767700
2008-09-19,6362585700
2008-09-22,6525577500
2008-09-23,6673215000
2008-09-24,6694474800
2008-09-25,6865734300
2008-09-26,6724002300
2008-09-29,6014161200
2008-09-30,5972571760
2008-10-01,5749799860
2008-10-02,5231141180
2008-10-03,5219716980
2008-10-06,5076914480
2008-10-07,4531980140
2008-10-08,4349192940
2008-10-09,3846528140
2008-10-10,3450108400
2008-10-13,4104715060
2008-10-14,3937921740
2008-10-15,3187351800
2008-10-16,3427260000
2008-10-17,3428402420
2008-10-20,3751707280
2008-10-21,3687731760
2008-10-22,3165645820
2008-10-23,2934876980
2008-10-24,2780650280
2008-10-27,2468769620
2008-10-28,2713247500
2008-10-29,2861762100
2008-10-30,3059400760
2008-10-31,3179354860
2008-11-03,2941731500
2008-11-04,3337008820
2008-11-05,2832059180
2008-11-06,2674405220
2008-11-07,2796644160
2008-11-10,2841198540
2008-11-11,2710962660
2008-11-12,2496187700
2008-11-13,2795501740
2008-11-14,2544169340
2008-11-17,2492760440
2008-11-18,2557878380
2008-11-19,2346530680
2008-11-20,1825587160
2008-11-21,2075777140
2008-11-24,2261991600
2008-11-25,2187734300
2008-11-26,2418503140
2008-11-28,2293979360
2008-12-01,2043789380
2008-12-02,2123758780
2008-12-03,2114619420
2008-12-04,1813020540
2008-12-05,1823302320
2008-12-08,1942114000
2008-12-09,1936401900
2008-12-10,2071207460
2008-12-11,2146607180
2008-12-12,2076919560
2008-12-15,1954680620
2008-12-16,2038077280
2008-12-17,2032365180
2008-12-18,1834726519
2008-12-19,1855290079
2008-12-22,1721626940
2008-12-23,1696493700
2008-12-24,1650796900
2008-12-26,1648512060
2008-12-29,1690781600
2008-12-30,1810735700
2008-12-31,1848435560
2009-01-02,2062068100
2009-01-05,2220864480
2009-01-06,2293979360
2009-01-07,2223149320
2009-01-08,2274558220
2009-01-09,2206013020
2009-01-12,2062068100
2009-01-13,2114619420
2009-01-14,1978671440
2009-01-15,1934117060
2009-01-16,1840438620
2009-01-20,1673645300
2009-01-21,1802738760
2009-01-22,1717057260
2009-01-23,1814162960
2009-01-26,1829014420
2009-01-27,1777605520
2009-01-28,1857574920
2009-01-29,1742190500
2009-01-30,1672502880
2009-02-02,1647369640
2009-02-03,1686211920
2009-02-04,1632518180
2009-02-05,1642799960
2009-02-06,1808450860
2009-02-09,1958107880
2009-02-10,1879280900
2009-02-11,1870141540
2009-02-12,1833584100
2009-02-13,1968389660
2009-02-17,1784460040
2009-02-18,1726196620
2009-02-19,1761611640
2009-02-20,1722769360
2009-02-23,1577682020
2009-02-24,1667933200
2009-02-25,1687354340
2009-02-26,1718199680
2009-02-27,1666790780
2009-03-02,1452015820
2009-03-03,1484003580
2009-03-04,1576539600
2009-03-05,1488573260
2009-03-06,1449730980
2009-03-09,1382328200
2009-03-10,1582251700
2009-03-11,1655366580
2009-03-12,1795884240
2009-03-13,1761611640
2009-03-16,1785602460
2009-03-17,1835868940
2009-03-18,1857574920
2009-03-19,2009516780
2009-03-20,1902129299
2009-03-23,2140895079
2009-03-24,2088343760
2009-03-25,2129470880
2009-03-26,2107764900
2009-03-27,2074634720
2009-03-30,1920408019
2009-03-31,1877234129
2009-04-01,1902309510
2009-04-02,1988933550
2009-04-03,2034525150
2009-04-06,1974116280
2009-04-07,1880653500
2009-04-08,1957019430
2009-04-09,2151923520
2009-04-13,2287558530
2009-04-14,2342268450
2009-04-15,2350246980
2009-04-16,2408376270
2009-04-17,2513236950
2009-04-20,2310354330
2009-04-21,2435731230
