,CTAS
2013-11-26,6609273840
2013-11-27,6647644080
2013-11-29,6654838500
2013-12-02,6623994120
2013-12-03,6568834140
2013-12-04,6516072420
2013-12-05,6456115920
2013-12-06,6574829790
2013-12-09,6572431530
2013-12-10,6620396730
2013-12-11,6559241100
2013-12-12,6591617610
2013-12-13,6644379330
2013-12-16,6602409780
2013-12-17,6663565410
2013-12-18,6749902770
2013-12-19,6772686240
2013-12-20,7110840900
2013-12-23,7080862650
2013-12-24,7107243510
2013-12-26,7124031330
2013-12-27,7134823500
2013-12-30,7132425240
2013-12-31,7145615670
2014-01-02,7082061780
2014-01-03,7116836550
2014-01-06,7079663520
2014-01-07,7116836550
2014-01-08,7097650470
2014-01-09,7119234810
2014-01-10,7107243510
2014-01-13,7012512240
2014-01-14,7073667870
2014-01-15,7114438290
2014-01-16,7112040030
2014-01-17,7090455690
2014-01-21,7175593920
2014-01-22,7144416540
2014-01-23,7008914850
2014-01-24,6854227080
2014-01-27,6833841870
2014-01-28,6842235780
2014-01-29,6831443610
2014-01-30,6912984450
2014-01-31,6843434910
2014-02-03,6669561060
2014-02-04,6705534960
2014-02-05,6760694940
2014-02-06,6771487110
2014-02-07,6970542690
2014-02-10,6916581840
2014-02-11,6966945300
2014-02-12,7013711370
2014-02-13,7056880050
2014-02-14,7096451340
2014-02-18,7137221760
2014-02-19,7066473090
2014-02-20,7110840900
2014-02-21,7393835580
2014-02-24,7137221760
2014-02-25,7189983480
2014-02-26,7221160860
2014-02-27,7234351290
2014-02-28,7251357060
2014-03-03,7176046230
2014-03-04,7282437720
2014-03-05,7238207550
2014-03-06,7287219360
2014-03-07,7336231170
2014-03-10,7274069850
2014-03-11,7216690170
2014-03-12,7193977380
2014-03-13,7127034420
2014-03-14,7099539990
2014-03-17,7131816060
2014-03-18,7199954430
2014-03-19,7123448190
2014-03-20,7242989190
2014-03-21,7137793110
2014-03-24,7070850150
2014-03-25,7103126220
2014-03-26,7019447520
2014-03-27,7018252110
2014-03-28,7051723590
2014-03-31,7125839010
2014-04-01,7197563610
2014-04-02,7131816060
2014-04-03,7063677690
2014-04-04,6962067840
2014-04-07,6902297340
2014-04-08,6934573410
2014-04-09,6960872430
2014-04-10,6785147160
2014-04-11,6751675680
2014-04-14,6731353710
2014-04-15,6734939940
2014-04-16,6809055360
2014-04-17,6889147830
2014-04-21,6860457990
2014-04-22,6909469800
2014-04-23,6914251440
2014-04-24,6941745870
2014-04-25,6879584550
2014-04-28,6921423900
2014-04-29,6947722920
2014-04-30,7044551130
2014-05-01,7021838340
2014-05-02,7057700640
2014-05-05,7060091460
2014-05-06,7051723590
2014-05-07,7137793110
2014-05-08,7118666550
2014-05-09,7148551800
2014-05-12,7216690170
2014-05-13,7244184600
2014-05-14,7219080990
2014-05-15,7192781970
2014-05-16,7237012140
2014-05-19,7312322970
2014-05-20,7246575420
2014-05-21,7305150510
2014-05-22,7356553140
2014-05-23,7367311830
2014-05-27,7380461340
2014-05-28,7398392490
2014-05-29,7423496100
2014-05-30,7425886920
2014-06-02,7258522980
2014-06-03,7253856620
2014-06-04,7253856620
2014-06-05,7320352250
2014-06-06,7364682670
2014-06-09,7427678530
2014-06-10,7421845580
2014-06-11,7384514700
2014-06-12,7354183360
2014-06-13,7362349490
2014-06-16,7360016310
2014-06-17,7399680370
2014-06-18,7409013090
2014-06-19,7449843740
2014-06-20,7477841899
2014-06-23,7370515620
2014-06-24,7294687270
2014-06-25,7346017230
2014-06-26,7308686350
2014-06-27,7351850180
2014-06-30,7412512860
2014-07-01,7469675770
2014-07-02,7454510100
2014-07-03,7509339830
2014-07-07,7453343510
2014-07-08,7407846500
2014-07-09,7421845580
2014-07-10,7368182440
2014-07-11,7298187040
2014-07-14,7377515160
2014-07-15,7332018150
2014-07-16,7525672090
2014-07-17,7402013550
2014-07-18,7470842360
2014-07-21,7439344430
2014-07-22,7510506419
2014-07-23,7469675770
2014-07-24,7479008490
2014-07-25,7410179680
2014-07-28,7414846040
2014-07-29,7363516080
2014-07-30,7396180600
2014-07-31,7302853400
2014-08-01,7302853400
2014-08-04,7465009410
2014-08-05,7414846040
2014-08-06,7348350410
2014-08-07,7362349490
2014-08-08,7512839600
2014-08-11,7582835000
2014-08-12,7614332930
2014-08-13,7642331090
2014-08-14,7641164500
2014-08-15,7627165419
2014-08-18,7679661970
2014-08-19,7686661510
2014-08-20,7694827639
2014-08-21,7688994690
2014-08-22,7667996070
2014-08-25,7706493540
2014-08-26,7701827180
2014-08-27,7679661970
2014-08-28,7685494919
2014-08-29,7715826260
2014-09-02,7803372449
2014-09-03,7771751400
2014-09-04,7795174400
2014-09-05,7806885900
2014-09-08,7767066799
2014-09-09,7770580249
2014-09-10,7778778300
2014-09-11,7782291750
2014-09-12,7769409100
2014-09-15,7831480050
2014-09-16,7830308900
2014-09-17,7837335800
2014-09-18,7872470300
2014-09-19,7865443400
2014-09-22,7857245350
2014-09-23,7779949450
2014-09-24,7834993500
2014-09-25,7728418849
2014-09-26,7761211050
2014-09-29,7723734250
2014-09-30,8267147850
2014-10-01,8039944750
2014-10-02,7997783350
2014-10-03,8237869100
2014-10-06,8186338500
2014-10-07,8048142800
2014-10-08,8312822700
2014-10-09,8134807899
2014-10-10,8029404400
2014-10-13,7898235600
2014-10-14,7933370099
2014-10-15,7970846900
2014-10-16,8014179450
2014-10-17,8114898350
2014-10-20,8086790750
2014-10-21,8335074550
2014-10-22,8239040249
2014-10-23,8319849600
2014-10-24,8340930300
2014-10-27,8346786050
2014-10-28,8410028150
2014-10-29,8410028150
2014-10-30,8513089350
2014-10-31,8577502599
2014-11-03,8495522100
2014-11-04,8364353300
2014-11-05,8246067150
2014-11-06,8325705350
2014-11-07,8315165000
2014-11-10,8328047650
2014-11-11,8326876499
2014-11-12,8351470650
2014-11-13,8333903400
2014-11-14,8404172400
2014-11-17,8410028150
2014-11-18,8429937700
2014-11-19,8407685850
2014-11-20,8424081950
2014-11-21,8422910800
2014-11-24,8532998900
2014-11-25,8556421900
2014-11-26,8552908450
2014-11-28,8566962250
2014-12-01,8341580400
2014-12-02,8408963639
2014-12-03,8496097139
2014-12-04,8460081959
2014-12-05,8486802900
2014-12-08,8480994000
2014-12-09,8528626980
2014-12-10,8349712860
2014-12-11,8457758400
2014-12-12,8252123340
2014-12-15,8310212340
2014-12-16,8310212340
2014-12-17,8462405520
2014-12-18,8654099220
2014-12-19,9204782940
2014-12-22,9252415920
2014-12-23,9252415920
2014-12-24,9277975080
2014-12-26,9273327960
2014-12-29,9244283460
2014-12-30,9180385560
2014-12-31,9113002320
2015-01-02,9114164100
2015-01-05,8948029560
2015-01-06,8930602860
2015-01-07,8884131660
2015-01-08,9030515940
2015-01-09,8959647360
2015-01-12,8902720140
2015-01-13,9004956780
2015-01-14,9011927460
2015-01-15,9022383480
2015-01-16,9169929540
2015-01-20,9153664620
2015-01-21,9230342100
2015-01-22,9274489740
2015-01-23,9268680840
2015-01-26,9290754660
2015-01-27,9280298640
2015-01-28,9102546300
2015-01-29,9280298640
2015-01-30,9143208600
2015-02-02,9297725340
2015-02-03,9374402820
2015-02-04,9295401780
2015-02-05,9352329000
2015-02-06,9298887120
2015-02-09,9255901260
2015-02-10,9361623240
2015-02-11,9403447320
2015-02-12,9550993380
2015-02-13,9484771920
2015-02-17,9510331080
2015-02-18,9514978200
2015-02-19,9525434220
2015-02-20,9581199660
2015-02-23,9606758820
2015-02-24,9662524260
2015-02-25,9724098600
2015-02-26,9760113780
2015-02-27,9698539440
2015-03-02,9605913660
2015-03-03,9571813860
2015-03-04,9521800820
2015-03-05,9427458040
2015-03-06,9352438480
2015-03-09,9529757440
2015-03-10,9295605480
2015-03-11,9283102220
2015-03-12,9418364760
2015-03-13,9384264960
2015-03-16,9703666420
2015-03-17,9691163160
2015-03-18,9793462560
2015-03-19,9543397360
2015-03-20,9383128300
2015-03-23,9528620780
2015-03-24,9517254180
2015-03-25,9286512200
2015-03-26,9221722580
2015-03-27,9363805080
2015-03-30,9404724840
2015-03-31,9278555580
2015-04-01,9287648860
2015-04-02,9399041540
2015-04-06,9300152120
2015-04-07,9319475340
2015-04-08,9335388580
2015-04-09,9279692240
2015-04-10,9358121780
2015-04-13,9243319120
2015-04-14,9284238880
2015-04-15,9346755180
2015-04-16,9335388580
2015-04-17,9250139080
2015-04-20,9291058840
2015-04-21,9325158640
2015-04-22,9326295300
2015-04-23,9355848460
2015-04-24,9335388580
2015-04-27,9277418920
2015-04-28,9262642340
2015-04-29,9171709540
2015-04-30,9087596700
2015-05-01,9237635820
2015-05-04,9266052320
2015-05-05,9206946000
2015-05-06,9176256180
2015-05-07,9220585920
2015-05-08,9367215060
2015-05-11,9482017720
2015-05-12,9374035020
2015-05-13,9564993900
2015-05-14,9675249920
2015-05-15,9712759700
2015-05-18,9811649120
2015-05-19,9800282520
2015-05-20,9810512460
2015-05-21,9802555840
2015-05-22,9776412660
2015-05-26,9753679460
2015-05-27,9793462560
2015-05-28,9807102480
2015-05-29,9785505940
2015-06-01,9550050950
2015-06-02,9505812150
2015-06-03,9534567370
2015-06-04,9437242010
2015-06-05,9451619620
2015-06-08,9421758430
2015-06-09,9457149470
2015-06-10,9553368860
2015-06-11,9560004680
2015-06-12,9516871850
2015-06-15,9329962920
2015-06-16,9433924100
2015-06-17,9463785290
2015-06-18,9563322590
2015-06-19,9599819600
2015-06-22,9681661380
2015-06-23,9670601680
2015-06-24,9573276320
2015-06-25,9493646480
2015-06-26,9446089770
2015-06-29,9317797250
2015-06-30,9355400230
2015-07-01,9437242010
2015-07-02,9423970370
2015-07-06,9411804700
2015-07-07,9371989780
2015-07-08,9261392780
2015-07-09,9307843520
2015-07-10,9406274850
2015-07-13,9513553940
2015-07-14,9542309160
2015-07-15,9520189760
2015-07-16,9597607660
2015-07-17,9461573350
2015-07-20,9522401700
2015-07-21,9421758430
2015-07-22,9615303180
2015-07-23,9482586780
2015-07-24,9317797250
2015-07-27,9264710690
2015-07-28,9380837540
2015-07-29,9430606190
2015-07-30,9429500220
2015-07-31,9456043500
2015-08-03,9525719610
2015-08-04,9616409150
2015-08-05,9689403170
2015-08-06,9646270340
2015-08-07,9669495710
2015-08-10,9770138980
2015-08-11,9723688240
2015-08-12,9715946450
2015-08-13,9742489730
2015-08-14,9786728530
2015-08-17,9858616580
2015-08-18,9827649420
2015-08-19,9692721080
2015-08-20,9577700200
2015-08-21,9386367390
2015-08-24,9016973410
2015-08-25,8983794310
2015-08-26,9291253970
2015-08-27,9456043500
2015-08-28,9441665890
2015-08-31,9204501990
2015-09-01,8995481060
2015-09-02,9164430620
2015-09-03,9215332090
2015-09-04,9070208750
2015-09-08,9353957370
2015-09-09,9209917040
2015-09-10,9228328210
2015-09-11,9287893760
2015-09-14,9240241320
2015-09-15,9371285530
2015-09-16,9349625330
2015-09-17,9383198640
2015-09-18,9359372420
2015-09-21,9456843320
2015-09-22,9314969010
2015-09-23,9376700580
2015-09-24,9330131150
2015-09-25,9573808400
2015-09-28,9286810750
2015-09-29,9183924800
2015-09-30,9286810750
2015-10-01,9258652490
2015-10-02,9347459310
2015-10-05,9487167600
2015-10-06,9285727740
2015-10-07,9459009340
2015-10-08,9668030270
2015-10-09,9727595820
2015-10-12,9859723040
2015-10-13,9905209460
2015-10-14,9820734680
2015-10-15,10081740090
2015-10-16,10023257550
2015-10-19,10036253670
2015-10-20,10047083770
2015-10-21,9892213340
2015-10-22,10003763370
2015-10-23,10126143500
2015-10-26,10129392530
2015-10-27,10035170660
2015-10-28,10069826980
2015-10-29,10000514340
2015-10-30,10081740090
2015-11-02,10115313400
2015-11-03,10014593470
2015-11-04,9908458490
2015-11-05,9834813810
2015-11-06,9842394880
2015-11-09,9828315750
2015-11-10,9888964310
2015-11-11,9917122570
2015-11-12,9766584180
2015-11-13,9694022510
2015-11-16,9687524450
2015-11-17,9700520570
2015-11-18,9895462370
2015-11-19,9829398760
2015-11-20,9888964310
2015-11-23,9982103170
2015-11-24,9927952670
2015-11-25,9961525980
2015-11-27,9964775010
2015-11-30,9877340370
2015-12-01,10044497020
2015-12-02,9925869720
2015-12-03,9723124880
2015-12-04,9993810810
2015-12-07,9922634430
2015-12-08,9976555930
2015-12-09,9838516890
2015-12-10,9871948220
2015-12-11,9695085700
2015-12-14,9696164130
2015-12-15,9742536620
2015-12-16,9839595320
2015-12-17,9761948360
2015-12-18,9544105500
2015-12-21,9620674030
2015-12-22,9827732590
2015-12-23,9869791360
2015-12-24,9871948220
2015-12-28,9923712860
2015-12-29,10009987260
2015-12-30,9947438320
2015-12-31,9819105150
2016-01-04,9521458470
2016-01-05,9536556490
2016-01-06,9493419290
2016-01-07,9369399840
2016-01-08,9126753090
2016-01-11,9200086330
2016-01-12,9366164550
2016-01-13,9146164830
2016-01-14,9224890220
2016-01-15,9062047290
2016-01-19,9004890500
2016-01-20,8879792620
2016-01-21,8663028190
2016-01-22,8890576920
2016-01-25,8826949550
2016-01-26,8935870980
2016-01-27,8925086680
2016-01-28,8966067020
2016-01-29,9265870560
2016-02-01,9286360730
2016-02-02,9192537320
2016-02-03,9139694250
2016-02-04,9184988310
2016-02-05,8985478760
2016-02-08,8912145520
2016-02-09,9003812070
2016-02-10,8981165040
2016-02-11,8856067160
2016-02-12,8952047430
2016-02-16,9056655140
2016-02-17,9015674800
2016-02-18,8959596440
2016-02-19,8991949340
2016-02-22,9127831520
2016-02-23,9054498280
2016-02-24,9081459030
2016-02-25,9142929540
2016-02-26,9151556980
2016-02-29,8914362640
2016-03-01,9123450560
2016-03-02,9135125520
2016-03-03,9204113920
2016-03-04,9233832000
2016-03-07,9332538480
2016-03-08,9302820400
2016-03-09,9259304640
2016-03-10,9312372640
2016-03-11,9453533520
2016-03-14,9499172000
2016-03-15,9511908320
2016-03-16,9534196880
2016-03-17,9553301360
2016-03-18,9604246640
2016-03-21,9571344480
2016-03-22,9589387600
2016-03-23,9157414080
2016-03-24,9289022720
2016-03-28,9408956400
2016-03-29,9515092400
2016-03-30,9523583280
2016-03-31,9532074160
2016-04-01,9559669520
2016-04-04,9436551760
2016-04-05,9376054240
2016-04-06,9440797200
2016-04-07,9438674480
2016-04-08,9480067520
2016-04-11,9457778960
2016-04-12,9534196880
2016-04-13,9614860240
2016-04-14,9579835360
2016-04-15,9553301360
2016-04-18,9585142160
2016-04-19,9602123920
2016-04-20,9569221760
2016-04-21,9463085760
2016-04-22,9520399200
2016-04-25,9494926560
2016-04-26,9534196880
2016-04-27,9549055920
2016-04-28,9475822080
2016-04-29,9528890080
2016-05-02,9547994560
2016-05-03,9510846960
2016-05-04,9535258240
2016-05-05,9545871840
2016-05-06,9658376000
2016-05-09,9707198560
2016-05-10,9753898400
2016-05-11,9705075840
2016-05-12,9731609840
2016-05-13,9713566720
2016-05-16,9736916640
2016-05-17,9687032720
2016-05-18,9673235040
2016-05-19,9702953120
2016-05-20,9769818800
2016-05-23,9798475520
2016-05-24,9986336240
2016-05-25,9957679520
2016-05-26,9971477200
2016-05-27,10092472240
2016-05-31,9904988400
2016-06-01,9906033230
2016-06-02,9974992010
2016-06-03,9924840170
2016-06-06,9945736770
2016-06-07,9917526360
2016-06-08,9941557450
2016-06-09,9982305820
2016-06-10,9875733160
2016-06-13,9832895130
2016-06-14,9834984790
2016-06-15,9825581320
2016-06-16,9882002140
2016-06-17,9823491660
2016-06-20,9847522750
2016-06-21,9873643500
2016-06-22,9884091800
2016-06-23,9997978270
2016-06-24,9751398390
2016-06-27,9573777290
2016-06-28,9747219070
2016-06-29,9993798950
2016-06-30,10252916790
2016-07-01,10335458360
2016-07-05,10396058500
2016-07-06,10375161900
2016-07-07,10318741080
2016-07-08,10409641290
2016-07-11,10246647810
2016-07-12,10187092500
2016-07-13,10186047670
2016-07-14,10229930530
2016-07-15,10197540800
2016-07-18,10202764950
2016-07-19,10178733860
2016-07-20,11164008550
2016-07-21,11211025900
2016-07-22,11278939850
2016-07-25,11307150260
2016-07-26,11324912370
2016-07-27,11279984680
2016-07-28,11302970940
2016-07-29,11207891410
2016-08-01,11222519030
2016-08-02,11111767050
2016-08-03,11108632560
2016-08-04,11133708480
2016-08-05,11168187870
2016-08-08,11132663650
2016-08-09,11160874060
2016-08-10,11219384540
2016-08-11,11232967330
2016-08-12,11216250050
2016-08-15,11223563860
2016-08-16,11805534170
2016-08-17,12083458950
2016-08-18,11899568870
2016-08-19,11889120570
2016-08-22,11914196490
2016-08-23,11966437990
2016-08-24,11958079350
2016-08-25,12124207320
2016-08-26,12089727930
2016-08-29,12159731540
2016-08-30,12228690320
2016-08-31,12333497070
2016-09-01,12353438900
2016-09-02,12473089880
2016-09-06,12505626550
2016-09-07,12416413100
2016-09-08,12299910830
2016-09-09,11945156170
2016-09-12,12041716610
2016-09-13,11853843580
2016-09-14,11874834980
2016-09-15,11974544130
2016-09-16,11893727240
2016-09-19,11893727240
2016-09-20,11950404020
2016-09-21,12039617470
2016-09-22,12080550700
2016-09-23,11981891120
2016-09-26,11880082830
2016-09-27,11905272510
2016-09-28,12192854690
2016-09-29,11688011520
2016-09-30,11818158200
2016-10-03,11799265940
2016-10-04,11700606360
2016-10-05,11641830440
2016-10-06,11729994320
2016-10-07,11593550220
2016-10-10,11627136460
2016-10-11,11473899240
2016-10-12,11519030750
2016-10-13,11474948810
2016-10-14,11466552250
2016-10-17,11361595250
2016-10-18,11377338800
2016-10-19,11343752560
2016-10-20,11185267490
2016-10-21,11172672650
2016-10-24,11227250290
2016-10-25,11202060610
2016-10-26,11189465770
2016-10-27,11090806190
2016-10-28,11118095010
2016-10-31,11195763190
2016-11-01,10953312520
2016-11-02,10765439490
2016-11-03,10809521430
2016-11-04,10816868420
2016-11-07,11000543170
2016-11-08,11086607910
2016-11-09,11281827930
2016-11-10,11333256860
2016-11-11,11410925040
2016-11-14,11444511280
2016-11-15,11455006980
2016-11-16,11439263430
2016-11-17,11587252800
2016-11-18,11724746470
2016-11-21,11838100030
2016-11-22,12053261880
2016-11-23,12103641240
2016-11-25,12226440930
2016-11-28,12188656410
2016-11-29,12130930060
2016-11-30,12043657800
2016-12-01,12179227770
2016-12-02,12259098450
2016-12-05,12406228650
2016-12-06,12443011200
2016-12-07,12650044410
2016-12-08,12668961150
2016-12-09,12685776030
2016-12-12,12651095340
2016-12-13,12668961150
2016-12-14,12561766290
2016-12-15,12612210930
2016-12-16,12578581170
2016-12-19,12626923950
2016-12-20,12588039540
2016-12-21,12559664430
2016-12-22,12620618370
2016-12-23,12228621480
2016-12-27,12248589150
2016-12-28,12148750800
2016-12-29,12224417760
2016-12-30,12144547080
2017-01-03,12224417760
2017-01-04,12328459830
2017-01-05,12220214040
2017-01-06,12264353100
2017-01-09,12136139640
2017-01-10,12062574540
2017-01-11,12119324760
2017-01-12,12022639200
2017-01-13,12039454080
2017-01-17,11945921310
2017-01-18,11977449210
2017-01-19,11953277820
2017-01-20,11967990840
2017-01-23,11963787120
2017-01-24,12139292430
2017-01-25,12269607750
2017-01-26,12336867270
2017-01-27,12326357970
2017-01-30,12211806600
2017-01-31,12202348230
2017-02-01,12069931050
2017-02-02,12108815460
2017-02-03,12202348230
2017-02-06,12081491280
2017-02-07,12063625470
2017-02-08,12017384550
2017-02-09,12123528480
2017-02-10,12266454960
2017-02-13,12294830070
2017-02-14,12297982860
2017-02-15,12444062130
2017-02-16,12559664430
2017-02-17,12465080730
2017-02-21,12447214920
2017-02-22,12485048400
2017-02-23,12446163990
2017-02-24,12513423510
2017-02-27,12517627230
2017-02-28,12429403250
2017-03-01,12600029750
2017-03-02,12485225500
2017-03-03,12471533250
2017-03-06,12492598250
2017-03-07,12456787750
2017-03-08,12466267000
2017-03-09,12414657750
2017-03-10,12536834750
2017-03-13,12547367250
2017-03-14,12475746250
2017-03-15,12582124500
2017-03-16,12558953000
2017-03-17,13151932750
2017-03-20,13092950750
2017-03-21,13037128500
2017-03-22,13099270250
2017-03-23,13265683750
2017-03-24,13179317250
2017-03-27,13178264000
2017-03-28,13292015000
2017-03-29,13317293000
2017-03-30,13374168500
2017-03-31,13327825500
2017-04-03,13139293750
2017-04-04,13148773000
2017-04-05,13036075250
2017-04-06,12977093250
2017-04-07,12908632000
2017-04-10,12919164500
2017-04-11,12950762000
2017-04-12,12889673500
2017-04-13,12815946000
2017-04-17,12952868500
2017-04-18,12888620250
2017-04-19,12918111250
2017-04-20,12965507500
2017-04-21,12969720500
2017-04-24,13213021250
2017-04-25,13177210750
2017-04-26,13084524750
2017-04-27,13053980500
2017-04-28,12899152750
2017-05-01,12805413500
2017-05-02,12829638250
2017-05-03,12731686000
2017-05-04,12843330500
2017-05-05,12953921750
2017-05-08,12734845750
2017-05-09,12796987500
2017-05-10,12790668000
2017-05-11,12906525500
2017-05-12,12881247500
2017-05-15,12888620250
2017-05-16,12909685250
2017-05-17,12656905250
2017-05-18,12700088500
2017-05-19,12746431500
2017-05-22,12822265500
2017-05-23,12890726750
2017-05-24,13132974250
2017-05-25,13223553750
2017-05-26,13182477000
2017-05-30,13139293750
2017-05-31,13310551200
2017-06-01,13421578200
2017-06-02,13564327200
2017-06-05,13387741400
2017-06-06,13178376200
2017-06-07,13163572600
2017-06-08,13076865800
2017-06-09,13080038000
2017-06-12,13354962000
2017-06-13,13455415000
2017-06-14,13530490400
2017-06-15,13512514600
2017-06-16,13793782999
2017-06-19,13888949000
2017-06-20,13753601800
2017-06-21,13704961400
2017-06-22,13657378400
2017-06-23,13683813400
2017-06-26,13693330000
2017-06-27,13304206800
2017-06-28,13403602400
2017-06-29,13148769000
2017-06-30,13327469600
2017-07-03,13322182600
2017-07-05,13335928800
2017-07-06,13083210200
2017-07-07,13336986200
2017-07-10,13380339600
2017-07-11,13305264200
2017-07-12,13445898400
2017-07-13,13372937800
2017-07-14,13368708200
2017-07-17,13343330600
2017-07-18,13261910800
2017-07-19,13331699200
2017-07-20,13405717200
2017-07-21,14637588200
2017-07-24,14612210600
2017-07-25,14518102000
2017-07-26,14498011400
2017-07-27,14361606800
2017-07-28,14339401400
2017-07-31,14259039000
2017-08-01,14329884800
2017-08-02,14274900000
2017-08-03,14183963599
2017-08-04,14274900000
2017-08-07,14216742999
2017-08-08,14104658599
2017-08-09,14095142000
2017-08-10,13831849400
2017-08-11,13781094200
2017-08-14,14058132999
2017-08-15,14079281000
2017-08-16,14099371600
2017-08-17,13872030600
2017-08-18,14022181400
2017-08-21,14155413800
2017-08-22,14302392399
2017-08-23,14174447000
2017-08-24,14084567999
2017-08-25,14150126800
2017-08-28,14154356400
2017-08-29,14060247800
2017-08-30,14144839800
2017-08-31,14356963399
2017-09-01,14309110400
2017-09-05,14174058600
2017-09-06,14185756000
2017-09-07,14158107599
2017-09-08,14219784800
2017-09-11,14355900000
2017-09-12,14321871200
2017-09-13,14382485000
2017-09-14,14314427400
2017-09-15,14265511000
2017-09-18,14281462000
2017-09-19,14329315000
2017-09-20,14517536800
2017-09-21,14616432999
2017-09-22,14531361000
2017-09-25,14554755800
2017-09-26,14472874000
2017-09-27,15314023399
2017-09-28,15182161800
2017-09-29,15342735200
2017-10-02,15465026200
2017-10-03,15672389200
2017-10-04,15653247999
2017-10-05,15739383399
2017-10-06,15853167200
2017-10-09,15908464000
2017-10-10,15976521600
2017-10-11,16022247799
2017-10-12,16111573399
2017-10-13,16157299600
2017-10-16,16080734800
2017-10-17,16062657000
2017-10-18,16074354400
2017-10-19,16052022999
2017-10-20,16184947999
2017-10-23,16109446600
2017-10-24,16041389000
2017-10-25,15968014400
2017-10-26,16115827000
2017-10-27,16116890400
2017-10-30,15868054800
2017-10-31,15848913600
2017-11-01,15644740800
2017-11-02,15690467000
2017-11-03,15777665800
2017-11-06,15692593800
2017-11-07,15724495800
2017-11-08,15909527400
2017-11-09,15465026200
2017-11-10,15536274000
2017-11-13,15669199000
2017-11-14,15865927999
2017-11-15,15897830000
2017-11-16,15962697400
2017-11-17,15836152799
2017-11-20,15764905000
2017-11-21,15693657200
2017-11-22,15670262400
2017-11-24,15707481400
2017-11-27,15734066400
2017-11-28,16166870200
2017-11-29,16347648199
2017-11-30,16776491520
2017-12-01,16782885000
2017-12-04,16911820180
2017-12-05,16652884240
2017-12-06,16676327000
2017-12-07,16836164000
2017-12-08,16961902440
2017-12-11,16871328140
2017-12-12,16749852020
2017-12-13,16760507820
2017-12-14,16748786440
2017-12-15,16836164000
2017-12-18,17036493040
2017-12-19,16941656420
2017-12-20,16952312220
2017-12-21,17011984700
2017-12-22,16713622300
2017-12-26,16571900160
2017-12-27,16625179160
2017-12-28,16689113960
2017-12-29,16604933140
2018-01-02,16713622300
2018-01-03,16880918359
2018-01-04,17173952859
2018-01-05,17224035120
2018-01-08,17251740200
2018-01-09,17179280760
2018-01-10,17084444140
2018-01-11,17267723900
2018-01-12,17098296680
2018-01-16,17179280760
2018-01-17,17333789860
2018-01-18,17241084400
2018-01-19,17481905480
2018-01-22,17596988120
2018-01-23,17571414200
2018-01-24,17579938840
2018-01-25,17750431640
2018-01-26,17877235660
2018-01-29,17688628000
2018-01-30,17669447560
2018-01-31,17949695100
2018-02-01,17601250440
2018-02-02,17243215560
2018-02-05,16672064680
2018-02-06,16660343300
2018-02-07,16686982800
2018-02-08,15911240560
2018-02-09,16274603339
2018-02-12,16452555200
2018-02-13,16630507060
2018-02-14,17513872880
2018-02-15,17788792520
2018-02-16,17807972960
2018-02-20,17757890700
2018-02-21,17831415720
2018-02-22,17803710640
2018-02-23,18113794420
2018-02-26,18199040820
2018-02-27,18221418000
2018-02-28,18239970140
2018-03-01,18122403240
2018-03-02,18163017260
2018-03-05,18320129390
2018-03-06,18383188000
2018-03-07,18403495010
2018-03-08,18407770170
2018-03-09,19056525700
2018-03-12,18875900190
2018-03-13,18824598270
2018-03-14,18555263190
2018-03-15,18522130700
2018-03-16,18519993120
2018-03-19,18488998210
2018-03-20,18438765080
2018-03-21,18521061910
2018-03-22,17433033690
2018-03-23,17939640150
2018-03-26,18274171420
2018-03-27,18125609610
2018-03-28,18067894950
2018-03-29,18231419820
2018-04-02,17897957340
2018-04-03,18151260570
2018-04-04,18111715340
2018-04-05,18351124300
2018-04-06,17821004460
2018-04-09,17920401930
2018-04-10,18204700070
2018-04-11,18184393060
2018-04-12,18401357430
2018-04-13,18186530640
2018-04-16,18480447890
2018-04-17,18591602050
2018-04-18,18637560020
2018-04-19,18614046640
2018-04-20,18502892480
2018-04-23,18502892480
2018-04-24,18329748500
2018-04-25,18296616010
2018-04-26,18478310310
2018-04-27,18523199490
2018-04-30,18201493700
2018-05-01,18419526860
2018-05-02,18261345940
2018-05-03,18491135790
2018-05-04,18728407170
2018-05-07,18783984250
2018-05-08,18879106560
2018-05-09,19118515520
2018-05-10,19447702840
2018-05-11,19656116890
2018-05-14,19587714330
2018-05-15,19574888850
2018-05-16,19468009850
2018-05-17,19478697750
2018-05-18,19542825150
2018-05-21,19604814970
2018-05-22,19331204730
2018-05-23,19319448040
2018-05-24,19414570350
2018-05-25,19327998360
2018-05-29,19304484980
2018-05-30,19574888850
2018-05-31,19470678750
2018-06-01,19717467600
2018-06-04,19957846350
2018-06-05,20280488050
2018-06-06,20398006550
2018-06-07,20199293450
2018-06-08,20456765800
2018-06-11,20354204200
2018-06-12,20544370500
2018-06-13,20544370500
2018-06-14,20465312600
2018-06-15,20353135850
2018-06-18,20408690050
2018-06-19,20357409250
2018-06-20,20328563800
2018-06-21,20240959100
2018-06-22,20152286050
2018-06-25,19826439300
2018-06-26,19934342650
2018-06-27,19695032250
2018-06-28,19824302600
2018-06-29,19771953450
2018-07-02,20154422750
2018-07-03,19986691800
2018-07-05,20234549000
2018-07-06,20434330450
2018-07-09,20609539850
2018-07-10,20650137150
2018-07-11,20678982600
2018-07-12,20839235100
2018-07-13,20908677850
2018-07-16,20565737500
