,LPX
2000-01-03,1463646000
2000-01-04,1463646000
2000-01-05,1489671000
2000-01-06,1549008000
2000-01-07,1535475000
2000-01-10,1561500000
2000-01-11,1463646000
2000-01-12,1451154000
2000-01-13,1451154000
2000-01-14,1470933000
2000-01-18,1399104000
2000-01-19,1399104000
2000-01-20,1399104000
2000-01-21,1353300000
2000-01-24,1288758000
2000-01-25,1281471000
2000-01-26,1327275000
2000-01-27,1399104000
2000-01-28,1353300000
2000-01-31,1340808000
2000-02-01,1359546000
2000-02-02,1347054000
2000-02-03,1314783000
2000-02-04,1288758000
2000-02-07,1249200000
2000-02-08,1268979000
2000-02-09,1242954000
2000-02-10,1249200000
2000-02-11,1242954000
2000-02-14,1203396000
2000-02-15,1223175000
2000-02-16,1216929000
2000-02-17,1295004000
2000-02-18,1242954000
2000-02-22,1301250000
2000-02-23,1262733000
2000-02-24,1216929000
2000-02-25,1223175000
2000-02-28,1203396000
2000-02-29,1229421000
2000-03-01,1216929000
2000-03-02,1255446000
2000-03-03,1275225000
2000-03-06,1236708000
2000-03-07,1197150000
2000-03-08,1216929000
2000-03-09,1210683000
2000-03-10,1184658000
2000-03-13,1210683000
2000-03-14,1125321000
2000-03-15,1229421000
2000-03-16,1321029000
2000-03-17,1295004000
2000-03-20,1281471000
2000-03-21,1275225000
2000-03-22,1229421000
2000-03-23,1281471000
2000-03-24,1255446000
2000-03-27,1255446000
2000-03-28,1229421000
2000-03-29,1411596000
2000-03-30,1366833000
2000-03-31,1443520000
2000-04-03,1514240000
2000-04-04,1456000000
2000-04-05,1397760000
2000-04-06,1352000000
2000-04-07,1384240000
2000-04-10,1417520000
2000-04-11,1456000000
2000-04-12,1475760000
2000-04-13,1449760000
2000-04-14,1365520000
2000-04-17,1378000000
2000-04-18,1371760000
2000-04-19,1345760000
2000-04-20,1371760000
2000-04-24,1332240000
2000-04-25,1371760000
2000-04-26,1345760000
2000-04-27,1326000000
2000-04-28,1391520000
2000-05-01,1410240000
2000-05-02,1488240000
2000-05-03,1449760000
2000-05-04,1469520000
2000-05-05,1469520000
2000-05-08,1475760000
2000-05-09,1469520000
2000-05-10,1475760000
2000-05-11,1599520000
2000-05-12,1566240000
2000-05-15,1592240000
2000-05-16,1553760000
2000-05-17,1586000000
2000-05-18,1553760000
2000-05-19,1488240000
2000-05-22,1404000000
2000-05-23,1339520000
2000-05-24,1306240000
2000-05-25,1248000000
2000-05-26,1222000000
2000-05-30,1202240000
2000-05-31,1170000000
2000-06-01,1189760000
2000-06-02,1189760000
2000-06-05,1196000000
2000-06-06,1222000000
2000-06-07,1170000000
2000-06-08,1144000000
2000-06-09,1144000000
2000-06-12,1144000000
2000-06-13,1163760000
2000-06-14,1183520000
2000-06-15,1170000000
2000-06-16,1183520000
2000-06-19,1163760000
2000-06-20,1131520000
2000-06-21,1137760000
2000-06-22,1131520000
2000-06-23,1124240000
2000-06-26,1092000000
2000-06-27,1131520000
2000-06-28,1164800000
2000-06-29,1228240000
2000-06-30,1132608000
2000-07-03,1151346000
2000-07-05,1132608000
2000-07-06,1125321000
2000-07-07,1093050000
2000-07-10,1099296000
2000-07-11,1132608000
2000-07-12,1132608000
2000-07-13,1177371000
2000-07-14,1132608000
2000-07-17,1125321000
2000-07-18,1080558000
2000-07-19,1067025000
2000-07-20,1073271000
2000-07-21,1093050000
2000-07-24,1093050000
2000-07-25,1080558000
2000-07-26,1047246000
2000-07-27,982704000
2000-07-28,1008729000
2000-07-31,1008729000
2000-08-01,1002483000
2000-08-02,1008729000
2000-08-03,1002483000
2000-08-04,1002483000
2000-08-07,1008729000
2000-08-08,1060779000
2000-08-09,1223175000
2000-08-10,1197150000
2000-08-11,1197150000
2000-08-14,1171125000
2000-08-15,1164879000
2000-08-16,1138854000
2000-08-17,1138854000
2000-08-18,1145100000
2000-08-21,1099296000
2000-08-22,1073271000
2000-08-23,1080558000
2000-08-24,1093050000
2000-08-25,1106583000
2000-08-28,1138854000
2000-08-29,1106583000
2000-08-30,1086804000
2000-08-31,1101378000
2000-09-01,1099296000
2000-09-05,1158633000
2000-09-06,1151346000
2000-09-07,1119075000
2000-09-08,1054533000
2000-09-11,1060779000
2000-09-12,1060779000
2000-09-13,1073271000
2000-09-14,1041000000
2000-09-15,995196000
2000-09-18,995196000
2000-09-19,950433000
2000-09-20,950433000
2000-09-21,930654000
2000-09-22,910875000
2000-09-25,904629000
2000-09-26,878604000
2000-09-27,884850000
2000-09-28,930654000
2000-09-29,956679000
2000-10-02,898383000
2000-10-03,982704000
2000-10-04,976458000
2000-10-05,950433000
2000-10-06,924408000
2000-10-09,917121000
2000-10-10,936900000
2000-10-11,943146000
2000-10-12,898383000
2000-10-13,865071000
2000-10-16,865071000
2000-10-17,852579000
2000-10-18,884850000
2000-10-19,917121000
2000-10-20,891096000
2000-10-23,884850000
2000-10-24,976458000
2000-10-25,917121000
2000-10-26,943146000
2000-10-27,930654000
2000-10-30,956679000
2000-10-31,884850000
2000-11-01,872358000
2000-11-02,858825000
2000-11-03,878604000
2000-11-06,865071000
2000-11-07,865071000
2000-11-08,832800000
2000-11-09,813021000
2000-11-10,748479000
2000-11-13,748479000
2000-11-14,774504000
2000-11-15,780750000
2000-11-16,754725000
2000-11-17,760971000
2000-11-20,754725000
2000-11-21,754725000
2000-11-22,768258000
2000-11-24,774504000
2000-11-27,754725000
2000-11-28,774504000
2000-11-29,760971000
2000-11-30,734946000
2000-12-01,780750000
2000-12-04,806775000
2000-12-05,872358000
2000-12-06,858825000
2000-12-07,839046000
2000-12-08,872358000
2000-12-11,852579000
2000-12-12,884850000
2000-12-13,878604000
2000-12-14,910875000
2000-12-15,898383000
2000-12-18,950433000
2000-12-19,976458000
2000-12-20,936900000
2000-12-21,969171000
2000-12-22,1093050000
2000-12-26,1041000000
2000-12-27,1086804000
2000-12-28,1067025000
2000-12-29,1054533000
2001-01-02,1005372000
2001-01-03,1168236000
2001-01-04,1194336000
2001-01-05,1194336000
2001-01-08,1154664000
2001-01-09,1076364000
2001-01-10,1102464000
2001-01-11,1057572000
2001-01-12,1070100000
2001-01-16,1154664000
2001-01-17,1168236000
2001-01-18,1089936000
2001-01-19,1076364000
2001-01-22,1122300000
2001-01-23,1148400000
2001-01-24,1116036000
2001-01-25,1128564000
2001-01-26,1116036000
2001-01-29,1141092000
2001-01-30,1185984000
2001-01-31,1164060000
2001-02-01,1197468000
2001-02-02,1184940000
2001-02-05,1211040000
2001-02-06,1267416000
2001-02-07,1205820000
2001-02-08,1205820000
2001-02-09,1148400000
2001-02-12,1167192000
2001-02-13,1157796000
2001-02-14,1120212000
2001-02-15,1148400000
2001-02-16,1148400000
2001-02-20,1112904000
2001-02-21,1065924000
2001-02-22,1062792000
2001-02-23,1160928000
2001-02-26,1166148000
2001-02-27,1153620000
2001-02-28,1104552000
2001-03-01,1053396000
2001-03-02,1064879999
2001-03-05,1069056000
2001-03-06,1096200000
2001-03-07,1155708000
2001-03-08,1174500000
2001-03-09,1217304000
2001-03-12,1123344000
2001-03-13,1137960000
2001-03-14,1095156000
2001-03-15,1055484000
2001-03-16,1033560000
2001-03-19,1051308000
2001-03-20,1044000000
2001-03-21,1038779999
2001-03-22,1002240000
2001-03-23,1007460000
2001-03-26,1012679999
2001-03-27,1044000000
2001-03-28,988668000
2001-03-29,979272000
2001-03-30,1003284000
2001-04-02,953172000
2001-04-03,918720000
2001-04-04,960479999
2001-04-05,981360000
2001-04-06,913500000
2001-04-09,953172000
2001-04-10,1041912000
2001-04-11,1011636000
2001-04-12,1023120000
2001-04-16,1022075999
2001-04-17,1028340000
2001-04-18,1063836000
2001-04-19,1052352000
2001-04-20,1044000000
2001-04-23,1070100000
2001-04-24,1048175999
2001-04-25,1070100000
2001-04-26,1106640000
2001-04-27,1198512000
2001-04-30,1278900000
2001-05-01,1332144000
2001-05-02,1342584000
2001-05-03,1326924000
2001-05-04,1346760000
2001-05-07,1343628000
2001-05-08,1325880000
2001-05-09,1310220000
2001-05-10,1331100000
2001-05-11,1317528000
2001-05-14,1325880000
2001-05-15,1335276000
2001-05-16,1384344000
2001-05-17,1444896000
2001-05-18,1435500000
2001-05-21,1409400000
2001-05-22,1378080000
2001-05-23,1372860000
2001-05-24,1315440000
2001-05-25,1297692000
2001-05-29,1241316000
2001-05-30,1221480000
2001-05-31,1226700000
2001-06-01,1255932000
2001-06-04,1216260000
2001-06-05,1265328000
2001-06-06,1274724000
2001-06-07,1252800000
2001-06-08,1258020000
2001-06-11,1247580000
2001-06-12,1247580000
2001-06-13,1251756000
2001-06-14,1204776000
2001-06-15,1190160000
2001-06-18,1169280000
2001-06-19,1151532000
2001-06-20,1195380000
2001-06-21,1185984000
2001-06-22,1187028000
2001-06-25,1183896000
2001-06-26,1169280000
2001-06-27,1234008000
2001-06-28,1213128000
2001-06-29,1224612000
2001-07-02,1226700000
2001-07-03,1215216000
2001-07-05,1215216000
2001-07-06,1195380000
2001-07-09,1191204000
2001-07-10,1173456000
2001-07-11,1163016000
2001-07-12,1167192000
2001-07-13,1127520000
2001-07-16,1127520000
2001-07-17,1125432000
2001-07-18,1120212000
2001-07-19,1104552000
2001-07-20,1090980000
2001-07-23,1089936000
2001-07-24,1049220000
2001-07-25,1042956000
2001-07-26,1042956000
2001-07-27,1056527999
2001-07-30,1081584000
2001-07-31,1108728000
2001-08-01,1113948000
2001-08-02,1123344000
2001-08-03,1117080000
2001-08-06,1110816000
2001-08-07,1093068000
2001-08-08,1082628000
2001-08-09,1088892000
2001-08-10,1133784000
2001-08-13,1127520000
2001-08-14,1190160000
2001-08-15,1154664000
2001-08-16,1172412000
2001-08-17,1152576000
2001-08-20,1134828000
2001-08-21,1116036000
2001-08-22,1125432000
2001-08-23,1110816000
2001-08-24,1122300000
2001-08-27,1116036000
2001-08-28,1099332000
2001-08-29,1098288000
2001-08-30,1076364000
2001-08-31,1108728000
2001-09-04,1117080000
2001-09-05,1112904000
2001-09-06,1079496000
2001-09-07,1023120000
2001-09-10,989712000
2001-09-17,856079999
2001-09-18,812232000
2001-09-19,818496000
2001-09-20,751680000
2001-09-21,689040000
2001-09-24,694260000
2001-09-25,678600000
2001-09-26,626400000
2001-09-27,605520000
2001-09-28,678600000
2001-10-01,692172000
2001-10-02,699480000
2001-10-03,657720000
2001-10-04,670248000
2001-10-05,673380000
2001-10-08,652500000
2001-10-09,638928000
2001-10-10,725580000
2001-10-11,751680000
2001-10-12,762120000
2001-10-15,743328000
2001-10-16,746460000
2001-10-17,715140000
2001-10-18,716184000
2001-10-19,716184000
2001-10-22,718272000
2001-10-23,685908000
2001-10-24,665028000
2001-10-25,715140000
2001-10-26,703656000
2001-10-29,712008000
2001-10-30,691128000
2001-10-31,751680000
2001-11-01,773604000
2001-11-02,750636000
2001-11-05,777780000
2001-11-06,762120000
2001-11-07,732888000
2001-11-08,758988000
2001-11-09,776736000
2001-11-12,788220000
2001-11-13,817452000
2001-11-14,827892000
2001-11-15,889488000
2001-11-16,904104000
2001-11-19,871740000
2001-11-20,845640000
2001-11-21,859212000
2001-11-23,866520000
2001-11-26,927072000
2001-11-27,916631999
2001-11-28,883224000
2001-11-29,861300000
2001-11-30,801792000
2001-12-03,819540000
2001-12-04,814320000
2001-12-05,863388000
2001-12-06,979272000
2001-12-07,944820000
2001-12-10,879048000
2001-12-11,906192000
2001-12-12,904104000
2001-12-13,883224000
2001-12-14,899927999
2001-12-17,907236000
2001-12-18,908279999
2001-12-19,859212000
2001-12-20,814320000
2001-12-21,840420000
2001-12-24,843552000
2001-12-26,840420000
2001-12-27,908279999
2001-12-28,913500000
2001-12-31,882824000
2002-01-02,902698000
2002-01-03,962319999
2002-01-04,967550000
2002-01-07,912112000
2002-01-08,912112000
2002-01-09,887008000
2002-01-10,852490000
2002-01-11,831570000
2002-01-14,809604000
2002-01-15,809604000
2002-01-16,784500000
2002-01-17,819018000
2002-01-18,791822000
2002-01-22,794960000
2002-01-23,763580000
2002-01-24,774040000
2002-01-25,847260000
2002-01-28,924664000
2002-01-29,863996000
2002-01-30,856674000
2002-01-31,903744000
2002-02-01,869226000
2002-02-04,851444000
2002-02-05,855628000
2002-02-06,829478000
2002-02-07,822156000
2002-02-08,868180000
2002-02-11,872364000
2002-02-12,826340000
2002-02-13,834708000
2002-02-14,832616000
2002-02-15,884916000
2002-02-19,835754000
2002-02-20,888054000
2002-02-21,857719999
2002-02-22,967550000
2002-02-25,978010000
2002-02-26,1032401999
2002-02-27,1019850000
2002-02-28,1055414000
2002-03-01,1088886000
2002-03-04,1134910000
2002-03-05,1109806000
2002-03-06,1150600000
2002-03-07,1124450000
2002-03-08,1173612000
2002-03-11,1172566000
2002-03-12,1128634000
2002-03-13,1098300000
2002-03-14,1148508000
2002-03-15,1218590000
2002-03-18,1176750000
2002-03-19,1200808000
2002-03-20,1145370000
2002-03-21,1099346000
2002-03-22,1056460000
2002-03-25,1040769999
2002-03-26,1072150000
2002-03-27,1066919999
2002-03-28,1123404000
2002-04-01,1060644000
2002-04-02,1120266000
2002-04-03,1129680000
2002-04-04,1110852000
2002-04-05,1134910000
2002-04-08,1183026000
2002-04-09,1207084000
2002-04-10,1236372000
2002-04-11,1215452000
2002-04-12,1265660000
2002-04-15,1247878000
2002-04-16,1270890000
2002-04-17,1254154000
2002-04-18,1248924000
2002-04-19,1237418000
2002-04-22,1173612000
2002-04-23,1158968000
2002-04-24,1152692000
2002-04-25,1171520000
2002-04-26,1164198000
2002-04-29,1134910000
2002-04-30,1223820000
2002-05-01,1190348000
2002-05-02,1229050000
2002-05-03,1237418000
2002-05-06,1207084000
2002-05-07,1237418000
2002-05-08,1218590000
2002-05-09,1298086000
2002-05-10,1249970000
2002-05-13,1271936000
2002-05-14,1302270000
2002-05-15,1305408000
2002-05-16,1282396000
2002-05-17,1237418000
2002-05-20,1234280000
2002-05-21,1202900000
2002-05-22,1183026000
2002-05-23,1212314000
2002-05-24,1213360000
2002-05-28,1174658000
2002-05-29,1161060000
2002-05-30,1133864000
2002-05-31,1103530000
2002-06-03,1014619999
2002-06-04,988469999
2002-06-05,991608000
2002-06-06,954998000
2002-06-07,980101999
2002-06-10,1006251999
2002-06-11,1004160000
2002-06-12,1008344000
2002-06-13,1030310000
2002-06-14,996837999
2002-06-17,987424000
2002-06-18,1054368000
2002-06-19,1059598000
2002-06-20,1036586000
2002-06-21,1056460000
2002-06-24,1042862000
2002-06-25,1056460000
2002-06-26,1044954000
2002-06-27,1083656000
2002-06-28,1107714000
2002-07-01,1066919999
2002-07-02,1031356000
2002-07-03,1033448000
2002-07-05,1073196000
2002-07-08,1040769999
2002-07-09,1043908000
2002-07-10,1048092000
2002-07-11,1019850000
2002-07-12,1004160000
2002-07-15,944537999
2002-07-16,878640000
2002-07-17,867133999
2002-07-18,853536000
2002-07-19,836800000
2002-07-22,771948000
2002-07-23,732200000
2002-07-24,736384000
2002-07-25,685130000
2002-07-26,774040000
2002-07-29,852490000
2002-07-30,846214000
2002-07-31,828432000
2002-08-01,807512000
2002-08-02,751028000
2002-08-05,723832000
2002-08-06,771948000
2002-08-07,781362000
2002-08-08,763580000
2002-08-09,794960000
2002-08-12,803328000
2002-08-13,756258000
2002-08-14,774040000
2002-08-15,794960000
2002-08-16,822156000
2002-08-19,877594000
2002-08-20,846214000
2002-08-21,881778000
2002-08-22,878640000
2002-08-23,873410000
2002-08-26,873410000
2002-08-27,855628000
2002-08-28,812742000
2002-08-29,768810000
2002-08-30,810650000
2002-09-03,774040000
2002-09-04,776132000
2002-09-05,735338000
2002-09-06,745798000
2002-09-09,771948000
2002-09-10,815880000
2002-09-11,794960000
2002-09-12,774040000
2002-09-13,771948000
2002-09-16,749982000
2002-09-17,747890000
2002-09-18,742660000
2002-09-19,664210000
2002-09-20,679900000
2002-09-23,669440000
2002-09-24,664210000
2002-09-25,653750000
2002-09-26,679900000
2002-09-27,670486000
2002-09-30,676762000
2002-10-01,742660000
2002-10-02,585760000
2002-10-03,666302000
2002-10-04,660026000
2002-10-07,653750000
2002-10-08,632830000
2002-10-09,564840000
2002-10-10,585760000
2002-10-11,626554000
2002-10-14,617140000
2002-10-15,700820000
2002-10-16,667348000
2002-10-17,673624000
2002-10-18,660026000
2002-10-21,669440000
2002-10-22,658980000
2002-10-23,667348000
2002-10-24,640152000
2002-10-25,654796000
2002-10-28,685130000
2002-10-29,690360000
2002-10-30,680946000
2002-10-31,705004000
2002-11-01,735338000
2002-11-04,769856000
2002-11-05,758350000
2002-11-06,800190000
2002-11-07,754166000
2002-11-08,737430000
2002-11-11,698728000
2002-11-12,711280000
2002-11-13,743706000
2002-11-14,781362000
2002-11-15,774040000
2002-11-18,732200000
2002-11-19,774040000
2002-11-20,780316000
2002-11-21,832616000
2002-11-22,838892000
2002-11-25,832616000
2002-11-26,823202000
2002-11-27,917342000
2002-11-29,937216000
2002-12-02,896422000
2002-12-03,853536000
2002-12-04,831570000
2002-12-05,847260000
2002-12-06,836800000
2002-12-09,796006000
2002-12-10,842030000
2002-12-11,814834000
2002-12-12,836800000
2002-12-13,793914000
2002-12-16,826340000
2002-12-17,826340000
2002-12-18,804374000
2002-12-19,836800000
2002-12-20,827386000
2002-12-23,862950000
2002-12-24,847260000
2002-12-26,854582000
2002-12-27,833662000
2002-12-30,842030000
2002-12-31,843076000
2003-01-02,870272000
2003-01-03,862950000
2003-01-06,891192000
2003-01-07,874456000
2003-01-08,855628000
2003-01-09,887008000
2003-01-10,892237999
2003-01-13,898514000
2003-01-14,883869999
2003-01-15,826340000
2003-01-16,875501999
2003-01-17,847260000
2003-01-21,836800000
2003-01-22,815880000
2003-01-23,836800000
2003-01-24,789730000
2003-01-27,779270000
2003-01-28,774040000
2003-01-29,798098000
2003-01-30,763580000
2003-01-31,763580000
2003-02-03,815880000
2003-02-04,842030000
2003-02-05,860858000
2003-02-06,905836000
2003-02-07,857719999
2003-02-10,894330000
2003-02-11,897468000
2003-02-12,890146000
2003-02-13,899560000
2003-02-14,881778000
2003-02-18,916296000
2003-02-19,899560000
2003-02-20,882824000
2003-02-21,922572000
2003-02-24,896422000
2003-02-25,896422000
2003-02-26,920480000
2003-02-27,948722000
2003-02-28,911066000
2003-03-03,923618000
2003-03-04,873410000
2003-03-05,924664000
2003-03-06,905836000
2003-03-07,857719999
2003-03-10,820064000
2003-03-11,812742000
2003-03-12,831570000
2003-03-13,868180000
2003-03-14,833662000
2003-03-17,894330000
2003-03-18,915250000
2003-03-19,917342000
2003-03-20,910019999
2003-03-21,938262000
2003-03-24,870272000
2003-03-25,889100000
2003-03-26,863996000
2003-03-27,866087999
2003-03-28,855628000
2003-03-31,829478000
2003-04-01,870272000
2003-04-02,854582000
2003-04-03,847260000
2003-04-04,837846000
2003-04-07,869226000
2003-04-08,840983999
2003-04-09,857719999
2003-04-10,849351999
2003-04-11,844122000
2003-04-14,867133999
2003-04-15,885962000
2003-04-16,857719999
2003-04-17,862950000
2003-04-21,859812000
2003-04-22,914204000
2003-04-23,901651999
2003-04-24,899560000
2003-04-25,855628000
2003-04-28,862950000
2003-04-29,850398000
2003-04-30,845168000
2003-05-01,852490000
2003-05-02,862950000
2003-05-05,849351999
2003-05-06,847260000
2003-05-07,846214000
2003-05-08,854582000
2003-05-09,861904000
2003-05-12,862950000
2003-05-13,907928000
2003-05-14,903744000
2003-05-15,938262000
2003-05-16,925710000
2003-05-19,868180000
2003-05-20,866087999
2003-05-21,887008000
2003-05-22,901651999
2003-05-23,892237999
2003-05-27,936169999
2003-05-28,952906000
2003-05-29,990562000
2003-05-30,1008344000
2003-06-02,1030310000
2003-06-03,1024033999
2003-06-04,1098300000
2003-06-05,1118174000
2003-06-06,1084702000
2003-06-09,1056460000
2003-06-10,1116082000
2003-06-11,1104576000
2003-06-12,1123404000
2003-06-13,1099346000
2003-06-16,1133864000
2003-06-17,1133864000
2003-06-18,1125496000
2003-06-19,1120266000
2003-06-20,1140140000
2003-06-23,1130726000
2003-06-24,1104576000
2003-06-25,1128634000
2003-06-26,1152692000
2003-06-27,1167336000
2003-06-30,1139284000
2003-07-01,1155049000
2003-07-02,1173967000
2003-07-03,1152947000
2003-07-07,1192885000
2003-07-08,1186579000
2003-07-09,1253843000
2003-07-10,1222313000
2003-07-11,1252792000
2003-07-14,1247537000
2003-07-15,1242282000
2003-07-16,1244384000
2003-07-17,1243333000
2003-07-18,1252792000
2003-07-21,1263302000
2003-07-22,1251741000
2003-07-23,1240180000
2003-07-24,1267506000
2003-07-25,1306393000
2003-07-28,1287475000
2003-07-29,1178171000
2003-07-30,1234925000
2003-07-31,1276965000
2003-08-01,1273812000
2003-08-04,1250690000
2003-08-05,1209701000
2003-08-06,1255945000
2003-08-07,1239129000
2003-08-08,1264353000
2003-08-11,1266455000
2003-08-12,1276965000
2003-08-13,1266455000
2003-08-14,1342127000
2003-08-15,1334770000
2003-08-18,1336872000
2003-08-19,1394677000
2003-08-20,1389422000
2003-08-21,1356841000
2003-08-22,1315852000
2003-08-25,1324260000
2003-08-26,1352637000
2003-08-27,1373657000
2003-08-28,1400983000
2003-08-29,1382065000
2003-09-02,1453533000
2003-09-03,1479808000
2003-09-04,1466145000
2003-09-05,1437768000
2003-09-08,1471400000
2003-09-09,1481910000
2003-09-10,1481910000
2003-09-11,1439870000
2003-09-12,1487165000
2003-09-15,1516593000
2003-09-16,1571245000
2003-09-17,1548123000
2003-09-18,1563888000
2003-09-19,1529205000
2003-09-22,1514491000
2003-09-23,1561786000
2003-09-24,1515542000
2003-09-25,1460890000
2003-09-26,1406238000
2003-09-29,1466145000
2003-09-30,1470326000
2003-10-01,1515140000
2003-10-02,1533279000
2003-10-03,1562088000
2003-10-06,1597299000
2003-10-07,1575959000
2003-10-08,1655984000
2003-10-09,1651716000
2003-10-10,1664520000
2003-10-13,1707200000
2003-10-14,1759482999
2003-10-15,1760550000
2003-10-16,1777622000
2003-10-17,1781890000
2003-10-20,1791493000
2003-10-21,1790426000
2003-10-22,1772287000
2003-10-23,1813900000
2003-10-24,1821369000
2003-10-27,1866182999
2003-10-28,1916332000
2003-10-29,1948342000
2003-10-30,2021965000
2003-10-31,2029434000
2003-11-03,2030501000
2003-11-04,2037970000
2003-11-05,1899260000
2003-11-06,1968615000
2003-11-07,1968615000
2003-11-10,1888590000
2003-11-11,1834173000
2003-11-12,1867250000
2003-11-13,1845910000
2003-11-14,1884322000
2003-11-17,1856579999
2003-11-18,1866182999
2003-11-19,1873651999
2003-11-20,1860848000
2003-11-21,1890723999
2003-11-24,1866182999
2003-11-25,1916332000
2003-11-26,1936604999
2003-11-28,1930203000
2003-12-01,2023032000
2003-12-02,2037970000
2003-12-03,2012362000
2003-12-04,2003826000
2003-12-05,1923801000
2003-12-08,1927001999
2003-12-09,1925935000
2003-12-10,1849110999
2003-12-11,1864048999
2003-12-12,1840575000
2003-12-15,1814967000
2003-12-16,1814967000
2003-12-17,1850178000
2003-12-18,1817101000
2003-12-19,1851245000
2003-12-22,1869384000
2003-12-23,1899260000
2003-12-24,1894992000
2003-12-26,1909929999
2003-12-29,1927001999
2003-12-30,1936604999
2003-12-31,1923888000
2004-01-02,1968004000
2004-01-05,2042248000
2004-01-06,2032564000
2004-01-07,2054084000
2004-01-08,2023955999
2004-01-09,2022880000
2004-01-12,2152000000
2004-01-13,2176748000
2004-01-14,2225168000
2004-01-15,2164912000
2004-01-16,2225168000
2004-01-20,2275740000
2004-01-21,2266056000
2004-01-22,2227320000
2004-01-23,2212256000
2004-01-26,2402708000
2004-01-27,2351060000
2004-01-28,2288652000
2004-01-29,2227320000
2004-01-30,2288652000
2004-02-02,2259600000
2004-02-03,2326312000
2004-02-04,2266056000
2004-02-05,2403784000
2004-02-06,2476952000
2004-02-09,2483408000
2004-02-10,2501700000
2004-02-11,2556576000
2004-02-12,2549044000
2004-02-13,2523220000
2004-02-17,2537208000
2004-02-18,2615756000
2004-02-19,2567336000
2004-02-20,2555500000
2004-02-23,2542588000
2004-02-24,2583476000
2004-02-25,2636200000
2004-02-26,2634048000
2004-02-27,2660948000
2004-03-01,2711520000
2004-03-02,2692152000
2004-03-03,2667404000
2004-03-04,2741648000
2004-03-05,2695380000
2004-03-08,2669556000
2004-03-09,2591008000
2004-03-10,2472648000
2004-03-11,2447900000
2004-03-12,2527524000
2004-03-15,2484484000
2004-03-16,2529676000
2004-03-17,2582400000
2004-03-18,2563032000
2004-03-19,2523220000
2004-03-22,2413468000
2004-03-23,2464040000
2004-03-24,2512460000
2004-03-25,2571640000
2004-03-26,2626516000
2004-03-29,2696456000
2004-03-30,2770700000
2004-03-31,2812200000
2004-04-01,2867790000
2004-04-02,2885230000
2004-04-05,2896130000
2004-04-06,2861250000
2004-04-07,2871060000
2004-04-08,2871060000
2004-04-12,2901580000
2004-04-13,2808930000
2004-04-14,2808930000
2004-04-15,2793670000
2004-04-16,2888500000
2004-04-19,2903760000
2004-04-20,2808930000
2004-04-21,2733720000
2004-04-22,2911390000
2004-04-23,2893950000
2004-04-26,2815470000
2004-04-27,2834000000
2004-04-28,2644340000
2004-04-29,2649790000
2004-04-30,2571310000
2004-05-03,2565860000
2004-05-04,2621450000
2004-05-05,2627990000
2004-05-06,2605100000
2004-05-07,2418710000
2004-05-10,2369660000
2004-05-11,2466670000
2004-05-12,2389280000
2004-05-13,2420890000
2004-05-14,2425250000
2004-05-17,2357670000
2004-05-18,2398000000
2004-05-19,2396910000
2004-05-20,2404540000
2004-05-21,2441600000
2004-05-24,2447050000
2004-05-25,2556050000
2004-05-26,2542970000
2004-05-27,2572400000
2004-05-28,2517900000
2004-06-01,2564770000
2004-06-02,2571310000
2004-06-03,2534250000
2004-06-04,2569130000
2004-06-07,2686850000
2004-06-08,2641070000
2004-06-09,2560410000
2004-06-10,2629080000
2004-06-14,2501550000
2004-06-15,2525530000
2004-06-16,2498280000
2004-06-17,2551690000
2004-06-18,2479750000
2004-06-21,2427430000
2004-06-22,2478660000
2004-06-23,2407810000
2004-06-24,2395820000
2004-06-25,2452500000
2004-06-28,2510270000
2004-06-29,2518990000
2004-06-30,2592040000
2004-07-01,2560256000
2004-07-02,2551488000
2004-07-06,2539432000
2004-07-07,2562448000
2004-07-08,2438600000
2004-07-09,2421064000
2004-07-12,2411200000
2004-07-13,2422160000
2004-07-14,2369552000
2004-07-15,2409008000
2004-07-16,2407912000
2004-07-19,2438600000
2004-07-20,2449560000
2004-07-21,2392568000
2004-07-22,2384896000
2004-07-23,2349824000
2004-07-26,2342152000
2004-07-27,2395856000
2004-07-28,2562448000
2004-07-29,2569024000
2004-07-30,2595328000
2004-08-02,2630400000
2004-08-03,2582176000
2004-08-04,2576696000
2004-08-05,2525184000
2004-08-06,2483536000
2004-08-09,2492304000
2004-08-10,2539432000
2004-08-11,2504360000
2004-08-12,2475864000
2004-08-13,2492304000
2004-08-16,2570120000
2004-08-17,2593136000
2004-08-18,2627112000
2004-08-19,2644648000
2004-08-20,2675336000
2004-08-23,2674240000
2004-08-24,2723560000
2004-08-25,2677528000
2004-08-26,2724656000
2004-08-27,2719176000
2004-08-30,2708216000
2004-08-31,2707120000
2004-09-01,2773976000
2004-09-02,2849600000
2004-09-03,2792608000
2004-09-07,2796992000
2004-09-08,2801376000
2004-09-09,2836448000
2004-09-10,2823296000
2004-09-13,2849600000
2004-09-14,2840832000
2004-09-15,2822200000
2004-09-16,2809048000
2004-09-17,2794800000
2004-09-20,2847408000
2004-09-21,2900016000
2004-09-22,2826584000
2004-09-23,2809048000
2004-09-24,2761920000
2004-09-27,2721368000
2004-09-28,2758632000
2004-09-29,2787128000
2004-09-30,2818170000
2004-10-01,2823600000
2004-10-04,2920254000
2004-10-05,2916996000
2004-10-06,3008220000
2004-10-07,2987586000
2004-10-08,3002790000
2004-10-11,3026682000
2004-10-12,3039714000
2004-10-13,2884416000
