,DUK
2004-08-24,11881321452
2004-08-25,12018894647
2004-08-26,11909461423
2004-08-27,11981374685
2004-08-30,12034527965
2004-08-31,12068921264
2004-09-01,11990754675
2004-09-02,11997008002
2004-09-03,11987628012
2004-09-07,12068921264
2004-09-08,12003261330
2004-09-09,12018894647
2004-09-10,11990754675
2004-09-13,11915714750
2004-09-14,11987628012
2004-09-15,11997008002
2004-09-16,12084554582
2004-09-17,12090807909
2004-09-20,12062667937
2004-09-21,12178354488
2004-09-22,12394094272
2004-09-23,12219001114
2004-09-24,12200241133
2004-09-27,12253394413
2004-09-28,12390967609
2004-09-29,12369080964
2004-09-30,12475387524
2004-10-01,12597327402
2004-10-04,12728647271
2004-10-05,12775547224
2004-10-06,12928753737
2004-10-07,12863093803
2004-10-08,12869347130
2004-10-11,12797433869
2004-10-12,12847460485
2004-10-13,12603580729
2004-10-14,12628594038
2004-10-15,12941260392
2004-10-18,12766167233
2004-10-19,12700507299
2004-10-20,12856840476
2004-10-21,12759913906
2004-10-22,12878727121
2004-10-25,12941260392
2004-10-26,13244546755
2004-10-27,13294573372
2004-10-28,13375866624
2004-10-29,13369613297
2004-11-01,13560339772
2004-11-02,13257053409
2004-11-03,13544706455
2004-11-04,13832359500
2004-11-05,13713546286
2004-11-08,13882386117
2004-11-09,13707292959
2004-11-10,13625999707
2004-11-11,13735432931
2004-11-12,13919906080
2004-11-15,13813599519
2004-11-16,13757319576
2004-11-17,13669772996
2004-11-18,13685406314
2004-11-19,13676026323
2004-11-22,13948046051
2004-11-23,14007452659
2004-11-24,14116885883
2004-11-26,14198179135
2004-11-29,13954299379
2004-11-30,13779206220
2004-12-01,13550959782
2004-12-02,13322713343
2004-12-03,13529073137
2004-12-06,13741686258
2004-12-07,13338346661
2004-12-08,13322713343
2004-12-09,13463413203
2004-12-10,13463413203
2004-12-13,13779206220
2004-12-14,13851119482
2004-12-15,13932412734
2004-12-16,14035592631
2004-12-17,14044972621
2004-12-20,14101252565
2004-12-21,14088745911
2004-12-22,14085619247
2004-12-23,14029339303
2004-12-27,13898019435
2004-12-28,13941792724
2004-12-29,14004325995
2004-12-30,13948046051
2004-12-31,13807346192
2005-01-03,13887046112
2005-01-04,13747126252
2005-01-05,13642186357
2005-01-06,13642186357
2005-01-07,13677166322
2005-01-10,13826626173
2005-01-11,13724866275
2005-01-12,13858426141
2005-01-13,13874326125
2005-01-14,13931566068
2005-01-18,14081025918
2005-01-19,14042865957
2005-01-20,14058765941
2005-01-21,13887046112
2005-01-24,14112825887
2005-01-25,13941106058
2005-01-26,14357685642
2005-01-27,14462625537
2005-01-28,14491245508
2005-01-31,14850585149
2005-02-01,15012764987
2005-02-02,14911005088
2005-02-03,15063644936
2005-02-04,15356204643
2005-02-07,15178124821
2005-02-08,15066824933
2005-02-09,14828325171
2005-02-10,14879205120
2005-02-11,14850585149
2005-02-14,15190844809
2005-02-15,15216284783
2005-02-16,15162224837
2005-02-17,14974605025
2005-02-18,14761545238
2005-02-22,14459445540
2005-02-23,14608905391
2005-02-24,14933265066
2005-02-25,15194024805
2005-02-28,14961885038
2005-03-01,15111344888
2005-03-02,15095444904
2005-03-03,15057284942
2005-03-04,15349844650
2005-03-07,15588344411
2005-03-08,15521564478
2005-03-09,15168584831
2005-03-10,15388004611
2005-03-11,15229004770
2005-03-14,15432524567
2005-03-15,15327584672
2005-03-16,15095444904
2005-03-17,15267164732
2005-03-18,15222644777
2005-03-21,15273524726
2005-03-22,15162224837
2005-03-23,15041384958
2005-03-24,15327584672
2005-03-28,15451604548
2005-03-29,15213104786
2005-03-30,15496124503
2005-03-31,15527924472
2005-04-01,15255314744
2005-04-04,15298574701
2005-04-05,15357284642
2005-04-06,15471614528
2005-04-07,15524144475
2005-04-08,15270764729
2005-04-11,15437624562
2005-04-12,15539594460
2005-04-13,15341834658
2005-04-14,15224414775
2005-04-15,15023564976
2005-04-18,15017384982
2005-04-19,15326384673
2005-04-20,15261494738
2005-04-21,15539594460
2005-04-22,15595214404
2005-04-25,15582854417
2005-04-26,15437624562
2005-04-27,15493244506
2005-04-28,15496334503
2005-04-29,15724994274
2005-05-02,15660104339
2005-05-03,15724994274
2005-05-04,15811514188
2005-05-05,15864044135
2005-05-06,15814604185
2005-05-09,15524144475
2005-05-10,15094634905
2005-05-11,14878335121
2005-05-12,14893785106
2005-05-13,14850525149
2005-05-16,14921595078
2005-05-17,15190424809
2005-05-18,15088454911
2005-05-19,15066824933
2005-05-20,15057554942
2005-05-23,14937045062
2005-05-24,14943225056
2005-05-25,14930865069
2005-05-26,14872155127
2005-05-27,14893785106
2005-05-31,14804175195
2005-06-01,14927775072
2005-06-02,15029744970
2005-06-03,15023564976
2005-06-06,15060644939
2005-06-07,15008114991
2005-06-08,14992665007
2005-06-09,15202784797
2005-06-10,15162614837
2005-06-13,15298574701
2005-06-14,15471614528
2005-06-15,15326384673
2005-06-16,15422174577
2005-06-17,15623024376
2005-06-20,15718814281
2005-06-21,15684824315
2005-06-22,15799154200
2005-06-23,15907304092
2005-06-24,15724994274
2005-06-27,15922754077
2005-06-28,16030903969
2005-06-29,15935114064
2005-06-30,16015453984
2005-07-01,16137077196
2005-07-05,16192637140
2005-07-06,15853104146
2005-07-07,15998177335
2005-07-08,16087690578
2005-07-11,16143250523
2005-07-12,16171030495
2005-07-13,16288323711
2005-07-14,16121643878
2005-07-15,16115470551
2005-07-18,16035217298
2005-07-19,16137077196
2005-07-20,16084603915
2005-07-21,15831497501
2005-07-22,16007437325
2005-07-25,15899404100
2005-07-26,15948790717
2005-07-27,16019783980
2005-07-28,15816064183
2005-07-29,15896317437
2005-08-01,15775937557
2005-08-02,16013610653
2005-08-03,15961137372
2005-08-04,15754330912
2005-08-05,15649384350
2005-08-08,15303678029
2005-08-09,15334544665
2005-08-10,15174038159
2005-08-11,15195644804
2005-08-12,15146258187
2005-08-15,15291331375
2005-08-16,15143171523
2005-08-17,15022791643
2005-08-18,15143171523
2005-08-19,15331458001
2005-08-22,15340717992
2005-08-23,15519744480
2005-08-24,15405537927
2005-08-25,15566044433
2005-08-26,15519744480
2005-08-29,15461097872
2005-08-30,15513571153
2005-08-31,15599997733
2005-09-01,15606171060
2005-09-02,15606171060
2005-09-06,15686424313
2005-09-07,15643211023
2005-09-08,15627777705
2005-09-09,15599997733
2005-09-12,15627777705
2005-09-13,15593824406
2005-09-14,15599997733
2005-09-15,15686424313
2005-09-16,15797544202
2005-09-19,15649384350
2005-09-20,15535177798
2005-09-21,15346891319
2005-09-22,15207991458
2005-09-23,15143171523
2005-09-26,15152431514
2005-09-27,15254291412
2005-09-28,15439491227
2005-09-29,15658644341
2005-09-30,15695684304
2005-10-03,15649384350
2005-10-04,15238858094
2005-10-05,14825245174
2005-10-06,14717211949
2005-10-07,14853025146
2005-10-10,14528925471
2005-10-11,14491885508
2005-10-12,14210999122
2005-10-13,13930112736
2005-10-14,13973326026
2005-10-17,14013452653
2005-10-18,13673919659
2005-10-19,13856032810
2005-10-20,13538106461
2005-10-21,13624533042
2005-10-24,13957892708
2005-10-25,14173959159
2005-10-26,14053579279
2005-10-27,13905419427
2005-10-28,14204825795
2005-10-31,14248039085
2005-11-01,14093705906
2005-11-02,14346812319
2005-11-03,14226432440
2005-11-04,14291252375
2005-11-07,14096792569
2005-11-08,14096792569
2005-11-09,14109139224
2005-11-10,14136919196
2005-11-11,13920852745
2005-11-14,13797386202
2005-11-15,14016539316
2005-11-16,14226432440
2005-11-17,14448672217
2005-11-18,14501145498
2005-11-21,14544358788
2005-11-22,14538185461
2005-11-23,14661652005
2005-11-25,14661652005
2005-11-28,14732645267
2005-11-29,14673998659
2005-11-30,14454845545
2005-12-01,14572138761
2005-12-02,14550532116
2005-12-05,14393112273
2005-12-06,14312859020
2005-12-07,14124572542
2005-12-08,14189392477
2005-12-09,14303599029
2005-12-12,14232605767
2005-12-13,14470278863
2005-12-14,14754251912
2005-12-15,14744991921
2005-12-16,14680171986
2005-12-19,14550532116
2005-12-20,14744991921
2005-12-21,14652392014
2005-12-22,14899325100
2005-12-23,14976491690
2005-12-27,14899325100
2005-12-28,14853025146
2005-12-29,14803638529
2005-12-30,14769685230
2006-01-03,15011931654
2006-01-04,14996465003
2006-01-05,14888198445
2006-01-06,14987185012
2006-01-09,15018118315
2006-01-10,15067611599
2006-01-11,15154224845
2006-01-12,15030491636
2006-01-13,15271771394
2006-01-17,15321264678
2006-01-18,15293424706
2006-01-19,15494491172
2006-01-20,15315078018
2006-01-23,15346011320
2006-01-24,15531611135
2006-01-25,15364571302
2006-01-26,15284144715
2006-01-27,15438811227
2006-01-30,15299611367
2006-01-31,15287238046
2006-02-01,15342917990
2006-02-02,15132571534
2006-02-03,15132571534
2006-02-06,15157318176
2006-02-07,15045958287
2006-02-08,15033584966
2006-02-09,14990278343
2006-02-10,15240838092
2006-02-13,15277958055
2006-02-14,15262491404
2006-02-15,15045958287
2006-02-16,15262491404
2006-02-17,15423344576
2006-02-21,15330544669
2006-02-22,15475931190
2006-02-23,15271771394
2006-02-24,15407877925
2006-02-27,15410971255
2006-02-28,15315078018
2006-03-01,15250118083
2006-03-02,15284144715
2006-03-03,15284144715
2006-03-06,14990278343
2006-03-07,14959345040
2006-03-08,15098544901
2006-03-09,15148038185
2006-03-10,15157318176
2006-03-13,15568731097
2006-03-14,15676997656
2006-03-15,15751237582
2006-03-16,15837850828
2006-03-17,15874970791
2006-03-20,15553264446
2006-03-21,15438811227
2006-03-22,15683184316
2006-03-23,15714117619
2006-03-24,15692464307
2006-03-27,15692464307
2006-03-28,15599664400
2006-03-29,15887344112
2006-03-30,15946117387
2006-03-31,20971699028
2006-04-03,20769492563
2006-04-04,20963445703
2006-04-05,21293578706
2006-04-06,21050105616
2006-04-07,20653946012
2006-04-10,20641566025
2006-04-11,20546652786
2006-04-12,20546652786
2006-04-13,20480626186
2006-04-17,20402219597
2006-04-18,20604426062
2006-04-19,20682832650
2006-04-20,20975825690
2006-04-21,20955192378
2006-04-24,21078992254
2006-04-25,20575539424
2006-04-26,20472372860
2006-04-27,20769492563
2006-04-28,20946939053
2006-05-01,20835519164
2006-05-02,20748859251
2006-05-03,20497132836
2006-05-04,20526019473
2006-05-05,21000585666
2006-05-08,21004712328
2006-05-09,20790125876
2006-05-10,20633312700
2006-05-11,20360952972
2006-05-12,20084466582
2006-05-15,20162873170
2006-05-16,19985426681
2006-05-17,19597520402
2006-05-18,19659420340
2006-05-19,19812106854
2006-05-22,20129859870
2006-05-23,19630533702
2006-05-24,19667673665
2006-05-25,19820360179
2006-05-26,20142239857
2006-05-30,20171126495
2006-05-31,20303179696
2006-06-01,20220646446
2006-06-02,20719972613
2006-06-05,20546652786
2006-06-06,20641566025
2006-06-07,20402219597
2006-06-08,20670452662
2006-06-09,20810759189
2006-06-12,20934559065
2006-06-13,20616806049
2006-06-14,20468246198
2006-06-15,21004712328
2006-06-16,20926305740
2006-06-19,20719972613
2006-06-20,20719972613
2006-06-21,20546652786
2006-06-22,20509512823
2006-06-23,20488879511
2006-06-26,20517766148
2006-06-27,20517766148
2006-06-28,20414599585
2006-06-29,21359605307
2006-06-30,21401578598
2006-07-03,21547878452
2006-07-05,21372318627
2006-07-06,21175858824
2006-07-07,21305438694
2006-07-10,21351418648
2006-07-11,21447558552
2006-07-12,21292898707
2006-07-13,21451738548
2006-07-14,21447558552
2006-07-17,21343058656
2006-07-18,21430838569
2006-07-19,21673278326
2006-07-20,21811218188
2006-07-21,21882278117
2006-07-24,21911538088
2006-07-25,22124717875
2006-07-26,22304457695
2006-07-27,22099637900
2006-07-28,22212497787
2006-07-31,22095457904
2006-08-01,22459117540
2006-08-02,22296097703
2006-08-03,22354617645
2006-08-04,22174877825
2006-08-07,21794498205
2006-08-08,22087097912
2006-08-09,21644018355
2006-08-10,21656558343
2006-08-11,21627298372
2006-08-14,21606398393
2006-08-15,21756878243
2006-08-16,21614758385
2006-08-17,21673278326
2006-08-18,21869738130
2006-08-21,21832118167
2006-08-22,21932438067
2006-08-23,21606398393
2006-08-24,21497718502
2006-08-25,21460098539
2006-08-28,21510258489
2006-08-29,21648198351
2006-08-30,21510258489
2006-08-31,21861378138
2006-09-01,21961698038
2006-09-05,21606398393
2006-09-06,21685818314
2006-09-07,21773598226
2006-09-08,22041117958
2006-09-11,21986778013
2006-09-12,22041117958
2006-09-13,22007677992
2006-09-14,21999318000
2006-09-15,22128897871
2006-09-18,22020217979
2006-09-19,22087097912
2006-09-20,21919898080
2006-09-21,21949158050
2006-09-22,21911538088
2006-09-25,22145617854
2006-09-26,22107997891
2006-09-27,22321177678
2006-09-28,22342077657
2006-09-29,22007677992
2006-10-02,22366197633
2006-10-03,22827097172
2006-10-04,22848047151
2006-10-05,22571507428
2006-10-06,22462567537
2006-10-09,22462567537
2006-10-10,22403907596
2006-10-11,22491897508
2006-10-12,22630167369
2006-10-13,22387147612
2006-10-16,22336867663
2006-10-17,22621787378
2006-10-18,22781007218
2006-10-19,23044976955
2006-10-20,23292186707
2006-10-23,23258666741
2006-10-24,23061736938
2006-10-25,23375986623
2006-10-26,23204196795
2006-10-27,23212576787
2006-10-30,23229336770
2006-10-31,23112016887
2006-11-01,23229336770
2006-11-02,23003076996
2006-11-03,22709777290
2006-11-06,22424857575
2006-11-07,22395527604
2006-11-08,22693017306
2006-11-09,22722347277
2006-11-10,23032406967
2006-11-13,23170676829
2006-11-14,23233526766
2006-11-15,22944417055
2006-11-16,23007266992
2006-11-17,23153916846
2006-11-20,23044976955
2006-11-21,22856427143
2006-11-22,22898327101
2006-11-24,22885757114
2006-11-27,22462567537
2006-11-28,22806147193
2006-11-29,23091066908
2006-11-30,23170676829
2006-12-01,23149726850
2006-12-04,23899736100
2006-12-05,23878786121
2006-12-06,23732136267
2006-12-07,23673476326
2006-12-08,23887166112
2006-12-11,24201415798
2006-12-12,24281025718
2006-12-13,24725165274
2006-12-14,24570135429
2006-12-15,24477955522
2006-12-18,24230745769
2006-12-19,24255885744
2006-12-20,23996106003
2006-12-21,24176275823
2006-12-22,24117615882
2006-12-26,24243315756
2006-12-27,24230745769
2006-12-28,24117615882
2006-12-29,24255885744
2007-01-03,24058955941
2007-01-04,24109235890
2007-01-05,23556156443
2007-01-08,23593866406
2007-01-09,23480736519
2007-01-10,23380176619
2007-01-11,23443026556
2007-01-12,23329896670
2007-01-16,23405316594
2007-01-17,23367606632
2007-01-18,23480736519
2007-01-19,23556156443
2007-01-22,23430456569
2007-01-23,23468166531
2007-01-24,23568726431
2007-01-25,23782416217
2007-01-26,23983536016
2007-01-29,24121805878
2007-01-30,24473765526
2007-01-31,24750305249
2007-02-01,24951425048
2007-02-02,25127404872
2007-02-05,25504504495
2007-02-06,25215394784
2007-02-07,25127404872
2007-02-08,25341094658
2007-02-09,25341094658
2007-02-12,25391374608
2007-02-13,25630204369
2007-02-14,25215394784
2007-02-15,25139974860
2007-02-16,25089694910
2007-02-20,25077124922
2007-02-21,25077124922
2007-02-22,24913715086
2007-02-23,25026844973
2007-02-26,25152544847
2007-02-27,24662315337
2007-02-28,24737735262
2007-03-01,24901145098
2007-03-02,24498905501
2007-03-05,24033815966
2007-03-06,24574325425
2007-03-07,24561755438
2007-03-08,24436055563
2007-03-09,24197225802
2007-03-12,24624605375
2007-03-13,24310355689
2007-03-14,24373205626
2007-03-15,24725165274
2007-03-16,24586895413
2007-03-19,24750305249
2007-03-20,25403944596
2007-03-21,25667914332
2007-03-22,25567354432
2007-03-23,25504504495
2007-03-26,25680484319
2007-03-27,25529644470
2007-03-28,25542214457
2007-03-29,25730764269
2007-03-30,25504504495
2007-04-02,26094573905
2007-04-03,26170173829
2007-04-04,25855174144
2007-04-05,26044173955
2007-04-09,26220573779
2007-04-10,26245773754
2007-04-11,25779574220
2007-04-12,25590574409
2007-04-13,25666174333
2007-04-16,25981174018
2007-04-17,26018973981
2007-04-18,26384373615
2007-04-19,26044173955
2007-04-20,26371773628
2007-04-23,26321373678
2007-04-24,26384373615
2007-04-25,26459973540
2007-04-26,26056773943
2007-04-27,26081973918
2007-04-30,25855174144
2007-05-01,26069373930
2007-05-02,26207973792
2007-05-03,26119773880
2007-05-04,25993774006
2007-05-07,26308773691
2007-05-08,26031573968
2007-05-09,25628374371
2007-05-10,25388974611
2007-05-11,25552774447
2007-05-14,25880374119
2007-05-15,25779574220
2007-05-16,25779574220
2007-05-17,25817374182
2007-05-18,25703974296
2007-05-21,25691374308
2007-05-22,25565374434
2007-05-23,25124374875
2007-05-24,24469175530
2007-05-25,24179375820
2007-05-29,24431375568
2007-05-30,24683375316
2007-05-31,24620375379
2007-06-01,24456575543
2007-06-04,24368375631
2007-06-05,24217175782
2007-06-06,24040775959
2007-06-07,23158776841
2007-06-08,23158776841
2007-06-11,23410776589
2007-06-12,22994977005
2007-06-13,23536776463
2007-06-14,23486376513
2007-06-15,23914776085
2007-06-18,23536776463
2007-06-19,23801376198
2007-06-20,23196576803
2007-06-21,23549376450
2007-06-22,22982377017
2007-06-25,22969777030
2007-06-26,22944577055
2007-06-27,23120976879
2007-06-28,22982377017
2007-06-29,23057976942
2007-07-02,23309976690
2007-07-03,23335176664
2007-07-05,23209176790
2007-07-06,22831177168
2007-07-09,22944577055
2007-07-10,22604377395
2007-07-11,22730377269
2007-07-12,22982377017
2007-07-13,23057976942
2007-07-16,22705177294
2007-07-17,22604377395
2007-07-18,22730377269
2007-07-19,22742977257
2007-07-20,22629577370
2007-07-23,22692577307
2007-07-24,22163377836
2007-07-25,22264177735
2007-07-26,22125577874
2007-07-27,21684578315
2007-07-30,21659378340
2007-07-31,21457778542
2007-08-01,22201177798
2007-08-02,22654777345
2007-08-03,21558578441
2007-08-06,22553977446
2007-08-07,23763576236
2007-08-08,24620375379
2007-08-09,24443975556
2007-08-10,24582575417
2007-08-13,23939976060
2007-08-14,23372976627
2007-08-15,22730377269
2007-08-16,22969777030
2007-08-17,23133576866
2007-08-20,23057976942
2007-08-21,23158776841
2007-08-22,23297376702
2007-08-23,23284776715
2007-08-24,23360376639
2007-08-27,22453177546
2007-08-28,22314577685
2007-08-29,23108376891
2007-08-30,22768177231
2007-08-31,23108376891
2007-09-04,23574576425
2007-09-05,23171376828
2007-09-06,23624976375
2007-09-07,23662776337
2007-09-10,23574576425
2007-09-11,23435976564
2007-09-12,23511576488
2007-09-13,23536776463
2007-09-14,23511576488
2007-09-17,23372976627
2007-09-18,23839176160
2007-09-19,24053375946
2007-09-20,23549376450
2007-09-21,23637576362
2007-09-24,23549376450
2007-09-25,23750976249
2007-09-26,23939976060
2007-09-27,23839176160
2007-09-28,23549376450
2007-10-01,24034865965
2007-10-02,24123275876
2007-10-03,24262205737
2007-10-04,24375875624
2007-10-05,24540065459
2007-10-08,24300095699
2007-10-09,24401135598
2007-10-10,24199055800
2007-10-11,23870676129
2007-10-12,24098015901
2007-10-15,23858046141
2007-10-16,23946456053
2007-10-17,23706486293
2007-10-18,23757006242
2007-10-19,23251806748
2007-10-22,23441256558
2007-10-23,23415996583
2007-10-24,23554926445
2007-10-25,23630706369
2007-10-26,23744376255
2007-10-29,24047495952
2007-10-30,23959086040
2007-10-31,24211685788
2007-11-01,23769636230
2007-11-02,24034865965
2007-11-05,24451655548
2007-11-06,24540065459
2007-11-07,24034865965
2007-11-08,24628475371
2007-11-09,24565325434
2007-11-12,24464285535
2007-11-13,24780035219
2007-11-14,24224315775
2007-11-15,24337985661
2007-11-16,24552695447
2007-11-19,24729515270
2007-11-20,25133674866
2007-11-21,25045264954
2007-11-23,25146304853
2007-11-26,24843185156
2007-11-27,24868445131
2007-11-28,25184194815
2007-11-29,24969485030
2007-11-30,24994745005
2007-12-03,25045264954
2007-12-04,25525204474
2007-12-05,25828324171
2007-12-06,25929364070
2007-12-07,25967254032
2007-12-10,26017773982
2007-12-11,25474684525
2007-12-12,25803064196
2007-12-13,26093553906
2007-12-14,25840954159
2007-12-17,25462054537
2007-12-18,25765174234
2007-12-19,25525204474
2007-12-20,25689394310
2007-12-21,25878844121
2007-12-24,25916734083
2007-12-26,25967254032
2007-12-27,25563094436
2007-12-28,25664134335
2007-12-31,25535194464
2008-01-02,25003474996
2008-01-03,25079434920
2008-01-04,25066774933
2008-01-07,25712434287
2008-01-08,25636474363
2008-01-09,25914994084
2008-01-10,25877014122
2008-01-11,25547854452
2008-01-14,25636474363
2008-01-15,25206034793
2008-01-16,25256674743
2008-01-17,24522395477
2008-01-18,24256535743
2008-01-22,23433636566
2008-01-23,24041315958
2008-01-24,23294376705
2008-01-25,22724677275
2008-01-28,23205756794
2008-01-29,23231076768
2008-01-30,23294376705
2008-01-31,23610876389
2008-02-01,23914716085
2008-02-04,24357815642
2008-02-05,23446296553
2008-02-06,23851416148
2008-02-07,23281716718
2008-02-08,23281716718
2008-02-11,23420976579
2008-02-12,23674176325
2008-02-13,23319696680
2008-02-14,22990537009
2008-02-15,22889257110
2008-02-19,23003196996
2008-02-20,23142456857
2008-02-21,22674037325
2008-02-22,23066496933
2008-02-25,23294376705
2008-02-26,23307036692
2008-02-27,23104476895
2008-02-28,22699357300
2008-02-29,22205617794
2008-03-03,22395517604
2008-03-04,22408177591
2008-03-05,22306897693
2008-03-06,21851138148
2008-03-07,21699218300
2008-03-10,21673898326
2008-03-11,22522117477
2008-03-12,22192957807
2008-03-13,22471477528
2008-03-14,22154977845
2008-03-17,22712017287
2008-03-18,22965217034
2008-03-19,22471477528
2008-03-20,23091816908
2008-03-24,22800637199
2008-03-25,22534777465
2008-03-26,22712017287
2008-03-27,22534777465
2008-03-28,22420837579
2008-03-31,22562377437
2008-04-01,22916297083
2008-04-02,23131176868
2008-04-03,22992137007
2008-04-04,22903657096
2008-04-07,23093256906
2008-04-08,23270216729
2008-04-09,23219656780
2008-04-10,23194376805
2008-04-11,22979497020
2008-04-14,22802537197
2008-04-15,22802537197
2008-04-16,23320776679
2008-04-17,23156456843
2008-04-18,23244936755
2008-04-21,23093256906
2008-04-22,22853097146
2008-04-23,23244936755
2008-04-24,23030056969
2008-04-25,23346056653
2008-04-28,23105896894
2008-04-29,23004776995
2008-04-30,23143816856
2008-05-01,23598856401
2008-05-02,24003335996
2008-05-05,23674696325
2008-05-06,23712616287
2008-05-07,23346056653
2008-05-08,23447176552
2008-05-09,23333416666
2008-05-12,23649416350
2008-05-13,23497736502
2008-05-14,23876936123
2008-05-15,23409256590
2008-05-16,23434536565
2008-05-19,23674696325
2008-05-20,23497736502
2008-05-21,23434536565
2008-05-22,23548296451
2008-05-23,23017416982
2008-05-27,23131176868
2008-05-28,23257576742
2008-05-29,23282856717
2008-05-30,23358696641
2008-06-02,22891017108
2008-06-03,22714057285
2008-06-04,22941577058
2008-06-05,22966857033
2008-06-06,22360137639
2008-06-09,22878377121
2008-06-10,22638217361
2008-06-11,22676137323
2008-06-12,22549737450
2008-06-13,22941577058
2008-06-16,23004776995
2008-06-17,23004776995
2008-06-18,22878377121
2008-06-19,22903657096
2008-06-20,22334857665
2008-06-23,22423337576
2008-06-24,22195817804
2008-06-25,22423337576
2008-06-26,21778698221
2008-06-27,21576458423
2008-06-30,21985678014
2008-07-01,21846528153
2008-07-02,21833878166
2008-07-03,21644128355
2008-07-07,21732678267
2008-07-08,22112177887
2008-07-09,22150127849
2008-07-10,22074227925
2008-07-11,22010977989
2008-07-14,21757978242
2008-07-15,21833878166
2008-07-16,21606178393
2008-07-17,21732678267
2008-07-18,21985678014
2008-07-21,21960378039
2008-07-22,21960378039
2008-07-23,21783278216
2008-07-24,21909778090
2008-07-25,21745328254
2008-07-28,21631478368
2008-07-29,21846528153
2008-07-30,22162777837
2008-07-31,22238677761
2008-08-01,21720028279
2008-08-04,21973028026
2008-08-05,22339877660
2008-08-06,22061577938
2008-08-07,22036277963
2008-08-08,22997677002
2008-08-11,23453076546
2008-08-12,22580227419
2008-08-13,22466377533
2008-08-14,22226027773
2008-08-15,22491677508
2008-08-18,22630827369
2008-08-19,22377827622
2008-08-20,22390477609
2008-08-21,22339877660
2008-08-22,22554927445
2008-08-25,22251327748
2008-08-26,22390477609
2008-08-27,22428427571
2008-08-28,22567577432
2008-08-29,22061577938
2008-09-02,21935078064
2008-09-03,21656778343
2008-09-04,21871828128
2008-09-05,21897128102
2008-09-08,22605527394
2008-09-09,22896477103
2008-09-10,22605527394
2008-09-11,23048276951
2008-09-12,23149476850
2008-09-15,22592877407
2008-09-16,22820577179
2008-09-17,21985678014
2008-09-18,23516326483
2008-09-19,22732027267
2008-09-22,22732027267
2008-09-23,22352527647
2008-09-24,22580227419
2008-09-25,22732027267
2008-09-26,22807927192
2008-09-29,22276627723
2008-09-30,22101217898
2008-10-01,22583057416
2008-10-02,22240697759
2008-10-03,22012457987
2008-10-06,21695458304
2008-10-07,21517938482
2008-10-08,21467218532
2008-10-09,19210180789
2008-10-10,18297221702
2008-10-13,20731779268
2008-10-14,19932940067
2008-10-15,18779061220
2008-10-16,19692020307
2008-10-17,19210180789
2008-10-20,21150218849
2008-10-21,19907580092
2008-10-22,19590580409
2008-10-23,20795179204
2008-10-24,19818820181
2008-10-27,19932940067
2008-10-28,21150218849
2008-10-29,20592299407
2008-10-30,21340418659
2008-10-31,20769819230
2008-11-03,21137538862
2008-11-04,21454538545
2008-11-05,19806140193
2008-11-06,19856860143
2008-11-07,20604979395
2008-11-10,20186539813
2008-11-11,20085099914
2008-11-12,19400380599
2008-11-13,20427459572
2008-11-14,19831500168
2008-11-17,19514500485
2008-11-18,19882220117
2008-11-19,18905861094
2008-11-20,18550821449
2008-11-21,19070700929
2008-11-24,19590580409
2008-11-25,19438420561
2008-11-26,19197500802
2008-11-28,19730060269
2008-12-01,18690301309
2008-12-02,18385981614
2008-12-03,18715661284
2008-12-04,18500101499
2008-12-05,18943901056
2008-12-08,18943901056
2008-12-09,18398661601
2008-12-10,18664941335
2008-12-11,18462061537
2008-12-12,18538141461
2008-12-15,18398661601
2008-12-16,18943901056
2008-12-17,18525461474
2008-12-18,18728341271
2008-12-19,18614221385
2008-12-22,18817101182
2008-12-23,18309901690
2008-12-24,18525461474
2008-12-26,18449381550
2008-12-29,18576181423
2008-12-30,18943901056
2008-12-31,19242800757
2009-01-02,19742780257
2009-01-05,20217119782
2009-01-06,19665860334
2009-01-07,19717140282
2009-01-08,19755600244
2009-01-09,19576120423
2009-01-12,19704320295
2009-01-13,19435100564
2009-01-14,19217160782
2009-01-15,19050500949
2009-01-16,19255620744
2009-01-20,19076140923
2009-01-21,19037680962
2009-01-22,19050500949
2009-01-23,19101780898
2009-01-26,19435100564
2009-01-27,19614580385
2009-01-28,19742780257
2009-01-29,19755600244
2009-01-30,19422280577
2009-02-02,19242800757
2009-02-03,19294080705
2009-02-04,19691500308
2009-02-05,19832520167
2009-02-06,20101739898
2009-02-09,20076099923
2009-02-10,19499200500
2009-02-11,19153060846
2009-02-12,19076140923
2009-02-13,18896661103
2009-02-17,18089001910
2009-02-18,18473601526
2009-02-19,18588981411
2009-02-20,18153101846
2009-02-23,17832602167
2009-02-24,18345401654
2009-02-25,18165921834
2009-02-26,17665942334
2009-02-27,17268522731
2009-03-02,16563423436
2009-03-03,15666024333
2009-03-04,15922424077
2009-03-05,15435264564
2009-03-06,15576284423
2009-03-09,15140404859
2009-03-10,15883964116
2009-03-11,16089083910
2009-03-12,16217283782
2009-03-13,16486503513
2009-03-16,16871103128
2009-03-17,17332622667
2009-03-18,17935162064
2009-03-19,18165921834
2009-03-20,18230021769
2009-03-23,18832561167
2009-03-24,18204381795
2009-03-25,18255661744
2009-03-26,18537701462
2009-03-27,18319761680
2009-03-30,18089001910
2009-03-31,18444141555
2009-04-01,18366861633
2009-04-02,18263821736
2009-04-03,18276701723
2009-04-06,18109261890
2009-04-07,17722862277
2009-04-08,18019101980
2009-04-09,17980462019
