,QRVO
2019-08-20,8496439640
2019-08-21,8685998860
2019-08-22,8546446059
2019-08-23,8180119960
2019-08-26,8233615200
2019-08-27,8165001739
2019-08-28,8090573579
2019-08-29,8316183940
2019-08-30,8306880420
2019-09-03,8173142320
2019-09-04,8416196780
2019-09-05,8741819980
2019-09-06,8774382300
2019-09-09,8838344000
2019-09-10,8931379200
2019-09-11,8869743380
2019-09-12,9047673200
2019-09-13,9013947940
2019-09-16,8980222680
2019-09-17,8879046900
2019-09-18,8919749800
2019-09-19,8744145860
2019-09-20,8836018120
2019-09-23,8996503840
2019-09-24,8922075680
2019-09-25,8946497420
2019-09-26,8733679400
2019-09-27,8516209620
2019-09-30,8580815320
2019-10-01,8468549460
2019-10-02,8260221060
2019-10-03,8429198540
2019-10-04,8666461440
2019-10-07,8559982479
2019-10-08,8386375479
2019-10-09,8482438020
2019-10-10,8888678400
2019-10-11,8953491680
2019-10-14,8951176920
2019-10-15,9240521920
2019-10-16,9151403660
2019-10-17,9138672480
2019-10-18,8980111420
2019-10-21,9114367500
2019-10-22,9065757540
2019-10-23,9106265840
2019-10-24,9190754580
2019-10-25,9145616760
2019-10-28,9296076160
2019-10-29,9241679300
2019-10-30,9241679300
2019-10-31,9358574680
2019-11-01,11252048360
2019-11-04,11748564380
2019-11-05,11724259400
2019-11-06,11735833200
2019-11-07,11725416780
2019-11-08,12041381520
2019-11-11,11838840020
2019-11-12,11872404040
2019-11-13,12024020820
2019-11-14,12002030600
2019-11-15,12007817500
2019-11-18,11949948500
2019-11-19,11902495920
2019-11-20,11792544820
2019-11-21,11677964200
2019-11-22,11772869360
2019-11-25,12072630780
2019-11-26,12049483180
2019-11-27,12155962140
2019-11-29,12061056980
2019-12-02,11917541860
2019-12-03,11821479320
2019-12-04,12040224140
2019-12-05,12245080400
2019-12-06,12339985560
2019-12-09,12550628720
2019-12-10,12714976680
2019-12-11,13175613920
2019-12-12,13350378300
2019-12-13,13125846580
2019-12-16,13309870000
2019-12-17,13234640300
2019-12-18,13343434020
2019-12-19,13573752640
2019-12-20,13503152460
2019-12-23,13534401720
2019-12-24,13652454480
2019-12-26,13610788800
2019-12-27,13522827920
2019-12-30,13320571250
2019-12-31,13322863750
2020-01-02,13291915000
2020-01-03,12876972500
2020-01-06,12796735000
2020-01-07,12749738750
2020-01-08,12943455000
2020-01-09,12833415000
2020-01-10,13000767500
2020-01-13,13266697500
2020-01-14,13286183750
2020-01-15,12895312500
2020-01-16,13044325000
2020-01-17,13152072500
2020-01-21,13166973750
2020-01-22,13334326250
2020-01-23,13603695000
2020-01-24,12997328750
2020-01-27,12606457500
2020-01-28,13016815000
2020-01-29,12903336250
2020-01-30,12813928750
2020-01-31,12134202500
2020-02-03,12329065000
2020-02-04,12366891250
2020-02-05,12760055000
2020-02-06,12582386250
2020-02-07,12052818750
2020-02-10,12075743750
2020-02-11,12447128750
2020-02-12,12807051250
2020-02-13,12513611250
2020-02-14,12152542500
2020-02-18,11832738750
2020-02-19,11948510000
2020-02-20,11641315000
2020-02-21,11255028750
2020-02-24,11042972500
2020-02-25,11072775000
2020-02-26,11018901250
2020-02-27,10866450000
2020-02-28,11528982500
2020-03-02,11512935000
2020-03-03,11267637500
2020-03-04,11735307500
2020-03-05,11153012500
2020-03-06,10816015000
2020-03-09,10310518750
2020-03-10,11004000000
2020-03-11,10232573750
2020-03-12,8805492500
2020-03-13,9605575000
2020-03-16,8103987500
2020-03-17,9156245000
2020-03-18,8369917500
2020-03-19,8465056249
2020-03-20,8121181249
2020-03-23,7950390000
2020-03-24,9031303750
2020-03-25,8910947500
2020-03-26,9570041250
2020-03-27,9249091250
2020-03-30,9317563920
2020-03-31,9220363020
2020-04-01,8528521320
2020-04-02,8766377640
2020-04-03,8398157760
2020-04-06,9446783940
2020-04-07,9359874900
2020-04-08,9951085080
2020-04-09,9503960940
2020-04-13,9689214420
2020-04-14,10272419820
2020-04-15,9669774240
2020-04-16,9928214280
2020-04-17,9865319580
2020-04-20,9693788580
2020-04-21,9283257720
2020-04-22,9900769320
2020-04-23,9828726300
2020-04-24,10279281060
2020-04-27,10438233120
2020-04-28,10650931560
2020-04-29,11365644060
2020-04-30,11210122620
2020-05-01,10652075100
2020-05-04,10765285560
2020-05-05,11173529340
2020-05-06,11240998200
2020-05-07,11529170280
2020-05-08,11778462000
2020-05-11,11652672600
2020-05-12,11512017180
2020-05-13,11130074820
2020-05-14,11299318740
2020-05-15,10830467340
2020-05-18,11325620160
2020-05-19,11244428820
2020-05-20,11816198820
2020-05-21,11317615380
2020-05-22,11611505160
2020-05-26,11802476340
2020-05-27,12084930720
2020-05-28,11523452580
2020-05-29,11977437960
2020-06-01,11959141320
2020-06-02,12542346720
2020-06-03,12920858460
2020-06-04,12967743600
2020-06-05,13227327180
2020-06-08,13443456240
2020-06-09,13211317620
2020-06-10,13135843980
2020-06-11,12280476060
2020-06-12,12453150600
2020-06-15,12546920880
2020-06-16,12873973320
2020-06-17,12880834560
2020-06-18,12721882500
2020-06-19,12784777200
2020-06-22,12836236500
2020-06-23,12798499680
2020-06-24,12409696080
2020-06-25,12461155380
2020-06-26,12278188980
2020-06-29,12258944730
2020-06-30,12612688830
2020-07-01,12353656860
2020-07-02,12586443300
2020-07-06,12966432930
2020-07-07,12896825220
2020-07-08,12897966330
2020-07-09,12907095210
2020-07-10,12781573110
2020-07-13,12653768790
2020-07-14,12851180820
2020-07-15,12876285240
2020-07-16,12743916480
2020-07-17,13006371780
2020-07-20,13281379290
2020-07-21,13321318140
2020-07-22,13514165730
2020-07-23,13482214650
2020-07-24,12771303120
2020-07-27,13139881650
2020-07-28,12939046290
2020-07-29,13154716080
2020-07-30,14682662369
2020-07-31,14623324650
2020-08-03,15213849074
2020-08-04,14977068750
2020-08-05,15247511820
2020-08-06,15431230529
2020-08-07,14945117670
2020-08-10,14773951170
2020-08-11,14562845820
2020-08-12,14997608730
2020-08-13,15062652000
2020-08-14,15026136480
2020-08-17,15269192910
2020-08-18,15132259710
2020-08-19,15115143060
2020-08-20,14916589920
2020-08-21,14910884369
2020-08-24,15055805340
2020-08-25,15059228670
2020-08-26,15006737609
2020-08-27,14508072540
2020-08-28,14754552300
2020-08-31,14637017970
2020-09-01,15003314279
2020-09-02,15367328369
2020-09-03,13857639840
2020-09-04,13566656790
2020-09-08,13021206210
2020-09-09,14002560810
2020-09-10,13859922060
2020-09-11,14031088560
2020-09-14,14017395240
2020-09-15,14833288890
2020-09-16,14700920130
2020-09-17,14868663300
2020-09-18,14608490220
2020-09-21,14554858050
2020-09-22,14972504310
2020-09-23,14351740470
2020-09-24,14262733890
2020-09-25,14335764930
2020-09-28,14655275730
2020-09-29,14922295470
2020-09-30,14721460109
2020-10-01,15415254990
2020-10-02,14899473270
2020-10-05,15329354700
2020-10-06,14851232920
2020-10-07,15254577359
2020-10-08,15341817590
2020-10-09,15620533130
2020-10-12,15608070239
2020-10-13,15314625829
2020-10-14,15312359850
2020-10-15,15404132040
2020-10-16,15268173239
2020-10-19,15243247460
2020-10-20,15369009350
2020-10-21,15324822739
2020-10-22,15295365000
2020-10-23,15374674299
2020-10-26,15233050549
2020-10-27,14873892720
2020-10-28,14157843040
2020-10-29,14696013290
2020-10-30,14429760640
2020-11-02,14495474060
2020-11-03,14554389540
2020-11-04,15152608260
2020-11-05,16619830310
2020-11-06,16685543730
2020-11-09,16935934519
2020-11-10,15967228070
2020-11-11,16796576750
2020-11-12,16617564329
2020-11-13,16726331370
2020-11-16,17037903620
2020-11-17,16818103560
2020-11-18,16356976630
2020-11-19,16639091140
2020-11-20,16699139609
2020-11-23,16904210799
2020-11-24,17193123250
2020-11-25,16795443760
2020-11-27,17007312890
2020-11-30,17751687320
2020-12-01,18102914220
2020-12-02,18076855450
2020-12-03,18029269870
2020-12-04,18733989650
2020-12-07,18914135060
2020-12-08,19256298040
2020-12-09,18170893620
2020-12-10,17938630670
2020-12-11,17293959360
2020-12-14,17505828490
2020-12-15,17955625520
2020-12-16,18014541000
2020-12-17,18082520400
2020-12-18,18429215340
2020-12-21,18253601890
2020-12-22,18497194740
2020-12-23,18705664900
2020-12-24,18933395890
2020-12-28,18857485560
2020-12-29,18554977230
2020-12-30,18962853630
2020-12-31,18838224730
2021-01-04,18525756630
2021-01-05,19050272250
2021-01-06,19359804000
2021-01-07,20099303490
2021-01-08,20192725800
2021-01-11,20570917320
2021-01-12,20521392240
2021-01-13,20268138990
2021-01-14,20703734580
2021-01-15,19955230530
2021-01-19,20898458190
2021-01-20,20938978710
2021-01-21,20723994840
2021-01-22,20334547620
2021-01-25,20363812440
2021-01-26,19690721580
2021-01-27,18643941480
2021-01-28,19112178600
2021-01-29,19233740160
2021-02-01,20631698100
2021-02-02,20184846810
2021-02-03,19804404150
2021-02-04,18874683330
2021-02-05,18812776980
2021-02-08,19220233320
2021-02-09,19005249450
2021-02-10,18928710690
2021-02-11,19658080050
2021-02-12,19810032000
2021-02-16,19925965710
2021-02-17,19653577770
2021-02-18,19261879410
2021-02-19,20191600230
2021-02-22,19391319960
2021-02-23,19384566540
2021-02-24,20164586550
2021-02-25,19016505150
2021-02-26,19667084610
2021-03-01,20520266670
2021-03-02,19973239650
2021-03-03,19321534620
2021-03-04,18610174380
2021-03-05,19294520940
2021-03-08,18335535300
2021-03-09,19235991300
2021-03-10,18613551090
2021-03-11,19691847150
2021-03-12,19426212630
2021-03-15,20067787530
2021-03-16,20321040780
2021-03-17,20771268780
2021-03-18,19819036560
2021-03-19,20243376450
2021-03-22,20629446960
2021-03-23,19851678090
2021-03-24,19336167030
2021-03-25,19389068820
2021-03-26,20541652500
2021-03-29,20135321730
2021-03-30,19993499910
2021-03-31,20564163900
2021-04-01,21712245300
2021-04-05,22216996320
2021-04-06,21842829480
2021-04-07,21698315940
2021-04-08,21679271520
2021-04-09,21493308360
2021-04-12,21571726560
2021-04-13,21556042920
2021-04-14,21268136100
2021-04-15,21603093840
2021-04-16,21539239020
2021-04-19,21110179440
2021-04-20,20607182700
2021-04-21,21196439460
2021-04-22,20954463300
2021-04-23,21724081920
2021-04-26,22289813220
2021-04-27,22223717880
2021-04-28,22074723300
2021-04-29,22353668040
2021-04-30,21079932420
2021-05-03,20673278040
2021-05-04,20434662660
2021-05-05,20451466560
2021-05-06,20690081940
2021-05-07,20632948680
2021-05-10,19209098220
2021-05-11,19269592260
2021-05-12,18523499100
2021-05-13,18691538100
2021-05-14,19157566260
2021-05-17,19165408080
2021-05-18,19052261820
2021-05-19,19509327900
2021-05-20,19909260720
2021-05-21,19779310560
2021-05-24,20011204380
2021-05-25,20234136120
2021-05-26,20105306220
2021-05-27,20740493640
2021-05-28,20469390720
2021-06-01,20498517480
2021-06-02,20759538060
2021-06-03,20273345220
2021-06-04,20697923760
2021-06-07,20597100360
2021-06-08,20643031020
2021-06-09,20338320300
2021-06-10,20490675660
2021-06-11,20535486060
2021-06-14,20718088440
2021-06-15,20378649660
2021-06-16,20356244460
2021-06-17,20313674580
2021-06-18,19513808940
2021-06-21,19743462240
2021-06-22,19745702760
2021-06-23,19927184880
2021-06-24,20488435140
2021-06-25,20539967100
2021-06-28,20985830580
2021-06-29,21919007160
2021-06-30,21917886900
2021-07-01,21641182680
2021-07-02,21920127420
2021-07-06,21574100500
2021-07-07,21318720000
2021-07-08,21034470400
2021-07-09,21423092900
2021-07-12,21498596700
2021-07-13,21406437650
2021-07-14,21365354700
2021-07-15,21202133250
2021-07-16,20839048800
2021-07-19,20777979550
2021-07-20,21063339500
2021-07-21,21548562450
2021-07-22,21253209350
2021-07-23,21439748150
2021-07-26,21318720000
2021-07-27,20780200250
2021-07-28,21134401900
2021-07-29,21545231400
2021-07-30,21051125650
2021-08-02,21358692600
2021-08-03,21671811300
2021-08-04,21527465800
2021-08-05,21625176600
2021-08-06,21654045700
2021-08-09,21498596700
2021-08-10,21186588350
2021-08-11,21066670550
2021-08-12,20889014550
2021-08-13,20914552600
2021-08-16,20826834950
2021-08-17,20370481100
2021-08-18,19966313700
2021-08-19,20000734550
2021-08-20,20159514600
2021-08-23,20455978050
2021-08-24,20519268000
2021-08-25,20610316700
2021-08-26,20638075450
2021-08-27,21177705550
2021-08-30,21188809050
2021-08-31,20877911050
2021-09-01,20659172100
2021-09-02,20641406500
2021-09-03,20581447600
2021-09-07,20283873800
2021-09-08,19848616600
2021-09-09,19870823600
2021-09-10,19908575500
2021-09-13,20249452950
2021-09-14,20222804550
2021-09-15,19976306850
2021-09-16,20020720850
2021-09-17,19464435500
2021-09-20,18884832800
2021-09-21,19005860950
2021-09-22,19245696550
2021-09-23,19333414200
2021-09-24,19325641750
2021-09-27,19506628800
2021-09-28,19033619700
2021-09-29,18865956850
2021-09-30,18563941650
2021-10-01,18793784100
2021-10-04,17987571130
2021-10-05,18214623220
2021-10-06,18080805080
2021-10-07,18134551710
2021-10-08,18189395210
2021-10-11,17953568160
2021-10-12,17578438620
2021-10-13,17555404350
2021-10-14,18055577070
2021-10-15,18193782690
2021-10-18,18131261100
2021-10-19,18510778120
2021-10-20,18593043370
2021-10-21,18675308620
2021-10-22,18428512870
2021-10-25,18352828840
2021-10-26,18129067360
2021-10-27,18127970490
2021-10-28,18529424910
2021-10-29,18452644010
2021-11-01,18873842090
2021-11-02,18876035830
2021-11-03,19537448440
2021-11-04,16942254020
2021-11-05,17118850090
2021-11-08,17473139100
2021-11-09,17291058680
2021-11-10,16922510360
2021-11-11,17295446160
2021-11-12,17604763500
2021-11-15,17430361170
2021-11-16,17474235970
2021-11-17,17323964780
2021-11-18,17148465580
2021-11-19,17022325530
2021-11-22,16590158750
2021-11-23,16737139330
2021-11-24,16740429940
2021-11-26,16245741570
2021-11-29,16545187080
2021-11-30,16039530009
2021-12-01,16025270700
2021-12-02,16363106660
2021-12-03,16443178170
2021-12-06,16752495509
2021-12-07,17715547370
2021-12-08,17700191190
2021-12-09,17501657720
2021-12-10,17465461010
2021-12-13,17000388130
2021-12-14,16723976890
2021-12-15,16768948560
2021-12-16,16200769899
2021-12-17,16198576160
2021-12-20,16031851920
2021-12-21,16506796630
2021-12-22,16607708670
2021-12-23,16680102090
2021-12-27,17047553539
2021-12-28,17159434280
2021-12-29,17210987170
2021-12-30,17117753220
2021-12-31,17153949929
2022-01-03,16947887290
2022-01-04,17056316349
2022-01-05,16715083720
2022-01-06,16834143080
2022-01-07,16444011070
2022-01-10,16111282680
2022-01-11,16128291160
2022-01-12,16247350520
2022-01-13,15599965250
2022-01-14,15810445189
2022-01-18,15625477970
2022-01-19,15062072070
2022-01-20,14579456450
2022-01-21,14277555930
2022-01-24,14632607950
2022-01-25,14186135349
2022-01-26,14206332919
2022-01-27,13577019160
2022-01-28,13761986380
2022-01-31,14593275840
2022-02-01,14775053970
2022-02-02,15259795650
2022-02-03,13683322160
2022-02-04,13973529349
2022-02-07,13659935500
2022-02-08,13985222680
2022-02-09,14533746160
2022-02-10,14216963220
2022-02-11,13525993720
2022-02-14,13746040930
2022-02-15,14359409240
2022-02-16,14542250400
2022-02-17,14142551120
2022-02-18,14159559599
2022-02-22,13923566939
2022-02-23,13835335450
2022-02-24,14552880700
2022-02-25,14644301279
2022-02-28,14540124340
2022-03-01,14096840830
2022-03-02,14576267360
2022-03-03,14005420250
2022-03-04,13780057890
2022-03-07,13147555040
2022-03-08,13727969419
2022-03-09,13751356080
2022-03-10,13341026500
2022-03-11,13142239890
2022-03-14,12608598830
2022-03-15,12911562380
2022-03-16,13518552510
2022-03-17,13692889430
2022-03-18,13911873610
2022-03-21,13705645790
2022-03-22,13822579090
2022-03-23,13358034980
2022-03-24,13893802099
2022-03-25,13912936640
2022-03-28,13698204580
2022-03-29,14020302669
2022-03-30,13546191290
2022-03-31,13192202300
2022-04-01,12916877530
2022-04-04,12761456600
2022-04-05,12187919600
2022-04-06,11892367200
2022-04-07,11812795400
2022-04-08,11825196200
2022-04-11,11871699200
2022-04-12,11791094000
2022-04-13,11998807400
2022-04-14,11716689200
2022-04-18,11941970400
2022-04-19,12125915600
2022-04-20,11963671800
2022-04-21,11738390600
2022-04-22,11542044600
2022-04-25,11843797400
2022-04-26,11299195600
2022-04-27,11395301800
2022-04-28,12099047200
2022-04-29,11758025200
2022-05-02,12355330400
2022-05-03,12408033800
2022-05-04,12332595600
2022-05-05,11247525600
2022-05-06,11069780800
2022-05-09,10619218400
2022-05-10,10876535000
2022-05-11,10424939200
2022-05-12,10453874400
2022-05-13,10831065400
2022-05-16,10594416800
2022-05-17,11173120800
2022-05-18,10813497600
2022-05-19,10833132200
2022-05-20,11223757400
2022-05-23,10946806200
2022-05-24,10557214400
2022-05-25,10786629200
2022-05-26,11210323200
2022-05-27,11593714600
2022-05-31,11548245000
2022-06-01,11325030600
2022-06-02,11714622400
2022-06-03,11270260400
2022-06-06,11349832200
2022-06-07,11526543600
2022-06-08,11303329200
2022-06-09,10864134200
2022-06-10,10463175000
2022-06-13,9714993400
2022-06-14,9988844400
2022-06-15,10181056800
2022-06-16,9623020800
2022-06-17,9830734200
2022-06-21,9947508400
2022-06-22,9843135000
2022-06-23,9815233200
2022-06-24,10113885800
2022-06-27,10313332000
2022-06-28,10184157000
2022-06-29,9901005400
2022-06-30,9747028800
2022-07-01,9555849800
2022-07-05,9822350640
2022-07-06,9995854340
2022-07-07,10256109890
2022-07-08,10145884010
2022-07-11,9874401750
2022-07-12,9996874950
2022-07-13,9946865060
2022-07-14,10041781790
2022-07-15,10224470980
2022-07-18,9991771900
2022-07-19,10453087620
2022-07-20,10774579770
2022-07-21,10921547610
2022-07-22,10649044740
2022-07-25,10596993630
2022-07-26,10184667190
2022-07-27,10624550100
2022-07-28,10598014240
2022-07-29,10621488270
2022-08-01,10495953240
2022-08-02,10509221170
2022-08-03,10907259070
2022-08-04,11084845210
2022-08-05,10827651490
2022-08-08,10862352230
2022-08-09,10433696030
2022-08-10,11125669610
2022-08-11,11096071920
2022-08-12,11335915270
2022-08-15,11116484120
2022-08-16,11013402510
2022-08-17,10759270620
2022-08-18,10925630050
2022-08-19,10583725700
2022-08-22,10149966450
2022-08-23,10075461920
2022-08-24,10008101660
2022-08-25,10406139560
2022-08-26,9767237700
2022-08-29,9573321800
2022-08-30,9364096750
2022-08-31,9163036580
2022-09-01,9193654880
2022-09-02,9199778540
2022-09-06,9063016800
2022-09-07,9191613660
2022-09-08,9299798320
2022-09-09,9545765330
2022-09-12,9533518010
2022-09-13,8799699420
2022-09-14,8771122340
2022-09-15,8719071230
2022-09-16,8770101730
2022-09-19,8898698590
2022-09-20,8758875020
2022-09-21,8621092670
2022-09-22,8365940170
2022-09-23,8401661519
2022-09-26,8322053940
2022-09-27,8395537860
2022-09-28,8437382870
2022-09-29,8347569190
2022-09-30,8104664010
2022-10-03,8309627759
2022-10-04,8688164010
2022-10-05,8817371050
2022-10-06,8626588780
2022-10-07,8227863930
2022-10-10,8273288279
2022-10-11,7936138660
2022-10-12,7907874620
2022-10-13,8269250560
2022-10-14,8039100520
2022-10-17,8173354710
2022-10-18,8205656470
2022-10-19,8255118540
2022-10-20,8289439160
2022-10-21,8629617070
2022-10-24,8682107430
2022-10-25,8685135720
2022-10-26,8622551060
2022-10-27,8579145569
2022-10-28,8929417780
2022-10-31,8689173440
2022-11-01,8732578930
2022-11-02,8527664640
2022-11-03,8344957810
2022-11-04,8766899550
2022-11-07,8894087730
2022-11-08,8897116020
2022-11-09,8570060700
2022-11-10,9557283240
2022-11-11,9769263540
2022-11-14,9530028630
2022-11-15,9968121250
2022-11-16,9370538690
2022-11-17,9862131100
2022-11-18,9985281560
2022-11-21,9572424690
2022-11-22,9784404990
2022-11-23,9850017940
2022-11-25,9684471420
2022-11-28,9509840030
2022-11-29,9486623140
2022-11-30,10018592750
2022-12-01,9816706750
2022-12-02,9810650170
2022-12-05,9847999080
2022-12-06,9660245100
2022-12-07,9631981060
2022-12-08,9971149540
2022-12-09,9852036800
2022-12-12,10013545600
2022-12-13,10316374600
2022-12-14,10189186420
2022-12-15,9776329550
2022-12-16,9548198370
2022-12-19,9389717860
2022-12-20,9168652690
2022-12-21,9404859310
2022-12-22,9192879010
2022-12-23,9135341500
2022-12-27,9037426790
2022-12-28,8861785970
2022-12-29,9116162330
2022-12-30,9149473520
2023-01-03,8793571860
2023-01-04,8977059000
2023-01-05,8907018210
2023-01-06,9208884150
2023-01-09,9392371290
2023-01-10,9488060820
2023-01-11,9771183450
2023-01-12,9831359340
2023-01-13,9904359600
2023-01-17,9990184230
2023-01-18,9960589530
2023-01-19,9745534710
2023-01-20,10100671110
2023-01-23,10795160070
2023-01-24,10664943390
2023-01-25,10862241390
2023-01-26,11100971970
2023-01-27,11010214890
2023-01-30,10623510810
2023-01-31,10719200340
2023-02-01,11199620970
2023-02-02,10552483530
2023-02-03,10543605120
2023-02-06,10085873760
2023-02-07,10709335440
2023-02-08,10443969630
2023-02-09,10451861550
2023-02-10,10191428190
2023-02-13,10399577580
2023-02-14,10499213070
2023-02-15,10384780230
2023-02-16,10302901560
2023-02-17,10168738920
2023-02-21,9896467680
2023-02-22,9885616290
2023-02-23,10168738920
2023-02-24,9930994830
2023-02-27,9867859470
2023-02-28,9952697610
2023-03-01,9909292050
2023-03-02,9987224760
2023-03-03,10131252300
2023-03-06,9938886750
2023-03-07,9869832450
2023-03-08,9996103170
2023-03-09,9622223460
2023-03-10,9404209170
2023-03-13,9339100830
2023-03-14,9497925720
2023-03-15,9279911430
2023-03-16,9583750350
2023-03-17,9534425850
2023-03-20,9786967290
2023-03-21,9955657080
2023-03-22,9812616030
2023-03-23,10109549520
2023-03-24,9955657080
2023-03-27,9718899480
2023-03-28,9629128890
2023-03-29,9883643310
2023-03-30,9951711120
2023-03-31,10019778930
2023-04-03,9936602830
2023-04-04,9580000250
2023-04-05,9358355000
2023-04-06,9331757570
2023-04-10,9378056800
2023-04-11,9368205900
2023-04-12,9212561680
2023-04-13,9222412580
2023-04-14,9218472220
2023-04-17,9222412580
2023-04-18,9213546770
2023-04-19,9121933400
2023-04-20,9157396640
2023-04-21,9156411550
2023-04-24,9063813090
2023-04-25,8835272210
2023-04-26,8845123110
2023-04-27,8898317970
2023-04-28,9070708720
2023-05-01,9145575560
2023-05-02,9203695870
2023-05-03,9222412580
2023-05-04,9258860910
2023-05-05,9152471190
2023-05-08,9276592530
2023-05-09,9175128260
2023-05-10,9120948310
2023-05-11,8920975040
2023-05-12,8889452160
2023-05-15,9163307180
2023-05-16,8923930310
2023-05-17,9110112320
2023-05-18,9360325180
2023-05-19,9362295360
2023-05-22,9468685080
2023-05-23,9271667080
2023-05-24,9235218750
2023-05-25,9288413610
2023-05-26,9854840360
2023-05-30,9779973520
2023-05-31,9580985340
2023-06-01,9696240870
2023-06-02,9657822360
2023-06-05,9447013100
2023-06-06,9542566830
2023-06-07,9728748840
2023-06-08,9756331360
2023-06-09,9689345240
2023-06-12,9910005400
2023-06-13,10134605920
2023-06-14,10205532400
2023-06-15,10098157590
2023-06-16,10108993580
2023-06-20,10132635740
2023-06-21,9929707200
2023-06-22,9951379180
2023-06-23,9586895880
2023-06-26,9729733930
2023-06-27,10050873270
2023-06-28,9915915940
2023-06-29,9982902060
2023-06-30,10050873270
2023-07-03,10100088400
2023-07-05,9558452550
2023-07-06,9651500300
2023-07-07,9817027350
2023-07-10,10170608800
2023-07-11,10194115600
2023-07-12,10315567400
2023-07-13,10467382150
2023-07-14,10271492150
2023-07-17,10517334100
2023-07-18,10457587650
2023-07-19,10366498800
2023-07-20,10263656550
2023-07-21,10488930050
2023-07-24,10455628750
2023-07-25,10492847850
2023-07-26,10477176650
2023-07-27,10478156100
2023-07-28,10723998050
2023-07-31,10775908900
2023-08-01,10794518450
2023-08-02,10392943950
2023-08-03,10366498800
2023-08-04,10468361600
2023-08-07,10452690400
2023-08-08,10401759000
2023-08-09,10294019500
2023-08-10,10221540200
2023-08-11,9978636600
2023-08-14,10106944550
2023-08-15,9747486400
2023-08-16,9522212900
2023-08-17,9623096250
2023-08-18,9692637200
2023-08-21,9855225900
2023-08-22,9810171200
2023-08-23,10011937900
2023-08-24,9768054850
2023-08-25,9944355850
2023-08-28,10164732100
2023-08-29,10357683750
2023-08-30,10427224700
2023-08-31,10518313550
2023-09-01,10622135250
2023-09-05,10496765650
2023-09-06,10405676800
2023-09-07,9669130400
2023-09-08,9729856300
2023-09-11,9521233450
2023-09-12,9256781950
2023-09-13,9240131300
2023-09-14,9412514500
2023-09-15,9395863850
2023-09-18,9487932150
2023-09-19,9368439250
2023-09-20,9325343450
2023-09-21,9260699750
2023-09-22,9219562850
2023-09-25,9451692500
2023-09-26,9286165450
2023-09-27,9261679200
2023-09-28,9350809150
2023-09-29,9350809150
2023-10-02,9241098240
2023-10-03,9106056960
2023-10-04,9142003200
2023-10-05,9124515840
2023-10-06,9212924160
2023-10-09,9219724800
2023-10-10,9060395520
2023-10-11,9075939840
2023-10-12,9034164480
2023-10-13,8833059840
2023-10-16,8959357440
2023-10-17,9011819520
2023-10-18,8908838400
2023-10-19,8838888960
2023-10-20,8743680000
2023-10-23,8587265280
2023-10-24,8630983680
2023-10-25,8374502400
2023-10-26,8382274560
2023-10-27,8400733440
2023-10-30,8361872639
2023-10-31,8493027840
2023-11-01,8531888639
2023-11-02,8304552960
2023-11-03,8581436160
2023-11-06,8562977280
2023-11-07,8561034240
2023-11-08,8543546880
2023-11-09,8493999360
2023-11-10,8904952320
2023-11-13,8779626240
2023-11-14,9192522240
2023-11-15,9248870400
2023-11-16,9118686720
2023-11-17,9140060160
2023-11-20,9243041280
2023-11-21,9047765760
2023-11-22,9069139200
2023-11-24,9073025280
2023-11-27,9068167680
2023-11-28,9084683520
2023-11-29,9315905280
2023-11-30,9375168000
2023-12-01,9464547840
2023-12-04,9488835840
2023-12-05,9434430720
2023-12-06,9473291520
2023-12-07,9746288640
2023-12-08,10100893440
2023-12-11,10301998080
2023-12-12,10324343040
2023-12-13,10523504640
2023-12-14,10934457600
2023-12-15,10906283520
2023-12-18,10872280320
2023-12-19,10831476480
2023-12-20,10545849600
2023-12-21,10804273920
2023-12-22,10939315200
2023-12-26,11112245760
2023-12-27,11134590720
2023-12-28,11092815360
2023-12-29,10940286720
2024-01-02,10601069382
2024-01-03,10287641382
2024-01-04,10024829085
2024-01-05,10037483010
2024-01-08,10258440016
2024-01-09,10123140352
2024-01-10,10170835917
2024-01-11,10094912364
2024-01-12,9957665942
2024-01-16,9871035222
2024-01-17,9723081632
2024-01-18,10101726016
2024-01-19,10274987457
2024-01-22,10385952649
2024-01-23,10490104189
2024-01-24,10313922612
2024-01-25,10360644798
2024-01-26,10091992227
2024-01-29,10093938985
2024-01-30,9759096650
2024-01-31,9708480949
2024-02-01,10293481656
2024-02-02,10083231817
2024-02-05,10447275519
2024-02-06,10571868015
2024-02-07,10789904884
2024-02-08,10962192946
2024-02-09,10932991580
2024-02-12,11070238002
2024-02-13,10873615468
2024-02-14,11056610697
2024-02-15,11084838685
2024-02-16,10918390896
2024-02-20,10888216151
2024-02-21,10891136288
2024-02-22,11042983393
2024-02-23,10979713766
2024-02-26,11049797045
2024-02-27,11097492610
2024-02-28,10906710350
2024-02-29,11150055070
2024-03-01,11643558162
2024-03-04,11701960895
2024-03-05,11027409331
2024-03-06,11280487840
2024-03-07,11562767715
2024-03-08,11298008660
2024-03-11,11436228461
2024-03-12,11697094000
2024-03-13,11303848933
2024-03-14,11055637319
2024-03-15,10887242772
2024-03-18,10831760176
2024-03-19,10785037990
2024-03-20,11049797045
2024-03-21,11230845517
2024-03-22,11133507629
2024-03-25,11072184760
2024-03-26,10964139704
2024-03-27,11154921964
2024-03-28,11177309679
2024-04-01,11111119915
2024-04-02,11077051654
2024-04-03,11184123331
2024-04-04,10999181344
2024-04-05,11202617529
2024-04-08,11141294660
