,AME
2023-05-03,33322509240
2023-05-04,32939915759
2023-05-05,33423919560
2023-05-08,33423919560
2023-05-09,33283327980
2023-05-10,33345557040
2023-05-11,33133517279
2023-05-12,33516110759
2023-05-15,33728150520
2023-05-16,33317899680
2023-05-17,33633654540
2023-05-18,34062343620
2023-05-19,34011638460
2023-05-22,34094610540
2023-05-23,33642873660
2023-05-24,33248756279
2023-05-25,33587558939
2023-05-26,34161449160
2023-05-30,34002419340
2023-05-31,33435443460
2023-06-01,33868742099
2023-06-02,34728425040
2023-06-05,34292821620
2023-06-06,34408060620
2023-06-07,34832140140
2023-06-08,34666195980
2023-06-09,34638538620
2023-06-12,34843664040
2023-06-13,35371458660
2023-06-14,35401420800
2023-06-15,36115902600
2023-06-16,35933824980
2023-06-20,35802452520
2023-06-21,36085940460
2023-06-22,35961482340
2023-06-23,35968396680
2023-06-26,36272627640
2023-06-27,36779679240
2023-06-28,36595296840
2023-06-29,36908746920
2023-06-30,37344259080
2023-07-03,37097419710
2023-07-05,36552988950
2023-07-06,36163121160
2023-07-07,36236942280
2023-07-10,36338446320
2023-07-11,36347673960
2023-07-12,36336139410
2023-07-13,36511464570
2023-07-14,36343060140
2023-07-17,36426108900
2023-07-18,36649879170
2023-07-19,36329218680
2023-07-20,36469940190
2023-07-21,36340753230
2023-07-24,36502236930
2023-07-25,36615275520
2023-07-26,36624503160
2023-07-27,36416881260
2023-07-28,36506850750
2023-07-31,36587592600
2023-08-01,36783679950
2023-08-02,36608354790
2023-08-03,36414574350
2023-08-04,36119289870
2023-08-07,37048974600
2023-08-08,37025905500
2023-08-09,36845966520
2023-08-10,36661413720
2023-08-11,36499930020
2023-08-14,36476860920
2023-08-15,36140052060
2023-08-16,35997023640
2023-08-17,35291109180
2023-08-18,35630224950
2023-08-21,35669442420
2023-08-22,35685590790
2023-08-23,36054696390
2023-08-24,35727115170
2023-08-25,36354594690
2023-08-28,36566830410
2023-08-29,36809055960
2023-08-30,36977460390
2023-08-31,36797521410
2023-09-01,37060509150
2023-09-05,36246169920
2023-09-06,36241556100
2023-09-07,36135438240
2023-09-08,35503344900
2023-09-11,35399533950
2023-09-12,34986597060
2023-09-13,35178070590
2023-09-14,35263426260
2023-09-15,34979676330
2023-09-18,35173456770
2023-09-19,35217288060
2023-09-20,34928924310
2023-09-21,34841261730
2023-09-22,34986597060
2023-09-25,35182684410
2023-09-26,34435245570
2023-09-27,34340662260
2023-09-28,34331434620
2023-09-29,34086902159
2023-10-02,34021882439
2023-10-03,34146504720
2023-10-04,34644993840
2023-10-05,34250356620
2023-10-06,34668072040
2023-10-09,34921932240
2023-10-10,34912700960
2023-10-11,35136559500
2023-10-12,34875775840
2023-10-13,34303436479
2023-10-16,34725767540
2023-10-17,34559604500
2023-10-18,33223376720
2023-10-19,33151834300
2023-10-20,32671807740
2023-10-23,32507952520
2023-10-24,32533338540
2023-10-25,32231014120
2023-10-26,32272554880
2023-10-27,32129470040
2023-10-30,32337173840
2023-10-31,32487182140
2023-11-01,32863356800
2023-11-02,33163373399
2023-11-03,33163373399
2023-11-06,33107985720
2023-11-07,33809563000
2023-11-08,34132657800
2023-11-09,34031113720
2023-11-10,34801925600
2023-11-13,34935779160
2023-11-14,35708898860
2023-11-15,35332724200
2023-11-16,35533504540
2023-11-17,35923526120
2023-11-20,35727361420
2023-11-21,35863522800
2023-11-22,35921218300
2023-11-24,36043532760
2023-11-27,35554274920
2023-11-28,35201178460
2023-11-29,35281952160
2023-11-30,35824289860
2023-12-01,36244313100
2023-12-04,36299700780
2023-12-05,35886601000
2023-12-06,36112767360
2023-12-07,35981221620
2023-12-08,36269699120
2023-12-11,36401244860
2023-12-12,37234367880
2023-12-13,37268985180
2023-12-14,37864402740
2023-12-15,37647467660
2023-12-18,37675161500
2023-12-19,37707470980
2023-12-20,37345143240
2023-12-21,37776705580
2023-12-22,37894404400
2023-12-26,38055951800
2023-12-27,37972870280
2023-12-28,38106723840
2023-12-29,38053643980
2024-01-02,37638768390
2024-01-03,37114178200
2024-01-04,37086446560
2024-01-05,37146531780
2024-01-08,37409982360
2024-01-09,37668811000
2024-01-10,37825956960
2024-01-11,37883731210
2024-01-12,37770493680
2024-01-16,37809780170
2024-01-17,36991696790
2024-01-18,37509354070
2024-01-19,37444646910
2024-01-22,37705786520
2024-01-23,38158736640
2024-01-24,37608725780
2024-01-25,37927639640
2024-01-26,37788981440
2024-01-29,38207267010
2024-01-30,38332059390
2024-01-31,37449268850
2024-02-01,38332059390
2024-02-02,38694881680
2024-02-05,38590888030
2024-02-06,38380589760
2024-02-07,38530802810
2024-02-08,38431431100
2024-02-09,38939844500
2024-02-12,38921356740
2024-02-13,38833539880
2024-02-14,40074530770
2024-02-15,40150792780
2024-02-16,40185457330
2024-02-20,40398066570
2024-02-21,40395755600
2024-02-22,41183796370
2024-02-23,41181485400
2024-02-26,41340942330
2024-02-27,41082113690
2024-02-28,41301655840
2024-02-29,41639057460
2024-03-01,41754605960
2024-03-04,41851666700
2024-03-05,41470356650
2024-03-06,41680654920
2024-03-07,41962593260
2024-03-08,41930239680
2024-03-11,41796203420
2024-03-12,42020367510
2024-03-13,41951038410
2024-03-14,41971837140
2024-03-15,41948727440
2024-03-18,42078141760
2024-03-19,42043477210
2024-03-20,42568067400
2024-03-21,42732146270
2024-03-22,42325415550
2024-03-25,42235287720
2024-03-26,41983391990
2024-03-27,42457140840
2024-03-28,42267641300
2024-04-01,41703764620
2024-04-02,41682965890
2024-04-03,41853977670
2024-04-04,41444935980
2024-04-05,42110495340
2024-04-08,41810069240
2024-04-09,41870154460
2024-04-10,41539685750
2024-04-11,41713008500
2024-04-12,41530441870
2024-04-15,41375606880
2024-04-16,41387161730
2024-04-17,41146820850
2024-04-18,40966565190
2024-04-19,41065936900
2024-04-22,41102912420
2024-04-23,41562795450
2024-04-24,41186107340
2024-04-25,41119089210
2024-04-26,41022028470
2024-04-29,41063625930
2024-04-30,40363402020
2024-05-01,40206256060
2024-05-02,37747383980
2024-05-03,38491516320
2024-05-06,38835850850
2024-05-07,39189429260
2024-05-08,39087746580
2024-05-09,39263380300
2024-05-10,39471367600
2024-05-13,39309599700
2024-05-14,38946777410
2024-05-15,39200984110
2024-05-16,38803497270
2024-05-17,38546979600
2024-05-20,38962954200
2024-05-21,39085435610
2024-05-22,40240920610
2024-05-23,39915073840
2024-05-24,40132305020
2024-05-28,38895936070
2024-05-29,38526180870
2024-05-30,38752655930
2024-05-31,39189429260
2024-06-03,38410632370
2024-06-04,38563156390
2024-06-05,38974509050
2024-06-06,38983752930
2024-06-07,39286490000
2024-06-10,39979781000
2024-06-11,39871165410
2024-06-12,40143859870
2024-06-13,40192390240
2024-06-14,38597820940
2024-06-17,38944466440
2024-06-18,39494477300
2024-06-20,38944466440
2024-06-21,38979130990
2024-06-24,39623891620
2024-06-25,38990685840
2024-06-26,38496138260
2024-06-27,38470717590
2024-06-28,38526180870
2024-07-01,38262730290
2024-07-02,38385211700
2024-07-03,38431431100
2024-07-05,38281218050
2024-07-08,38015456500
2024-07-09,37929950610
2024-07-10,38332059390
2024-07-11,39129344040
2024-07-12,39175563440
2024-07-15,39774104670
2024-07-16,40675382970
2024-07-17,40448907910
2024-07-18,39686287810
2024-07-19,39092368520
2024-07-22,39972848090
2024-07-23,39718641390
2024-07-24,38581644150
2024-07-25,38944466440
2024-07-26,39811080190
2024-07-29,39784020300
2024-07-30,39888166950
2024-07-31,40149690760
2024-08-01,36828569810
2024-08-02,35349687380
2024-08-05,35800989530
2024-08-06,36330980260
2024-08-07,36296264710
2024-08-08,36763767450
2024-08-09,36918830240
