,AME
2004-10-21,2260791000
2004-10-22,2267747280
2004-10-25,2253834720
2004-10-26,2256153480
2004-10-27,2277022320
2004-10-28,2249197200
2004-10-29,2260791000
2004-11-01,2277022320
2004-11-02,2258472240
2004-11-03,2283978600
2004-11-04,2286297360
2004-11-05,2302528680
2004-11-08,2293253640
2004-11-09,2332672560
2004-11-10,2295572400
2004-11-11,2300209920
2004-11-12,2332672560
2004-11-15,2330353800
2004-11-16,2302528680
2004-11-17,2330353800
2004-11-18,2362816440
2004-11-19,2339628840
2004-11-22,2304847440
2004-11-23,2295572400
2004-11-24,2300209920
2004-11-26,2302528680
2004-11-29,2286297360
2004-11-30,2244559680
2004-12-01,2242240920
2004-12-02,2246878440
2004-12-03,2260791000
2004-12-06,2228328360
2004-12-07,2265428520
2004-12-08,2290934880
2004-12-09,2339628840
2004-12-10,2386004040
2004-12-13,2383685280
2004-12-14,2372091480
2004-12-15,2386004040
2004-12-16,2464841880
2004-12-17,2441654280
2004-12-20,2437016760
2004-12-21,2404554120
2004-12-22,2427741720
2004-12-23,2439335520
2004-12-27,2402235360
2004-12-28,2457885600
2004-12-29,2450929320
2004-12-30,2448610560
2004-12-31,2450929320
2005-01-03,2448610560
2005-01-04,2386004040
2005-01-05,2341947600
2005-01-06,2360497680
2005-01-07,2360497680
2005-01-10,2374410240
2005-01-11,2362816440
2005-01-12,2386004040
2005-01-13,2376729000
2005-01-14,2404554120
2005-01-18,2420785440
2005-01-19,2406872880
2005-01-20,2383685280
2005-01-21,2353541400
2005-01-24,2334991320
2005-01-25,2390641560
2005-01-26,2569186080
2005-01-27,2603967480
2005-01-28,2555273520
2005-01-31,2624836320
2005-02-01,2627155080
2005-02-02,2638748880
2005-02-03,2636430120
2005-02-04,2717586720
2005-02-07,2705992920
2005-02-08,2712949200
2005-02-09,2661936480
2005-02-10,2603967480
2005-02-11,2638748880
2005-02-14,2643386400
2005-02-15,2641067640
2005-02-16,2641067640
2005-02-17,2599329960
2005-02-18,2587736160
2005-02-22,2564548560
2005-02-23,2562229800
2005-02-24,2580779880
2005-02-25,2613242520
2005-02-28,2634111360
2005-03-01,2641067640
2005-03-02,2666574000
2005-03-03,2710630440
2005-03-04,2747730600
2005-03-07,2784830760
2005-03-08,2812655880
2005-03-09,2768599440
2005-03-10,2770918200
2005-03-11,2777874480
2005-03-14,2814974640
2005-03-15,2812655880
2005-03-16,2766280680
2005-03-17,2794105800
2005-03-18,2826568440
2005-03-21,2789468280
2005-03-22,2752368120
2005-03-23,2752368120
2005-03-24,2775555720
2005-03-28,2780193240
2005-03-29,2754686880
2005-03-30,2754686880
2005-03-31,2781218531
2005-04-01,2760237000
2005-04-04,2762568281
2005-04-05,2757905718
2005-04-06,2755574437
2005-04-07,2767230843
2005-04-08,2764899562
2005-04-11,2774224687
2005-04-12,2790543656
2005-04-13,2771893406
2005-04-14,2727599062
2005-04-15,2627353968
2005-04-18,2629685250
2005-04-19,2687967281
2005-04-20,2620360125
2005-04-21,2676310875
2005-04-22,2657660625
2005-04-25,2692629843
2005-04-26,2652998062
2005-04-27,2594716031
2005-04-28,2604041156
2005-04-29,2615697562
2005-05-02,2639010375
2005-05-03,2646004218
2005-05-04,2611035000
2005-05-05,2650666781
2005-05-06,2650666781
2005-05-09,2676310875
2005-05-10,2627353968
2005-05-11,2632016531
2005-05-12,2564409375
2005-05-13,2538765281
2005-05-16,2552752968
2005-05-17,2536434000
2005-05-18,2592384750
2005-05-19,2662323187
2005-05-20,2664654468
2005-05-23,2687967281
2005-05-24,2683304718
2005-05-25,2634347812
2005-05-26,2706617531
2005-05-27,2683304718
2005-05-31,2641341656
2005-06-01,2659991906
2005-06-02,2664654468
2005-06-03,2639010375
2005-06-06,2652998062
2005-06-07,2664654468
2005-06-08,2669317031
2005-06-09,2673979593
2005-06-10,2683304718
2005-06-13,2734592906
2005-06-14,2764899562
2005-06-15,2762568281
2005-06-16,2783549812
2005-06-17,2834838000
2005-06-20,2816187750
2005-06-21,2844163125
2005-06-22,2853488250
2005-06-23,2837169281
2005-06-24,2774224687
2005-06-27,2771893406
2005-06-28,2825512875
2005-06-29,2818519031
2005-06-30,2897777700
2005-07-01,2930494545
2005-07-05,2935168380
2005-07-06,2897777700
2005-07-07,2888430030
2005-07-08,2909462287
2005-07-11,2928157627
2005-07-12,2895440782
2005-07-13,2874408525
2005-07-14,2881419277
2005-07-15,2900114617
2005-07-18,2914136122
2005-07-19,2946852967
2005-07-20,2960874472
2005-07-21,2839354762
2005-07-22,2872071607
2005-07-25,2808974835
2005-07-26,2839354762
2005-07-27,2839354762
2005-07-28,2876745442
2005-07-29,2853376267
2005-08-01,2869734690
2005-08-02,2804301000
2005-08-03,2783268742
2005-08-04,2762236485
2005-08-05,2729519640
2005-08-08,2720171970
2005-08-09,2717835052
2005-08-10,2701476630
2005-08-11,2748214980
2005-08-12,2757562650
2005-08-15,2722508887
2005-08-16,2687455125
2005-08-17,2715498135
2005-08-18,2687455125
2005-08-19,2720171970
2005-08-22,2750551897
2005-08-23,2755225732
2005-08-24,2743541145
2005-08-25,2766910320
2005-08-26,2752888815
2005-08-29,2780931825
2005-08-30,2773921072
2005-08-31,2790279495
2005-09-01,2790279495
2005-09-02,2771584155
2005-09-06,2801964082
2005-09-07,2780931825
2005-09-08,2778594907
2005-09-09,2813648670
2005-09-12,2780931825
2005-09-13,2769247237
2005-09-14,2717835052
2005-09-15,2687455125
2005-09-16,2808974835
2005-09-19,2806637917
2005-09-20,2804301000
2005-09-21,2801964082
2005-09-22,2818322505
2005-09-23,2888430030
2005-09-26,2897777700
2005-09-27,2888430030
2005-09-28,2876745442
2005-09-29,2937505297
2005-09-30,3002822415
2005-10-03,3066511500
2005-10-04,3083023485
2005-10-05,3012257835
2005-10-06,3002822415
2005-10-07,3014616690
2005-10-10,2986310430
2005-10-11,2993386995
2005-10-12,2988669285
2005-10-13,2953286460
2005-10-14,2998104705
2005-10-17,3012257835
2005-10-18,2993386995
2005-10-19,3035846385
2005-10-20,2856573405
2005-10-21,2899032795
2005-10-24,2882520810
2005-10-25,2851855695
2005-10-26,2861291115
2005-10-27,2811755160
2005-10-28,2823549435
2005-10-31,2847137985
2005-11-01,2783448900
2005-11-02,2814114015
2005-11-03,2880161955
2005-11-04,2896673940
2005-11-07,2887238520
2005-11-08,2899032795
2005-11-09,2924980200
2005-11-10,2955645315
2005-11-11,2988669285
2005-11-14,3021693255
2005-11-15,2981592720
2005-11-16,2934415620
2005-11-17,2960363025
2005-11-18,2953286460
2005-11-21,2976875010
2005-11-22,2979233865
2005-11-23,2998104705
2005-11-25,3002822415
2005-11-28,2986310430
2005-11-29,2998104705
2005-11-30,2979233865
2005-12-01,3019334400
2005-12-02,3042922950
2005-12-05,2979233865
2005-12-06,2995745850
2005-12-07,2998104705
2005-12-08,2998104705
2005-12-09,3026410965
2005-12-12,3047640660
2005-12-13,3106612035
2005-12-14,3064152645
2005-12-15,3049999515
2005-12-16,2991028140
2005-12-19,2967439590
2005-12-20,2924980200
2005-12-21,2939133330
2005-12-22,2979233865
2005-12-23,2995745850
2005-12-27,2969798445
2005-12-28,2993386995
2005-12-29,3002822415
2005-12-30,2972157300
2006-01-03,2972157300
2006-01-04,3002822415
2006-01-05,3057076080
2006-01-06,3113688600
2006-01-09,3172659975
2006-01-10,3139636005
2006-01-11,3101894325
2006-01-12,3059434935
2006-01-13,3106612035
2006-01-17,3057076080
2006-01-18,3064152645
2006-01-19,3094817760
2006-01-20,2981592720
2006-01-23,2965080735
2006-01-24,3033487530
2006-01-25,2901391650
2006-01-26,2934415620
2006-01-27,2844779130
2006-01-30,2903750505
2006-01-31,2875444245
2006-02-01,2875444245
2006-02-02,2866008825
2006-02-03,2877803100
2006-02-06,2894315085
2006-02-07,2866008825
2006-02-08,2901391650
2006-02-09,2927339055
2006-02-10,2915544780
2006-02-13,2932056765
2006-02-14,2948568750
2006-02-15,2974516155
2006-02-16,3009898980
2006-02-17,2988669285
2006-02-21,2979233865
2006-02-22,3000463560
2006-02-23,2965080735
2006-02-24,3009898980
2006-02-27,2991028140
2006-02-28,2993386995
2006-03-01,3113688600
2006-03-02,3118406310
2006-03-03,3132559440
2006-03-06,3116047455
2006-03-07,2967439590
2006-03-08,2965080735
2006-03-09,3007540125
2006-03-10,3007540125
2006-03-13,3016975545
2006-03-14,3040564095
2006-03-15,3040564095
2006-03-16,3026410965
2006-03-17,3042922950
2006-03-20,3090100050
2006-03-21,3035846385
2006-03-22,3052358370
2006-03-23,3028769820
2006-03-24,3028769820
2006-03-27,3005181270
2006-03-28,3024052110
2006-03-29,3066511500
2006-03-30,3118406310
2006-03-31,3150716130
2006-04-03,3148350727
2006-04-04,3172004752
2006-04-05,3209851192
2006-04-06,3228774412
2006-04-07,3240601425
2006-04-10,3202754985
2006-04-11,3202754985
2006-04-12,3181466362
2006-04-13,3181466362
2006-04-17,3162543142
2006-04-18,3224043607
2006-04-19,3261890047
2006-04-20,3510257310
2006-04-21,3522084322
2006-04-24,3512622712
2006-04-25,3474776272
2006-04-26,3477141675
2006-04-27,3498430297
2006-04-28,3453487650
2006-05-01,3444026040
2006-05-02,3453487650
2006-05-03,3467680065
2006-05-04,3529180530
2006-05-05,3543372945
2006-05-08,3524449725
2006-05-09,3498430297
2006-05-10,3500795700
2006-05-11,3408545002
2006-05-12,3373063965
2006-05-15,3370698562
2006-05-16,3316294305
2006-05-17,3259524645
2006-05-18,3278447865
2006-05-19,3316294305
2006-05-22,3259524645
2006-05-23,3207485790
2006-05-24,3160177740
2006-05-25,3207485790
2006-05-26,3209851192
2006-05-30,3148350727
2006-05-31,3198024180
2006-06-01,3264255450
2006-06-02,3302101890
2006-06-05,3195658777
2006-06-06,3155446935
2006-06-07,3093946470
2006-06-08,2985137955
2006-06-09,3013522785
2006-06-12,2918906685
2006-06-13,3086850262
2006-06-14,3091581067
2006-06-15,3179100960
2006-06-16,3150716130
2006-06-19,3112869690
2006-06-20,3122331300
2006-06-21,3176735557
2006-06-22,3172004752
2006-06-23,3202754985
2006-06-26,3200389582
2006-06-27,3153081532
2006-06-28,3160177740
2006-06-29,3342313732
2006-06-30,3306430530
2006-07-03,3320560575
2006-07-05,3207520215
2006-07-06,3205165207
2006-07-07,3155710050
2006-07-10,3120384937
2006-07-11,3068574772
2006-07-12,3019119615
2006-07-13,2986149510
2006-07-14,2929629330
2006-07-17,2917854292
2006-07-18,2924919315
2006-07-19,2955534412
2006-07-20,2908434262
2006-07-21,2828364007
2006-07-24,2903724247
2006-07-25,2936694352
2006-07-26,2939049360
2006-07-27,2906079255
2006-07-28,2969664457
2006-07-31,2960244427
2006-08-01,2920209300
2006-08-02,2969664457
2006-08-03,2981439495
2006-08-04,2955534412
2006-08-07,2884884187
2006-08-08,2816588970
2006-08-09,2804813932
2006-08-10,2861334112
2006-08-11,2854269090
2006-08-14,2866044127
2006-08-15,2929629330
2006-08-16,3004989570
2006-08-17,2988504517
2006-08-18,2939049360
2006-08-21,2882529180
2006-08-22,2887239195
2006-08-23,2901369240
2006-08-24,2856624097
2006-08-25,2868399135
2006-08-28,2929629330
2006-08-29,2957889420
2006-08-30,2986149510
2006-08-31,2993214532
2006-09-01,3004989570
2006-09-05,3040314682
2006-09-06,2974374472
2006-09-07,2972019465
2006-09-08,3000279555
2006-09-11,3000279555
2006-09-12,3007344577
2006-09-13,3066219765
2006-09-14,3030894652
2006-09-15,3030894652
2006-09-18,3054444727
2006-09-19,3035604667
2006-09-20,3059154742
2006-09-21,2997924547
2006-09-22,2993214532
2006-09-25,3014409600
2006-09-26,3063864757
2006-09-27,3028539645
2006-09-28,3030894652
2006-09-29,3037959675
2006-10-02,3041791875
2006-10-03,3022869375
2006-10-04,3079636875
2006-10-05,3169518750
2006-10-06,3152961562
2006-10-09,3193171875
2006-10-10,3200267812
2006-10-11,3214459687
2006-10-12,3275957812
2006-10-13,3415511250
2006-10-16,3415511250
2006-10-17,3377666250
2006-10-18,3365839687
2006-10-19,3294880312
2006-10-20,3247574062
2006-10-23,3268861875
2006-10-24,3294880312
2006-10-25,3278323125
2006-10-26,3335090625
2006-10-27,3290149687
2006-10-30,3268861875
2006-10-31,3271227187
2006-11-01,3221555625
2006-11-02,3190806562
2006-11-03,3231016875
2006-11-06,3264131250
2006-11-07,3297245625
2006-11-08,3292515000
2006-11-09,3285419062
2006-11-10,3311437500
2006-11-13,3290149687
2006-11-14,3335090625
2006-11-15,3358743750
2006-11-16,3358743750
2006-11-17,3356378437
2006-11-20,3368205000
2006-11-21,3391858125
2006-11-22,3422607187
2006-11-24,3450990937
2006-11-27,3368205000
2006-11-28,3342186562
2006-11-29,3398954062
2006-11-30,3427337812
2006-12-01,3370570312
2006-12-04,3424972500
2006-12-05,3403684687
2006-12-06,3394223437
2006-12-07,3358743750
2006-12-08,3358743750
2006-12-11,3344551875
2006-12-12,3318533437
2006-12-13,3323264062
2006-12-14,3368205000
2006-12-15,3330360000
2006-12-18,3299610937
2006-12-19,3320898750
2006-12-20,3304341562
2006-12-21,3275957812
2006-12-22,3280688437
2006-12-26,3320898750
2006-12-27,3351647812
2006-12-28,3349282500
2006-12-29,3346917187
2007-01-03,3339821250
2007-01-04,3320898750
2007-01-05,3257035312
2007-01-08,3264131250
2007-01-09,3264131250
2007-01-10,3252304687
2007-01-11,3301976250
2007-01-12,3318533437
2007-01-16,3361109062
2007-01-17,3363474375
2007-01-18,3349282500
2007-01-19,3356378437
2007-01-22,3339821250
2007-01-23,3375300937
2007-01-24,3592909687
2007-01-25,3604736250
2007-01-26,3590544375
2007-01-29,3583448437
2007-01-30,3604736250
2007-01-31,3642581250
2007-02-01,3652042500
2007-02-02,3675695625
2007-02-05,3633120000
2007-02-06,3682791562
2007-02-07,3661503750
2007-02-08,3640215937
2007-02-09,3626024062
2007-02-12,3633120000
2007-02-13,3673330312
2007-02-14,3718271250
2007-02-15,3749020312
2007-02-16,3692252812
2007-02-20,3718271250
2007-02-21,3734828437
2007-02-22,3706444687
2007-02-23,3763212187
2007-02-26,3720636562
2007-02-27,3562160625
2007-02-28,3590544375
2007-03-01,3581083125
2007-03-02,3493566562
2007-03-05,3410780625
2007-03-06,3491201250
2007-03-07,3493566562
2007-03-08,3521950312
2007-03-09,3550334062
2007-03-12,3604736250
2007-03-13,3583448437
2007-03-14,3585813750
2007-03-15,3621293437
2007-03-16,3626024062
2007-03-19,3637850625
2007-03-20,3668599687
2007-03-21,3706444687
2007-03-22,3699348750
2007-03-23,3685156875
2007-03-26,3680426250
2007-03-27,3640215937
2007-03-28,3633120000
2007-03-29,3626024062
2007-03-30,3630754687
2007-04-02,3670802100
2007-04-03,3673179562
2007-04-04,3689821800
2007-04-05,3656537325
2007-04-09,3642272550
2007-04-10,3616120462
2007-04-11,3563816287
2007-04-12,3613743000
2007-04-13,3618497925
2007-04-16,3723106275
2007-04-17,3737371050
2007-04-18,3723106275
2007-04-19,3763523137
2007-04-20,3832469550
2007-04-23,3846734325
2007-04-24,3851489250
2007-04-25,3868131487
2007-04-26,3882396262
2007-04-27,3860999099
2007-04-30,3832469550
2007-05-01,3846734325
2007-05-02,3903793425
2007-05-03,3899038499
2007-05-04,3925190587
2007-05-07,3889528650
2007-05-08,3860999099
2007-05-09,3891906112
2007-05-10,3820582237
2007-05-11,3846734325
2007-05-14,3822959699
2007-05-15,3811072387
2007-05-16,3858621637
2007-05-17,3849111787
2007-05-18,3906170887
2007-05-21,3929945512
2007-05-22,3908548350
2007-05-23,3882396262
2007-05-24,3827714625
2007-05-25,3863376562
2007-05-29,3922813125
2007-05-30,4003646850
2007-05-31,3987004612
2007-06-01,4036931325
2007-06-04,4051196100
2007-06-05,4027421475
2007-06-06,4001269387
2007-06-07,3960852525
2007-06-08,4034553862
2007-06-11,4039308787
2007-06-12,4022666550
2007-06-13,4105877737
2007-06-14,4155804450
2007-06-15,4127274900
2007-06-18,4103500275
2007-06-19,4070215800
2007-06-20,4013156700
2007-06-21,4003646850
2007-06-22,3953720137
2007-06-25,3918058200
2007-06-26,3908548350
2007-06-27,4003646850
2007-06-28,4210486087
2007-06-29,4193843850
2007-07-02,4291343819
2007-07-03,4293731880
2007-07-05,4298508000
2007-07-06,4317612480
2007-07-09,4353433380
2007-07-10,4284179640
2007-07-11,4303284120
2007-07-12,4422687120
2007-07-13,4439403540
2007-07-16,4417911000
2007-07-17,4465672200
2007-07-18,4506269220
2007-07-19,4425075180
2007-07-20,4394030400
2007-07-23,4358209500
2007-07-24,4272239340
2007-07-25,4222090080
2007-07-26,4114627380
2007-07-27,4078806479
2007-07-30,4169552760
2007-07-31,4140896040
2007-08-01,4155224399
2007-08-02,4214925899
2007-08-03,4138507979
2007-08-06,4155224399
2007-08-07,4181493060
2007-08-08,4293731880
2007-08-09,4191045300
2007-08-10,4136119920
2007-08-13,4224478140
2007-08-14,4117015439
2007-08-15,4007164680
2007-08-16,4019104979
2007-08-17,4050149760
2007-08-20,4155224399
2007-08-21,4143284100
2007-08-22,4260299040
2007-08-23,4157612460
2007-08-24,4210149780
2007-08-27,4202985600
2007-08-28,4109851260
2007-08-29,4167164700
2007-08-30,4200597540
2007-08-31,4243582620
2007-09-04,4267463220
2007-09-05,4250746800
2007-09-06,4284179640
2007-09-07,4231642319
2007-09-10,4205373660
2007-09-11,4231642319
2007-09-12,4229254260
2007-09-13,4277015460
2007-09-14,4277015460
2007-09-17,4231642319
2007-09-18,4437015480
2007-09-19,4432239360
2007-09-20,4403582640
2007-09-21,4451343840
2007-09-24,4451343840
2007-09-25,4482388620
2007-09-26,4575522960
2007-09-27,4620896100
2007-09-28,4587463260
2007-10-01,4595763960
2007-10-02,4664891115
2007-10-03,4669658505
2007-10-04,4633903080
2007-10-05,4719716100
2007-10-08,4772157390
2007-10-09,4803145425
2007-10-10,4681576980
2007-10-11,4681576980
2007-10-12,4748320440
2007-10-15,4710181320
2007-10-16,4638670470
2007-10-17,4588612875
2007-10-18,4767390000
2007-10-19,4776924780
2007-10-22,4850819325
2007-10-23,4865121495
2007-10-24,4843668240
2007-10-25,4817447595
2007-10-26,4917562785
2007-10-29,4900876920
2007-10-30,4834133460
2007-10-31,4979538855
2007-11-01,4941399735
2007-11-02,4939016040
2007-11-05,5041514925
2007-11-06,5067735570
2007-11-07,4967620380
2007-11-08,4984306245
2007-11-09,4986689940
2007-11-12,4888958445
2007-11-13,5015294280
2007-11-14,4970004075
2007-11-15,4824598680
2007-11-16,4753087830
2007-11-19,4598147655
2007-11-20,4588612875
2007-11-21,4509950940
2007-11-23,4550473755
2007-11-26,4514718330
2007-11-27,4588612875
2007-11-28,4672042200
2007-11-29,4643437860
2007-11-30,4662507420
2007-12-03,4769773695
2007-12-04,4803145425
2007-12-05,4908028005
2007-12-06,5041514925
2007-12-07,5036747535
2007-12-10,5074886655
2007-12-11,4905644310
2007-12-12,4910411700
2007-12-13,4936632345
2007-12-14,4931864955
2007-12-17,4903260615
2007-12-18,4912795395
2007-12-19,4900876920
2007-12-20,4886574750
2007-12-21,4986689940
2007-12-24,5046282315
2007-12-26,5039131230
2007-12-27,4941399735
2007-12-28,4960469295
2007-12-31,4962852990
2008-01-02,4881807360
2008-01-03,4924713870
2008-01-04,4786459560
2008-01-07,4769773695
2008-01-08,4562392230
2008-01-09,4540938975
2008-01-10,4519485720
2008-01-11,4440823785
2008-01-14,4438440090
2008-01-15,4383615105
2008-01-16,4350243375
2008-01-17,4178617335
2008-01-18,4126176044
2008-01-22,4142861910
2008-01-23,4300185780
2008-01-24,4595763960
2008-01-25,4633903080
2008-01-28,4683960675
2008-01-29,4674425895
2008-01-30,4629135690
2008-01-31,4664891115
2008-02-01,4712565015
2008-02-04,4657740030
2008-02-05,4576694400
2008-02-06,4521869415
2008-02-07,4450358565
2008-02-08,4509950940
2008-02-11,4567159620
2008-02-12,4581461790
2008-02-13,4650588945
2008-02-14,4610066130
2008-02-15,4524253110
2008-02-19,4459893345
2008-02-20,4493265075
2008-02-21,4529020500
2008-02-22,4583845485
2008-02-25,4638670470
2008-02-26,4738785660
2008-02-27,4738785660
2008-02-28,4672042200
2008-02-29,4512334635
2008-03-03,4612449825
2008-03-04,4524253110
2008-03-05,4543322670
2008-03-06,4490881380
2008-03-07,4419370530
2008-03-10,4355010765
2008-03-11,4490881380
2008-03-12,4493265075
2008-03-13,4529020500
2008-03-14,4443207480
2008-03-17,4378847715
2008-03-18,4538555280
2008-03-19,4443207480
2008-03-20,4486113990
2008-03-24,4602915045
2008-03-25,4664891115
2008-03-26,4621984605
2008-03-27,4552857450
2008-03-28,4567159620
2008-03-31,4653324000
2008-04-01,4796356500
2008-04-02,4829730750
2008-04-03,4832114625
2008-04-04,4777285500
2008-04-07,4755830625
2008-04-08,4772517750
2008-04-09,4705769250
2008-04-10,4739143500
2008-04-11,4653324000
2008-04-14,4691466000
2008-04-15,4708153125
2008-04-16,4863105000
2008-04-17,4803508125
2008-04-18,4970379375
2008-04-21,5265979875
2008-04-22,5168241000
2008-04-23,5149170000
2008-04-24,5153937750
2008-04-25,5196847500
2008-04-28,5218302375
2008-04-29,5165857125
2008-04-30,5139634500
2008-05-01,5249292750
2008-05-02,5184928125
2008-05-05,5208766875
2008-05-06,5320809000
2008-05-07,5184928125
2008-05-08,5246908875
2008-05-09,5208766875
2008-05-12,5320809000
2008-05-13,5363718750
2008-05-14,5401860750
2008-05-15,5580651375
2008-05-16,5614025625
2008-05-19,5399476875
2008-05-20,5275515375
2008-05-21,5225454000
2008-05-22,5270747625
2008-05-23,5208766875
2008-05-27,5218302375
2008-05-28,5358951000
2008-05-29,5358951000
2008-05-30,5435235000
2008-06-02,5399476875
2008-06-03,5413780125
2008-06-04,5430467250
2008-06-05,5621177250
2008-06-06,5425699500
2008-06-09,5375638125
2008-06-10,5430467250
2008-06-11,5428083375
2008-06-12,5335112250
2008-06-13,5463841500
2008-06-16,5463841500
2008-06-17,5413780125
2008-06-18,5397093000
2008-06-19,5435235000
2008-06-20,5435235000
2008-06-23,5389941375
2008-06-24,5323192875
2008-06-25,5320809000
2008-06-26,5044279500
2008-06-27,5001369750
2008-06-30,5022219577
2008-07-01,5058109665
2008-07-02,4916941987
2008-07-03,4897800607
2008-07-07,4914549315
2008-07-08,5053324320
2008-07-09,4952832075
2008-07-10,4976758800
2008-07-11,5015041560
2008-07-14,5005470870
2008-07-15,4986329490
2008-07-16,5079643717
2008-07-17,5321303640
2008-07-18,5350015710
2008-07-21,5304554932
2008-07-22,5369157090
2008-07-23,5283020880
2008-07-24,5156209237
2008-07-25,5196884670
2008-07-28,5137067857
2008-07-29,5177743290
2008-07-30,5151423892
2008-07-31,5089214407
2008-08-01,5043753630
2008-08-04,4931298022
2008-08-05,5067680355
2008-08-06,5077251045
2008-08-07,4921727332
2008-08-08,5055716992
2008-08-11,5038968285
2008-08-12,4955224747
2008-08-13,4988722162
2008-08-14,5082036390
2008-08-15,5139460530
2008-08-18,5149031220
2008-08-19,5084429062
2008-08-20,5141853202
2008-08-21,5172957945
2008-08-22,5225596740
2008-08-25,5098785097
2008-08-26,5125104495
2008-08-27,5146638547
2008-08-28,5266272172
2008-08-29,5160994582
2008-09-02,5096392425
2008-09-03,5129889840
2008-09-04,4835591122
2008-09-05,4792523017
2008-09-08,4847554485
2008-09-09,4658533357
2008-09-10,4751847585
2008-09-11,4706386807
2008-09-12,4756632930
2008-09-15,4536507060
2008-09-16,4589145855
2008-09-17,4416873435
2008-09-18,4543685077
2008-09-19,4699208790
2008-09-22,4500616972
2008-09-23,4409695417
2008-09-24,4383376020
2008-09-25,4402517400
2008-09-26,4333129897
2008-09-29,4084291957
2008-09-30,4338743400
2008-10-01,4326771150
2008-10-02,4041831600
2008-10-03,3972392550
2008-10-06,3706608600
2008-10-07,3486319200
2008-10-08,3594069450
2008-10-09,3457585800
2008-10-10,3546180450
2008-10-13,4101692850
2008-10-14,3929292450
2008-10-15,3543786000
2008-10-16,3677875200
2008-10-17,3663508500
2008-10-20,3668297400
2008-10-21,3752103150
2008-10-22,3594069450
2008-10-23,3486319200
2008-10-24,3251663100
2008-10-27,3017007000
2008-10-28,3187012950
2008-10-29,3239690850
2008-10-30,3476741400
2008-10-31,3538997100
2008-11-03,3517447050
2008-11-04,3641958450
2008-11-05,3431246850
2008-11-06,3222929700
2008-11-07,3285185400
2008-11-10,3275607600
2008-11-11,3218140800
2008-11-12,3112785000
2008-11-13,3340257750
2008-11-14,3170251800
2008-11-17,3237296400
2008-11-18,3378568950
2008-11-19,3124757250
2008-11-20,3017007000
2008-11-21,3191801850
2008-11-24,3373780050
2008-11-25,3440824650
2008-11-26,3632380650
2008-11-28,3716186400
2008-12-01,3297157650
2008-12-02,3428852400
2008-12-03,3479135850
2008-12-04,3227718600
2008-12-05,3333074400
2008-12-08,3378568950
2008-12-09,3268424250
2008-12-10,3251663100
2008-12-11,3098418300
2008-12-12,3062501550
2008-12-15,2993062500
2008-12-16,3179829600
2008-12-17,3275607600
2008-12-18,3203774100
2008-12-19,3177435150
2008-12-22,3019401450
2008-12-23,3067290450
2008-12-24,3072079350
2008-12-26,3093629400
2008-12-29,3064896000
2008-12-30,3153490650
2008-12-31,3215746350
2009-01-02,3371385600
2009-01-05,3278002050
2009-01-06,3311524350
2009-01-07,3268424250
2009-01-08,3294763200
2009-01-09,3215746350
2009-01-12,3100812750
2009-01-13,3136729500
2009-01-14,3163068450
2009-01-15,3378568950
2009-01-16,3457585800
2009-01-20,3361807800
2009-01-21,3486319200
2009-01-22,3388146750
2009-01-23,3376174500
2009-01-26,3357018900
2009-01-27,3349835550
2009-01-28,3440824650
2009-01-29,3385752300
2009-01-30,3400119000
2009-02-02,3450402450
2009-02-03,3428852400
2009-02-04,3371385600
2009-02-05,3428852400
2009-02-06,3522235950
2009-02-09,3467163600
2009-02-10,3359413350
2009-02-11,3380963400
2009-02-12,3364202250
2009-02-13,3380963400
2009-02-17,3237296400
2009-02-18,3234901950
2009-02-19,3143912850
2009-02-20,3019401450
2009-02-23,2875734450
2009-02-24,2947567950
2009-02-25,2904467850
2009-02-26,2844606600
2009-02-27,2815873200
2009-03-02,2624317200
2009-03-03,2688967350
2009-03-04,2937990150
2009-03-05,2916440100
2009-03-06,2906862300
2009-03-09,2842212150
2009-03-10,2995456950
2009-03-11,3038557050
2009-03-12,3160674000
2009-03-13,3105601650
2009-03-16,3136729500
2009-03-17,3203774100
2009-03-18,3251663100
2009-03-19,3242085300
2009-03-20,3198985200
2009-03-23,3424063500
2009-03-24,3352230000
2009-03-25,3333074400
2009-03-26,3479135850
2009-03-27,3397724550
2009-03-30,3292368750
2009-03-31,3337292700
2009-04-01,3392514090
2009-04-02,3534168960
2009-04-03,3572583840
2009-04-06,3560579190
2009-04-07,3430928970
2009-04-08,3430928970
2009-04-09,3615800580
2009-04-13,3567781980
2009-04-14,3543772680
2009-04-15,3579786630
2009-04-16,3783865680
2009-04-17,3810275910
2009-04-20,3606196860
2009-04-21,3368504790
2009-04-22,3488551290
2009-04-23,3490952220
2009-04-24,3507758730
2009-04-27,3478947570
2009-04-28,3394915020
2009-04-29,3414122460
2009-04-30,3438131760
2009-05-01,3416523390
2009-05-04,3464541990
2009-05-05,3428528040
2009-05-06,3464541990
2009-05-07,3493353150
2009-05-08,3529367100
2009-05-11,3385311300
2009-05-12,3339693630
2009-05-13,3212444340
2009-05-14,3214845270
2009-05-15,3200439690
2009-05-18,3222048060
2009-05-19,3250859220
2009-05-20,3303679680
2009-05-21,3193236900
2009-05-22,3224448990
2009-05-26,3390113160
2009-05-27,3289274100
2009-05-28,3313283400
2009-05-29,3356500140
2009-06-01,3548574540
2009-06-02,3553376400
2009-06-03,3550975470
2009-06-04,3627805230
2009-06-05,3690229410
2009-06-08,3630206160
2009-06-09,3723842430
