,GNRC
2024-02-26,6610362032
2024-02-27,6664226458
2024-02-28,6646870143
2024-02-29,6733651718
2024-03-01,6833600153
2024-03-04,6776144765
2024-03-05,6588816262
2024-03-06,6637294245
2024-03-07,6805470953
2024-03-08,7008360290
2024-03-11,6975443141
2024-03-12,6900631438
2024-03-13,6859933872
2024-03-14,6747417071
2024-03-15,6695946620
2024-03-18,6697742101
2024-03-19,6780334220
2024-03-20,7081376511
2024-03-21,7177733984
2024-03-22,6937139549
2024-03-25,7062823209
2024-03-26,7112498180
2024-03-27,7456632011
2024-03-28,7549398522
2024-04-01,7625407212
2024-04-02,7669695740
2024-04-03,7676279170
2024-04-04,7860615205
2024-04-05,8044352746
2024-04-08,8110187044
2024-04-09,8392077539
2024-04-10,8191582176
2024-04-11,8144301180
2024-04-12,7885751937
2024-04-15,7691241510
2024-04-16,7726552634
2024-04-17,7795379400
2024-04-18,7988094346
2024-04-19,8088641274
2024-04-22,8026996431
2024-04-23,8145498168
2024-04-24,8210135479
2024-04-25,8310083913
2024-04-26,8386092603
2024-04-29,8217317402
2024-04-30,8137119257
2024-05-01,7638574072
2024-05-02,7700218914
2024-05-03,7982707903
2024-05-06,8157468040
2024-05-07,8164649964
2024-05-08,8208938491
2024-05-09,8328637215
2024-05-10,8230484262
2024-05-13,8383100135
2024-05-14,8563246714
2024-05-15,8684142426
2024-05-16,8558458766
2024-05-17,8664392136
2024-05-20,9050420521
2024-05-21,9230567101
2024-05-22,9084534657
2024-05-23,8626687038
2024-05-24,8897206154
2024-05-28,9052814496
2024-05-29,8946881125
2024-05-30,8954063048
2024-05-31,8810424580
2024-06-03,8460904305
2024-06-04,8344796543
2024-06-05,8441154016
2024-06-06,8380706160
2024-06-07,8274174296
2024-06-10,8418411258
2024-06-11,8336417632
2024-06-12,8540503957
2024-06-13,8149089129
2024-06-14,8077868389
2024-06-17,8134126789
2024-06-18,8311879394
2024-06-20,8234673717
2024-06-21,8199362594
2024-06-24,8283750194
2024-06-25,8150884610
2024-06-26,8059315086
2024-06-27,8135323776
2024-06-28,7913282643
2024-07-01,7969541043
2024-07-02,8217317402
2024-07-03,8261007436
2024-07-05,8408835361
2024-07-08,8509980782
2024-07-09,8549481361
2024-07-10,8505791327
2024-07-11,8884637788
2024-07-12,9213210786
2024-07-15,9265878224
2024-07-16,9529813911
2024-07-17,9463381119
2024-07-18,9394554353
2024-07-19,9365826659
2024-07-22,9562731060
2024-07-23,9457396183
2024-07-24,9100693985
2024-07-25,9143785526
2024-07-26,9541783783
2024-07-29,9306601821
2024-07-30,9315583871
2024-07-31,9322170708
2024-08-01,8712588888
2024-08-02,8555103604
2024-08-05,8520373009
2024-08-06,8361690119
2024-08-07,8206600048
2024-08-08,8474863954
2024-08-09,8642528894
